military,SEX,Race,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Yes,M,Black,Other,-102.77642874946686,A,17.381199500004758,D,A,1
Yes,Other,Black,Other,-2.177630338862011,A,-37.11923410732866,A,A,1
Veteran,Female,Other,Heterosexual,-167.3589029675756,A,-80.65224975058679,D,C,1
Non-Veteran,F,Asian,Bisexual,-38.895638691900984,E,-12.71482708052096,D,D,0
No,Male,African American,Other,-17.240020281195946,B,-186.86890418081055,C,D,1
Non-Veteran,F,Hispanic,Other,71.17959580837332,E,67.70337370716659,A,D,0
No,F,White,Homosexual,-59.75272803027592,A,-0.17494505575347732,E,D,0
No,Other,Asian,Homosexual,-36.007175806018225,B,-55.70814702135879,C,C,1
No,Other,Hispanic,Bisexual,62.27730615615923,B,-74.19633303814668,A,D,0
No,M,Asian,Bisexual,-138.83872756799056,A,68.99001261591312,D,A,1
No,Female,Hispanic,Other,54.65857436643492,E,-70.35100674578752,D,C,0
Non-Veteran,F,Hispanic,Other,107.24004000483316,E,-41.625289252553124,B,D,1
Yes,Male,White,Other,-6.056860635743629,B,-100.54638357269955,C,B,1
Yes,Male,Asian,Bisexual,68.72950048819295,E,122.72245919815512,A,B,0
Yes,Female,White,Bisexual,17.310560354849134,B,-30.69298943125271,C,B,1
Non-Veteran,Non-binary,Black,Homosexual,25.06982507451079,B,183.5716284454803,B,C,1
No,Other,African American,Other,-68.65385608090854,C,-121.99885345602537,E,D,1
Non-Veteran,F,African American,Heterosexual,-56.4211883779863,C,-14.492226841230815,C,B,1
Non-Veteran,Non-binary,African American,Bisexual,140.05871220255554,B,-53.438967577057284,E,A,0
Non-Veteran,F,White,Bisexual,133.17194076800365,A,26.088328084354593,E,B,0
No,M,African American,Bisexual,-171.77630840824864,E,61.786130318291285,E,D,0
Yes,Male,Black,Homosexual,-60.70521966560004,E,38.7332091809122,D,A,0
Non-Veteran,Non-binary,Asian,Heterosexual,45.064189142111154,A,-53.0145473271156,E,E,0
Non-Veteran,Male,African American,Bisexual,-42.67826853677516,B,-162.5878564349822,C,A,0
Yes,Non-binary,Hispanic,Heterosexual,-46.40441043181684,D,128.91537105147276,C,A,0
Yes,Female,African American,Homosexual,-55.55874690464747,B,-17.37313633464503,D,A,0
Yes,Other,Asian,Other,108.93773274178002,A,-178.672876250807,B,C,0
Yes,Other,Other,Bisexual,65.1219507416305,B,16.625393515547497,B,B,1
Non-Veteran,F,African American,Bisexual,-43.688236182482534,D,75.31293876421181,E,D,0
Non-Veteran,Female,African American,Heterosexual,103.10493935110298,B,117.35936699698459,E,E,1
Non-Veteran,Male,Black,Bisexual,143.04250955923814,E,53.32787053122894,B,A,1
Non-Veteran,M,Other,Other,-46.544764161550475,A,-39.926636487889056,D,B,1
No,Non-binary,African American,Bisexual,-148.42881851340331,C,-9.09364756405381,C,C,0
No,F,African American,Bisexual,-84.77773784241288,B,-63.29275601150489,A,A,1
Yes,Other,African American,Other,-4.698412000189575,A,-114.70254538243485,C,B,1
Non-Veteran,Male,Asian,Bisexual,-200.2943380443567,B,-238.14463211546118,B,D,0
Veteran,Male,Hispanic,Heterosexual,100.03393645422689,A,-181.31973585157542,A,A,0
No,M,White,Other,-32.14887416836139,C,32.51367127415686,A,A,1
Yes,Male,Asian,Heterosexual,-156.239292433072,C,-93.3394508354801,E,E,1
Veteran,F,Black,Other,-149.07382621603932,A,5.261934298307468,E,B,0
Yes,M,Asian,Heterosexual,99.84663673165298,B,65.83898785175396,E,A,0
Veteran,Female,Asian,Bisexual,89.97345518021747,B,-106.64770826558747,C,C,0
No,Non-binary,Hispanic,Heterosexual,16.46113063163977,E,-84.13121895825431,C,B,1
Veteran,M,White,Homosexual,-88.45510379397459,D,72.68543469788926,E,C,0
Yes,Non-binary,African American,Heterosexual,14.453462487159843,A,4.0435118486756485,B,A,1
Non-Veteran,Other,White,Bisexual,38.242761779669216,B,-125.75507408781381,A,A,1
No,Non-binary,Black,Heterosexual,25.89822935888716,D,173.94250910559484,E,D,1
Veteran,Female,Hispanic,Bisexual,58.69910486320259,C,71.43578188383012,A,E,1
Non-Veteran,M,Black,Homosexual,-227.74479435986373,B,-66.79104166416442,E,C,1
Veteran,F,Black,Homosexual,-141.63139899424934,E,81.49674255201111,E,E,1
Yes,Female,Asian,Homosexual,44.73823270511995,A,38.272782377740526,D,E,1
Non-Veteran,Non-binary,Hispanic,Bisexual,11.959976430440063,A,85.38357649878115,B,E,1
Veteran,Non-binary,Black,Other,-45.7337850264239,C,-48.15540515353066,D,E,1
Non-Veteran,Other,Hispanic,Bisexual,48.64205443412928,E,27.2020115919564,A,B,1
No,Non-binary,Black,Other,-44.71029409740081,C,76.2142456728626,B,B,0
Veteran,F,African American,Homosexual,111.29023610865573,D,-48.26820939850039,C,B,0
No,Non-binary,Asian,Heterosexual,51.91028595326325,D,236.38232640817972,B,A,0
Non-Veteran,Female,Hispanic,Other,-184.11144422063597,C,80.52394972054618,E,B,0
Yes,M,Hispanic,Heterosexual,-70.46033788625662,E,127.4429945649767,B,E,0
Yes,Female,Asian,Homosexual,58.13215857594379,D,-132.29271605341486,B,B,1
No,M,Black,Other,51.62336666739561,D,46.612722776413065,D,B,0
Non-Veteran,Male,African American,Bisexual,8.639381391127404,E,-135.40370407855232,D,C,1
Yes,Female,African American,Heterosexual,-55.741814269895215,D,-99.27257531646654,B,D,0
Yes,M,White,Other,27.104356713903794,D,-77.76285262152732,D,E,1
Yes,Male,White,Homosexual,-30.707630107373863,D,-176.18256862805302,A,C,0
Non-Veteran,F,Asian,Heterosexual,-23.771445231539445,B,-22.85015093879437,E,D,0
Yes,M,Asian,Homosexual,90.88818389925687,C,4.503177348599108,A,D,1
No,F,White,Other,11.19469453951382,D,128.69123777821056,E,C,1
Non-Veteran,F,African American,Heterosexual,59.59170826775386,B,-109.128517058972,B,C,0
Yes,Male,Other,Bisexual,27.675039887067747,A,-89.37764441419783,C,A,1
No,F,White,Bisexual,211.30061682564332,A,156.67171094031883,B,E,1
Non-Veteran,Non-binary,White,Homosexual,-123.13036711593723,E,-22.95141496485126,C,D,1
Non-Veteran,F,Asian,Homosexual,-28.076470418807975,B,-206.39772549013605,C,A,0
Veteran,F,White,Bisexual,-9.239687754783885,A,-20.31945381352638,D,E,1
No,F,Hispanic,Bisexual,-5.271853816574032,B,-28.232442727797412,C,C,1
No,M,Other,Heterosexual,-132.5549465597464,D,-78.48501077078826,D,A,0
No,Female,Asian,Other,-54.81304667915945,A,168.67472504296876,C,A,1
No,M,Black,Bisexual,-130.22159791889155,E,-10.304987892376847,E,A,0
Yes,Female,Black,Homosexual,18.83133949881651,A,-6.2964545399299565,C,E,1
No,Female,Other,Bisexual,14.942724811867242,A,-43.955950826251794,E,C,0
Veteran,M,Hispanic,Other,114.14855168823574,B,-103.19864815935959,D,B,1
Yes,Other,African American,Other,-35.094509839242335,D,56.49011692628252,E,B,1
No,M,African American,Bisexual,89.91082130266352,A,-134.59357321472453,C,B,1
Non-Veteran,Other,African American,Heterosexual,174.09170172955334,A,-294.54293717727535,A,B,1
Veteran,Non-binary,Hispanic,Homosexual,-31.147413621711234,E,-117.23720688970228,A,A,1
Non-Veteran,Male,Asian,Other,-44.364596626473315,C,-57.51033456301068,A,A,1
Non-Veteran,Non-binary,Hispanic,Heterosexual,3.7786545624886125,D,21.977280266634594,A,D,1
No,Male,Hispanic,Bisexual,151.28353392882246,C,69.44690621850695,B,D,1
No,Other,African American,Heterosexual,-32.48410886529696,C,-121.42596204397083,A,E,0
Yes,M,Asian,Homosexual,-98.1378540900359,B,43.14018950822281,C,A,1
Veteran,Male,Other,Other,5.751335379070718,E,-30.761659816371058,D,A,0
Yes,Male,Asian,Bisexual,-139.93879347967055,A,-28.591830933711705,C,D,0
Veteran,Non-binary,White,Bisexual,-34.21077836083727,A,-105.45183921958916,C,A,1
Veteran,Female,Hispanic,Heterosexual,-12.274930668051647,E,-116.0502811731359,D,E,1
No,Other,Asian,Bisexual,19.891894094356406,A,-66.6998184830372,D,E,0
Non-Veteran,Male,African American,Homosexual,-56.66518239321271,D,57.285569233472046,E,E,0
No,F,African American,Heterosexual,125.622230532795,D,23.663334801480126,D,A,1
No,Male,Asian,Bisexual,-145.6992151694602,C,114.36140683187506,C,E,0
No,Other,Asian,Bisexual,-145.99220778326313,B,-76.73614000302922,D,A,0
Non-Veteran,Male,Hispanic,Homosexual,111.90591115875132,E,-44.32346906676837,A,C,1
Veteran,Other,Other,Other,-105.26128586088946,A,-35.32797830275485,C,B,1
Non-Veteran,F,African American,Other,-99.0661654541385,E,166.65892561166916,C,E,1
Yes,Other,Asian,Homosexual,0.8980438120985541,C,-91.57438380204287,E,E,1
Non-Veteran,Other,African American,Other,-76.31899795899153,B,-84.27194420758474,E,C,1
No,Female,Hispanic,Heterosexual,-22.502653492243134,A,-235.20617284484365,A,B,1
No,Male,Hispanic,Other,-148.78079286139067,A,-44.31555759975602,D,C,0
Veteran,Male,African American,Bisexual,-3.6820412888214986,A,85.31427417239888,C,A,0
Veteran,Male,White,Other,-131.69051587276977,D,106.78857339691305,D,D,0
Non-Veteran,F,Hispanic,Heterosexual,-1.2871677850878096,A,54.0667468346812,C,C,0
Veteran,Non-binary,Other,Homosexual,125.5315184377776,D,80.19098279487626,A,C,1
Yes,F,Asian,Homosexual,75.09865850821981,C,-7.281402267883556,B,E,0
No,Non-binary,African American,Bisexual,2.1938878156848705,E,-19.10377988426361,E,E,0
No,F,Hispanic,Other,3.33262468373891,B,77.84105719750976,C,D,0
Yes,Female,Asian,Bisexual,-69.99492564248395,C,71.06632574863781,C,E,0
No,F,Asian,Bisexual,14.681876702293604,E,-184.34132803030877,A,C,0
No,Female,Hispanic,Heterosexual,23.64248962911926,E,36.12923149659764,C,D,0
No,F,Black,Other,8.967563291054075,B,201.11306196385024,C,A,0
Veteran,Other,White,Homosexual,167.4292593928834,D,-64.4912001826025,B,A,1
Yes,M,Hispanic,Homosexual,-42.503728643996716,D,49.197476762246865,E,C,0
Non-Veteran,Male,Other,Bisexual,-45.286143624888915,A,-28.00319492319622,C,C,0
No,M,Black,Bisexual,-61.71369333048692,B,-129.86252508946944,D,D,1
Veteran,Non-binary,Asian,Other,70.83556568635231,C,-154.9919212336941,D,C,1
Yes,M,Hispanic,Heterosexual,62.49771755550936,C,21.18004848414146,B,B,0
Non-Veteran,F,White,Bisexual,-8.169997130278388,A,-90.49983792592346,B,A,1
Non-Veteran,Male,White,Other,-77.07822474363319,C,222.44585759272613,A,E,0
Veteran,Other,Hispanic,Heterosexual,-118.1684035928986,C,64.04165962748513,E,C,1
No,F,African American,Heterosexual,100.54400032017163,C,58.92720085969563,D,E,0
Yes,M,White,Other,-42.20755905132407,A,-113.30189605962128,E,C,0
Yes,F,Asian,Heterosexual,-61.172402549557646,A,30.191335533918327,D,E,1
No,F,Hispanic,Homosexual,4.9585948710201775,E,-67.8197484069054,D,A,0
Non-Veteran,Male,African American,Other,74.58692359352457,D,-65.77411963203419,A,A,1
Veteran,M,African American,Bisexual,62.93711735507552,A,38.692481236821294,D,D,0
Non-Veteran,Non-binary,Black,Other,-99.80356620118357,A,-84.56418061542503,E,B,1
Non-Veteran,F,Black,Other,-136.34736239170036,D,16.57889353210133,D,C,0
No,M,Asian,Homosexual,-30.397778583734315,E,-4.246182166963964,D,C,1
Veteran,F,Black,Other,195.35827293639252,B,41.50187305123584,B,A,1
No,Non-binary,White,Other,56.58940811363499,D,-213.00488050264443,D,E,0
Non-Veteran,F,African American,Bisexual,-28.30072923409822,C,112.52292555267228,C,E,1
Veteran,F,Other,Heterosexual,73.80300450450953,D,77.02154504394704,D,E,0
Veteran,Other,Hispanic,Homosexual,57.12288016882494,B,148.80295966909043,A,E,1
Non-Veteran,Female,White,Other,-28.73083625152454,D,9.302654665944024,D,B,1
Veteran,Male,Asian,Bisexual,-9.67966896807401,A,-62.471020134525276,D,A,0
Veteran,F,Other,Other,-2.613132233865641,A,-99.29261109575988,B,C,0
Yes,Other,African American,Heterosexual,15.502383010552892,E,112.21249101650463,B,B,0
No,F,Asian,Heterosexual,-174.8400052374901,A,-52.30158299851827,D,B,0
No,M,Black,Other,211.40592100374164,E,9.180108554654021,D,C,0
Yes,Other,African American,Heterosexual,-81.40684144290645,A,75.30194648585622,D,C,1
Veteran,Female,African American,Heterosexual,84.85405475903673,D,93.21962652246346,C,A,0
Veteran,Non-binary,African American,Bisexual,62.95353766417995,D,-99.3536975286309,D,C,1
Non-Veteran,F,Asian,Homosexual,-110.28296430816644,A,-18.518150979890315,D,A,1
Veteran,F,Hispanic,Heterosexual,51.67812278613994,C,94.45419212780561,B,C,0
Non-Veteran,Non-binary,Asian,Bisexual,-28.434979644409434,D,-144.07954059497496,D,E,0
Veteran,Other,White,Homosexual,-150.770683203732,C,19.148128528038935,E,C,0
No,Female,White,Other,-101.05446791329946,C,-52.59731363693564,B,B,0
Yes,Other,Asian,Homosexual,165.7603358707707,E,-196.79469183281319,E,B,0
Veteran,Other,African American,Heterosexual,42.83567920155373,C,104.96896194777099,D,B,1
Non-Veteran,Non-binary,African American,Homosexual,-153.0130293588192,A,-2.83305640903196,D,D,0
Veteran,Other,Asian,Heterosexual,-114.03135683261385,C,-82.69774349115289,C,E,0
Yes,Non-binary,Black,Heterosexual,26.166983195309584,C,-28.44991790500614,B,B,0
Veteran,Other,Black,Heterosexual,-40.91144836273042,D,42.287069555926216,B,A,1
Yes,Female,White,Other,-202.02713965510108,D,-191.5780589307626,C,D,1
Veteran,Other,African American,Other,-93.88335046190595,E,-13.385675957519638,B,E,0
No,Male,African American,Heterosexual,46.43916918685179,D,-103.53391094995148,D,B,1
No,Male,African American,Other,52.652475996169976,D,-73.58067377832455,E,E,1
Yes,Other,Other,Homosexual,-118.46873630598948,A,44.31179681029083,E,D,1
Yes,Non-binary,Other,Heterosexual,56.37765159791949,C,-35.47372522811646,E,D,1
Non-Veteran,Male,Other,Bisexual,-85.16264167121959,E,-5.318581592020523,C,A,1
No,Non-binary,Black,Heterosexual,-20.86249151498778,D,31.233355738767806,B,D,0
Veteran,M,Other,Heterosexual,21.004366265541172,E,42.86467841526212,A,B,0
Yes,Other,White,Other,98.07154114830439,B,-59.70907945210878,D,D,0
Yes,Non-binary,Hispanic,Homosexual,81.751512713506,B,48.289795166411395,B,A,1
Veteran,Male,Asian,Bisexual,56.00616096026957,D,-21.101426426211017,B,A,0
Yes,Non-binary,Hispanic,Homosexual,-5.415860251029015,E,94.84548438036316,D,C,0
No,Non-binary,African American,Homosexual,157.16632738283346,D,-117.26579006836195,E,A,0
No,F,Other,Homosexual,48.23757577505287,C,195.67810253022316,C,E,1
Veteran,M,Asian,Other,7.766696088860623,B,187.00409015069192,A,C,1
No,M,Black,Other,18.05987316034322,D,25.357682317325825,B,D,1
Non-Veteran,Male,Hispanic,Bisexual,25.89838283789179,B,-18.626024438987073,C,D,1
No,Female,African American,Heterosexual,67.08622956594803,E,-32.819984602546434,A,A,0
Non-Veteran,Other,African American,Bisexual,102.18694536427964,C,-100.7027653325594,E,C,1
Veteran,F,White,Heterosexual,-20.656403904624852,A,13.205870046206,D,B,0
Veteran,Female,Hispanic,Homosexual,15.607926914287122,C,-86.25475829629461,D,E,0
Veteran,M,African American,Other,-39.77167142840569,E,27.288756783094925,E,E,1
Yes,Non-binary,Hispanic,Heterosexual,109.0049760346873,E,-33.45789913903062,B,C,0
Yes,Non-binary,Asian,Homosexual,94.5961653626333,C,1.697462179997402,E,E,0
Yes,Other,Hispanic,Heterosexual,-21.03089742421554,B,182.1476329965644,E,E,0
No,M,Hispanic,Heterosexual,-18.55722796699514,E,87.77987647097206,D,D,1
No,Female,Hispanic,Bisexual,19.332842140526335,D,-66.3791095364909,D,C,1
No,Non-binary,White,Bisexual,-24.933126525731623,A,-182.90069913388402,A,C,0
Veteran,Female,Other,Homosexual,127.42122611396553,E,86.15941960606541,A,E,0
Non-Veteran,Male,Other,Bisexual,135.92988617320475,D,-9.420867306103647,C,B,0
Yes,Male,Other,Heterosexual,-154.84142539493016,C,59.28531553541092,C,E,1
No,F,Black,Other,87.28549381611205,D,46.16243231087788,A,C,0
Non-Veteran,Female,Other,Bisexual,-251.2007883635449,E,-1.6347877343552026,E,C,1
No,Female,Hispanic,Heterosexual,-63.48951080913415,C,29.861560524397255,A,E,0
Non-Veteran,Female,African American,Homosexual,-150.71631396161462,A,115.29453005829613,B,A,0
Yes,Male,Hispanic,Homosexual,99.05098880149042,E,82.46016796795767,D,C,0
No,Non-binary,Hispanic,Bisexual,-15.103232432325244,C,-80.1361111018106,C,E,1
Non-Veteran,Non-binary,Asian,Bisexual,-88.11967077281295,D,161.93254936625806,A,A,0
Yes,Other,Other,Bisexual,-12.238298764029977,D,-109.11429907201979,E,E,1
Yes,F,African American,Other,-48.95183474659605,E,-76.79753819487011,A,C,0
Yes,Other,Hispanic,Bisexual,36.52212383185652,C,-125.79220600295038,B,B,0
Yes,Non-binary,Black,Homosexual,79.49292733647422,D,-19.15913942062832,B,A,0
Yes,Non-binary,White,Bisexual,-33.321546107994806,D,31.12120674305115,A,A,0
Veteran,Male,White,Heterosexual,157.2471394772019,B,-66.68890987591371,A,E,1
Non-Veteran,Female,White,Other,-64.7964772636042,C,-109.57515823926146,A,D,1
Yes,Non-binary,Asian,Homosexual,-48.06503328659512,E,18.38404170877885,E,B,1
Yes,Female,Black,Heterosexual,62.77604408336791,A,-13.516251675305076,C,E,1
Yes,Non-binary,Hispanic,Other,-61.63174749067046,D,18.737668622275244,D,A,0
Non-Veteran,Male,Other,Homosexual,-3.226385628124826,E,59.90270547728694,A,E,0
Non-Veteran,Other,Asian,Other,-75.10348344378045,E,112.51725363208642,D,A,1
Veteran,F,Hispanic,Other,-73.94383368513087,E,-200.40119734421074,B,B,1
Yes,F,African American,Homosexual,-177.86579735964477,C,106.9489672850843,B,A,0
No,Other,Hispanic,Homosexual,28.850339412045066,C,-84.54813344478846,A,D,0
No,Other,White,Homosexual,152.26287023210224,E,-167.31263206409432,C,A,0
Non-Veteran,F,Asian,Other,-35.970567863225064,C,-0.3540016084624524,D,C,1
No,F,Asian,Heterosexual,-184.8008272323414,B,83.67234285971027,C,E,0
Yes,Female,Asian,Homosexual,142.2626608498947,C,25.83982548626611,D,D,1
Yes,Female,African American,Bisexual,54.10982425697615,A,-74.84446002395048,E,E,0
Veteran,M,Hispanic,Heterosexual,-41.79469079458244,A,-9.861684801535404,B,C,0
No,Non-binary,Asian,Homosexual,-94.37930509554843,C,-43.28041071659418,B,A,1
No,F,Hispanic,Heterosexual,107.93263105713346,C,-103.6918848372655,A,C,1
No,Non-binary,African American,Other,10.767288026035015,E,156.25320651677833,D,E,1
No,Female,Other,Bisexual,70.14036179156565,D,-162.89067305448478,A,E,0
No,Non-binary,Black,Heterosexual,82.71011511190707,A,-74.22273804392539,D,D,0
No,Non-binary,White,Homosexual,62.61345901800929,C,-60.51989413363154,C,C,1
Veteran,Non-binary,Black,Homosexual,24.535192526008412,C,-8.762601140133754,D,A,0
Non-Veteran,Other,Other,Other,21.363317642375453,E,-90.29509200275787,C,E,1
Veteran,Non-binary,White,Bisexual,162.4197509835737,D,68.91910147708111,A,E,1
Non-Veteran,F,Asian,Other,-14.290414897790274,D,-95.22972118606535,D,E,1
Non-Veteran,Female,White,Bisexual,105.01282313568367,B,-22.441307825347,D,C,0
Veteran,Other,Black,Other,-42.05232527987655,B,-173.70762621020515,A,D,1
Yes,Female,African American,Other,54.41723087266903,E,-7.174658366673952,C,E,1
Veteran,Female,African American,Heterosexual,-256.9875980349812,C,-12.268725165831757,E,B,0
Yes,Other,White,Homosexual,72.4323845774555,A,12.088225245712994,E,E,0
Yes,F,Other,Homosexual,20.983079286162575,C,19.145075201523902,B,D,1
Veteran,M,African American,Other,-6.870638415522978,B,-168.09902182997934,C,E,1
No,F,White,Bisexual,124.98888742927016,C,13.229832967947832,A,B,1
No,Non-binary,Other,Heterosexual,-116.81520091916506,E,8.928033430186822,D,B,0
Yes,M,Other,Other,-128.0042148865234,A,311.87648288794907,B,C,1
Non-Veteran,M,Asian,Homosexual,-17.024104036233158,A,-86.16198654212953,E,A,0
Non-Veteran,M,White,Heterosexual,54.386027741715495,A,-28.45508330632392,C,B,0
Yes,F,African American,Heterosexual,-151.8071397288283,E,-19.957143341063073,D,A,0
Veteran,Non-binary,Hispanic,Bisexual,-17.93858054164447,C,-66.38732052849555,E,B,1
Yes,Male,Black,Homosexual,167.95922639008768,D,-51.504604904467655,D,B,1
Non-Veteran,F,Asian,Homosexual,-117.84114128431264,C,-15.838062879603013,A,B,1
No,Other,White,Heterosexual,25.66274928641133,B,-42.15812464670285,A,B,0
Veteran,F,Asian,Bisexual,158.9204613247473,E,90.08905065418698,C,C,0
No,M,White,Homosexual,54.83985971893092,C,-19.384503464846052,E,A,0
Non-Veteran,F,White,Homosexual,19.71634764167772,A,265.60927729203894,E,C,1
No,Non-binary,Black,Homosexual,52.871929365945846,C,-32.30821558814074,A,D,1
No,Other,Hispanic,Heterosexual,70.06446237444712,A,-2.5664446101287988,B,B,1
Non-Veteran,Male,African American,Bisexual,201.90950585364124,E,135.22696866798947,D,C,0
Veteran,M,Black,Heterosexual,40.67324131882507,D,79.54373203678861,C,B,0
Veteran,F,Black,Other,-150.887497323191,B,-10.990551560773458,C,B,0
Non-Veteran,Female,Black,Heterosexual,-13.531251194061806,B,118.9504532570409,A,C,0
Veteran,Female,Hispanic,Homosexual,122.27216699308184,B,93.72710593499917,E,A,1
Veteran,M,Black,Homosexual,-3.542477112056324,B,76.33694446687184,B,A,1
No,Female,Other,Bisexual,-24.740972347444586,C,-41.2090618566813,A,E,0
