handicap,country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
No,Germany,12.356416434581192,D,D,59.69514988677741,E,-43.65473941600229,D,C,37.41214279605022,45.391637587341165,103.6613159139257,E,56.057877136987976,A,C,1
No,UK,69.74385863907399,B,D,-6.513370790722366,C,296.90796208253823,D,A,76.35792186182809,26.960691186810866,237.9940004595361,C,-69.55603262794544,E,D,0
Yes,China,149.33001730914643,D,C,-9.301335818789704,B,2.75152071506182,D,D,14.68567576457154,-73.10851475343463,169.47231537000104,A,-104.59331944519687,C,A,0
None,India,-225.77700307655556,A,A,-15.950127783051112,B,117.5157063337278,C,C,64.08801349293223,-117.54680223114748,-141.16231227999575,B,44.7559012551385,E,E,0
No,Mexico,-111.07381555149934,C,A,-118.00968441454489,B,8.547291047546375,D,E,86.69564098669788,-114.9134944978751,156.15967227491834,E,20.26162203241099,B,C,0
Physical,China,-110.31215548634121,C,D,-114.6578753594321,B,2.4161055244952543,C,E,-91.30658605821161,31.086100283563113,-128.50166145699558,C,135.50674269275171,B,D,0
Physical,China,0.8995257001309374,A,B,-11.068275218622722,B,-123.98873835160009,A,A,-147.18972579786862,60.44340036417876,183.89928412993152,A,-153.54736765966263,B,D,1
None,China,72.94923548715903,A,E,-162.930884085575,E,46.72766985502408,D,C,-108.56872262088994,8.822796631171755,-82.10698203455257,C,-0.3280613976680666,E,D,0
Both,UK,36.566528758099686,A,E,-21.875866016449,C,-35.20431088624132,D,B,-101.31408403288111,54.86104464236604,-208.22605466414296,A,-43.16926305787743,A,A,1
None,Mexico,81.00149351607875,A,C,151.59363422082157,D,146.95069038011118,B,C,-79.15781917221571,47.252301355132865,60.743945362433834,B,262.0730614042898,C,D,0
No,Germany,219.93960959209082,C,C,4.498004848987178,B,-2.3877239665297676,A,A,2.780955853382693,5.009965512582461,-81.55566999394935,B,48.93474759056973,D,D,0
Mental,India,166.29371072890308,B,D,30.898746555618594,D,-67.2172924340753,E,C,-33.4582170634569,-115.7785021982007,-89.7623178580679,D,115.31425986694795,A,A,0
None,China,-51.33859230939717,D,B,-74.62131245687124,B,-69.96998616689768,C,C,-127.13564752029183,152.52364357491587,-20.709140314546755,E,21.15656290475493,E,E,0
Mental,India,53.302130418335956,D,B,80.20354118390398,B,21.36304938275645,D,E,-57.50351542439548,59.39118678493798,-2.234222004304372,D,-56.09536428843496,E,C,0
Physical,US,60.49488716671103,C,B,134.0402842421332,E,-18.709408069432122,D,E,11.793317972302688,127.23522956733476,-70.19398733693134,E,26.968109022535288,B,E,1
Both,Brazil,83.91077086799267,C,D,-104.10902797049405,E,-6.552463072009589,C,D,-25.048397537893585,-178.00094403591714,-171.53734781020714,C,11.661156638695418,B,D,0
Both,Brazil,-73.73995158265456,B,C,15.832720747757042,B,-10.992211667622175,D,C,-29.457811987493344,62.513034948774006,-155.21551463731313,D,44.47635779819771,E,C,0
Yes,US,-13.868947816502,D,C,-135.99854082936653,A,37.52205440397,E,B,-5.702429814755578,260.42901753656355,134.2172338759845,A,123.96785220698285,E,D,1
No,China,109.08949754985113,E,A,66.72124152454563,D,-82.59462806950253,C,E,-65.54143040270985,78.5768807907447,78.92325740632465,E,142.8969561897786,B,D,0
No,Mexico,-3.497391864324174,B,B,-103.64876264153537,E,-21.328391207781948,B,E,-53.584961985891354,19.018926966782914,22.389593675055163,C,23.82699547478671,E,A,1
No,India,-19.571110331944638,A,D,-44.264459055959776,E,-202.77953786359308,C,C,108.22519252871383,107.84906110418113,30.434702260270992,C,-24.281313321264946,C,D,1
Mental,US,44.00923587103211,C,D,103.65437174852548,B,-106.07639360553193,B,B,25.453438964176257,-64.93471717620876,98.19485794785209,D,174.23381675236732,C,B,1
No,UK,-21.619821954149828,B,A,46.0698053251519,D,23.679197120552807,E,A,-63.01057527232248,-36.40939626949512,18.108500220731326,B,-152.56727736280234,D,C,0
Mental,US,-132.37832998648577,D,A,194.48737979876248,B,-86.93701906338667,A,B,29.602422189204532,188.75445549994467,191.89114835661763,B,86.43521930837493,A,D,1
Both,UK,248.2306036299944,D,D,-119.58599515936264,B,-59.625830232900945,C,C,62.5410874046069,-94.10264695627471,-33.60502187234815,C,-2.240686284872449,D,B,0
Physical,Brazil,191.77473984704255,D,D,-27.746171256362857,B,-89.58284652532024,D,A,-102.21772825235436,184.54334904508136,24.834868152345145,B,150.01709880896362,E,B,1
Mental,UK,82.03774369842942,C,A,71.60457842231249,A,60.844060591613335,B,B,22.2239357265872,-201.3378963062165,-1.788409107955233,D,-188.78438135777535,D,D,0
None,Mexico,-85.25607532033959,D,D,-25.16349637990801,E,154.13576877237634,D,E,111.09245808331178,-114.27194347054667,218.84584651082318,C,-56.240807336339174,B,D,1
Yes,Mexico,107.76551797514212,A,A,193.1261521818831,B,15.718664574609248,A,C,33.594225981840275,43.22478107913618,-66.79948746262622,B,-58.081110504050514,D,A,1
None,UK,65.19334239314061,C,A,-49.615105836222654,B,25.964870208051476,D,C,163.7250036394515,53.49228475691281,32.428595097139734,C,-129.66228084364343,B,A,1
Yes,Brazil,-61.767491308560516,A,D,-166.60170509837243,D,9.225331607947503,C,B,-79.56327007659051,-55.2673061679929,92.01586972298469,D,-63.69473742231728,E,D,0
Yes,China,35.78291430277461,A,D,-83.84591891935472,B,11.110769054290003,D,C,-34.753413594210656,-13.873030686580773,-8.634483235448958,C,-62.34440120593929,E,E,1
No,Mexico,-104.29470849223162,B,C,-161.11537487553724,B,-16.051477778488117,B,E,-83.43112174318173,49.158483529587485,102.56753048489146,D,49.26060119416697,A,B,0
Mental,Germany,-128.3760982685988,E,B,53.70621377667153,C,45.48389813469054,A,B,-18.945276141409153,22.130451347776564,40.78067653024311,C,9.603134192827417,C,C,1
Mental,China,-24.51584508026367,E,E,-16.586547496071905,E,74.75836933735216,E,D,-100.43388186186687,-104.34259119114573,-85.18764825901543,A,-70.405844691966,E,C,1
No,Brazil,54.43607021876129,E,C,-89.90452622442729,D,54.90016897282646,E,D,-289.0638900883061,57.088349650782845,75.31115816176599,C,-72.31893588171798,D,B,1
None,Brazil,12.467287118533921,E,C,-173.06576356159005,E,-145.36974976982816,A,C,-72.75812630385171,169.7683667510082,55.53571632121944,E,21.19333502767188,E,D,1
Both,UK,7.088947054760447,E,C,-27.82427460440438,C,72.87231043358354,D,C,-131.77120780359118,-144.19418609405602,77.68978311682756,E,-25.819419332695958,C,E,1
Mental,Germany,12.78245551690558,C,E,39.47766083253742,D,50.12217254732898,E,C,-125.07071710138142,-76.96152117566841,33.85455536635882,C,-6.563786396031379,E,C,0
Physical,India,139.91246535080805,E,B,-134.51137507784304,E,123.50866032704826,E,C,-9.043385908709302,-19.3030596147074,85.4709775953932,C,48.928960787731754,E,B,1
Mental,China,-111.05585187294007,D,A,-127.73059895198249,A,-29.7660559390674,E,D,106.68326888345567,-69.18403398379978,-66.90619986277095,A,11.182724482871276,D,E,1
Mental,UK,32.84897448005978,E,E,41.61753566734296,C,-57.769790876151404,D,D,69.3809840387096,-183.42172746971082,117.90127386828759,C,322.7457928839094,E,A,0
Yes,India,-168.46695400101305,D,A,-70.84600863322743,B,-36.20368565267027,E,C,-9.276401129284416,-21.934930543684857,-66.67325303079905,E,-107.6573441767533,C,B,0
No,US,13.32563263243777,A,A,-10.946707456936364,C,-117.47037113282657,C,E,-42.18236190935052,21.506364242127045,-175.50357550736902,B,-5.906838021959395,D,C,0
Yes,UK,22.38639747263331,A,C,-7.740898958146604,D,-12.246069517706342,E,D,-8.648682448275926,-100.50730258206985,15.467004256070972,D,32.55964768671157,E,E,1
Physical,UK,123.25195284353055,C,A,100.7761873324512,E,-67.68254350056593,E,C,-56.246212722184254,74.65012131244717,-143.0667902936556,D,282.87476905912234,C,B,1
None,UK,17.700525245066164,C,C,107.05210672970871,C,198.4609328352804,E,C,-134.44315024177723,-93.15228894226567,25.416970934800165,A,96.19251208876068,B,C,0
Both,UK,29.688978348942385,A,C,-20.03160425810077,B,52.896342726676515,D,E,-83.90543384865393,-76.81238511530319,119.17679275818882,A,-13.074557921832822,C,B,0
None,UK,-28.63007469308772,D,C,-28.20742855162533,E,121.90148513611452,B,D,-77.43104108285907,162.83104121666065,-123.28280924624488,D,36.956248944309564,D,E,1
Both,US,-74.30832229286524,A,A,90.4085270273377,D,-138.9485640922159,B,E,59.5234907100039,-139.1796897613818,-140.37934679768796,A,-187.90457624948579,E,C,1
Yes,China,-38.13381073444947,D,D,-191.66587125061884,E,-173.5894941144938,E,A,-31.472489428560003,-149.80232273914177,63.976681558830116,D,268.5965850621528,C,C,1
None,Brazil,107.76931239596925,D,A,-62.842776276610714,E,95.44709388676009,B,E,29.08157100869188,-8.861246951360723,22.450665089820397,E,120.14476060296502,C,C,1
None,India,-90.80875820961326,B,B,33.05299431596537,D,201.01459697672217,D,A,-22.623810548842656,-66.79279067087421,-25.304101000052377,E,12.276245143471707,A,E,0
Both,US,-109.08989923904362,D,D,54.597869931033,E,-45.38824550268368,A,E,-148.70155365985852,-63.25781121105075,-23.800454334069304,B,73.86822054175157,D,E,1
No,India,-28.76441040241665,E,B,13.726837233170874,D,-135.05686047731965,B,C,-171.23651252719154,16.01532154768499,-22.898556842407697,E,-61.31961814463819,A,E,0
No,China,333.42854558020787,D,D,10.960515967229282,D,84.030067326298,A,C,-25.76670856243981,34.50501969590843,106.88297152780638,D,-96.92187372947618,E,C,1
Mental,Other,69.8815691903157,D,C,44.496305767095386,C,-5.7958524856228415,E,D,11.336101348316058,-2.969783383383261,111.06968357070595,B,193.66034182132339,E,C,0
No,Other,-96.77025825601525,B,D,-25.26830553846266,C,-115.80661015159353,A,B,-17.508190452901566,-75.04140725314315,-101.04167271360988,D,-11.462146174984554,E,A,0
Both,China,97.27890513927083,D,A,-116.48588425098035,A,-48.682712028135256,E,C,84.12608125166638,-46.33737875569842,75.86527202102211,A,91.55198485545453,B,E,1
No,China,-92.25818725539642,C,D,3.9019214782345637,D,199.36788816539016,C,C,61.07078098683694,-2.285431689511021,-74.88272384479627,E,7.634724504354972,B,E,1
Mental,UK,12.63557740243425,B,E,0.0429874327526329,A,214.61769904686793,E,B,-93.61373368786488,77.73141988801108,0.16898459477314795,A,-59.29002614437287,D,C,0
Mental,Germany,59.825499158260676,C,A,-187.9478951494045,D,-27.436266834475333,B,B,-18.4875803014891,-217.01759415883117,-27.41278423536259,B,97.95900219365829,A,D,1
Physical,Other,119.88395243468497,B,E,-36.05631784499806,A,55.24053907488178,B,A,-124.72947756840331,83.5148783475767,-10.55245116207667,B,-88.93355031459014,D,B,1
Both,Brazil,-210.88949716859852,C,E,-80.01071992884957,C,-69.51413419311673,C,D,34.797835565674525,160.2673217780779,-117.95699635799608,A,-195.41249164460658,A,A,1
Physical,Other,-16.5162421730805,C,A,28.39920150647114,E,14.629427178144146,B,E,95.12619300264872,-150.28877263198515,-6.345388649097121,B,181.33902584498657,B,E,1
Both,Germany,55.416033933057896,A,E,133.30617167567752,D,126.49633261074797,C,B,-87.82150194579506,-102.60145229065397,39.67422700314343,E,-64.97086383903094,E,B,0
Yes,US,-213.4221365885167,D,A,109.78820891282166,C,-130.20139459016949,E,D,-185.82391520401404,24.371696590495283,-57.24125611368839,C,10.749932242950043,B,C,1
Yes,China,17.66287022838723,B,E,-61.546129082989296,E,-126.48647934172376,D,B,6.055295855613578,-82.92058523512024,76.13119904688801,A,-79.96161034570193,D,B,1
Yes,India,156.75144752829178,C,D,21.144610596322284,C,-73.1762618093755,D,A,-19.301085327458686,5.98800356583112,130.03611959563713,D,38.00361115373491,A,D,0
Both,China,9.023736787701583,A,B,-25.910133213157287,A,14.112225210807026,D,E,-24.597868284191758,-93.03948509589003,86.43620865246452,A,36.45992586342995,C,B,1
Physical,Mexico,-23.362710309684427,A,C,45.81379729538196,D,-13.69919461958799,A,A,-43.694214601405235,18.805539910028532,48.21502927833647,B,5.455185420200598,E,E,1
Yes,Brazil,14.104822599457739,C,D,-17.47961860548427,D,113.17627602306659,E,B,-26.942813039887525,38.965315489404915,-62.17023830585076,A,-38.20773566607166,A,D,0
None,Brazil,-108.76688908854386,D,D,-13.111067385098323,C,-64.27414619580453,C,E,55.20298610915233,139.3224560085918,111.05368726706968,D,120.63491684149605,C,B,0
None,UK,-65.83150053379302,E,B,95.08981298963256,D,71.36944964781891,B,C,-17.37181339076145,80.41225526565864,38.06285557727292,D,-92.20709533112597,D,A,1
Yes,UK,-8.697130732142158,E,B,-337.0437493505937,B,-59.91900245938426,E,D,-41.576579328396036,-113.95313894056356,0.45778418901250406,C,-37.888871985117405,E,B,1
Mental,Brazil,-64.6262545407694,D,A,-160.45928013109133,B,-174.81051801413827,A,A,87.9596911061204,-101.44701616273207,-53.1536568462999,C,24.59128319005637,A,B,0
Mental,Brazil,2.1257124242116774,C,B,-20.978015379594602,A,-30.7472151131018,E,A,94.68043802568376,-51.52437678263983,157.96584953859008,C,-56.292963836209196,A,B,1
Physical,US,-39.076973752754704,A,A,16.89182359720423,B,-205.1869507744906,B,E,133.07034721559995,74.08332609547725,-187.32005359073042,E,-95.75521419055053,E,C,0
Yes,US,-77.69979062234057,E,D,-83.41191044739654,C,-104.81661671049405,A,A,89.60981694843605,160.57593000401081,46.205536564885236,D,38.80371697667684,B,C,1
No,Brazil,-175.3786525252403,C,A,67.00804938363883,E,-201.09846207264806,A,C,41.88466918847237,-80.21084211561323,-54.734658798283945,B,218.90839084353354,E,A,0
No,China,46.42019344885729,D,A,-20.885440332919,D,1.2997275828361177,E,C,-26.50883098136592,-161.96289236047562,-125.83402126948317,A,-5.411139963239678,E,C,1
No,Brazil,114.35699827463014,C,E,-17.93703205920805,C,-37.43901405000378,A,C,1.0697005708827187,-138.98096981564186,44.467102428440036,A,-57.51881444212883,D,D,1
Physical,Other,-61.05932696113487,E,B,-39.18869879105087,B,76.7979476202358,D,B,-67.34731664080665,83.26549433228408,28.105426481862306,C,-45.87256565345321,D,C,1
No,UK,-220.2096744195681,C,D,-130.20855581409305,A,-54.6204606538616,A,A,36.53874116368292,82.60454858533976,-60.95456516128208,A,61.03112708509981,C,E,0
No,Other,-122.63133053873109,D,E,-15.755606904838698,A,105.99883215268602,C,B,5.5885800078977494,11.07150123441315,-38.88665759144429,B,-97.25500022190398,D,B,0
None,Mexico,171.1361231540054,A,E,-148.51038441182234,E,-74.40916087052221,A,D,-123.39240475025777,-99.81137562477448,36.906473350947564,A,62.87625673001396,A,D,0
No,China,201.14327764791605,A,D,-127.77038834837973,E,45.61755243998505,E,E,7.007821409583339,117.46652869220817,-48.55979729516432,D,192.9774678915045,E,D,1
Physical,China,-26.33786557465881,A,C,121.39258230419117,E,-181.20063345726714,C,A,81.21961779543678,60.50415373944952,-41.934107533893446,B,86.25534693395049,D,D,0
None,Brazil,9.288828024684198,C,B,-309.9256532615143,B,8.37846134514991,E,B,105.5975975387062,84.78764440863081,16.66678635448861,D,114.97814426426007,B,C,0
Physical,Brazil,42.03813229716901,C,A,130.2399671837588,B,-32.987087994877065,B,C,-69.19444625481506,84.55395931993762,-37.66364937162051,A,16.012593121810923,A,A,1
No,Mexico,22.523621784493578,A,E,50.012646871598356,E,0.12978701273785842,D,D,-31.289299095755936,33.50900760851406,126.1243905553367,D,-2.9673828271384246,D,B,0
None,UK,-3.07252138275953,C,D,-31.312584320684135,C,123.55223969964482,C,A,-206.88907995428897,-79.02431109448588,29.45002703114908,B,-136.21204602941256,D,B,1
Physical,Germany,144.2224131987269,B,B,101.70325058919254,C,138.62536598773025,A,C,-190.74358316636025,38.18754539232245,139.16062035567256,D,178.28721255149864,C,D,0
Physical,Mexico,-6.806190786388077,B,B,-111.20776817653066,D,32.291250945060646,E,A,195.41185804742818,-77.02106246772361,-54.631712394380784,C,-11.847680921288903,A,D,0
No,Brazil,-108.12604062965711,D,A,43.706112583548304,D,-136.56365559808822,C,E,8.683495510269058,31.808844353745556,-14.817876103243371,B,-36.711062234892324,B,E,1
Mental,China,-104.37456425998428,C,C,-12.257814460879194,E,1.5222141808701224,E,A,41.38193471168416,-172.47079027726485,-160.76401797266527,B,53.564752176113686,C,B,0
No,Germany,67.07058565634625,B,B,8.690090784255206,E,11.982341977295345,E,A,33.93105527852461,104.3972601082804,-87.21848278194885,D,-127.33821555498272,D,E,1
Physical,Germany,-83.59800403615336,C,A,-70.76119257932532,B,-22.081182528937184,E,A,33.128841027229896,-62.330347474449745,102.095280919408,E,-165.37254858455236,C,A,1
Both,UK,-9.185241822240709,D,B,75.84515980821067,D,126.11434120395457,B,B,96.6735227814741,115.49222010171832,-163.5245448931292,A,20.061930172995403,D,C,1
None,China,-39.71674649465694,C,A,13.253994555085724,E,-9.055835685733719,B,B,30.541185303365697,-99.37112310754723,-112.16119340464832,D,-73.51634749934783,B,C,0
Both,UK,-142.74682653402655,C,D,42.769293037200974,E,-115.71548185520793,D,D,7.187645221215988,51.04940527617246,-27.527358503310513,A,-153.00281361333606,D,D,0
Physical,UK,-91.86432612286076,B,D,25.282150098611428,E,-30.214604813518285,A,B,152.34183426826093,-60.32526820311348,-106.87776805224433,A,25.158065178572127,D,B,0
Both,India,-97.84321910087641,C,A,-80.14220997982065,E,23.705387131111458,B,D,12.56825130787541,-60.05143091987141,92.39068314693206,D,-25.030883933928077,D,B,1
None,Germany,1.3136309590845645,B,E,177.04536435332722,C,17.39034439152582,A,D,-172.22120041300118,-36.73436977405668,-110.36261069928315,E,-32.48914549619072,E,D,0
None,UK,0.36219078160934126,E,D,-49.022785537423836,B,-106.36876211892505,D,D,-109.13940491453091,76.51041651975761,-16.45794013300339,B,-58.24290599350018,A,A,1
Both,US,-147.8817138638893,B,E,29.36714690340288,D,8.110519328905978,B,D,-116.86944699320365,5.6018931906563285,-51.59159134735374,D,135.85927322515016,A,B,0
Mental,India,4.501713248613781,E,B,-76.5901512036961,D,102.05398574000775,B,B,161.88571528177292,-93.44253166222532,-93.28525067214912,E,178.77906279752682,E,E,0
Yes,UK,-28.71374658427186,A,E,51.69046459671127,B,-6.43471348194223,E,B,131.23529812505146,242.23256904176966,140.6235145218633,D,-148.1885724956709,A,E,0
None,Germany,-6.639820054164406,B,C,166.68524872895907,C,-130.10725919669684,D,E,17.096431028900533,-116.81238576595977,149.5134291220088,C,213.6059127919153,D,B,0
Yes,Germany,7.562497236663009,D,A,38.58363718987255,D,-4.363366787929598,E,A,163.321003486734,-52.597069713821696,85.27429891841103,D,48.925348403169814,E,A,0
Both,Mexico,106.0994383983292,E,A,18.29497464810843,E,-10.31153568591359,B,B,-97.51849456555703,114.35346144100818,107.8126009271484,D,17.349425874341044,C,B,0
No,India,34.21682333420502,D,A,-150.12682475297393,D,65.5956565702573,C,D,-127.91536384707658,-129.92573464625738,88.58126559897971,E,171.11090740804553,C,B,0
Mental,China,73.01410095432747,E,B,-2.0696108784255736,E,-49.41553525979524,C,B,89.93866408194012,-130.64907617714525,-221.20478820559296,D,57.28745613051424,B,A,0
No,UK,23.822657795139815,D,C,-89.85025813795943,A,105.25587785022357,D,C,-3.74883288069108,-74.22037391818287,126.97058096491159,C,73.38691266235912,E,A,1
Mental,UK,-141.85853463256908,E,A,346.58518989190856,D,161.49107726315032,A,D,147.00691751432578,97.31910650016319,34.92218257754038,B,186.428666319418,B,D,0
