age_range,country,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
18-25,Germany,Single,-81.95640601874788,A,48.77762234197648,-25.395175726144604,18.47951314854408,85.09278095600611,57.104239484082186,D,C,22.01905531263756,0
51-65,China,Divorced,-9.6730317822055,B,-18.572210233060563,-65.44445396566383,-36.15937591206542,-54.21543025247744,20.875286778441126,D,A,-84.72370749713525,1
36-50,US,Married,79.66878103943145,C,-30.219628623232897,48.68072517475321,94.81041874455195,27.282937884315565,47.23262965122827,A,E,130.41068796054392,0
65+,India,Married,-68.30099881237648,B,126.19978708641666,-105.12320592578956,71.26098353082651,80.7065986557097,-71.80082262999137,D,E,-45.83015835227452,0
18-25,India,Divorced,-34.084158400427604,D,75.23223958615593,-79.01604438290336,67.50329499732698,15.86925741411737,-160.85793003042187,A,C,-3.8041089895625197,1
51-65,Brazil,Single,-16.187567898348558,E,83.35393962190462,-63.26397770767752,-24.00692325381696,77.19481702167313,-100.85758845354998,D,E,16.63484511211068,1
26-35,Other,Single,-41.748767874256764,E,-139.71705427429828,-38.22524680532236,-59.548359171407874,90.30253760580821,-98.71637760693677,D,C,-24.616805986171666,1
26-35,Other,Divorced,-162.31427910264364,C,67.14508708418575,-33.693330958806264,-79.01438377944791,-100.10794032973631,-5.375646309606189,C,D,94.32760340782725,0
36-50,UK,Divorced,80.57829742643017,D,-48.43034839763003,29.422939158262462,39.20642908327752,-54.497035270348825,137.18328546708887,B,C,140.15217537319288,1
65+,Germany,Divorced,-96.041701556314,E,102.78393885696164,-42.18845720704105,84.12805438816928,19.018855846220394,-137.76256397670093,C,E,11.352520195776053,1
26-35,Mexico,Married,147.14277817916917,D,-15.017081775467517,54.266909318900794,-52.62016580115137,-65.9592733648612,39.50688994346986,D,A,-4.290240509678415,0
18-25,Other,Single,-11.920378372106269,C,-81.24035052381387,-189.66663980900077,-69.55980675801426,-125.11649342447735,4.278080957976887,A,A,-71.692492086489,0
65+,UK,Widowed,76.97887165415456,B,194.20780417917183,118.50643585368445,27.933385180750097,60.24356524482665,-80.34961074756578,B,A,-124.69370116074141,0
51-65,Other,Widowed,219.72319561891013,D,-9.456475100020667,62.62469443155201,14.916572733275801,-209.2193906695004,-83.12368435275455,A,E,80.68342740623335,0
26-35,Brazil,Single,-82.03190225907193,A,-123.4163083629485,93.4204216750955,-81.51447308665186,-20.151952996002958,131.40905066747294,A,B,-51.52873460732336,0
65+,Mexico,Divorced,78.31998553848831,D,-179.59651599148097,249.7634680503074,110.97906454302044,-97.43132249698789,202.62704458064712,D,E,39.288058964711425,1
26-35,India,Divorced,141.37059339944028,E,13.339583306102421,-81.59742644998687,1.2144347534892834,-85.91485212621379,-109.66948747786473,D,D,49.335468342986076,0
65+,UK,Married,-94.66001041972619,C,14.589858000139056,-61.02000663862851,-51.10730492412788,5.523197785699402,60.23518623709611,D,A,-0.856500203699969,0
36-50,US,Married,13.287538284251715,A,5.095413217884002,46.09648466872998,-169.35036653574892,19.225185695220343,-137.0075745013575,C,E,39.34224719364964,0
65+,Mexico,Single,-69.56413890051783,A,77.74608839315492,-138.64489169191322,-61.45278987216166,125.10306196808783,-40.31153487430429,E,A,-33.173831405243575,1
65+,China,Married,135.03578483628266,C,-14.007638545672815,-39.25627188476389,55.90213133700501,-16.90065098900831,-182.76280952962796,C,E,16.17723210687747,0
36-50,Other,Widowed,-163.47624599266052,A,-56.518199515716816,-52.029455325047294,95.1855075083787,70.60490286403905,-3.775389950812211,B,A,-79.72440269603203,0
65+,UK,Widowed,-242.27501697023573,A,-208.48912838255757,90.24448397739783,28.966784382730797,124.06483634436867,-108.33872059816203,C,C,86.74953990841135,1
51-65,India,Married,9.556096145898062,B,1.9310369231890285,88.9344508615975,-26.2389074966959,22.24392853972731,50.77894311531871,D,B,73.11460630173671,0
51-65,Brazil,Married,-140.51133286166706,C,101.18055097783345,21.933731084888954,16.502686990975498,138.21975203639983,-39.36370618466518,B,B,79.64392178969959,1
36-50,UK,Divorced,22.58675229286279,A,51.704665493107505,-1.9679383710658125,52.111284312517604,10.12592208541161,-234.89333219524818,C,C,-131.60353495798796,1
26-35,India,Single,48.51872581675928,D,-3.514174088303327,-166.98864195527216,122.99397756750349,29.579478723811516,65.25561805737784,A,A,170.6633271785046,1
36-50,US,Widowed,114.12218959930651,C,-0.22742214590615561,18.407391801070222,65.09994955721893,167.0326082382421,52.6882541397378,D,A,24.440111156752327,1
18-25,India,Divorced,-4.779807923909554,B,-27.266187974413253,125.83459776569093,-163.12754143216773,-73.88049189666108,-151.87246703648933,B,E,-111.8491425225649,0
65+,US,Married,-4.382109975672757,B,186.94942293976092,-100.73348403531281,111.33852817354737,24.299604646696583,34.72146660303501,D,C,163.77749420818964,1
51-65,Brazil,Married,67.38223369288488,E,-116.67922539166425,201.54559775532414,-89.76601015045881,-0.9988910816642611,-37.66565792295601,B,C,105.24155687476807,0
36-50,Germany,Single,-90.10932371808161,D,232.11752940677752,14.84896389673549,-135.36449882077653,-34.22560098793204,193.5357967359012,A,D,65.53142780317415,1
51-65,UK,Widowed,-52.977637037174816,A,37.07369890314004,86.86028127485055,-50.72971216555917,120.30408688692584,-87.51218444437042,D,E,-25.253246893315474,1
26-35,Brazil,Single,-79.02671181962813,B,-120.66307853563718,-247.17748064951843,-100.61476428910288,1.5848131235512721,55.63749405183594,D,B,-76.79199365180327,1
18-25,Other,Widowed,93.01422794477439,E,8.205496149161496,-110.62362351328927,106.77845004529134,-41.09493580648967,151.6317689544761,D,C,-64.34887124726349,0
36-50,India,Divorced,-85.94258982729085,C,-84.75613597931894,76.02681304060677,-67.80108727885067,-237.94274155279606,164.9345384025832,C,A,-126.50049728530774,0
51-65,Mexico,Divorced,76.04539234469443,D,-176.85550198774544,-65.4324238658894,-53.945772594413825,84.71360203890899,173.61149796351577,B,E,12.31187856210781,1
65+,Germany,Divorced,63.703127279997815,B,-164.41110452784557,6.677740997550977,-19.174188691183232,7.765590490023626,36.389952613196016,E,B,-25.14251009879373,0
18-25,Mexico,Divorced,-163.5914106911587,D,-115.55874372530397,-54.49542063286638,102.00513195245111,-100.88941015083668,-79.25543841939444,A,B,134.12897602858115,1
26-35,India,Divorced,-112.75387219588697,C,-125.8162015366646,-19.812473920372607,-91.50567068731615,76.74365769542185,-111.69462669468375,E,B,-74.11481076525963,0
36-50,Germany,Married,32.21108235797797,C,-0.8054386968632661,-99.09754158740763,6.700616098609926,-19.68956103435818,-95.9867126873193,A,D,149.7547108867348,0
51-65,Mexico,Single,66.19729136300484,D,-28.452379667025312,-28.098141397692633,-161.80630914180182,-185.9994125980063,-77.88135928421562,E,E,-19.785535100130286,1
36-50,China,Single,113.82503278316472,E,66.92943234652637,206.61478681293235,-60.79409017302787,-120.47836272265855,140.91010864039606,C,E,-68.34184249434287,0
26-35,UK,Divorced,105.01495150105879,E,-191.81167399309695,-72.0792348333072,-195.9582555004526,151.9427119532418,218.11507931492463,A,A,-30.687660203077943,1
65+,US,Widowed,-93.36984550745413,C,-5.996905896875522,-64.33917572042822,-9.442291875621162,272.61526120345064,102.8476443642853,C,B,142.37733622275016,0
18-25,UK,Single,-60.66032491456896,A,42.86951533422902,3.4121448722371572,-96.11565163306037,77.99658781756064,-140.64472115437187,B,B,-10.25339957284545,1
18-25,Other,Widowed,52.144348258568506,C,-77.51099291964371,31.383990536786904,15.430080260422564,-22.204950178001763,-83.19847691974314,C,E,-48.34612794345875,0
18-25,UK,Married,78.02552927294703,A,-134.17248738200644,-122.11053135704944,20.231144460741586,187.11402112490632,-128.8977619909244,B,A,3.2644177452316203,1
18-25,India,Married,136.5018684556188,A,-21.060779509370413,10.267347051868866,54.14595459796337,19.69870871025031,-104.56286382588344,E,C,-39.01018554724932,1
65+,Other,Married,-126.46391433628827,D,-90.84040567146367,107.25404839187429,-64.19617371530374,104.99067965411342,-21.23810428384125,E,B,32.88115900457989,0
51-65,Other,Married,23.914325771793727,B,94.1230632850954,68.33928198134714,49.21365372982938,-35.16307386617749,-48.47699487240671,A,A,-19.58872580005172,1
51-65,US,Single,78.35469091889308,C,-24.440411417458975,113.06309329395121,3.7911893833945256,-67.40861905313308,35.58361489287246,C,B,-135.51967153539718,1
51-65,Germany,Divorced,-4.6229707645138935,C,-38.946609994020335,36.70870042327014,10.18282122044188,68.6798271949609,86.53369619258407,E,D,124.26685309823424,1
65+,Other,Married,-96.32440815446375,D,-67.88540012735817,121.60319857130307,182.8308705417563,-8.864523329133972,-171.3968053068335,D,E,-140.31156755305216,0
51-65,Mexico,Divorced,-19.564856965749147,A,-16.439311400785535,-34.32641081421769,-208.97634744800877,-68.62667489873715,-42.45299512517948,A,C,-55.50228949902284,1
36-50,India,Single,79.67867114729532,C,84.65070467882121,-58.5302245620059,26.359268873264696,-117.56309601299894,-204.48485536126304,A,D,193.38458989880152,1
51-65,Mexico,Divorced,-180.26817011670343,D,131.80863151228044,-134.64749911883592,-81.02785151060124,-104.8618380479303,73.69617528657537,D,A,-54.0565950524876,1
51-65,Germany,Divorced,25.49517854821325,D,146.51742657140704,35.04993996171285,-5.8438548142590845,59.3903286709195,-117.96118062355698,E,D,-89.03897535554941,0
65+,Brazil,Widowed,96.67980541344525,C,91.3931137453141,63.294761410633136,-127.5657119873674,-46.94666350237796,1.2715728869319607,E,D,149.2857185326294,0
51-65,China,Single,-15.399906423174107,E,-29.892362783099564,97.06113996507305,49.20480187495209,88.76364849141042,-83.44013727875377,C,D,-62.19458569905109,1
36-50,Mexico,Widowed,-86.35432905918185,E,-2.3380488232728083,142.4953665739926,-20.340952721918097,-101.45356392487909,162.50662059546517,E,B,45.281012602454915,1
51-65,China,Divorced,96.77632418677902,E,-1.8687021220721807,-13.00900934426197,-165.029473395442,110.47134446170807,75.63912420111777,D,E,-109.23822076371424,0
65+,China,Divorced,-72.7582109111728,C,-27.468521373871674,-160.60191401201206,-23.005357547090064,61.552604457934144,-51.86126121797202,B,A,85.99634376644872,0
51-65,UK,Divorced,-25.96941391244308,E,86.43454299002818,-100.97129634383968,176.82698458684,-80.1084549184806,-252.99720377087058,E,C,-1.3361790459018408,1
51-65,Mexico,Single,49.706967937170695,B,-1.4021869539923049,139.42453019608473,-256.2020603594187,-130.1211817108054,22.880161522419172,D,E,37.37780781738045,1
18-25,China,Single,-107.43884882992178,A,29.34970290341997,23.101203671650964,59.57603156887566,109.35905362402511,42.66491147779152,E,E,59.68230959471712,1
18-25,Other,Married,-149.21303786415845,E,-142.40314602900963,-38.95750979976195,-47.45858869354041,81.20221528919284,65.37317320736521,A,E,-30.01908263900539,0
65+,India,Divorced,75.69687671865782,B,-33.76048865340385,-40.85670191930358,-51.397052789504315,93.9288983734881,171.46346393347747,B,B,-188.6529967653018,0
51-65,Other,Divorced,45.68458220366449,E,-205.82258991789863,-3.8289807872426223,136.94283220238538,0.6896941398945003,-47.93544795347074,A,E,-154.00499293932765,0
18-25,India,Divorced,-115.82865718385982,D,-131.07670836965477,37.18434398335785,78.46260157303344,40.8121143273775,17.179058810688836,B,C,65.720071589147,0
26-35,Other,Single,-61.963561548221804,D,-116.28884836195613,-1.9972756809124734,15.555342637585806,-77.80784146789544,174.53778531894108,C,D,2.8716626919346315,0
18-25,US,Married,175.00172300473167,E,-62.88321305645651,39.16005797209825,173.79549372639354,-82.99560313610263,-46.792489228687764,B,B,72.57324768521549,1
51-65,Mexico,Single,101.64034524062335,B,-6.5148035474237656,32.58044969966523,55.75263809348904,-23.34958993779734,166.50130371591985,D,C,123.08883725377662,0
65+,Brazil,Divorced,-33.38673130098716,D,271.5145487788438,-98.18727640754203,115.56643943321777,-39.88289651972713,66.43479149341056,C,A,75.61765872602557,0
26-35,China,Widowed,-4.865283267092425,C,0.2862802282298632,-180.6388215935005,-132.1283454798057,89.04776897169884,-19.703996236911696,E,C,-107.09649835098224,1
18-25,Other,Single,89.82609444567292,A,-38.7720379914171,-100.42739383781225,-32.85324356815283,128.1204616930142,-148.40251489288235,C,C,16.67590644966957,0
51-65,US,Widowed,183.09272426020004,C,88.88088601049816,-28.58180572245612,108.0792353436488,-7.846152937126956,-141.13162509926084,E,C,89.14224941855016,0
18-25,India,Divorced,-26.739453514482214,D,294.37515224665873,20.91453118942377,103.93441685183345,89.72968800253459,-60.0992298288092,B,E,22.68342547037627,0
26-35,UK,Widowed,-36.45890746030617,E,-54.58780101549138,-65.91648337713171,-85.40963412048352,-234.27647546627378,237.81403299234546,B,B,40.61942613725418,1
18-25,Germany,Single,52.97873220230371,A,-32.90205613854389,-44.151557217865246,-36.61036989345723,-22.49134878976311,-102.84867897938521,D,B,-36.65075925237472,1
18-25,China,Divorced,197.3045515902946,C,-50.11104344199825,-137.4376156533079,24.887275389909387,76.53188259271826,20.470605748139477,C,C,-60.7243578189139,0
36-50,US,Single,-122.36432771689334,C,156.7784770567156,42.265375636651626,51.98536121074985,-30.628245669655268,-89.7789024640207,C,C,-21.50342218301188,0
65+,Mexico,Married,10.687811566024811,D,162.316371399329,-164.32340040029413,24.02779118533156,-132.07302805458914,-95.4826233640205,C,A,63.93331624553136,0
26-35,India,Widowed,-101.8183787461312,C,-76.21298946149487,-59.626194245763564,145.3115889104652,12.098411019218657,102.88655189747044,B,E,34.16667714575824,0
18-25,Brazil,Single,163.8732261909024,E,-12.481356289954974,-48.08292338393675,63.26903862649096,-48.801761409812464,140.76098377577654,B,A,115.27811287663307,1
51-65,Brazil,Single,-158.61015722493798,A,41.27955713602737,75.23400348759446,-104.829856510777,-368.04469266160373,-16.882652639570296,C,A,39.828003976087565,0
36-50,Mexico,Widowed,-167.4960496180185,B,53.368645097511155,82.05947128462971,15.712908159281822,3.7164706254093107,108.33433869559809,B,A,75.66109737070666,0
65+,Other,Widowed,-72.81244014490382,E,-92.77065996829947,-139.84804116311074,-15.030871909537247,74.40368393083796,23.15455764453743,D,A,132.92723488704863,0
51-65,Brazil,Married,-2.024478553560127,A,-63.07553657511288,-124.14063024900916,61.72986542554379,-56.10073939407578,72.98220797656597,A,B,110.47454838209472,0
65+,US,Single,-29.25769291064863,D,-113.76038171916547,-193.09800948046055,-164.70353172224733,31.01434116371658,-86.82652531989253,B,D,68.42837103911876,1
51-65,China,Single,-39.25119395752155,A,-179.41047183347646,-131.88784045613667,-6.919088679130346,71.75097026222149,-25.984042563599118,B,C,152.79850210464988,0
51-65,Other,Widowed,101.06819725374265,D,-124.91270425689325,48.3277341445505,-49.02109322437432,11.150937390861326,-230.4748311064227,B,C,87.99458786874008,0
18-25,India,Divorced,95.9625964962358,B,-47.27499260686128,-41.51580020257461,-13.491202519883405,-27.286282303634945,-4.680531152081128,A,B,69.58087457230727,1
51-65,US,Divorced,-76.85725706436773,E,48.61649047655969,43.21992719149943,-140.59451752088694,123.79737986498228,55.6846367731043,A,B,72.73876619527282,1
36-50,Other,Single,-28.138199314785737,E,-81.3786207943916,72.36387647749642,173.52951331926593,-92.03994032718592,37.47719835063532,A,A,-79.08564819805018,0
26-35,Brazil,Divorced,98.66795440161434,A,66.58724799880694,-141.01139446736312,-55.53909008356365,-37.17324189664139,-152.23961267333777,B,B,-223.46500230434648,1
26-35,UK,Single,-36.16208465558659,E,-43.36621431451891,23.413756121289918,-43.71041883606541,-81.0342212241395,-97.7517960986193,C,B,-36.1145649086183,0
26-35,US,Single,-63.22178245267824,C,59.82048922034595,30.36344159849976,-89.7600153773127,119.88709364695278,-37.859019789671365,A,C,144.38920156716793,1
26-35,US,Widowed,-61.85604315120107,B,60.89882283385315,134.4928227051616,32.603045100436475,-5.230978079130506,25.31014304249141,D,A,118.264903946707,1
18-25,Other,Married,100.82954310572794,B,22.16091960328203,-45.91852071108911,-77.95371856711992,104.98204265775415,44.066141714886456,C,E,13.448159076404535,0
65+,Brazil,Widowed,57.378249129852385,D,14.60688246751414,129.9469267327931,18.64320200356576,16.870314991211387,171.71122611126526,D,A,144.0166440041636,0
36-50,Germany,Widowed,-100.71055525019071,E,-2.285183981266843,-32.08571184016786,-100.11063483895481,136.806989299086,-21.395794831907068,D,A,65.05537779346523,1
65+,India,Single,-24.010366559601977,C,-49.63843484694855,44.87005229521693,-15.499417236669977,-138.15901327567192,31.85981851227669,A,E,-79.03513957338795,0
18-25,Other,Widowed,-170.01363948195166,D,-53.678925079109355,-10.335899008924182,23.629966147847394,-66.41887772139698,-25.8645508923766,D,E,-86.49088906999822,1
18-25,US,Single,-31.06171444156435,A,-125.72970939266412,-36.80837530963108,-16.083286423901438,66.52936041886598,-83.15290041048672,D,E,-43.56834703556298,0
36-50,Germany,Married,-296.95163460629004,E,5.69986651395072,11.44931358272826,-110.85679299510889,42.87578766747203,-2.6110249911444456,E,E,-84.42768174009835,1
