sex,Veteran,nation,race,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Male,No,Other,African American,140.52414703180426,37.93078264136043,136.24624339475187,-150.42026320012872,C,E,D,1
Other,No,China,Hispanic,-30.85475530109606,-25.11783259460239,-175.60616215865014,-4.767344517534303,A,A,D,1
M,Veteran,India,Asian,205.4586112910417,162.4474358394826,-34.257360058419536,-110.51048255520422,E,A,B,0
Male,Veteran,India,Asian,149.73308718934953,118.00343457645678,92.91022047942519,46.86959806679171,A,D,C,0
Non-binary,Veteran,Germany,African American,-64.97915263482918,-260.39767049840566,-122.93513851118807,-139.402077853185,B,E,B,1
Male,No,US,Other,41.1413959765501,-59.71563408278714,115.41684732715095,-26.71582021896014,A,E,E,1
M,Veteran,China,Asian,-131.49785862961807,68.30900561114875,-35.08708364232901,-67.47143396719392,C,C,A,1
Female,No,Other,Asian,18.66940353581446,-70.64603597348511,75.6237793320897,25.386284957499367,A,C,E,0
Male,Veteran,Brazil,Black,-74.27558694558256,-141.25897926358226,110.22398992310151,-127.45596208634555,A,C,A,1
M,Veteran,Other,African American,-75.66170287815433,249.80595387564804,54.53268994860966,-104.08749827668271,C,C,E,0
Other,Veteran,Other,Asian,-62.343777770068186,35.03171778005527,-140.18592225035735,72.18259562706741,E,B,C,1
F,No,China,Asian,-84.75448091880699,36.74350894787074,56.75130370091171,-5.388651298733932,E,A,E,1
F,Veteran,Mexico,Asian,32.262297112922404,-178.68480737064783,-74.77919297423148,139.88129943276962,D,D,A,1
M,No,Mexico,Black,13.759143452751562,16.85010302761521,119.75871731701663,-123.05542005751238,B,D,B,1
Male,Yes,Germany,Asian,41.049162940881835,-61.76484479969792,-35.8922366005568,13.421822225360119,E,D,E,1
M,No,UK,White,-62.20736399746064,46.71556591657691,28.804126733761986,-28.02449075004502,A,B,E,1
M,No,Brazil,Hispanic,-106.53456562899255,-64.23299969052269,22.73925134346768,-22.368687748153636,E,E,E,0
Female,Veteran,Mexico,African American,132.92516908595573,27.393855227707924,61.469397331567386,9.929301750668596,C,E,C,0
Male,Non-Veteran,UK,Asian,-39.99218765616565,35.07824667942774,122.02497933534069,86.05813879844125,E,A,D,0
Non-binary,Non-Veteran,China,African American,-30.148490390983117,-89.07529753673846,-60.403570614133386,56.893705089453604,D,B,A,0
F,Veteran,Other,Black,207.86337932849088,-79.995374397634,-128.95339500761042,-161.31151435356873,B,D,B,1
Female,Yes,Germany,Hispanic,177.92968187833574,54.616638891310956,-77.14546215014192,108.7285154300232,B,B,E,0
Male,Non-Veteran,Other,African American,9.532786445851182,33.87373944802032,132.71883737737573,6.800235611989584,C,D,C,0
F,No,Germany,White,0.5990328917612472,113.39825495856121,68.61982498685657,-119.53037124642847,D,E,D,1
Other,Non-Veteran,Germany,Hispanic,-33.67986033173025,-7.878723984862876,-126.94951557029661,-43.37121518611422,D,C,C,0
Female,Veteran,Germany,Asian,33.15288187511452,3.7330306787698273,93.59046029903428,128.61312533236452,E,A,A,0
Female,Yes,Other,African American,135.01251547168528,-63.69847095494002,136.3192442550044,-73.89610117721465,C,B,C,0
Non-binary,No,UK,Black,-6.2250109945757615,-66.55865053962245,92.71444437372423,-32.77877034426997,B,B,A,0
Female,Yes,Mexico,Asian,-129.854043038452,60.866090933322525,-80.66684031774807,25.76128741295305,A,C,C,1
Male,Veteran,Germany,Other,-174.95300511954483,-78.02446166733787,64.74783063739416,-27.816699772881893,E,B,C,1
Male,Non-Veteran,Mexico,Asian,116.41556254996708,-149.3859043325657,34.169121141365494,60.799251553738145,E,C,C,0
Non-binary,Non-Veteran,Germany,African American,-115.11094951080416,140.94145782339518,-25.479403502962626,106.76965803441891,D,D,D,0
F,Yes,US,Black,-154.77594861287955,76.83236336503776,216.6925275125299,-96.88404944074198,D,C,D,1
Other,Veteran,Other,Black,114.72801803304891,-124.17488104893206,-31.74755808696126,-39.973710955622806,D,E,A,0
Male,Non-Veteran,Other,White,-3.8218251922555546,84.67349025834274,-6.995184738231276,207.95749584215199,E,C,D,0
F,Veteran,Other,African American,-12.516869387397165,87.4441987035893,-61.80120898445425,162.4288849218809,E,C,A,1
Male,No,Brazil,Other,102.44808102193221,-110.63109989262657,153.9003928686936,52.26933186293612,D,C,B,0
F,Non-Veteran,Germany,African American,46.56118829633847,-51.40448316489435,4.002434816526406,-160.11105307188717,C,C,B,1
Male,Veteran,Brazil,White,-31.006394974634716,-132.14103530303066,-8.852666162238327,-137.2936889091578,D,A,D,0
M,Yes,Mexico,Asian,158.22941968437652,-142.0873684458622,-81.91809335694724,-40.8932110536736,D,D,C,1
Male,No,US,White,79.0854108976419,17.548749705261926,-178.48170184400632,-7.482083062125078,E,E,C,0
Other,Yes,Brazil,Asian,74.52248180479926,-121.24869564874292,105.41521233454063,53.23029928830226,B,D,E,0
F,Veteran,Brazil,Black,124.71065580980671,-121.97546925805491,64.88035182531856,172.1043717058116,B,C,B,0
Male,No,Other,Asian,-140.42383765561343,-10.456130448255822,15.533337436467729,71.70111038629685,E,E,C,1
Female,Yes,Brazil,Hispanic,114.51439919573323,-76.45250086476533,-137.74856897816844,72.73808617401626,E,B,B,0
M,Veteran,China,White,56.25408805118841,-1.2051779723121423,-134.77283820426666,130.15513995062716,D,E,C,1
M,No,India,Black,143.2961615495083,-22.62931789408183,-259.1352414513172,16.498956511757935,E,B,B,0
Other,Veteran,China,Black,177.7947190817784,90.7568702010639,-29.93061029213939,-2.0647164347057805,C,A,C,0
Other,Veteran,India,Hispanic,-49.48809892041933,-118.38832949186921,-88.02425429475527,-77.79775385289336,C,E,B,0
Other,Veteran,Other,White,69.31565301682504,139.88011944066514,-107.74575536542737,116.98258040336998,D,D,B,1
F,Veteran,US,Asian,47.463294382293945,34.95600966938026,-79.8937577621916,-6.782735879711346,B,A,C,1
M,Veteran,Mexico,Other,73.63604409944712,83.5995824072712,102.12483065651399,80.28984460304093,D,D,A,1
Non-binary,Non-Veteran,China,Hispanic,39.388640746648754,70.11392217934423,-98.37174662615477,-76.03800423420329,E,D,B,1
Non-binary,No,UK,Hispanic,-41.10619426856715,169.59012603517314,160.49929885802916,-12.678662282885918,B,C,B,1
Male,No,Mexico,Other,29.251928800774486,-165.970102775358,103.1071116531393,145.75259318169861,B,D,D,0
Other,Yes,Germany,Asian,29.920053284181137,-81.88578356648529,40.51960593009353,20.184726938681536,D,C,C,0
Non-binary,Non-Veteran,China,Other,-61.32006827411821,13.792122568681894,251.07408430444903,74.94010997237433,D,C,E,1
Other,Veteran,Brazil,Other,-145.28751749739743,6.478089658022703,-21.169718817042558,66.67494995992922,B,A,D,1
F,Yes,India,Asian,-125.97213216213909,-24.124786766905192,-37.57690902117557,90.46663171909005,C,C,C,0
M,Veteran,Other,Black,-50.70234421032519,29.89818878287768,35.15361929525748,-220.39388145028016,D,D,A,0
Male,Non-Veteran,China,White,-42.178104341962715,9.078344761615282,-88.65049456636503,-82.6472584502479,B,B,A,1
M,No,Germany,Black,-45.15414472380958,85.79774513470649,215.98472054662605,-5.2035969483901505,A,A,C,0
Other,Non-Veteran,Mexico,Hispanic,-147.1747533972055,-135.21279734272812,-12.65905220278146,26.668791272339405,B,D,C,1
M,Yes,Germany,White,61.211697396416085,21.861320271999183,-53.91141690687138,-15.046131308232113,A,A,B,1
Non-binary,No,India,White,13.343957621480588,76.07461379742192,82.25310888439296,-120.39270725237641,E,A,D,1
Female,No,Brazil,White,81.45910737693531,54.66181558655403,2.8750409282599265,-112.49358630641724,A,A,B,1
Female,Yes,Other,Black,54.35566185485789,-7.950773131907724,-122.84853870143431,85.4075894130191,C,C,C,0
F,Non-Veteran,Germany,Black,108.61494181849625,122.1393509313647,229.633004387464,-9.17328997287422,B,E,C,1
M,Non-Veteran,UK,African American,143.88062962612423,-24.080910162616732,-65.60533167904822,-285.54792614692786,A,B,B,1
Non-binary,No,Brazil,African American,-7.3992812205114,87.72249708499761,-49.58089783142077,38.45724443094241,D,B,D,1
Other,No,Germany,African American,144.53815608911611,-62.749473634836086,-104.66360091776723,-1.9191406339435397,A,A,D,1
Non-binary,Yes,Other,Hispanic,240.62830448905186,-64.39699537443585,24.71365603672498,-136.19207884367387,D,B,C,1
Non-binary,Non-Veteran,India,Black,-48.48680081393651,-27.946932401530372,68.36328535051456,212.62325870447208,B,A,D,1
M,Yes,US,Black,47.85355525802657,-7.544179199092242,124.32377465343694,40.356801611828296,B,D,A,0
M,Yes,Germany,Black,223.2652558588184,-82.10115631373037,128.9035440333984,49.320038181426305,E,E,C,0
F,No,India,White,40.33692886740394,-18.35178489340085,-73.98164334102012,17.63669810940242,D,A,C,1
Other,No,Mexico,Asian,-11.294696320715323,-50.71796601839026,53.97459411905881,134.8030566787478,A,C,E,1
Non-binary,Veteran,UK,Hispanic,-75.07841296030843,13.615920525571203,52.781682141051434,172.99227314703236,A,D,B,1
Male,Non-Veteran,Mexico,Hispanic,-45.69239035349388,-37.22794801683252,119.05049633340643,36.268134636329606,C,C,A,0
Non-binary,Non-Veteran,Brazil,White,75.8008076387575,-66.18287200289517,93.56172421080964,-46.644688842959695,E,E,A,0
Female,No,US,Black,83.51371103693083,-55.95320368144995,-128.4302199756317,11.22180807677089,C,A,C,1
Male,Yes,Germany,Other,145.7845943170055,-158.87848237979787,-62.018537963312916,-182.7317559247318,E,D,A,0
F,Non-Veteran,Brazil,Asian,26.62543265908244,29.36613047713813,-162.27377112087575,-149.95995835587865,C,B,D,1
Male,No,Mexico,Hispanic,-151.6351623393757,-39.39613850037698,-33.267934139980696,97.9962919208303,C,E,B,1
Other,No,US,African American,-55.6891305611863,69.31801117218772,7.409571224711249,121.89338980384944,B,A,A,0
Female,Non-Veteran,US,Hispanic,-76.36581587095876,-7.162331446081371,12.425942236089341,31.52961845261593,D,E,A,0
Other,Veteran,UK,White,-107.73564660666082,82.34082560983224,-90.3770682908688,-172.30566752236413,A,C,E,1
Female,Non-Veteran,UK,African American,-48.268443485740555,-145.04828834258504,-38.5032390253379,54.460291534188535,D,C,A,1
Other,Veteran,Brazil,African American,-20.363090655191343,90.54862690763625,-38.317996256455125,232.10113170493085,B,B,B,0
F,Yes,India,African American,15.380708233882089,299.45734818094337,88.18154246076628,-31.707835822131138,D,B,E,1
Other,Non-Veteran,Other,Asian,111.12778547532356,-18.840423359195686,77.12340525964684,-47.973884885832305,B,C,B,1
Other,Non-Veteran,China,Other,30.36386834608503,-124.79734562875224,-171.5173122716237,-62.711926349913604,C,E,A,0
Female,Yes,China,Hispanic,60.83860732955537,14.111111704212107,8.043883555329884,-40.894758434621224,E,C,A,1
Female,Veteran,Other,Other,-8.692211665328665,-5.962980617162724,317.34820740340155,116.13815096687208,C,D,E,1
Non-binary,Yes,Mexico,African American,-132.75178739041928,-60.93875369763268,-106.19240366309968,58.27908928814708,C,E,A,0
Male,No,UK,Asian,27.006997242027687,65.35722615118176,-121.52904752297799,-221.37187637963228,C,A,D,0
M,Veteran,Germany,Hispanic,27.625807974534254,-123.93620476468227,-102.73742440098015,-73.67914600599138,D,B,A,1
Non-binary,Veteran,India,Black,33.0452330912603,113.79946514794763,-114.56373565915936,-141.50123649400186,B,C,B,1
Non-binary,Veteran,Germany,African American,151.53162423278508,73.51601398855169,-55.504207591795094,116.33161482948728,D,D,D,1
Other,No,Other,Other,110.90444661930754,-2.077919480487205,-19.765685828644088,-21.762339636759762,C,B,B,0
Female,No,Other,Black,11.824539194821597,-12.602675589789635,191.40874036058332,51.69118024267144,E,E,C,1
Non-binary,No,Other,Black,-41.4858231481141,-81.49679133657418,155.99638690920753,-79.46384184486182,D,D,B,0
Non-binary,Veteran,UK,White,-163.11438202326013,57.572799339605716,29.99547642567005,45.912901102840785,A,D,E,0
Non-binary,No,Other,Asian,-38.58236877364152,-44.31138736938858,-110.16059212258857,4.001911769419911,D,E,E,0
Female,No,India,African American,61.11349381978229,85.9903706579904,-191.3410299917197,98.92925344363674,D,A,D,0
M,Veteran,UK,Other,58.859225437795594,-122.3842623734831,-60.88922811021313,-73.61374132335555,B,B,B,0
F,Non-Veteran,Other,Hispanic,98.56797621650716,66.86084239575625,-32.846555805190924,-5.908579926449225,B,A,D,1
M,Veteran,China,Asian,-94.77826076452854,-48.04763726513791,25.142796921741056,15.290841408337776,B,A,B,1
M,Yes,Germany,Hispanic,88.1825733299408,113.1128256937353,106.1455566777209,-83.7466920960863,D,B,D,1
M,No,US,Hispanic,-68.67323797671372,41.53908579032471,-12.672739300589578,23.425303456582945,C,D,B,0
Female,Veteran,Brazil,Asian,-8.08135225948901,-23.845611491912,166.41923863349842,-156.19003076244056,D,A,D,0
M,Veteran,Germany,Hispanic,-133.20028898604275,18.143977840967246,218.7353448370421,-89.17316566942334,D,C,C,1
Other,Non-Veteran,US,Black,-80.46490742702144,-112.76218509277022,19.3441107832484,-106.21945947071158,B,D,A,1
F,No,Mexico,African American,-132.04751859694335,-55.666125799700026,-110.7438067870851,161.07987690156799,B,D,D,0
Female,Yes,China,Other,-7.467690293852602,-167.4132883305362,107.2727275862819,-14.517717572344214,D,A,B,0
Non-binary,Yes,UK,African American,-194.73525449461766,28.105531225168434,36.64548242391212,49.355462349782364,D,A,C,0
Male,Non-Veteran,Germany,Asian,-36.707427494986774,-17.619285010326717,-25.442028539352464,-74.43874228013054,A,A,B,0
Female,No,UK,African American,-158.89348117859848,-38.95897101228868,66.1409584935331,-8.464080084954892,C,E,A,1
Non-binary,No,China,Black,188.74255470866154,72.1844254906496,63.05505693192403,-58.61607119706217,A,A,E,1
Non-binary,Non-Veteran,Mexico,African American,92.74030961536506,73.3733671204512,138.1342037211172,-48.559204466954775,C,B,D,0
M,Veteran,Germany,Hispanic,130.23927371534577,-63.34014888531356,-72.6596923514209,64.26348894780881,D,C,D,1
F,Yes,Other,Other,-14.875667221042566,12.711420511283977,-149.74721228065442,-166.4371684992066,B,E,E,1
Other,Yes,Mexico,Black,118.78894686088101,-4.765090856720456,36.52303658167567,24.439204226162193,E,A,C,0
Non-binary,Non-Veteran,Brazil,Hispanic,-71.26026197617146,21.870544274925944,156.52509865423954,98.38351597907874,B,D,D,0
Non-binary,Veteran,UK,Other,-125.82931920738231,-9.350924280184715,-6.854635802995662,99.63824898821706,B,C,E,0
F,No,UK,African American,-189.9805757172262,75.20875058152062,288.261185622125,52.19180446419137,C,A,B,1
Male,Veteran,China,Black,21.69785285861883,64.1269172077774,-2.3695880177974082,125.10396050134369,B,D,C,1
Other,Veteran,US,Hispanic,16.293522961600697,57.46462536394602,-55.11684301645117,116.27529274339787,A,A,C,1
Non-binary,Yes,UK,African American,-0.1467145861755649,-90.24730220487906,-123.06608268445487,82.86852042620959,E,E,E,0
Male,Non-Veteran,Other,Asian,-6.164874116045263,-24.28835346886772,-0.7897380269436374,-102.11856532390759,A,E,E,0
Non-binary,Non-Veteran,India,African American,-35.80659613365266,-42.93959090848485,161.88317170974642,29.745437782613692,A,A,A,0
Other,Yes,UK,African American,-83.08791708266234,-190.20758405806376,155.38243052498163,236.7196295537632,A,D,B,1
Non-binary,No,UK,White,41.006522907784735,-57.30221599829828,-207.62285067384488,-38.6155302426169,C,E,C,1
Non-binary,No,Germany,Other,2.903698573249427,-40.19306257474819,-252.43481757467592,-111.47660808748063,C,E,B,0
Female,Veteran,Other,Other,86.6784241483563,57.34260205895645,154.95298920065406,121.73868242358368,B,E,B,1
Non-binary,Non-Veteran,Brazil,Hispanic,-187.88863302591284,44.38563827592045,-132.64363948207247,3.1337923645092878,C,C,D,0
Male,Non-Veteran,Other,Black,209.53615147564233,-2.5318505843638057,0.4376744434136991,121.71348151570905,D,D,A,1
Non-binary,Veteran,US,White,122.80441902429551,-78.75353027561535,-22.862807429023547,-44.8237456459812,D,E,C,0
Other,Non-Veteran,Mexico,Other,-70.75740134001319,191.8427531251133,48.05642139185641,31.28215158129577,B,A,E,1
M,No,Germany,White,-57.207857007525284,56.83534561694042,-123.04047186246049,12.738414593109749,B,C,E,0
M,Non-Veteran,Other,Hispanic,201.94595202355998,32.9861432939752,-56.79142583009692,39.64178636664485,D,C,D,1
Other,Non-Veteran,Brazil,Other,-67.20693055351651,-8.46627871992421,80.14714627521717,61.75418295038475,D,B,A,0
F,No,US,Other,-68.24650146172146,-26.531263322151048,-2.2795912595531447,11.313587460072137,D,B,B,0
Other,Veteran,Brazil,Black,15.385075337798504,29.072675887844184,-26.158526511389617,-62.01602178194799,D,D,D,1
Other,No,UK,Hispanic,-80.85224195360001,35.219294830108474,105.59589484467126,97.17417916967155,E,A,B,1
Male,No,UK,Hispanic,42.852795641434994,47.65991399590783,-9.085507681026526,-154.16980865456026,D,A,D,0
Male,Non-Veteran,UK,Asian,76.0080737862063,213.85012395368875,19.578754341481858,-16.327130458442713,D,D,B,1
M,Yes,UK,Asian,130.84781813409043,-51.951169782613505,103.03111874432919,117.74409622503788,C,A,B,0
M,Non-Veteran,Brazil,Other,-28.929150307753215,-102.9540402384528,33.26696309128794,-14.904437565213602,C,D,B,0
Male,Yes,China,Hispanic,-22.146045925914752,54.67784826880352,-115.45975795585073,26.920392492906636,C,B,C,1
Non-binary,Veteran,Brazil,White,-68.32699365708025,-48.49596634886264,-71.11631393112415,138.1664392670198,B,A,C,0
Female,No,US,Hispanic,12.650571578301298,46.95309701105613,-24.61068534652762,186.8562987747479,A,E,B,1
Female,Veteran,UK,Other,4.5033499512086825,121.86283617318054,15.169731139269569,267.7818089477903,D,C,E,1
Non-binary,Non-Veteran,Brazil,Other,-51.736965302825986,-6.358015056270415,82.58590773338335,-51.5279048768739,E,B,C,0
Female,Veteran,US,Asian,-150.10144056980621,83.22797683432412,-24.880702843610106,32.9812536633575,E,B,C,1
Female,Non-Veteran,China,White,-237.03405747358715,-42.268456668989955,83.91572549760993,15.862678090220673,B,A,A,0
Male,Non-Veteran,India,Other,21.596474734975494,-13.73236130539981,63.76870941841998,66.45539006996721,C,A,A,1
F,Veteran,Germany,Black,215.815830239065,-2.9212214319339203,-73.42915818856532,3.7631977826041294,A,E,D,0
F,Veteran,India,African American,60.46813904647345,-63.5766534141422,-87.84352757667192,51.336737099441144,C,E,A,1
Female,Non-Veteran,UK,African American,84.13188258605932,154.1218759660703,15.433799722529958,-143.37276093807546,A,D,A,0
Female,Veteran,Other,Black,45.81192397302553,-15.146080423356443,-108.64609296652286,68.05114819325642,B,D,C,1
Female,Yes,Mexico,Black,176.63504722159425,-50.99233256965,6.908868098396381,-46.89846488660524,A,E,C,0
M,Yes,Mexico,Other,-92.1902931515591,87.12581858655099,11.167066893209014,-72.24378225942148,E,B,E,1
M,Veteran,Other,Hispanic,-94.44569501667239,-151.16642811486065,101.52471704171144,43.12303056021034,D,C,A,0
Non-binary,No,Germany,White,-9.561308043594247,-130.77204986903445,-61.76515617255755,-82.63016844998637,E,B,A,1
