age,religious_affiliation,civil_status,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
88,None,Divorced,Male,B,258.2103266547304,E,E,A,80.91638973469712,B,1
64,Christian,Widowed,M,B,-81.60900757547452,E,A,E,100.77317605777067,C,1
73,Buddhist,Single,M,A,167.6208490909192,E,E,D,104.66578168551597,E,0
95,Hindu,Widowed,Male,B,-197.55213104143846,A,A,A,-1.9688701978519285,D,1
46,Jewish,Single,Female,B,25.415152443684775,E,E,B,-14.536787330551116,D,0
75,Christian,Widowed,Non-binary,C,-117.74889320553595,C,E,D,33.014746797604886,A,0
55,Christian,Married,F,C,63.57325935776306,D,C,B,-163.9954991057639,D,0
47,None,Married,Other,B,-104.34875337842797,E,C,B,-32.23559497175938,B,1
29,Other,Divorced,M,D,-181.28966808178325,B,A,C,70.36232743282902,A,0
90,None,Single,F,D,-1.7504898323287679,A,A,E,-118.37356193163744,A,0
65,Christian,Divorced,Male,D,17.37432021955613,D,E,E,68.15232753752144,D,1
85,Other,Divorced,Non-binary,C,131.0236618270268,C,C,E,-24.37923490496166,A,0
45,None,Widowed,F,B,-19.520521951865664,B,C,D,-92.8747441063379,E,1
63,Jewish,Divorced,Male,C,-54.67712299006683,B,B,C,190.73440125716428,E,0
70,Jewish,Married,Other,E,-73.64970804215575,C,C,B,-61.181256795288895,A,1
33,Jewish,Married,M,A,-33.796704215287235,A,A,D,66.98844764911964,C,0
19,Christian,Married,Other,A,-5.923877850853342,E,B,C,-20.18763846352425,E,1
42,Jewish,Married,Male,E,-42.64227845981465,D,D,D,-14.797257736039029,E,0
91,Jewish,Divorced,Other,E,-16.22422418876054,B,C,D,22.641884365418115,C,1
49,Hindu,Divorced,Non-binary,A,-176.09304006452996,C,C,E,44.77863519671516,D,1
25,Buddhist,Single,Male,B,143.91734249780882,A,E,A,1.5878460397053846,D,0
58,Hindu,Single,Female,D,-95.0211358274128,B,B,C,52.77219822132576,D,0
29,Other,Divorced,F,B,48.31235761164403,C,D,C,-187.90235081345813,D,0
58,Other,Divorced,M,C,-110.01693594481696,D,E,C,103.4187233369627,A,1
94,Jewish,Widowed,F,A,-136.04760269992434,D,D,A,93.77596386527142,A,0
51,Hindu,Married,Female,C,-195.15188287001314,A,B,A,24.947925786353263,B,0
55,Muslim,Married,Male,A,33.20987245665168,D,E,A,113.44489699291655,A,1
29,None,Widowed,Male,D,-32.33297134949332,D,E,C,64.01005592805123,D,0
48,Jewish,Widowed,Male,C,-53.535644505556704,B,E,E,151.4886190341955,B,0
25,Jewish,Married,Male,E,182.503515639599,B,D,B,-90.49878828845262,A,0
40,Buddhist,Widowed,Female,C,-107.63928623532881,A,E,B,55.87254836413877,D,1
80,Hindu,Single,F,D,-110.85382444320939,E,E,D,-125.0584789893708,C,1
97,Hindu,Widowed,Male,E,87.24127139957282,E,E,C,-13.257143267053303,C,0
38,Christian,Widowed,Other,A,101.72579745871515,E,E,A,43.69083149068088,D,1
55,Muslim,Divorced,F,D,81.00138079801181,D,E,C,42.53395200690078,C,1
32,Buddhist,Divorced,Male,A,83.04014477175757,D,D,B,81.67951810002353,C,0
86,Muslim,Single,Male,E,12.065606829364544,E,D,E,-43.464263026647075,B,1
69,Other,Single,M,A,92.35618995491997,E,D,C,143.40566593107496,C,0
22,Buddhist,Divorced,F,D,17.53348989716337,A,B,A,-170.71621969318485,C,1
96,Other,Divorced,Female,A,57.22426537499589,D,A,E,76.74930765512934,A,1
57,Jewish,Married,Female,C,8.874062387356565,A,A,D,53.81237297111806,E,1
48,Other,Divorced,Non-binary,C,23.345709256141188,E,B,B,125.25745540536386,D,1
40,Hindu,Widowed,F,E,45.424465366296815,A,A,C,-181.5697102297904,A,0
75,None,Single,M,A,-86.09791881171844,D,A,A,147.66433870018778,A,0
49,Hindu,Divorced,Other,B,117.2019417861766,A,E,C,147.96924274245515,B,1
33,Hindu,Divorced,F,C,-104.26107693993076,B,D,C,-176.2649616375113,E,1
34,Christian,Widowed,Male,B,-22.797608314009857,D,B,B,81.98740697332026,C,1
98,Christian,Divorced,M,E,-195.74707180224152,C,E,E,-28.841012418927225,C,1
96,Other,Widowed,F,C,-116.08039435162922,C,C,C,115.35349305381321,E,1
30,Buddhist,Divorced,Other,D,175.9241837304097,A,B,A,-6.718834921693999,A,1
49,Other,Single,F,D,32.110645819441025,A,A,C,-184.2234176332812,D,0
46,None,Divorced,Female,C,73.81173600255052,A,C,D,-79.23355236000728,A,0
97,Muslim,Widowed,F,C,-210.15337108242957,A,A,D,40.450144236459295,D,1
54,Jewish,Divorced,F,E,-59.29203715561737,D,E,C,-71.86773788828705,A,1
72,Other,Married,Female,E,-16.23985347307469,A,A,E,-253.44154674052857,B,0
40,Christian,Divorced,Female,C,144.95060633784584,C,A,D,23.475449494879324,E,1
24,None,Divorced,Female,B,-77.43911961296863,B,D,E,53.54958767097124,D,1
94,Muslim,Divorced,Non-binary,B,77.27563008990006,B,C,E,-241.40408246528855,C,1
87,Hindu,Divorced,F,B,35.19494180945238,B,A,E,47.12687746734602,B,0
62,Hindu,Widowed,Female,D,-64.91179751305053,D,A,B,-115.98831203291135,C,1
66,Other,Single,F,C,49.158913318445215,A,E,B,245.71197932741416,D,1
66,Buddhist,Widowed,F,C,-104.17974341787554,B,A,A,30.744632927203003,B,1
68,None,Single,Other,C,-43.34642019958152,A,E,E,-49.07961154787376,E,0
35,Buddhist,Widowed,Female,D,86.98916994290963,B,A,D,-28.31565648363496,A,0
88,Christian,Widowed,Male,A,22.18545098473316,A,C,B,-77.66540161047824,D,1
41,Other,Widowed,M,B,85.7411196769954,A,C,B,21.314791060229243,C,0
81,Muslim,Divorced,Non-binary,D,-33.033624683876575,C,C,E,-70.25127457041512,A,0
49,Hindu,Married,Male,B,-116.56663979016422,D,A,E,-50.88239612856433,A,0
99,Other,Single,F,D,-19.215846775796454,B,D,D,105.14071477439946,A,0
23,Muslim,Widowed,M,E,6.177723395813124,B,E,A,12.069437531731511,C,1
61,Jewish,Married,Female,B,100.32800587160425,A,B,E,38.30555332106507,C,1
68,None,Widowed,Other,C,-31.664332420540575,D,D,C,-96.30387683681597,C,1
87,Christian,Single,Non-binary,B,-30.44204050383949,C,C,C,-124.62301676675797,D,0
97,Hindu,Single,Non-binary,D,86.21872874814488,C,D,B,-50.2067759151625,A,1
