disability,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Mental,Other,D,B,-31.788109772698636,-159.63213048659486,141.1574899775842,E,D,C,C,131.66737282606965,C,0
Physical,Female,E,E,-63.175940078727876,-2.2320295117614593,-25.5923356791879,B,B,B,E,13.866092031957876,D,1
Both,M,A,D,67.58370829831367,27.973813662332624,17.608542235859016,B,C,E,C,-16.368043977845815,D,1
None,Female,B,D,-91.4116981261791,64.69047967586017,-77.50061177730205,B,E,E,D,36.58232724834603,D,0
Yes,Other,D,D,-7.627371466411731,113.3936377297601,-40.6354700840586,B,B,C,D,73.24373614275163,A,0
Both,Non-binary,D,B,-168.86887993647835,-118.28140025119767,55.56034291034921,C,C,A,A,59.32876742294497,E,0
No,M,B,B,-114.50380068907975,-200.61729150475912,0.18312398645626385,E,A,E,B,63.03756174685541,D,0
Physical,Non-binary,E,D,-159.82186012027023,-18.458752241943802,113.5905298214114,A,C,D,C,-10.475333560078946,C,1
Mental,F,D,D,239.84950058776099,-145.59399295945732,-156.51962612648455,C,C,A,D,-84.02536109038313,A,1
None,Non-binary,A,E,-39.25432695800773,-42.02506409000919,64.63124302980943,A,C,A,A,29.48973163535159,E,0
Both,M,C,E,148.86673236973127,211.29403137007708,92.64328961571303,C,D,B,A,-149.92112139136043,C,1
Mental,Male,D,E,-148.7110749908929,-105.5765624911738,42.285237678629116,E,B,D,D,-148.15267421924128,C,0
Mental,M,E,D,118.69767959028043,-123.67899080527027,29.442719985868266,B,B,E,C,-65.89675227930363,B,0
Yes,Other,E,C,113.136181431628,78.90764669915146,-56.75552672058638,D,B,E,A,-159.02431356897407,A,1
No,Other,B,E,-78.92305015803174,53.87046407643407,-71.28649974955968,C,C,E,E,-119.19702998068426,E,0
None,Male,A,B,-192.76470152291307,51.04745505228171,-24.82076232677812,D,D,E,D,34.787934980181674,D,1
Physical,Other,D,C,-107.96293906545415,-41.53562875666189,-77.7033945088671,B,D,D,E,123.61661699317399,E,0
No,Other,C,E,-33.18458394776794,89.80894195733875,32.27703781448389,B,C,B,E,79.66279825116015,A,0
Yes,Female,A,A,-21.672323482179465,-45.83490593773417,60.52167479657273,C,A,E,B,91.85920760578942,D,1
Physical,Female,A,C,-66.20083065322848,-163.78468182700038,-40.251678798988735,C,C,D,C,54.01091499772866,E,1
Physical,F,B,E,-45.633389485730596,-101.26727261401128,174.4593939901303,D,B,C,A,-23.628976614874905,A,1
No,Other,C,B,167.8834014732728,28.557686396749656,28.398231798310007,E,E,A,B,-59.622526106438514,D,0
Yes,F,D,E,-40.12851009353663,-101.9018162489439,-152.23170791352817,B,E,C,B,166.245867634757,D,1
None,Non-binary,A,D,-22.39711998527123,36.685959189606734,-17.086492243239817,E,A,B,E,-48.078787428383976,C,0
None,F,A,C,-78.86583796845485,193.83404945810446,18.577516432651933,A,A,E,B,2.0668851157134376,E,0
Both,Male,E,B,-98.06447587617377,-61.21317400353322,141.6544024433765,E,E,C,A,46.70606571231234,A,1
No,Other,A,B,-114.75251735382739,-172.54474992818015,-19.700024128609563,E,D,D,D,86.47655321239348,B,1
Physical,F,D,E,250.12694963022537,-90.26760996140786,-38.208586807324316,E,B,D,D,-190.15547648001694,E,0
Yes,M,E,A,50.28495585389203,19.919876128210294,-49.87013224546069,A,B,D,D,-62.383802030754374,B,0
No,Non-binary,C,C,109.16335588466069,154.6216308074487,34.08806253446221,E,E,E,D,-102.44644803318641,D,1
Yes,Other,C,E,-77.32301226116697,-2.020109357296581,123.85742824682544,B,A,C,A,-150.74954858209887,D,0
Physical,Male,E,E,-156.02125768348546,25.89215597170182,-50.20528833275524,E,B,C,D,39.1623622390288,A,1
Yes,Female,B,C,58.98083500272931,97.94529027885973,160.4257877636795,E,E,D,E,68.88166644998634,A,1
Both,F,C,D,6.031799332281245,-64.3253681830039,-92.11411746397563,A,A,A,B,197.05183477886555,C,0
Both,Non-binary,D,E,73.8881101951008,-223.0327087425127,94.48933686310058,A,A,D,A,97.74065291438251,E,1
Yes,M,A,D,-116.64010893612414,-20.425610275547136,76.45134222451469,C,E,D,E,-31.955133509401602,A,1
Both,Female,B,D,-69.49295870706192,-295.87278239554047,-207.67983621653002,D,A,A,A,-5.218597242999188,B,0
Both,F,C,A,-16.41473431819095,-106.65522416055475,-56.62261004384032,B,E,C,C,77.22671868661973,D,1
Mental,Other,D,B,15.700900110082006,-1.8858829025663992,-105.49758151744821,C,C,C,C,-237.1959010512704,E,1
None,Other,C,B,-16.423321204760494,-181.91328118435342,55.10407642394901,A,B,E,A,-96.09478153670801,D,0
Physical,Non-binary,C,A,23.48160086965653,23.603876478029324,48.17163433380704,D,C,E,A,3.0487480616990914,B,0
Mental,Non-binary,C,A,63.87796992862591,60.562458015127106,119.05922299540568,E,A,E,B,-0.514784361017037,C,1
Both,Male,B,A,16.37455112750609,-131.85568452181042,-88.49467361510499,A,D,B,B,-87.5104693757027,D,0
No,Non-binary,D,E,155.94951995749415,-226.43286104343363,124.10882116076034,C,B,E,E,62.55701550804401,D,1
Both,Non-binary,A,B,-77.61549304108841,94.71682908490091,-150.35802633905286,A,B,E,D,-133.25901202916697,E,1
Yes,M,C,E,4.166190534104875,-74.95808480816085,154.55612637414532,B,B,B,B,158.00997027980662,A,0
None,F,B,B,-51.24467343414175,168.60965975760055,-73.72885207388897,A,D,D,B,-27.025451715758166,E,1
No,F,A,D,-116.4612846614002,-121.32538858671491,-31.76608332937292,D,C,D,A,-274.4384833650956,D,0
Mental,M,D,B,0.3330577389651984,120.25923983261954,75.22994669867089,B,A,A,A,-108.13146477462551,B,1
No,M,C,C,-130.90073057114057,92.1076313165378,-2.198754605675334,B,E,C,A,10.608095312703554,A,1
No,Non-binary,B,C,-116.97328849120845,50.13418150335631,65.47896262474544,D,A,C,E,-20.15640563177835,D,1
Both,Female,D,A,-137.09285008704765,-69.07586131701493,-44.41422896447783,B,B,D,C,-75.8947595086291,B,1
Physical,Non-binary,A,D,-37.23649134792469,-112.55159903656778,-154.31798128677116,A,D,D,E,-114.41378355482593,C,0
No,F,B,B,58.32350037615905,-76.22518001222471,114.09729686795475,D,B,E,D,97.98573019955921,D,0
Mental,Female,A,A,88.97809755732415,-20.29648072835842,146.55178004697487,E,E,C,C,87.679201729429,B,0
Both,Female,C,E,38.02338781847816,2.9593255005364827,66.26176669731001,B,C,E,E,-84.94694291916058,A,0
Mental,Non-binary,A,B,-49.46063437020124,123.94629175893184,-126.46548124234907,B,D,A,A,60.83154728102833,B,1
Both,Male,B,E,-24.38797284432212,74.66063842518379,-115.57405934302703,A,E,D,B,80.30235793940335,E,1
Mental,Male,E,B,2.3915420094257116,26.163759037335787,-62.891057917266416,C,A,B,A,-146.61088781749706,E,1
None,Female,E,E,-167.34330058537716,25.921726491302046,-4.584180260026477,B,D,A,C,-117.58927299269095,C,0
Mental,Non-binary,A,C,-108.09007977014986,56.944484084639626,153.46838441387845,E,B,A,D,127.98855689914448,B,1
Mental,Male,A,B,56.23579284910103,-128.33895835332726,-18.960735375152126,D,C,C,A,114.53013759523675,A,1
Physical,Other,D,E,-82.14471914943908,96.11396943988761,-52.792656347020795,D,A,A,E,276.5396208490161,E,0
None,Female,E,B,136.45098833928915,-31.401158663871183,10.214163987293805,A,A,C,D,3.9685754660814005,D,1
Yes,Non-binary,B,A,10.94248355674006,-1.5618749418249298,-124.20268306944689,A,D,B,C,41.43357469204309,B,0
Physical,Other,D,E,134.34530565630646,-50.041976843500066,2.034453633507231,E,E,C,D,84.858783507819,B,1
No,Non-binary,D,D,66.49731303517224,-139.03148905740557,-4.08198480877098,D,C,A,E,-23.623676112631586,C,0
Yes,M,E,C,-295.7769171991844,-10.665754965484862,144.6486823419146,A,B,C,C,112.59892055923193,E,1
No,Female,D,D,-0.5428264815126395,-39.78927462686638,113.34839699804738,E,A,E,E,128.340848933754,A,0
Mental,Non-binary,D,B,62.16869117248224,64.88203290486105,-168.71597346692,A,C,C,C,10.149521661509322,E,0
None,M,C,B,-73.16637687629607,-97.85682991411251,-27.188357610265633,B,E,B,A,160.18058031741725,D,1
Both,Non-binary,A,B,-180.57623130204777,-106.22127709309541,-58.246015961540905,E,B,D,A,179.45632423804955,D,0
Yes,Female,E,D,171.716806243774,263.73470616209283,25.72228301587785,E,E,C,D,-231.165858140738,E,1
None,F,A,B,164.67808496859845,146.75800675294624,132.839525640169,A,E,B,D,-18.075312444708622,C,0
Yes,M,C,D,-61.87038736072428,-138.63788732869565,152.23376672572488,A,D,B,D,54.55889401766162,A,1
Mental,Female,E,D,-129.4413408866422,-35.91811815028193,91.72826414960902,C,B,B,A,-154.38061430006357,B,1
Both,Other,D,B,-143.83082195303908,4.16626558796337,-103.40297600559634,C,C,D,C,-36.79569851667983,C,1
None,Male,D,E,100.02392637468267,-3.9554038536555467,-95.86617537052622,B,A,E,B,-119.12428158831318,E,0
Yes,Non-binary,C,A,-49.772193205140574,27.520840458091307,-54.073285797970335,A,D,A,C,45.52504872409836,C,1
Both,Male,C,D,-236.04616151088527,5.974950266674208,68.32650165710002,E,E,A,B,3.815034435749615,C,0
None,F,B,B,21.020918879399826,9.922953052622137,-184.00264495268203,B,B,E,B,-48.54833914396219,D,1
None,Female,B,E,14.165037091640087,-99.08356226358275,70.08140014756688,A,A,B,E,-35.37338822092801,D,1
Both,M,D,B,168.73764714882148,95.32678999702533,46.10061904035837,C,C,A,B,14.719337460888005,E,0
No,Non-binary,E,B,-112.36681110405797,-20.80135166916075,-51.109107014624165,B,E,B,A,143.68216263453496,A,0
No,Male,E,B,-71.201540611244,80.79943381415373,118.34005833747267,D,A,D,E,51.69878668538143,A,1
None,F,B,A,126.12591980904884,-53.521385115841824,-232.16974165663223,E,A,D,A,-66.92337740612933,D,0
None,F,D,E,121.56530628848844,114.52794528900732,-40.49308114094533,C,C,A,D,-108.84036683595288,E,0
Yes,F,B,A,69.85616591530324,7.652344203878686,-64.0884204283417,C,C,C,A,-201.1075745706728,D,0
Both,Non-binary,D,A,-28.763973064940156,-75.46378409316267,-211.9798979901204,B,D,A,B,-200.55347985934452,C,1
Yes,Male,B,B,-30.32208367379135,44.280955244047796,-57.37197718558231,D,D,E,D,14.026933859284755,C,1
Mental,Non-binary,D,D,32.456107267466784,-144.5003544755749,149.38376511533227,C,B,D,E,88.43570185310261,C,1
None,Non-binary,B,A,132.57172875692223,32.39427800326836,-39.09824773083377,B,C,B,C,-28.722413352297103,C,0
Yes,Female,C,A,-145.20135465347573,89.52281117669202,-105.5939384965656,E,E,C,E,212.2430620681959,C,1
Physical,Male,D,E,114.85704332703948,-4.856780965362726,9.250749040990089,A,E,E,B,13.034946658996946,B,1
Yes,Female,B,B,53.46878477556424,-71.27501793297093,26.364875959365563,C,E,C,D,-24.063484609691947,D,0
Physical,M,E,E,144.67302083619592,91.88902169299892,69.18774593834756,E,D,B,D,-12.10393374572777,A,0
Yes,M,D,B,76.37114320401564,-56.40157236461625,-48.81652490288012,B,B,C,D,38.345257490953884,C,0
Both,Male,A,C,-79.35376595671119,-21.976412816375092,94.92292743537567,D,D,D,A,76.79629470083673,E,0
Physical,Other,A,B,2.651223540035224,9.801571602071508,-23.034023225180167,D,B,A,A,-22.47442609344613,B,1
None,Male,B,D,53.62120453603377,-21.363197608714366,-86.11867061588369,D,E,C,B,-39.97720205241101,C,0
Yes,Female,C,A,-107.94420373193971,-1.5814689557302677,64.43999158205264,B,C,E,D,154.29757190008243,A,0
No,F,D,D,-122.07598656266912,95.82338457522455,-62.43966615322244,A,B,B,C,48.35302593615506,A,0
Mental,F,B,B,-55.00145588754478,-165.4828074207412,-35.27929617742995,C,E,B,C,-29.78187234622239,D,1
None,Other,C,E,80.18016387447126,-107.37248723173873,112.43805698685333,C,A,D,B,-10.424769187349675,E,0
Physical,M,D,B,106.54149287288371,-12.344056569034558,-65.8950465923888,C,E,B,A,13.141558689626425,D,0
No,F,C,E,4.347143184341466,-24.397472499525584,-33.17212563315916,A,D,D,D,-139.48819022880798,C,1
Yes,F,E,A,129.89853268309832,135.71225698614222,-71.41453582227534,B,E,A,A,-20.403297867326675,C,0
No,Non-binary,B,C,-24.001568061761507,2.938445962597455,32.10046327263295,C,C,E,D,23.69871032774849,B,1
No,Non-binary,C,D,61.111770121911476,115.31016683826418,58.99835144026328,B,C,B,A,140.80910900143036,C,1
Yes,Other,C,E,42.99679738272595,96.91112531442266,68.89073078067311,C,C,A,E,-87.76902903463898,B,1
Physical,Non-binary,B,A,107.12922289794787,31.335242053236207,-71.63344003416603,B,C,B,E,34.61934511352175,D,1
No,Female,B,D,125.70850633230135,-82.78057566306344,55.256505299853885,A,A,A,B,70.47794914037983,C,1
Mental,M,C,C,-5.692127624286376,-198.16906599529005,-77.2944231773259,B,D,C,A,42.87224697212335,A,0
Both,M,E,E,36.064314576466764,-79.29023566608915,-37.50431191480438,B,E,A,B,46.647132388351196,B,1
Physical,Other,B,E,-9.682215921808591,-255.5595816881904,-60.0344047637814,A,C,A,D,-23.193567111498805,C,0
No,Other,D,D,47.52097896603826,-67.54841671413685,-141.2707055248617,A,B,D,A,-19.59151057613741,E,1
Physical,Female,A,A,97.50076159214352,-110.4936866424597,-103.5919506552361,D,C,A,E,136.5463740731823,C,1
No,Female,D,B,-128.242633563627,-40.95638682146405,218.12413466351543,D,D,C,B,-47.46562220428399,B,1
None,Male,E,E,-24.593817688136298,112.16993811801433,35.52623415201251,C,B,D,B,-61.15320479555461,B,0
Mental,F,A,D,-127.7969350078512,5.466098151006417,-90.62421489077832,B,E,E,A,-4.524950512152369,D,1
Physical,Male,C,A,-38.28022929217925,-152.7033166324463,-48.10242538414682,D,B,A,C,-38.0821494697024,E,1
Mental,F,D,A,296.97749519449985,31.438457614804204,2.1883810083628883,C,D,A,D,-2.538576904077143,A,0
Both,F,C,A,21.858811467168152,3.912165644343429,27.581938851593307,E,E,D,E,-99.83200944456023,A,0
Physical,Non-binary,E,A,25.511843569889464,46.74332922823833,-21.68271443197167,A,A,C,A,29.504090099230957,A,1
Physical,Other,B,E,-72.85309200314708,-195.46297142027612,89.26611104984256,E,C,C,B,92.56298467514877,D,1
None,F,D,C,28.802808785408796,35.72559359833481,109.53751019627,A,B,E,C,189.32634509121385,D,0
None,M,D,B,-129.59606551645268,-92.23340091572058,-38.896802111314464,A,A,D,C,-94.81172702738027,B,0
None,F,A,A,-64.56738336265327,-75.24648500339134,-22.1136857702972,E,D,B,C,33.85080541119496,C,1
Mental,Male,B,D,-7.2256133569443435,-67.66150624469965,-39.41153119894178,E,B,D,A,89.12737560186682,B,0
Yes,F,D,C,-92.55958226405157,-27.999475840574757,-93.20122160334122,C,C,B,E,-16.37251058564044,E,0
Both,Non-binary,C,E,-188.8159536631088,-29.733552526293305,-13.220513806362996,E,A,E,A,-137.06697757309513,D,1
Yes,Other,D,A,46.22913338446004,98.62991950361115,-34.358353091158946,A,D,C,E,56.84633647041763,D,1
Both,Other,A,C,22.8075929242991,74.17040556117705,-73.82635913197652,A,B,C,D,193.3520906117245,C,1
None,Male,D,E,-8.055245443080178,-87.29813298622521,201.30537053863824,C,C,C,C,86.55951548639332,A,0
Both,Non-binary,C,A,-54.906253097100524,164.74051617067758,-110.82565206847615,C,E,E,B,49.690897380538445,A,1
Yes,F,C,D,25.179944589702437,130.88584651621272,-30.404623112517353,A,C,D,A,-39.909505034834744,C,0
None,Male,C,A,12.074248120694985,-36.73366170297263,-171.56519644544917,E,B,D,E,97.30497925108224,A,1
Yes,M,B,C,-63.49786099689767,-158.7503585189652,-98.43568643800323,E,C,E,B,115.71901486135528,D,1
Both,Male,B,A,-63.67731429411375,-67.30821901871981,135.47404283347774,A,C,B,B,-51.74803127538809,B,0
Both,Non-binary,C,C,-3.022373661624976,-10.493199133774807,-78.29014549762269,C,C,C,A,-123.46116105232963,A,0
None,Female,C,E,4.705144247435625,118.77333394519978,-94.8286385059803,B,E,C,E,188.6968584598507,A,1
None,Female,B,B,116.30792700267571,-4.324935830483854,6.241047735590326,E,A,E,E,9.805764531601106,C,1
Physical,Non-binary,A,E,113.36052251240949,-183.72577717011077,-106.14082486127394,B,A,E,C,43.29899430189839,C,0
Physical,M,A,D,-238.87390394807463,-130.21858204725362,39.67075396424726,A,B,A,B,45.35491027761554,E,0
No,Non-binary,A,D,-54.70563105375243,130.6593613525609,-14.69805865380307,B,E,E,B,60.10341060896048,C,0
No,Female,B,B,-310.01898776586086,-31.127810157028712,190.2882837288585,C,E,D,C,-0.4910942536645077,D,1
No,M,C,B,-23.91145863107745,-19.0811011323991,-167.86209037754705,E,D,E,E,-176.21237610570446,D,1
Mental,F,D,E,156.82729741690153,-35.74152168284244,128.0667713706432,B,E,C,B,-70.83263850522091,C,1
Mental,Non-binary,E,A,70.61471733061924,-50.48132820794348,15.837107130125352,C,B,C,E,42.98595318397859,C,1
No,Other,D,A,-72.564687233454,25.318948525783703,0.9076884712248326,B,A,B,A,125.28820175418858,D,1
No,F,A,A,80.06700353685808,-176.83332243018603,-19.698322566308665,A,C,D,E,-26.698737877672603,E,1
Mental,Other,A,A,9.031271924583892,69.73341243261582,6.313326947421805,D,E,E,E,82.41435635575907,D,0
No,Male,E,D,73.93697063607193,146.27007896452523,-0.5343008012291184,A,C,D,E,-30.686903759145935,E,0
Yes,Male,C,E,-48.96484899271984,-13.338194230891649,-179.26158651284516,B,E,B,D,-199.87448163465416,A,1
No,Male,E,E,10.201323042495728,51.105410321817445,-21.757745428941462,D,B,A,E,68.3988037238717,D,0
Mental,M,E,D,-37.29819385407962,-32.69994193671006,86.54043498150833,A,C,E,A,44.660930487794694,B,1
No,F,D,D,-127.58498265223501,-96.47946737604973,47.23885917398219,A,D,A,E,-149.30667773194978,E,0
Physical,Female,A,B,115.33638482577413,-136.507316131967,69.00430616247691,E,A,B,E,59.9264229478936,D,0
None,Non-binary,C,D,-12.86153889730845,98.00466542553076,10.734451842060192,E,A,C,C,-91.16263317604934,E,1
No,M,C,A,79.65374989745624,-90.38641128781416,-35.12592382496098,C,C,B,B,40.49149849732612,B,0
None,M,E,D,17.324437494162474,60.90481727004693,99.71244466783284,C,A,B,D,71.25937665433678,D,1
Mental,Other,C,E,-72.68962795947715,-19.59925924360714,53.3716907383644,A,A,D,D,-8.017336336335887,E,1
Mental,Non-binary,B,C,34.82070674117371,-98.51980019383365,-33.70394393244583,D,E,E,E,-38.11778440550356,B,0
Mental,F,A,E,108.37232125990278,98.64143228979157,-134.207630340095,E,C,C,D,49.8344374998791,B,0
Mental,M,B,B,-169.98199171089917,78.51362526959431,-131.7468434438137,A,B,C,B,118.55613692353661,E,1
Mental,M,B,C,118.20599990706613,-3.064525087564534,198.9752016544014,D,E,C,B,62.70082901559101,A,0
None,Male,A,B,36.26686768074875,-17.645705532856134,8.142751423779448,B,A,A,B,197.57532758472564,E,0
Both,M,B,E,-183.90351394994528,158.65752200350965,242.5021718086337,B,B,C,A,219.00483963087797,C,1
Both,Non-binary,D,B,249.4017643392928,-142.68793666133018,-82.05047585060066,C,A,B,B,147.97994082952198,B,1
Both,Non-binary,C,D,111.68734485435591,68.26298008456028,155.4058506759554,D,D,C,C,6.537358076358385,E,0
Mental,Female,A,D,-45.16368637501946,93.79752441773455,17.971400082057514,B,C,C,E,-10.726316852527978,C,0
Mental,Female,C,D,109.88825026412566,124.14650795926786,-172.2727158548021,D,B,E,D,-49.81176697371602,D,0
No,Other,D,E,56.05773592217791,-92.18341020855267,-149.83131477997068,D,A,A,E,-39.642699575846954,A,1
No,F,C,A,-4.402588266007979,33.31835709533514,104.60495586595087,B,B,C,C,-139.2029216405934,E,0
Physical,Male,A,C,-12.927047795561176,50.46515311629213,-244.23722439524568,C,B,B,B,73.3441353297402,C,1
Mental,Non-binary,B,A,84.62557578616475,-23.595718487107582,203.31647851915253,A,D,A,B,84.57522344421294,B,1
Physical,F,C,C,155.18124257264418,-74.47182285173596,-84.15695335331112,B,B,D,D,46.171143456139205,A,1
Physical,M,B,D,18.194024228090484,22.95573159019571,19.924671466382442,D,E,E,C,-223.02537968232667,E,0
Yes,M,E,C,63.04757260121991,70.99932395514152,-12.239637862673773,E,A,B,D,-24.424735952166035,E,1
Both,Male,C,D,-7.115438373527819,20.149262486999543,157.66660162711034,E,D,A,A,-157.25542595898398,C,1
Both,Female,A,D,247.63956178867437,141.89982961832254,-272.75602740047907,D,E,B,C,-68.91274377754118,B,0
None,M,A,D,7.771950561233407,38.49318016776587,113.41850096599538,B,E,A,B,24.640031289456303,B,0
Both,M,A,A,-67.34709758338938,48.39121365892284,-62.234716138158674,D,D,E,D,84.49428526775478,C,0
Physical,M,C,C,-14.838756452278343,5.87794503991732,4.2080883223740475,A,E,D,B,-213.23815065848714,E,0
None,Other,E,A,52.778022716236464,-129.3751720938464,172.34467477056256,C,A,C,E,32.955491330677766,E,0
None,M,A,E,-159.4612279766877,-121.09728121569223,-141.20372141769008,E,B,B,A,-235.89039332112765,A,0
Both,Other,C,C,-139.53295306020425,-151.71927183627082,49.006260544960575,B,B,C,A,247.42508174443464,E,1
Both,Non-binary,A,E,-94.33667107174084,105.10985903380563,29.457514065802602,D,B,B,D,18.086440767488483,C,1
Mental,Male,E,E,-112.15460838924469,-94.39063481571701,-33.70183824269655,E,D,C,A,191.6450683385764,B,1
Physical,F,A,A,-91.78896267245815,-26.356417902494716,-11.823293534187608,E,C,B,D,-162.02278893180275,B,1
Yes,Non-binary,A,B,-102.24244832276345,-74.03254250115053,154.963605351303,A,A,C,C,53.117753750304765,D,1
None,F,C,D,-117.1083049522966,-15.023961634754462,74.84368673384093,D,A,A,B,-58.41495018330778,C,0
