disabled,nationality,anos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Yes,Brazil,43,49.87864852637419,B,81.94506882676465,B,-168.43386323761897,B,13.995972087606356,A,-33.619388601194025,53.404741353940274,0
Both,Other,30,13.500866883130392,B,-133.6818344632141,D,1.2167453072847483,C,37.717759121484626,C,213.71336612480937,45.170421467560026,1
No,Mexico,22,32.26524278784992,D,-8.303596823370917,A,-72.59492634188953,E,158.45954905360728,B,-53.11689624368455,-12.333158932666684,1
Yes,Brazil,37,45.36249394755544,E,19.0633215014264,D,18.66457054087155,B,-148.42288709837297,E,9.635118490868722,-9.240038182135962,0
Both,UK,52,50.07838572110088,A,-102.14710278025807,B,-136.659361745566,B,161.81019039029485,D,-214.76225843721525,-170.77507374058757,1
No,Other,54,-155.72961741234468,D,16.963492848796243,A,48.50457481483944,E,-173.71772112983157,E,87.67931966414197,-2.3516361683696005,0
Yes,US,33,-34.351638714077446,B,-123.76736810206903,E,-1.8690232942241265,A,19.413387551170448,E,-117.09721741191234,-198.53221412746382,1
Mental,US,87,-109.39178853605492,B,34.074454754600204,D,139.1101235411407,B,-37.064051115037486,A,159.89470296008716,5.218623587795412,0
No,Mexico,75,-85.29272867361729,B,3.9429981607982647,B,37.83189153189736,B,50.68505115247728,B,49.574709609181376,5.4969064710592335,1
Yes,US,28,-19.97634539800958,B,-17.254672906336047,B,147.1010658739946,A,-54.18642668395306,E,92.64225732617022,13.142978874751632,1
None,China,57,-95.96622549215739,C,19.533344639878187,C,-24.478766588175404,A,17.592104315096478,B,-4.0607742399287945,39.357280574505374,0
Physical,UK,54,23.600704025792094,E,-7.2951818476998875,A,-58.718839320659754,E,208.1079603330465,E,-50.17160361346823,-27.231067656177178,1
Mental,Mexico,32,94.28873518999846,A,-72.82655751169813,A,66.56340088828713,D,-165.22967414634235,C,3.608072392475705,-68.37419829423456,0
Both,Germany,62,33.5912909865329,E,47.05294183179162,C,28.30636613784313,A,53.16112235523256,C,23.95040244940028,136.54587457104353,1
Mental,Brazil,65,-105.45463508156703,A,58.35663757978562,A,-111.11222020104188,C,100.82153843661419,E,-45.70131181389998,-102.4694219719679,1
Mental,Mexico,55,-1.369100017311465,C,123.4364024225629,D,-173.53080472960315,E,19.867440059524135,D,257.295250577974,-169.52286461708167,1
Mental,Other,38,85.02459435847459,E,-77.12526610358633,A,3.741431455591838,B,45.12039631299981,D,-39.3963308911227,-86.87323070180071,0
Physical,UK,95,-192.68314822664792,D,-24.981571776643076,E,-15.3353893241127,B,-7.989497049637182,E,29.697638476694472,48.17131840565739,0
None,India,65,66.53412784583182,D,-2.989731291889664,B,150.83242108842083,D,-0.5324474342588209,D,-161.2754659606472,87.79337889589905,0
Physical,Brazil,81,37.44640332973862,C,-77.54212000419051,A,256.63690266567613,C,183.5815618427767,B,100.8899167372247,-58.46883373467848,0
None,India,49,167.0051580927326,B,156.3331861835972,D,-43.617572233584326,B,349.7543882551165,C,-6.120079940683098,-14.62703297062883,1
No,Brazil,79,-69.88351930980548,C,13.921868148201174,A,65.48858047913222,A,-96.12263053751889,E,110.98443543461744,58.61491561707602,0
Yes,Other,41,78.85914568013722,D,80.84261512117895,D,-64.63800269842272,A,-99.36248481950639,A,-125.31625539100727,-0.757579887341915,0
Mental,Brazil,73,68.79300962305227,B,-5.261249068647645,E,-59.94622194206792,A,-49.80920041741766,C,-99.93608789943154,-170.28886314495188,1
Yes,Germany,22,54.97087883184847,E,7.2853344506104785,D,-216.9500914098374,C,70.56039398851672,C,-61.30856249725848,107.57125935348704,0
None,Mexico,71,-5.610918475497616,B,187.7633305105784,C,-4.4272891211691086,A,24.595115159399246,C,57.80411550847493,-12.44783147265536,0
Yes,US,37,1.5787197401768278,E,28.13224378790475,A,114.72017348869228,B,39.90374768622429,B,145.88085125016653,-24.913809421076635,0
Physical,India,87,68.30758757729211,A,-88.51747526464364,D,-29.305014309503203,C,-32.03963766957891,C,56.0779801307917,84.72219265468061,0
Yes,UK,65,-112.17045834160642,C,66.93183900264472,E,58.07312655191694,E,335.412062903886,A,81.64447894042952,-33.91967424229607,1
Both,Other,40,-119.27264794062671,B,-5.064240028458681,C,133.61540739717802,C,76.14895803902478,E,-18.34450606792476,123.2031931716755,0
Both,UK,34,-74.4911624235379,E,30.392883026722146,E,51.169595578367144,E,-52.41764500702859,B,79.33504959143426,-93.37372639943099,1
None,UK,67,167.37262490717086,D,46.48275082867097,D,-10.369158119398085,A,-76.24916682797205,D,-69.57923343225083,-141.3273053649796,1
Both,Brazil,77,92.43600591676586,E,-56.54327221449667,C,80.45631099953134,E,-61.79117230157913,D,34.83998291300765,161.06580107055953,1
Physical,Brazil,49,-85.99690186049858,C,-61.219537264431864,A,184.46827943675584,A,94.05807908983482,A,-1.305452674082988,42.2515291222598,0
Physical,Other,97,-131.03322560767546,B,-60.19421224728666,D,45.423354790061936,C,-178.2252346585375,D,58.69798071949667,-56.86543967229024,0
Physical,China,47,33.03732115123687,E,-94.4016238809448,C,51.809873611889024,E,13.242669152705785,D,25.396599145132313,-117.01184583719267,0
Mental,India,88,-57.57718168713609,A,-139.68704958781964,A,-192.3577009364097,E,26.622033555521973,C,271.6611576518129,104.45717592738104,1
Both,Brazil,32,113.06559256791115,E,232.18845198044127,A,40.19546223812432,E,-19.057040248384137,E,47.50531987803244,42.0830985553537,1
Physical,India,49,-31.745363684807288,D,119.05076536609258,A,-21.587136495585625,D,26.96657360146071,E,-112.92255754501139,-148.38416804968625,1
Both,UK,33,-152.85628923200753,C,-12.53862600390678,E,-26.433901431091428,B,149.95493817280052,A,-229.92830592577226,-16.051534529635635,0
Both,Other,57,12.358130989569052,B,49.973116265772525,D,-215.18781916105928,C,-19.620053617310862,E,64.31892130741669,118.0647748794361,1
Yes,Other,33,8.995832021559673,E,23.495151913651778,A,167.46352464481714,B,-23.301709626620678,C,67.29281372368196,-59.05502016333717,1
Mental,China,98,75.44605422203206,E,129.0649113278434,D,94.67721690070442,C,101.77697457896815,A,49.17354110589156,-61.874874508533885,0
None,Germany,73,-82.99712290145632,C,-39.88431223802484,E,-130.24009242864486,E,-17.887971955946075,D,17.043021309307527,14.907670550592774,1
Both,Germany,44,-189.06765979540435,A,-75.45666169260899,A,-193.47103016226865,D,64.97448340052432,D,-36.42610095251102,-81.09574615574407,0
Yes,Other,74,123.57748803867592,D,-130.06650225853792,E,-40.33932496264116,C,10.478922145636368,D,45.27015689704441,-28.393835845970912,1
None,Germany,42,-331.06101459900367,A,-34.541764748346296,B,-102.05568017946574,B,269.4767158159212,E,60.10162625395138,-36.75938450791301,0
Yes,Brazil,77,-107.03279730463535,C,77.1942593846845,E,34.289901847839985,D,47.55423111765473,D,31.737814440179758,-41.193202940036464,1
No,India,84,-115.47622378874014,E,-62.69320621209039,B,31.009069452786946,E,89.21157096202845,C,160.35092346365698,152.67575832835385,1
None,US,55,94.48700105392186,C,2.450947908077477,E,-4.642536429069854,B,-54.84091968094196,E,-70.91192459618483,45.25890772720022,0
Mental,China,90,-98.44779893279839,E,88.49865608354906,E,-32.616926331279245,C,-37.161682078435064,A,35.400422193861,20.347991049550025,0
No,Brazil,89,-13.467841418453414,B,-73.01045662511238,A,-22.990374952178026,E,121.41847683925691,B,64.90197010319322,33.64716624382587,0
No,Other,49,-42.89947630873409,E,101.46232482001301,A,-129.7426692248292,E,414.79692319578623,D,-3.650518134369892,46.19773046922398,0
Yes,Other,98,107.07243384363217,A,-191.1033798320793,A,-50.79608719086396,D,100.44001526692531,C,34.20545892852785,-10.32300931977956,0
Mental,US,94,-63.26015132211814,C,-208.6364486258722,A,-8.741144688913833,A,108.97175711551976,C,152.16068375032498,-0.9898148573009986,0
Mental,China,18,138.95304271535352,B,-10.680742895869894,B,-19.865794778077724,B,18.96797054801873,E,-94.55818286211634,-106.9376550938357,0
Yes,Brazil,58,-97.21631149611979,B,163.91386893723546,E,15.60229201631409,B,25.256448060290403,B,50.243213975222076,18.650960824304875,1
Both,UK,48,59.356901970595096,C,85.48078387267246,A,82.97747277078413,B,1.0007502725002426,A,-16.434806408460936,-69.86185727335447,0
Yes,Germany,82,-71.87576681341466,D,-100.73731690069314,B,-144.06023707443757,D,33.46275736940302,A,-124.83855892040914,-16.27623038960019,0
None,Germany,89,46.76278520411221,A,-36.566539684603235,C,108.93933507939475,C,95.24785560117807,B,-49.84783489193402,107.81481249487257,0
None,Germany,34,14.385717010863758,C,-37.06004419453954,C,-171.71640282359934,B,107.83624973923078,B,-68.92006481447176,-94.98970669853382,0
Yes,China,50,77.15295729787375,D,-61.55501139459603,C,-24.147215446795755,A,-37.51276608764123,D,176.47951410131725,-42.56382712501042,0
None,Other,99,164.69214829893855,C,32.37376175324382,C,50.84480209748706,E,-76.47089916779755,D,-34.955897583148875,267.00352992089296,0
Physical,China,74,-162.56951861034196,D,54.8452776025819,D,-139.10186918208788,E,-22.018397744290098,C,81.36661649240547,46.3031288344253,1
None,Mexico,58,11.880304079985187,C,-102.3007299430635,C,133.33941808853854,E,106.57198549495645,E,82.47414157945107,-75.04798548423602,1
No,UK,88,-20.650370816290213,B,44.01193099485307,C,61.59391476120912,D,-76.72453329696127,A,-104.80208093979874,107.26555450509794,0
Yes,Mexico,94,-2.6557163235510615,D,-44.56915015293026,B,-5.769447644385176,A,-3.108702180164453,E,-18.18326590591529,-152.89080758497633,0
No,Brazil,38,12.149135114898357,A,-64.70442316218417,D,-97.64666783504575,E,146.9738146442409,E,-91.35957725149204,-295.256645421897,1
No,China,49,108.71966465757545,A,-17.245274398258488,E,-118.43693626714817,E,-10.081494629458826,B,80.2550647984655,27.01954956804314,1
Mental,India,91,31.342538427857857,C,-131.50215944626538,E,-3.0072744745280957,C,-56.79276919949721,E,117.18504579368016,-129.55162477822816,1
No,Brazil,76,80.26575009456042,E,70.59345236290268,C,-99.58310593798195,B,14.064300139536092,D,-9.11188417130382,128.89362377328519,0
No,Other,24,58.25255189891904,D,-95.04447325716974,D,-150.77255168846278,D,-1.1194241589836575,C,135.8250654458877,86.13793736686137,0
Mental,Brazil,43,70.183651281218,E,-143.21727191260425,D,-2.0240027955856665,D,-100.36471671166044,D,100.94997901797393,-46.31541820508267,0
None,India,56,66.7944449167416,A,73.01720522150873,C,113.65472195053354,C,57.31525485545367,E,162.13425321205563,69.96426183010362,1
Both,Mexico,68,133.14596466518447,B,-13.017873161650655,D,37.986114620281505,B,-49.33523472311542,A,84.34179417837285,-100.32682024245463,0
No,China,75,211.12606594795415,C,-27.748112646725087,A,-22.94117867521145,E,-45.16895542742479,C,140.31052798205693,147.2056741285324,0
Mental,India,99,48.36047362927748,D,-54.525483256536035,C,90.85765124811188,A,-61.67068997689882,B,-33.5671046772686,-41.882939146008816,0
Mental,Germany,98,-167.78567120972195,A,36.41670596602263,D,-43.50481430425652,D,-143.31180840467295,D,30.494431860219528,108.07100355756344,1
No,Mexico,42,-36.16192861068397,C,14.189407434220788,B,6.224530217936685,E,16.101849800566217,E,-162.25810109679597,77.17175585996074,1
Both,Other,41,-92.11197852512835,A,-70.5228250500762,E,-44.92195578455251,B,158.79589247542586,D,78.19513666929024,-61.039346110885205,1
Yes,China,92,128.8891017637835,E,153.01919624325492,D,93.75347203153095,D,255.13585100790527,D,60.14025198914674,87.36747964614409,1
No,China,73,48.69239269725868,C,-15.657169948775563,B,155.17934634677943,D,116.27086302079597,C,-80.71233233979028,168.86209475894293,0
Yes,UK,34,-180.6855506508606,C,-15.996762430561857,D,-18.066945075368025,E,-198.17005690696413,B,-308.571622138477,87.29726239461627,1
Physical,Other,24,-257.5160735923792,C,1.3216966567845558,D,70.5354422213752,D,-71.7163718403707,C,82.94128265683355,16.579281471116524,0
Both,UK,63,57.02039894748193,C,60.494247179169136,D,79.99097526359465,D,32.50608830689675,C,-6.647488122464767,-48.78148147181469,0
Yes,India,89,126.63312567531251,E,-23.44144051331511,C,-11.897403516498972,C,-39.00772993724382,C,32.69410288477554,191.886807795681,0
Physical,India,69,47.831164580697674,C,36.34381537865104,B,-28.674487798043735,D,-169.65972855247657,D,95.71796007945555,90.24408353382,0
Both,Mexico,27,-134.87721451854736,A,20.000026923553964,C,19.040056588205456,B,-31.680671551777383,A,-17.591499903148033,72.16393110269415,1
No,US,42,-55.06415194962007,E,-171.2731591121799,B,25.47165915149557,B,22.97845714383167,A,-36.49828123558345,151.98322941319188,1
None,China,32,84.84907349039771,A,30.86500378982604,D,-15.38819709588482,D,-72.78466507440875,D,-140.27957429631638,47.115825851686054,0
Both,India,31,-73.35769922512726,C,-128.12766993843226,B,-171.04509157133919,D,-14.225836819465215,B,-2.169456935151428,-174.0201049852362,0
Both,Brazil,46,74.56990941705318,E,-61.30604251313474,A,-107.71842246104887,E,-52.46838720729502,A,169.21162496211352,-173.7486250224211,0
No,Brazil,97,23.50022191420224,B,28.957565048911725,C,91.23812505642633,A,17.280079906337786,D,48.650613589911245,231.14651712272712,1
Mental,Mexico,25,31.740989746086402,D,-46.38795485281743,C,76.7025103076157,C,-60.82908036618622,E,90.32097832082981,51.32685997550642,1
Yes,Mexico,79,82.41543139043517,D,-40.962804223897855,D,159.11805761307426,A,78.19501665348356,C,-30.745542926705504,-67.98946312468237,0
Both,China,99,82.64394634666472,E,142.3280193356013,A,69.38793399792073,E,-6.979781213725257,C,-1.6226245196214646,100.0055472583387,0
Both,Mexico,20,-8.893174138214574,A,-72.08415072367812,C,-97.31952585428444,A,75.81755117300776,B,-103.27875522219507,37.80778386231402,0
None,India,54,42.30475650024469,C,-96.17949706214826,E,31.84932485869317,A,43.46253476603637,E,-43.396079598073385,-2.010224636801914,0
None,Germany,80,-18.620736535286532,D,102.40604060770089,D,44.791487260288065,B,-79.9642278613029,B,-57.78201306734741,195.0366274030507,1
Both,US,52,147.5098544063199,B,-161.9805475241086,A,1.5064394898846958,D,-17.141619166525356,B,151.9660500406099,-1.351363282658677,1
Both,India,85,-30.749186533654203,C,34.89443619239634,A,53.881332232281764,B,-96.06137554347913,A,-27.174479114764093,58.61673438997331,0
Both,China,54,-104.76263899629485,B,52.238942565453826,B,-56.380989772720966,E,-89.5334015272431,D,-22.363415351949385,-68.86807870815556,1
No,UK,89,-57.651322670633306,A,77.28194916351532,C,53.93307646899947,E,-107.1798445052242,B,174.3262460737141,6.463764518700789,1
Physical,US,55,123.49128835267649,B,62.65667684032088,D,-41.619689766412755,C,75.79487165223924,C,-45.83893708903124,100.34968940887161,1
No,UK,63,25.52873955151603,B,47.24822733222483,A,47.55097700475386,A,106.52420885411406,B,75.45387387387647,85.45860080647307,1
No,Brazil,67,182.18935476499118,C,-115.56547470753387,C,-19.2854112983383,E,-59.22159189403631,D,69.65006707182042,-36.442574600918434,1
None,US,24,139.7105844076592,E,-56.21107014100537,E,60.10529782856619,B,-129.73377119281758,D,8.032598412835798,28.68533298216845,0
Both,China,26,-75.85304741764564,E,114.53179492897539,C,49.52086660021217,C,85.10137691523128,E,-153.37136527533474,29.762245625260107,0
None,Brazil,59,-53.41906708733211,B,-80.98758818354581,D,76.16669610462661,D,-65.4221500254256,C,-47.84394010261377,6.2721080156151645,0
None,US,41,-1.1478583691267434,D,80.75260028053928,E,76.58911177940276,C,-69.05828177680876,E,-65.391433556867,125.10336385839118,0
Yes,UK,27,151.1298675528416,A,-16.971890478103465,C,-72.67128805335471,D,40.347708791285754,A,-15.811453439957097,59.94723526176353,0
Yes,India,59,28.542300662338775,E,-53.542380693907695,D,51.34098841234888,E,52.2435688309243,C,-64.22076116491051,154.5134961458754,1
Physical,Mexico,54,6.278000149036693,B,30.16958498327399,C,61.27477065900688,E,-2.8687838614847663,A,170.0149258704093,43.81695111174768,0
Mental,Other,42,-24.249865368096387,E,-74.02931109930176,C,-81.85903272624515,D,-151.13398884437424,B,166.43873536785193,11.009818150367554,1
Mental,India,84,20.09890248111954,B,-33.66756775548191,B,168.58177946209696,D,17.453525636761274,C,-4.27422332058353,103.015331516436,0
Both,Germany,94,-31.369643940790503,B,129.47322259448313,E,-13.902243581679652,A,-96.08141367929179,C,-13.613670379696371,-112.89136446599488,0
No,China,48,-11.380826841177266,C,67.26890441616094,C,-82.04670789529068,E,-29.21698977542396,C,105.40849796551018,28.832120558606366,1
Both,India,51,52.49415517439889,E,-36.87623436641923,B,78.02111696216754,B,103.99309822527283,A,-9.098452199093533,84.91053510503292,1
Yes,Mexico,33,46.023812119345465,A,-33.96896101761442,E,348.456307736587,B,-10.32440677075462,A,7.091106259132171,51.055345553897546,1
No,Germany,64,73.33432872195712,D,-43.01574679538401,A,-11.413329093391544,E,-31.174593864662263,A,-188.48724897492696,111.56331629912377,0
Physical,UK,32,27.644875220488625,E,39.010060417487914,C,36.46682582153298,A,269.8530154172679,D,15.454094910818577,-68.2930988060277,1
No,Mexico,71,-69.9486048538999,A,-3.72609749333577,A,8.078391402085904,C,-64.56931019608724,A,-12.281116015401853,-5.569467795633569,0
No,UK,26,40.94785613039864,B,-0.02266373950510058,D,47.420456797052616,A,-55.46685203043103,D,153.32276139079843,84.63625090568476,1
No,Brazil,74,107.4918182338533,A,113.78786276887736,A,18.114073716094616,C,70.2226913819228,E,86.56082091433919,85.33745865364992,0
No,Other,87,54.86762218317056,E,74.18701280121971,B,-110.2097007335771,E,119.10178275916337,C,-12.750180437763886,-24.133607187142943,0
No,US,88,-147.77929056665963,C,7.199923376792102,C,-20.624446710608304,B,65.73365803903786,C,147.69122104492274,158.058720071589,0
Both,Mexico,19,144.0261377082705,C,76.95296922723708,B,104.27273181144183,A,6.514813793883252,E,-15.27856229951027,46.89602055833013,0
No,Germany,76,112.94964540440333,B,29.980156412190862,E,-36.8376965536003,E,-32.5685041297954,B,-113.49258835186669,-25.14471661494378,1
