nationality,Religion,age_range,AGE,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target
India,Christian,26-35,26,-130.59699799805213,-97.75557316451687,B,39.07320231836115,187.63392444224584,A,C,-11.529232000870927,A,0
Mexico,Other,65+,67,28.565540984218874,-25.831940845752367,A,1.3946467669192415,-246.27908783492512,B,C,26.019675935976117,E,0
India,None,26-35,72,20.895839511372717,113.32091350005899,B,78.2060885891676,-147.94459763505853,B,C,-94.9690521342751,A,0
India,Muslim,26-35,31,29.923375008695334,-99.62394262110287,C,-26.82907635033492,162.54316705667858,A,D,-32.987667145233225,D,0
Mexico,Muslim,51-65,42,-19.94870520550551,26.220341813182564,D,-48.946512451865374,-19.618064494398578,B,D,-9.06576432728829,C,0
China,Muslim,65+,66,-143.41448808221696,-89.1868268802969,A,-81.76595947891991,24.797293781741423,B,D,44.052779255910664,D,1
Other,Christian,51-65,63,-67.66981184683314,47.17934870268794,B,-82.80866398327153,83.74120393572144,E,D,133.41395821248875,D,0
India,Christian,51-65,37,25.50394151200542,-34.27997673476711,D,-30.3732411638031,-65.84116069989523,B,A,111.90399768281165,E,0
US,None,18-25,59,-79.47480618212117,-111.91608530697967,E,90.76212449595889,37.7538509946507,D,D,31.87623761853697,C,1
Germany,Hindu,65+,56,28.631119765547147,-104.84772852105553,C,-24.715012525697176,98.71549392696205,A,C,90.00370931911898,A,0
India,Hindu,51-65,43,93.93163146496015,103.87634395580186,C,-89.9958093337434,18.340840290096963,D,D,136.59840622871283,C,0
Germany,Christian,51-65,20,80.43728949614541,-35.477972711142,B,39.618273681513735,-62.72481887291048,C,D,153.77429601713277,E,0
China,Buddhist,18-25,26,-224.93392649332176,-14.275184251532325,C,-166.56899723744434,40.62217508734487,E,A,73.14159567367751,E,0
Other,Buddhist,51-65,37,73.53822028634622,-38.677055173214356,C,23.1747326276421,180.2038034004416,E,A,54.63751519169454,E,1
Brazil,Other,26-35,32,35.833039323706664,213.8021299910036,C,-27.21541831915265,82.9406148262055,A,A,89.84602841801987,A,0
China,Muslim,51-65,27,152.8973991037256,-68.01694207897256,A,-44.77095361778374,3.9618191801342766,E,D,-77.0646337001915,E,1
Mexico,Buddhist,36-50,66,121.83450532399382,45.35674148177544,E,42.580037744704526,5.570542180735413,D,D,7.9600508451133924,E,1
India,Buddhist,26-35,38,44.58961335814574,-134.80588931687294,A,-69.7801852253427,129.40342934276202,C,B,-68.49973305615613,E,0
Mexico,Jewish,18-25,33,-3.6987685426598595,129.426093504119,C,-63.58470012761154,99.98541543595576,D,C,-33.31220424950065,E,1
India,Buddhist,18-25,47,-166.67094250135315,95.91425753270188,C,-12.650933509340145,-104.03287466751667,A,C,11.402041957525883,E,1
India,Muslim,65+,53,-2.5730342082865634,66.04006773881899,C,108.20123559697589,98.67737183036013,C,A,-128.76564559404434,A,0
Germany,Other,26-35,66,259.40925356394666,-102.76548935523648,D,-27.42569403069689,202.6621046571091,A,D,154.88553755715924,E,0
UK,Muslim,65+,64,-55.150355007539275,125.92317696373054,A,-64.77110906945572,192.7947342510483,A,D,22.520127214129413,D,0
US,Hindu,26-35,37,1.6821981676128293,12.94911586120461,E,-39.90183615255823,-51.9703359867836,A,A,-12.444056839806894,C,1
US,Muslim,26-35,46,-109.94171368482368,-138.64208677805905,C,52.73189072166814,-8.07089145511518,E,C,-43.907039945843124,D,1
China,Other,65+,66,-105.59142922787596,45.14342555156116,A,125.20835486920498,196.21379449236122,D,E,227.89029421327447,A,1
UK,Other,26-35,71,-7.840502040355508,-32.48343684929262,D,-5.289746287489212,21.03792335889686,B,D,52.43055092416883,D,0
India,Muslim,18-25,29,67.31912636792659,45.779733467632795,C,-7.938678667266208,70.86909663166058,B,E,101.49039233235426,B,0
Germany,Christian,18-25,21,-114.71197769352092,207.32476418114842,E,71.77288624492978,-41.786593890690924,C,C,89.70769425690973,E,0
Germany,None,26-35,64,-44.66538277321773,133.71413079889686,D,31.79562709215561,-145.73493145753616,E,C,19.26910783102594,A,0
India,Buddhist,51-65,46,3.849589095037028,-14.813444123802785,C,64.32255882337431,-155.9608224123256,B,B,-118.02802388444043,A,1
China,Other,36-50,28,-116.87591858398503,-10.865028400560437,E,-51.37335500572713,180.69220219554344,C,B,47.23882198590273,A,0
Mexico,Christian,51-65,29,-243.20236160660647,136.36006603897317,B,37.68013378349318,-43.70095223812532,A,A,-90.34264983563247,E,0
India,Buddhist,51-65,23,-2.168156419728475,-97.71209257922513,C,62.570621013061825,296.4334994162096,E,A,112.9501085388488,D,0
Other,Hindu,26-35,21,-46.26525424380677,-4.270134589945354,B,-103.80329504324388,-31.032566639028563,A,D,17.105586698739998,E,1
US,Muslim,26-35,22,116.87925959031568,-132.8085813558779,A,-37.51837603235575,-42.27457907801042,C,B,36.95562975345211,A,0
US,Hindu,26-35,60,-163.23358770379264,-31.761665858932414,B,-41.925213474413844,-1.5606446307564892,C,B,36.03667593984594,C,0
Brazil,Muslim,65+,68,-57.94791894426691,-124.60324710772868,E,-94.68165805263325,105.05726446756908,C,C,-56.380509366211896,D,0
India,Hindu,65+,23,-89.34252360674516,80.56544389298807,C,-74.6867898413636,-42.033321445433785,A,E,38.95126885657068,E,0
US,None,26-35,41,37.57855333847516,44.89068891712271,A,93.34912101403188,-17.845195078633513,B,C,-135.8981342983348,E,0
UK,Muslim,18-25,23,-57.179380252887555,-45.71168707327465,A,-52.463175406248894,40.097955869583274,B,A,-82.53386403853202,D,0
China,None,51-65,45,-85.25867792381584,95.12204634302596,E,-313.9995495154502,57.027712142577954,D,B,-20.598614380639564,C,1
India,Hindu,36-50,71,-60.55292013421588,-32.408981427416734,E,-14.660447989360629,151.41612660278415,A,C,109.73570117957124,B,0
India,Other,26-35,41,103.02299722274691,-8.886354644374702,D,-164.85600632715605,-144.06944427605828,A,D,11.486740943942195,E,1
US,Muslim,51-65,45,-164.65934608978748,187.4672810626764,A,41.838458213893254,-26.21583523187203,D,A,-23.87278372235546,C,1
Germany,Buddhist,51-65,63,202.93133832409285,-4.531017196026842,E,-220.6757771993226,-1.3760532340171414,C,A,81.07597557424701,B,0
Mexico,None,36-50,37,179.89467958206347,-5.902105315555796,C,-20.736469130504602,-75.51280842800551,D,B,138.46875421662884,B,1
India,Hindu,26-35,68,-68.53849330387742,142.8786387512267,C,-133.04004981414707,-77.65000367761003,B,E,-27.47450951436451,D,1
Germany,None,18-25,42,-53.68016486507084,52.80795673481504,C,-312.68396574150074,-72.46444601989171,D,E,-18.310069783800596,A,0
Germany,Hindu,51-65,42,51.967453582048584,130.60906636512618,D,-175.07624832180144,110.10382901487034,B,A,81.02055313538541,B,1
India,Muslim,65+,77,114.06537633720515,-9.620867563932354,D,158.33324388905496,-202.35953643109292,C,A,24.804829136221223,A,0
China,Buddhist,18-25,46,-118.18369056069929,-15.905928248325402,E,-68.21118623660047,-85.49058483893795,E,D,-56.19980458873718,A,0
UK,Muslim,65+,25,101.482317593437,14.591088208291525,E,34.00703669285875,9.631965584473383,A,B,169.7199990638984,B,1
US,Christian,65+,23,240.80355547660673,42.11689500972426,A,105.2209931954166,-65.72471053224827,A,C,-180.40715598954273,A,0
Other,Hindu,18-25,34,-69.10054466148668,-17.209358102586222,B,56.96184647787368,35.04894934508733,B,D,52.89363213950015,A,0
Mexico,None,51-65,74,68.18511800108799,39.51690388596834,A,33.822625079105094,-41.655269726124175,B,C,121.52638558737753,D,1
Other,Other,51-65,64,90.802795595113,-92.40180993625127,B,41.25783465200459,-117.48270055109849,B,A,119.9424135051204,B,0
Brazil,Christian,51-65,57,22.638367719815857,-24.24306603310153,C,-50.300630078280875,19.961355540113562,D,D,-24.36346856813765,A,1
Germany,Jewish,26-35,79,157.8169030295824,74.75292116986112,E,34.78676774922808,-154.81531469209747,C,B,-116.717946136632,A,0
India,Buddhist,18-25,53,55.346756558543206,-128.38953573831168,C,71.2559782391165,-6.198581248579651,B,E,-40.581639470557626,C,0
China,Muslim,18-25,65,-86.93661359952893,-142.01678081994305,C,124.56870905612224,60.51381287942673,A,E,42.45304076632712,E,1
Brazil,Other,51-65,60,22.631956596788648,3.4915681481501237,D,1.8404076863620278,37.99724730236907,C,E,20.273175950246173,B,1
US,Other,26-35,28,87.54866260266397,87.33367008865262,D,-5.497686501982458,10.76296462453968,B,B,-43.84040493663437,D,1
US,Jewish,65+,21,-62.661246256066086,40.05659485248556,C,73.37139079265528,41.85071275261708,C,A,-34.34241956388843,E,1
India,Jewish,26-35,36,-135.3053533913565,100.29537522109948,A,112.65930366743973,-136.55523010282383,A,C,-59.96257998472538,E,1
Mexico,Jewish,26-35,44,-90.84718221505842,0.4008621595376252,A,-83.90175052067464,-95.42305190800096,D,A,-30.62967269326789,D,1
Germany,Muslim,51-65,51,129.2443501344898,48.38571819820497,C,33.82293250438339,-15.103339099539317,D,E,8.354455691251472,C,1
UK,None,18-25,59,-78.7146240987739,64.56792632441642,C,-118.95647932323776,-45.447266741947395,B,A,-0.3309974090332307,D,1
Brazil,Hindu,65+,61,-188.7216422055534,12.065078092819494,C,-267.7880596153589,-10.814844663671455,E,D,-109.1874116680591,C,0
Mexico,None,65+,50,-69.68804317500471,59.98592230002653,D,202.38507195060205,86.13164510027707,B,C,-3.365944829255795,D,0
UK,Buddhist,51-65,71,-23.9551273389224,130.70447592910043,B,79.91612776825049,-10.592022881343514,A,A,-70.20737637169839,C,1
Mexico,Christian,26-35,41,-88.11825337297643,4.297161243570546,A,-93.3397612359583,135.0980792717261,D,E,-32.17753650666562,C,0
India,Christian,18-25,53,-28.503421276138685,-93.68414901812633,D,-13.518455268626361,74.68559955554196,D,A,-126.1969962801061,B,1
Other,Hindu,51-65,78,-56.434989168285036,49.7418339316259,C,-60.33797263653376,-14.610575551016094,B,D,72.98288176471472,D,0
Other,Hindu,36-50,74,-42.56449583395202,250.38697631888925,B,17.458058775180124,-56.916413307173656,B,D,71.53817951661314,C,1
UK,Muslim,65+,52,-69.6258915792925,142.0123771044993,C,7.9481805748578145,70.9831521858384,A,D,-101.7156514505275,A,1
Mexico,Christian,51-65,67,-119.74282404951471,109.2258764963886,A,-13.65857808266976,57.138566938410364,D,C,-96.8095217596378,E,0
Mexico,Hindu,51-65,70,-50.379849673685506,-66.72077315083318,D,-116.14850971103374,-71.61323351050825,A,D,-58.10956931697301,D,0
Other,Jewish,26-35,55,-168.86506818117465,59.510221942645146,C,-54.039093679110515,49.87536542467315,A,A,-154.17561430863606,D,0
Brazil,Christian,26-35,62,-125.69780329956097,164.4329377795626,A,-1.8817944559883844,1.296458439426791,C,A,19.890781674754535,B,0
Mexico,Other,18-25,32,-265.87682017034206,-7.394510715853735,E,-139.10637601174926,-119.98137932742223,B,B,-40.91888746897867,D,0
India,Muslim,65+,34,-31.60393053351785,102.01939522102408,E,-269.6756072529532,35.95327587013339,B,A,20.051851920627072,A,1
Other,Hindu,65+,28,-32.24724988326801,-80.957007482053,B,136.6144659411911,90.65853473785445,B,C,-76.91262932122979,E,1
Other,Christian,65+,75,-22.618200074252176,-38.529665478313206,E,110.7056138835166,195.58982454215044,D,E,-302.14261674673986,E,0
Other,Jewish,36-50,77,12.762055780045165,42.87110710497925,D,27.001833076929067,118.23483309647412,B,D,-53.6371988527703,E,0
Other,Muslim,51-65,19,-55.05933358866755,-42.23315743924966,E,-149.38640084041248,-121.41035311100237,B,A,13.258906537304819,E,1
Brazil,Other,26-35,72,50.0365045222814,-78.91275607242805,B,0.9753306918682748,169.3215217951898,D,C,-152.43650616738458,D,0
Mexico,Other,18-25,69,-8.07532816532116,30.20754430955227,A,37.08583228270371,15.143293661359492,A,C,-94.71261065876199,D,0
UK,Buddhist,26-35,73,-15.064259752364764,48.99811939862136,D,-49.07772677789012,19.629443915386517,A,C,-16.934903081691782,A,0
India,Christian,36-50,25,33.9398414666024,-24.320080434457804,A,2.7823144301598384,105.3387372898032,E,D,112.76431678109044,A,1
Other,None,18-25,45,93.3862693935259,-191.2941447178408,E,61.617910957285005,151.767706098869,E,D,-92.21703002097055,E,1
UK,Other,51-65,69,-137.679962086786,-79.9979859631856,D,-78.59220942309864,-80.28404004355141,E,C,-16.65986412394326,E,0
Other,Hindu,36-50,68,14.084167662296288,-15.75024049755057,E,34.26387356785491,-46.213030527361795,D,C,-83.35273843336705,B,0
UK,Other,26-35,57,55.27064810052747,-50.41953407763623,A,-35.18017895384972,-105.52609048790227,C,A,73.22047686138659,E,0
Germany,Other,36-50,25,-87.25842988898708,-5.772726909915108,D,-127.6286760401025,88.30872079649004,B,E,-2.252096667528655,B,0
China,Christian,65+,79,40.789160096705714,-21.288196039853908,A,91.83666728957843,59.61697777591649,A,A,108.96321410112388,D,0
Brazil,Jewish,65+,33,92.84384976283332,41.44667952778097,C,-37.28052523797293,5.012914848238702,E,D,-2.0079932544168964,D,0
Brazil,None,65+,54,102.6381547227519,92.22135731384904,D,-11.027465042121925,-31.732859831493155,A,A,-95.73638024909108,B,0
India,Buddhist,18-25,25,107.52192834437638,75.36321658310409,B,22.364516856173704,105.9969618150269,E,A,33.44434266440929,C,1
China,Other,26-35,53,-29.914048955677526,8.16379070321196,B,59.618656715074614,44.07480707261289,C,B,-62.64002476285185,B,0
US,Other,26-35,37,91.82426100028471,-26.47703998462153,C,18.296530669660747,176.306556610674,C,C,46.72081498641904,B,0
Germany,Buddhist,51-65,35,106.10841012317913,32.40788072186933,C,45.03854432780335,-53.1954545589986,E,E,108.70109218630775,D,0
China,Buddhist,65+,43,-59.6351110457321,98.8129792650597,C,12.131218695883966,-44.63616031629699,C,D,-30.748063937905968,A,1
US,Christian,65+,50,-290.68010577663347,53.96481857465688,D,-62.54451088099101,-132.45543283220357,C,A,141.69297095666653,D,1
Germany,None,36-50,51,81.03631359009694,-82.2534114079598,B,70.83280979594623,-81.18524122998676,B,B,-94.42212583220308,A,1
India,Muslim,18-25,42,37.5070640676348,-91.03802755753844,C,-108.21364234472274,-148.59497047366602,D,A,-8.446397976214193,D,1
Mexico,Christian,65+,50,28.106951955993676,161.43241302227574,D,-7.081843747449558,22.017014587274293,E,A,-37.85151202294942,C,0
UK,Other,51-65,46,-154.72419623894186,78.04079110668293,C,164.29644175540804,-4.215167019324422,A,A,194.72187987532942,C,0
Germany,Christian,18-25,51,-37.27183821925616,-38.82552924818021,A,43.85485951434962,-95.10926758899065,C,B,54.16176952205366,D,1
Brazil,Christian,26-35,41,-217.96954954286517,245.5977297193277,D,-39.14254678742972,46.94100723617885,D,C,-96.66003420590683,D,1
Mexico,Jewish,51-65,29,-29.583893692171543,-70.37193740832723,B,20.48441511481642,100.4235887259934,E,E,-71.48610221806912,E,1
Other,Muslim,51-65,41,49.11695983545163,27.457381915615382,C,179.6197861816706,58.57547749353951,C,C,-113.75560090875948,A,0
Mexico,None,18-25,78,-122.64309973230243,-120.7762030281609,B,215.32114955311724,80.43080052603729,E,E,-55.35771115304874,E,0
China,Other,26-35,77,23.86219646426761,-116.19281565364483,E,95.84641093430028,-70.52221645681965,B,E,-71.18716629924137,A,0
India,Hindu,26-35,54,-126.24591155604168,92.92681529137349,C,-73.742877719995,19.154966845111197,C,C,-25.233094975382393,B,1
US,Other,26-35,22,-109.50981474368986,39.15751852615302,C,-133.52298476119918,-28.33677859189762,A,B,67.30956647772926,C,0
Brazil,Muslim,26-35,33,-2.3007523526351026,53.57145515880423,B,-113.22865018702288,94.0123168445899,E,B,-39.463850898752476,E,0
Mexico,Hindu,36-50,25,138.8307520175056,80.61430533047111,C,-114.86168583357195,56.06191419296347,A,D,47.2810357050424,A,0
Brazil,Jewish,36-50,25,128.4242478821698,32.96464778534044,A,16.27561419108122,160.32355041211287,B,C,85.58849637589331,D,1
India,Jewish,65+,52,39.17411858144109,-52.71377113344858,B,-94.74436518124986,112.6309383242474,E,A,8.42593754578307,C,1
China,Buddhist,51-65,55,-72.05235342997224,-5.054296040041983,A,-10.697155259307323,-196.8475380887799,D,B,-141.3013431432911,B,1
UK,Muslim,26-35,41,60.242183033221494,163.94316344449055,D,-36.62719350757265,-179.24319586079457,B,D,-36.688940923721496,E,0
Germany,Christian,18-25,66,76.41636116942901,0.21987297847430434,E,-1.9023056009427497,-13.851812171520365,B,C,-40.83218688664088,B,0
US,None,36-50,31,-2.735761727853043,-6.269104424897902,E,-21.0997558818622,112.27540035948793,C,D,-98.95272573297974,E,1
US,Other,18-25,24,-41.233462588969125,-61.003701227096826,C,6.116938429564202,-41.23949899061633,A,B,89.41373911510756,C,0
US,Hindu,51-65,52,19.15335313783922,-31.00722895872725,B,-24.65385000991539,64.87247160354731,E,C,20.38450278432932,C,0
China,Jewish,36-50,34,-185.74227342868141,-38.4865901559123,D,15.860502693164861,10.185999050190498,E,B,-28.6603895276967,A,1
Brazil,Hindu,65+,48,128.0115768654641,-96.14427664410876,B,-91.63371711955836,80.45025046904485,C,C,241.34722997776805,B,1
China,Christian,36-50,55,-71.73407589035529,65.38032129345251,E,-102.6719520734381,138.7867121585199,D,B,36.74753269791529,E,0
US,None,36-50,28,52.05281424284961,-81.08224105153968,A,98.74408492155268,-198.95277008004436,C,B,59.90780357855699,E,1
China,Other,51-65,21,-37.630519811760884,45.000402342994086,A,55.16314362589194,-204.95007309850743,E,A,-21.73100998404308,A,0
Mexico,Other,26-35,46,-156.7528273174199,275.8813760560444,D,38.370520907002685,-43.95993949293774,A,D,118.48623499268423,A,1
India,None,18-25,78,95.06080870116175,-19.50476129181752,B,-51.66938821913766,86.4327708285334,D,A,120.42491624564929,D,1
Other,Hindu,36-50,21,-13.49893449920512,125.04484347585962,A,57.058912261248295,-113.15310946867628,B,D,-35.86344532544085,C,0
Germany,Jewish,18-25,42,76.93894437947229,126.32450265339142,C,-85.46186199701454,-49.895790432693246,D,E,24.73967241664764,C,1
China,Buddhist,26-35,46,-81.40841204934105,50.4244433648524,C,101.25884593469804,160.90564513630122,A,B,-149.25321628399374,B,0
Other,Muslim,36-50,18,160.31404473210702,11.967470890888041,C,-12.081297904030313,-42.22349963366513,B,C,95.49868575832471,A,1
India,Buddhist,36-50,77,65.71582250838568,-25.518009572091,B,-52.10333611043468,41.49686275156254,E,E,194.13998530127918,A,0
Brazil,Jewish,18-25,21,-93.2652023334861,136.27050627982425,A,-67.00195668968688,-191.02373348493884,C,E,-0.7562336553388948,E,0
UK,Christian,18-25,25,69.3083169653366,147.9616965473901,D,-15.941242357045304,-241.676967587963,B,A,-52.82940527964895,A,1
UK,Christian,65+,66,52.927921271487875,-66.7230995037703,A,-114.22032761610845,-34.2854691904329,D,C,226.87364213693075,E,0
Brazil,Hindu,26-35,38,-77.79477500421439,132.89816091952022,B,145.53138711893158,104.25842617295025,E,B,82.61267815152046,D,1
UK,Buddhist,51-65,32,-72.28337966944716,29.70654443384338,B,6.621619059618301,164.7834946151771,B,E,31.307235517046323,C,1
Germany,Jewish,36-50,32,95.4809101622582,-21.038536314276048,E,82.87242113993933,-254.7837828666817,E,E,-142.79186772302722,A,0
Germany,Other,36-50,77,84.23885740894303,-4.998949255671692,D,98.15761918223515,92.96725655566574,E,C,-157.752282925605,E,0
Brazil,Other,65+,78,55.39777104860676,133.85004458778036,A,58.562136589287974,191.08035831296704,B,D,96.29398579966542,B,1
China,Other,51-65,40,-105.18447401878363,22.532336513119937,D,28.039727450657065,17.605968751462335,C,A,82.66644099613933,B,0
