ethnic_group,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Black,59,B,D,C,A,D,D,12.186180432770254,C,-5.785906066481688,E,B,E,-86.86263793724483,B,-51.77180177240849,26.189609363752197,8.933901024364904,-127.24506765936479,0
Other,50,D,C,D,B,B,D,74.50788202156122,A,-51.407761940476846,D,A,A,-31.644083843816656,D,20.435794512753148,-169.03013761620278,54.03459786972014,66.36214183318071,0
White,49,A,E,A,C,B,C,93.97809549578199,B,19.58862896349058,C,B,C,123.77316081764467,C,98.66299180180575,-56.587576763555106,120.0010523066672,-4.977522517833012,1
Asian,30,D,D,A,C,D,E,58.17216310658857,C,48.875330819488205,B,E,D,-7.610890268355604,A,-16.076105246686907,-28.930590241450805,-104.9093706506202,18.485114147364577,1
Hispanic,41,C,B,E,B,A,A,50.46304935045646,C,-61.9097765547526,C,D,D,-147.9317561715958,D,-20.21410537817427,160.0032523719689,-27.570175789430678,-2.7153898722723584,1
Black,33,B,B,B,B,D,C,-54.19457845330026,E,-22.25459747385015,A,E,E,139.52709605727435,B,148.35487644300258,-88.17470284077469,99.0918583858743,13.72053672268029,0
Hispanic,31,A,B,A,D,C,C,-5.846812094445446,D,227.0035419196103,B,A,B,83.56976063788322,E,105.40598946474498,31.56350411586032,-5.294936451044523,25.684752768982204,0
White,45,C,D,D,A,C,D,-14.652488760462234,E,61.2100474083125,D,A,B,54.308986342596896,E,-31.181203262710977,-103.25484784593706,-92.66379393286506,41.05088681660536,1
African American,41,D,E,B,C,E,A,-148.660748845448,C,16.93674072290491,A,D,A,-82.01494525900428,E,-201.9254717680231,170.8990128971989,-38.79181783363702,-158.2720184046003,0
African American,28,D,A,D,A,E,D,77.10539760161952,D,57.202039334441466,C,A,B,70.05216022710651,B,-148.27115937555732,0.7017960708354581,146.60707460632102,30.161933043440087,0
Other,29,E,D,B,A,C,C,-115.9133555554526,A,260.557989144117,D,E,C,172.89339344979578,A,-22.358483280814244,40.244206460889906,72.72058949666767,208.28526325752375,1
Hispanic,19,A,C,E,D,B,B,85.85378705664996,A,33.81453963537787,D,B,E,31.715956887529266,E,169.11999043635848,47.0100002488864,89.26348452659423,5.475247563686345,1
Other,78,A,D,D,B,B,D,-46.39220846734576,A,8.316389378573874,A,E,A,99.78147448314328,B,278.0138406340473,-4.024325787637551,2.1291770697201686,-201.09933265251598,1
Black,73,E,B,C,B,C,C,33.14484946387813,A,63.347469665890564,C,D,A,-77.37396292417284,D,88.76414899673097,32.79719313505189,-152.96789278896017,94.3803118593545,1
Asian,46,C,B,E,A,E,B,-130.44023169357905,D,29.82212733785999,D,D,C,-182.1809856253771,C,79.06282307127518,169.6373865598091,-62.98485546317184,9.560174096546788,1
African American,44,C,C,D,E,E,D,94.13508461669328,C,-85.66593483258342,B,E,B,-123.66003024724029,A,-38.00342248315039,-214.35971851125336,-69.01627082784006,-60.19535769704867,1
African American,43,E,A,C,D,A,E,61.781883994749876,B,124.80719688232074,A,E,C,49.50501254271249,A,126.53958744598164,-46.02938336549217,67.78737161753762,-112.35069722443258,0
White,21,C,A,E,B,D,B,-45.010052652522816,D,-26.846587440622212,D,C,C,67.20009083726298,B,-58.43845941314916,85.61037400905943,63.44366918689086,5.7927336103568825,0
Hispanic,32,E,C,A,A,A,A,-10.415483072900104,D,110.74601102408457,A,E,D,33.02767274045344,D,-67.36069086124856,-60.7179072016508,-22.142458315103674,8.878037018673512,1
Hispanic,40,D,C,A,D,B,E,-22.57824818897378,E,-8.252746715089643,C,C,C,24.42430056912951,B,-34.85366668603872,-35.62061088186184,97.7256615341404,-37.69145611784114,1
Black,19,A,A,B,E,B,E,34.14838770972576,C,79.54636626348056,C,B,E,-35.63043827523261,E,46.44341218320048,-100.70560473708629,98.74798475409592,-83.8267424773897,1
African American,45,D,E,E,D,B,E,35.47145511917395,C,2.59615924799554,E,C,B,75.16182857184516,B,129.60057618763986,-46.23242130498364,229.78570880751056,78.11102213446847,1
Other,39,C,E,A,A,C,A,18.722688511244595,E,-120.82017602108186,A,C,B,77.33898427622763,E,-244.79799754580162,68.79391019902155,29.58085945559646,-127.76537105237777,1
Black,54,D,A,C,A,A,B,-64.82315803306571,A,4.2077263917993095,B,E,B,45.48348624911378,B,5.752169341258584,1.9810071288686208,-67.0635918994606,-28.576774269374045,1
Black,44,B,A,E,B,E,C,36.4216228466976,C,191.25579938302252,B,C,E,-130.9322308520945,C,100.18628489591552,131.56017211197798,-63.07116924046402,-123.82364655950728,0
Hispanic,62,C,A,B,C,A,E,146.5086191149483,D,34.183474225431006,A,D,D,16.962679442839026,D,-30.489127701225488,221.06028927339105,33.96903056127037,-16.188300947464267,0
African American,18,A,A,A,A,A,B,52.424804151124626,A,-240.77503906419943,C,C,E,1.204516265217308,E,-54.72029576474953,-102.49044750610001,-166.29076161075048,61.98350488647252,0
Other,34,D,B,E,D,C,D,-76.05417694048492,D,-78.86651820193107,D,E,C,42.91219393911405,B,93.72274457117813,53.4277933000987,-108.20683194762624,-59.03415481296802,1
Black,40,B,E,A,C,C,A,-109.81253071699986,D,103.50074886865545,A,E,B,24.63007781509872,C,82.66965367829572,16.90235925326258,61.52134934783259,16.248219847163153,1
Hispanic,70,A,D,E,E,E,A,-41.343533077480004,E,30.398227251068487,E,B,D,9.633883410094551,B,58.256708644835506,16.42975397700763,98.67839796572359,125.17645780509949,0
Asian,41,B,C,C,E,E,C,-80.33513024033043,C,-64.79750236943022,C,D,E,139.72898459892903,B,3.7389950300552486,64.22834081596763,82.94098856394258,150.99352890573877,1
White,49,E,D,A,E,C,A,-24.50789911703967,D,-0.3770682303009877,D,E,B,130.66151923777426,D,-39.15961062630687,-4.142595987050314,74.62757460442397,71.34362199997865,0
African American,23,D,A,E,C,C,C,37.25968335616251,B,-216.959345724521,D,B,C,-45.2800779837739,D,-86.65391596915688,-45.543043862738784,-63.14387495894051,-70.74924232527133,1
Asian,25,A,B,E,E,A,A,16.220725197290314,C,110.07395438827086,E,A,B,26.835765752237585,C,60.46312023978865,78.19068322594785,30.371624382036945,140.90863951933298,1
Black,21,A,E,C,C,A,B,-78.91092111877727,D,-102.82470036413218,A,E,B,46.18714135248886,A,-1.1809180553179939,122.43085985838982,-70.41387379159383,-208.17499738182642,0
Other,35,E,E,C,D,C,B,5.243948064137603,D,25.417629302442517,A,D,D,-181.34560184780094,D,-80.68074071301623,91.6189495649227,66.5237685255649,-151.41993489311534,1
Asian,38,D,C,C,C,D,B,-166.08462016851192,D,-73.98661791944579,E,E,D,127.97558394134863,B,116.81235571856669,-39.14395061672788,52.18163056079332,261.27094255777143,0
Asian,71,E,E,D,A,D,D,-125.99037972142978,A,36.44546252027876,C,B,D,-115.56948611029883,D,-19.321826331854343,99.16468008903664,102.29689709999772,26.62930059676063,1
Other,51,B,C,B,C,B,E,54.42020643236635,D,-77.97883141913957,A,D,D,-18.26943225155288,C,-12.501778110598764,31.264933275022898,-23.529346181499843,-58.14717769999849,0
Hispanic,67,E,E,E,D,D,A,-117.37299674427302,E,-61.12379192402824,B,E,D,40.851374477925305,B,-68.38654536606259,64.34255617754276,65.85244190693315,136.703179859494,0
Black,76,E,B,E,B,C,C,16.31392418408204,A,-131.01725139964827,B,A,A,79.72323988119379,A,-72.43922681903973,70.07752683345419,2.3752755178583733,70.91473200131767,0
Other,34,C,C,B,C,A,A,113.67483976850869,B,-128.69034901273275,E,A,D,-53.54844078373512,C,1.605557546203372,-54.82171892041387,112.23514179973904,53.20020959705503,0
White,67,E,C,C,E,D,B,17.4217580365901,A,-124.90248884994995,C,C,A,11.15038639118014,B,67.49895723316625,43.04045079358872,130.70047884678453,35.20068863469516,0
African American,63,B,E,A,C,A,E,106.03566704977794,A,42.865918870867624,C,D,C,-14.695650490975934,B,-67.34902451243916,-73.87586939317944,23.68134129775964,-96.76567779486214,0
Other,77,C,B,B,A,D,D,-16.497549427398294,C,155.7391796591673,C,E,E,-66.8997925439987,C,-62.4513398856212,75.27131336281913,-29.832970929199615,-36.00663717418743,1
African American,23,D,A,B,D,E,C,-76.03348555671407,A,213.9230415261652,A,A,A,-30.64103066985327,E,97.4593854174476,-71.5237246865021,-69.80669008528379,75.68968276640815,1
Black,49,E,D,C,A,E,E,5.277876253058308,E,-139.22561871311814,C,C,B,149.89470549491233,C,-16.6865616786017,190.7888633177899,-47.969189213253124,70.82737271307464,1
Other,21,D,A,D,A,C,A,-167.5357638658414,A,3.3851272248537763,A,B,D,1.8512880548504151,B,-151.57136763593283,-53.18501336340534,-29.02690377522542,-91.30814695750078,0
Other,24,A,E,A,E,D,A,-19.01266756825411,B,-55.556358301022,D,E,A,-20.131838849361998,E,92.82320251673987,-14.508640108228315,230.1782771624028,-148.14127325802306,1
African American,51,B,E,C,B,B,B,46.23394602621073,A,-84.24981069760791,B,C,C,129.12066580006837,B,-60.480124191984196,31.09455855661345,-27.613074269171495,-87.80631560819134,0
African American,55,A,B,C,E,A,C,-74.2140226497497,C,-40.96608921707807,A,B,B,78.04359362368727,B,59.47060947297934,22.243207033282765,-14.403337838487698,21.892553203771918,0
White,18,A,A,B,D,D,A,2.263487024915033,C,78.78328191324151,C,B,C,84.33718772639882,E,-17.848074981259746,4.818529900826797,-16.45143531379234,33.41099907566776,0
Black,45,A,B,C,A,E,E,55.912735401372835,A,-13.12758854075069,D,A,A,12.370803311472187,E,-75.11716629367821,-4.34400086663735,-145.19733841952424,120.97759475674006,0
Asian,46,A,C,D,D,E,A,-75.6555632949107,D,-1.085491540467995,E,B,C,50.471865896752,D,-39.5058379202874,135.7469659317301,-159.96746282855386,-93.50907668296769,0
Black,42,E,D,A,D,C,E,39.136082127768304,C,145.6975617204851,C,D,B,-32.93173390503456,A,88.27378342095055,-167.58851757150296,152.08567549786508,-55.89764516927315,0
Black,18,B,C,B,A,B,B,66.1913310770547,D,98.21140964735669,D,C,A,204.16571286858746,D,-71.61313192996171,-122.57707757699556,-104.4954789040945,-123.25167045902776,1
White,64,D,B,E,A,D,C,-62.954070263554954,D,-88.75734228422583,B,D,E,-27.43031005853524,C,-42.32747037550723,54.36289783086298,-80.3098739061307,66.38707263060911,0
Asian,61,C,E,E,A,A,D,-99.20559400097089,B,-173.0556641345321,B,A,D,101.35705477813882,E,83.7093605964065,118.61921679267692,-187.71197353788807,-143.99640359233112,1
White,76,D,A,C,C,A,B,1.3903551828097438,B,146.25728654285118,C,E,A,86.57121637032544,C,1.9423289397533203,-36.83493076954638,278.3237299201087,255.492441102944,0
Black,64,E,C,D,B,D,E,4.5387476144351595,B,149.96751204146932,C,E,E,-41.473376787033686,D,100.57144652516756,152.78229082498902,149.4041109924546,30.69021864762145,1
Other,50,C,D,C,C,B,A,56.169707182685244,B,127.36287334123342,D,D,E,-14.761184169715202,D,-151.19340352343863,-52.18997389131606,33.2993591248303,-127.29561474553135,1
White,23,A,B,C,E,D,A,-187.417480175553,A,-108.21064575274364,C,D,E,103.06017765914359,B,-73.54485755635343,59.93493835180984,63.917267272350884,-118.59786389277889,0
Hispanic,70,A,A,C,A,E,D,-66.32811019172496,D,24.137530681436722,E,E,B,-106.45382140546845,D,-42.76285345060147,25.634251372809285,42.94142960064427,145.5913177586939,1
Hispanic,29,E,B,B,A,C,B,-101.39517822797997,B,95.86537452041367,E,D,A,18.88462179668232,D,173.84827914722456,-27.22528479332416,-138.17389760547448,-54.93074154163241,0
Asian,57,B,B,D,A,A,E,-70.44549013297224,E,150.10638011193552,C,C,E,-69.75817709911092,D,38.56166466837637,59.62172580612576,-80.86110521450695,-278.8369614404627,0
Asian,34,A,E,E,C,B,A,-80.6957677760939,D,55.89768791969571,E,B,D,-220.38172941965232,D,6.8826860622275525,-62.51266168602122,-126.11725591778453,19.54700752219492,1
Other,37,B,D,D,B,E,D,54.35326535317648,A,-94.21371215919606,C,B,D,-10.015176464487178,A,11.532137958212815,-76.98446589543082,-18.957075087625952,61.62935669205427,1
African American,43,A,D,B,C,D,A,31.482696447206436,D,-102.46111297933685,E,D,C,2.615895710760644,B,92.0680654017693,-205.46032581579024,79.58641917911275,71.76353156442798,1
Asian,24,D,B,C,D,B,A,179.54363934534896,E,225.77545539863837,C,C,C,66.35890272508628,E,56.5639352699047,-10.599423575137159,181.2411613756368,89.89537912478139,1
Hispanic,40,D,D,D,D,A,E,98.33624747359488,D,127.53089520682559,A,B,B,-31.745579671718062,C,98.8927640315667,28.253769908472638,-115.7855947331604,40.70977115726515,0
Hispanic,31,C,D,B,C,D,A,24.966055583772047,E,9.352673293472838,C,D,D,-120.81236743419245,C,-102.01599247361632,117.2178849925932,-23.765823015534345,35.57062992571839,1
Other,72,D,E,D,A,A,C,-77.93213887190366,D,-144.9778312604564,A,E,E,-5.770605571968267,C,-5.783573348696038,55.24916615846962,-216.51685605969817,158.04088780338296,1
White,38,A,D,D,B,E,B,-102.15131891895297,C,30.43075722594598,A,A,E,-238.06561964174344,B,-97.4789403790565,-28.837595211306873,63.19947154494972,20.109073948604987,1
Other,58,C,D,B,A,B,B,157.24923871897553,C,167.47978345981969,E,C,C,-172.9963926323479,A,-143.27736368891146,-27.81540344836587,31.427510054861045,-238.70800890082552,1
Asian,33,B,E,B,A,C,C,43.117861428044066,A,-12.928421030868403,B,D,E,-13.79617421009807,C,106.40730286387901,89.57798038685337,89.57641989308804,-55.00523345574538,0
African American,20,C,A,D,B,B,A,-15.239936267377097,D,-33.14019197943321,B,D,E,176.25520771459819,A,51.749435725565554,-61.687805608056436,-19.10971169244437,-49.65571991181925,1
Hispanic,55,D,E,D,A,E,B,-25.437613551600812,A,-5.584291189531742,D,C,D,154.1846246722143,D,-150.63407523776837,68.97926604352885,-40.34211790525428,74.02394541465692,1
Black,79,D,E,B,C,C,A,65.44623082798815,C,-163.45760343043844,B,E,A,-145.42660819099524,D,32.16475359255088,14.406406333528505,104.9557115867641,-79.77792583928122,1
Hispanic,73,E,E,B,D,E,E,-92.22791140991681,D,28.614412881729724,E,D,A,106.02128035849844,C,-17.250617511606773,-29.034423295696115,199.5752480518532,-41.526559557457986,1
Hispanic,46,E,D,C,C,D,B,56.67934255545357,A,19.79018977932923,C,D,E,8.660328233560072,E,79.26551999941151,-46.91559636700885,-280.48733130190897,-141.80751674038024,1
Asian,24,B,A,E,B,A,D,-43.9878147619499,A,-182.586822029671,A,E,D,-73.63308976766439,E,39.04199398311305,-94.37364650684906,10.895375360004762,215.9498313423186,1
African American,67,E,D,E,E,A,B,-82.03796016649288,D,-23.88302553414349,A,E,A,73.66034917476286,E,-16.917299594168398,34.967357196969864,-19.890325096575566,-168.58610319118662,0
Black,50,E,D,A,C,E,A,-92.28675370151443,E,-64.99577553344247,A,E,D,-4.253195810646444,C,-67.96855263134815,-24.15476208523295,-46.70210246034878,-17.21888804469299,0
Hispanic,42,C,C,B,A,A,B,-39.94611770011478,C,-36.6719690334997,C,E,A,-19.744912883249622,A,160.9447125369246,86.3578929204129,-4.845810220281517,48.55918141868539,0
Hispanic,78,A,B,B,D,E,A,132.14186290021928,A,-151.9363582454226,A,B,C,-146.044071051578,A,-109.25337511387505,-77.01153897467658,-142.81721049803977,-115.74758046069802,1
Black,33,C,D,A,E,C,A,-149.39332505301252,D,-42.02141858871942,B,E,B,16.397229835047632,A,-9.237274696779538,168.39898902094126,-36.31077907271579,25.2897621059316,1
African American,33,A,C,D,B,B,E,30.348927739111968,A,209.33356587902168,E,C,D,-150.53398635403403,C,-206.0685677012675,183.10610739539493,-116.97787259512734,45.446814378162664,0
Hispanic,45,B,A,B,D,E,C,-55.74291462091704,E,2.9467817959460207,A,E,C,119.59952548665125,E,0.06564803136857959,-118.68715314346223,119.85977356997574,-136.91531213237863,1
Black,58,B,D,E,A,C,B,-61.612200036059185,E,165.94658129849742,B,B,B,29.006807752576076,D,-150.75330600008007,-19.388819087362926,-2.278572329192442,-252.04390996151247,1
Asian,54,E,E,B,E,C,C,-35.747235527355116,E,131.7962879399747,C,B,A,101.11192565652203,A,95.49104851995818,-94.67537147099713,9.248385963129744,18.102704515164003,0
Black,41,E,C,B,E,C,A,-3.763735672072279,A,-7.573810928850547,C,B,A,101.22328658801068,D,-62.15560894239359,57.49450140968154,-14.16383400793539,-144.3131450505177,0
Asian,76,B,D,A,B,C,C,104.41055478458932,D,78.53483669211482,D,E,B,-61.01183672671717,B,164.7690710939201,-47.29105667906291,-91.05582741435082,-34.48988879726735,0
Other,78,B,B,D,B,A,A,96.1498086440122,C,-9.636631499731134,D,D,A,-62.79695678075925,E,-10.389488270443655,-32.50973039170911,68.88166563361972,70.1000100758012,1
Black,44,B,C,C,D,A,D,-192.10323511749024,C,-129.09912757672734,E,C,B,308.9900785656655,A,169.99119278665182,-17.295428447082173,-78.40763547126109,127.34988428105156,1
Black,72,B,A,C,E,C,A,-42.30828773964526,B,-144.10182039727988,C,C,D,95.29073143579618,A,9.70211260127265,-15.149784132868248,-128.15692707585703,-83.84239164049153,0
Asian,62,A,D,E,C,C,B,48.22767225455389,A,50.03924964691232,B,E,E,2.6484616997422408,D,-177.63491765970383,55.10323918018932,62.04994173279423,44.877733595670136,0
Asian,50,E,E,E,D,D,C,125.00369622857335,B,-34.68968826014917,A,C,C,-162.49804072554105,D,162.57065625885977,-169.1233847958047,59.770002793665725,90.22579693910743,1
African American,66,A,C,C,A,E,D,-127.08443076424894,D,-15.979921694734708,E,D,C,-22.90168259118212,D,29.438410721895497,-8.124427555353536,-0.7002203408128584,99.5443372352307,0
Asian,74,D,E,C,C,D,D,-29.50606554422578,D,-238.61552986516145,E,D,C,117.0656983385489,E,219.7164147002771,-2.465168666607587,-119.44649421458509,121.98618331428062,1
Hispanic,37,D,C,E,D,C,C,-44.131872387857044,B,16.6142049812479,E,C,B,-30.66288999493103,D,40.644488574484186,-54.486351341056235,16.277124943034913,181.40977747666577,0
Hispanic,63,C,A,A,B,D,C,69.65052691106533,E,-19.35444168890312,B,B,D,25.26693194193752,D,-34.15422977436248,48.92476708823086,8.373367006444116,-82.55960528113408,0
Asian,31,C,C,E,C,A,E,94.47664191771003,E,-92.66502439022457,C,C,A,120.12921389415914,E,-137.02047356569506,-26.475320312758804,-0.2738527077204862,-135.27267636331158,1
Asian,25,E,A,A,B,D,C,81.84230210955869,A,-79.58197296649224,E,A,D,-29.125807796673165,C,94.54998376177134,-176.74642642674797,131.30185525173275,-53.584585124211614,0
Hispanic,73,B,B,C,E,D,D,80.47635378450853,A,-53.29916675069715,E,B,A,-60.1724445855356,B,-151.9075520941279,59.5657728238862,-17.099484567001973,-15.085952594384503,1
Black,67,B,E,A,E,B,A,-15.078393109322885,E,-82.95901881783388,D,C,B,-3.61122457494301,C,-44.18395818531068,-142.62111031198964,298.5370898509121,75.6470868126041,1
White,74,C,B,D,A,D,B,-19.652160104074166,D,101.71673865800895,B,D,A,-20.49906110645128,A,151.31894001445946,17.469667869753376,-113.61281723463479,-18.394263972441706,0
White,50,A,B,C,E,D,B,126.28149080133268,A,8.2310440718252,B,A,D,-26.81951232000472,C,-109.76268985068816,153.55073181086857,-27.60167332082552,-75.23123424541933,1
African American,52,A,E,C,B,A,D,39.07984030080906,C,9.806304022272759,B,D,C,-121.42801696761441,B,-129.9309017572719,-158.04589502386773,-91.90051846164047,103.75350146223619,0
White,56,B,E,A,C,E,B,104.9089211551096,C,34.23076787933441,A,A,B,108.41898425529706,A,-14.091332765512712,-2.277846416422086,-50.97181805864898,20.946838688269366,1
Asian,26,A,D,D,D,B,B,42.908528673387266,A,35.9659053222077,E,D,B,-58.187110196010586,C,28.82838101518579,-5.150422056945485,32.82079462599507,180.25946166688132,1
African American,71,C,A,E,A,E,A,-87.15217904407278,C,-29.150778008758227,C,D,E,150.74946430243645,D,169.64303185892092,82.5586645890045,101.78138048873315,148.61061434257695,1
Black,76,D,B,E,A,D,C,51.398033674390966,D,-86.54000440306518,B,D,B,59.29093975911856,B,-76.94989934568905,-103.3031225440651,1.228078494460515,12.635206869439152,0
African American,53,E,B,E,E,B,B,-41.32329137783599,A,-46.66925480457976,A,D,D,-129.57447059294617,E,-73.63857595558736,-30.53314677029028,-79.89290229061467,15.89518568939006,0
Other,39,C,C,C,D,E,C,-123.80372069467877,E,55.598117984695094,B,C,C,171.68959373128914,C,-2.178271045006864,-48.19617929525172,-45.22932007009778,110.88734868185412,1
White,24,E,C,E,D,C,B,160.1104497579571,D,32.59652864063739,D,D,D,-161.21492257921255,D,4.1716088084811656,37.07073865499636,-148.4186957477481,-75.84539297238295,1
