sex,Religion,married,nation,feature_0,feature_1,feature_2,feature_3,feature_4,target
Other,Hindu,Widowed,Mexico,-36.80453359144615,A,-147.02770912378244,-105.69977239742809,D,1
Other,Christian,Divorced,India,-145.17415639979774,C,-65.75642457603486,144.1214489233941,B,0
Female,None,Married,Other,36.3521001994146,B,-193.26559527600756,33.49079448710033,C,0
M,Christian,Divorced,India,127.25605844727346,D,-170.92616254981345,67.86779994165623,C,1
Other,Muslim,Divorced,UK,36.053135839699195,B,67.1113144510726,-90.77763469747445,D,1
Non-binary,Muslim,Single,Brazil,-97.73749957697663,A,-178.79195123665068,-35.061586787524924,A,1
Male,Other,Married,China,-21.30976277346317,B,6.729691699650855,53.912261122565084,E,0
M,Buddhist,Single,Germany,90.19937676688123,C,-116.93418462574128,61.592293950127456,D,0
F,Jewish,Married,India,31.999143811317012,A,-172.50549971625213,-131.6910034262737,B,0
F,Buddhist,Single,Other,78.759807823463,A,-12.339969315665332,-41.37590764361171,A,1
Non-binary,Hindu,Widowed,Brazil,95.12663677671155,B,75.43819195348752,121.77590257189341,B,0
F,Buddhist,Divorced,Germany,-48.35526826059947,E,-23.614339662619425,160.62073368139468,C,0
M,Buddhist,Divorced,Mexico,-44.56229129549516,D,-64.59972099075507,-92.62585288304312,B,0
Non-binary,Muslim,Single,UK,-21.33975281109479,A,-3.651941690835821,-44.49106557252801,E,1
Male,Buddhist,Divorced,Brazil,115.05694937497908,E,16.8021845082381,-44.3652094760082,E,0
Other,Jewish,Widowed,UK,-87.69560615648473,B,-14.823595980166779,204.1496299524775,A,0
F,Muslim,Married,India,5.683547191376286,E,-111.47498813027208,-24.619115467385928,C,0
Non-binary,Muslim,Widowed,Other,182.30367011372127,D,-55.85706101777108,-50.085169596535636,C,1
M,Hindu,Divorced,India,135.46913358443794,A,93.67417754360741,-42.67527526441805,E,0
M,Other,Married,US,18.250589999071426,C,-94.21147335820028,155.59896028114258,D,1
Female,Buddhist,Single,Brazil,127.63551154126984,D,68.56019918427604,-75.38851809350783,C,1
Female,Other,Widowed,China,46.8562905836641,A,17.09042265778959,30.972540885732762,D,1
Other,None,Single,India,-39.537942704176324,A,35.865389974189505,29.423952531741897,A,0
Other,Christian,Divorced,US,89.83798298419839,D,60.829486970464316,-139.46610918821176,E,0
Male,Christian,Married,US,348.37839175807113,E,-137.51452061882546,-17.017790892837727,A,1
Male,Hindu,Single,US,-117.6937691422778,E,-99.6933509025223,-95.37537486101682,E,0
Male,Buddhist,Divorced,Germany,-66.36926987155158,C,-8.406410318998798,15.484085401793829,B,1
F,Jewish,Divorced,China,-124.89769052770356,B,-45.0079326947154,19.30174301996718,E,0
M,Jewish,Widowed,Other,28.842367360639244,D,-152.20773568998075,-23.00897871620937,C,0
Non-binary,Muslim,Divorced,China,1.8732783850606531,B,19.189019290553215,61.217654109681554,D,1
Other,Other,Divorced,Other,-85.5569382024516,E,1.2247428019149125,26.634757258291238,C,0
Male,Other,Widowed,UK,28.053560830930063,C,136.04567500012053,115.1288425955723,B,1
Non-binary,None,Widowed,Other,-120.71782954668724,A,-247.24569674477874,-70.56823697400895,A,0
Non-binary,Hindu,Widowed,US,174.54656846093812,A,83.66290796343985,118.45695285123541,D,1
Female,None,Single,Mexico,20.97496344418712,B,81.85899515068465,41.69045697446279,E,0
Non-binary,Hindu,Divorced,Mexico,-206.62370248424384,B,56.070364135965534,284.4375604132867,C,0
Other,Buddhist,Single,Mexico,-0.8028550002283381,B,-125.60439797745191,59.64435999624775,A,1
Male,Christian,Widowed,India,-71.7724802285585,A,13.442375351337589,-44.89301625985524,E,1
Non-binary,Buddhist,Divorced,China,-6.202107133927693,C,7.7719709056198365,165.40320899127835,E,0
Male,Jewish,Divorced,US,44.08986118974568,D,-31.612718181678932,-166.64393677891965,C,0
Other,Buddhist,Single,UK,-17.468089897604706,D,81.7775856512363,-66.51955423301268,E,1
Male,None,Single,Mexico,-3.98241007392722,E,-55.4362083078869,65.38421495122721,A,1
M,None,Divorced,Other,219.59687781278504,B,-39.23305587357771,-38.36559076205028,D,0
Male,Buddhist,Married,Mexico,32.137775162816844,E,-25.877140576421386,26.99568063798762,C,1
Male,None,Divorced,India,-164.9118665001037,E,45.20006501842096,-65.69060051870078,C,1
Male,Other,Widowed,Other,-13.222201052536212,B,-18.79072858659955,-8.315225839761178,E,1
Other,None,Married,US,-88.72391042927832,B,-131.0092775662518,32.063906231230106,A,0
Other,Muslim,Single,India,-55.446237967044176,D,-16.305675464762704,-67.83571683419338,A,1
F,Other,Single,China,-97.36069041977959,B,-132.83751228396162,47.133993528259886,C,0
F,Muslim,Widowed,UK,-31.705310213451693,D,-153.94765146642914,240.5060128824581,C,0
Non-binary,Jewish,Divorced,Mexico,-35.218719635166394,D,-90.33934674569211,-113.79279453387205,D,0
Other,Muslim,Single,India,-45.6264639722246,E,45.25568763067794,105.62643794409033,B,0
Other,None,Single,Mexico,53.66108049062579,D,-71.63002362836062,-44.161242212643295,A,0
Male,Buddhist,Married,Germany,49.60747702787219,B,116.93856992507095,139.1242213016469,C,1
Non-binary,Other,Divorced,India,14.891373169675479,A,-167.34674332382468,-119.21568938272505,C,1
Female,Muslim,Widowed,China,-77.50755375203883,E,85.13495276077383,112.1695049101444,B,1
Non-binary,Jewish,Single,Other,-68.03591915901144,B,73.82827526541865,-74.37249319076273,B,1
Female,Hindu,Widowed,Brazil,80.6474545357264,E,82.69025640369972,-42.42854300880847,E,0
Other,Other,Divorced,Mexico,-64.60265355762034,B,34.373659669293026,-95.19085430939265,E,0
Female,Other,Divorced,Other,97.84783172791002,D,184.20887324934836,-34.43768684092225,E,1
F,Buddhist,Widowed,Mexico,-183.7717980561606,B,141.63025155789072,84.96052391857407,C,0
Male,Other,Divorced,Germany,-44.92367704934097,E,-25.798849861750966,-4.601846632820899,E,1
Male,Buddhist,Divorced,US,96.89108701601874,A,105.39139522043403,-2.423877643045676,C,1
Non-binary,None,Married,Brazil,-171.2367149630177,E,-51.12961287014305,-115.5407751585166,D,0
F,Buddhist,Widowed,India,-72.52308381602712,C,117.15614098491587,-56.28651854697635,A,0
Non-binary,Christian,Divorced,India,-54.55720736465523,D,-115.18934037765176,-96.80045624837175,C,1
M,Other,Married,US,-138.89545935540474,E,46.300022998542644,-55.83006997797254,C,0
Female,Jewish,Married,India,-114.63478360688302,E,-62.450420218506295,-16.96580699325987,A,0
Female,Muslim,Divorced,Brazil,46.56184163599937,E,129.8650267740948,-70.40606828517994,C,0
Non-binary,Jewish,Married,Other,51.867779126771985,D,64.82129072322353,-5.910384740008455,C,0
Female,Christian,Widowed,US,-49.03770192602818,C,-1.8947020771031726,37.625634826807115,D,1
M,Hindu,Married,Other,-45.53988998867214,D,148.6720978476369,-89.6849800378358,A,1
Other,Hindu,Divorced,China,85.72812457766193,E,-46.868099628139525,-13.850798428510606,C,0
Non-binary,Buddhist,Divorced,India,-294.3042322015519,B,-23.02378755809482,42.41880432786516,B,0
M,Jewish,Single,UK,69.7546767745388,B,-24.14343506489123,-53.05982384123551,A,1
Male,Other,Married,Germany,-64.21161566881285,A,-162.53540723833336,-77.95624929260944,C,0
F,Christian,Divorced,Brazil,-10.59288766341057,C,250.5766892644126,-203.83158865872727,B,1
F,Muslim,Widowed,US,190.72464290470106,A,132.17141674875637,3.228554509496483,E,0
Non-binary,Jewish,Divorced,India,-41.841386363607384,C,-56.15361217349116,124.57825902133297,B,0
Female,Jewish,Single,US,-36.13689409239304,C,128.5857771944366,-124.12974957675577,D,1
Other,Other,Married,Mexico,-90.80021658430661,D,-89.08645768306037,-152.26142977173564,D,1
M,Other,Widowed,India,-182.201138805011,B,186.141237593204,8.227663512024307,B,1
Other,Muslim,Widowed,US,-93.76707830649917,E,73.83787878577468,68.53229855538541,E,1
M,Other,Divorced,US,116.47171516600035,C,22.382335797411507,-10.313483235667583,B,1
Non-binary,Other,Single,Brazil,186.1082845014599,C,15.942677305826308,-88.65298264455626,A,0
Male,Hindu,Widowed,Mexico,-21.48393966382825,B,-19.59389022183136,-66.47027121620559,C,0
Other,Hindu,Married,Other,155.36060832037327,B,-4.590627010622004,-5.699534730040094,A,1
Other,Buddhist,Widowed,Other,-158.8080340670248,B,231.02723350480395,-105.43473886461834,D,0
M,Muslim,Widowed,Brazil,53.281044125357745,E,5.479488308173109,-70.05448109892762,B,1
M,Buddhist,Single,Other,-189.74996086145217,E,169.82236638621993,-128.49110112805295,B,0
Male,None,Divorced,US,20.034619789903964,C,149.63554393222046,-199.41792666928927,A,1
M,Christian,Divorced,Mexico,-29.605624675861215,C,-64.50819474363486,193.3552222783262,C,0
M,Christian,Divorced,Other,87.79507861655878,A,-116.84858911488847,-56.68478034634573,A,1
Female,Other,Married,India,39.986620025532396,B,-68.6314253269506,37.34764090792574,D,1
F,Other,Married,Other,-8.165617725335206,D,53.83207065526396,-53.01514244245779,B,1
Other,Muslim,Single,Mexico,22.392744735803262,D,27.69173458823127,103.51199327820075,C,0
Non-binary,Other,Divorced,US,0.6595162291967666,A,-21.569045085583554,60.21554401743675,B,0
M,Hindu,Widowed,Other,47.267151248385254,C,-92.5282110428442,22.837260236373954,C,1
M,None,Divorced,Brazil,-64.06039126024135,A,63.853310938214136,7.382410609902097,C,0
Male,Other,Married,Brazil,112.89834128187883,E,60.23570030983919,20.04261677436007,C,1
Other,Hindu,Married,Other,-132.43438931168257,C,-99.75226031913876,-6.016336936822442,A,1
Male,None,Single,Brazil,99.05439273083392,C,116.2216230879699,218.53164152238818,D,0
Non-binary,Jewish,Widowed,Germany,-117.3298435174313,E,-31.016869556521492,189.16967969097124,B,1
Male,Buddhist,Divorced,US,118.00568595829617,A,-90.51817768633344,103.44591051700797,E,1
M,None,Widowed,Brazil,-30.94014523773449,A,33.88521049946289,121.23239524182307,A,1
Other,Hindu,Married,Brazil,184.16813094521294,B,52.177102012812156,-71.81258583104201,E,1
F,Buddhist,Single,Germany,-130.33174462075107,B,14.116478340682562,-163.40999224188423,D,0
F,Hindu,Single,India,-158.28385042588013,D,-20.330709830115424,-85.2627144069939,B,1
Male,Hindu,Single,US,63.58698774175775,C,-35.15165041260923,-14.788018002274605,A,1
M,Buddhist,Divorced,India,49.50479454836157,B,-13.991433545143389,50.36755504256708,E,1
Female,Muslim,Widowed,Other,203.93589009301337,A,-134.11529814153553,142.94072732752875,C,0
Other,Other,Divorced,Brazil,116.82354275424638,B,76.00680497796209,-82.99987793315418,E,1
Other,Christian,Married,Other,-108.38716043100452,D,153.22346029956722,-11.155570887019124,E,0
Other,Buddhist,Widowed,Germany,-15.396690607036021,B,-36.53551519730507,-196.34513523292537,E,0
Other,Jewish,Divorced,UK,148.84392800464107,B,121.68663370155373,-69.99149225353406,A,1
Other,Other,Widowed,Other,119.55231232728339,E,43.17820488509351,83.1339755314354,D,0
Female,Other,Single,China,2.2645177714322244,A,-34.69056752989579,-29.864049284071427,B,1
M,Christian,Single,UK,-202.8288738732825,D,-144.24257555420047,-5.453161941592606,D,1
M,Other,Married,Brazil,-179.16708261966988,E,68.69232655947874,61.24197652658352,C,1
Male,Buddhist,Married,China,21.146032254542156,B,131.25549153141841,93.37421032277457,A,0
Female,Hindu,Widowed,India,53.94993999793498,D,15.331096609808007,27.23426025063632,E,1
Male,None,Single,UK,-14.20913119691809,E,-38.574081188747385,-7.281419946108568,C,1
M,Christian,Widowed,Mexico,-35.334586439683996,C,-55.437335859635276,-113.80281804236583,E,1
Other,Jewish,Divorced,Germany,143.03610919104742,E,20.558157941993628,-30.98790193015468,E,0
M,Hindu,Married,Other,28.783048973724583,A,-48.50007615232731,101.05377294851381,A,1
M,Jewish,Married,Germany,56.8369130808681,C,166.9448711804008,-153.5209147953113,E,1
F,Buddhist,Widowed,China,-0.5741269969949869,C,78.58020354480169,10.373299124435803,A,1
Non-binary,None,Single,India,21.824953494833167,B,118.35258135444653,10.896578374744696,B,1
Male,Jewish,Single,UK,-72.38709187351171,E,48.506644054646046,-77.3237727230301,C,1
Male,Christian,Divorced,Other,15.099369287181547,A,30.03361190385393,-27.58961822955486,A,1
M,None,Married,Brazil,67.45512813231417,D,-67.56901675864461,46.445283088078156,D,1
Male,Muslim,Single,Brazil,-34.75572921666451,B,-42.56217749188206,23.50743730824004,B,0
Non-binary,None,Widowed,India,93.54508194944358,D,89.35744493465438,107.750573401945,B,1
Male,Jewish,Single,China,-39.632872014123514,B,17.11377917489324,-54.415028457566905,B,0
Female,Jewish,Married,Brazil,41.070904865443474,E,-0.12001178882986636,9.364474274593695,B,1
Non-binary,Buddhist,Married,Germany,-15.89986635324119,E,97.16116127265829,-62.70820553398693,D,0
Non-binary,Buddhist,Widowed,Mexico,-108.71898275271128,C,47.24079366677171,-139.23096859305872,A,0
M,Muslim,Divorced,Mexico,73.7271220208912,C,-74.47874304293863,114.66369941035896,E,0
Female,Jewish,Widowed,China,143.71851809808015,C,-24.574439527800656,107.9502103225693,C,0
F,Muslim,Single,UK,-6.497765862277993,A,48.34821554510415,196.362509388732,C,1
Non-binary,None,Widowed,Mexico,14.73860832797106,D,-74.30770631322778,-111.74149084844987,B,1
M,Other,Single,Other,-17.38393543401951,C,-168.33949708862974,-102.11287865323236,D,1
Female,Christian,Single,China,-104.07444128886054,A,6.895593084744569,-28.539937525642966,D,1
F,Muslim,Married,Other,-9.744811616915673,C,-154.4234010730785,46.64899256386192,A,1
Female,Other,Single,Mexico,14.875474804069855,E,-172.11062600578234,117.56780055141827,A,1
F,Hindu,Single,US,-26.16719816700489,C,-0.4882149697637699,124.80850372314933,A,1
Non-binary,Hindu,Divorced,Germany,6.871281373498424,B,-18.990559499353683,241.3071543369607,D,1
Non-binary,Other,Widowed,Other,-164.77091263935625,A,-28.119199351892043,-95.65383839440781,B,1
Non-binary,Jewish,Divorced,India,30.869615773025018,A,34.967206928199595,-70.65966124560987,D,0
Non-binary,Muslim,Divorced,US,-55.648731623481204,D,0.6359141736494487,178.38572959634138,C,1
F,Muslim,Divorced,UK,-1.0859301725842274,D,-140.28919537270716,84.78924453263407,C,1
Other,Other,Single,China,-114.27404155508229,C,42.42475735065825,-286.66015513460906,E,1
Non-binary,Other,Single,Mexico,196.157495057193,C,-62.103403962421424,-39.603322516262004,A,0
F,Christian,Single,India,101.38319114086809,A,-29.981939189706353,51.814396593154974,B,1
Male,Christian,Married,India,-41.37212922935693,A,56.616237482829,-27.928666566123077,D,1
Other,Buddhist,Divorced,Other,-23.831159086739643,B,163.24159565616196,-67.82093753193841,E,0
Non-binary,Muslim,Married,Brazil,67.72846675580169,A,-78.2007705116105,47.77458198261045,B,1
Other,Hindu,Married,China,-68.21114021705496,D,-99.4796246011981,106.38701639296193,A,0
Female,Christian,Married,India,152.0632989915289,B,-35.03120042264168,-34.06239380343899,E,1
Other,None,Divorced,Mexico,-72.5939639748593,D,-89.12062605238098,17.659617859122466,B,0
F,Muslim,Widowed,Mexico,-272.99904138599516,A,61.48673134742593,-106.861136912776,C,0
Female,Buddhist,Single,Mexico,-23.701825609278977,E,106.5488541079206,55.440273057286625,C,0
M,Other,Married,Other,-11.068436473455764,E,69.33580506734283,17.01930372956375,A,0
Male,Buddhist,Widowed,Other,168.1033392468492,B,6.133189298707779,-20.940349147243538,D,1
F,None,Single,Mexico,-58.20915145284032,E,-167.80198405902215,70.87289290011391,C,1
F,Muslim,Widowed,Brazil,-113.82685914257462,C,-45.79229872909379,-59.152020948375686,D,0
Non-binary,None,Divorced,India,-4.727682515956378,E,-47.99770268377831,-29.223894242169774,C,0
M,Muslim,Divorced,Brazil,-172.46501215448927,A,-45.892663478073835,24.784018294619138,B,0
Female,Hindu,Married,Brazil,-149.25335305567168,A,-109.35212630283996,17.815090851562932,C,1
Male,Muslim,Widowed,China,-2.8639881230012545,E,44.832529703200365,-3.3650484017581475,B,0
F,Buddhist,Single,India,40.7974397960921,A,-38.223150674011364,233.81437828657155,D,1
F,None,Single,India,96.31646642832787,A,132.45381892399888,170.25010732037032,C,1
Female,Muslim,Single,India,-111.66419364010474,E,125.81642683251111,-87.21661774856575,A,0
Female,Christian,Single,Germany,82.70214839689226,A,-10.184820820603651,-46.96121035796432,C,1
Male,Hindu,Widowed,Brazil,33.36976678676987,D,-105.07157992135761,-185.66215709491186,D,0
Female,None,Married,Other,-42.69694000090273,C,12.083445836397136,-39.57251597207639,C,1
Male,Buddhist,Single,China,55.045766571129995,D,-21.474867503554197,-86.20966458233343,D,0
Female,Buddhist,Single,India,-136.63534162552557,B,-157.51250275575757,137.80439662610542,A,1
Male,None,Divorced,Mexico,-99.7270425600899,C,184.48968592667583,133.96533891519115,E,1
M,Hindu,Widowed,Other,-36.66527536727791,A,88.09937558904726,-92.14808350540491,E,0
Other,Buddhist,Divorced,Other,-32.77797290079407,B,-17.915669946056127,102.93310231032,A,1
Non-binary,Other,Widowed,US,-216.674494347745,A,-74.69817815659603,-35.976241664279904,B,1
Other,Other,Married,Other,-4.2180881093244835,D,-213.8132631399158,-93.2968866825823,B,0
Female,Other,Divorced,UK,-137.19157558175556,B,-87.52880568351186,36.98511984553958,C,0
Female,Muslim,Married,Brazil,102.07237581688864,A,-60.62723603194604,-95.51165068383969,C,1
F,Other,Single,India,-158.01595138212687,A,-228.9136240947771,90.30400766046935,B,0
Male,Christian,Single,US,22.748360648357057,B,-4.282642715186332,8.118154865169288,A,0
M,Hindu,Widowed,Other,-178.27396913643975,D,-93.0726103301967,38.44018477060639,B,0
Non-binary,Jewish,Widowed,US,-73.36151115199645,A,66.52487355365842,-48.101876156192795,A,0
M,Jewish,Divorced,UK,166.89622546510796,D,-74.6360590686083,83.94253173663276,B,1
Other,None,Single,Mexico,92.998343678762,E,149.89184368826386,-92.50531251095163,E,0
F,Other,Single,India,67.34477704228838,E,120.89505674884202,75.02983735692048,A,1
Other,Other,Divorced,Other,-18.27895173642728,C,20.65420971148874,-93.86754913434171,A,1
Other,Buddhist,Widowed,Other,-53.2379623417345,D,57.17841900261013,-51.47237744203209,A,0
Other,Muslim,Widowed,Other,-77.92429042115934,E,138.9854862168056,-136.63403733247165,C,0
Female,Jewish,Single,India,-22.574225611418342,B,-116.98063200478434,-151.83195162308297,A,1
Non-binary,None,Single,China,8.030244585460245,D,231.23663162756944,10.281853364068102,C,0
Other,Hindu,Married,US,59.08594657521731,A,98.79177972685945,112.45590803529184,C,1
F,Hindu,Widowed,China,-174.3406647996917,C,-79.02662772952944,-160.6073132141856,A,1
M,Buddhist,Single,US,-0.4338910105152117,D,-41.283306483254826,-248.91291564269414,D,1
M,Hindu,Divorced,Germany,-1.9717560493477337,B,-13.549739899270858,-185.31993932406368,D,0
Female,Buddhist,Married,Brazil,12.12296689610154,E,50.88795947483062,30.241673587875027,D,0
Male,None,Divorced,Mexico,-39.98557128345529,C,54.15194407269544,0.3455923198454007,A,0
Non-binary,Muslim,Divorced,UK,-71.28700706041273,C,-59.49052965651569,137.93726257003024,C,0
