age_range,SEX,military,Nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
36-50,Non-binary,Veteran,Germany,-55.39908626099312,116.36974107231302,A,D,D,100.05593937053641,1
65+,Female,Yes,UK,25.83290518597392,48.08947211030104,E,B,C,-44.56446685771252,1
26-35,Female,Non-Veteran,India,105.50315106826609,82.28340618244052,A,A,C,117.09758437564628,0
36-50,Male,Veteran,US,-106.65119868875095,-4.15531278116697,A,B,A,-89.42474689355006,0
26-35,Male,Non-Veteran,India,16.62137318506896,-6.323171164943012,C,B,E,-145.90885405876176,0
65+,F,Veteran,Germany,-9.596005579160922,152.94503768165845,D,B,D,-51.26401183255216,0
26-35,F,Non-Veteran,China,-93.0170058209393,-153.68023890066388,C,D,D,-14.935035902308599,1
26-35,M,No,Germany,60.04528746889881,70.15237177564143,D,D,A,18.887503854745034,1
26-35,M,Yes,Germany,32.52770672975317,-21.133652832349497,E,D,D,131.36658918453165,1
36-50,Non-binary,No,UK,90.74443814389483,-27.461553924457284,D,C,C,-14.12196411692327,0
18-25,Female,Veteran,Mexico,-32.76506354334628,-35.84381373907825,E,B,D,-1.5656794610848301,1
51-65,F,Yes,India,20.27921343333107,-0.2240475214393389,D,E,D,24.574182155761914,1
26-35,Female,Non-Veteran,Brazil,-10.872545094526957,-74.97988538482491,E,E,A,163.200716958393,1
65+,M,No,Other,-201.0714708381927,121.73217310911033,D,C,B,-25.893126724433564,0
51-65,Male,Yes,UK,-166.46333647862807,151.16984180232149,B,B,E,50.2908312919497,1
65+,Other,No,US,59.667554948900026,-185.47571639885015,C,C,B,-17.93323763773503,0
18-25,F,Yes,Germany,69.66147186328645,49.393524760105954,D,B,D,-102.34508120090537,1
26-35,Other,No,US,47.449077053471505,-78.97916832376345,C,D,E,-81.9907990740871,1
18-25,M,No,Mexico,-114.08304843778158,78.67995898087722,B,B,D,154.81391851137008,0
65+,F,Non-Veteran,China,-99.5242676301743,-20.109182737142266,B,B,A,210.77115909792735,0
51-65,Female,Veteran,Brazil,-109.66873919952842,14.830141111115172,B,B,B,67.22891046338178,0
26-35,Female,Non-Veteran,US,40.84613979766386,-23.18946415971784,D,B,A,14.566740992633243,1
65+,Female,Veteran,Germany,-7.915296896418393,52.37060748609564,D,B,B,28.065583040708997,1
18-25,F,Veteran,India,-185.21094485613867,-26.547349358967544,B,C,D,41.351676749244,1
36-50,Other,Veteran,India,46.21922915862251,46.91690751714273,E,E,A,7.547002249182072,0
26-35,M,No,Other,-24.709011954574894,38.38365650506109,D,A,A,-3.8494771466849884,0
18-25,Non-binary,Yes,Other,17.125389147180726,-154.6967691457241,A,E,C,-136.03213843797653,0
65+,M,Non-Veteran,US,-11.083101109586794,34.13792888781617,B,C,C,-94.67270977195189,1
26-35,Non-binary,Non-Veteran,Germany,162.76221823712103,94.95486457122897,D,B,E,74.34185807505776,0
65+,M,Yes,India,49.740521341548565,-190.9309984436208,A,D,E,-123.37938552083638,1
51-65,Male,Yes,Germany,-16.091229856344924,224.3921522332526,E,A,C,38.52675856980553,0
36-50,M,Veteran,China,-21.574818260789687,17.853234419187125,A,E,B,-21.63071765783995,1
65+,Non-binary,Yes,China,148.6172455671954,-53.27140090529093,B,B,E,-115.84412845552959,1
51-65,F,No,US,-19.467776901014066,-110.34545617590923,C,A,E,-92.78770760941995,0
51-65,F,No,India,132.999837518972,-96.01908186644089,D,C,A,54.70467083961697,1
26-35,Male,No,China,-95.18787776173451,-202.39133545058382,B,B,A,70.4213399256607,0
36-50,Non-binary,No,Germany,84.3091104055005,13.888745195040041,B,E,A,137.69124596675198,0
26-35,F,Veteran,Mexico,61.3147526899631,-51.26695551041555,E,C,E,-60.9056230557987,0
26-35,M,Veteran,Mexico,-29.52570080992174,50.81994090445069,A,E,E,-18.332416152574858,1
18-25,M,Yes,China,68.51571417447103,-214.13295492066408,B,E,D,22.690900695526672,1
36-50,Female,No,Mexico,13.09561842206804,178.25621109590318,B,E,C,-23.917967065167613,1
18-25,Non-binary,No,China,-189.49055720350069,-12.22021228220318,A,E,A,-22.93262426231465,0
26-35,Non-binary,Yes,Mexico,-49.95124099031928,-5.981320653232345,E,B,C,209.56818387983952,0
26-35,Non-binary,No,China,28.602869250135303,-83.62999326098,D,E,A,-3.101419296897984,0
18-25,Female,No,China,189.56992911224114,-38.77120309522859,C,C,C,115.5857751994364,1
26-35,M,Non-Veteran,China,-147.2647980211873,-42.01169676102986,B,E,B,-52.266634519387445,1
18-25,M,Yes,UK,-27.38742275134435,49.63547671168152,C,A,E,109.5169280315918,0
36-50,Male,Non-Veteran,China,147.02990995845272,-32.97250289242876,C,E,C,-55.6922586843413,1
26-35,M,Veteran,Brazil,84.7419724419895,245.7106920198714,D,D,B,11.254000805655457,1
18-25,Male,Non-Veteran,China,-48.51223491632623,-76.11410202128135,A,C,B,13.984475604899437,1
65+,Female,Non-Veteran,UK,20.094022150628362,-23.682677175346253,B,E,D,-0.7528586093024597,0
26-35,Non-binary,Veteran,UK,-79.1693558774735,-13.459896726269907,E,B,E,-60.96225573788554,1
26-35,Male,Veteran,Germany,6.3508227164645366,174.86744183693926,B,D,A,27.01605176201719,1
36-50,Male,No,Other,-152.7846432362751,174.10277577627804,A,B,A,35.27201119233288,0
36-50,Female,No,Mexico,44.02841147765071,-111.16362038944072,C,E,E,144.00982076413337,1
51-65,F,Yes,Brazil,-83.4078639390331,-156.77957745339498,D,B,B,-98.29333799212219,1
18-25,Non-binary,No,India,-57.84920749232607,118.13567661433379,B,A,D,-78.41041055516177,0
51-65,Male,No,Brazil,14.304926508649022,-78.41769456839846,E,A,A,-155.26972698076716,1
36-50,Male,No,US,-318.3871939143339,167.7217225246936,D,B,B,38.476213884445386,0
36-50,Other,No,Germany,-11.460718294678397,18.653231436119817,C,E,C,90.02115203566662,1
18-25,F,Veteran,Mexico,44.89919788518109,116.93112445820073,B,B,E,-126.45783305813613,1
51-65,Male,Non-Veteran,India,-193.95738809515848,17.989635075799495,E,B,C,-79.55127702712376,0
18-25,Other,Veteran,India,165.53551383031242,44.04329156931316,E,B,B,99.58934531978106,1
51-65,Other,No,Brazil,56.61179122473553,-72.94921554740391,D,C,D,-12.321056541087637,0
51-65,Other,No,UK,142.74476227374208,84.52474965147651,E,D,A,-188.13111866238742,1
18-25,M,Non-Veteran,Mexico,115.84017984759198,-155.49937415543215,C,A,A,-62.22576755453204,1
36-50,F,Yes,China,109.20909010241628,11.984537425430084,D,C,D,-94.81320147810857,1
51-65,Male,Non-Veteran,Germany,-5.112870264057025,63.962885906855526,C,E,E,-54.510598372225815,0
65+,Male,Non-Veteran,Brazil,54.5249150305869,-11.677498191354724,E,B,D,-70.34656373835114,0
51-65,F,Veteran,China,-58.90296313953671,-108.57399866019308,E,A,E,-35.62165649193632,0
51-65,M,No,Mexico,-90.65031000686625,-241.58655601888023,D,E,A,8.92255395536448,0
65+,Male,Non-Veteran,US,-81.3515502349404,-163.51648055361616,A,B,E,-10.28711934707672,1
51-65,Non-binary,Non-Veteran,China,-17.803139381204442,-65.60318184125926,B,B,C,90.03978813301663,0
18-25,Male,No,India,-195.73803104363455,217.26095272999385,C,D,C,29.069658527265112,0
36-50,Other,Veteran,Brazil,-52.19790355314028,-105.79880306793412,B,D,A,12.276650507053057,0
51-65,Male,Yes,India,32.45695180038041,12.794876766110896,A,A,E,213.5600695564825,0
18-25,Male,Non-Veteran,UK,-196.76498883886956,-79.1191959815838,D,D,D,-106.10766640309981,0
18-25,Male,Non-Veteran,UK,-57.03425413730847,122.81467401164407,B,E,B,43.51927152271903,0
65+,F,Veteran,India,0.5436816174885531,0.8749251010564745,B,C,C,-73.82194445582905,1
65+,Other,Veteran,US,-20.539513332580302,58.90496983951251,A,B,D,30.116812275828046,1
18-25,Other,No,Brazil,-25.2645914921178,135.3052919715656,D,E,D,-48.69419293129365,0
36-50,Female,Yes,Other,103.36043741498149,-2.0848170790901754,D,A,D,33.34749180464858,0
51-65,Other,No,Mexico,129.57386354418782,133.896111728501,E,A,E,149.30645003898036,1
65+,M,Yes,China,16.112844668520417,-136.5403510098985,C,E,A,33.39751128396308,0
18-25,Female,Veteran,India,38.10039074550083,-38.78502237348901,D,C,B,101.61789737243791,1
65+,Other,No,Brazil,52.77226369442061,185.01557916341073,A,C,E,124.84765495021163,1
26-35,Non-binary,Yes,Mexico,-88.95896162820506,198.49883431299585,B,E,A,6.964454669662554,0
51-65,M,No,Mexico,-1.4217369659083148,56.51003581897365,C,C,A,90.9177436547182,1
51-65,F,Yes,Brazil,-68.82967249047104,38.45409459807385,B,E,E,-179.06595112028003,1
18-25,Female,Yes,Brazil,-106.64553281848337,-7.826267674115985,B,D,A,-7.426169963272586,0
51-65,Male,Veteran,US,-42.735236032774374,-160.33334923258337,A,C,C,103.68977969301343,1
36-50,F,No,China,-38.261211702679056,-92.12824984308057,E,D,C,-22.43513297819604,1
26-35,Female,Veteran,Other,-71.34366398880695,128.03742095226528,C,E,B,-78.53490539980942,0
26-35,Male,No,UK,-125.41851676931645,21.26807485909498,D,A,E,-191.99806209799914,1
65+,M,Yes,India,19.985651497009016,74.09904604124246,B,D,B,-90.46034988368304,0
65+,Non-binary,Yes,China,-61.766739910158094,154.42139161946136,E,A,E,166.5436915919835,1
18-25,Non-binary,Yes,China,119.37896184534597,198.61951259545302,A,C,B,-128.00934898306969,0
18-25,M,Yes,China,-37.96934554608282,-123.64316377773821,B,A,D,-144.52422725239188,0
18-25,F,Yes,China,56.59482558204974,-1.2318615767219867,B,E,D,78.89510380371688,0
65+,Non-binary,Non-Veteran,UK,168.82073082187756,-66.99294519122044,A,E,E,89.5912375085948,1
51-65,Male,Non-Veteran,Brazil,37.69682428653922,-81.81389443767875,B,D,E,-68.20103967275409,0
18-25,Male,Non-Veteran,India,-39.2368565365311,-79.67717717683863,D,C,B,113.20602494858056,1
26-35,F,Yes,Mexico,115.11417756369599,79.511550771176,D,C,D,-30.079326549131373,0
65+,M,No,Mexico,11.57158126433704,97.10774537217274,B,A,D,-55.856393401356996,1
36-50,Non-binary,Non-Veteran,Mexico,100.61672973523625,-95.9356407461142,E,D,B,-46.627003180082404,0
18-25,Male,No,Germany,-136.2071628435977,22.2057516396028,A,D,B,58.025602603792,0
26-35,Other,Yes,Mexico,56.356914368191745,-32.99748493723399,A,E,B,3.6135306856818072,0
26-35,F,Non-Veteran,Germany,-37.83057699485143,-42.172320274066166,C,E,A,-281.56884239678396,1
65+,M,Veteran,Germany,-7.071293621237371,-75.27191785298612,E,E,B,-44.88689816759539,0
18-25,M,Yes,Brazil,10.22028927903261,-35.74847087618455,C,D,E,-52.29130938694777,1
18-25,Female,Non-Veteran,Brazil,-73.26436907063571,2.4882406583387624,A,B,E,263.4622424608025,1
18-25,Female,Yes,UK,34.93037097465342,184.6200049885916,C,C,B,69.36258365983045,1
36-50,Other,Yes,Other,148.500679059526,-40.55104546363984,A,E,B,6.08412067150343,0
26-35,Female,Veteran,Brazil,-91.65912231809838,-83.02046228544411,B,E,C,2.2192063685252337,0
36-50,Non-binary,No,Mexico,-120.27982870250429,4.471431058271113,E,A,D,-42.023865407638894,1
26-35,M,Veteran,India,199.23966041505557,-121.89736410792469,C,C,A,65.49374062057451,1
51-65,F,Yes,Germany,-120.87216720498277,1.8858115395095794,B,A,E,68.35496611965357,1
36-50,Other,No,India,-55.82742356280289,82.08710853912591,A,D,C,-92.9613469156647,1
18-25,Non-binary,No,Mexico,-23.931623042479057,-5.514629554828695,C,D,D,-156.42318396298037,1
18-25,Male,Yes,Germany,-21.535965191628755,-210.49430334847239,D,C,B,-112.28634424957508,0
36-50,Other,Yes,Germany,4.998543997518424,102.63443504047815,E,E,C,10.820563178138027,0
18-25,Non-binary,Non-Veteran,US,-89.35145154549349,-135.2207472558583,B,C,C,-16.870075858267985,1
65+,Non-binary,Veteran,UK,-12.548672062443236,43.198319907575375,C,A,B,-105.21812528931358,0
26-35,Male,No,UK,-86.27606249709558,45.05850080890292,A,E,E,82.58027023797142,1
36-50,F,Veteran,China,-59.36361728211349,-144.76037523329097,D,E,A,28.40625989228187,0
36-50,Female,No,Brazil,-129.40453357325364,-27.599452063689167,E,B,A,-3.133066067353459,0
18-25,M,Non-Veteran,US,-88.54622687303532,-27.66697896595012,A,A,E,2.956251863674017,0
18-25,Other,Non-Veteran,Mexico,-27.365147681496012,11.910708670524265,C,E,C,3.9264905380845936,0
36-50,M,Yes,Mexico,-17.117265822766637,89.43436629808839,E,A,D,26.63181473038249,0
51-65,Female,Yes,Brazil,2.276748451638852,87.85468804872858,A,E,B,20.140516839431204,0
18-25,M,No,China,24.608502878834095,229.08578779599696,C,C,C,38.47525818481942,1
18-25,F,Yes,Other,-0.046310358321522686,-42.74346566363066,D,A,C,-39.64866786650004,0
65+,Male,Veteran,Mexico,119.06161492452847,32.17095986804033,D,A,A,-112.81436276030921,0
65+,Other,Yes,Mexico,-8.016384966656373,-160.11760118301694,A,D,E,-42.950432793174706,1
26-35,Male,Yes,Mexico,52.497134685222015,-120.05009447263619,D,A,E,-69.36227550738163,1
18-25,F,Yes,India,11.871063168014993,-116.6192003754962,B,D,D,125.5132626470899,0
65+,Male,No,US,-268.6113051597331,207.39095769512144,D,E,E,86.5521627364521,1
36-50,Non-binary,No,Germany,1.8935954970288913,95.2383540750344,C,A,D,13.988258465116092,0
65+,M,Non-Veteran,China,-100.36231941964377,-122.06933352173597,E,D,D,90.26951312149649,1
18-25,F,Yes,US,-16.734561848312968,74.0797528922843,B,D,E,135.74876215686373,1
65+,F,No,India,-64.50324228958996,139.5137902167889,D,E,C,-19.62113780682945,1
18-25,Other,Non-Veteran,Germany,-24.548096928086267,16.641205391682462,B,A,C,23.67625414057605,0
26-35,F,No,Brazil,-86.19198296514597,-68.64282492916101,B,B,C,28.627017886351968,1
18-25,Male,Non-Veteran,US,-29.17143471776419,234.5518179550397,D,A,B,74.47370966369301,0
65+,Other,Non-Veteran,Other,-4.336380442584681,-29.74205466829857,A,D,D,-45.18014709602357,0
51-65,M,Veteran,China,-10.105366230329732,24.04637513836714,B,A,E,53.49618399097211,0
51-65,Non-binary,Veteran,US,-28.246266466408564,-188.66940069060507,C,B,B,28.752890742896376,1
18-25,Male,No,Other,-101.96714151864579,19.47361357309819,C,D,C,-96.14224886072982,0
51-65,M,Veteran,Germany,-109.1282690140886,96.11869928441344,B,C,E,-41.83000544538648,1
26-35,F,No,UK,-221.5426297645796,-223.6024349733507,E,B,B,10.172181738732633,0
65+,Other,Veteran,US,-133.99366723538935,66.40485135626385,A,D,A,197.25752300470504,1
18-25,F,Veteran,US,25.158308933295697,-82.52093718214434,B,B,E,-135.52601311780435,0
36-50,Other,Non-Veteran,Mexico,16.063949364491624,-71.96216599668237,E,E,B,54.29050519307458,1
65+,Female,Yes,UK,-84.41776298295903,33.13170817980673,B,C,A,-72.52215040621766,1
65+,Non-binary,No,Brazil,-36.57299211641373,-139.33339524615488,C,C,C,-200.61212761481406,0
26-35,M,Veteran,UK,213.426572685041,-54.73284238625962,D,B,A,10.754295303158962,0
65+,Other,Veteran,India,147.47489751683167,108.96113845306232,B,B,D,40.035452638294814,1
26-35,Other,Non-Veteran,US,-64.83224827853456,78.64391137672851,E,D,A,-28.836765798702963,1
65+,Other,Veteran,Germany,77.05554747716131,0.6717213377136833,A,B,C,-249.48221593782054,0
18-25,Female,Veteran,US,-60.89251542933481,-44.54700819978022,C,C,C,0.5642381226797177,0
36-50,Other,No,UK,-120.5418671810668,-70.33950032129071,E,A,B,241.99527310616577,0
18-25,M,Yes,Other,-21.119550717115924,45.03539873043215,C,C,C,-87.89166340289857,0
65+,Male,Yes,China,4.22477052219186,-29.488785302840405,E,A,C,1.0139307536239064,1
18-25,Non-binary,No,Other,233.1493364202311,84.8859624330518,C,C,B,-34.99385520222428,0
26-35,Other,No,Germany,125.04339333966217,-21.73437847338201,E,D,D,109.38023829333044,1
36-50,Other,No,Other,0.42612517984060033,-113.50800224719309,E,A,E,28.147998622515395,0
36-50,Female,No,Germany,-42.14265651304642,71.25280503763464,D,C,C,0.6589301618580579,0
65+,Female,Yes,Germany,46.80954524901177,13.995143664057064,B,C,A,-28.82242104647651,0
51-65,Other,Non-Veteran,Mexico,152.20753825790828,-124.25706282606603,B,A,D,157.36846592355164,1
18-25,Non-binary,Non-Veteran,Brazil,10.925886957452766,-92.1578175342934,A,D,A,-93.07403841632039,0
65+,Female,Yes,Brazil,-70.09908803925572,-49.876051331285815,E,E,E,-63.17760337844205,0
26-35,Male,No,Brazil,60.365665161847424,97.35480957796209,C,D,D,143.68344840254122,0
51-65,Non-binary,Veteran,Other,-180.29733350318088,3.573251203748875,C,C,A,112.81589171169828,0
26-35,M,Non-Veteran,Brazil,-78.37544146825283,-102.76813513042372,A,D,A,92.47362441521577,1
65+,Other,No,Mexico,58.713474748588155,-70.20457957967113,D,C,B,66.52006754024447,1
18-25,Female,Veteran,UK,-61.18398541695803,-200.4942416629179,A,E,D,99.93101965827532,1
65+,Other,Veteran,Germany,-4.092993239960292,34.44618371473568,B,B,E,-59.081152371302394,0
36-50,M,No,Brazil,-96.59989466995617,-113.6758637783313,A,B,D,-79.63043594393994,1
65+,F,Yes,US,-20.53601355481925,-60.90957441870619,E,E,D,63.99822672279063,1
65+,F,Non-Veteran,China,119.16413260748347,15.297344478499713,C,E,A,-283.73383327157717,0
18-25,Male,Non-Veteran,India,-37.441175354466424,-103.28338094125824,E,A,E,-40.62596967019242,0
36-50,Other,No,Mexico,-45.92840295525203,127.35045231735941,C,C,C,-103.89309022195133,0
18-25,F,No,Other,31.85840447222887,-122.32606416725076,E,C,C,94.20869318654891,0
18-25,Other,Yes,Other,179.6015323036823,128.4559313029041,D,C,D,-91.00013352155682,0
36-50,Female,Yes,Brazil,10.507342581015179,-38.574516149619804,E,A,B,-20.276607623762803,0
36-50,Non-binary,Veteran,India,183.61422972161293,-7.627777508897345,E,E,C,-8.057791833537957,1
18-25,Female,Yes,Germany,52.56677252295705,-93.94888254276323,C,C,B,46.194227690034076,0
18-25,F,No,Germany,229.49727084056536,-32.12825324875498,D,C,E,-61.616688642677985,1
18-25,Female,Yes,Germany,-63.121015031108264,-83.15201643113889,B,A,C,-33.479751089243464,0
36-50,Other,Non-Veteran,Germany,-1.0189150662185296,123.38635826666105,B,A,E,-88.88555526930672,0
26-35,Non-binary,No,China,32.11821041697523,-196.8632224705183,B,E,D,-51.920660362900065,0
18-25,Other,No,UK,-51.758791269361005,-142.87790311771676,A,B,E,28.985180183275677,1
36-50,F,Non-Veteran,Other,-65.05383825002986,181.51130817378248,D,E,C,34.76410158938859,1
18-25,F,Veteran,India,-16.921435063687493,-23.545584642887157,E,C,B,-12.612490520655054,0
26-35,Female,Veteran,China,83.01712922169608,158.49583018122192,D,C,D,-72.60697052454375,1
51-65,M,Yes,Mexico,-5.374266626608717,109.36561253433288,E,D,B,21.91672348329148,0
26-35,Male,Non-Veteran,India,-187.63916647045406,-68.78666328032652,C,B,C,68.09071461491423,0
65+,Male,Yes,India,70.11180880100802,-14.074363316925561,D,A,C,-99.97119045036722,0
65+,Male,No,US,-170.92042851186503,-62.92255348791145,B,B,B,-213.8910847387045,1
65+,Other,Non-Veteran,China,44.80216494903975,-104.52494789363307,C,D,D,-58.82131879094702,1
26-35,Female,No,Brazil,-157.57740606176435,88.53362252612732,B,D,B,16.755214476544456,0
26-35,Non-binary,Veteran,Mexico,50.330009230517824,-15.830817695757126,B,A,D,92.34302233999769,0
51-65,Other,No,India,103.38217095137779,-51.38626939169286,A,A,B,93.3606949356325,1
51-65,F,Yes,India,-32.80123952427738,-74.19418983530028,B,B,A,-41.35853986838568,1
36-50,Non-binary,Yes,Germany,91.85140306906638,56.30143196529301,C,C,B,-1.4036483651148122,0
65+,Other,Non-Veteran,Other,-255.45381592353968,-38.51429207872224,C,C,A,5.007418349036519,0
65+,Other,Yes,UK,-26.024174752230973,89.58096729493403,E,E,D,-217.81448743395154,1
18-25,Non-binary,No,Germany,15.521078954024196,-117.09737287820244,E,D,D,124.75483098738403,0
36-50,Non-binary,Non-Veteran,UK,26.943373052736934,-23.12359333719167,C,D,C,57.94420696140726,0
36-50,Other,Veteran,Germany,215.62749380178175,-147.49048977443204,C,D,D,108.91156451553294,1
51-65,Other,Veteran,Other,194.422920430861,-28.609940150850736,C,D,C,42.68349636804116,1
26-35,Female,Yes,Other,33.055847839545486,131.87476802143513,E,C,A,92.4415309046113,0
65+,Female,Non-Veteran,Mexico,-3.4364193558484626,95.4997910773132,B,B,C,109.83262781033486,1
26-35,Female,Non-Veteran,Mexico,126.74224543459742,133.32762279028069,A,C,D,68.83223337141497,1
36-50,F,Veteran,Other,-108.42724592887689,-52.24128359344529,D,E,A,40.576583929645984,1
18-25,Other,No,China,-67.65281759598966,71.37598142274412,A,E,B,-40.83722866132448,0
65+,Male,Non-Veteran,Brazil,115.66308579835471,21.885079558527202,B,A,B,-55.48199497748437,1
65+,F,No,Brazil,-143.55773596356823,-48.161666758311824,C,E,B,-50.13672045108336,1
51-65,M,Non-Veteran,UK,62.2515791367357,-70.98243537370882,B,B,D,46.53125749823215,1
26-35,Non-binary,No,China,104.80427865022956,121.68293834000016,E,E,A,-46.48371139850279,1
36-50,Female,Non-Veteran,US,-153.99759830631393,13.350975324451033,A,C,D,-6.664173111335712,1
26-35,Other,Non-Veteran,Mexico,42.41134404635297,-92.5814337418651,D,E,D,102.68812174272477,0
