age_range,military,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
65+,Non-Veteran,-125.08156869910549,-42.75346407091195,-42.58802129532492,-62.40229720576399,62.73251691251467,C,A,-28.97099841968046,31.921725712991982,C,93.82941764512076,-106.09232449372257,-103.48474976149133,-32.43918730937491,-26.507237009606666,-137.8062941028191,C,E,-33.35914878757373,0
18-25,Non-Veteran,-119.79989854995317,29.440633250976155,53.229097686034,-176.94205367801672,-120.06832860166068,D,A,-97.32168856363764,-0.18330831828647748,D,50.1576166226823,-17.3414312450575,45.79340317171612,-6.131100240400181,115.24934271247163,-43.88167912252601,A,D,-9.88884927897792,0
51-65,Yes,125.35702861699627,-19.210015522119686,11.287942727501411,181.05232614472996,84.5369884267403,D,A,-118.22086515837644,-30.56293211160284,D,61.280249656190264,-179.42970779372047,-105.49262651765619,-19.140451825588833,32.08264533131264,122.80375030027419,C,C,63.425499079113614,1
18-25,No,-81.31775508135686,-93.1479110716231,221.4368121006266,69.36023133456806,65.68018639400944,C,D,-165.73776418694308,45.96043687903559,C,55.235870601107074,27.532449219718192,72.39443136041638,-24.582824102730118,-147.58106037802426,-99.60002411903776,D,E,-28.107376033441117,0
65+,Non-Veteran,36.84566584641835,-20.906431206679414,-113.65490835174089,36.48787510409658,62.547627910711135,E,D,38.23085119602377,138.94120516992535,D,-277.80661059553523,21.39788627179954,3.0697826537859725,15.009336085776706,-76.68662765337679,114.82162946253402,E,E,-11.370727860024946,1
18-25,Veteran,58.36004057669104,-107.4228990146348,-82.46604908065194,-141.8860260427959,-19.828874389314855,D,C,-73.89814726873763,-92.54527723240591,A,-59.61196800861922,-29.519493775422678,-53.86422999993178,140.13193214337147,75.99545583350542,70.52500463478616,D,E,-7.5865212320136415,0
51-65,Veteran,-32.97565111145201,27.854452768822174,-38.497759220366504,185.06561346169522,-58.482026454265345,B,E,-77.99051983886655,-118.83927045210376,C,186.79680601923667,-16.503161441815994,12.891907844389802,119.68755472208963,-41.68721820551688,-12.197454168822455,A,E,-35.56691196467357,1
26-35,Yes,8.413818950683236,37.53721172330953,24.01817617038798,32.83180921585379,6.582841892954537,B,A,14.890120876617969,147.6979260870041,C,122.16900216198732,73.15333476619655,68.19996439401346,-6.114830989213341,167.2521134610099,37.38027409441497,C,E,-112.67839952430067,0
65+,No,-56.360463039504715,35.33281619272324,62.41624964612485,17.374214635688457,183.9143520940886,D,D,-34.64250294940208,-126.65035961161306,D,-35.859161659186725,-51.174798304520806,67.37846067174372,106.33302550476603,-63.70602293257453,-84.88507343641672,C,E,-42.28556281826633,0
51-65,Non-Veteran,-144.0432703009517,-193.70533466165435,109.62096891149974,-101.90542593046604,12.44093895215289,D,B,120.03116000994152,154.78620119266083,D,135.44669595062055,76.82806348795857,46.20743696941245,-16.47439283589731,55.52607554305193,61.68104138942311,B,D,119.83739093613733,1
36-50,Yes,-71.11845196170663,-115.25101429792595,121.52875338665572,-14.818478882722246,93.25507518661021,D,B,2.6046976673252535,-115.36812088775903,D,129.26853533259376,-49.069911188961655,-20.326738065713016,41.28809081059085,-155.4577737026483,29.284715298776405,D,B,131.58244697855926,1
36-50,No,-113.3922580270158,-40.806555720682454,-30.836783280237405,-184.06375870277682,-14.941705615248521,B,E,-183.52351629255378,2.3081556197863176,B,159.1054493176995,223.21858008470184,81.98820115814216,-169.17591243500348,93.84655630533216,-48.16850935846346,C,C,-218.5504331223203,1
36-50,No,56.41076858095592,-29.6877472235903,91.88748525360829,71.95635361242185,35.39854403157268,C,E,81.23148198455968,-203.2078153234846,E,-149.4653775390203,-23.963547307279075,92.53749964340047,-91.60646565819725,19.84961877821655,-22.905214275207943,C,E,45.6551974990486,1
65+,Non-Veteran,-31.239275250842663,21.663213699905096,22.98912797693306,-34.37642705749149,45.43321522416415,C,A,240.87473943480845,-6.7791794691293985,E,-41.48712002838874,55.28190366971945,-57.7921421748105,-70.07125751481121,219.2590470153502,-153.49104242322628,D,A,-134.62465882201133,1
65+,No,-92.93486706341966,96.29517370402111,8.647102671360646,15.784513446785034,266.0530984131285,D,B,-8.24865264742123,35.64746000694968,D,58.44163082941891,-102.92991125779709,-4.131802603113659,94.25771670330646,225.10277661384626,64.34822460004155,E,E,-2.542024055811894,1
51-65,Yes,2.8148024193106758,227.45816559244133,-45.679358083176204,-33.665943959810726,79.49639057839755,E,C,89.6385105732322,-113.57332239868757,E,-116.12662499197437,-38.747067342684616,14.232316491043608,-34.04066039047803,20.92390592785277,-24.825731656266193,A,D,98.24927334489686,0
26-35,No,-109.03526336703975,17.54608128219125,-63.38273739393425,-42.828418193456194,-75.04059184337393,E,A,-20.727323484322483,204.1076030219602,E,-9.481838786461411,40.91225630470582,218.6982540793598,-57.421734294074646,49.74020082042811,187.2481912089213,D,A,-60.787075046930575,0
65+,Non-Veteran,-127.68521922611194,-45.44225848459578,-16.9983869092254,-95.86588813955926,17.284864959784585,E,D,48.07954668682498,-33.9763808371767,E,115.63654267784389,153.86264971139016,-4.101173982324298,-164.74340695918647,31.975298248444094,-26.63632618106159,C,C,136.69378324630833,0
36-50,No,-141.62660556081764,-58.6430938811263,197.72947176849698,153.6709811724171,-13.308490020156555,B,C,-50.415874209163505,-92.59418850443329,B,-70.2851917035225,-65.67403372837708,-77.4395463899346,48.22235601069353,-105.5865772088655,-86.2052063325809,D,B,-55.65493998661671,1
65+,Veteran,-224.45258904154096,-78.04335660690687,134.82667360728206,-139.30195076037535,81.53416857923847,C,B,60.44056600483966,-45.65746549425369,B,-21.446622868145347,21.8155577568153,-100.86759489268732,-149.0703237718264,9.21984445241312,-17.44704547422139,A,B,-19.40610941995386,1
65+,Yes,182.3448230392957,-103.99689892701423,-45.618481332104544,-38.20440356766569,-157.34566196275122,B,D,-75.4511755475831,-19.410125929341287,C,120.47356319618943,-91.6746210064878,216.10693775463506,-6.950694088282579,-42.089337281041274,91.8280043897926,D,E,34.02745845095402,0
18-25,Non-Veteran,-110.27209392135924,128.8641898262454,-13.646799454374975,-64.7379322094378,55.79353243523899,A,A,15.185773656806049,-89.0666131010474,E,-29.41316668184803,-90.80978710357334,60.263715891806626,-38.71209180541881,58.780078216007915,142.94250775588117,A,A,-272.6026425170393,0
36-50,Yes,-123.80538493564457,-137.57714632929466,97.11121963068558,68.50955873792493,15.640701637966817,C,C,22.688857758112928,-114.91592410379371,D,85.64004889510923,-115.34414082944144,-13.113052602503677,32.67721528746289,32.00905268993733,60.466729193093194,C,A,62.3108446952366,1
36-50,Veteran,-138.95433912705278,58.77272208807213,-54.19745605289859,-94.5128925309039,28.172975810497427,A,E,18.29728890956807,-79.01647431887993,E,121.71623902318291,90.88693452900452,-81.96971465498608,25.54078949367068,-217.31731076805696,168.1386107305531,E,C,231.02375774281305,0
65+,No,-116.41421426884699,-94.81375029586835,-19.132262227367438,-197.8671742618393,100.87223428727386,B,D,101.77283387571994,-146.43030097016478,D,-89.09131388239655,-17.340094954324716,-152.3091495425232,-39.95219981037885,56.93659927469741,-145.13042421636908,A,B,177.64705249395686,0
26-35,No,59.09172794968133,83.86934308083225,-15.100985309848012,-56.60607088668288,-59.881431349693116,D,E,-91.41539183804689,206.09228451762837,B,101.84869686649607,21.437626444542275,80.89113814543116,68.33474704059441,-110.48491995025994,227.4892621443311,D,D,-78.3069626103509,1
36-50,No,-27.908794247422076,5.205232463599383,146.05571129699763,-167.18900213672921,77.31409183265798,B,D,-54.02021027172974,109.32555023755324,D,-6.34410358715691,87.04915977987717,-101.31579535782325,57.52833164623993,-24.12443232326389,-39.05340185196803,A,B,140.8461500191475,1
26-35,Yes,-12.979019509330492,93.95892152490461,6.431436572064242,54.66983375750723,65.55357899083283,A,C,-78.45135374096475,-81.64213691575821,A,51.37820712336968,-20.055116278025764,-49.719685585876064,-135.49312886858985,-160.19314154975547,44.530111218818945,A,D,-102.36896242695919,1
51-65,Non-Veteran,76.64986717071768,-91.51326093579671,90.66985056303703,77.44130084672224,2.7859214217707233,A,C,150.44779330833146,4.007681865235344,A,8.377231667596853,88.28504617027586,-104.46990164288839,18.327457376151212,121.85772166648626,-111.90176522075099,B,D,66.80995991193195,1
18-25,Yes,-92.59572404125102,-57.461343077966376,-136.93372281337832,228.73677216390914,-4.250500898579703,B,B,-44.00423028815226,-100.57998915476102,D,-83.35604455363197,-49.57426881699642,-99.14993138599004,-33.259176221631094,-3.796715088151078,71.45791034916374,C,C,-50.31517104072941,0
18-25,No,-93.0020735378021,-11.680219750680001,132.97551712108663,16.807746217061503,10.255646595198446,E,B,56.492400500799036,-65.0813939824409,E,203.3377249944738,26.713839088813895,-5.703403678302821,11.337326897756753,-108.88048745961076,-180.11211319313983,D,A,-183.70978771294645,0
26-35,Non-Veteran,-74.4880857377706,-124.54815589250956,-71.50068732814158,-243.7830365213789,-60.757818495139084,E,B,-201.35189093580274,192.61049545535678,C,-4.894807934060066,-163.14776161422503,-159.5896570401851,9.210519326259696,-51.403624889445375,-93.75034770825675,E,B,125.03005420302517,0
36-50,Yes,64.66747139716196,43.336131956846074,-46.26060160036998,-86.23140436184627,-115.9949555885164,D,D,80.01996898495106,78.21541023481583,A,120.5644242694183,-89.9856664172866,127.05937155599261,-118.49727307789723,-68.10138471888561,92.9365278432785,D,E,-117.25095360828799,0
18-25,Yes,79.44899519849427,-11.363777991532753,-128.48652549777213,48.26952748769321,-60.271909979385164,E,E,-20.73550739810693,-165.29545637863524,A,-296.12731236186147,103.7761694953103,-144.53423300614335,-49.609704606872,27.47758446886963,23.282347819319053,E,B,10.08632661990615,1
26-35,Yes,122.55552133705771,19.987357195227172,17.56263552947723,78.11684666740814,-40.18497890840061,B,A,21.7340556760106,-126.62955469778232,D,139.86050009231192,-0.7852964399644015,-12.935169672125404,53.90018627741227,-98.5722849573279,136.38629652659088,C,A,168.05313540918678,0
36-50,No,63.57879263873048,10.248577457104119,125.37791499818415,-76.00275562553507,107.75525477269186,E,B,-247.0431682250995,1.258966927973042,A,-222.96453554844362,-99.28634108139744,-75.15704403238954,68.8935536631428,-137.81801131459878,46.14328162951254,E,B,-25.30118301286984,0
51-65,Non-Veteran,142.02929866833352,-28.21074206194724,150.96270696529567,-61.4539896192533,1.2248414355360826,C,B,-56.20993624079025,-50.71878828622166,A,19.603844232145054,-47.935121102662876,105.56305349545848,-152.55102281286142,237.89942545069113,-117.71642312232002,C,B,-24.1365519745512,1
26-35,Veteran,20.060716759633575,-76.62454877667113,150.43481035041765,-12.77600775498739,-31.324878705752184,C,D,187.23198147247035,80.11839075446986,B,40.705090933188345,53.63052552861861,3.120570970272437,-123.32916185177567,-42.45692646819032,-182.05998513401002,A,B,-35.21590370902199,1
65+,Yes,-112.60720660388348,38.4008896769014,-6.6907417388695585,-64.91618799887256,20.92856574077377,A,D,65.34158226420371,-248.01540992501754,A,-161.48244938256153,-42.85984224366883,131.99688836440515,-139.23499925749633,7.170188458585028,-11.099748734214058,B,E,-124.57148607600048,1
26-35,No,123.63660539467165,-102.93137835053439,16.72667988429066,-54.7460386712034,-71.76559672262547,C,A,-99.82642894407073,277.44422947398306,C,-122.09809538213644,54.533652020761615,50.649206097265285,48.70669955640002,-131.35863112152813,94.79354796679482,C,D,-2.9746194205846184,1
36-50,Yes,-41.21873890574607,104.27684504906797,4.20370054404542,-70.66300360588022,45.59009799174739,E,D,299.88853725806325,-151.09633351006917,C,3.1546869699381266,-66.62091343370024,-48.14692389765791,98.68431241179532,11.093017697860404,2.212446236092156,C,E,136.06754725339462,0
18-25,Yes,203.2268000467045,178.47568219736345,-2.884421582357115,-93.95909014067948,-104.24481977381103,C,A,92.8741537547366,1.7792688954684575,E,-21.395820564428732,-81.30011298613204,107.34258960574779,168.27354253986792,-76.11104202555579,64.12012078857771,E,D,154.37428642369838,1
65+,Non-Veteran,-7.028018126635757,108.13191698812743,41.60942909801709,29.803335258189833,-111.07948221923702,D,A,-54.57112838565211,-228.8653658120315,C,-148.69645900598104,-69.17759970837966,71.53913348851006,41.35642355316284,-85.1529572850181,-85.22559689076083,B,B,16.898903023338963,1
26-35,No,-70.13716213434178,-174.85017543818074,-64.57475422636031,70.1121941109165,6.542260495370074,C,A,169.5122965128723,-54.73814066247557,B,-4.224460509380514,157.21745010317895,59.93076528520761,178.8567424271972,-90.11526303281579,-106.46272338411325,D,E,-72.52096675598399,0
65+,Veteran,101.38304280346779,182.0588594606612,-261.54654097802313,-73.26493842929048,52.58732357108513,A,A,34.25377759868671,5.558700653178125,E,54.111325127179775,-53.112904449178444,131.5233307445901,55.868166780442195,157.86966136732443,106.56880578409624,D,C,252.73236067959192,1
65+,Non-Veteran,65.56168841133082,41.330546883237474,-67.62110165340515,-157.9427695850344,34.51227087376599,D,D,106.56607024465585,117.47604232379044,D,10.798925812356003,-63.7275282068402,54.298163655051034,-100.01564817995146,105.12452803636216,75.20780458035202,B,C,-116.32069344701294,1
51-65,Non-Veteran,69.831376250357,21.563553511951568,59.791944851004516,-22.085718407722325,-61.6832915113695,C,E,30.135746945451146,-38.32962385269889,C,-23.16583963487706,-64.34186981850077,50.65809050666318,-176.94288122146168,-62.578269846276356,-56.034905391155554,B,E,58.17055518900006,1
65+,No,36.068967115006316,53.71255043910228,8.286358381013683,-37.06352628810344,-23.76272852165531,D,D,147.95343557245855,-115.91929897125613,A,-123.87865918249705,-74.06086938866171,-20.582902942861274,26.656775826759134,53.098708792513584,-147.67516851195964,E,E,-136.91404966457148,1
18-25,Veteran,-48.76128563424811,-74.66560828014272,-3.852491059585234,150.88862335754797,-96.52612847469521,E,D,-242.08640196038408,24.45607121584076,D,-93.10733223343026,-62.76116328925805,-26.13461963691574,40.788015130390114,-21.565833876018146,9.018729653503403,D,B,-87.68749198164835,1
65+,Non-Veteran,-118.66736305552874,140.82159758782674,-118.31417569207339,94.77863448905566,-33.71798200656604,A,C,198.2355756128888,-139.3077360986934,E,-5.314583860494835,-60.49133332900948,81.74189889809026,143.13395764455035,5.766859716390351,29.772882933732358,A,A,-82.75684829118718,1
36-50,No,-9.375649529434433,194.186057159693,59.122280196679796,-116.49603126941317,68.08140003444927,D,D,-139.2330794299031,-11.686100620001763,A,179.79007272079048,-104.81771387382285,-39.538369768225756,59.326841382294646,98.90766457175184,-97.29185024312427,A,D,-263.27966050009894,1
26-35,Yes,284.9304664730313,6.6206849287437075,23.816795466118208,-145.86771250699292,-86.09166278342435,E,C,148.0519786187781,-141.4262670476293,D,10.899227179373923,-8.632180421248544,-83.93956166077986,115.77032976366024,31.41153837423618,-107.67513411293368,B,A,218.06689578836975,1
26-35,Yes,63.9868680171791,37.93977333686887,-136.77389646631727,-18.88887432717388,117.6392949930072,A,A,-29.371193818569775,-36.8885087883496,B,-74.1436092392532,-60.275267990470596,-14.608445167925954,-27.252178244477083,-41.070553456546705,-125.21526942318937,E,D,21.520793102093215,0
51-65,Veteran,99.60646492765962,71.1502361114675,-39.95167348228979,-62.46840978321251,184.4846353999283,C,C,0.1520171103506969,-51.74861329136458,E,-19.796737047864006,-42.64810750665899,90.38631905643624,40.51194250835143,12.506328011367994,16.077865924074082,E,E,52.696420108788736,1
36-50,Non-Veteran,43.952775872234085,63.95244264812926,-71.1678434240897,115.95872864110007,-91.8071057218985,D,A,7.798947384414953,-192.15203777595718,D,226.42186974084342,-137.20140401552055,38.89897225609042,51.56250221795211,109.93611715929006,108.21815632584403,B,D,-62.652490053816855,1
51-65,Yes,-193.72762721011568,96.2932603252804,86.135287661735,-86.28392131645165,-83.26063753009093,B,C,-50.39138005954891,-23.684230628766343,E,53.01766290430713,24.47746240124155,33.62150469708537,-17.573319394034435,-113.84466329836746,119.08608237867817,C,E,-63.824025663173934,0
36-50,Yes,218.1005442336547,101.91377555166001,74.42246503209616,151.56471244018016,70.54353343918086,E,D,69.31598985757145,-103.90760337266059,D,26.524063754612705,-96.63831770517403,-159.4740365302654,17.90425105027745,-58.475089702170514,-51.92412918859027,E,A,148.48639971427605,1
