religious_affiliation,genero,nationality,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
Other,M,US,Single,-0.566544786544311,-102.3077639218268,-106.65834675824254,-28.60474414782534,-85.47000955064746,-66.13515154721296,46.29099843945917,D,E,A,B,0
None,M,India,Widowed,6.6295175444357355,201.6523323999487,51.10497595891766,-35.24091847932537,-16.095500498511743,-21.200492828530805,-258.0916010658555,B,D,E,A,1
Buddhist,M,China,Divorced,-138.09635639077,23.09759340791173,86.58533836768413,85.88588620956038,156.7547727225405,-141.5735529181835,28.697693123884992,B,A,D,E,1
Jewish,F,Germany,Divorced,-39.91596601458117,16.973235729006632,-168.5520210461364,165.30339736341938,-21.22052992186777,-93.06772627262428,-36.369464695746586,E,C,B,A,1
Hindu,Non-binary,China,Divorced,-120.31943790297608,151.12539309464822,-6.32709285329802,-32.228168154332586,-80.29971775170597,24.417967005622675,-11.827255901407053,C,B,A,D,0
Buddhist,M,Germany,Married,-48.97527830403939,-50.32133722318216,12.219731829214767,46.75431571770318,-59.06391697674355,-154.3547065710443,-142.08407052857444,E,A,A,A,0
Hindu,Female,Germany,Widowed,-10.250506194727835,-95.04909005261943,-60.0611572529726,-0.8504992602822755,24.637752930825844,52.23679592956966,-204.27239244837972,A,E,C,E,1
Muslim,Male,China,Divorced,128.48241115243528,-6.765715520338714,19.873722208135565,-118.27840588476006,-58.15438227133763,113.14887685269741,20.84313107880703,A,C,C,C,0
None,Female,Brazil,Married,-111.63501830656757,-43.0674615815407,36.055036106323115,144.00481670187503,-82.46338812590376,11.07255260206766,-22.11346812635121,A,B,E,B,1
Jewish,M,US,Married,-59.446488267152745,84.65296708485698,-34.78651755378941,-24.573413513004695,-140.17502487280913,4.426322012011238,-113.0190940595545,C,E,B,A,0
Jewish,Non-binary,India,Divorced,13.03386185264284,-15.02282332178665,-101.35557890026763,0.824463171831096,67.18288133714077,106.65153894999087,-24.212133862855005,D,E,E,A,1
Jewish,M,UK,Divorced,-55.00153947960285,-19.397250219086438,43.783896747733834,-1.7741138706295814,-83.47904437891965,53.32100328682524,52.23498369099563,B,B,C,C,1
Jewish,Female,Germany,Widowed,52.26737196857,97.51936355022471,148.75590042895513,17.836475430621388,64.66927308501616,-33.91762603589195,161.58894845109845,E,D,C,A,1
Other,F,Germany,Married,31.157322082330257,110.09840978535563,75.01289427728018,110.02524870139938,14.59906276394185,-44.737917576303886,102.4516993253324,D,B,B,D,1
Hindu,M,UK,Widowed,76.13155044902611,123.65026355510989,28.989837404270713,74.57112720806577,100.40163960347634,-25.346031447772628,37.93117617163349,D,A,B,A,1
Hindu,Male,India,Married,-126.7727546632346,-24.326475035160367,10.132214601104371,-75.76838190917324,65.0840568110849,-60.551003540570036,-149.1779522194762,D,E,B,B,1
Buddhist,F,India,Single,-97.88435821996138,102.50464120514103,-106.04520228578582,-4.503614003564412,174.4294816712786,-150.97505077981845,196.46067615886545,B,D,A,B,0
Muslim,Male,Brazil,Single,40.841970838599345,17.45625685561277,68.11994478242622,64.12214702155084,22.26462260873812,-6.330297846406192,40.126705898690915,D,A,E,C,1
Hindu,M,US,Widowed,39.62434472043789,-92.61089360772178,111.03900764581796,-17.739515486846347,1.4659888556263674,22.35320159060105,-30.396976847975477,E,A,C,E,1
Buddhist,Female,US,Divorced,-75.77197185893175,21.806803875119925,-96.895606944669,73.48025331741361,-166.47257297443997,-218.3668242101392,24.29961766701109,D,A,E,E,0
None,Non-binary,Mexico,Single,-13.0397319881745,-159.27339943559755,-53.75752197354456,-73.29497343332169,44.49007452028081,26.178234358949187,-235.73392569303792,A,C,D,E,1
Muslim,Female,China,Single,26.382390547572882,-19.35349315749699,-144.97316298637986,39.18463569891864,-184.79930381699364,-72.09918543612237,-104.26629724718835,E,E,A,B,0
Buddhist,Male,UK,Single,-55.632329942355085,-80.06207580420303,67.38346169912741,-45.42604585986579,-30.708708966310557,3.5259188818812377,94.31665894846547,D,E,E,E,0
Buddhist,F,China,Divorced,-29.040124373990654,96.29823222013194,4.190299864051983,-139.96730041178202,167.73534089939238,49.049639400977945,2.3217555821225746,C,C,C,B,0
Buddhist,Non-binary,India,Married,104.5224638131867,50.02358111656757,2.319366822712047,-41.58506031102043,-47.4868844823671,72.05509032987955,-137.63897445975704,E,C,B,D,1
Hindu,Non-binary,Brazil,Divorced,-39.93614007794851,-52.499049956186894,-114.96561068813722,-234.1824457274097,39.89716903447235,-98.56053798139908,124.045183433136,A,B,C,A,1
Buddhist,Non-binary,US,Single,29.496152964097906,118.1482303640975,-8.344296007929195,36.9381824556301,-104.642711974047,45.149370356372174,-3.7251205904209246,E,D,A,D,0
Jewish,Female,Germany,Divorced,60.43493958932512,-2.7426111265775592,-138.52642118545552,-107.30471752896406,-244.95597199255417,80.11017073510651,-53.171455747821064,E,B,D,C,0
Other,F,UK,Married,134.25850405152332,-16.377703457178345,174.8318113400132,-58.58924426904066,-48.358863535200605,-96.61100725969486,-161.5785321847109,C,C,D,D,0
Jewish,Male,Germany,Single,-12.27216949823645,126.49978848507803,-85.3395636460289,-182.04927251653984,15.001833132041517,12.38727245692963,-134.63699291454878,C,A,B,E,0
Christian,F,China,Single,63.406760617594195,-100.4942444005265,-10.895348208188453,-16.846347876926483,19.69869321800988,-87.72475460982314,-12.576012122669432,B,D,A,E,1
Christian,F,Brazil,Married,-189.99198967317963,9.122678162580016,261.1598195755212,146.72998174532052,16.627196444488728,-67.00903059464555,17.078986957180813,D,B,E,B,0
Buddhist,M,India,Married,28.77285322670518,26.42050779968159,-29.92488692679858,14.361692323768981,14.523908323875293,-65.78734046965698,-74.40160291439601,E,C,A,C,0
Christian,M,US,Widowed,369.2591894179692,54.424198047941644,66.37352183266474,79.5694632036386,63.0246200379325,-75.57696510923302,121.4569629068935,A,A,D,D,1
None,Male,Other,Married,-70.0347905090663,84.20885780560405,114.26179073624382,-87.63460922569362,174.25616260914026,-188.18708975617903,41.486878425908515,B,B,A,B,1
Christian,F,India,Widowed,23.167501556472406,75.06410240882933,88.72034718362801,4.836322972805398,-79.59950767797591,100.21260254509983,18.093942030079347,C,A,B,B,1
Other,M,Brazil,Married,72.0362786229368,58.917637672199284,-169.07947161971455,-96.00709145471865,16.815765752260496,1.7063435897460553,-90.46208298042801,B,E,A,A,1
None,F,UK,Divorced,-50.105747479793465,135.57203775562766,-6.782594963131962,-1.3427259136126235,-80.15612909231001,28.238397726467667,-197.13505556421939,B,A,C,E,1
Jewish,F,Mexico,Divorced,-4.409998711680243,109.12766960640697,130.40004600973225,67.15675063212095,-102.27148293001054,217.674248834162,-10.09331452599984,D,E,A,C,0
Muslim,Other,UK,Widowed,-17.1669011842072,61.57629602679647,45.86543927863714,-20.65572203694747,-74.2035013198613,10.281136025084995,93.42391145396344,A,C,A,D,0
None,Female,Germany,Divorced,-216.40901631964732,-28.292368244289445,-125.55201591981775,-129.93506102239814,191.0289737355477,-134.3167658317943,82.07937486890631,D,B,E,D,0
Christian,F,China,Married,-30.51791886205225,-59.57377512546317,-143.7492957817273,122.56187296924183,-263.7889922039802,125.64312830021164,76.55791415656373,A,A,E,B,1
Other,Non-binary,Other,Widowed,-43.450982022126745,43.4773201131588,-27.99309695314299,119.39402436823427,-6.719295471592687,15.069621621499433,33.53482119108298,B,B,C,B,1
None,Non-binary,Other,Divorced,17.576799143182622,116.41031168593372,-12.644412174076297,9.687722825389846,-6.743416628993377,-86.34665115486962,-169.75237360931038,A,C,E,A,1
Muslim,Female,Germany,Widowed,-35.319583811055836,38.786740818203015,50.85230404103338,-77.57052600898294,48.860847399421495,-86.5328909022121,187.84882999016946,C,B,D,D,1
Hindu,Other,China,Single,45.71124222689436,125.41041119885425,-105.6272388641061,39.175826287745494,-152.59235804497365,5.888742523766731,92.91791647106523,D,B,B,E,0
Buddhist,M,UK,Single,6.956219140979646,166.24133506885983,-66.04819076312477,-47.04591211991114,-1.7800184843875295,-87.08811408418467,19.74536541565854,D,C,E,B,0
Hindu,Non-binary,India,Divorced,-68.16561978838045,133.96557235762398,-32.4874448732324,-12.695339463340044,-17.91806959446053,87.16614429838798,-60.92662000531542,D,E,D,A,0
Jewish,Other,Germany,Married,-190.74798930249432,149.37773421702917,40.545082935534225,72.19492215065483,-55.2473032444555,39.36884469392987,-56.36759743159059,B,C,D,E,1
Jewish,Non-binary,Other,Single,57.98526801665764,48.102951201989534,78.3873901751669,87.89699026024745,-136.89413250993013,-66.95086998256785,16.527050911626958,D,D,B,B,0
Hindu,F,India,Married,23.21951556955367,28.803010785885487,-74.08497903719379,-191.9570401254239,-110.52915570673501,-26.989536417391776,140.56640085302575,A,A,E,B,1
Jewish,Male,Brazil,Married,60.45787349464074,-34.183352118910435,-138.34376544668558,-24.349590818959573,-107.93731006432212,12.214588022235912,-38.7156741627354,B,E,C,C,0
None,Other,China,Married,-21.045369311656795,-60.98631536391984,5.69471545812687,46.19094058621198,-10.861360851692895,160.94818559937823,41.152596704906834,B,B,A,A,0
Other,Other,Mexico,Married,-41.46107112044553,-146.99604690014817,3.5204234424574503,151.9953559916053,9.117052290738949,107.38254569653567,-136.8340659102749,C,D,B,C,1
Christian,Non-binary,US,Married,-116.10380618865229,-2.6467841200105937,87.06879100544899,-147.54055889843102,105.58405346740898,10.885747996605073,110.79742036485874,C,D,E,B,0
Buddhist,Other,Other,Widowed,-78.92076931227211,86.33200430317028,93.78989125031745,-23.514926826497167,2.162498314059759,73.41705067393768,-68.23131295151964,B,B,D,A,0
Buddhist,Male,Brazil,Widowed,-113.37059697803535,59.91776863606919,-103.96657466968675,59.6374187190048,-148.71548191180415,29.48680458054692,-91.93952769957477,E,A,C,A,1
Hindu,Male,US,Widowed,-68.42708208808362,-16.766266908022796,121.15493272531151,-40.367871065814235,-92.01160600837204,-65.2473335312097,-32.484050007867275,B,C,D,A,0
Christian,M,Other,Single,31.93780835697668,-107.86011964695919,137.26667536448468,-148.00062475159555,110.73658563381552,-100.68158179350593,-101.13679443511383,A,B,C,A,0
None,Female,China,Divorced,112.99895378741982,-108.69194380069958,-158.39791423206634,-91.51013370255131,137.74559687518231,60.56024513979781,-19.447217518220906,A,A,A,D,1
Other,F,Brazil,Divorced,6.581966671198636,258.0450194724178,67.8438322996995,-104.30663609474308,-143.0870825492957,-32.03516457799487,14.109718912477673,E,C,D,E,0
None,Other,Brazil,Married,-77.91073566737144,29.648252586780444,-66.65507483724498,53.22597452232159,-74.17756343899488,-4.779179801261107,-88.2931342637069,E,E,E,C,1
Hindu,Male,UK,Widowed,-30.05540850712271,-122.54376440313095,51.68355212418218,-66.24650068422154,9.47828133695705,-153.52247284850495,93.66138779897216,D,E,A,D,0
Jewish,Female,Germany,Married,74.46883859566177,42.446543088255346,91.7541479088618,97.81656930307521,40.05761791557542,-172.73220575191135,2.0225711274624056,D,B,D,B,1
None,Other,UK,Single,77.04245107025763,73.68154245563308,-179.7983942483273,-6.2237126073974895,133.5919871660467,93.81437934485962,-62.619802306959706,D,E,B,C,0
Christian,Female,Germany,Divorced,24.085653379232628,-99.92881830124288,-79.11641970577084,-134.9756813040453,91.6351393439988,-108.85040019101567,64.9911959251992,E,B,B,A,1
Christian,Other,Germany,Divorced,-81.81246235580642,-123.21555600365235,-91.21189411500801,-1.9063189628115027,26.580036809474294,77.04326262184271,162.3000164663568,A,B,B,E,0
Christian,Non-binary,US,Single,121.98399406955622,-54.44711465988114,-60.30780179183902,30.63223754043164,-26.614182808856786,60.2148778895702,43.37488089487158,E,A,C,C,1
Other,M,Brazil,Divorced,76.75323842045869,82.14549030560738,46.51800704373551,-196.66381386310258,220.05496844837018,9.60001816175148,-43.74785491678988,D,E,C,D,0
Jewish,Female,US,Divorced,12.244361904116602,88.5140026283087,-57.76756910402846,19.769192026989018,32.64284576797671,229.86561210691855,19.266150618410954,A,A,E,C,0
Muslim,F,India,Married,126.42586824253748,-143.87521365278258,-113.2269808535082,127.5778453772034,63.557598095910706,33.261209019762475,56.40305608435984,C,E,E,A,0
Buddhist,Other,Mexico,Widowed,60.79640261509663,-23.63341628196277,14.638050526677748,-2.259839506702677,-110.33521863008392,125.3887363271386,-37.24420658649975,E,D,A,A,0
Christian,Other,Germany,Married,-155.0894761749723,-86.5194318837615,27.09503026136211,34.2495697147683,-35.556367317387256,-94.06043843329098,29.35988451958369,D,C,C,E,1
Jewish,Non-binary,India,Widowed,48.23174616494853,-10.011221467975572,-49.66589523492073,13.395999631030186,8.370850885218907,16.023715038412455,20.733933191887278,B,B,E,A,0
Jewish,Non-binary,Brazil,Widowed,92.18091705513235,-18.81926659060028,11.669017096469672,94.15677510309207,-110.68527001254557,-98.02138228143093,35.33460842564914,C,A,E,C,0
Jewish,F,China,Married,-17.218204206064005,-172.8299716455686,114.80210433377603,-5.508117404779569,50.168669342764936,-22.7896561030145,-39.59464930225597,D,E,A,E,0
Other,M,Germany,Divorced,-39.01300070766908,26.327557155694297,14.207480310624538,-184.84420889024682,-5.23157197929619,80.33549815024514,123.11309656467353,E,B,C,E,1
Buddhist,Female,UK,Widowed,123.2452078319351,22.589383549519514,47.62449713971271,-140.75801935433518,80.09246589158458,174.1740026306093,-173.2885715719266,A,D,A,D,0
None,M,India,Married,-79.68774633941761,13.999129656575088,122.24436113175831,-74.99557782992761,-5.786027909267012,-120.95466324801025,10.384679103966837,C,A,A,C,0
Buddhist,Other,Germany,Single,-54.18390200059182,-173.0098063110312,87.93887296671394,-80.37017143120961,-91.63770422136707,-48.88392447933956,-98.01780283982117,A,C,C,D,0
None,F,Mexico,Divorced,46.447580034612294,64.86701362523795,-71.19830372275263,253.69052101014037,10.064355740506926,-97.19305834454848,45.77836403024106,E,D,B,A,0
Muslim,Non-binary,Brazil,Divorced,138.984122907205,118.25598608563305,-7.837254624487578,-102.27908083941544,77.3595178256705,-83.5988895121711,79.50063173373319,D,E,A,A,1
Muslim,F,Other,Single,-3.2589211361980057,-91.20271375187713,-54.18796361007401,-18.616130467309073,74.17327494724042,-148.261927756841,-199.8940445617103,C,A,B,C,0
Muslim,F,China,Single,-75.33284606938207,-4.533600008166877,-22.691779799217894,52.43310133487849,186.29992028887486,37.52585228219765,-126.36661670533054,A,D,C,B,1
Christian,Other,Other,Married,-29.075723316044673,28.254049771272804,-12.352355525704786,-31.181046642092465,99.34593352913814,-165.09498975083176,-30.098914359617275,D,C,D,A,0
Muslim,Female,UK,Widowed,-47.606619412282015,74.75563249716524,24.12211284262397,-146.2526279364533,-54.4100571385739,-92.15098940208084,25.915051390039007,B,B,C,A,1
None,Male,UK,Widowed,12.655455609183708,62.77290598955689,78.14322986777704,12.829969105027262,125.30719429489159,181.47891945333944,-245.48542128576,E,E,C,E,0
Other,Female,China,Widowed,-113.20095022176628,80.76122989196503,169.6347804396945,21.234476450215787,-34.8658478193792,23.079749486427488,-169.92699320528192,C,C,B,D,0
Muslim,Female,Mexico,Married,-12.636262354141667,23.05766662333342,83.05120240301439,22.006949487161986,150.51259657328268,172.6199187984502,16.260964658618736,E,A,D,B,0
Buddhist,Non-binary,Germany,Divorced,77.37681008969393,32.176568959972116,0.6189599243099703,-172.57393402797112,-10.682006986698823,-149.65365957208178,128.7430620859771,D,C,C,E,0
None,Non-binary,China,Single,11.29851013111894,92.33398871037228,47.98394006748327,45.62157841305478,-38.613569265147156,-109.12334478792954,157.7780083722745,E,D,E,C,1
Other,M,Brazil,Divorced,123.52063204383803,1.9730520372376972,109.07826721317784,101.90932918125739,-12.545147961622222,-65.75615199972304,101.62907870504169,B,B,C,E,1
Buddhist,F,US,Single,117.174908565155,225.9766882977429,28.06376890477268,-244.18268088643882,-223.65084312005675,-53.94156330652729,-126.10477288012393,D,A,D,C,1
Other,Male,US,Divorced,92.80802236602163,-32.473815403501376,-257.282905653096,-34.12505754457643,-98.67084752723385,-67.3746684950903,-64.38401963089828,C,C,B,E,1
Jewish,Male,Mexico,Single,100.74428737168853,61.593588862223505,56.34613629129011,-28.142127746268226,-12.654116669570788,87.73597720612656,76.36680246915746,A,C,A,D,0
Buddhist,Female,Germany,Widowed,-150.24231947246994,-55.95895958360765,-19.500049172463164,-180.38460086130596,-27.1290097348453,48.74615618444791,143.28285959953837,D,A,C,C,0
Muslim,Male,China,Single,165.53054658008813,-227.27091786277015,24.410950123864254,46.33475308743438,-18.551894775392487,39.08474239744519,161.04607011110232,D,C,B,E,1
Hindu,Male,Mexico,Married,47.341912318699784,-31.017004618109844,12.7109106108173,77.82270616265204,-14.33010387973686,60.85027927524441,81.81512782632943,E,B,C,A,1
Jewish,Female,Mexico,Married,20.63317668659548,38.06539549369971,61.37510270519982,-56.87594995624106,133.3606994599901,70.59772947645247,-92.90570384725545,A,D,C,D,1
None,Non-binary,Mexico,Married,172.2069676147116,67.87157495702277,-86.47975344678403,-110.69833030316917,-63.37304613446902,51.874119910561255,77.40541203794533,A,B,D,B,0
Hindu,Male,India,Divorced,189.7669091636252,107.95318381954797,-238.22476724135808,181.827243933723,-49.722888210277645,17.636054621987128,-32.996494816961295,C,B,E,E,1
Muslim,Other,Other,Married,4.997695469320808,-61.256592013639676,-26.23533855924335,-118.17856854593553,74.56847758654428,-7.290609452691971,-20.47616525036466,E,D,C,A,0
Other,F,Brazil,Divorced,-121.99352624712647,46.59585154622955,77.58166324896037,-27.845148854375335,-23.545384692662164,-59.455725847194195,129.37035389151953,B,D,A,D,0
