sex,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,target
M,D,E,D,-29.20095907199019,C,A,E,E,-39.29823942920651,174.20742473186408,126.23404070066395,B,98.74987050613562,-227.33089051648702,B,-120.84469933153832,A,-34.207272378816214,-183.17181082023785,1
Female,D,C,A,28.212591594786353,A,A,B,E,-109.18198086098872,-57.763617265070124,-23.99348345561523,E,87.61210492940442,-22.35000629182398,A,-120.46386765039618,B,19.966583842923377,133.2042160302985,1
Male,E,E,B,-12.295397557940516,E,B,A,D,-89.56523313608345,-79.98959392766824,-46.148670929874505,A,-72.00923449106192,25.554075269807047,D,-138.00858930784705,E,29.574528060948946,28.398960354833807,0
M,A,A,A,-30.47174754640036,E,E,D,A,-122.17484838384787,-85.62278833610019,147.49837820413137,A,1.4012758649122659,53.601228101956636,B,-78.6644320052003,E,69.43357173145802,102.23437621548199,0
Non-binary,D,E,E,-74.74080987369838,D,E,A,A,18.986153189927858,55.17475960175011,80.20173300426006,E,34.93819138131715,-27.399935104501317,E,120.81140356728224,A,-48.84990817513889,78.54429492264497,1
F,C,C,E,-30.210313267091433,A,C,D,D,-102.88485978242092,7.6435224489262,75.35725673238547,E,-116.92633720222074,182.2251001582858,A,-12.005268542593226,A,-126.49968598042831,45.87048447253266,0
F,E,E,B,-53.288989029137724,B,E,C,D,-3.9055431032494536,-96.04806526384797,88.99315100214513,E,-163.88813699025474,4.064377787653496,A,142.75442645159228,B,210.10168708746542,-212.93217210698728,0
Female,E,C,A,-59.52195040028896,E,A,C,D,113.33250239945052,-36.205146760692486,-1.0811995186827046,A,5.879564386177257,37.789745736812534,A,-162.5021721847733,D,21.792644947046742,156.22766113114096,0
F,B,E,B,-104.59646122423129,B,D,E,D,169.66661848839755,8.763835297304157,-118.90909927043194,E,221.13768561134424,220.03922707623516,A,-10.635479471968683,B,69.76652477594149,-34.31563858127834,0
Female,E,C,E,-32.10483965663849,B,E,D,D,-103.37572426513215,225.3489882029533,5.194220429922973,A,59.51720983756195,230.37688956970803,D,-245.70246876983805,A,-20.6803426105677,13.807250575769444,1
F,C,A,A,28.84298109545439,C,B,B,A,10.909104377087008,-84.97801960058689,-150.8464177651712,E,-50.17376186891342,-30.44170926119899,A,110.25907521873053,E,-75.84458569505998,-66.92759132485871,0
Female,A,D,A,24.409996559057422,E,C,B,A,31.0467492499047,276.7558442695013,17.98943182039283,A,-172.52587428179115,-89.79523869319452,C,22.199560160203557,A,-18.929611950162027,31.352897796915812,1
Male,E,B,B,148.79012628798358,D,C,D,E,19.275994971812597,-196.3745910652469,-112.95637240741887,B,-27.980351894197486,17.694442056731155,E,4.174662199384826,B,-114.5322052472223,32.4903396600457,1
F,D,B,C,-70.74550541866039,C,A,C,E,-151.3096430091586,-75.17124759335971,-61.60677938828175,B,-132.38791503567612,19.10606051951273,A,79.33919603016028,A,5.752196602441615,-69.73592721975467,1
Non-binary,B,D,A,10.783519501021754,C,B,A,E,75.39535843778711,63.31295661969069,116.35735636631355,D,236.48241611199944,12.69905829120237,D,-118.8174782639717,B,-187.59023018400555,39.64512873893926,1
Non-binary,E,D,B,54.90859534117863,E,B,B,B,57.13781034562757,99.93598651283682,154.41963997265475,A,130.3605371869723,131.33196381593783,E,-36.79801937730478,E,-52.58403364382048,-153.17939238021955,1
F,E,C,C,145.60915460466344,A,A,A,D,47.66383186973376,47.413557211594004,-30.59942243000525,E,-80.01338051159121,224.09276873275812,D,22.836840337799718,A,52.046470091946105,-0.293935408255845,0
Other,D,D,C,-45.53737166034803,A,D,B,D,75.2380796511074,109.14675100623418,-237.72386640090514,C,28.27500702021924,-90.03488132478807,A,103.18474919698124,D,-78.83215517655395,-124.09383158910666,0
F,D,D,C,-45.750353285928426,A,A,E,B,-92.09360505452156,20.34898552021925,-108.6337932793655,A,-61.06552900507993,43.07187307858446,B,-79.22887923182745,D,-79.71316405473492,-10.991712739925942,1
Male,A,A,E,-133.6449413374925,C,C,A,C,-62.42626498690262,63.63408517732984,85.83189353783504,E,21.192622002386877,46.74269393373541,A,96.7002025313785,A,189.29717880719832,-17.825419472013266,0
Female,A,C,C,39.36737832973481,A,C,C,E,-4.258611733520814,-31.501603209317075,-120.80427878642293,D,-48.836228789550795,81.21984294084974,C,-93.35833841616534,B,-32.35696540573759,-101.82983621081696,1
Other,E,A,C,-56.480388297233866,C,C,B,A,28.255750040343536,0.6308581339144349,153.33687052396832,D,17.031483647456387,-15.299117695580449,C,122.95705205405403,A,129.8943285280439,5.2970740421979645,0
Male,E,B,D,-100.65097046548877,A,D,E,A,-54.217528875788254,-8.850146124268461,-47.73999871355675,C,-5.270768078118686,-106.62451691396156,B,-15.391373111777284,C,80.99113326237787,-0.12427558662592338,0
Other,C,C,A,-188.8892052715324,E,B,D,C,-72.6089291479461,-21.150778441881894,-20.987109668386953,D,-85.48394344566562,-38.58191455693137,D,175.40228858303394,A,94.28536650919143,30.583468301921314,0
Male,C,A,C,92.77492386172817,D,B,A,D,158.16243775783488,-45.27034035849311,171.30410082534792,A,24.810983585531694,3.1636336801276017,A,159.0946102510035,A,30.49544378448184,156.01968463723924,0
Other,D,C,B,8.717392532122492,B,C,D,A,-46.14132117224162,-133.5676814240411,-156.2483345909793,A,143.49992257106945,145.2037925912677,B,-3.3426653693367667,C,-43.92710986467082,58.34364987370437,1
Other,D,B,A,73.92456058520061,B,C,C,C,-65.02497610493808,170.88983800663448,-47.91966222005602,E,-63.03844079750364,116.85222977825316,E,-113.33306268071371,A,76.62479258172021,-47.50523499054628,1
M,D,B,C,-103.02229583464243,B,A,E,B,5.162595737751081,203.7246797105304,-18.951321867025623,A,-183.98411261872337,66.44192120491657,B,59.13228231079171,D,26.08332131233681,87.15299861639208,1
M,A,B,C,-77.68568660841002,A,A,E,B,38.04696558618137,123.46153777113389,-1.221669831259162,C,-142.79376233478553,130.7972391601557,A,56.880899622953386,A,-109.7401589836119,5.435580270483745,0
Non-binary,C,C,A,-23.79181873354396,C,E,D,D,140.78423339584873,105.3670685680779,98.7386701505548,C,98.11702192117676,-167.9024592580176,A,-83.82005423065253,D,-112.80272166874529,67.8873858795103,0
Female,E,A,C,-84.76600426974184,B,B,B,A,20.096019168806205,-191.56361966122805,-10.069913853254667,B,-0.5874547406766305,81.81424917038902,E,6.476176287942249,B,-139.65693602677558,58.226184109945635,1
Other,A,D,A,25.005120535742293,A,B,B,E,62.72074630319327,224.49505037782353,9.09164624315356,D,101.35107773116081,122.06541829429152,C,31.729690703309565,D,-96.36007834737268,-165.1447597257744,0
Male,C,C,A,-0.28733823111207984,B,C,D,A,56.20902329547258,121.10964846214667,-12.862999787326403,E,-108.43814922850308,34.337059800163,B,84.4136464986925,A,27.89521602912572,132.21203134608996,1
M,A,D,C,-115.671973872826,A,C,A,E,49.853818363226175,-20.819954948375635,31.034105631260122,E,175.98185117155018,-24.18679504252691,D,-45.76163450748873,B,103.38734654942603,-17.48857238438026,1
Other,E,E,A,-57.22652020145069,C,C,D,E,21.330394130017304,2.473291550391828,-48.761357378625206,C,-32.3559156917061,-4.241701936269964,A,-133.5430447224497,E,127.64121973065386,18.73563493025362,1
Female,E,A,A,44.26801091183883,E,E,D,A,87.4058398530228,-61.30703264989711,-15.917086789898683,C,-71.64705616848876,160.8938597269167,A,-55.824051297736155,B,-139.04397457819675,-89.47220012148163,1
Non-binary,E,D,C,41.781591027844534,B,D,E,A,-250.54015414499878,-81.62684810725568,-66.59675194937917,A,-78.24976465174255,98.90195949546342,E,147.1994096878819,A,-88.42124658419453,-71.07802047207393,0
Non-binary,B,E,A,-24.37068127534036,C,A,A,C,-140.1588767950814,-59.910416011436965,-38.68859705052198,B,22.71384371585467,103.08492262984757,C,-18.896016087546656,A,-154.5210701611781,-119.71013782393464,0
Non-binary,B,E,D,-143.24276843203606,C,C,B,B,-2.2319746917679715,132.72331777734928,-60.06679165679824,B,50.30316738507238,10.114456414127964,C,28.948346289947334,A,34.06724737514054,246.03198692602626,1
Female,C,E,C,-81.37635017262176,D,E,C,A,9.845883005877344,-21.140834595396836,53.49631799601173,D,163.52503270498795,199.83949601993052,E,117.61731720194861,D,111.24859156443688,-43.97321627850111,0
Female,D,E,C,-133.37475640328753,E,C,B,D,-113.0379654846656,-125.08107338526739,-123.92490423798772,C,49.947653634856366,-37.93398489433603,A,-137.47236747824053,E,-92.7863287208674,109.69102897310421,0
Male,A,A,A,-141.05433185187258,D,B,C,D,95.74104547691388,-152.3324588881002,-47.72581027613219,E,65.09924888737714,118.91531788866176,A,-9.075461845939113,B,116.85535308881671,-110.88788147340982,0
Non-binary,E,E,D,-214.39767428104352,B,D,A,B,117.15970338336706,7.08622177679412,16.336901724526527,B,90.85351027581187,161.62383600136116,B,-1.2398523510516322,B,-169.0250942830425,127.87634068585223,1
Male,E,D,C,7.236629858726766,E,A,E,E,-170.83697764333402,40.1802109647531,9.473568762936804,D,-78.87633930579054,-237.5781815152294,E,56.669657921135844,D,83.13399238465836,-130.90146712280549,0
Female,B,C,E,116.39881883020007,B,C,C,B,-34.54050763236856,-32.77736430775922,17.12872486119066,C,-130.79777167794455,-27.313150963223926,A,163.92441390090352,C,121.63705797852028,-51.150359178933435,1
M,C,E,B,115.55101760337165,A,A,D,E,12.773830798169358,-38.67828269687099,-123.0767598598637,B,76.7130654165787,-95.58658778886482,A,-60.934504426134396,B,87.26255233952138,-68.06047036692743,0
Male,B,C,A,-79.4554185460256,D,E,B,B,-55.98458499895314,-105.95363046520046,3.746551268946219,A,-100.62054242412759,90.53587325842669,B,12.368299853997291,B,25.53113816344455,0.8018756612658008,1
Female,E,A,C,133.7881304484437,C,C,C,E,-11.199201730840908,8.607593254958127,-51.14826861477497,C,116.3199192993507,8.548834199778728,C,-113.57219244633936,B,-57.78074899616542,44.21854448530833,0
Female,B,D,B,-80.83995091481479,C,D,C,E,-110.52785029518934,-212.60532072244817,139.15784401852662,A,148.14006736019283,-166.6185074177165,C,-95.5823012885384,A,27.549848229881096,-58.26618817850311,0
Male,B,E,E,-39.2170213346498,A,C,E,A,-119.8898900085367,66.92255117909608,-6.126600469584184,B,82.9081489375996,-105.54891258921101,A,232.95148839375318,B,-59.01751590934421,45.219266168277855,0
Female,B,C,A,-71.4029563189929,A,A,C,E,122.08689329112342,-37.86465640047564,-170.02107155443298,D,-24.205994209634106,28.485353015459136,C,1.42812747979682,A,-37.33121054152842,32.06371093446821,1
Male,E,D,A,-87.1751763130197,B,E,A,E,178.12392241348704,-150.54250759994082,65.3549150276071,B,50.931890186124164,94.38519983442512,A,60.01018973416856,D,-77.05135555429885,45.749282661633394,0
Other,C,E,B,-79.96964940434101,B,B,E,A,-123.45959861656797,29.94541001885557,-26.43505802914482,C,26.38884527253213,26.44558103915262,A,110.07113528949894,B,-54.446045121801376,-48.087519808059916,1
M,D,C,A,17.385403480488463,B,D,E,B,55.52858722078502,-105.46573570915878,-48.55318739439882,C,28.61901993800524,132.6029224952109,E,127.58179180994608,A,-50.690456526134334,193.50860383539612,1
Male,E,B,C,-81.37487199044664,E,E,A,B,-13.316839321323018,2.4659714993885715,-60.9889007617902,D,8.269729967326525,-196.84888996286088,C,-86.8745993356408,B,-4.482573284932235,171.60519384762924,1
M,A,A,E,29.078742989427464,D,E,B,B,52.24090488633431,-37.56276590602971,34.223744349815924,B,-159.37446279222235,48.340333013924145,E,-46.34090427947589,A,11.484601255128782,33.0698926902169,1
F,E,D,E,-150.15939611638646,A,E,A,C,-13.94998724416578,-59.89446583502686,-93.11346153941142,D,6.24009362586619,-64.18746488295275,C,-74.44404007123111,E,-56.48859914439173,-52.056965208409444,0
Male,C,D,A,14.842075933280094,E,D,B,B,102.34356753799622,-69.51506500157029,-151.25480321552948,E,-115.14129893167456,76.99789073803204,A,90.58361204971914,D,-10.313025362331825,-185.44301057093026,1
M,B,A,A,-22.39924793138536,D,B,B,C,197.0704442965416,200.63045484326102,55.51159909321445,A,113.07941294478734,54.933173703533264,E,-79.8054648388044,E,172.81892224646776,90.46249673259231,1
F,C,A,D,-54.827224945546284,D,E,B,B,-88.84782863101235,-38.620048546942456,-55.78473993152181,D,-19.74892209446316,54.873362572139094,C,52.57720235523009,C,-66.42468718769004,-92.52603749148223,0
Male,D,E,E,96.13631022015495,B,A,A,E,-62.9638073960231,-151.24458595590536,71.8728026520723,D,-55.051231170492244,-21.03220058696627,B,-91.80914330263695,E,138.19422804100708,-175.6097975012978,1
Other,D,A,A,-33.04265296752353,C,E,D,B,67.37409126804155,-168.68338530161333,-228.84103891458008,A,95.00958968672867,-78.62504372464275,E,193.98003801146263,A,16.194815397099056,192.14916699292257,0
Female,E,A,C,-29.48293740591796,D,C,D,E,-67.74681142296161,-48.58448721875083,1.7190457540017805,D,169.58255951127597,-137.03738488237295,A,70.08959015421789,A,55.45541117640855,176.34731588172863,1
Other,A,D,C,-22.416494657578248,D,C,D,D,-76.64453537748476,0.6134235199806611,-182.12030329449598,E,-53.25931222170043,-81.85589892658794,B,33.700486955464974,E,-146.2870997130629,-108.23114702168326,0
M,C,D,B,52.009362836898134,C,E,C,A,77.65893250033751,9.281505648145977,29.811678096553614,E,21.593414871274515,39.24240336423129,B,-5.988634371975459,E,-55.78648959665736,-92.851779316753,0
Other,C,D,C,-44.58732121807793,E,A,D,B,-57.187329861178625,86.7023587011975,64.42253109494628,C,46.327284814653694,27.569414073147353,D,-98.79782140621872,D,133.1063637276068,-46.03808851352311,0
F,B,A,C,34.06318752404213,D,B,A,D,-81.9067687500121,-75.09570885069013,-81.34938748728942,B,-96.99928587775982,-140.2946221754709,B,-180.8706906686814,D,-1.35013549801409,-43.68813905082931,1
Non-binary,D,C,E,42.91896353793063,D,D,E,C,-112.0300367182449,-132.77229352306318,-9.0061344201136,A,164.93992732403,-80.06029761665184,A,-35.310592698856226,D,-109.78621734041371,-27.70291897383744,0
F,D,A,D,119.61172938374848,E,B,E,C,-79.62564292928329,-141.01011093374723,98.95494287824387,D,-19.29403740682816,165.2511408729198,A,39.91608119238946,A,-11.491869377392204,-27.178110182194427,1
Male,B,E,B,53.78549146014564,C,B,D,C,-23.75431246650527,6.819915476254851,-64.02772018675135,A,-14.352258674729935,34.96645849691713,A,-67.4537284221564,E,-12.550517962059704,108.56120300848436,1
Other,D,E,A,-78.98757720707165,A,C,B,B,-94.38203863037866,73.10113864436487,-131.69416590466545,B,124.50684194497931,-15.865365648551427,C,91.33743857010373,D,-107.45183820012872,81.74314987635002,1
M,A,E,A,7.138481804137528,A,A,B,E,81.76444519077332,109.08570663402264,22.25389259983209,E,-44.595187249076126,190.90179048178763,B,163.89749884627741,C,-191.036836221073,-83.09514791156693,1
Male,E,A,E,23.215538420877397,A,C,E,E,-167.93911518208316,-282.14308583285947,135.49344273918328,D,-42.68399101975084,-210.02782485257043,D,14.455337580604008,C,26.751660509114792,-220.6463612589479,0
F,D,D,D,83.61934746430579,C,C,C,A,-119.59122915569918,99.85065665882598,-71.4216289500285,E,96.7691871659115,118.10938762848528,B,144.57421965633847,D,-67.15254341616877,-44.08946174299142,0
Male,C,A,D,109.10934090849847,A,A,A,A,-78.78089015437665,163.15740949402783,133.79067669324158,B,-55.16166897655296,-173.39111925017195,D,268.9795822728594,E,106.4000591311399,-6.170823878991094,0
Female,B,E,C,-226.392450089623,B,C,D,C,-132.76337093140023,128.50219439891376,-105.38644156488569,B,-34.55171687542526,-77.21188596536828,C,-41.38990903591852,E,-48.67655383449094,-96.52749916165324,1
Female,A,C,D,-69.35855074813041,A,D,B,D,-111.32094928629554,26.91657121289329,224.3298873514254,C,-4.16595872894949,-59.17621176342348,A,101.183314842014,B,75.77600872172276,-27.89849867666917,0
F,B,D,C,115.35581922399582,A,D,C,C,-129.23743314696688,-48.22600309844232,-64.31258435990173,D,176.93417482323312,110.74475030326198,B,-258.71658740302536,C,-69.73669299696373,11.99245223557913,0
Other,E,A,D,-17.80646468871119,C,C,D,C,47.431567460875875,66.77156223025531,70.7938600865758,B,-103.32321236638474,-18.223954361460645,E,61.03140329944944,B,-117.73147141635305,-25.956087870899857,0
Male,E,D,D,63.020536467627174,A,A,A,E,-14.0944729541851,0.8612209924297783,67.79053808472743,E,68.92244091992853,-35.53546332410141,A,124.27502525349196,E,-74.81498060235322,-18.007823737859965,0
Other,A,E,D,80.48557441225367,C,E,D,C,-13.345005161616443,161.9365789919334,-11.148674980401003,B,169.41706073542892,9.187806859106434,C,102.61130235212094,C,36.9366045434992,53.91262992219623,0
Male,A,E,C,111.07463179629285,E,E,E,D,78.79366355742572,189.4211141705656,-23.656567108735963,B,-139.1451067968023,-108.63509740686736,E,-80.85227521498521,E,-46.745767004121284,-149.30753458841144,1
Male,C,B,D,-158.5142682337261,C,D,D,E,114.55100195607493,22.487224544131802,17.73963289684632,C,-67.30607505886732,-210.18809538951223,E,-109.5212080670439,B,59.878732386654434,-71.25059451373814,0
M,D,E,A,72.42273855243899,C,C,B,C,53.29656615408297,45.7429401245391,20.705902435226836,C,-80.1974387595363,251.55173508864723,C,-102.88325268983947,E,135.96726835902504,-59.53085828068069,0
Male,B,B,D,-47.42997920171213,B,E,A,D,-58.127305339380484,8.465551375706589,-13.874172366600149,D,23.23246330782905,-311.6861068832164,D,-31.21079626814828,E,160.83489197115236,28.470938032222552,1
M,B,E,C,154.75235033861514,D,A,E,A,149.01220286804877,11.776185458630916,-71.26575593750295,D,-95.77938142814827,-72.66523654580885,E,-21.905544470216224,A,-182.90475090825169,-30.680099403734506,0
Male,B,E,D,166.54772875914762,B,A,B,D,146.71518592638222,-65.30545221553598,14.860620236964905,A,25.70984439113949,-16.41688108611955,C,-31.113114580200236,E,114.81367309483763,-59.491838448984545,0
Male,B,B,E,-6.733131337485451,D,E,D,A,-41.6788936045832,140.2447666736745,-80.3778761565897,D,61.51647066638517,26.003413110276817,E,2.5860719667684764,E,23.023645692505955,140.37484804869896,1
Non-binary,B,B,D,-50.936008945292265,A,C,D,E,22.770395177043916,54.26413797801693,-20.68880406203132,A,-72.53813783171213,74.76489056121507,C,68.24911086603117,A,40.47041672148702,12.954547016804485,0
M,D,D,B,-54.429736788113814,A,B,E,B,-44.484829670208164,-57.13623110160781,-23.495982868636844,D,-112.12387928790201,-66.70032844213807,D,61.04263932005465,D,-59.26893627749522,7.922066218105907,0
Male,E,B,D,-251.34620006273298,C,C,B,B,43.2449560196749,-149.76175579707916,-107.20408307470628,D,202.01380238136838,54.63939115393689,D,-47.41749709046877,C,-34.31406711702662,105.10351780229645,1
Female,A,B,E,-94.20102575092567,A,C,C,E,-32.75930186130141,-20.63572866991555,-6.487395257718416,A,33.93103314733994,50.39955378035312,C,-36.93871320757622,A,-71.02541155331595,41.22175666408029,1
Male,B,E,B,24.347791551425683,A,C,A,A,95.92033256308477,103.4146189148291,49.39665633865996,D,98.66748755074916,65.65262963915086,E,-75.49956684745145,A,170.75367121902693,169.9200991607629,0
