gender,age,sexual_orientation,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
F,30,Homosexual,Single,80.62829808579362,D,E,-68.64449767885749,D,A,76.21249043838297,-90.06943023796349,0
Male,83,Bisexual,Single,-10.533760624660237,E,D,50.54088178547006,A,B,0.43195428855932444,104.49677704693647,1
Non-binary,27,Bisexual,Married,181.4088494135406,A,A,-46.18794275514812,D,E,-30.194944424385696,-95.07362778172595,0
F,36,Other,Married,139.34774010745605,B,E,22.605104354984316,A,E,-159.23438052825713,127.78983007607177,1
Female,40,Heterosexual,Single,165.71307066748415,C,C,181.26418775159553,B,C,-63.06454859905598,111.6726559159218,0
Female,19,Bisexual,Divorced,-106.36793775061406,E,C,36.819818520518325,B,C,-67.22500042951867,98.85508694808843,0
M,80,Homosexual,Married,-178.85289474401046,B,E,-2.554696014561107,A,C,58.137547355144406,26.942736060616006,1
Other,67,Homosexual,Widowed,-196.39533760897584,D,A,22.017139187061385,D,E,-32.42429092454104,-3.015277808079143,0
Male,77,Homosexual,Widowed,70.9943252473559,A,B,-11.825378835704365,D,B,23.70867143272134,56.69375532306179,0
Other,26,Bisexual,Widowed,-200.45757471997322,E,A,-115.57865117753295,C,C,20.90157695080116,103.63651068909743,1
M,80,Bisexual,Single,-14.389278103372801,A,D,23.315634742015597,A,E,-168.53987352616934,80.82403957795427,1
Other,25,Homosexual,Single,40.63473541969505,B,E,-31.8276509331467,C,D,-137.13918344842784,-98.78789872020666,0
M,61,Other,Widowed,23.46312912154581,B,D,-5.633434160475963,E,C,49.377542631641475,66.97818448770455,0
Female,54,Other,Divorced,-121.2972232662537,C,A,-164.4659125136215,B,B,117.56534507146725,-31.298036319968237,1
Other,54,Homosexual,Single,227.55011944104746,C,A,6.237721866084913,C,C,-69.77453979441644,-172.27623666837502,0
Male,24,Heterosexual,Widowed,-28.797400649872174,C,A,-94.09590413141794,C,C,-27.82632708480807,-102.95493126276511,1
F,72,Other,Widowed,-51.22362700706938,E,C,-163.41856994918632,A,E,-134.31279952818804,119.26221667968424,1
F,64,Heterosexual,Married,79.44046024856416,E,B,-204.18927946169515,C,C,-7.153565257541711,-119.26304439085264,0
M,30,Bisexual,Divorced,37.35492622567038,A,C,-154.7125999490383,D,D,80.76428639187884,-141.39006382689624,1
Other,47,Heterosexual,Married,-159.73284311980902,A,E,-50.68001649587168,D,E,139.77006725045487,21.52944925880558,1
Female,63,Bisexual,Married,43.38882194574178,C,C,-30.859122924831254,A,A,-149.27751406771844,-73.89079816108782,0
Male,31,Other,Married,-78.96774286961347,E,D,-89.12672219503153,C,D,-37.69822043812165,219.95473495342884,0
Female,53,Bisexual,Divorced,-35.00512976359547,D,A,-25.147885767871873,C,D,227.03606979896134,110.67924312538884,1
Non-binary,25,Homosexual,Widowed,2.763996952369418,E,D,-127.8128312194476,A,C,-163.18852295048575,-126.83019858066736,0
F,91,Other,Married,-59.52893050757591,E,B,-22.935579067220655,A,A,204.40455513304195,86.97542640185418,1
Other,64,Bisexual,Married,-205.84187184077837,D,B,94.19896209920655,C,C,143.67420466654465,-14.626118180775748,0
Female,97,Bisexual,Widowed,-39.34782413955962,A,C,66.35228740490756,E,A,-8.906902223160479,248.43634384055554,0
Other,68,Heterosexual,Single,52.233587949605386,E,B,120.39242648080264,E,B,-78.61553508844314,-78.47840911386174,0
M,34,Homosexual,Married,5.843936100333166,D,A,-68.13379476365911,B,A,-113.18877578048263,55.82831514447609,1
M,52,Other,Divorced,138.76828259207548,B,C,81.91059629280674,C,A,98.72315166888315,214.56269052896982,1
F,31,Bisexual,Single,13.766051170029082,A,A,-39.52155276921786,B,C,-29.058939488662133,109.31140950214765,1
Non-binary,33,Bisexual,Married,12.431009771741762,C,E,-47.69872797700911,E,A,-66.74428673691027,-245.64688162139757,0
Male,74,Bisexual,Single,11.131772195991992,A,A,129.38185723686252,E,D,43.67921062339877,-109.33250858880872,0
F,65,Bisexual,Widowed,2.9356588818140605,E,D,-44.576321414882294,C,A,6.672458651285821,-131.45496851639723,1
Other,62,Homosexual,Divorced,153.10666227518456,E,E,175.56061136239023,C,D,0.023279997532660596,49.693560737670055,1
Other,82,Other,Widowed,41.12065358387244,D,E,64.93922822841111,B,D,-16.340081799693053,-16.065859079243648,0
Male,35,Bisexual,Single,-185.3941928637126,A,E,16.127399131398224,B,D,137.2656804647642,-24.47863528561826,1
F,22,Heterosexual,Single,5.751348693065059,D,A,127.78538636150543,B,A,-59.930575311077895,140.73713018972703,1
Female,40,Other,Widowed,-80.02331027524994,C,C,-33.68262138015745,B,D,20.69336524080307,-53.34956200126457,1
Non-binary,54,Heterosexual,Single,-4.817393863491052,B,C,30.828828632340898,C,B,-106.30108974781606,57.47774868534709,1
Male,68,Homosexual,Widowed,-4.953030250147349,D,E,-3.830025517645746,A,B,-20.946853372272994,9.648322469682114,0
Non-binary,75,Other,Single,-96.94462228173104,D,E,235.9205517896731,B,D,-83.12802559015353,48.21853589879152,0
Male,74,Bisexual,Married,-15.774693305050333,D,D,135.09448669019332,E,D,3.0227010832036365,-156.6859371085423,0
Non-binary,76,Other,Single,146.40072167160764,B,B,28.385680835572202,A,D,-56.5431761834007,25.108673524155428,0
Other,34,Other,Married,-27.040959964516055,B,E,8.711994006570567,D,B,-26.944291790602414,-47.38288240826963,0
M,46,Bisexual,Divorced,6.8224215411705895,A,B,24.340625550414615,E,B,85.91921258342697,16.148689203805542,1
Male,44,Homosexual,Widowed,-55.86677838751779,D,E,57.96498896323827,B,E,-47.85694770977167,6.111193329794222,1
Other,42,Homosexual,Divorced,42.75365814222559,B,E,-37.04328274221015,A,E,18.670408975961685,175.2086852258106,0
F,66,Homosexual,Single,-26.415326032869764,A,D,5.1059186322197005,E,D,69.91474337227334,4.084004936216773,1
Other,72,Bisexual,Married,87.84385558342875,D,D,-180.667015258736,E,B,95.3886595949465,36.424237087732266,1
Female,47,Bisexual,Widowed,-23.594696127570007,A,E,53.780278295609584,C,D,-39.94944949009297,177.42743741323932,0
F,23,Bisexual,Widowed,141.78048652844154,D,B,-137.8096428300072,E,E,13.183712666932035,70.48011953420682,0
Female,25,Homosexual,Divorced,234.05595295533627,E,C,0.6138517905677779,A,C,9.24746284652302,-51.76283659046806,1
F,80,Heterosexual,Single,48.74246107495769,C,B,45.52476064850402,C,D,-125.04396399227464,-75.3335175319186,1
F,99,Bisexual,Single,23.704004564464697,C,B,51.01658958615679,C,C,66.41331084747104,270.65380546722236,0
F,52,Homosexual,Single,110.95090198872785,B,E,-185.919393786537,D,E,10.074538590264103,67.64123927819121,1
F,97,Bisexual,Widowed,136.63535524024027,D,A,24.800662750310703,D,C,-37.32565472440654,2.501002593738206,1
F,48,Other,Single,-56.709149286214036,A,D,37.0101408928442,B,D,72.73802283010673,111.5699634577215,1
M,71,Other,Married,-17.908605274318994,C,C,-24.25205783786358,E,E,88.02825332739117,40.409670608133084,0
Male,51,Heterosexual,Divorced,127.09936209195169,E,D,-161.7030107519755,D,C,29.426436135489126,136.24976781015454,0
M,99,Homosexual,Widowed,58.600285221320604,E,A,22.502296018487574,A,D,185.7886718025841,-20.947611977620646,0
Male,60,Bisexual,Married,-48.84441561025948,D,C,178.93772041160722,E,D,-30.056428775349648,-13.68677530549548,0
Other,52,Other,Divorced,65.21749973888689,D,B,-43.521458940790325,D,B,80.65044900292835,-49.53354620944966,1
F,78,Heterosexual,Divorced,69.41504373361981,A,B,-130.492281957786,B,A,-28.071248001973665,25.29047898674594,1
M,97,Bisexual,Single,27.499515760207487,E,B,33.14225202901543,C,C,264.7133949476226,-257.1899030637678,1
Other,67,Other,Widowed,-137.22916132081875,C,C,54.34712674326716,C,E,8.69831003557084,43.83038467868046,0
Other,25,Homosexual,Divorced,144.85762764615765,E,B,-59.204092495916804,B,B,87.27809270731625,23.521446363925584,1
M,30,Homosexual,Widowed,-140.0059040025876,D,D,40.81036894798679,C,D,-97.11931896813829,-26.536728465829064,1
Male,35,Other,Married,-85.0008413036462,E,C,83.45372152598364,C,C,-52.944513692031116,0.5323057834538066,0
Male,31,Heterosexual,Single,-190.94344943804902,C,E,118.58335758867354,B,E,83.57437786031765,40.79312225329744,1
M,63,Heterosexual,Single,13.933421941803612,C,C,-47.223574676795806,B,D,-168.47625002399096,86.770224613186,1
Other,59,Heterosexual,Widowed,-63.66553635113359,C,A,155.65968333369068,A,B,2.941416166207523,166.72676114524654,0
Male,77,Heterosexual,Married,113.86576944644086,B,E,79.39239622054569,B,E,-46.377102935197776,47.077269982981456,0
Female,66,Heterosexual,Married,-16.0408819320885,D,B,-40.14292752682732,A,A,-3.2147486120928823,37.80410633193015,0
F,36,Homosexual,Widowed,-32.939859818396755,C,C,-64.71086046209182,B,C,47.39181959643204,171.75860903305536,1
Non-binary,19,Homosexual,Married,-25.4481389748281,E,B,-6.797053514411439,B,D,-0.9046472416512588,-15.87353795018615,1
F,58,Bisexual,Widowed,104.70395138247261,B,C,30.16923208054877,A,B,-290.4975014939755,158.35312144994907,0
Non-binary,81,Homosexual,Single,-24.595009798682995,D,C,179.98226984411681,E,C,-40.446026252214665,1.4811990299331081,1
Other,74,Bisexual,Widowed,108.30181886644061,B,C,-53.247866900186416,B,D,11.659013163303639,105.46096399294369,1
Other,39,Homosexual,Married,14.87980806882678,B,C,160.12396754460192,C,C,-50.65970220843978,-61.85460990829874,0
Non-binary,27,Bisexual,Single,-52.19805728178266,D,A,30.836989515423536,D,A,-81.46882914429447,-254.34633420776674,1
M,27,Homosexual,Married,-36.322881005421046,A,E,21.077928515813653,B,D,-125.20135310367945,27.19619096417271,1
Non-binary,67,Heterosexual,Divorced,123.44241182605312,A,E,21.313636812913337,D,C,195.29958649984698,-27.4890040558699,1
Male,51,Bisexual,Single,1.3465175863474101,A,C,-135.828444560225,E,C,14.226176233566168,-111.69358947878443,1
Other,56,Bisexual,Married,-37.409689859454446,B,A,131.77075472365138,E,A,28.45111759741597,92.92216594320492,0
Non-binary,91,Heterosexual,Widowed,-91.60429733273331,B,B,-97.86709712040906,C,A,-83.5515421628441,151.6532858252386,1
M,60,Other,Married,-105.20287637421957,C,E,32.69777443220182,E,A,-110.0341093478832,51.84174697261065,1
Male,68,Other,Divorced,31.79864555202495,A,C,-123.28120205445036,B,A,-26.92833229494138,133.98197171543868,1
Female,60,Other,Widowed,6.892321031856493,C,B,19.68947482332232,B,A,-27.716474648978366,-9.819044524318333,1
Male,87,Heterosexual,Widowed,-3.6068308851795265,B,A,73.53601514427126,E,E,-6.287387030573976,-128.24339628614143,0
Non-binary,31,Homosexual,Single,224.51628004346506,D,C,-83.3505704648341,C,C,18.475259148195942,59.692274603547546,0
Male,79,Other,Widowed,8.671331113665582,B,B,-15.467708489880087,E,B,32.83413498126034,85.99687968372155,1
Other,49,Heterosexual,Divorced,43.68284761508027,B,D,-6.413799454087421,E,D,156.6329848824766,81.06204870201444,0
F,19,Homosexual,Divorced,-11.78382274710753,C,B,-118.99966326432956,E,B,11.11946656791426,-61.47067095061512,1
Other,88,Heterosexual,Single,-38.37790934236962,E,E,121.93815115343978,E,A,-37.57493376917207,73.37651797980537,0
Other,98,Bisexual,Widowed,-81.81938605499856,B,A,-59.115769840140416,B,C,-141.30095418649725,73.6102167287529,0
Female,71,Heterosexual,Married,7.008201961251169,C,A,-68.45990484947757,E,B,-15.013301466431637,22.970751609289287,0
Other,18,Other,Single,28.12863765483605,B,E,53.61593714249484,E,E,129.23672324453224,-15.266406619651129,1
F,74,Other,Married,146.59711502236067,D,B,-9.540503331151747,A,D,-19.69115208599,4.04667760373258,0
Male,35,Homosexual,Married,104.95183527989256,B,C,232.32562444528827,E,A,69.94249665046243,-45.23362568774831,1
M,89,Bisexual,Married,-40.63295620178343,A,A,-14.572115405686919,C,D,137.6752553340638,24.12946773410665,1
M,45,Homosexual,Married,-28.86660659173398,E,D,214.74829154156618,E,B,102.53003137382215,-95.76376579903243,0
Female,22,Homosexual,Married,98.48534468144666,A,D,-40.111280799537546,B,C,-254.2900480077536,1.709102910697858,1
Female,29,Homosexual,Widowed,24.89107129368461,E,C,100.99191895829193,D,D,135.33379218849487,-38.53354794572796,0
Male,30,Heterosexual,Single,-90.90072524247186,A,B,151.38001032567882,B,A,-148.61416863405347,-204.72073452109484,0
Other,57,Other,Single,-47.286772666249824,D,B,16.78982301496994,A,B,-40.52580892540645,18.05731058429527,1
F,97,Homosexual,Married,75.54920167133734,D,A,69.88694391016895,B,C,265.81159475918304,-7.188298764065686,1
F,62,Heterosexual,Single,-32.96104328543872,B,D,98.07069845247021,B,C,-161.9668719682913,193.36264832948805,1
Female,73,Bisexual,Divorced,-24.030907514569506,D,C,-117.63444563619585,E,C,40.041378292356725,-91.01341609170393,1
Non-binary,94,Other,Single,-66.14076147493488,E,B,64.62061926242927,E,A,-100.51324359627314,-47.60872633131317,0
Female,21,Other,Married,42.76667453902678,E,E,204.0226738003255,B,A,-272.9631909285852,89.4880857877585,1
M,20,Heterosexual,Single,-34.67872971524441,C,D,-112.60858696161688,D,B,4.805889742099903,136.4346493117206,1
M,94,Heterosexual,Divorced,-8.663764938713149,B,E,107.4498335674664,B,C,-9.427489128200834,-134.85970759908344,1
M,57,Bisexual,Single,77.43782150057675,E,E,26.74512097771271,D,E,-59.37502510100282,120.11037952861265,0
Non-binary,21,Heterosexual,Divorced,-48.87642557967642,C,E,-95.2406034645395,D,E,-70.95867643150568,58.970233545398386,0
Other,65,Bisexual,Single,-29.893912892815145,C,B,-126.10559085942839,E,D,-2.356283037787634,8.78313259194355,1
M,52,Bisexual,Divorced,-141.21132262676625,E,C,-148.10289600421603,D,D,61.050752214663476,-33.293140863358275,0
Other,77,Heterosexual,Widowed,140.40306266065312,C,E,32.25218156444873,C,D,-84.81639883816477,-2.844317129106326,1
Non-binary,60,Heterosexual,Single,-38.50377758963921,B,D,-99.43368006621863,C,E,-222.12073280891755,-94.76018214475269,1
M,41,Bisexual,Widowed,115.24821993475425,D,E,-34.558711339344086,A,C,131.35565690764753,55.77223198584789,0
M,38,Bisexual,Single,-105.95421815151846,A,D,-27.402992098671902,D,D,-76.59078973610323,-66.70362625169795,1
Non-binary,73,Homosexual,Widowed,-64.8760605115518,D,D,-89.05034367663738,E,A,84.71675835019121,-28.850227040067455,1
F,76,Bisexual,Divorced,146.80777796861366,D,E,89.31577520182047,E,A,178.96895540848493,-73.78902606738768,1
Male,78,Homosexual,Married,-112.13132983514768,C,C,39.45009147213799,D,A,170.61482447373564,82.98764036723621,1
Other,34,Heterosexual,Widowed,119.33878009144104,A,D,76.04241639767106,C,C,-52.5919992382481,97.59804318240006,1
Non-binary,43,Homosexual,Single,28.970201545712886,B,C,108.40433682741791,A,D,-89.72836500525493,-30.542914463464054,1
F,32,Other,Single,12.898325627786377,B,D,71.86405123760962,E,D,-94.77484293443653,102.35135074906101,0
M,67,Heterosexual,Divorced,-8.025928551022165,B,A,98.23127853136506,C,D,108.16875758881339,-83.78244997315217,0
Other,50,Homosexual,Widowed,-8.378302805023873,C,E,125.02560536766867,C,E,-111.71093502914447,40.04953427893801,1
Non-binary,32,Homosexual,Single,-143.3421850747658,C,B,-118.35746027115832,D,E,-5.488803120459241,67.22467286000389,0
Other,66,Heterosexual,Divorced,-34.80560824571162,D,C,115.81105794202043,D,C,209.82878898947158,-54.818262340959556,0
Female,87,Bisexual,Widowed,-115.50006125868437,E,C,-85.7660770108027,E,D,58.44751976894113,28.153529518130778,0
F,97,Homosexual,Single,-161.925477769305,D,E,-10.607494091052464,B,A,156.48338128359126,53.732559949127165,0
Female,43,Homosexual,Widowed,-25.53503092022084,B,A,192.93982901859084,C,A,133.25675863365194,222.90646735901652,0
F,19,Bisexual,Widowed,-56.7253153738279,A,C,39.438533144258216,C,E,-92.103363667994,-48.34208234893128,0
Other,64,Homosexual,Widowed,9.975604072262886,E,C,35.03163976756339,B,B,-107.61245923031552,-4.0794722703344615,1
Female,25,Other,Single,-33.876302551557984,A,A,16.93686329410326,B,A,24.845944674193426,142.0517683437809,0
M,67,Homosexual,Divorced,110.72109549737597,A,A,-84.13763152986303,C,C,-29.955127139829944,-75.08187035665202,0
Non-binary,82,Other,Married,-183.68423304716157,C,B,-111.47036732168726,C,C,-100.00982287885327,-65.2122590950771,1
Female,42,Bisexual,Widowed,103.1666675109439,A,B,-95.65211664289002,E,B,9.992173913963178,-0.0034226752715047974,1
Non-binary,71,Homosexual,Single,-49.291311850158316,A,B,-62.170152721931096,D,E,-100.0931011685771,66.8738077087946,1
M,59,Bisexual,Divorced,96.55750300121964,A,B,-81.99946611189621,D,B,5.7189098655571,168.08048073713704,1
Female,78,Homosexual,Single,-135.21727330910252,A,A,143.78052217700707,B,E,-31.451776600071906,242.39710835115832,0
Male,40,Other,Divorced,-43.05900045140063,E,B,28.686213534407738,A,E,204.68843281321628,-91.20482821053784,0
Female,93,Bisexual,Widowed,71.87714611970883,C,B,-68.16570687826093,A,C,0.6824474653344558,-150.10028368090482,0
Male,53,Other,Widowed,70.04763396187803,C,E,16.595861148403408,B,E,61.316985276998246,-42.100058906585154,1
M,68,Other,Divorced,-93.82071378987439,B,D,-29.686145149507485,D,E,-123.95904313247065,188.51002643893187,1
F,37,Bisexual,Divorced,-111.10911619495076,C,B,180.20605040911178,B,C,87.69524226244471,-59.825166995513094,1
Other,33,Homosexual,Single,153.05768869903181,E,D,104.86841046277655,C,B,-46.23542227966443,60.996945623515806,0
Other,81,Heterosexual,Divorced,332.49799220944755,E,A,-28.258598028330397,E,E,126.67869275186017,-7.6077415656718745,1
Other,81,Homosexual,Married,-49.45425230565448,D,B,-97.91942493350578,A,C,34.73989351649765,16.671815777445318,1
Non-binary,48,Homosexual,Married,-226.19713728002267,A,E,3.9017573370879512,E,E,-141.3802928830045,-138.10776060254076,0
Female,20,Other,Single,99.5970347170088,D,E,165.0595340743141,D,B,-94.5228414183796,-58.588248074080475,1
F,98,Other,Single,-54.649201609497425,A,A,204.08469010209487,C,A,29.269905568220832,-168.72535742063937,0
Female,82,Other,Widowed,-194.9388658420398,C,B,107.7446224912812,D,A,-31.352968318997238,-28.311636124991335,1
Other,76,Homosexual,Married,-139.87151494364204,A,B,63.398712477559094,C,D,-113.92993592602085,-26.86752349598369,1
M,51,Other,Widowed,21.94217359338498,D,D,-62.314067876007414,B,C,14.961334577138489,157.79238717396484,1
Non-binary,83,Bisexual,Divorced,-14.689185664806356,C,D,104.9006578781489,E,E,-141.81733603101654,-6.069772804499687,1
Non-binary,50,Heterosexual,Single,-62.22947114506424,E,D,-39.90314521659396,D,D,86.93860362805488,-41.554033255264514,1
Female,72,Homosexual,Married,-150.27631071819803,B,D,32.90641986378425,B,D,-163.07883696004376,83.38992806205636,0
M,41,Homosexual,Widowed,-26.014505609916117,B,D,-183.34276087313762,A,A,49.531850918679616,32.71282838378248,1
Non-binary,24,Heterosexual,Divorced,-12.459914756345182,A,B,-16.70035602126396,C,D,-22.843837074001843,81.38564905066242,0
M,36,Homosexual,Single,128.52643641307782,B,E,-120.34252403597097,A,E,151.8303896241983,45.245012694996454,0
Non-binary,43,Other,Married,86.14753879834473,B,A,-87.2647546071831,E,C,-144.59670073624324,7.005089376817561,1
M,29,Homosexual,Divorced,73.0859527529381,C,D,48.08249716077098,D,C,13.53561966014068,149.79097984449018,1
Male,51,Bisexual,Married,93.723679521822,B,B,-131.64420779168375,E,E,-44.86501613862049,-7.671621046899997,1
