sexual_orientation,civil_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Other,Divorced,A,C,B,-233.848947122713,23.46416436401377,-56.697212907885486,-43.747242985645926,B,69.78111435658683,62.66441352998158,E,A,E,A,1
Heterosexual,Single,B,D,B,-94.74375309836903,-65.96706384198538,-35.324082815611604,-15.312683979240793,B,-38.29184906266642,-130.98225731645198,E,A,A,B,1
Bisexual,Married,C,D,C,90.94261750473666,-68.04825636453162,-111.11911065097932,-36.77215446226555,E,-56.022600992661765,113.12371042400942,A,C,B,A,1
Other,Married,A,C,A,-70.45828534373756,96.95827974976419,228.21106485167456,282.36855922746986,B,58.59542377605693,21.895112045991734,B,B,A,D,0
Heterosexual,Single,D,C,E,74.43699182434584,-97.02919144751814,-76.51073511190681,-45.42915292840707,C,-26.408274339154374,131.68070149793536,A,B,B,A,0
Other,Divorced,C,C,A,25.306007346284947,-8.757307074980172,-12.066388023153836,33.79807102313592,C,-64.75446625047634,-112.28090642424287,A,A,C,C,1
Heterosexual,Single,C,B,E,76.72501321844307,-154.33811657745156,33.88275437707705,95.75504323427748,D,131.6899751198615,231.9086705393567,D,E,A,E,0
Homosexual,Divorced,E,C,B,51.693785701987636,59.63288080591285,-247.2865740056398,116.31427511477577,D,-44.34217963276976,-34.50525841076251,B,E,D,E,0
Bisexual,Divorced,C,A,B,42.93907155437323,9.990427248647995,158.78141833472512,-90.75885697392874,E,32.4547979413401,80.93572934427948,A,A,C,C,0
Homosexual,Married,B,C,B,51.99129836775259,-107.22206137431843,114.10482285593235,5.0553263969606155,C,37.40393684523799,41.87016578696517,D,D,B,D,0
Homosexual,Divorced,E,E,D,-77.07679205670459,-34.687520088143756,0.26688681656525587,-261.532370200905,C,145.5518647115277,74.6017457261616,C,D,D,D,0
Bisexual,Single,B,D,D,66.9568913096371,109.93670587606633,30.398556538868444,-120.93902312942389,E,-76.0129052826182,-96.71432832115401,E,A,B,B,0
Heterosexual,Divorced,A,E,D,-129.00274145376136,151.20862505726046,78.3114459171512,-271.1295702643057,C,-58.4577942991713,7.902062630257105,C,E,A,A,0
Homosexual,Widowed,A,D,B,-105.98773001959887,-12.201591889650185,43.53265768916065,-24.04311676174312,C,-77.91055482563746,10.326723344073745,B,A,A,A,0
Heterosexual,Married,A,C,E,9.460701870460666,-68.97109398056159,77.91846288193649,178.34999840003812,C,116.51168958911855,-63.94679966981391,E,E,D,B,0
Other,Widowed,C,A,C,-3.78982920414047,22.7234777713938,-45.49877529362871,60.132551499832566,A,-204.5672879959043,8.125011081680993,A,B,E,D,0
Heterosexual,Widowed,B,B,E,82.68686968389103,87.08352209157835,-9.249050669141445,-27.433224475782886,A,-61.49773321124575,103.57074930308272,B,E,C,E,0
Other,Married,B,C,A,66.71123404694926,86.98945744229682,17.558167454773375,-71.08310867961724,B,139.4551562380797,-119.7894250680708,E,C,C,E,0
Other,Single,D,D,B,-71.98516810160464,98.80893954820486,-27.82285210082054,-67.8262643314518,E,-41.436189313711935,-64.45046827360747,A,A,C,A,1
Homosexual,Married,B,A,E,-58.87279796486994,-121.86832263579606,96.90119412631739,-63.73265707704077,A,-92.63369659428825,-82.25847518337555,A,D,A,D,0
Other,Single,B,D,E,-101.8704048837551,6.511321691670657,-156.67050297099166,-48.355015799571035,C,116.5846945015135,-94.62116610353732,C,D,D,B,1
Other,Widowed,E,C,A,91.55632552557579,-30.639645293565604,90.06093377608033,13.172936370779675,E,198.07877097161096,230.58046083848174,E,D,D,C,1
Homosexual,Divorced,B,D,D,-31.632528953174262,-58.45249647797854,-136.23149182742017,27.267579502717815,D,-41.149190863435955,141.19771403002886,A,C,A,C,1
Bisexual,Single,A,C,C,-86.90287466107067,-6.892917667664383,96.36156938939864,-93.7472734893843,E,59.713696197325724,191.93574473574182,D,D,D,C,1
Homosexual,Widowed,B,D,D,90.09479118428509,-82.50421588769868,-112.46236385188301,-76.33662360350498,D,-45.184567422700006,-80.84101451748069,C,B,C,C,0
Bisexual,Divorced,C,C,E,-222.1194589936526,75.14985888119587,-91.19318144614783,97.07162465253539,E,248.32792958025033,-131.12507273030215,A,D,D,D,1
Heterosexual,Widowed,A,C,E,32.852449729499654,-117.52895642602503,26.54071148634658,27.193519512562347,C,111.23164565357027,9.556299077121126,E,D,E,B,1
Heterosexual,Married,E,D,C,25.385032172965623,44.37094469260962,-54.09074043808128,-82.9350975804985,E,-18.630718767107872,108.41906942705468,D,D,E,B,0
Bisexual,Single,A,D,B,-171.00151411625666,8.00778309069702,53.48420460599521,-21.346922658340677,D,9.207810872648109,34.589879417524386,C,E,B,E,0
Heterosexual,Single,A,B,E,-94.39964537472582,147.3294351047219,-107.6169805572287,-40.62354417421945,C,-45.24102053448257,-64.94229940105657,E,A,A,D,1
Bisexual,Widowed,E,C,C,33.387244033796165,124.46398471712337,12.671594119625798,-54.9595814897905,A,51.764487859712006,169.49727766388506,E,C,E,D,0
Bisexual,Married,B,B,A,-1.9508515868050482,117.6842443693919,-70.56264628593412,25.423928265739498,C,-92.570716464725,222.62734669620684,D,A,A,C,0
Bisexual,Married,E,C,B,-96.18995516732618,-76.04556210134436,-64.37144699063813,-72.02589759264534,D,78.7484079720104,-81.12743996641663,D,A,B,A,1
Heterosexual,Widowed,C,E,D,42.45839593244105,87.84875944350141,-16.075630817129728,-112.83860496959501,C,41.96491010024995,-58.25839156135109,A,B,C,B,0
Other,Married,E,D,D,90.79658335221524,-92.86861248048403,-93.85220603747952,96.72500325222117,B,-51.802346636632066,12.890830634613835,A,E,E,D,0
Heterosexual,Single,D,A,B,-5.064271564814862,197.54089763548197,-103.48652521735133,-21.196381540321415,C,-93.92917905576758,77.74094676128624,D,B,A,C,0
Heterosexual,Single,A,B,B,-100.53065297360249,8.362874399596967,-31.85874080206214,-165.05798860681097,B,-82.23824993064886,65.81443139987711,A,C,B,B,0
Bisexual,Single,C,D,A,37.9487385486182,-87.33735279780117,-96.11299062072473,-88.79401140219757,C,135.92646966552013,-10.197719692745377,E,A,E,A,0
Bisexual,Single,D,E,C,-185.15364700140634,-97.97314244629668,15.412144882137873,2.961340925201595,B,59.51116321411347,-51.75187624287273,B,D,C,E,0
Homosexual,Single,B,A,C,-62.59147372988815,92.45689014592662,152.7754994185385,-44.79046815256361,E,40.19848018670915,244.74946836367465,A,A,A,D,0
Heterosexual,Single,A,C,D,-37.236404352114185,23.853416757889516,22.48209307420217,-80.95419825101,E,-109.20585732701211,32.87927141672673,D,B,C,D,0
Homosexual,Single,D,A,D,-165.12085483559312,-27.157960857455787,126.9613979102766,-119.58378131970315,B,-147.52763094022788,100.19779713193621,C,E,D,C,1
Heterosexual,Widowed,B,E,E,130.18914850349313,169.1160622328161,-151.831398371849,-47.85846240582971,C,72.01654511646255,-18.657474870043337,C,D,E,B,1
Heterosexual,Divorced,C,B,E,17.500817012284323,22.823107507418104,-180.54822443860417,41.109598008504044,A,-118.76919894059372,-106.63449133762515,D,C,A,B,1
Other,Divorced,E,A,B,-48.260333398493195,12.63629756449261,-55.73856983553591,97.82098385742594,C,9.865643039613422,17.42372489192803,D,C,A,C,1
Heterosexual,Widowed,E,B,B,46.64535114415448,106.13928343076292,-34.34920637406578,96.61045233586383,B,111.51203804660412,-11.14885253722872,C,C,E,B,1
Heterosexual,Single,A,E,E,-59.6360220988878,-51.11421111124,-93.98525823345186,73.46491932037308,A,142.27435403272318,-14.60045375022937,B,B,C,A,1
Homosexual,Married,A,D,B,13.317294683387166,-187.460394546798,31.12429497170054,-60.8300427298886,C,-82.69296212819306,-102.28443947168235,D,A,A,A,1
Other,Divorced,B,B,A,-44.75167135541779,29.71661955450401,41.273573772890245,-91.34440627772716,C,31.453643660576482,-14.523581570372029,A,D,B,C,0
Other,Married,C,A,D,-0.6299972992286871,94.64290938474349,98.57747428154627,-33.82629373491546,B,92.54445489294767,59.2337855387421,D,C,D,C,0
Homosexual,Married,B,C,C,-149.74334643503158,80.21801912154318,37.95028644335115,33.4888902107361,C,159.90911555641716,128.71437460067233,B,A,C,D,0
Bisexual,Single,D,A,E,-84.77209061475548,155.30081083670498,-36.65349766856941,-43.1563606534131,C,6.5133746445945455,17.922995945282256,A,E,A,C,1
Heterosexual,Single,D,D,C,-213.7235499492875,49.14363936533059,111.861127600996,26.69379741302147,E,26.260025444899917,25.932312245847662,D,A,E,D,1
Heterosexual,Divorced,E,B,A,36.22781806340969,-25.12918650669114,-22.26936368510402,127.93733977225207,E,-18.469572215058115,69.25748047508074,A,C,B,D,1
Heterosexual,Widowed,B,A,B,162.5361419187281,61.03561344252947,19.846255982320297,119.08720485578147,A,-97.69122841755369,316.1095477231347,B,E,D,C,1
Bisexual,Single,E,A,D,110.02867071713295,-42.69303808076758,82.04238400904129,-89.90688066565804,C,-148.00985483715868,34.775502243325505,E,A,E,A,1
Heterosexual,Married,D,A,A,175.76958373075328,49.65773552599446,-49.18622642495074,96.26837930612473,E,-7.4595771248840705,38.07508612489458,E,E,D,D,0
Bisexual,Widowed,A,B,D,-125.34247518743771,-7.117139500791649,-17.56108342723996,103.595860420708,C,-48.62098407161846,71.20961880097893,D,D,B,A,0
Heterosexual,Divorced,E,A,B,74.06535068400224,-22.4112425247703,-61.49157232917788,-39.03793335845271,E,-56.4002772771717,-57.46017903744478,C,A,A,A,0
Other,Single,E,A,A,-66.18323870984783,-34.74127005525157,-59.17067522598172,124.01765047693002,A,14.380607269880356,24.9870079289283,B,E,C,B,0
Bisexual,Married,C,B,C,219.0754542529422,-29.283029319250126,83.58379398859842,50.24102443956707,C,101.99753732647663,195.57899472621276,D,A,D,A,1
Homosexual,Single,A,D,E,-57.36969436813987,-101.25132387144376,51.21491049784891,74.09399165187094,D,-193.74734012918142,-46.38835617664301,A,D,A,E,0
Homosexual,Widowed,D,B,B,76.27391635613994,-154.52357793083743,-135.9123394520908,89.11039332411073,C,70.54730176640936,61.052365747985974,D,B,C,A,0
Other,Widowed,C,A,C,-86.18725040198274,144.40330043242022,-103.13465286636014,-13.947091247900417,A,-190.95378811917217,-48.63278028221607,A,C,A,B,0
Homosexual,Divorced,A,E,E,-126.11381588865657,-130.5073653120003,62.74876925624352,103.37019506897407,A,18.620327628161636,35.15932023999588,C,D,E,A,0
Homosexual,Divorced,A,D,A,-170.1264489578316,-60.00595628551502,-130.70751309691758,29.744766973145335,B,-2.616363861228962,16.59492188734117,B,E,C,C,0
Heterosexual,Married,A,D,E,129.0871236945466,-185.80772691823785,63.79050089201361,-26.503626548938264,B,102.3128695517375,-58.62011488077575,B,C,A,A,0
Heterosexual,Single,C,B,B,-72.81400884702784,152.91346368124186,158.97766964416638,105.64011557384046,C,-164.2558600600827,-127.42376976183513,A,C,E,C,0
Other,Divorced,A,C,A,-22.246718518253193,-184.5292836125261,179.21244776218762,22.592061768575668,B,-101.40801703614402,-22.58567853388856,A,E,E,C,0
Bisexual,Divorced,B,B,B,-194.90891651277806,-46.2446817671138,102.55275700611712,-166.69364031229318,D,146.5601254413629,-34.10530976006571,C,B,C,E,1
Bisexual,Divorced,C,D,C,-81.01632714476239,-82.15199694278827,-22.81118393016262,117.54017656569597,D,-47.09846990396439,-2.349997435794746,A,E,A,C,0
Heterosexual,Divorced,B,A,A,51.26920219209201,53.04384755072037,-70.27341489856663,-12.750693307906097,E,18.31175182932811,-5.332672923930897,D,A,D,C,0
Heterosexual,Single,E,A,A,145.30746201959528,-191.0241758767515,-128.5705451290193,-130.8743658556276,E,-20.88080055653771,-0.250809211318336,B,E,D,C,0
Homosexual,Widowed,D,B,D,-7.866674680733418,-71.62806440048136,65.57028039312024,-88.267966416345,A,275.78275214509944,60.83256004169244,E,B,B,A,0
Other,Single,D,D,D,-61.85685710436209,-26.803164641205623,171.54124182453668,42.972947126984856,A,118.21239096580523,-138.44781354648757,E,E,B,A,1
Other,Widowed,A,B,A,-197.67286163607307,40.126189060969395,22.407582726575342,134.06625204413493,A,-30.644856101487157,-85.9373239981605,E,E,E,E,1
Homosexual,Single,C,C,B,-155.1330508593541,-21.109185632010643,-48.47986704411439,-45.784661907140645,A,4.259576519957639,114.0638894994319,E,C,D,B,0
Homosexual,Single,C,C,B,-143.20822655725007,-1.1786426318721028,-12.057465693079264,128.34053313859474,E,166.1962727938143,-25.077070052742606,D,B,B,C,0
Bisexual,Married,C,E,C,36.86200354790391,47.56311060713917,-43.543013615821344,-33.77963901052166,C,28.943627130534043,2.4286300922830333,E,D,E,A,0
Other,Single,D,D,B,45.006072146545094,-164.6751700026665,182.9445060961513,148.68397995986646,A,51.250384164013155,83.27181558735501,D,B,B,B,1
Other,Widowed,B,D,E,-60.13232819690142,-47.89579002880302,-11.250738112239471,-55.1041375098407,E,-26.37486799165048,-36.94951234161997,E,A,D,E,0
Homosexual,Widowed,C,D,A,129.09510182613494,129.52613289520428,-79.84480922640536,-311.1022589602031,E,81.40401075743716,-37.69214917974372,A,A,E,E,0
Homosexual,Married,A,E,E,-131.24392329676502,0.3354824963659707,48.2569074500434,-234.74861005799275,C,27.4593346467306,25.91078928995299,E,E,E,A,0
Heterosexual,Single,E,D,B,-65.49412780348237,27.98695054746417,-32.64413817426409,-58.657238178865775,B,22.819382535178242,-136.77819816188958,D,C,A,B,0
Homosexual,Single,E,D,A,217.60970600156324,69.50911882345814,46.3550958466497,-17.02009104418949,C,43.821396622945954,-14.1380311917715,D,A,C,D,0
Other,Widowed,A,D,D,77.01367984589866,-152.91203712080235,179.08571465225486,-101.15786902979436,D,-128.32378611984862,-50.476842885059895,D,B,D,C,0
Bisexual,Widowed,D,A,A,48.612729929828134,-147.70982083557226,76.30818506282073,28.625584465559378,E,-207.0168806045023,-58.16770626752857,E,D,B,E,0
Other,Divorced,D,D,B,-20.572080388604896,-97.31030518371423,-49.22546045013431,4.930155540394096,D,-92.50480361761291,21.39901205608262,E,E,E,C,1
Bisexual,Single,D,B,B,-123.53883556591208,101.2959559804815,-270.87787541115017,32.452848039268844,E,-50.26444223204501,52.661541625101336,E,B,C,D,0
Other,Married,E,A,A,-81.23103083747614,107.21569818045322,-101.10215698598135,-71.15202778193408,E,51.79950280169274,224.41259036503243,C,A,C,E,0
Homosexual,Divorced,D,C,E,114.62314142686442,-91.86566821779911,-111.5167392324343,-132.66728744104347,A,-52.64565514907748,43.91995707042663,C,E,B,E,0
Other,Single,A,C,D,57.934720047060004,-57.42154617976413,-141.13657723484835,-79.61382273314298,E,-129.99655785175628,-147.7440163477184,E,A,D,C,1
Heterosexual,Divorced,C,D,A,50.098640200977684,232.70288743467668,68.33936671611394,131.78870161023173,B,91.74243598900001,11.06888310569037,E,C,E,D,0
Homosexual,Divorced,D,C,A,-79.82327649833263,-78.16354965380012,-119.82243757497903,181.8139924144428,D,202.45936227213988,-2.888834074781817,E,E,E,A,1
Bisexual,Married,E,D,D,-4.5145898208159,-66.62991563067781,-22.75671334824706,-40.57896251759233,B,66.61853266207503,227.27329389084963,D,C,A,C,1
Other,Single,B,C,A,4.905674797922274,58.38755978956877,171.23320678233594,61.01425596652845,A,150.5285743996734,-4.762994763460573,C,C,B,D,0
Bisexual,Married,D,C,E,131.6132413596031,-19.61229164877725,47.958589580027,-30.957282126512624,E,-114.82538414521954,2.497894922072852,A,A,A,E,1
Bisexual,Single,D,D,B,3.629439848231413,-226.99419014144405,30.438126047477752,-125.82495386145267,B,89.97265611806301,-14.861920408741861,E,A,E,C,0
Other,Divorced,B,A,E,56.44489326315726,-84.02466451215376,-91.89782047680718,-69.96554350806859,E,-206.14902437772935,-83.16720595212716,A,C,B,D,1
Bisexual,Single,B,A,A,-67.04821776100397,-58.65504356551096,170.396817205829,-118.51147785043376,A,103.38423075321492,-185.00384784862948,B,D,E,B,0
Homosexual,Married,B,B,B,30.620940701183525,-14.839734971984264,-203.07600251740837,140.31079407595885,D,-98.28470166640365,-76.7807868403813,D,A,C,D,0
Homosexual,Widowed,B,E,B,-50.67463239830793,7.172958564168387,176.60042888319413,-193.4014620708624,C,30.926850482526508,65.07490743136951,D,B,D,B,0
Bisexual,Divorced,E,A,B,-26.77533602073642,-127.3570764995952,1.2324987941646601,-12.38869235836038,B,11.384046207438761,96.65527925762932,E,B,C,A,1
Homosexual,Widowed,D,A,C,35.745308892151314,13.835226693900339,-6.630490096843192,53.02320016550709,B,-30.29037269282866,-49.73569461747961,C,E,A,A,0
Other,Widowed,A,C,B,124.08182139087471,-83.88094611279732,-169.45430328305952,-130.97765752940037,D,50.42612790252213,-10.791164318650237,B,B,D,D,0
Bisexual,Divorced,A,C,C,59.34579889009696,-38.125769691039565,-34.09292152330608,47.326586294567754,D,119.106436234629,-0.1544311076767558,B,E,A,C,0
Homosexual,Divorced,B,C,A,95.08339933070154,82.87166850987482,67.77129748895257,-140.12814020094103,E,51.89545065077126,35.50030656223715,D,D,B,E,1
Bisexual,Divorced,E,C,E,-2.6360131130603817,-27.429412232840022,54.65473691290603,157.79373596215942,B,14.226445889261456,52.50494633348388,A,E,B,D,0
Other,Single,E,C,B,43.34121521858989,23.571403628842056,4.261050958271059,48.429357804344704,E,109.47361492397822,-44.11273308599221,C,A,A,A,0
Heterosexual,Married,A,C,E,-160.9779597993606,110.6053378289746,-53.395150308557085,63.980467617787816,C,-91.7383218006803,-68.956354627834,D,D,B,C,1
Heterosexual,Divorced,D,B,B,-86.73149600074656,-21.672213118384157,-6.572467341902007,-79.73227199829184,B,-74.01896692819805,93.50508006227464,E,A,B,D,0
Other,Married,D,B,E,108.20194095701514,-121.78084201953632,-120.92594778534588,-64.31579482236907,A,0.9844178134961027,-14.528675177337519,C,E,C,B,0
Other,Single,D,D,D,74.08195134608903,161.87524068919907,63.602474625285,-101.04463961299777,B,-194.73764936307998,96.45918843014816,E,C,E,A,0
Bisexual,Married,B,C,C,-75.26861133967024,-104.66757971029953,-16.793793904573402,55.263165467207244,C,-67.02293580538189,-73.23708651685365,C,E,A,B,0
Homosexual,Widowed,D,C,B,0.34285171590247704,103.81508744862383,81.29207380204923,179.58090812324673,D,72.66009925279896,129.4342991956888,D,A,C,C,1
Bisexual,Widowed,D,D,C,-58.39992487885933,48.47237887275285,5.416620202282173,-42.10343367079655,C,-55.13478715804451,25.02160199426134,C,D,D,C,0
Homosexual,Divorced,B,E,E,-70.59480560913744,12.047375601156702,-72.80416660348978,121.04783127581595,B,-6.34327477219061,51.77514645574178,B,C,E,E,1
Bisexual,Married,A,D,B,-169.0432903594032,74.98634813427284,-91.36554920964724,173.1276366374518,D,129.35944096772474,-75.47019758554107,B,B,C,C,1
Homosexual,Widowed,C,E,A,168.05120435276345,92.28011792791274,-122.08904374522189,-98.33141529735917,B,70.83791588200768,38.205538182152516,E,B,E,C,1
Bisexual,Married,E,A,E,195.65517704397328,-93.22363910730981,-113.88575113018055,13.607840451739484,D,69.73759047836079,-144.2942178925876,D,E,D,D,0
Other,Single,B,A,A,160.61073919650224,-100.14354306670089,-2.179803756967059,-33.27982355945145,C,-83.43122247061632,-54.97231034154091,E,A,A,A,0
Bisexual,Widowed,E,B,C,-61.71123387368992,-82.49155026957108,221.72612056303177,12.276097335393192,B,-77.24675968265784,-63.29027903762461,A,A,D,D,1
Heterosexual,Single,A,A,C,-40.59091852736383,-56.47825234767103,-4.163810767791426,52.14935723408829,E,109.13744121048103,8.138957765002178,C,D,A,B,1
Heterosexual,Married,A,C,D,-80.1663035994016,-17.837308277929107,18.956960729137712,3.3158052295801106,B,-56.47765730934846,64.57036381417008,E,B,D,D,0
Heterosexual,Single,B,D,B,-54.48547843526072,-145.35297133613844,16.079486363395752,-12.616965739859912,E,173.99813680011306,131.12874789765442,B,B,C,C,1
Heterosexual,Divorced,B,B,B,78.55556710946567,-77.89595250559361,-15.645377998014364,-69.46047496398131,C,-133.9591968376376,-132.0154218911688,A,D,C,A,1
