Veteran,AgeGroup,Race,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,target
No,51-65,Asian,Other,A,-17.20629846587315,A,D,-116.26821071963099,1
Veteran,18-25,African American,Other,C,-201.27529649877368,A,A,-124.61759184751469,1
Veteran,65+,Other,Jewish,B,24.277903256560457,C,A,102.44756431699906,0
Non-Veteran,65+,White,Muslim,A,109.32366475441353,D,D,51.818950515417285,0
No,36-50,Asian,Hindu,E,-91.89410201459656,A,C,-149.1767899618242,0
No,18-25,Asian,Christian,D,-139.60514255068682,E,B,-132.7873299965052,1
Non-Veteran,18-25,Black,Jewish,B,-111.70087486959889,D,E,-10.104866341163854,0
Veteran,36-50,Black,None,A,-100.13392164901637,B,B,-99.54805102949915,0
Non-Veteran,18-25,Black,Buddhist,C,90.40765695345449,A,D,-7.039944757935489,1
No,36-50,Other,Christian,E,-31.29348600083896,C,A,16.33008985951238,1
Veteran,18-25,Asian,Muslim,A,47.02101020087957,C,D,-82.7910208665588,0
Non-Veteran,36-50,Black,Muslim,A,96.85320628172242,D,D,19.60545138807854,1
Yes,26-35,Asian,None,C,-51.77903262538559,C,A,11.393133917555097,0
Yes,18-25,Other,Christian,B,71.45715970249279,A,C,-51.75852896292342,0
Yes,36-50,Hispanic,Buddhist,B,-222.53910455990874,D,D,74.13459367949504,1
Non-Veteran,65+,Asian,Muslim,B,-89.3404630308308,E,D,11.403577539959269,1
Veteran,18-25,Other,Hindu,E,-45.92334732973231,B,C,-25.59088889134428,1
No,51-65,African American,Buddhist,E,117.75407260570054,A,E,-173.55984870408375,1
Non-Veteran,26-35,African American,Muslim,E,-172.63663983874622,D,E,-5.834124978022019,0
No,18-25,Asian,Other,A,-37.261903651790085,D,C,-25.55685418721461,1
Yes,36-50,Black,Hindu,C,96.08456764568665,E,B,103.24785601438933,0
Veteran,51-65,Black,Hindu,E,76.14014220771179,C,D,-93.80878161578674,0
Veteran,36-50,Asian,Jewish,E,95.6768986463795,E,E,93.25088322351316,0
Veteran,51-65,Other,None,E,-150.1087572575345,A,D,-127.22583059757085,1
Yes,65+,Asian,Other,D,69.51467688194455,D,E,94.48000066011514,0
No,26-35,Asian,None,D,-42.174029869962915,B,C,122.62319207473666,1
Non-Veteran,65+,African American,Other,B,33.885816161308504,A,C,106.51707647282367,1
Yes,18-25,Other,Hindu,E,16.410183128011028,E,B,-14.478778233468551,0
Non-Veteran,18-25,Black,Other,D,-52.27790192207422,D,C,110.76320412056037,0
Veteran,36-50,Other,Muslim,A,-219.81793531918746,E,D,156.05185125129398,0
No,26-35,Hispanic,Hindu,A,-70.8460673216882,C,C,-38.918284647095156,1
No,36-50,Black,Muslim,C,-73.08031488097544,B,E,32.73412312586825,1
Veteran,26-35,African American,Other,C,-122.44921880261874,D,D,38.516997128386905,1
Non-Veteran,26-35,Black,Other,B,61.787191320442645,E,C,102.11834496424133,0
Non-Veteran,36-50,African American,Christian,E,12.537926177300115,C,B,-19.180461396871134,1
Non-Veteran,65+,Other,Christian,C,-9.710256813660575,C,A,214.02312580846598,0
No,18-25,White,Other,C,168.09299731680397,D,B,31.308204091451554,1
Non-Veteran,26-35,White,Muslim,D,70.39221456992809,C,D,143.25294691089223,1
Non-Veteran,18-25,African American,None,A,82.09373742355051,A,C,-53.925393877321426,0
No,18-25,Hispanic,Buddhist,E,30.169410434538317,D,B,-57.92056660857299,0
Non-Veteran,36-50,Asian,Buddhist,E,-219.32037211667267,D,A,14.532221000124798,0
Non-Veteran,26-35,Black,Jewish,D,82.12090646319756,B,E,-90.15708809639139,1
No,26-35,African American,Other,B,157.59885195272963,A,A,34.62822713257035,0
Non-Veteran,26-35,Asian,Buddhist,B,28.435062795158007,B,C,-11.677085957313581,0
Veteran,51-65,African American,Muslim,A,194.14609259250935,C,A,-149.5284439239333,1
No,26-35,Other,None,C,25.084668133780802,E,C,74.77367660455909,0
No,18-25,Other,Jewish,A,-105.65744248423572,E,E,52.36926886792277,0
Yes,36-50,Asian,Buddhist,D,-46.20166797222612,D,A,109.97886789894564,1
Veteran,18-25,African American,Other,E,107.41354745667834,C,A,3.7827044491932416,1
Non-Veteran,36-50,Black,Muslim,E,7.1324822724370405,E,C,180.19181915718352,0
No,26-35,Hispanic,Hindu,D,134.64220832626083,E,B,-18.66444233722858,1
No,26-35,African American,Christian,B,-291.28825723038324,A,C,-137.86149427254676,1
Veteran,51-65,Other,Other,B,26.339855121765115,C,C,-151.90534608000655,0
Non-Veteran,18-25,Black,Christian,D,-45.416359802891094,D,C,214.52225140404116,0
Non-Veteran,18-25,Black,Buddhist,C,169.98714037580208,D,A,-20.615035156568716,1
Veteran,36-50,Asian,Buddhist,D,-101.44777241651181,E,D,-149.229318020088,0
Veteran,36-50,African American,Muslim,B,20.375675310448514,A,E,-169.54650866409315,1
Yes,65+,White,Buddhist,A,0.5162975313288616,D,E,-60.90431351946266,1
No,26-35,Asian,Muslim,B,-223.788107811312,C,B,89.40584765672772,0
Yes,65+,African American,Jewish,E,174.24411720810846,C,E,9.531433634561356,1
Non-Veteran,65+,Asian,Christian,D,82.29358424384672,A,E,38.71313469739423,1
Yes,18-25,Asian,Hindu,D,-76.44384347972492,C,E,66.74537540875511,0
Yes,18-25,Hispanic,Jewish,C,64.28950388975316,C,A,-84.08619316863789,1
No,36-50,Asian,Hindu,D,-92.9683122144374,A,E,-43.992093808843755,0
Veteran,65+,Hispanic,Other,B,49.18218309465014,D,E,-69.69865127583599,0
Non-Veteran,51-65,White,Hindu,C,77.38764245793283,D,D,73.01604320647587,1
Yes,26-35,Black,None,B,-11.6197538072776,E,A,33.11429417426778,1
Veteran,36-50,Other,Buddhist,B,-23.35526419295042,D,A,12.809533159652103,1
Non-Veteran,26-35,Asian,Christian,D,-5.093054956415805,B,E,173.37051728673657,1
Veteran,36-50,Hispanic,Muslim,B,-12.339119861375668,B,A,-128.3552491349108,1
Yes,18-25,Other,Hindu,E,-42.31194327103333,E,C,95.62121187089464,1
No,36-50,African American,None,D,56.36327474033804,E,D,140.00200295552074,0
No,26-35,White,Jewish,D,223.7274490179486,D,E,-97.7304039263387,0
No,36-50,Asian,Jewish,C,-45.039871114673836,C,A,96.53696656499602,0
No,26-35,Black,Other,B,59.10673919065059,E,B,-66.89671419285865,1
Non-Veteran,36-50,African American,Other,C,10.033022975806313,D,A,192.31738210184363,1
Yes,18-25,Other,Jewish,B,-36.569164688838136,B,D,-0.40251530010529835,0
Non-Veteran,36-50,Asian,Other,A,-139.50224420340814,A,C,37.47797127632066,1
Yes,65+,Other,Christian,C,-39.69689882141312,E,A,-95.61396995799048,1
Non-Veteran,51-65,Other,Muslim,B,50.82487511536365,D,B,-197.9629904125086,1
Veteran,36-50,White,None,C,2.153492485632622,D,B,-126.27818264360349,0
Yes,36-50,Black,Christian,E,-49.72408384880047,D,E,-53.879339630182855,0
No,18-25,Hispanic,Muslim,B,-101.36157217381087,B,A,149.85088113131326,0
Veteran,36-50,Asian,Christian,A,-90.70656089074942,E,A,200.2361734983871,0
No,18-25,White,Muslim,D,-29.65339797670708,D,E,113.07125637765101,0
Yes,26-35,Other,Other,B,90.86000415636482,B,D,118.41244367120997,0
Yes,26-35,African American,Jewish,B,15.023893258783596,B,E,-113.35277380734124,0
Non-Veteran,65+,Black,Hindu,E,87.79669500579186,B,A,-52.63160083812092,0
No,18-25,White,Hindu,B,-114.79595325865961,B,B,-103.61819578060725,0
Veteran,65+,White,Buddhist,A,-35.47363220280932,B,E,-63.280358822947825,1
Yes,51-65,White,Jewish,D,23.80677147774533,E,C,1.166436088642046,0
Non-Veteran,65+,Black,Jewish,A,88.09474487016475,C,B,25.55084937496721,1
Veteran,36-50,African American,Buddhist,B,36.681393673051254,A,B,107.28228084650398,1
Non-Veteran,51-65,Other,Hindu,D,-59.314538269135,B,A,-20.182992627294404,0
No,26-35,Asian,Hindu,B,-222.39760754947704,D,C,93.72582347365761,0
Yes,36-50,Hispanic,Jewish,D,87.54218091699497,E,A,3.063776360613136,1
Non-Veteran,36-50,Asian,Buddhist,E,-173.3186882675674,C,D,113.60413117347142,1
Yes,51-65,African American,Other,A,185.70114616037196,B,D,-71.95817919717884,0
No,18-25,Hispanic,None,B,-104.77145835821497,A,D,-64.70773253406458,0
Yes,65+,White,Muslim,E,-99.22600717026872,D,C,-1.8439945822176662,0
Veteran,26-35,Asian,Other,B,-111.01305434031445,A,B,110.63301534636368,1
Veteran,18-25,Asian,Hindu,B,29.24403420779507,D,D,60.89278385901128,0
Veteran,65+,African American,Muslim,A,30.09352354008631,A,C,55.566313009753245,0
No,18-25,White,Other,D,45.17928399920185,A,D,74.50951775104336,1
Veteran,65+,Black,Jewish,C,-8.389634262678586,B,D,22.757767470340486,0
Veteran,18-25,African American,Hindu,E,141.90508839180615,A,E,294.9402021584426,0
No,36-50,Other,Muslim,E,86.94208922817171,D,B,251.39866052589502,1
Non-Veteran,18-25,White,Jewish,A,104.63776427144518,B,A,-236.365486223725,0
No,18-25,Black,Other,A,-161.479421326591,D,C,-21.006102982873422,1
Yes,36-50,African American,Christian,B,-151.76986994752463,B,A,20.105576012538695,0
Veteran,26-35,Black,Christian,D,-45.986523311966025,E,E,0.7975584002854499,0
Non-Veteran,18-25,White,Christian,C,-81.67892142955591,D,D,-26.366081913514826,1
Yes,18-25,Other,Hindu,E,-218.32926264356857,D,E,-49.870434612894755,0
Veteran,65+,Hispanic,Muslim,C,-85.5114205136452,D,B,112.17292832933869,1
Veteran,36-50,Asian,Christian,A,143.0760758134443,C,B,149.54459163235268,0
Yes,26-35,Other,Buddhist,C,-99.554891533855,C,A,7.771361089131905,1
Non-Veteran,36-50,African American,Hindu,D,-185.43973527500242,C,C,-34.88006434698667,0
No,26-35,Other,Jewish,C,-16.974769072503605,C,A,6.258816230564447,1
Veteran,26-35,Hispanic,Hindu,D,22.05002838045814,B,B,107.1944320755146,0
Yes,51-65,African American,Jewish,A,114.27059777121997,C,E,-69.63579414575605,1
Veteran,26-35,Hispanic,Christian,B,-105.92894463227466,D,A,-12.643120830653437,0
Veteran,36-50,Hispanic,None,E,90.10881219169099,D,D,8.452487263962512,1
Yes,18-25,Other,Hindu,B,127.57147328794618,B,E,95.7262384718571,1
Yes,51-65,Hispanic,Hindu,A,52.46866750221463,C,E,-88.62220595253163,1
Veteran,36-50,Asian,Buddhist,C,122.30742283928552,C,E,96.29639403654457,0
Veteran,18-25,Asian,Hindu,A,-143.53007279298984,A,D,150.5311020812109,0
Yes,65+,White,Hindu,E,-80.01651465078164,A,E,-83.20593798627375,1
Non-Veteran,51-65,Hispanic,Hindu,E,122.8719679131809,E,D,43.31718309615179,0
Veteran,18-25,Black,Buddhist,E,-11.059019374093067,D,A,-136.85360091242293,1
Non-Veteran,18-25,Hispanic,Other,E,222.36550684534205,B,A,-76.63484094002703,1
Yes,65+,White,Other,E,27.951698483009807,A,A,3.4298760184321613,1
Yes,36-50,White,Jewish,D,-35.78269242288913,E,A,-24.29151613107824,1
Non-Veteran,65+,White,Muslim,E,110.75492711488006,E,C,-1.6373470794539733,1
Veteran,18-25,White,None,C,127.42399963786977,B,A,-106.5659896331222,0
Non-Veteran,65+,Black,None,A,-79.35976554752583,B,D,66.98163954647917,1
No,36-50,African American,Jewish,C,141.60218506239067,D,C,83.44580658718175,0
No,65+,Other,Buddhist,C,156.287355337081,E,A,143.0626506532701,1
No,51-65,Hispanic,Other,B,66.92746137049205,D,B,-210.25808249422906,0
No,18-25,Hispanic,Other,C,15.647720300370016,B,D,-110.47884389030162,0
Non-Veteran,51-65,Asian,Buddhist,A,-158.1999311040857,B,E,54.95427522748986,0
No,51-65,Black,Other,A,-10.552603720638725,C,D,-4.847538994615748,1
No,51-65,Other,Muslim,C,-13.93457060433008,A,A,121.21014184700132,1
Veteran,65+,White,Jewish,C,134.4943693983373,A,E,-22.051412498809615,1
Non-Veteran,36-50,Hispanic,Hindu,B,78.05539793659528,A,A,-11.861513002835567,1
Veteran,65+,Asian,Buddhist,C,155.87734209280833,E,C,-88.65768988166624,1
Veteran,65+,White,None,B,-40.3442033012457,E,C,-29.12675729472322,1
Non-Veteran,51-65,African American,Buddhist,C,-12.083130852465027,D,E,172.25117362433136,0
Yes,51-65,White,Hindu,C,162.26645652824985,A,E,-82.50736016367838,0
Veteran,18-25,Hispanic,None,D,182.3180099778448,E,B,28.969622555195773,0
No,51-65,Black,Buddhist,E,-9.574210323015949,C,E,125.40320870261772,1
Yes,36-50,Black,Jewish,D,118.09546494530245,B,A,75.4007339925212,0
Yes,51-65,Other,Jewish,E,-93.96733029340221,E,B,150.76453681165447,0
No,36-50,Asian,Jewish,B,154.23403042069194,A,D,44.47756540220436,0
No,36-50,Asian,Muslim,C,76.70697605553141,B,D,-65.73438286165951,0
No,65+,Asian,None,B,144.85312806641954,D,B,-125.62663105527194,0
Non-Veteran,65+,Hispanic,Muslim,D,-143.9336671676541,B,A,46.45124915331713,0
Yes,26-35,African American,Muslim,D,87.74720017745523,E,E,-48.78419484047843,1
Veteran,26-35,Hispanic,None,D,153.34107513868906,B,D,67.31502421707516,0
No,18-25,Asian,Jewish,E,97.54035058807264,D,E,-9.778654004270662,0
Veteran,36-50,Asian,Jewish,D,21.590340239601037,B,E,-115.64446337987067,1
Veteran,36-50,Hispanic,Other,D,25.283579182695366,C,B,40.58902355987256,1
Non-Veteran,65+,Asian,Hindu,B,-166.0400480621184,C,D,-199.19767257950735,0
No,51-65,Black,Buddhist,E,-154.7413502343295,E,C,14.261316389097287,1
No,36-50,Hispanic,Other,B,-30.458914723725215,C,B,11.873748778579648,1
No,18-25,African American,Hindu,C,131.2845195961696,C,B,65.07479973941435,0
No,18-25,Black,None,E,53.64165888206295,E,D,-47.04639755144696,0
Yes,18-25,White,Buddhist,D,32.75612698447885,B,C,67.68778561339505,0
Veteran,51-65,Hispanic,Buddhist,D,189.329497007573,D,D,4.70544071550505,0
Veteran,18-25,Black,Muslim,C,-78.90565698214425,D,C,-82.7042724294642,0
Non-Veteran,65+,Asian,Other,E,-4.24215964551407,A,C,-99.89494300455709,1
Non-Veteran,51-65,Hispanic,Buddhist,D,11.139837156263077,E,E,74.81650225762206,1
Yes,26-35,Other,Christian,B,-153.29063434805377,B,A,160.41028283148827,1
No,65+,Black,Buddhist,D,61.54011506974717,D,C,16.98716697566606,1
Veteran,36-50,Asian,Christian,C,145.18494107278107,D,A,68.68687945454901,0
Veteran,26-35,Hispanic,Christian,D,-37.481662944390514,D,E,73.78649120278811,1
Veteran,36-50,Hispanic,None,E,-109.68879971521545,A,E,-143.4521378578575,1
Yes,65+,Other,Muslim,A,7.706831862479502,D,D,-132.8554337281057,1
Veteran,65+,Hispanic,None,C,38.970598990207655,D,B,71.4860732551985,0
No,36-50,Other,Muslim,C,144.17733693491624,D,D,82.28661709291617,1
Non-Veteran,18-25,Asian,Muslim,E,13.122526580562136,A,E,37.5796543075271,1
No,51-65,Asian,Jewish,B,49.984237112879015,D,E,90.28361858360022,1
No,18-25,Other,Jewish,E,66.7783786397802,D,B,-118.38962667236734,1
No,51-65,Hispanic,Hindu,D,-67.76710596285784,E,A,-103.60934338525401,0
Veteran,51-65,Hispanic,Christian,D,51.70663212819839,C,B,11.138482275970933,0
No,26-35,Hispanic,Buddhist,C,-168.624340801528,D,D,140.16593339638598,1
Non-Veteran,26-35,Hispanic,Muslim,B,164.74142208017193,D,D,-63.704048438683735,1
Yes,51-65,Other,Jewish,D,224.03398145637374,E,E,37.99923568474172,1
Yes,65+,Black,None,A,0.9708098838943167,C,B,-32.666374053848706,0
Non-Veteran,18-25,Hispanic,Other,B,-81.39097133363593,C,B,-40.30425222704564,1
Veteran,65+,African American,None,C,-74.94440724127251,A,C,-59.99804056673443,0
Veteran,26-35,Hispanic,Buddhist,D,95.0484047974306,E,E,101.54325580037484,1
Yes,65+,Hispanic,Buddhist,C,10.629962428032798,A,D,14.932225174647964,1
Veteran,51-65,White,Jewish,E,120.84082774739417,D,D,-63.71882077766443,1
Veteran,36-50,Hispanic,Jewish,C,-201.53535668835798,B,A,-64.48966488197848,0
No,18-25,African American,Christian,E,-137.1711817592333,B,D,146.65733950301512,1
Veteran,26-35,Asian,Hindu,A,158.67183366729287,E,C,-53.74556731494692,0
No,51-65,Black,Muslim,E,-96.45395832678274,B,E,-103.7218104895129,0
No,18-25,Other,Buddhist,B,148.46918974456142,A,D,27.75222134738595,0
No,36-50,Hispanic,None,A,7.187367910990377,B,D,96.70873074902869,0
Non-Veteran,26-35,Black,Jewish,B,153.59103118932435,D,D,178.97327406675416,1
Yes,65+,Other,Hindu,E,30.36521110737944,A,C,73.06313338241873,0
Yes,36-50,African American,Other,B,-126.9019547786655,D,C,-49.97082175390478,1
Yes,18-25,White,Buddhist,C,-0.7932000637695039,C,D,-10.764985287319886,0
Yes,65+,Black,Jewish,D,34.64153812911465,E,C,100.28573058689392,0
Veteran,36-50,African American,None,B,-51.28753156340845,D,C,-91.41102716255442,1
Yes,26-35,Black,Hindu,A,169.38242954325995,B,E,-19.66814578509551,0
Yes,51-65,White,None,E,-19.392819163646717,C,D,197.14911965313038,0
Non-Veteran,36-50,Hispanic,Muslim,A,37.36619335270951,E,D,70.69797446742515,1
Veteran,26-35,Hispanic,Hindu,B,3.9433276230446297,D,E,-58.93344445020868,1
Veteran,18-25,African American,Hindu,A,-59.6726173447099,B,B,-222.65084827272656,0
No,26-35,Black,Hindu,D,-126.23671117602453,D,A,-57.498959491737224,1
Veteran,36-50,Asian,Buddhist,C,152.51694198271645,A,D,4.211492583807519,0
Veteran,36-50,Black,Buddhist,E,91.71148511396378,C,B,-127.16819874703704,1
Yes,18-25,African American,Hindu,B,-116.297866365266,C,E,103.93226168918,0
Yes,26-35,Other,Jewish,C,68.85888729597447,E,D,44.58336170474716,0
Yes,18-25,Asian,Christian,D,-4.628578448873361,B,A,-21.289015109832697,1
No,51-65,African American,Christian,E,-151.35431851092125,C,D,20.94798269158237,0
Non-Veteran,36-50,Hispanic,Christian,D,-34.40607639692353,E,D,51.03428316503004,1
Veteran,65+,Other,Christian,E,54.970475310354104,C,A,98.90343671994783,0
No,18-25,White,Christian,B,26.547132028070692,D,E,159.6531538475341,1
Non-Veteran,18-25,Other,Other,D,142.37832118747897,C,B,14.673942879402412,0
Non-Veteran,18-25,African American,Hindu,B,98.73978142559214,D,B,8.8014415028645,0
Yes,26-35,White,Christian,B,-146.87871970354996,E,D,29.171265690364656,0
Non-Veteran,65+,White,Jewish,D,29.439340026110067,C,B,154.56296926667852,0
Yes,51-65,Black,Buddhist,D,-43.14623283572704,B,B,-69.19343518643898,1
Veteran,51-65,Asian,Jewish,D,-305.50955917587584,E,C,-63.18516395254039,1
Yes,51-65,Other,None,C,150.48344629894294,D,D,-49.72105781222492,1
No,18-25,Black,Muslim,D,-26.44508123635948,B,E,43.02688331907061,0
No,51-65,White,Hindu,C,-29.104336445114015,E,E,-42.74613365153919,1
Non-Veteran,26-35,White,Muslim,E,99.9930647751351,C,B,26.367738034345457,1
Veteran,65+,White,Buddhist,D,42.14319449563628,D,B,-109.46400641313072,1
Yes,26-35,White,Buddhist,D,19.153504455630962,E,D,-7.86321876186401,1
No,36-50,Black,Muslim,E,68.95683878917703,E,D,45.747098850523464,0
Non-Veteran,36-50,Other,None,E,-103.7239295845698,D,B,-78.13383444662153,1
No,51-65,African American,Other,E,10.500588227857188,E,E,102.85304728405382,0
Veteran,36-50,Asian,Hindu,A,-5.493733651114311,E,A,116.26908607491326,0
Yes,51-65,Asian,Other,B,39.21661413665249,B,A,-13.201488942724973,0
No,65+,Hispanic,Christian,A,105.48804546228536,D,C,-37.719590089444885,1
Yes,36-50,Hispanic,Hindu,A,-135.7441420969798,B,A,-19.766312787767685,1
Non-Veteran,18-25,Hispanic,Christian,A,-55.354807246138215,A,E,-15.888032007047869,0
Non-Veteran,65+,Hispanic,Christian,D,-8.799181470420718,B,B,-98.30057106555444,1
Yes,36-50,African American,Hindu,A,9.848033906906196,A,C,-33.73554698979685,0
No,36-50,Other,Jewish,A,108.03272466918826,C,B,54.81632742935347,1
Veteran,18-25,Black,Christian,B,-103.74127202076583,B,D,-3.66055197803596,1
No,65+,Black,Jewish,A,-32.90279285681727,E,C,-20.516242594058685,0
No,36-50,Other,Other,C,-150.54761836708968,A,C,-108.09418681154632,1
No,26-35,Asian,Buddhist,E,-41.30959537470471,C,B,160.84555951391113,1
Veteran,18-25,Hispanic,None,C,2.0558613526772382,D,E,-76.07335561928106,1
No,51-65,Other,Christian,B,-78.24118055651638,A,B,107.55665946976156,1
No,36-50,Black,Jewish,E,47.25585317500211,E,A,15.585383597120265,0
Veteran,18-25,White,Hindu,E,-27.970319385081776,E,C,20.45416581763192,1
Yes,65+,Asian,Christian,E,-98.10018456771996,D,D,92.04217775858329,0
Veteran,36-50,Other,None,C,-61.65734588789902,E,E,67.9583443730939,1
Non-Veteran,51-65,Other,Hindu,D,57.27595089784741,D,C,-49.95107398048593,0
Yes,26-35,Hispanic,Other,D,3.3563520776532205,E,D,-62.100391995255876,0
Yes,36-50,Other,Christian,A,-138.7290364038356,A,A,85.68924606383966,1
No,51-65,African American,Buddhist,C,92.78163764899972,D,B,-36.96576811380277,0
No,18-25,White,Buddhist,A,-100.15701532544432,B,B,-80.92386634680506,0
Non-Veteran,51-65,Other,None,D,146.65645939117914,D,A,-35.338731082278684,0
No,65+,Black,Hindu,D,-50.48632186687158,C,D,-37.80143130179333,0
Non-Veteran,51-65,African American,Other,A,-13.202912481030756,B,B,-39.13696571511483,1
Non-Veteran,18-25,Asian,Buddhist,E,11.610609342296813,D,E,-335.32839511577276,0
Yes,51-65,Other,Christian,B,146.9036253429838,A,C,70.44528172162525,1
Non-Veteran,26-35,Other,Muslim,C,46.32064573710436,C,A,42.48519299127148,0
No,65+,African American,Buddhist,A,-112.9168688804642,D,A,-39.32781029235972,0
Veteran,65+,Other,Jewish,E,-54.64931272973984,B,A,46.34935583416024,1
Veteran,51-65,Asian,Hindu,A,-57.90789149278491,A,E,-79.94273220947265,1
Veteran,65+,Asian,Christian,D,188.11544693704326,C,B,160.37915246442068,1
Veteran,18-25,Hispanic,Buddhist,D,-4.508135259256759,A,B,-22.00534941022361,1
No,18-25,White,Buddhist,B,-0.9951325527234489,A,D,90.02537590984123,1
Non-Veteran,51-65,Asian,Hindu,A,-121.60098636304627,B,B,-38.92635818270826,0
Yes,36-50,Other,Hindu,B,-32.59150749687157,B,A,-5.491446652189911,0
No,26-35,African American,Hindu,B,57.37488708097829,B,B,252.98231297411405,1
No,51-65,Black,Buddhist,B,102.3625438168756,C,B,-65.1368400916011,0
No,65+,Hispanic,Muslim,B,126.90134473279922,D,B,-225.2147421845005,1
