disabled,country,sexuality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,target
Yes,Brazil,Bisexual,A,E,A,-110.21366033434387,-129.19639909104245,C,C,E,A,B,20.41462448464507,-123.33992121465288,-27.279467778802776,D,1
No,US,Bisexual,D,B,D,67.25228035656596,158.83760220914752,B,D,B,E,A,102.3025871158892,-158.7431839431767,31.488603877872844,E,1
No,Other,Other,D,B,D,105.158124437845,20.20167886082743,C,D,D,C,B,201.21644965698886,-42.304756751362056,-44.01967063603879,B,1
No,Brazil,Heterosexual,C,A,A,-28.86956400885458,-27.940502781729204,A,C,E,B,D,13.483147063688488,39.50475671345186,-134.5356307686706,D,1
Yes,Germany,Heterosexual,E,C,E,154.8466324452769,56.58919723800149,E,A,C,A,E,-23.062156322977902,-202.3203094339707,-44.14828444344033,D,1
None,Other,Homosexual,D,B,D,2.551253076594692,3.1967710625540553,E,C,D,A,A,-23.55920483214516,-96.46479272844685,22.539546584777135,B,1
None,India,Bisexual,C,E,B,-51.41243013470768,-26.310431735041423,E,C,E,A,C,240.03354388812843,64.29276453549619,-40.491774348752216,D,1
Both,Mexico,Homosexual,D,A,A,-137.44971059563494,-101.4933487883828,C,A,D,A,C,104.64236055200324,-134.68080009318408,68.74945975175483,B,0
No,Other,Homosexual,C,A,E,141.75434906402447,104.08196418905385,B,A,A,B,C,124.23271100520476,91.97371879933421,41.6786784489612,D,0
None,China,Other,C,E,E,-64.33814187992219,-22.62235566173697,A,E,E,D,B,-14.662388499878148,-202.11232028945463,-35.2178074686368,C,0
Yes,India,Other,D,D,C,159.35298408555965,60.690891819061434,D,B,D,E,A,-47.31301757779219,-6.244539379979085,-17.089447041864453,B,1
None,UK,Heterosexual,C,E,A,-115.49555681583148,-101.57155286530973,B,A,E,D,C,-121.26340551766653,72.82095382804023,-66.37389550273723,C,0
Mental,Mexico,Other,D,B,B,-53.32514272079227,-129.83955314653923,D,B,D,C,D,-57.72196533675819,-224.03901240367244,107.2919442187441,B,0
Yes,China,Other,C,C,C,191.4113430644346,-106.22328287329368,B,D,E,A,C,-22.634435903996025,-193.5831640434151,107.34383728520022,E,1
Mental,Germany,Other,A,B,D,-9.778395178454257,-74.02872009885517,D,A,C,C,A,-119.44636824740738,64.86686992175513,124.99242535603987,C,0
Mental,Other,Homosexual,B,D,D,-100.3223158772703,36.62822198643524,A,A,E,B,D,-130.74553157198397,-134.42952937227452,-118.24941863024216,C,1
Mental,China,Bisexual,D,A,E,48.82577664313126,-74.01834744026311,B,E,B,A,D,34.28992417891556,-60.17293148802334,-236.56314578599336,B,1
None,Germany,Heterosexual,B,B,E,162.37351175930368,-17.286109850194702,E,A,B,E,A,130.34677403924192,-100.44308649268487,-61.21256077902461,D,1
Yes,China,Homosexual,B,C,D,15.167644488902038,-41.6087174274145,D,B,E,B,D,112.0966195924319,-56.73873451955163,125.4637567777483,C,1
None,Other,Bisexual,C,E,A,122.97747447319429,-20.643426254212617,C,C,B,A,A,169.26835366155203,22.54837558184488,45.148755385804115,C,0
None,UK,Homosexual,B,A,E,-43.383860353494825,-92.55194311447053,E,B,D,E,A,-73.49017973287995,85.35416093016738,-94.21150922719337,C,0
No,Other,Homosexual,A,D,D,-88.07687785263919,115.25184240288469,B,A,C,E,A,37.303170782187486,82.70957160762767,-188.37923114490118,E,0
Physical,Other,Heterosexual,B,C,E,37.715201157849485,43.24968471890156,A,E,C,D,C,4.14180728175366,-91.35658953925781,-40.31338820742994,A,1
None,India,Homosexual,C,A,D,95.39982686653794,140.12468753333656,E,E,B,A,E,100.31279600619666,132.90855677715587,-36.94126201683876,E,0
No,Brazil,Heterosexual,D,B,B,-54.052522513805876,167.45240737165437,E,B,D,B,D,-9.971571407103664,73.68656698459587,102.31864188229176,B,1
Mental,Brazil,Homosexual,E,D,A,177.29398004646578,-91.37748458035789,A,D,C,E,A,106.6626036925546,-20.13284830017473,73.93412402986017,E,0
Mental,China,Bisexual,E,C,E,113.29634084877091,140.09426672948092,E,D,A,D,E,-27.55701042645815,168.42236391692762,31.028239067063673,A,0
None,Mexico,Bisexual,C,C,A,140.875543339296,169.1106526512923,E,C,D,B,D,-66.50060073901285,197.9088576746567,-28.870627286404332,D,1
Physical,India,Other,E,A,E,-15.721945893391908,-61.189471840416786,E,D,D,A,D,-241.2810367645334,-42.70797837576032,-28.6184229960683,D,0
Yes,Brazil,Homosexual,A,B,A,-2.104062176578347,-50.67412945870509,E,C,C,D,A,121.01983193291255,-55.5729131780043,-114.4495928278747,A,1
Yes,Brazil,Other,B,D,B,-62.62819109851454,-76.07808683076068,B,D,D,B,A,-170.80892113477043,-15.968622433042224,-203.66382580582294,D,1
Physical,US,Other,A,A,C,-154.61666199041662,147.90692697384526,D,D,B,D,C,-88.8022968491162,-10.035737233295157,-15.90401365931465,E,1
No,Germany,Heterosexual,A,A,D,27.18024534597464,-111.24341027179707,A,D,E,E,B,-114.28713276485543,148.1251679020877,10.792949735355812,D,1
Yes,UK,Homosexual,E,D,C,-21.04975008138019,-3.5076686433336492,E,C,C,E,B,41.63628396455002,-17.93400776898867,2.1158145513531035,C,1
Mental,India,Homosexual,D,C,C,70.56327347816769,151.9467658246354,C,B,E,E,B,-125.85759426372299,-20.74480182022163,-53.76098359324691,E,1
Physical,China,Bisexual,C,D,A,-2.317231677514791,45.72562106769539,A,B,C,C,B,-170.72357353656355,-151.43181904555465,43.33280678090247,C,1
Physical,India,Other,A,D,D,-114.2453088471834,-48.74111486249845,D,A,C,D,B,10.141745134836254,-20.11390022026438,-5.311210668160457,E,0
No,Mexico,Heterosexual,D,A,B,6.366435085357057,11.075460557698065,D,E,C,C,A,91.57899549311442,77.80399348463438,144.00321955414304,B,1
Both,US,Bisexual,E,E,E,-35.874052228276156,-88.72796947667332,B,A,A,D,D,9.677059705182039,-139.76005277545758,-80.68483502348245,C,0
Physical,Brazil,Heterosexual,C,C,D,41.049446787117915,-67.10463341318524,A,E,E,E,A,59.43154548367055,5.679765256611109,-29.26288116953568,A,0
None,US,Other,E,C,B,34.605062047899025,-37.43133631190693,A,C,E,A,B,-91.1267344079922,-85.26974015764914,-29.285786270700182,E,1
Both,Mexico,Heterosexual,D,D,D,-64.0037800126329,-65.32978905750714,D,A,C,D,D,-44.372809376836116,0.9309086118757338,74.82944473258978,C,1
Both,Germany,Bisexual,A,D,B,-85.87164896301704,163.21511689566876,C,E,A,D,E,-113.17333392612616,-94.81279733979424,102.11764020437235,A,1
Both,China,Other,C,D,E,-95.14244413864273,111.44876769469423,D,B,A,D,C,142.5125115723072,-68.17047047730642,-55.06257344348461,D,0
None,US,Bisexual,B,E,E,85.57181521603596,-5.924008203411728,A,D,C,C,B,55.70224259399814,70.7365473768178,57.970982447514984,D,0
Yes,India,Heterosexual,A,B,A,200.8829607709598,-41.96402132340394,B,A,E,B,A,-71.7958123110344,56.164145953600176,-50.59498067463978,B,1
Physical,Brazil,Bisexual,E,D,E,115.87164211427783,74.64030608965172,A,C,D,E,D,-27.289205367972347,129.2901401187462,15.303673936094764,A,1
None,Brazil,Other,A,C,D,-163.44782103895997,-6.760511145363631,A,E,C,A,B,-52.8649541815714,-91.58880673518027,-235.30336469453178,C,1
Both,India,Bisexual,C,E,A,121.55622610500009,-53.61740993857356,D,B,C,D,A,252.94382575429384,31.815888917483015,11.97779593049746,E,0
Yes,Other,Other,C,A,D,97.7325347932808,-32.145955934067935,E,A,B,E,A,-26.30090642949186,134.78659832431512,1.901469872270377,D,0
No,Mexico,Bisexual,E,B,D,-135.22169878281446,-3.5885275502618095,B,B,B,C,B,-6.526450467576114,-90.69172712244456,-104.35710425454363,B,0
Yes,Germany,Bisexual,E,B,A,24.60810159958471,71.63298648773898,C,C,E,B,D,35.09844048555699,-4.879251902218048,25.156724181991706,A,0
Yes,Brazil,Other,C,C,D,77.00212231997689,92.81470298685838,D,E,C,D,B,-31.5275137419268,51.58529383094012,-138.1742242139046,D,1
Physical,Mexico,Homosexual,D,D,C,-111.5459752374127,-29.275603225538344,C,B,E,E,E,-7.951838438378515,-16.00675858867487,48.16259287903281,C,1
Physical,US,Heterosexual,D,E,A,-71.01999269330946,53.15299995418954,C,C,C,A,B,-81.35629619136164,-13.989465573492357,-123.07547668117303,A,1
Yes,Germany,Homosexual,D,C,A,66.22275952338424,66.20931986826135,A,C,E,A,A,111.04451651774656,-80.85709428173506,-31.45876954747373,B,1
Mental,US,Heterosexual,D,D,A,95.5900885268335,12.708750004282003,E,C,A,A,A,52.602488735789144,243.14099405397405,54.903842162871506,E,1
No,Germany,Other,A,C,A,106.2538272167994,71.42105210937758,D,C,D,B,B,-57.776978080737905,158.60501865780324,186.85509802148448,E,1
None,Other,Homosexual,C,E,B,28.04646803542311,-124.39119408508836,E,A,E,A,C,-80.33574735980946,-79.47364329504961,-85.54961529431405,E,1
Yes,Other,Homosexual,C,C,D,-7.8091722523480716,-46.572724029698406,A,B,C,C,E,-9.267747469243961,-115.8854638999832,-217.9587408286397,B,0
Mental,Brazil,Bisexual,A,D,D,13.5506665842591,97.32328722953147,E,B,B,A,D,-166.5980047175231,-138.90089191458077,231.01459969799802,E,0
Yes,Other,Other,A,E,C,29.920232754790227,64.30262308889334,B,D,B,A,B,-63.0416806053557,-72.0940881479596,91.0918771380803,D,0
None,India,Bisexual,A,C,D,114.11316791264731,-102.15453251930344,E,C,A,E,D,-121.8817568233873,260.5157521887663,91.88012467278381,B,1
Yes,Brazil,Homosexual,B,C,C,-21.332308615600823,60.62712549214558,A,E,E,E,E,128.58053074670812,-151.08590833367884,-73.56596798358353,C,1
No,US,Heterosexual,E,B,A,-48.789998216586746,83.1151191705183,E,C,B,C,D,-161.88102336082818,-50.805098886455134,-5.8625518435105235,C,0
Physical,Germany,Heterosexual,E,A,A,-181.19599416193296,11.406239726515654,B,D,D,E,A,18.30485272874743,141.78613314584044,-158.79734869081338,A,0
None,Germany,Other,D,D,D,-71.72744320785414,159.65674565487527,E,B,B,E,A,23.936346911894592,35.1530834770283,18.83449370228043,D,1
Both,China,Bisexual,E,D,D,-160.9361652061557,36.70763179836319,A,B,C,A,D,55.867106759938956,212.82342666562676,-93.66548125250264,E,1
Physical,China,Homosexual,C,B,C,128.3184670584502,45.80560149181297,C,A,B,B,D,71.10272106053225,29.29942439501067,-127.25731290378044,C,0
Yes,Mexico,Homosexual,D,A,E,129.5918203327373,-16.797583748344902,E,E,E,E,D,19.432728299312465,101.4655987604888,-20.806138750941773,E,0
None,Mexico,Other,D,B,A,32.87869429981069,-1.5039708810489028,D,A,C,B,A,-48.63991747475299,23.63973802910642,42.14609963434574,D,0
Physical,Mexico,Heterosexual,C,A,A,-119.80209637892618,-43.25796966883587,B,C,C,E,C,-82.22922271322507,48.661708581863884,-132.75053484462666,B,0
Mental,Germany,Homosexual,A,A,C,-84.03201812671381,69.23086593825174,B,A,C,B,C,-9.633557533788874,40.139821092925885,100.08708633757604,D,0
Yes,UK,Bisexual,D,C,D,-132.79060743856544,-65.19210023476447,E,D,B,C,A,18.9313869025645,-101.5688408550832,7.734676554578929,B,0
Mental,Mexico,Heterosexual,E,B,C,135.83124792508679,-103.82565304647223,A,A,A,A,D,-198.79930320991244,106.97318171477261,113.20145226074578,D,0
Both,Mexico,Homosexual,D,A,D,189.95356746080816,115.16598111628767,B,C,C,D,D,65.95462060869474,179.52633580328182,-86.15795940373701,E,0
Mental,China,Other,D,C,C,54.00688483914573,189.6965439971759,B,D,E,B,B,-167.15272067634635,136.93938611436437,-156.38751201600593,C,0
Mental,UK,Other,A,D,E,28.91482713796063,156.24989192415475,A,B,C,A,C,-49.12293346035685,-45.008116979761596,59.15536170695918,A,1
None,US,Heterosexual,A,C,E,-75.0776782598618,135.00420248181655,A,D,A,E,A,0.7118768338222533,-84.85772877987472,-68.37208269545759,B,0
Both,UK,Other,E,D,D,-18.553994473919282,40.1668253318546,A,D,C,D,E,38.54448202122031,57.06010634119202,-70.17024514253924,A,0
No,India,Bisexual,B,A,E,31.283547279394003,31.706524861238783,A,D,D,E,A,-186.8037253142932,-42.37148708516936,-7.894266738878642,D,1
Both,China,Other,E,A,D,23.871323738883593,-62.46805753075455,A,D,E,C,E,16.90687910004846,-88.7408790917863,-11.809801880994996,B,1
No,US,Bisexual,E,E,C,43.212826729085826,-41.892312423771116,A,C,B,D,A,154.7830109615166,215.8989047768445,-81.84858477551036,E,1
Physical,Germany,Heterosexual,C,C,E,-94.3247206300168,-62.52194849434076,A,A,C,B,A,100.29140900180462,-114.03962224352856,271.4025838757955,B,1
Physical,Other,Other,A,E,D,58.484664880056684,12.903840180644782,B,A,E,E,D,-215.80461036848303,59.47973003839938,38.36815805625315,D,1
Both,Other,Heterosexual,B,D,E,60.27919101830127,-7.677033848958563,A,C,D,C,A,211.27152879104787,135.72834669282508,51.37573107640563,D,1
Yes,Germany,Other,B,A,E,-77.20077219173317,-4.911358937797885,B,D,D,D,A,-13.706974313300101,133.66626486325887,-49.13331861636728,B,1
Yes,Other,Heterosexual,C,E,E,-52.844190923740044,-50.810329618716175,C,D,C,C,E,-11.465547004314294,-80.03762888585439,81.83523752103284,C,1
Yes,Brazil,Bisexual,A,A,B,-142.18971246184677,13.992393369607283,C,B,A,B,A,-178.7503388448615,67.89325557632198,121.60829000443559,B,0
None,US,Homosexual,A,B,B,123.45219880030247,37.18747426435692,E,D,B,A,B,41.222935031562024,-62.694705331909404,-177.7749054145069,B,1
Physical,Other,Heterosexual,B,B,E,30.161038428768578,-72.72597429314877,C,C,D,B,A,69.9302022524602,149.64274418359017,-0.6996196409403602,D,1
Physical,Germany,Other,D,E,D,-82.57734562179053,113.45179638970507,B,E,C,E,B,134.61670560411815,81.719994521396,-54.05506020214557,E,1
None,Germany,Bisexual,E,E,A,-176.16912217389628,-66.56166361767242,A,C,A,C,A,-67.19491014968527,-84.90142306626106,106.95311250272768,E,0
Mental,India,Heterosexual,C,A,A,-110.67496003074997,154.88573491559578,B,E,A,A,C,-2.6190300858888063,5.577727799750067,-46.86593128678479,B,0
None,UK,Heterosexual,A,E,E,-38.18519405168573,-57.993349152920814,C,B,C,B,D,132.44182542646536,61.82642020201479,-8.048463779781006,E,1
None,Brazil,Other,B,A,A,45.932021446089976,-1.7633012926366702,C,B,C,E,B,-38.840912903134736,32.66601299275799,27.567602163587946,D,1
Physical,Mexico,Other,C,B,B,-28.69618276310964,-96.99870241949681,A,C,A,B,B,-17.002826838503925,17.0982740958415,-69.15800714747157,D,1
Yes,UK,Other,D,E,C,-174.11451235335983,-80.77152535306173,B,D,E,C,E,-12.904228589362853,80.3220169131611,-79.96220088752834,E,1
None,US,Homosexual,E,B,E,-45.68884774666527,-107.73866754062,B,A,A,B,A,120.19097450257159,-45.05074547675791,37.25128039359212,A,1
No,UK,Bisexual,E,E,D,63.83194623347153,124.15981358059578,C,D,A,D,E,-227.85399499702504,121.9059053985838,83.11082695305925,D,0
Mental,US,Bisexual,A,C,D,-45.87347742746136,-66.98384500035026,B,A,E,D,A,110.1001756763601,-36.750879939981715,47.63106485263921,D,1
Mental,Brazil,Heterosexual,C,A,E,-51.9248678678926,-151.7114907093081,E,A,C,D,D,22.676437335809837,185.71478653643595,38.912631006055754,C,0
None,India,Bisexual,D,D,D,59.556729445381166,-204.36620789999225,B,E,E,B,E,-31.152168110895158,-20.64008025488952,5.717883216822466,D,0
Both,India,Homosexual,A,D,A,12.255309845735786,97.46417117761074,C,A,D,B,A,123.48412432024077,58.10501337222627,-141.8691649606532,C,1
No,Mexico,Homosexual,E,B,C,49.753539960934,20.353121241214556,A,D,A,E,B,-45.7494027673521,-19.852380834880197,-71.83562984793316,C,0
Physical,China,Bisexual,E,D,A,55.44010166289455,-68.67849336182317,B,C,A,D,B,71.17290320702544,14.119434127701936,-12.261802003641526,B,1
Both,India,Heterosexual,E,D,D,-44.47571264369063,13.781287139278165,E,D,D,B,D,204.99466685188477,-66.45281420089658,156.03040025157307,A,0
Both,Brazil,Other,C,D,D,57.77942247176087,211.0822100937719,E,D,B,E,C,-9.839123127920473,19.061458765954786,-58.705881898257985,B,1
Both,UK,Bisexual,E,B,C,-103.21643201662664,172.56418477988115,A,B,E,E,D,-135.1754595364656,7.6701814242368025,31.566767946716347,A,0
None,US,Homosexual,C,A,E,43.227172570281695,50.178811675239956,B,C,B,B,D,-14.6155217418344,89.56416282564082,-121.32212529369224,A,0
No,Brazil,Other,A,D,D,-17.566433017456664,-119.30241216606237,A,D,D,A,B,4.92265699384821,76.21762788849892,-169.8315153685996,B,0
Yes,India,Other,E,C,A,-63.25934643727713,61.99538387837331,D,E,E,E,E,-45.86399146955525,-63.58151840933029,22.39625908724885,A,1
Both,Brazil,Other,D,C,A,-84.3139795057772,-20.922215356382758,B,A,B,B,B,199.40523033594124,-45.0708789797754,40.84841985939882,B,1
Yes,Other,Homosexual,C,E,E,-46.25039474920542,111.12823261618641,B,B,D,C,A,125.46286572068897,-73.83238653616337,146.28685539842542,E,0
Mental,US,Other,D,E,E,15.497573059341393,-91.14135413268357,A,C,B,B,B,-45.92440024573598,44.1587935662288,-112.82657946403467,A,0
No,Germany,Heterosexual,C,C,E,161.2826636847342,-76.37093323645242,D,D,B,C,B,69.33942704325185,49.91924974738992,-113.96370308569158,D,0
Mental,China,Bisexual,E,D,A,-41.980392697561925,-96.97292746410382,E,E,B,C,B,-8.440568206508468,-137.8435164851932,42.322062387819294,A,1
Both,Mexico,Bisexual,C,C,A,-93.48782713714171,-127.48643279140902,C,D,E,C,A,-170.27667128899918,-83.45686372026195,-133.68841967323357,C,0
Mental,Germany,Homosexual,B,A,B,206.1627157991581,-32.58277976546797,B,E,E,D,E,120.37503778716811,223.36878162712196,15.18395785481971,D,0
Mental,Germany,Heterosexual,D,C,C,62.313096282414,58.42169892669732,A,B,D,C,E,-2.5236260018270817,-48.34369842065924,79.24232120623293,E,1
Both,Germany,Bisexual,A,C,A,-23.9684046474043,53.402693633356925,E,A,C,A,D,23.550598718258087,58.3595056275924,-134.247844476296,A,1
Both,Brazil,Homosexual,A,C,C,-47.12975674687196,-81.66795495388888,C,C,C,B,B,-111.38029686602806,-71.25584888128265,109.7918635387084,B,1
None,Other,Bisexual,B,D,E,-135.34347132367594,-24.83873749301169,D,B,D,E,C,20.627165118581864,72.8753393751597,153.47757806274223,B,0
No,US,Bisexual,E,A,E,-53.98195428446585,53.434606885694144,A,E,C,A,A,66.04987160649979,-127.77911576765541,-15.317303011052918,C,1
Yes,Other,Bisexual,B,E,D,31.86825449508711,16.391041653688994,E,B,A,C,E,-42.006658086519785,-2.6125559786709456,97.11114206206122,A,0
None,UK,Homosexual,D,A,D,-9.75223141829296,60.31965586369292,B,A,C,C,C,96.446223711028,142.73616118081543,136.12479515092122,D,1
Physical,Mexico,Other,A,A,B,-32.61196060041115,24.51922371887633,E,E,A,E,D,-154.2102792003198,82.76217668822453,83.1941695511099,C,0
Both,UK,Other,A,D,D,-186.37643493516688,-92.06867509330333,C,A,C,C,E,44.10710094427886,-111.42679692963281,98.33516740145973,D,1
Yes,Brazil,Other,C,C,E,53.57099181443344,127.06959873510202,D,D,E,D,B,92.69879486632259,-29.675434346007247,-200.23359238529136,C,1
No,US,Other,C,A,E,-46.65440340730081,-150.04961667249944,E,B,C,C,C,-12.897981041172068,46.81223538184035,-94.57105897905886,E,0
Physical,Mexico,Other,C,A,C,75.20542313091035,-240.35987409577734,B,E,A,B,A,20.262771152409037,77.854317468262,-99.70861167609671,C,0
Yes,Mexico,Bisexual,E,C,C,207.59300166994018,52.14874108528005,A,C,B,E,A,32.21554465976187,-144.0350817816229,94.54664005147853,D,1
Both,Mexico,Bisexual,D,E,A,-18.649406117314964,42.77475224053554,D,D,B,D,B,253.34110259470833,49.126979209918964,-21.572552404088082,D,1
Physical,China,Bisexual,D,E,E,51.977609463635396,156.86486454200897,D,B,B,E,D,68.00641939319901,30.302365254916207,163.50254247996193,C,1
Both,UK,Other,E,A,C,60.18477699605738,-4.131574425249579,C,D,B,C,C,-69.72897818206735,-6.592231479762467,70.85207021603198,A,0
No,Germany,Other,A,A,D,-119.15857899802089,-56.60141838704846,A,D,C,E,D,177.94592484801632,62.17835014021345,218.0472613997756,A,0
Yes,Brazil,Other,E,D,D,-108.52630368148384,136.63696947971053,B,D,B,B,A,21.40673932417656,-147.48416285969807,14.92341939200455,C,1
Both,Other,Bisexual,E,B,A,-87.22983947874646,114.03377677262469,B,B,D,C,B,-7.960006731271757,124.36925015675332,-34.607328264199126,B,0
Both,US,Homosexual,B,E,C,-0.613844891694792,-18.579061084189064,B,E,D,A,D,-99.66951437556867,272.01712539391553,19.950268869814032,A,0
None,US,Heterosexual,B,E,C,37.76253785808345,-45.75676101189069,E,D,C,A,E,-77.24653342244441,-84.081240653628,128.00040087616657,D,0
Physical,Other,Heterosexual,E,D,B,-105.49454413103678,-29.57221447809869,D,B,C,D,B,-90.84918560961934,-7.726928870685444,-164.1820487947169,A,1
No,Other,Heterosexual,B,B,A,120.64961865501726,53.549523256900414,A,D,D,A,A,30.701062272954566,47.84444610712858,-27.340719376099404,D,1
None,US,Bisexual,B,E,A,44.61289112882291,-9.512355112693822,E,D,E,C,B,210.59957711807908,-16.257789718621655,31.018366315650663,A,1
No,Mexico,Heterosexual,A,E,D,-102.33335609719578,-28.620485855685544,E,E,D,B,D,112.0810909466346,33.10978754679708,-62.20178688080104,A,0
No,China,Other,E,C,A,-49.846837664903845,-192.6832611890631,A,E,A,B,E,-36.59689011072948,-57.490686303899395,-152.54328352451455,C,1
Both,China,Homosexual,D,E,C,-113.65652994133157,-40.11751555227935,C,C,B,D,B,-8.575561905890247,-39.372875523814294,38.56611285202065,D,0
