Veteran,Nationality,orientation,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Veteran,Germany,Homosexual,36-50,D,B,23.62791640018001,C,B,-3.8825961828877014,1
No,China,Homosexual,65+,C,E,-62.602666928753536,A,B,22.244426242129038,1
No,US,Homosexual,26-35,D,A,20.949614955486073,D,C,-54.80849586509392,0
Veteran,India,Heterosexual,65+,A,B,-62.38448081382746,D,C,177.05461902835663,0
Non-Veteran,US,Other,26-35,A,A,7.997454364173202,D,C,-92.73644082383798,0
Non-Veteran,Germany,Bisexual,18-25,B,D,-77.3798107999536,E,B,175.02794079948092,0
Non-Veteran,US,Other,36-50,B,E,-29.428759871585182,A,C,-129.32462775379122,0
No,US,Homosexual,26-35,E,B,86.07937875206953,B,B,9.732323940513552,0
No,Germany,Homosexual,51-65,B,C,-95.94774372281954,E,C,81.81865821830431,0
Yes,India,Heterosexual,26-35,B,A,-72.75316187833678,C,C,2.120712165680217,1
Yes,India,Heterosexual,51-65,A,E,-8.86224759785457,B,E,-37.874500419719745,0
Non-Veteran,Mexico,Heterosexual,36-50,E,E,-23.392367566831968,C,E,71.94464612729683,0
Yes,Brazil,Heterosexual,65+,B,E,-5.804490206608699,B,A,204.70548479041403,0
No,US,Heterosexual,18-25,D,E,-57.969880496758805,E,D,32.5298323688655,1
Yes,China,Other,36-50,C,A,36.23755856729917,D,A,-103.98253010274914,1
No,UK,Bisexual,65+,A,D,-81.58370526429991,A,B,116.58795574278571,0
Non-Veteran,India,Other,65+,C,D,101.23559373115216,E,E,-68.78620365922401,1
No,US,Other,26-35,D,D,-40.987654770870144,B,B,36.24805935317231,1
Veteran,China,Heterosexual,18-25,A,D,39.69352834342047,C,A,7.933161842593652,0
Yes,Other,Bisexual,51-65,D,B,47.50563771507213,D,D,32.9255583727945,1
Yes,Mexico,Homosexual,18-25,D,C,70.3554593398688,A,D,-32.90319206250746,0
Non-Veteran,China,Other,65+,A,A,-110.04690225201983,D,A,-142.4770922417833,0
No,US,Homosexual,36-50,C,D,69.59716879522041,A,C,124.54673197276216,1
Veteran,India,Other,51-65,D,D,66.60552175653501,A,D,141.52328363300165,1
No,Other,Other,18-25,D,E,142.65134063389587,B,B,55.784670983855186,1
Veteran,US,Bisexual,18-25,E,B,-47.676062482260804,B,D,143.4774044398071,1
Veteran,UK,Heterosexual,65+,E,A,-179.64188801933165,C,E,-86.1556179676587,0
No,Germany,Heterosexual,26-35,C,E,-53.33426205114652,A,B,-145.12254158702044,0
Yes,Mexico,Other,65+,C,B,-84.10897572732333,D,E,-79.7235247823382,1
No,Germany,Homosexual,51-65,E,A,-22.74713547465435,A,B,27.787750497087586,1
No,Germany,Bisexual,18-25,E,E,-82.6507549437172,B,E,-93.46236957799341,1
No,US,Other,51-65,D,B,-17.10472060242578,D,B,-69.44103017785372,0
Yes,Brazil,Heterosexual,65+,A,B,37.91684966504947,E,A,-86.72452322273165,1
Non-Veteran,UK,Bisexual,51-65,B,E,-156.1762335695283,E,E,-15.664653325822236,0
No,Brazil,Heterosexual,51-65,D,D,-70.47315657433523,B,B,-59.56502817628044,1
Non-Veteran,Mexico,Bisexual,36-50,A,D,60.42455483948183,A,A,21.96658131061714,1
No,Other,Bisexual,65+,D,C,-134.5652276591919,C,D,131.3431441621509,0
Yes,UK,Bisexual,36-50,C,B,32.731631963812056,D,A,237.65308715548298,1
No,US,Other,65+,D,C,56.25731375791075,B,E,59.90366653249906,1
Non-Veteran,India,Other,26-35,D,A,130.3781824318196,C,B,41.21274739880736,1
No,India,Bisexual,18-25,D,E,33.0813660270814,C,E,-212.28871271425135,0
Veteran,Mexico,Heterosexual,51-65,D,D,-48.76076724834814,C,E,-154.35000763483507,0
Yes,Mexico,Homosexual,65+,D,B,-44.86793963041224,E,A,-51.36900279103212,0
Non-Veteran,China,Bisexual,36-50,A,E,14.57508852278558,B,C,-90.73557869282828,1
Veteran,Germany,Homosexual,36-50,D,A,-100.32816428947953,D,E,-34.06094980264272,0
No,Mexico,Homosexual,65+,E,E,-67.1532739983443,A,E,50.41566107409453,0
Yes,Germany,Homosexual,36-50,C,C,87.9637376616172,C,E,217.8621901303531,0
Non-Veteran,India,Heterosexual,26-35,A,E,-49.329594082755676,D,E,-207.64982259081876,1
Yes,Other,Bisexual,18-25,B,D,-41.34719210690951,E,A,-144.41933200865265,0
No,US,Bisexual,26-35,B,E,82.43576551009699,C,E,-100.97558128601523,0
No,Brazil,Heterosexual,18-25,C,D,-4.478900046560839,D,E,-62.862002504426314,0
Non-Veteran,Brazil,Homosexual,51-65,E,B,45.59547138895153,B,B,-33.34118546196607,0
No,US,Other,51-65,C,C,205.78342603161425,A,E,-13.824037027609757,1
No,Other,Heterosexual,51-65,A,E,-86.52898599267574,A,C,-138.1477220191196,0
Non-Veteran,Germany,Bisexual,18-25,A,C,-24.72923635189327,E,B,94.54982948529091,1
Yes,China,Homosexual,51-65,A,E,97.10137541827835,E,E,-41.559197085091434,0
No,Other,Homosexual,26-35,B,B,-64.14765672081295,B,A,66.66845840361916,0
Non-Veteran,Brazil,Heterosexual,26-35,E,E,-143.32174492385477,A,D,175.65009923091256,0
No,Mexico,Heterosexual,18-25,A,B,110.60737712742934,B,C,-63.479296859532006,1
Yes,Brazil,Heterosexual,65+,C,D,14.51181448150165,D,A,43.55639226184034,1
No,US,Other,51-65,B,B,-39.17964975113355,C,E,-10.886977759496164,1
Yes,Mexico,Homosexual,51-65,D,A,5.798466470374638,D,E,-85.56544075789537,0
Veteran,Other,Bisexual,51-65,C,C,61.69144871723281,E,B,119.8564645310303,0
Non-Veteran,India,Heterosexual,65+,B,B,-87.91307451765368,D,B,-147.85567983163745,0
Yes,Other,Other,26-35,E,A,15.726598036363141,B,A,-122.94803539125327,0
Veteran,China,Heterosexual,18-25,C,D,-21.33920369636665,D,A,158.59797867327586,0
Yes,India,Bisexual,18-25,B,E,-19.55021842676759,D,D,152.5663392973038,0
Non-Veteran,Other,Heterosexual,51-65,C,A,-131.33930958583852,E,B,-44.581189629011796,0
Non-Veteran,India,Heterosexual,51-65,D,E,-267.9575680178579,B,D,-15.348531380385353,1
No,India,Other,26-35,B,E,158.11060835969764,D,B,-45.47183202034027,0
Yes,Brazil,Homosexual,65+,D,E,37.20127773435054,C,B,39.08338721298103,0
Veteran,US,Other,51-65,D,C,39.50974973416271,D,E,-157.8198896850598,1
Non-Veteran,Other,Homosexual,65+,D,C,48.321093831769275,C,B,4.055546890674119,0
Non-Veteran,China,Other,36-50,D,B,12.360371620724422,E,E,-62.64440830219219,0
Yes,Brazil,Homosexual,18-25,E,C,33.00852585062736,B,A,-144.60112246535874,1
Yes,UK,Other,65+,C,A,-32.957003230736376,E,C,-3.0678958616429326,0
No,Brazil,Heterosexual,18-25,A,E,195.4008400409311,A,D,-6.37101683572191,1
Non-Veteran,China,Homosexual,51-65,E,A,-59.60019313566759,A,A,103.13118314110407,0
Yes,US,Heterosexual,18-25,E,E,-80.84590075059646,E,C,-126.98671719533688,0
Yes,China,Other,36-50,E,E,109.18703765952202,D,B,-32.586359032961035,0
No,India,Homosexual,18-25,C,C,-185.361375750177,E,A,113.3554771194897,0
Yes,Other,Bisexual,51-65,B,C,-53.8879872983625,A,E,-214.34869117751902,1
Non-Veteran,China,Heterosexual,65+,B,C,59.28050543869264,E,E,-61.594105696083915,0
Veteran,Mexico,Homosexual,18-25,C,D,98.23853749158475,A,A,-140.0255847542705,0
Non-Veteran,India,Bisexual,65+,D,D,-13.258963178259311,D,D,129.40530361854886,0
Non-Veteran,Other,Heterosexual,51-65,B,C,-34.065290439846024,A,A,67.35286942559188,1
Veteran,Mexico,Bisexual,65+,A,C,-53.528918906915244,C,C,-115.41100081739997,1
Yes,Brazil,Homosexual,36-50,A,E,52.725568095189736,B,D,-9.779725114442096,0
No,Other,Other,51-65,C,C,-100.45295072406284,A,B,-133.9772152415608,1
No,Other,Homosexual,26-35,E,C,134.00224983326856,B,E,-29.480460954474943,0
Yes,China,Heterosexual,18-25,D,C,-153.41773274966982,C,A,58.52850442668227,0
Yes,China,Heterosexual,26-35,C,A,-24.435282700851893,A,A,32.677101241558404,0
Yes,China,Bisexual,26-35,C,E,-10.981455618494653,A,D,-96.10185657537541,1
Veteran,UK,Heterosexual,26-35,D,E,3.130997710439977,A,C,114.72183655167542,0
Non-Veteran,Brazil,Other,26-35,E,E,47.93768829606649,C,B,72.40327573637566,0
Yes,Brazil,Bisexual,18-25,B,D,-83.80531154690841,A,D,24.931093992656525,0
No,China,Heterosexual,36-50,B,D,58.62012615335217,C,D,167.24881037513316,0
No,Mexico,Other,51-65,A,C,-134.9036850854582,D,E,12.776433280647618,0
No,India,Heterosexual,18-25,D,C,64.85460473570045,E,D,31.680083589838226,1
Veteran,Other,Other,26-35,A,E,36.95040191994088,C,A,58.12880780381058,1
Yes,India,Heterosexual,36-50,C,E,30.002239478394106,A,C,18.945461208544607,0
Non-Veteran,India,Heterosexual,36-50,B,D,103.76609195449771,C,B,-34.116493705463235,0
Yes,US,Other,36-50,E,C,-74.43343989631444,A,A,70.9970844267728,1
Non-Veteran,Mexico,Other,65+,E,D,-5.596336735773414,D,B,130.524108914965,0
Yes,Other,Bisexual,18-25,B,B,-222.1273848207431,C,A,-44.83708473305319,1
Yes,Brazil,Other,51-65,E,A,132.86225424445115,B,B,154.43542786228468,1
No,India,Homosexual,18-25,C,A,12.526978432249622,A,D,88.78288133903729,0
Yes,India,Heterosexual,26-35,D,B,-42.78714921669555,B,C,170.28810682242298,1
Veteran,US,Bisexual,36-50,B,A,-68.61579234922259,A,A,-136.3059827715863,1
Non-Veteran,Brazil,Bisexual,51-65,B,E,-35.998640788717914,D,E,-55.87693504716598,0
Non-Veteran,Other,Bisexual,51-65,D,D,34.99593251873462,B,B,-7.389820265633975,0
Veteran,Other,Bisexual,36-50,A,E,-81.60631305984455,A,A,-112.69837065196626,1
No,China,Bisexual,65+,D,C,7.413747987240786,D,A,47.87183828420681,0
Veteran,UK,Bisexual,26-35,E,B,-18.935090333686393,A,E,-55.09488950822169,1
Yes,Mexico,Bisexual,51-65,B,B,-220.12707170709632,E,D,-3.527010498468882,1
Veteran,Other,Heterosexual,36-50,A,E,-15.563988020540851,E,D,-57.8894550462326,0
No,Other,Homosexual,26-35,C,A,-46.556225556867716,E,E,-43.2719804125447,0
No,UK,Other,65+,C,B,74.43911812212116,B,A,44.17993947876355,1
No,Germany,Other,51-65,D,B,-98.8908523012971,D,A,55.793004790616806,0
Non-Veteran,US,Homosexual,26-35,E,A,60.05884739103844,B,D,85.76161363259037,0
Yes,Brazil,Bisexual,51-65,E,E,-6.399333348871157,A,E,78.19638673659233,0
No,Germany,Homosexual,65+,C,B,-110.16404289501452,D,D,-4.104359572600751,1
Non-Veteran,Germany,Heterosexual,18-25,C,D,-73.07763698928628,B,D,-5.496731065711222,1
No,Germany,Heterosexual,65+,D,C,-86.18828392352536,E,A,162.1336634890713,1
Veteran,Germany,Other,26-35,E,D,33.94374384591078,A,B,32.43467801308155,1
Non-Veteran,UK,Heterosexual,26-35,D,D,138.3404850006574,B,A,92.73620272112554,0
Yes,India,Bisexual,36-50,B,B,-71.61398572737207,D,E,31.43706773584417,1
Veteran,Other,Heterosexual,18-25,A,D,97.41171219299719,E,B,14.756782867984212,0
Yes,UK,Bisexual,65+,A,C,-151.35587998188868,C,A,205.544558831622,1
Veteran,China,Bisexual,26-35,B,E,-7.435480442611521,D,A,69.74520643205119,1
Yes,US,Heterosexual,36-50,E,C,24.646178530427154,E,E,-102.93533107059145,0
Veteran,Mexico,Homosexual,18-25,E,A,-3.741741392924356,C,E,24.183283971621556,0
Yes,Mexico,Bisexual,18-25,A,A,-134.4082514065587,D,C,75.62746663670886,1
Veteran,UK,Heterosexual,65+,C,D,-158.4039705067284,C,A,22.52467443641112,1
Yes,Brazil,Bisexual,65+,A,A,61.37673210546344,A,B,-91.35919236913955,0
Veteran,UK,Bisexual,51-65,D,D,-200.56522730687595,C,A,26.98168763075026,1
Yes,China,Bisexual,65+,D,D,-50.245213098094546,E,D,-69.67390474538793,1
Yes,Brazil,Bisexual,26-35,C,B,-10.107586362387815,E,D,-66.29101811994613,0
No,Germany,Other,18-25,D,A,-22.476139516990017,C,E,-224.36954480753738,1
Veteran,US,Bisexual,26-35,D,B,-204.7457111124592,B,D,-28.325131790867047,1
Non-Veteran,Other,Bisexual,18-25,D,E,-92.94398557539051,C,C,-15.651670862727274,0
Non-Veteran,US,Other,18-25,E,C,2.3868277015208563,A,B,-68.9988475650611,0
Veteran,India,Homosexual,51-65,B,E,33.39045042106356,E,D,-72.40659093401769,0
Non-Veteran,US,Bisexual,51-65,C,D,69.29520704837765,E,D,40.81313503702967,1
Yes,Brazil,Homosexual,36-50,E,A,23.418313831258843,A,B,198.57648928283612,0
Yes,Other,Other,18-25,D,E,170.33774431363545,B,E,236.0131322960439,0
Yes,UK,Heterosexual,18-25,D,B,-31.26186145201949,D,C,-52.281899750406154,1
Non-Veteran,Mexico,Heterosexual,18-25,E,C,-144.1912276806751,B,D,11.990583721528651,1
Yes,Other,Bisexual,18-25,E,E,-3.05621406636756,E,E,260.57127317042364,0
Veteran,China,Other,36-50,D,D,-84.28767746026804,B,D,-60.27754400993142,1
Yes,Germany,Other,18-25,C,E,233.0459534410269,C,B,22.150391224805475,0
Yes,UK,Bisexual,65+,D,D,-6.647715041238595,D,E,51.898115198719395,0
Non-Veteran,India,Other,65+,B,E,-83.66798980071515,E,D,75.39099858573935,1
No,India,Heterosexual,65+,A,C,38.3980180460493,B,D,205.43742763442538,0
Non-Veteran,Other,Homosexual,26-35,E,B,-166.74095670389875,D,E,-102.3293674283388,1
Non-Veteran,Germany,Other,36-50,B,A,121.96852816894923,E,C,116.21535371252934,1
Yes,Other,Bisexual,51-65,D,E,71.09765054176695,A,C,-99.5757910233431,1
Non-Veteran,Brazil,Homosexual,51-65,B,C,-27.01724873906001,C,B,-70.23619780532356,0
Veteran,Other,Heterosexual,26-35,A,B,-112.61775525700209,C,D,-32.213852369482964,0
Non-Veteran,Mexico,Bisexual,26-35,A,E,-8.878898532469695,C,E,112.68970761820087,0
No,Other,Homosexual,65+,D,A,-53.21005179210633,B,D,2.8081133368203828,1
Yes,Mexico,Heterosexual,26-35,A,B,86.19942268002231,B,C,-143.65897884517062,1
Yes,Germany,Heterosexual,26-35,A,E,-33.90818554262638,C,C,6.113241389063264,1
Non-Veteran,Germany,Bisexual,65+,C,C,-112.59739692365756,C,E,-93.21255399809482,0
No,Other,Bisexual,36-50,A,C,-89.39039766420088,A,E,-90.83815721686341,1
Veteran,Brazil,Bisexual,51-65,D,A,-82.41630003765165,B,D,42.66697328242843,0
Non-Veteran,China,Homosexual,18-25,C,A,189.68989226298504,C,B,127.04264257008539,0
Non-Veteran,India,Homosexual,65+,D,B,-33.433632967018596,D,D,-154.3830640555985,1
Yes,China,Other,18-25,C,C,0.9140769119217552,D,D,-22.02484402925785,0
Veteran,US,Homosexual,18-25,E,B,-2.715280548940966,B,B,150.95841427831914,0
Yes,China,Heterosexual,51-65,C,C,98.52214341286889,D,D,-49.541472239859864,0
No,India,Other,36-50,D,A,-284.11169253737506,B,C,135.61912932833314,1
Veteran,US,Bisexual,51-65,D,E,-91.87835906741326,E,A,-35.765125776693516,0
Yes,Other,Heterosexual,51-65,D,A,-84.2530937071517,A,D,-169.48594747368395,0
Veteran,Germany,Heterosexual,36-50,A,E,-20.545797744439938,D,C,-40.46451082507348,0
No,Germany,Other,26-35,C,D,-55.50010434912338,E,E,0.16932526879516177,0
Veteran,China,Heterosexual,26-35,D,D,14.152143512070344,D,B,95.85620168673911,0
Veteran,US,Homosexual,18-25,E,C,75.44289250150882,A,E,-60.23151282056129,1
No,China,Other,51-65,A,C,111.5733101830902,E,E,-124.696513945806,0
No,Brazil,Homosexual,65+,C,E,26.16809854038275,E,E,6.932776046395688,1
Veteran,UK,Other,51-65,B,E,165.39293938049323,D,E,214.34772886731938,1
Yes,Germany,Other,65+,B,E,108.45362298296781,A,C,-31.186125503433974,1
Veteran,India,Bisexual,36-50,C,E,-83.5162326819452,B,B,36.66085110396665,1
Yes,UK,Other,18-25,A,E,131.19395074283682,C,C,39.02281554999464,0
Non-Veteran,Other,Homosexual,51-65,A,B,-101.98949570209723,B,B,21.541379202202137,0
No,China,Homosexual,18-25,B,B,-28.266076128241412,B,E,72.77400486558824,0
Yes,US,Other,26-35,D,B,-34.00322291450784,E,D,-28.589579356488642,1
Yes,Mexico,Other,65+,A,B,63.05157581800035,A,A,103.81310548885013,0
No,India,Other,18-25,A,C,222.86445932996313,B,D,37.18266410654319,0
Yes,Other,Bisexual,51-65,B,E,-72.59336343323304,A,E,-235.4290326908045,0
Veteran,India,Bisexual,26-35,E,C,-3.8870482883175823,D,A,-21.896025221993426,1
Non-Veteran,US,Homosexual,51-65,B,D,-197.19263647427707,B,B,60.70081748769813,1
Veteran,India,Bisexual,65+,A,E,55.20438079806749,A,C,183.16183358096845,0
Non-Veteran,Other,Heterosexual,65+,D,D,7.702698258419896,A,A,-7.95578645093965,0
No,US,Homosexual,18-25,A,B,237.21337902363885,E,A,-27.32371442747386,0
No,Other,Bisexual,26-35,A,E,13.745345538143425,E,E,-58.385303806688086,0
No,Other,Heterosexual,65+,C,B,-97.5531748664058,A,E,-87.8280813406249,0
Non-Veteran,India,Bisexual,51-65,B,D,53.62143062257342,A,E,-7.402055144837109,1
Veteran,China,Homosexual,65+,E,C,63.70856119759012,A,A,-40.93180079808913,1
Yes,Brazil,Heterosexual,26-35,A,B,33.64678661527304,E,D,-76.90249671415702,0
Veteran,Mexico,Bisexual,18-25,D,D,211.49228845812308,A,B,-17.734694289097256,1
Yes,US,Bisexual,36-50,B,B,-69.36265886043378,B,B,86.20905097219324,1
No,China,Other,65+,E,A,-25.84775265033509,E,E,8.810020076235055,0
No,India,Other,51-65,E,E,130.6481987831195,A,C,-77.36251362618303,0
Yes,US,Homosexual,26-35,C,D,5.425306365373087,E,B,-104.13367293176243,1
Yes,UK,Other,18-25,D,C,116.93948240437899,D,A,88.61071511323864,0
Yes,China,Heterosexual,18-25,A,E,-26.115160988754848,C,E,-94.62912389739714,0
Yes,US,Homosexual,51-65,A,D,80.83297134390664,E,E,-134.0030088544947,1
Non-Veteran,US,Heterosexual,65+,B,E,46.11152692573331,B,C,60.927230098093276,1
No,Other,Bisexual,65+,D,E,46.01174495074418,E,C,34.802674964119184,0
Veteran,UK,Homosexual,36-50,B,B,298.020934037394,C,D,-63.95475517600676,0
No,India,Homosexual,26-35,B,C,-1.0304555022138484,C,E,127.24927045166629,0
Non-Veteran,Mexico,Heterosexual,51-65,E,D,119.62942489880604,E,B,52.97349584592271,1
Non-Veteran,India,Bisexual,26-35,E,B,-67.55552962456733,E,D,-99.21665959895239,0
Yes,Germany,Other,51-65,D,B,-83.489075478649,E,E,-9.376584270496744,0
Non-Veteran,Germany,Heterosexual,18-25,D,E,45.79271376231475,B,B,-142.42122678402419,1
Non-Veteran,UK,Homosexual,26-35,A,A,133.26549437923313,B,C,-98.90758556447382,0
Non-Veteran,Brazil,Homosexual,36-50,A,E,162.9539909202805,A,D,-62.80568951648509,1
No,India,Heterosexual,51-65,A,D,-204.99760165439162,A,E,-30.586510019378494,0
Yes,Brazil,Heterosexual,18-25,D,A,99.11111336244971,E,D,-162.77418187281756,0
No,Germany,Homosexual,18-25,B,C,65.11412333779828,A,D,39.34365396583598,1
Non-Veteran,Mexico,Heterosexual,36-50,B,C,29.14479945466545,C,D,-115.19567847512664,0
Veteran,China,Bisexual,36-50,B,C,47.29975339021049,E,D,37.9523266508943,0
Non-Veteran,India,Heterosexual,18-25,D,C,28.862043699429442,A,E,168.22510123287873,0
Yes,Germany,Heterosexual,18-25,D,A,-114.48728472267828,A,D,73.38577845543954,0
Non-Veteran,Brazil,Bisexual,26-35,D,B,23.118584051794375,E,D,-27.418518558681637,1
Yes,China,Homosexual,18-25,D,C,-77.44844560602849,D,B,-14.6363465375498,1
No,Other,Homosexual,36-50,E,A,23.61376196137851,C,E,-41.70232699131556,1
No,US,Other,65+,A,A,-8.224787353953188,C,A,-85.96730781860735,0
Yes,Germany,Heterosexual,18-25,A,C,99.80024887825566,B,E,-15.452770631000815,0
Veteran,India,Heterosexual,36-50,A,E,-27.024494458120675,A,A,-49.224659497679845,0
Veteran,India,Other,51-65,C,B,-210.5506485865929,B,C,-53.494084725218286,0
No,Other,Homosexual,18-25,C,B,15.747774017930183,D,C,9.959919115748422,0
Veteran,India,Homosexual,18-25,E,B,-124.85482256577282,B,A,98.64014512649393,0
Veteran,Brazil,Bisexual,26-35,E,B,-144.96551839369073,A,B,12.507502182969462,0
Non-Veteran,Mexico,Homosexual,65+,D,E,110.3339039215822,B,E,27.454135133971143,1
No,Mexico,Other,26-35,D,B,-22.88108753069036,D,A,98.4875878793095,1
Yes,Mexico,Bisexual,18-25,A,A,-7.957333163537236,B,A,-241.6813536130483,1
Yes,US,Heterosexual,26-35,C,D,48.12474728654409,C,A,76.49417799651096,0
No,UK,Heterosexual,51-65,D,A,96.9806466603049,B,B,5.024806465098762,1
Non-Veteran,Brazil,Bisexual,65+,D,A,142.32078195847922,B,A,-0.5319694810599946,1
Yes,Brazil,Other,26-35,C,C,40.62443264804022,A,B,-57.98360682960961,1
Non-Veteran,Brazil,Homosexual,65+,C,B,-83.53012200487012,B,D,170.87951003583038,1
Non-Veteran,Mexico,Other,51-65,D,B,-96.36147509018105,C,D,41.41505902528359,0
Veteran,UK,Bisexual,65+,D,D,-4.658701248641861,B,E,-83.86593005335318,0
Veteran,Brazil,Bisexual,65+,D,E,-188.97836857981065,E,D,40.338657566964876,0
Non-Veteran,Germany,Bisexual,51-65,A,E,53.076550870068864,E,E,-83.56562010671848,0
No,US,Other,36-50,E,D,-141.50362746388058,E,E,114.21524944877919,0
Veteran,Brazil,Bisexual,26-35,E,A,-23.127369605001068,C,B,-52.757220485314484,0
Veteran,India,Homosexual,18-25,C,C,-3.625733516733909,B,E,-71.71852861158774,0
Non-Veteran,India,Heterosexual,36-50,D,A,70.13677988035003,A,D,102.34782902396726,1
Yes,US,Bisexual,51-65,C,C,198.4060825313824,B,E,-97.99635040169987,0
Veteran,Brazil,Other,65+,B,C,86.14777320415338,C,B,-81.350633720624,0
Yes,UK,Heterosexual,18-25,D,A,-3.6035622716993823,C,C,84.76000134284473,0
No,Other,Bisexual,26-35,E,D,-150.77979148750626,D,B,64.48783943411637,1
Veteran,Germany,Homosexual,65+,B,B,16.79543020159852,C,E,-6.103156137440422,0
Veteran,Brazil,Other,18-25,E,B,-20.61516367192584,A,A,15.273841825430873,0
Yes,China,Bisexual,18-25,B,E,-13.272168179609986,B,D,-120.90740661819746,0
No,India,Other,36-50,D,B,36.14955495449243,B,D,-267.4452973741975,0
Yes,China,Bisexual,18-25,B,B,203.76919884104097,A,E,-8.340344571314835,1
No,India,Heterosexual,26-35,B,E,-0.496669202789491,B,E,-156.12560394182648,1
Non-Veteran,UK,Heterosexual,26-35,A,B,-38.989843129504834,E,C,67.84348821134041,1
Non-Veteran,Mexico,Bisexual,51-65,C,D,-127.06951598713196,D,C,161.73987879808175,1
Yes,Brazil,Other,26-35,E,D,8.161106035788974,B,E,48.539297967550624,1
No,Mexico,Heterosexual,65+,C,D,-51.228570501590276,E,C,-54.325321885062074,1
Yes,Mexico,Heterosexual,65+,D,D,-120.07164031836875,B,A,-202.01719421640817,1
Non-Veteran,China,Homosexual,51-65,E,A,-165.41638702779315,D,D,54.379948349755026,0
Veteran,China,Bisexual,65+,C,D,-28.91299337167637,B,A,-121.0667696636274,1
Non-Veteran,US,Bisexual,26-35,C,E,-16.68307757932991,A,A,-116.43374615063105,0
Yes,UK,Homosexual,18-25,B,E,89.46213215638235,D,B,-25.663598491017336,1
Veteran,US,Heterosexual,26-35,D,A,-123.62703945012754,E,D,227.4370857820558,1
Non-Veteran,Mexico,Homosexual,36-50,E,B,-141.11261891672137,D,D,46.69431028551129,0
Yes,US,Bisexual,18-25,A,B,-222.0111621756499,D,A,55.30671200796802,1
Yes,Other,Bisexual,51-65,B,C,81.72238029975848,E,D,41.02498421103202,0
Non-Veteran,UK,Homosexual,65+,C,B,93.08915437043439,E,C,94.03827969469613,0
Veteran,US,Bisexual,18-25,B,C,-75.76381063337467,C,E,-6.585833093127673,0
Non-Veteran,India,Heterosexual,65+,E,B,-127.97878467122136,B,C,6.126437284379659,0
Non-Veteran,India,Other,26-35,C,A,-156.94400484402718,B,A,-26.16836425639616,1
Non-Veteran,US,Other,65+,D,B,53.360246646771536,C,A,161.50488366026002,0
No,Brazil,Other,51-65,C,C,77.60550916702111,B,C,-20.29706675646083,1
Veteran,China,Heterosexual,36-50,E,E,-30.231086213835468,C,C,20.027271428125943,0
No,Brazil,Bisexual,18-25,E,E,3.6648247942027936,A,C,-9.251259855378786,0
