faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
None,C,15.403825276016061,A,-31.871368263949655,-8.52887930293616,C,0
Buddhist,D,68.32249321304488,B,40.99707805456909,25.268040495888023,D,0
Christian,D,-132.63562439193544,D,-39.389998992996944,64.46198623901951,D,1
Hindu,C,-65.8072212903902,B,-43.335848639728276,-0.07515581185344647,D,0
Muslim,B,194.624706647633,A,28.557344804678753,137.3635179620047,B,0
None,C,-79.75781747376848,B,44.719656414133276,-31.697257721276145,E,0
Muslim,C,45.96228099438089,D,-43.40739644912542,37.92223331880172,A,1
Muslim,B,-134.05398103142377,B,81.16263252393581,22.922641144361176,E,0
Muslim,A,15.001332395279457,C,151.49939569210147,-59.35334151548884,E,1
Other,A,71.80078739539842,B,26.99759473489543,57.195743694026966,A,1
Jewish,B,-115.64258309335405,B,51.43319543346399,196.63324766984246,C,0
None,E,-28.379191422640766,B,-94.92794832902516,-42.00916053701715,D,0
Other,D,-7.361059183126972,B,62.49960330594977,-55.227267751888434,E,0
Buddhist,B,27.61394690855163,E,-194.908817255094,38.2510914422566,D,1
None,C,65.94304930781034,E,-127.13659190346007,-182.25060593364722,C,0
Christian,D,32.99191951711249,B,-82.16451055475575,-23.879465501540345,E,0
Hindu,A,-11.901484918660751,B,64.60083447939365,-33.88426519862773,A,0
None,A,146.86402547937953,E,24.625115121688673,-0.7161371492786578,B,0
Other,A,82.99464120101024,C,7.186002033350701,28.218835737571535,E,1
Jewish,D,-43.88640682920184,E,68.56834098079236,85.1166966343867,C,0
None,B,-32.73633594498583,B,-108.48744192288638,71.05037229540508,B,0
Hindu,E,112.43304144286212,D,87.32181934624663,32.59828631988143,E,0
Hindu,C,-75.0172854268118,D,0.354817174908125,31.815148319527648,E,1
Hindu,C,234.99288786058878,C,81.137726798235,-42.483722882439984,A,0
Hindu,D,-48.781035105611984,E,100.37188216121538,-87.02963362956079,E,1
Hindu,E,-63.05570896678471,C,163.15358980008034,-2.2332243170819632,B,1
Other,E,-27.16841788355514,A,-227.0920198852561,-51.13238484149779,B,0
Other,C,36.86154646358627,A,180.44120857048364,-100.09556179637397,C,0
Buddhist,C,-43.14538445587442,B,-55.831324285680715,-68.93323166129923,C,0
None,A,-17.96500635385511,B,-14.613894088437076,96.50542912424037,E,1
None,A,-83.52234528068657,D,-56.748472079527005,-207.92824129477512,B,1
None,B,-147.38645499727988,D,76.01442452786068,162.53527322801196,B,1
Christian,B,-309.9577306888973,C,19.15804755427355,-161.8867521434045,B,1
Muslim,E,-69.49962786344793,E,77.26835102982186,-68.36224811526867,C,1
Other,A,67.34964074999152,B,-63.995579865751985,33.814440352887274,C,1
Buddhist,A,-14.09008034522997,E,-127.50915566927104,-99.427690184196,B,0
Other,B,138.47580083534464,B,-111.86326840492322,-129.3098811139012,A,0
None,C,-95.94017421870866,E,237.69188390719066,116.90232015028272,C,0
Christian,B,-95.41693892188427,C,64.07924574699497,-21.471918773536277,A,0
None,D,212.10323207204254,D,19.755616062231283,57.90831717572612,C,1
Other,B,40.123978102704136,A,2.850876557463423,-9.501648298066565,E,0
Buddhist,E,-152.3459520377877,E,91.47243728133473,-124.32634710338881,B,0
Buddhist,B,-94.65081359197451,B,-183.28103008549118,-38.248392591273614,A,0
Hindu,B,161.89223729338107,D,-38.38413840252292,-136.8497323956306,E,0
Buddhist,D,-164.70598115418807,D,33.354315802381315,51.675277976548486,B,1
Christian,A,49.05746310085842,D,230.32095978167507,26.866691074738764,C,1
Muslim,C,-50.209989864210904,A,-44.31330981160884,-29.54898594105427,D,0
Other,D,66.1215608428762,A,-5.561080153062238,203.58769235791735,C,0
Jewish,C,-49.09123608306739,C,-72.45725134112718,40.52786583545709,E,0
Hindu,A,58.04495710404248,E,18.714642080489575,-22.845892678489086,B,1
Buddhist,E,184.63628449195497,C,-79.93030536125842,-74.09129321055458,B,0
Buddhist,D,-103.96790398342688,C,15.768549548534452,182.11558512139047,D,0
Buddhist,A,96.18414756497259,D,-110.08062191314885,114.64941100366977,A,0
Buddhist,E,17.881933832603078,E,72.2262501156346,79.45149168754465,D,1
Hindu,D,57.92536043907791,A,-17.65954771487231,83.11435069656501,A,0
None,E,132.37266984830453,A,-41.73138591737075,49.981354086954106,E,0
Hindu,C,-94.29006749508943,A,58.08109239292817,132.1520579260817,A,0
Hindu,A,13.303341170734667,E,6.168038901263738,78.66666251936557,E,1
None,A,177.4626579411965,B,-63.13878406024303,-11.024367750132567,A,0
Muslim,C,-14.059366470189714,B,21.888932233550396,-83.98172653176334,B,0
Christian,C,97.41281389167092,B,170.90761816251663,15.908650794532447,D,1
Other,E,68.10264292282136,E,164.00550714273288,4.137287321548085,E,0
Hindu,B,-75.57276312507597,D,-106.91366244824559,39.926579161871054,E,1
Jewish,A,-33.577881849695814,E,18.47420696605255,-21.325595205709753,D,0
Muslim,A,-153.45734731187432,B,-151.61101112435463,95.63991986739856,E,1
Christian,C,83.73895285017215,C,-175.39795483936317,25.03347632640775,A,0
Other,C,70.74090039600443,A,45.62555185745048,-82.65001910109758,B,0
Buddhist,E,-20.68580564508261,B,179.19565607860147,-173.56231721381593,D,0
Christian,D,-19.508392711339695,E,-89.40520257066731,-63.16813768885863,B,1
Christian,A,-27.141660689726905,D,-145.9254665327832,24.214007109054698,D,0
Hindu,B,32.29575883025492,E,111.63991642656366,41.04363135411585,A,0
Buddhist,E,-104.42351020736393,B,66.92266840288906,-170.27000723482848,A,1
Other,E,-12.71265717152498,D,66.74535578304639,46.869998306843705,D,1
Jewish,B,12.245826120752342,A,-60.86941306300883,48.89080758539895,D,1
Muslim,E,-104.18487533149936,A,3.004160184707522,-110.01384483752683,B,0
Jewish,C,106.35149709664309,D,288.7381810315166,-58.30536072968901,A,1
Buddhist,D,58.48336949820276,B,-98.63739614144562,95.1520314550591,B,1
None,C,29.949770807952902,E,143.01252095856566,-38.32186630762124,A,0
Jewish,D,125.6195634298757,C,-130.82481951770083,25.22627343543386,E,1
Christian,B,-112.5755117350155,D,75.80304361858443,150.40357992920494,A,0
Muslim,B,-42.72393882247495,B,49.43178809927819,102.64113366603962,C,1
Jewish,B,93.23353410324039,E,-148.11609780061156,-69.87917991627882,E,0
Hindu,A,128.25108669518508,D,138.57322352905962,21.710032294531327,D,1
Muslim,D,-224.26572896452234,B,-226.39931630415168,61.298984422368896,D,1
Jewish,E,-34.39846857576086,D,104.17603232546182,269.96854166474503,B,0
None,D,-216.25261610574915,A,-95.84576528172151,44.52274639100743,A,1
Christian,A,207.0001916057251,D,85.00156852978736,65.028612217702,B,1
Muslim,E,-140.17186278171926,D,53.16697582007522,-118.29131523732504,C,0
Jewish,A,-22.877288583666676,A,-69.35269471521214,-7.3468294898215225,A,1
Christian,D,96.73506559137559,B,-170.91953061132637,-84.6500564569151,D,1
Muslim,B,-246.08995722771297,D,-40.98431139679655,9.839231101375658,B,0
Other,D,1.628726710076499,A,20.362033096922808,-7.333860302501477,B,0
Other,D,25.63584670071373,A,-44.891133120438056,84.59852415168845,B,1
Christian,A,67.3683568889965,E,179.8959382691161,181.8009606060742,E,0
Jewish,B,-106.61536138937586,B,-119.85267146921477,138.26117069344633,A,1
Jewish,C,-20.647142153210865,B,-20.79067127543349,46.47393275231166,A,0
Christian,E,0.2984993767238436,A,44.92053437111303,-29.996721068471498,B,0
Other,B,32.21844902444847,A,4.798413367909328,-1.9499275955167286,E,1
Christian,E,74.55972275607078,A,-27.644308762881693,-147.08814264176436,A,1
Christian,E,-51.89145261455885,C,-134.680596963683,94.82560992484579,D,1
Buddhist,E,-63.109084232352274,E,60.30258689012163,-142.70360082370559,C,0
Buddhist,B,-106.07021584447898,B,-34.594120610266835,-8.47437295969106,B,1
Other,E,55.99307778349072,D,-88.82414052978125,228.0083371230686,E,1
Hindu,A,81.03266154594564,C,99.21036051642979,-39.42576641121695,E,1
Christian,C,8.257082863685843,C,131.63693971348184,267.7207026128129,B,1
None,C,86.19857829978498,D,27.08747830792556,-132.73801810731942,E,1
Buddhist,B,21.85302307143805,B,26.074191227864006,-129.00836631380906,E,0
Jewish,D,-100.67396278451054,C,13.955055033967248,185.80783187466184,E,0
Muslim,D,-70.70443396540452,B,197.6605461858576,-39.16207255220497,C,1
Other,D,-68.23716158542258,B,-72.14003079956842,73.11012360060623,C,0
Hindu,A,-7.043229833565275,A,-124.79889622915073,3.2919915322929914,A,1
None,C,-72.58044177732694,D,14.83361937084533,-62.471962210647916,B,0
Jewish,E,-96.41066621934236,D,-22.80522969054552,84.42481222209737,D,0
Christian,C,-137.51479140660442,C,122.38799598041685,-40.49759904048372,D,0
Muslim,E,-48.69694077434652,E,209.7810423973209,-234.6452030809149,C,1
Buddhist,A,68.92857363786088,A,143.3683289555926,1.6990994518809928,C,0
Hindu,C,-3.619725773068184,A,-109.81812495798002,-161.91429633154743,B,0
Christian,C,-99.75997526946587,B,-107.0827261724621,117.34070423651728,C,1
Other,D,-79.94313417092873,A,-26.089486714193615,55.42051339250327,C,1
Jewish,A,102.82203849523484,E,-10.88374082048239,79.92285895748701,B,0
None,E,-65.92951181371343,C,-74.07649178995716,-135.79181132315418,E,0
Buddhist,B,138.420501039351,A,-13.783984973273917,106.1883896279906,A,1
Jewish,E,-22.012765389282926,E,46.909715523699894,88.3696055423973,A,0
None,A,-69.31945586480113,D,-201.93424163390574,2.463687412185131,B,1
Buddhist,D,-100.38991524026859,E,27.960814717815573,39.86846696708595,A,0
Buddhist,E,-65.29624141355009,E,57.8366495499936,195.06624988540474,C,0
Jewish,D,-20.50542127786453,A,289.073026099049,67.92508533696781,C,1
Hindu,C,-49.90014135705532,D,70.75153698190148,30.523584467143333,B,0
None,B,18.15930134058615,E,-64.91137365555147,-71.86545524499974,C,1
Hindu,A,4.497508740588596,A,31.055886627482725,118.2193360990234,D,1
Muslim,C,-108.47635968518634,B,-105.14046002359161,66.51994649538511,C,0
Other,B,198.3446331603818,D,61.49604262098227,34.82326801176951,C,0
Buddhist,A,9.792643763219337,D,-56.98318152612342,218.07126524231276,C,1
Other,C,-76.26470056935926,B,11.192912901574378,-93.89074259286492,E,1
Buddhist,C,-71.7674442761265,B,-73.10009579421283,-23.463249125730858,C,1
Christian,C,9.714923584597228,B,8.184132100923334,-3.7175327015752226,A,0
Buddhist,D,-4.3911846761813,E,-106.56025587644436,-202.8427161638932,A,0
Hindu,C,-116.6326962789884,C,-87.82456172637823,-44.83502821474352,D,0
None,C,-93.31292680014282,D,24.970297627192203,92.24343365900897,E,1
Hindu,C,-2.7199260706633663,D,-104.48331297702775,-16.925921690225547,E,0
None,A,-12.695149112848334,B,-28.81037867212636,-167.30420482212267,C,0
Muslim,B,167.0486460851525,E,0.81408204024896,6.112432044718666,C,1
Buddhist,A,-13.776017523849898,C,-60.83406457373347,-145.5920700127563,C,1
Jewish,A,-71.22046994619295,C,-139.05229909059653,137.68087980836782,A,1
Hindu,C,-11.49133792156982,C,-129.55330008004364,-108.62134718498153,C,1
None,D,201.90559850993708,E,-20.83603943122519,96.6541637992981,C,1
Muslim,C,-117.12202215411796,B,73.4653225730256,-130.6328983520255,C,1
Muslim,A,43.541476709030796,B,217.64704167315125,126.74262404499778,D,1
Muslim,A,-32.15994715709969,D,19.217941383495234,-34.78963229808063,D,0
Christian,A,-79.36979468349406,E,69.56066600463875,29.34222451493808,B,1
Buddhist,D,-73.92249697473659,B,-261.20064595838113,-10.22103317890227,C,0
Jewish,A,-102.8168232169374,E,18.309593097425854,130.6996002852629,D,1
Muslim,C,-81.21538987403886,C,29.99983662860467,91.4754337320219,E,0
Other,C,3.565543099073155,E,-132.75742154238117,136.53543167668823,D,0
Muslim,A,193.548938041986,B,2.266292077507883,-55.098585601740034,B,0
Jewish,E,-85.64886012454441,E,0.1438413661971394,68.00733480913388,B,0
Buddhist,E,196.62089997368582,A,117.71691603656693,-167.66659967964827,C,1
Muslim,A,-4.947589783332477,A,157.66276280810524,-164.2592247006665,E,1
Jewish,A,-91.11792793709948,D,94.69970004106396,75.32234357386089,C,1
Other,D,22.79538775081094,A,53.800235232638414,98.2383847338955,D,0
Hindu,B,-5.23538182580858,D,-118.0094969238178,1.9751183748438088,A,0
Buddhist,E,47.91644332663647,A,-167.15609082312724,-44.02808030059413,D,0
Jewish,A,-134.07874265286662,A,-17.570636813188393,-113.96626643109475,E,0
Muslim,D,-21.429006967034496,B,-2.076307698670391,-26.905450196969994,A,1
Other,D,23.847679858593146,D,96.24568976474156,-85.79394025106814,B,1
None,C,-120.35841172493147,B,69.35291748754278,159.50482295597146,C,1
Buddhist,C,22.56851933427129,E,57.58044632565537,167.60140298735334,C,0
Buddhist,D,-37.28046868305146,D,-44.09528910416546,30.383967799496087,B,1
Jewish,D,-22.466189619840005,A,-38.62426204243984,-4.386045337278294,D,0
Hindu,B,135.93453878154236,D,-32.31208667796363,69.22728013278196,C,1
Buddhist,A,33.65142005232574,A,-7.146496724522194,13.593738410262118,A,1
Other,D,65.7938195868803,B,32.035255150711784,-74.7925847069658,B,0
Jewish,A,-17.788086609526907,C,15.252795960512715,-24.45993991252184,C,0
Hindu,C,-30.851335472663454,A,-145.20066760066646,45.0962745494021,B,1
Buddhist,B,114.61345349704683,A,6.164853004612446,169.3066774314814,D,1
None,B,-43.5563657376325,A,47.44926566447987,-33.2978434158519,D,0
Christian,A,65.0121997837414,A,118.7756272034368,-29.018386428320962,D,0
Muslim,C,-98.23121723463552,E,95.53581600244172,46.74973619675687,E,0
None,A,-72.75819345333763,D,49.003666196180795,-72.84191203518282,E,1
Other,E,99.4693644726278,D,230.73871512741988,-53.47147868062174,A,0
Jewish,E,141.22253039911047,D,87.39424027991326,131.44028828567062,A,0
None,C,192.25875029646403,C,103.86315283796878,-45.834044155828394,D,0
Other,A,-51.29932271493806,D,14.814105028196096,-209.27467931278477,E,0
None,C,-41.17857667800237,A,214.9576247567649,250.14098798428276,B,1
Christian,D,-49.28463596792992,D,113.12848521456678,-157.0862846544418,E,0
Christian,A,-184.8403379040821,E,-96.01802790122316,60.55005288129516,B,0
Christian,C,38.12002166723513,A,-41.55645942729102,-22.960342983334467,D,1
Jewish,E,-105.38321262787724,D,64.07562317378162,125.54429948299786,A,0
Muslim,C,-71.54764011712213,B,49.048973358323146,95.07277402369017,B,0
Buddhist,D,113.19587335260162,A,86.88130200858089,99.55936027026895,D,1
Buddhist,B,123.34334788292054,C,32.81271140304104,103.05014618329082,E,1
Other,D,-8.035284644468327,A,90.53001451994682,-131.54750918590753,E,1
Jewish,E,9.015732123263286,B,99.05219070354848,43.024572540122406,A,0
Hindu,D,-7.806116267063916,D,-6.252887430616785,-128.87002523839357,B,1
Buddhist,D,100.23222460283591,D,-4.318748931646128,-44.99899507560169,B,0
Other,B,-102.97835084019735,E,-42.6167318728433,49.93266108527426,C,1
Muslim,B,-133.37777103556772,D,85.86075991575517,28.51683329286061,C,0
Buddhist,C,54.703838379758615,D,81.70666938269645,111.41513055320218,D,1
Muslim,D,-3.133606164767856,A,-41.86575056400608,-31.837722777082288,B,1
Other,A,-119.74688590317413,D,-91.26077925219485,3.594190215818385,A,0
Other,D,107.83517706877794,A,91.1857763160159,287.20029906561047,C,0
Hindu,A,93.38845096862742,D,-16.25765123992776,92.30800053962209,A,1
Buddhist,B,-196.8188933794942,C,67.92206854056224,83.24547325702429,C,1
None,D,36.4871823487847,D,24.76682422741772,-78.45992166649224,B,1
Other,A,175.83070846786043,A,118.57129353279163,-107.22900184749116,E,0
Muslim,D,-11.187103460722856,A,43.86036908073827,-300.36303190871644,A,1
Muslim,D,-6.682347546023792,E,-328.96376212016077,-50.293200253078126,E,0
Other,A,0.8150526391212504,D,114.29870986997066,229.2323404222015,A,0
None,C,-1.869301255306094,E,145.7119131002923,-42.9539540857607,D,1
Other,C,-143.81872050326677,B,-42.85995840735544,20.229692562841077,E,1
Jewish,A,41.02131363346934,C,32.55565144175815,3.789849661919699,E,1
Hindu,D,-193.20132273349853,E,82.15387582077626,-25.430670011729266,C,0
Jewish,B,-58.92767775933751,A,12.472654069154336,30.719448280919288,D,0
Hindu,A,-28.075765896495664,D,-34.84864910675965,-144.3611924296541,C,1
Other,D,71.38864240752824,E,148.8545361067019,-100.77120602648777,D,1
Other,C,13.689065002024131,B,-34.09729533704001,3.56979902061087,D,0
Christian,D,188.79569279383233,B,-42.57482640394356,-50.61832675761181,A,1
Buddhist,A,66.18164798280615,E,-53.415616215210626,-28.502588458117533,B,1
Hindu,C,37.10604579388868,E,-190.5290753045181,-101.10364692379173,B,0
Buddhist,C,46.53568522518485,E,71.20777309666076,54.13326467966746,E,0
Muslim,C,-10.34877326641931,A,-0.9805750647069057,112.545171585511,C,0
None,C,-167.28748833246868,A,-25.403982969067883,-31.6340444519919,A,0
None,A,-161.22674682436354,A,-114.11187528401372,-42.06006125092645,B,0
Christian,E,-101.3830971525937,C,-66.24424287183648,208.3433871212998,D,0
Muslim,D,-28.181762606739387,C,15.850815898400045,-154.4056825154655,E,1
Christian,C,4.938241962038408,B,-43.506246661281615,-122.91082624098209,E,0
Buddhist,C,-89.64968229556908,C,-46.03140456445237,234.53023423314553,A,0
None,A,117.46819501310696,E,-90.81177946796993,-14.438270081207635,E,1
Christian,D,83.34638824096955,C,-151.83207828889834,-90.05929745258442,A,0
Christian,C,-22.846256899708425,C,-214.9810843324392,89.92721658541379,A,1
Buddhist,A,114.31098555002961,A,-7.632421790781288,105.98823914534354,D,1
Muslim,C,69.90412811416526,D,-0.0775222241345375,-185.7510634658892,B,0
Jewish,A,-13.844321225684677,B,-171.82180451692633,98.22330847509498,A,1
Christian,B,-7.021022944122961,E,-36.98837782472446,98.75145478894119,D,0
Muslim,E,75.96786757815494,B,89.16330666375447,-180.52238875304533,E,0
None,A,70.49077605236982,A,-37.57272595152852,58.495149028945306,B,1
None,B,-62.292616878897434,A,-5.49401444665331,48.600213533406524,A,0
Hindu,B,28.776123506281202,C,-6.461248705835475,117.23434248922575,B,0
Jewish,B,-20.31965151067823,B,38.42750053219257,-5.106665108610764,D,1
Muslim,C,-100.93620608931637,A,223.78314182505784,-67.20742562991109,E,1
Buddhist,A,-200.72526980315507,C,56.24918093317407,11.599902014815168,E,1
Jewish,E,137.17443117941042,B,-33.333927946858566,-65.81352081849276,D,1
Hindu,B,83.68488012922998,E,98.47567178217828,104.31129956426265,D,0
Christian,C,68.63562511651855,A,13.537226651623266,-72.74886136137955,A,1
Hindu,D,-174.75774888209273,B,-178.79684256385414,-63.38260631041979,E,1
Buddhist,E,33.96710847537015,D,5.902082862392343,74.23139601544305,E,0
Hindu,C,-9.966956229223875,C,-46.2232577192969,47.93764748246595,E,0
Hindu,E,-54.19901799460975,A,109.2533331273835,45.123895756015465,D,0
Hindu,E,-97.11851668738886,A,-121.7908397763969,80.2046570073567,E,1
Buddhist,A,-34.0735461403745,A,17.195490868885678,44.64919792734373,A,1
Other,B,0.4901087812424312,A,-2.399083420872993,15.295710392153081,A,1
Hindu,C,-296.50083625977885,A,31.600390722063764,-1.0793762191390133,A,0
Hindu,B,-33.60745562038053,C,-94.51339996288057,119.10818366061812,D,0
Buddhist,C,-80.93918637843458,B,-18.886169998092097,-4.930279336508652,D,1
None,E,81.81895844732816,A,-40.331278522308615,60.710982842244064,E,0
Other,C,-46.64089934613681,C,75.58284775685406,-106.51980166809368,B,0
Buddhist,A,-95.9018226305672,A,52.4861670411653,-6.049904598244483,D,1
Buddhist,B,196.28002395161565,A,-51.03680116176752,-27.213409207790697,B,0
Hindu,D,-10.702751123108422,C,249.67968712088347,139.8342101912653,C,0
