religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
None,A,B,B,E,E,B,A,-37.11565701054288,56.2279194575135,E,-232.40222664170892,72.00223959286916,A,0
Hindu,A,B,B,C,B,A,A,102.73613910714144,75.63345525005218,B,-23.002335641045065,-100.46284928460054,C,0
Buddhist,E,B,D,D,C,B,C,194.91069288919886,-28.09651548981939,B,-217.93034378093324,-148.34262858095343,B,1
Buddhist,C,E,B,B,A,E,B,155.59939331077518,206.39511230093314,E,-80.18057726558773,98.11534191137153,D,1
Christian,B,E,C,C,B,D,A,17.24293750997999,138.5877809504635,A,9.482589026242106,70.46925223974755,A,1
Muslim,A,A,B,B,B,B,E,55.142878420308925,-34.54199426800426,A,-13.600215288881248,45.42665224518955,E,1
None,B,D,C,E,A,D,B,144.41651727436076,-217.3754323397831,B,-81.87151587556018,16.609003962546414,E,1
Hindu,A,E,A,B,B,C,B,-58.73350580848835,-146.34785763433186,C,-150.20589099388894,84.85386275299506,D,0
None,A,C,A,C,E,D,D,150.69482350430334,26.734349045740462,E,-23.6886455972485,-97.44741532829326,B,1
Jewish,D,C,C,C,E,A,D,-71.52472383982757,-114.70774387502804,D,155.47924774165676,119.04737691609184,D,0
Other,E,C,C,E,C,D,C,-17.733951732815505,152.7066821360589,E,57.39577022824407,215.91193106918203,A,1
Christian,D,B,C,E,E,C,E,-0.5028460175949224,-48.23640915178931,D,-227.50027895233185,-54.885631319947024,C,1
Jewish,C,B,D,C,B,C,C,97.9683027640475,16.44508669208898,C,43.80445418550614,-28.116574459269,E,0
Hindu,C,B,A,E,D,E,E,131.7348786573464,-94.50396658559963,A,93.26676901418743,-103.95338649864085,B,1
Buddhist,E,E,A,E,D,C,C,-8.604104678344944,83.95467283379509,B,77.75762356078289,6.595434868661965,E,1
Christian,B,B,D,D,C,E,D,35.52158716210032,225.8887430170553,D,74.0360546510251,-123.50698319405346,E,0
Muslim,C,C,A,C,D,B,D,-86.31953288925729,97.41815015621526,D,-73.87550735914235,-100.72225766498029,E,0
Hindu,E,A,E,C,E,B,B,72.927099116952,-61.16264230677055,E,62.80774031780999,150.05604130464906,E,1
Jewish,C,B,B,E,A,B,A,147.50596393002925,286.63789320707156,B,0.33996105609619864,70.23059209351574,C,1
Hindu,B,B,A,B,A,A,E,-88.55902033660115,-69.23698817686201,E,41.4472515883212,-72.53036329488857,A,0
Buddhist,E,E,A,B,E,C,D,-87.49241539503927,-160.48209094290021,B,81.41151743738921,109.8480234699649,A,0
Muslim,B,E,E,A,E,E,C,-66.29100782611292,71.09191564160554,C,253.69081110712455,113.55562379229929,C,1
Christian,B,C,C,C,B,B,E,-169.86641157429557,34.96181721643361,B,21.496997823835436,-5.417783153236838,C,1
None,B,A,B,C,B,C,E,-19.82105424428869,-104.868393098174,A,184.1814072310835,-79.52696567721283,C,0
Buddhist,D,C,B,C,D,C,E,26.332043945442756,34.089018671423496,E,-138.99593423318743,-43.34998301014132,E,0
Hindu,A,D,D,C,E,E,C,142.3528289914121,125.52100696946017,C,-13.877327867890632,-75.73156294375106,B,0
None,D,D,E,C,B,D,E,-117.68721501738099,-27.68927283820375,E,1.8250527189952663,18.353591524433263,E,0
Hindu,E,D,C,E,E,D,B,74.65129631347625,-142.97492579270877,C,-22.580372169145704,-160.07734709578358,D,1
Jewish,C,B,E,A,E,E,B,6.803358998998125,96.36981336241463,E,174.04341759700893,-41.55503105437557,D,1
Christian,C,A,D,B,D,B,C,189.50468566607165,18.777786839662998,C,91.7588323406689,-75.38362569450886,E,1
Jewish,A,D,C,B,B,D,A,-130.5210009017189,-218.83295304212567,E,24.01213966595076,141.01721948133962,D,0
Jewish,D,A,C,D,E,B,E,-84.31473993953384,-61.81371165450018,A,74.62599978041224,-31.405769114784988,C,0
None,E,B,A,D,C,B,D,98.15465783804864,-9.393649733204121,B,-160.11458471038222,26.69041214547442,E,0
Jewish,A,D,D,B,E,B,A,-51.52897883721504,64.09407875886669,E,79.80073564467087,-105.5645029639119,B,0
Christian,D,C,C,E,E,E,A,133.43036714888032,-117.98842598743377,A,-199.52593597385186,-9.128959361434388,D,1
Buddhist,D,C,D,D,B,E,A,-230.13274854467363,-78.68040312059212,C,-123.54013339411631,65.95556043396033,A,1
Hindu,E,D,C,D,C,A,B,126.08244255210745,-232.33098797872339,D,147.5728034348317,-98.03026402862017,E,0
Christian,C,A,A,A,C,C,E,68.27055939409244,20.733340228634514,C,95.54152771877071,131.55506210037797,D,1
Jewish,D,A,B,D,B,A,D,124.56845653452517,142.8501296490743,D,-38.44677061980387,-40.755540509172725,C,0
Jewish,A,A,B,C,D,D,B,-63.269381664309485,-13.415161030963402,E,-37.26598577639535,91.14713184796969,A,0
None,D,B,B,B,D,C,E,20.15703610557602,-12.680933369114843,E,27.958970814466223,75.82247693113796,A,0
Other,A,A,C,D,D,B,A,118.90119053194283,20.255625807765856,E,63.60052189158326,-127.93379681283722,A,1
Hindu,A,E,E,D,B,E,E,133.11289248844312,19.534331324415575,B,-40.815883418231365,-19.533305956851827,D,1
None,B,B,B,B,A,A,E,86.25972002446838,-11.513760437810774,D,71.85301224259537,-87.84985014573506,C,1
Christian,B,A,B,D,C,A,E,-232.8986718179697,62.44535045801287,C,-80.99604024287234,165.42731940380384,B,1
Other,D,B,B,D,A,C,D,6.170179457417529,-57.03306402656769,A,-26.08415148620657,-171.17405873478765,B,1
Christian,A,D,C,D,D,B,B,-22.040279969377917,-47.1041454011989,A,143.26656233721653,197.02184087141987,C,0
Other,E,A,E,C,E,A,C,-78.7436027048267,-39.510814854848064,E,-106.57478835803107,60.8814641660938,C,0
Hindu,D,E,C,C,B,B,A,60.15213307452301,144.54914666839534,E,-85.0576317364467,57.534778962976596,D,1
None,D,E,B,D,A,D,A,-149.36598181255917,11.182099688375938,A,-94.90878437195944,119.87645717871042,D,0
None,C,E,A,B,E,D,B,-140.8681866770118,25.0805839786443,C,74.85717223672557,61.80894484702979,B,0
Muslim,A,A,A,A,B,B,A,33.75483795341036,62.05352488356133,B,71.2368007620997,60.68723453492262,A,0
Muslim,C,C,E,E,A,B,C,-24.841153786215855,97.97337142300218,D,-104.93292335264942,-176.5034585267852,D,0
Hindu,D,E,A,E,C,B,D,-169.66012595494286,-90.72862863322723,E,204.92832190168303,-207.63077126373278,B,0
None,C,A,A,C,D,C,E,48.13786171643133,-63.83107821623635,B,56.09047255383527,123.1192388465594,B,1
None,B,C,A,B,D,E,D,-67.69351016030262,-35.228808006590235,D,-92.24028019846271,155.78055431569487,D,1
Buddhist,C,C,C,D,C,C,D,-23.450004089988592,43.54054072179464,C,130.04093061804141,44.66935176725882,A,1
None,B,C,E,B,C,A,D,-170.63313338598508,44.4110584793412,C,56.59641738989778,45.89755063438707,B,0
Muslim,B,A,E,C,D,E,A,60.88072475256456,-52.36567117719145,E,37.41614769196191,22.80146405643345,C,1
Other,A,E,C,E,B,A,E,-190.6213368121581,-30.04940475050458,D,112.47310424780706,47.49510221433129,B,1
Hindu,C,D,E,E,C,D,D,54.87873672798024,-39.74593850904678,B,-83.61558377460115,-148.3374806217192,B,0
Christian,E,C,A,A,D,E,E,100.89489714593547,-114.54417657375996,C,84.52694581435752,191.48692223331665,C,1
Jewish,C,C,D,A,E,C,C,-1.2703105633157428,-71.97335898304948,A,-60.09710553480592,122.82496587114224,E,1
Jewish,C,D,C,D,D,A,B,34.46631852424087,194.21997674859878,B,130.34320997782046,27.414053859068655,B,0
Christian,A,A,A,D,A,C,A,-5.476857658276922,62.481370899768464,E,35.09232693209026,111.2260834983561,B,0
Buddhist,D,C,C,A,E,D,C,250.81381800652704,-79.83200598942594,E,108.92426683054082,48.1819815213902,C,0
Muslim,C,E,E,C,C,B,B,-4.240367290644043,-159.36062813013646,B,-39.29236220571053,78.22044421868138,C,0
None,C,C,B,D,E,C,B,22.16046006372261,7.718836640727343,E,59.488075763256745,-32.586181958163216,B,0
Jewish,E,D,D,E,D,E,D,-14.295690969825772,52.13294967834794,D,64.07616943775999,28.838825270980283,C,0
Other,C,B,A,C,A,C,C,15.685543735073193,9.162328982149335,D,-108.4992934740905,-149.82331792185025,B,0
Muslim,C,D,A,C,C,D,D,39.161080975163934,106.74326348078638,C,105.11886552132201,89.11147984070887,D,1
Christian,D,D,A,E,A,A,D,206.52796493065173,-105.72648720115964,B,-275.49685842240314,120.59417845658092,C,1
Jewish,E,C,B,D,A,C,A,35.33519619754579,-81.31556280040058,C,-23.526289144364323,113.9119319859949,B,0
Muslim,C,C,B,B,A,B,E,-71.34040074828735,-16.534214006985167,C,215.39292397824545,188.83722773032946,D,0
Buddhist,E,C,C,D,B,D,B,-41.90085743786859,-25.411701821350892,C,-49.59228178358326,-245.41669052586226,A,0
Buddhist,D,A,D,C,E,A,B,-30.973739875542684,100.42428106498585,A,-205.97607282773947,-195.55209703843218,D,1
Jewish,B,E,B,B,C,E,C,-46.426566746431064,79.96951342708321,C,100.49045752811993,-76.40796273988438,A,1
None,B,A,B,D,D,E,D,-79.61577973811909,36.26885224759226,C,132.26890473044622,-89.19657002187277,A,1
None,E,D,A,C,C,A,B,-15.860425899422726,20.87621738334542,B,-104.00878484371962,76.23267119218788,D,1
Muslim,B,E,B,D,B,A,A,166.69935169481727,-219.33890326646272,B,118.51803272160635,-115.54729092329991,B,1
Jewish,A,B,A,B,D,C,E,2.3065463374661164,-38.639312053854866,C,48.81483557783823,-209.788262295103,A,1
Christian,B,B,D,B,B,E,E,84.2075212050195,77.9481214981961,E,-222.74230246539247,-57.328467665166215,A,1
Hindu,B,C,C,B,E,B,A,-84.27829644601952,67.20797496734338,C,-121.09510215363596,41.87722372582778,B,0
Jewish,D,D,C,C,A,B,A,66.18563352631348,-25.77232519206763,B,-76.90399219195164,48.00442270378271,D,1
Jewish,D,D,E,E,D,E,A,-59.711423048836174,-79.24955954270892,C,27.936952300692848,229.06520681896492,C,1
Hindu,E,D,C,E,A,C,D,-63.497963721807984,-59.53306717744697,B,147.1174626394373,-48.91887117925735,A,0
Hindu,A,A,E,E,B,D,B,-77.09713758947241,61.39125778893983,A,96.65598376934021,-8.128554128579509,E,1
None,D,C,C,C,B,E,B,-32.06006956181875,-62.83072046120546,D,-36.656721968422175,51.41760262266385,B,1
Muslim,D,E,B,A,C,C,D,-26.005347807833306,-181.39360486112443,B,-63.96978385286894,-45.64664931433996,E,0
Hindu,C,E,C,A,E,B,A,218.93468417570466,100.75203958291314,A,16.69137028862406,-111.35572199464023,E,1
None,B,A,C,B,B,D,A,51.89594026178921,189.2991224688882,E,-41.70032677691124,-19.92326607902021,C,0
Christian,C,D,B,E,A,A,D,-1.0091741205852154,-34.67771775789164,D,-58.873315382255534,84.73623628808886,B,1
Jewish,E,C,E,E,D,A,E,5.519800022697504,-58.88596012176356,C,-93.91038548951947,-79.16229754953395,A,1
Christian,E,C,B,D,C,A,E,41.74871068634319,96.49688272888801,E,-70.54112759694672,-158.01770405639184,C,1
Muslim,C,C,C,C,D,D,A,36.46208103740333,126.35180898723821,A,-25.979293650934764,50.89275814415074,A,0
Other,B,C,C,A,B,A,C,-132.8523689323768,-75.78166347432803,B,-178.12687154927454,-75.93708247345778,B,0
Jewish,D,D,A,C,D,E,C,-18.503193056899548,106.37738800249774,B,-103.65132083436102,-40.934216627519135,E,0
None,C,A,E,B,B,E,B,133.0831001688888,86.85707899907241,E,-17.6375171858261,-159.29289318337464,C,0
Hindu,B,D,D,C,D,D,B,7.832164709541519,29.54575659729054,E,-45.4185196439114,34.332054290319576,B,1
Muslim,C,C,C,E,B,B,C,12.589873493322893,193.92021435868415,C,51.637164769566255,64.90820664528964,E,1
Muslim,A,E,D,E,C,B,A,114.12743391708031,10.740416023596634,D,148.66254502562757,163.05545978261267,B,1
Other,B,C,A,B,C,E,D,14.314807715199349,13.002617942436284,D,-126.62406646521185,17.70680516866688,C,1
Jewish,D,D,A,C,B,E,B,98.0138846929954,4.388139643614912,B,-124.52268252987497,-10.855473044027828,E,0
Hindu,C,B,A,C,D,C,B,-2.2199209952402685,98.57555018909305,A,-18.960913345968983,-4.575304410201692,D,0
Muslim,A,A,B,E,E,D,C,219.29127473322762,-26.136443969428935,C,-30.58112287746093,-63.48479943458539,C,0
None,E,D,B,A,A,E,E,-87.5980568671803,-221.36183831643342,C,-22.990602665751585,30.975354455328574,B,1
Hindu,B,C,D,A,C,D,A,109.38129536721357,198.179758135975,C,-84.23243534016541,-31.927708278788813,E,0
None,C,E,D,C,A,B,A,-67.96575085547707,-166.7019629985284,A,176.50083232223443,155.9599731668928,D,0
Other,A,D,E,A,C,E,A,-127.01041715850143,202.67295558100255,C,111.01571741693243,-198.78824796601043,C,1
Christian,C,A,E,B,C,E,B,120.30299026576505,-248.27379081349724,E,-57.40174723653079,-54.84837142907033,B,1
None,D,A,B,D,A,A,C,-23.09117425091886,93.09828706059267,A,6.4541238926063835,68.78012040134249,C,1
Hindu,B,E,C,C,B,B,D,141.54342360436632,63.2586348289935,C,-239.38000379461633,-99.61291064969721,A,1
Jewish,A,E,E,C,A,E,A,-81.11145787188681,-41.89973578541303,D,-102.38956266713286,112.02062083828362,C,0
None,A,B,E,E,E,E,D,-32.874279403646604,57.63144816587372,B,2.701426468404759,106.29863843748686,B,0
Jewish,B,C,B,B,C,C,C,-118.30648427549113,-57.65401445685278,D,5.774338418018041,3.806179079114882,B,1
Buddhist,A,D,C,E,D,D,B,-98.88362278750239,-92.88830183043977,B,62.751825989175714,-132.7852043186261,E,0
None,C,D,A,D,C,C,C,-77.47801153004941,28.525316327154147,B,76.11792770708642,9.578756942419924,E,0
Hindu,D,C,D,D,B,A,D,-49.281093787930956,-95.15808736112432,B,-19.245157704745157,7.371351239964892,D,0
None,E,C,D,C,D,D,B,-19.20015356115617,-103.43038009329479,C,87.9911353556726,51.47162720378928,C,0
Christian,C,A,B,D,C,A,C,-47.92486800381895,3.502678398360205,A,146.5663428560507,8.77165152366218,C,1
Muslim,C,A,A,A,D,B,C,-0.8214692166783525,-95.09716326225978,D,72.81818720941193,45.570819717126646,D,1
Christian,A,A,B,D,B,C,C,238.7160081686689,-15.454058173735726,D,52.19034013157483,3.5292660902851396,A,0
Muslim,C,C,B,A,E,E,C,-176.96333589472297,-103.27144146238166,B,86.3497940207614,-22.034272141167456,B,1
Muslim,E,D,A,A,A,E,E,-53.0403581370675,-9.534769037522022,D,7.433663790913439,6.904529605113605,A,0
Other,E,B,C,C,D,A,A,-99.46811277076307,100.63207834059831,B,-124.55564738416012,39.97095337901895,B,1
Other,C,B,E,E,E,E,E,-109.09183711825258,83.08712782524995,B,-126.75188966824977,-11.07633650174535,A,1
Jewish,B,E,D,E,A,B,B,-3.5907537729463437,75.83428559768807,E,7.251341464010205,-101.22038451921091,A,1
Jewish,B,D,D,B,D,B,B,-4.492798779910336,-1.2612255595220514,D,-80.71293437566881,6.386638754047623,D,0
Christian,C,E,A,E,D,B,B,-31.641194822002245,51.2019014810572,E,29.005389271836883,-41.87811941041246,E,1
Buddhist,C,D,B,D,E,A,E,173.53740581708436,147.76224736189693,B,-6.952629735958501,-82.10588616803291,D,0
Muslim,A,E,D,B,A,D,E,-62.43046819159331,-38.79860117089589,E,49.34950908666415,114.86745846720139,E,0
Buddhist,C,D,C,D,E,A,D,-7.190161682448816,184.9447867316112,E,-83.8131930986114,-203.02826003173146,D,1
Jewish,C,E,A,A,D,C,D,-60.838940850505466,111.2159144593178,D,-62.98888077357358,-99.29911949253872,B,1
Jewish,D,B,B,E,A,B,E,-94.68795055484435,-213.48318675727836,B,-113.32900340156927,107.39830477059824,C,1
None,E,E,C,D,E,C,B,99.20023741575828,-104.61798710716286,E,-91.97147218426082,40.27060676926681,B,0
Christian,C,C,D,C,D,D,C,14.918157020633446,119.91263081758103,B,100.06461607488484,-14.452320388294556,D,0
Christian,B,B,C,B,A,A,C,-6.165190129064416,41.09353355733727,A,27.802730689283162,35.48069919269316,A,1
Buddhist,B,C,D,A,B,B,A,117.0684559402424,-37.13425806928532,B,-56.153770557539865,138.8554606929617,A,0
Other,D,E,D,E,B,E,B,-248.64244851805756,60.53794275094645,C,-63.79959035136766,-41.82344324573886,D,0
Other,A,A,E,A,A,E,E,-75.7437749335779,100.02825064528946,C,58.34980379282754,15.16420741482723,E,0
Other,E,D,C,E,C,D,B,122.35221519964306,83.90755975224243,A,-74.27029904963018,80.4994241761813,D,1
Other,A,A,D,A,B,B,D,-183.8774296042064,109.85108852180502,C,-89.28851031002117,109.80103425360126,B,1
Buddhist,E,E,E,A,A,B,D,-158.8405192237374,122.12461978479519,D,51.68066700356416,-39.25870418360684,E,0
Christian,E,D,E,C,E,B,E,77.57080144593851,59.01069699566804,A,10.203129788840954,74.29694793331745,D,1
Muslim,B,A,D,D,A,B,A,-101.07133797961355,150.32247111086932,D,-27.741933250175627,-75.3560992736345,C,0
Hindu,A,A,A,D,D,D,C,-103.52616093657059,-93.02073054616926,B,-2.5520587774165637,54.161765197333054,B,0
Muslim,E,D,D,C,A,E,E,-17.50450498011783,-81.9675075941015,D,46.69522567867374,-197.52938207213515,C,0
Jewish,E,C,B,B,D,C,D,55.84036932272001,-168.6813377879175,B,51.45990230868674,-76.8804891643013,B,1
Hindu,C,A,E,B,A,B,B,63.796704961256154,-9.874778886991747,E,-106.46902531350668,60.38016505347002,B,0
Jewish,B,E,A,A,C,C,C,-57.86305991414741,-82.92541970357229,B,-149.6825186610409,-148.7243819368139,E,0
None,E,A,A,A,A,B,A,10.84509113167924,130.59043066658927,A,91.5236011299788,69.71549466134613,B,1
Muslim,C,E,C,B,C,D,C,-63.55502136538368,3.4462285044878906,C,-15.166528799226475,-13.564009731733565,C,0
Jewish,C,D,E,B,D,E,D,36.254894374335194,-59.28874202533581,B,-21.217396358856075,195.00573059263937,C,0
Muslim,A,E,B,A,C,A,A,-84.42996378347316,76.41547742911223,A,-62.98781929009321,-60.352105951043434,E,0
Hindu,E,B,D,A,E,D,B,-68.23467497737943,136.7685522378391,B,303.2832584847015,39.9280007090417,B,0
Christian,C,D,C,D,A,A,C,29.047551221441747,-22.617447950029877,C,59.72759819232593,-25.899019674067958,B,0
Other,A,B,C,C,A,C,E,-222.73704114757012,81.26695519478638,B,-20.70011647900126,-92.90170065812133,E,1
Other,D,A,B,D,C,B,D,77.15756800040378,-34.28740321345187,B,-44.37167660770466,-2.985087074023427,C,1
Christian,E,E,A,B,A,B,D,-156.5327603503021,-76.29906054565858,E,17.9008934742974,43.61927980818044,D,1
Hindu,A,B,B,C,E,A,B,-161.73638495402537,76.89302082303152,B,47.837313419444584,170.38860893391893,A,1
Muslim,A,A,D,D,D,D,C,118.78591746307026,154.1870090594404,C,-37.652503921967764,-29.466744719113198,C,0
Hindu,A,E,E,E,E,E,B,35.20981917563553,76.52100641205844,B,88.32877551182993,-42.48041272136671,D,0
Other,C,D,E,A,C,C,A,-21.524048887299138,-128.81459959804496,B,59.26507519354224,-68.95813054890468,A,1
Muslim,D,C,B,E,D,E,A,-276.62998629301075,-273.66333326703926,A,69.71409412422314,-103.1274516236054,C,0
Jewish,B,C,C,B,E,A,E,72.32073863174004,-123.08511950848387,B,23.46531587868442,-149.56410333338445,D,0
Christian,B,B,C,B,B,C,B,-109.80815462284481,128.28495934320196,A,106.08662574243158,55.411756190857474,B,0
None,A,A,D,B,D,B,E,74.27356004692555,-221.7524298092178,B,-59.90901088245458,65.72958604176887,E,1
Other,D,C,B,C,D,A,A,-64.60344694767996,28.03499523922033,E,-220.27893976264323,21.034336768225113,D,0
None,D,A,E,B,E,C,E,-79.27156616289057,-205.90236652633055,A,-181.84418591840043,30.90425097217901,B,1
Hindu,B,C,C,A,B,C,B,17.24536925801245,16.46347854784808,B,21.081522572532208,-15.47696804477956,A,1
Christian,A,D,A,C,A,B,A,5.702820571099989,108.7044388302201,E,94.8236338230297,39.466453885668926,D,0
None,D,C,B,E,E,C,A,-74.92352321743422,99.51918532297861,C,-121.63859412546003,113.14756849220771,B,0
Other,C,E,E,E,C,A,B,-67.7448842171543,-126.0376694534791,A,-47.859353636969935,-73.17117080712171,A,1
Other,A,D,D,A,A,B,E,105.83056900066026,-97.51213973604898,A,18.11723693311987,-47.18891321026553,B,1
None,A,B,C,B,D,E,A,-151.37016596729086,-15.712379035625162,A,-44.128929347376264,-116.17683641697975,D,0
Other,A,C,E,A,E,C,B,5.864752938254691,-153.80265736789792,C,-71.97041321853914,73.98082585162513,E,1
None,C,A,B,B,C,D,D,-31.097266710646764,12.083672216251992,C,-76.34546278724206,88.4819411824293,D,1
Buddhist,C,D,C,B,B,D,E,33.39838648072495,-187.15221777533768,B,-12.732414994745195,-71.78085839860661,A,1
Jewish,C,B,D,E,D,B,D,48.712794872877716,74.42812994529608,D,-17.7669617267364,11.931609238553735,A,1
Jewish,A,C,C,D,D,A,A,189.57084966108525,204.16732909829557,D,88.66881246013129,-246.24040206389063,B,0
Hindu,D,D,D,E,D,C,C,22.315456272131865,-125.76168931048015,B,5.85749628183785,-136.86323732658454,B,1
None,E,C,C,A,A,A,A,-48.60482648219669,-89.07714863645407,C,70.68402272379731,-59.443616694843136,A,0
Other,E,B,C,C,C,B,D,-4.713508734532286,-76.83298883801865,D,93.38504032540035,-59.16778035601531,D,1
Christian,D,C,A,A,C,D,A,101.32317283284205,-133.87934672580403,B,-27.23898076804618,11.965536952314611,D,1
Christian,A,D,A,B,D,A,D,178.40301690794635,52.204520800591034,A,203.7085747077648,13.28880068152938,B,1
Hindu,D,E,E,A,A,A,C,49.55361603051014,-8.203804172015044,B,-76.8598918307569,-53.69142016808607,D,0
Buddhist,B,E,E,C,A,B,E,21.827578932035678,82.02632934997288,D,74.30844270445598,-162.7427298703777,C,1
Christian,A,A,E,E,D,E,D,79.37510143956142,-55.30161991530756,C,-11.6199440860646,54.76078447462941,A,1
Muslim,E,E,A,A,B,D,D,-28.2289183748564,-115.6490920498611,D,-102.784431653382,40.650914226941005,B,1
Christian,E,D,B,E,E,A,C,-36.16471454032704,-100.86498248453448,D,-3.8510526924210615,-2.5225971028346508,C,1
None,E,E,B,B,D,A,C,-40.89363273785601,14.583856595958316,C,8.044854345599802,91.48723248626004,A,0
Christian,D,C,E,E,C,B,B,108.98180149984444,62.09489293149514,D,81.72044777827205,28.770479068352916,A,0
Jewish,A,A,B,C,E,A,B,141.888530363591,-27.957473122246533,C,203.12773316799974,86.9709708889661,C,1
Hindu,B,B,D,E,B,A,E,-66.7562225591158,30.3232777060921,B,83.7124885487685,190.77811138267805,D,1
Other,C,C,A,D,A,E,C,-89.4286489162702,19.364954952737275,B,-112.1027685139511,-98.96844996269519,E,1
Buddhist,D,B,B,D,B,E,E,-20.8273699021741,69.80165763419188,B,123.8157878205405,-8.017376168431484,C,0
None,A,B,B,C,B,A,C,-139.77489552202974,18.64754017584915,E,22.820640596419626,-35.93070910713973,C,0
Other,A,D,E,C,B,E,B,80.94809179914164,-193.7515627551873,E,-16.874396399490564,25.323337062725543,D,1
None,E,D,A,E,E,C,E,72.3616660345787,214.8344453180743,A,-8.410472412124005,-29.473091771764455,A,0
Buddhist,B,A,D,B,E,B,E,-181.79256722465968,-44.228326287369526,B,-144.2896766402434,53.8303559001057,C,0
Other,E,E,C,C,A,E,C,-41.04666748152287,-42.16001249104396,A,3.955636489457661,0.6712950366101814,C,0
