veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Non-Veteran,-51.13636917855446,55.438482804317225,-59.809736696287395,-57.679566867592214,A,D,A,B,-55.05392498119508,A,11.165749671777796,E,0
Yes,-145.77691878296116,218.0631646150986,5.737014500400249,-27.46543720857434,E,D,E,D,-81.314850202728,E,24.329498230748865,A,1
Non-Veteran,-77.92710757538465,-185.78296988857858,-152.07854727816064,74.44776783579563,A,E,E,E,26.61498526090354,B,-72.89039558252614,B,0
Yes,85.33885221467679,-74.31880059800314,97.34935700331268,-1.100440950256186,E,A,D,A,-18.008378499209343,C,-41.37721908339454,A,1
Non-Veteran,86.23448165538824,-76.17484710151969,-242.6223687796027,106.92929222336429,C,C,D,D,35.382901800310606,B,-35.444283222362195,B,1
Yes,-127.73752314984925,89.02790605030603,58.79890335768728,101.53972810020892,A,A,C,C,-102.42104320374415,D,-79.82642045642781,E,0
Yes,-84.52255000177585,-169.07322084872044,79.02860589119855,96.5942943835088,A,E,E,B,65.32228830690104,E,117.99839348133179,B,1
Non-Veteran,16.421414788598955,8.906104607493685,-1.6884421855564047,7.660281516538654,A,D,E,D,87.05632429886364,C,-154.0010245834411,B,0
Yes,-31.11709281603695,66.76573030007701,146.2154048355255,-36.63743305716164,E,C,E,B,5.159159787604417,D,102.24705867373704,D,0
Non-Veteran,-3.7188556556941346,-131.3824419052242,-54.918723925997966,203.12330483175214,A,A,A,C,277.29637699623515,B,-35.99862111454564,B,0
Yes,26.666762306290124,-11.592651229179719,96.86256849477965,-36.93066752985225,A,C,B,A,-54.65778677681601,A,-95.1448390333074,A,1
Veteran,-44.09727758147196,-34.1920680675867,17.041205753645578,47.989852302934274,C,B,E,B,34.31613464054444,B,-31.16555141218819,E,1
Yes,126.26641325797463,-15.396697562916945,-124.51102747976255,167.5261571119768,C,D,E,B,53.194137376109566,E,-134.72618223350952,D,1
No,207.10921302057707,-31.738867339153554,64.84853224333509,202.6573969106827,B,C,A,A,27.55831214746223,A,-26.00636702741023,B,0
Veteran,112.97952734963252,91.76543846449938,91.40543373345841,-90.52833873121855,E,C,E,A,-33.87122566649646,D,-94.52732886325715,C,1
Yes,-11.333906359449484,115.26464406407,-24.212421312330356,-190.92122490856616,A,C,B,C,-42.250268321764416,C,197.62726159396107,A,1
Yes,5.137258776391676,53.94491126782454,-168.95885025884957,-11.602741558164531,D,B,C,C,-124.32120984069579,E,-108.93186915723783,D,1
No,110.97206705036669,-48.79578437445332,-265.81691948496956,-13.276216809724051,E,B,A,A,211.86310314189888,B,-131.9351405928169,E,0
Non-Veteran,80.5303633418674,-91.61758298555166,220.25727342727538,-77.86579335822567,A,C,C,D,37.16611440684202,E,59.62331271446934,E,1
Yes,-49.472809340786895,-71.40289789630597,4.245133466648581,5.574620595126226,D,D,E,A,-76.08453546266692,C,-19.946926211219115,A,1
Yes,-14.465163634021087,-6.8816447946649,52.30196421917702,82.20328749694447,B,E,C,B,60.872693944367576,E,29.70500585614213,C,1
Non-Veteran,-63.73809082432893,26.02956825966576,-96.82266374154412,-71.43565523084115,C,D,D,D,95.41611867371518,E,-39.79872906084644,E,1
Veteran,-34.62584370758381,-71.79149639583396,-64.70831396769758,-210.8170775627475,A,B,A,A,127.29242238159202,C,-93.3568582042881,C,1
Yes,-100.14373611005134,-152.61013855867526,64.06090262340982,7.366497156525793,C,A,E,C,-109.54139672491776,B,18.355657167506102,D,1
No,11.059416222980666,-55.18376137434856,-65.1263142643677,260.0656782017698,A,C,C,D,149.66815311134158,D,108.3096479370248,E,0
No,-22.070696916367602,97.38788298661858,140.7880803315604,48.891909350890835,E,C,C,C,-6.106261790475358,A,-94.81074603617641,C,0
No,-106.13258008774697,-133.04904615079866,54.98686682678402,-151.17927963731432,A,D,D,A,-39.9851072198682,B,33.87071444460472,B,1
Non-Veteran,94.011541854954,-115.56906572586851,-202.8322476704512,136.4584939194151,C,C,A,E,-37.540514011596144,B,37.35592506448293,E,0
Yes,-106.83851073767985,-112.46946175260224,5.5667577843642935,24.950743163282553,E,A,E,D,-106.74792058562346,B,117.33414034995688,B,1
Veteran,133.9755453987767,-163.5246299342874,89.90963259200258,74.3959928468772,B,E,C,C,41.19079034772165,C,-134.76783516317056,C,1
Yes,37.43856374528062,1.609627563425969,-119.58556339387908,-75.29534089646052,D,D,A,A,19.244138238538994,A,68.67403779785832,D,0
Yes,147.09032981083902,29.054131401762977,86.09163547171114,-74.60974872008886,A,B,E,D,52.11058297353962,C,29.963995716537646,A,0
Non-Veteran,10.851895930189633,-22.015400426612356,177.0823231749998,141.4818030606628,D,B,C,D,66.42679930235579,A,105.46668640971536,A,0
Veteran,-31.704927436453957,114.71488436953186,-155.3196918617571,89.98114049421226,A,B,B,E,74.76100806229428,D,-83.23091096997757,D,0
Non-Veteran,-16.604730325743308,80.62417896457697,156.72798688380666,-24.281864052203268,D,B,D,B,137.32937528644817,E,148.9195747052698,C,0
Yes,-88.00039650531656,22.126282105680115,-63.13503782218378,49.91379281003121,D,D,E,B,-77.00353808888987,C,-96.7290605329942,A,1
Yes,-74.47927550032438,7.463556004200557,-133.76320605740463,45.84371157254973,E,C,C,A,4.8219444972367,A,-53.438577270011045,C,1
Yes,236.688686863118,25.496019808985963,17.406826189143302,70.76058077720495,B,E,C,A,-0.8638250906317306,B,-146.3572619590081,B,1
Non-Veteran,-109.54078726754601,104.11082312634066,-174.8867422269616,222.652550699038,E,D,A,D,122.76535613600011,A,79.19721147014455,C,0
No,-90.58161099693591,26.077626945966305,49.396156278366014,-129.37769971106246,D,C,A,A,-26.301660228189828,C,56.152650598878814,B,1
Non-Veteran,-109.95699646302542,31.685660706201617,24.16808862962756,-120.12106730533219,B,D,C,A,-79.86209030048867,D,16.938360444161155,E,0
No,-81.94960368747066,6.294160870223201,-19.345976795541446,-38.67441478394852,D,E,C,D,172.32634141385253,E,-194.94338663861822,D,1
Veteran,67.2288927786309,117.47502311951219,185.5454474383482,81.14880697598585,B,E,C,A,-59.40200422674409,D,27.844640463154757,E,1
Non-Veteran,10.096272555105875,47.601638094371935,-54.854476623899416,43.94228872411198,A,B,A,A,148.1848944920819,C,-143.74445685909532,A,1
Veteran,-43.874731616616906,80.81838369472553,28.582529426912938,-0.603327106088084,A,D,C,E,222.11434368568916,E,-45.00654550834937,E,0
Non-Veteran,26.433452878800473,255.43307190208404,-155.36034387083495,116.27206803374126,C,B,B,C,-85.57447659618084,D,-63.356832050629365,D,1
Non-Veteran,-24.8754978007738,-186.8473773241361,140.18582389952843,117.14831180939653,C,E,E,D,-86.08665638500496,E,-54.460264386712765,E,1
No,-53.20828571011569,118.16457983214835,-34.843622282624494,-13.118876023016302,B,D,D,E,21.616008553418222,C,-27.486565626358278,B,0
No,57.86132298860739,61.16936553522464,46.55439709426742,-113.63443373032136,D,B,E,D,-45.636221804304874,C,122.35201345627135,A,1
Non-Veteran,102.50805611611464,-24.19544304115474,-22.85587483932603,172.26719762301119,E,C,D,C,145.3608867486553,E,-139.59324952661512,D,0
Veteran,16.94878285317388,2.9920908485222752,40.15451107099807,-6.280671264944905,B,C,B,E,223.38109931849561,E,-165.85781811980777,A,1
Veteran,98.83939247089896,-8.990818105008366,62.736759698730296,-204.3348331247874,C,C,E,C,53.16683153844619,E,-30.993828268148015,D,0
Veteran,257.3997144242729,89.77794660895144,130.2914123732314,35.67918808637668,D,D,B,E,-61.851507119624074,B,78.46929668865792,C,1
Yes,10.74190483667912,10.62373631820972,44.88986293809917,134.9890129474788,E,B,B,D,-6.702850547665708,D,-62.53515435853979,E,1
Veteran,-17.737630820188024,139.93341356528546,110.9933868873353,135.30313620664543,E,E,D,D,44.326125892173955,E,-28.598567236625666,A,1
Yes,-103.99483209755553,-14.738127006172288,11.36271967489311,-57.857609034631295,B,C,B,B,80.51211315887679,A,186.79383930088446,E,0
Non-Veteran,-51.34044205211609,-87.99410023207767,135.70614232760622,120.06508704205783,B,C,C,A,87.35882734501237,C,-47.703625387866445,D,1
Yes,111.76572337183029,103.89171716183216,-81.8860610788416,-193.6617184955965,A,E,B,D,69.72540083912789,D,-43.419592006898654,B,0
Non-Veteran,23.622817393886717,-18.988495234462636,24.445023130892725,12.9531034068918,E,A,A,B,183.14507063415638,A,-101.96793070708463,D,0
No,-2.9243548120123894,-196.00760301358255,-79.9119990784251,144.13552785606953,D,D,A,B,0.7586357616778389,A,-26.32917633854846,C,0
Non-Veteran,124.68865140762612,-143.82332848515418,163.1552803539977,-70.90560421983987,C,B,E,B,183.14979402879771,B,-123.28362259423706,B,0
No,54.731393189613456,-81.93860069405923,89.71625524597577,-32.30243256590652,B,C,A,B,68.98426211578975,E,31.10273638725195,D,0
Yes,-35.33618095999047,-43.001562126662726,-74.18473856117728,57.363014685720216,C,B,E,B,-46.757944967847834,C,62.38523974285422,E,1
Non-Veteran,101.9393267582145,46.860230733221115,-59.11563499501493,84.34359917242385,C,C,B,A,-55.72070115199752,B,22.09095452475963,D,0
No,23.22826865744385,78.92515882331803,-8.640908296836116,11.966035146407838,A,A,B,E,114.50207318148664,A,12.753720358955578,D,0
Non-Veteran,174.16492708728467,-115.54821717388451,-54.94001330715289,96.96602927343707,A,C,C,B,-120.7143719511787,C,-91.00113732642467,D,0
No,-67.09795910469694,10.007681760501,12.538059749787653,-15.980885674090114,C,E,B,A,-165.04711013481528,D,44.354451199348304,D,1
No,198.18696068436537,0.11599360204694821,-233.21467224200313,158.73352536464927,D,B,E,C,15.679198439779338,B,98.69022138751791,E,0
Yes,-12.43544982681099,33.15458099688197,-9.318767953948583,-81.47467911368682,E,C,A,C,-51.99501731571999,D,116.37461029777639,B,1
Non-Veteran,-178.60580341816302,-51.035723041690005,91.71449703755852,-176.94585671727208,C,D,B,A,180.73577729294408,C,64.99180642353618,C,0
Yes,-143.34295279342408,-69.33393582836396,-142.25319006085462,-33.3659935607779,E,E,A,C,164.93325745471154,A,-16.701490505048163,E,1
Yes,170.86776519429364,-106.56668722225562,-139.27056758097623,17.37754438754875,D,D,A,C,-49.19012734679292,C,-37.25093891743887,B,1
No,-65.69719502499346,-45.458616561837815,-196.21162140943622,-25.77374199186737,B,D,E,A,-301.49808927648394,B,19.611376634184836,B,1
No,-23.31719282415617,122.23047730975023,31.496035633359043,55.289844486651205,A,A,C,B,-65.5106117543686,A,-52.95972498171072,D,1
Non-Veteran,-61.04817862415749,-80.36704317158126,56.49670443025337,249.50387587706723,C,C,C,D,-61.63384933317487,E,-11.097859722777027,E,0
Non-Veteran,-189.03850147196025,-107.59809328447152,-66.37199633845188,64.88533883316855,D,C,C,C,-32.310958793535015,B,-147.3975622584378,E,1
Yes,62.55530791992635,-109.20094452639833,56.42733186304727,-51.19501287969397,D,B,C,B,117.04471743388281,B,-83.98093664750502,D,0
Non-Veteran,61.73744150539936,16.70335001799336,209.02398073607665,120.04002175737342,B,B,E,D,-11.97442298915876,E,-34.299076430845226,D,0
Veteran,30.025449712382763,46.89865721253309,104.29114309646394,105.04386650494695,B,D,C,C,-40.83318256178836,C,65.29977029182808,C,0
Yes,115.64905100268498,-51.62256821289737,99.58781439801886,-59.642613550568015,C,D,D,E,62.883732703611074,D,-58.12324843701776,B,1
Veteran,-58.01610504811322,11.961989583065632,-98.13258136363795,27.113462760877326,E,E,A,C,12.188184892469236,C,-77.15902681997119,C,1
Yes,-141.9866085164312,-73.96308525503365,-46.209337238999396,-73.35792427702944,B,E,A,A,-40.96619334052395,B,-1.2178794869075182,E,0
Veteran,-253.11701721072964,39.70455437180826,-115.36058341192812,-64.28232462687114,D,B,C,A,50.242892732481934,D,109.39854097261048,C,0
Yes,-84.91637744871007,123.93128976419403,150.39271485098678,-140.24826595415527,B,B,E,E,-50.839795909762884,C,60.359643376460625,A,0
Veteran,70.07020441856967,-38.372720545705356,122.15657472193912,-56.30150121822053,C,B,A,B,-93.53054977118472,D,-95.12148263979368,B,1
Veteran,73.9920164157931,45.700144833710105,-72.33842070073153,115.3701431689059,B,D,E,C,114.05555777130854,E,-96.0182865245597,C,0
No,22.33919156985694,-2.1335226176355033,-37.65789528923106,77.27105765793286,C,B,C,E,-156.97572283919817,C,146.72188191053422,B,1
Veteran,-15.756766312679407,-17.41397178340427,-6.368938375382433,-72.46067254697564,C,E,D,E,-55.38103628015324,D,14.707718374547513,D,0
Non-Veteran,-180.20493589014688,45.80282889407313,-322.6232736647278,68.33798710178203,C,A,E,D,-0.4649977297768976,C,278.97467083999777,D,0
No,50.282874476802085,34.23135281142276,-13.129066867602655,-10.869109360377752,C,E,C,E,-88.55549178925254,C,55.22404630993519,A,1
No,-157.97965149109177,-12.379195434566858,42.43560392803958,-103.23526913176109,A,D,C,A,-7.168881488165805,B,33.390204470607046,C,0
Non-Veteran,2.059405980076395,-35.53048625359812,117.50389104565105,1.4169950151870352,D,A,C,C,-163.10928961896633,E,191.1047323203499,C,0
Veteran,-32.80070361873152,61.70673429412691,-6.603144627125404,-40.93851994672872,D,C,E,C,33.52031270218548,D,42.09410293074317,A,0
Yes,-80.16917324468334,67.39079418973988,-55.206008041455235,67.26396333877045,B,B,E,A,-95.88573572906725,A,10.603590921727724,C,1
Yes,16.16787425358635,10.984760641291986,5.462591515469889,157.89369727854486,B,C,E,C,-156.81137256715957,E,-18.7645887573236,D,1
Veteran,54.57553872760308,66.45940792771087,10.225306514806908,33.927850747205305,C,D,A,E,-290.7367560381205,A,83.21027856155933,D,0
Veteran,-46.6535309857189,-15.666311022756263,-4.548643030594858,-47.43704403116967,B,C,D,C,20.279437067884174,B,-15.559385923823957,A,0
Veteran,-192.5928067022006,75.010629739482,237.49651155233943,150.40828163037776,C,B,B,A,-82.36388718600844,B,-28.803020392347996,D,0
Non-Veteran,-47.91676201925327,-8.406252670299269,100.18842237139263,96.64027308752932,C,E,C,A,-50.76767442970588,E,-112.82541724715787,A,1
Non-Veteran,161.47802763786927,-37.80416571986594,17.764513183685967,38.96214745445908,C,C,D,E,-24.089966730372574,A,14.058279261184287,C,0
Non-Veteran,-143.49893227963483,-95.66784039714929,204.38257377001722,53.65627303304027,A,D,E,A,62.6487746174522,A,-82.58602265752957,E,0
Yes,87.47626908239855,-111.11222673561387,90.70577399062412,10.23010943111271,B,E,C,B,84.5409424364513,A,-200.95893086157898,B,1
Veteran,-19.70398424989323,8.801632417966463,-149.9807404466189,9.227276311597437,A,D,A,E,-18.3643558976222,D,-35.39649108294661,A,1
No,-170.79801606725044,-84.0942923646198,-197.0724670077485,55.58737097346555,B,E,C,A,52.71416890401295,B,50.40735795859672,A,0
Veteran,-71.4993560757348,186.39009056811418,-48.929078363503706,26.448916829384313,D,E,A,B,-8.73496165158639,E,47.53727384461789,E,0
Non-Veteran,8.010594812690334,-53.725442210877006,-195.6148982346895,-95.95380573773278,A,D,D,A,194.9623537992425,D,35.054607712011574,E,1
Yes,-25.495048163771074,-96.45763457831798,37.833043941337685,-108.90768838770417,C,B,B,D,-36.16939826194533,B,108.13391777193087,B,1
Non-Veteran,76.64807332441974,136.01805530304995,-83.94509109314305,-40.819438107144755,A,B,A,E,-92.09715945798769,E,78.9480781894906,C,1
No,-62.24045248558323,33.56749482579094,96.58375732748445,-52.7673808019683,B,A,C,B,55.87483011170363,D,-197.20218631374166,D,0
No,-60.08241182096769,65.83929342710782,252.36186246587002,-159.1051130340868,A,E,C,D,-12.672746821961253,B,-174.31694494363376,E,1
No,-19.134822261743153,57.731494493069924,-101.12740006381375,16.808996478453462,D,C,D,B,-16.240042209312318,B,-101.46587302040587,C,0
Veteran,-157.24882008188325,-29.37794906727002,-31.204587214925354,-28.096712086662283,C,B,C,E,-12.609122890947832,D,69.07234758286293,E,0
Yes,0.6091683681645566,61.022878060416794,158.29890565169978,-88.3468136514543,C,A,B,D,28.81937038137654,D,24.002620158101116,E,0
Veteran,42.83431884975498,-40.51258907877478,-38.42431817847381,-44.94057215280118,E,D,B,D,257.784576162755,C,-205.97718931893155,B,0
Veteran,-145.42262160082123,33.43716634940684,-17.018285082784786,130.05893112923764,B,E,D,B,211.4864101733163,A,36.49653000680725,B,1
No,90.63170536832035,20.51891385384809,67.17272874082003,0.8837528096430864,D,B,B,C,1.389718767615521,A,-59.76197693123992,D,0
Veteran,-35.849676326917276,-118.55603064174669,-4.974428207894536,104.9688750953646,E,B,C,C,166.8709770763672,B,21.994438340015748,D,0
Non-Veteran,143.02787790290162,27.67890569859252,-10.97863304224108,-73.61985445249661,C,D,D,E,13.039062121742829,A,-61.795764913338566,D,0
No,-40.725732458429256,-18.709873400398713,-43.22258865411726,-102.61274107965774,E,B,B,C,35.737136770443804,D,-7.0225423864662,D,1
Non-Veteran,-16.94563114955473,75.91310791596659,36.37278887795392,-153.62802268873926,E,D,A,B,192.82525744042456,D,4.405044775793009,A,0
Yes,135.7486522362699,45.514684716625176,161.29370585208557,111.51170048707255,A,A,D,C,-61.201471499502105,C,21.709506076394252,D,0
Non-Veteran,-7.677120237032661,-94.96245554886073,-66.10456592628354,113.8087689813873,B,E,D,D,-67.1957372856091,E,-86.4395788370395,A,0
Veteran,-48.25776982196467,-182.30693979050199,-231.14840766666129,63.33256702054051,B,D,E,D,229.62623194378847,A,-134.83276521561837,D,1
Non-Veteran,-188.40997131959162,46.17012054372645,137.38352860758584,129.63564477787227,E,E,A,A,-145.06422265158142,D,36.23767898609267,B,1
Veteran,-138.25280414700393,-10.353558765558232,276.14081658100514,-108.94785821033419,A,D,B,B,0.7560086127365498,D,93.00270705014154,E,0
Veteran,-26.17001515342425,-20.3339014095116,193.93957919518942,66.57839450891903,D,B,A,C,57.6654912809891,C,-174.5809089140248,D,0
Non-Veteran,-97.79642236371348,-61.06472734871318,-103.0442398370386,-23.706305700379882,A,C,E,E,-131.16930887409802,C,91.9660377912216,B,1
Yes,-163.40591988913425,-111.13436175388426,-23.73604832434354,-253.50304437197514,B,A,A,D,55.85581779123747,C,151.93199659131497,D,0
Non-Veteran,82.37414438737859,183.82319170695294,-44.49129556773906,-169.32023750440385,D,D,A,B,45.60312858881136,E,71.30971920859155,E,0
Veteran,-52.629703589259606,59.633022447429504,136.4660470455694,7.507489550918792,A,A,C,D,-209.6863542094584,C,189.77889994177218,A,0
No,-135.27730949638962,76.34466655428288,-99.11767490196812,1.9167701852594132,C,C,B,E,83.14147724327913,D,-118.54656782444242,A,1
Veteran,-139.09210456488066,40.44228304706124,12.743493716324544,74.56998948489885,A,B,E,C,9.437134676315603,A,-156.4772296646494,D,1
Veteran,-43.91398726722953,110.1360948310155,-74.72429440163899,23.772081292320237,A,C,D,C,-66.52540842081815,A,135.23993791083072,D,1
Non-Veteran,16.437550060286917,-66.69525988792607,100.8259775068021,122.31859006986245,B,C,A,E,-101.27702090850421,C,-38.50249653758454,A,0
Veteran,-90.34708712169923,-47.51381645054329,129.01362554595715,-94.92553044648366,E,D,B,C,245.53213388785116,A,8.35985629304815,A,1
Non-Veteran,-14.752906974786917,-114.51102175095616,75.26712251912204,-167.24582571212835,E,A,B,B,-101.99207641204376,D,-20.766349666042526,D,1
