marital_status,birth_year,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Divorced,49,Non-binary,137.77401237825822,150.59827432622194,-63.198715551669046,-155.52415528909074,-188.19957306725453,178.7780846695734,-8.664230971875305,D,D,-187.63930771428736,A,C,B,247.60136807021604,C,101.15015573090243,C,0
Single,39,F,80.03080993117594,-12.578702920604744,77.3226797389825,171.51004529513864,73.95177017013548,-60.13388535204596,-103.54383720434525,D,B,56.773980396327254,D,E,D,94.57902578122834,B,165.0665948401563,D,0
Single,65,M,-6.408194144587965,-85.39318855127533,-52.76810432587566,114.96495989756295,11.882901576921254,-39.67582108687541,24.41917672981979,C,D,29.022826290191567,B,D,A,-6.1328518227345175,B,14.442471330294316,D,0
Widowed,51,Female,-22.72979512883976,13.349836081320865,25.567346293207997,7.562909789743104,-50.230211983172865,146.48428882203837,82.68912772785106,E,C,5.610902985159784,B,E,C,-38.51270746727399,D,44.92105759460729,D,1
Divorced,82,F,21.82989656105837,42.88111902131435,28.66575184287369,242.7933275066244,149.24767600385843,-81.85377489612675,-120.47272230531367,E,D,-72.18053867137654,A,B,B,-1.8496072771442935,B,34.99737034354868,B,0
Married,62,F,-34.001381076856795,41.52954675424153,1.628205071950355,-80.35068012151643,3.385617266295885,33.2668627909764,85.93830128613577,C,D,99.75801415405793,D,A,E,-42.698907672501214,E,46.932016036171724,C,0
Single,72,Non-binary,121.1188224205777,21.308701162651804,7.039601360422414,-135.85395977245142,-27.66687779949105,-165.50614603933155,1.6043415760764714,D,E,-152.43015744475719,A,C,D,52.771984137530936,A,136.12831537828308,E,0
Single,81,Female,93.84718896008108,-71.0962860086204,131.05552318051318,-46.032868400121615,-51.560210626281325,-29.664284887024934,-109.89921664697351,C,E,-102.00120024566897,C,E,B,60.745769913289884,D,72.80077051637521,D,0
Divorced,35,F,-42.34891110248988,17.274603692858317,-18.295968641626796,73.99867768908685,146.97784555511652,11.649514969506516,-105.21834582248187,D,B,153.95933871322887,C,B,B,-172.10483251236053,D,-78.9986540442055,C,0
Married,81,M,196.9985265563474,-11.307230133959663,-122.86154176661945,-131.48598545477955,71.96676978890308,-2.213602986717068,4.526765942323617,A,E,-15.408027916525976,E,A,C,-101.89539311933603,D,-105.54308305206955,A,1
Married,32,Other,-111.16692592020661,-20.420003510980997,-128.0164653492291,30.081572221317177,79.68464477395405,48.69865413138179,-29.697560666994754,C,C,-64.08361684263727,B,D,E,25.588544591448954,C,168.11836322764213,A,1
Single,44,Female,10.91490674373689,49.5817033882737,-26.242997832685656,-21.63991274051723,-57.00276362123912,16.397670864620395,190.36238364250096,E,A,212.87028511631485,E,C,A,104.5995771653815,B,-1.6493132975235347,E,1
Married,90,Female,-33.64863586947957,-142.64436737494233,-120.28090003138037,-144.10731505333735,-118.9774741696871,95.82541019251074,82.39203990033825,B,E,5.782037208585599,E,B,E,-82.59369599681183,E,49.48277666572443,C,0
Divorced,87,Non-binary,69.08260002326571,125.77580892999454,-89.07874016631825,-20.19256078673711,68.83245159837053,-101.32024161434082,-174.4640007689548,A,B,-70.02243389552086,D,E,C,-73.4170115971543,B,-39.243509456037955,A,0
Married,85,Other,44.09903801486012,140.6482065861153,153.09848994502556,-27.430339056424195,-9.640906810074586,32.885645835018245,-158.7793891066158,D,C,-168.7626585602598,B,A,A,8.965263921663304,B,-50.01671655149528,E,1
Single,27,Male,87.33785249916339,75.76056595507072,85.75464476760705,19.75693777926218,-81.67963735282872,-49.15118651065589,-47.683049861560484,D,D,-39.104301854044074,B,D,D,-6.07222772676324,C,-227.73508869663615,D,1
Divorced,87,Male,-171.1426914276464,-75.86036191934022,102.05582775477792,-59.44080870856514,-13.395550613581522,-58.754462702228615,-56.854560670697076,B,D,-89.84425213488117,C,C,B,-38.32007484459494,A,-43.11868723790776,B,0
Divorced,89,M,131.10631212198763,-143.22449690201506,-14.227340972563931,-7.348865914023743,-14.899388415848017,-40.717577975185634,25.887338423185273,A,B,-28.45598963140269,A,D,A,-61.48462920785829,B,193.86937574297266,A,1
Widowed,94,Male,-79.53497504590925,-11.671586315951728,29.92675375769372,106.21729134006522,-229.09325838262467,175.19672219792045,-28.569665666629607,B,D,76.77863453980025,E,B,E,56.39362556121712,C,-112.46437355889118,B,1
Single,27,Other,-24.543095014478073,40.681663235952044,23.120822773187168,0.10089102121313925,97.64261299111729,-85.18715983684484,116.48695420688067,C,B,50.96021096965456,E,C,A,-64.83122712122758,C,-40.218343414200135,D,1
Single,84,Female,-114.54691437863704,85.45755450545578,-16.523678595082462,10.650218043821473,29.67054170234842,-48.56267744710165,-89.89417535501073,D,E,-254.30665996915926,E,A,B,-25.28378758928148,A,49.36191923109713,A,0
Divorced,58,Other,17.289335710206558,-108.82547031937413,-57.6801728681031,-48.69656311827489,134.51263473116236,-38.12113113869886,-129.33466090895786,B,C,100.12586508987926,C,B,A,-45.022983412201086,D,3.6546516692886013,E,0
Single,33,Female,99.38980951122683,-187.88785039189585,-322.4658224168996,11.530039506077582,45.631429374804846,-183.5962607241858,37.872137774476364,C,A,2.7321489435213007,D,D,B,-44.36281025980269,B,-8.439021149913474,A,1
Divorced,25,Female,75.98449866329356,86.83641156679552,99.10618823985725,-97.41986325949428,-140.8358818819135,175.33842736198287,-72.02731947450371,A,D,37.32485592987113,C,E,E,-144.78112331762688,C,267.09246789819747,A,0
Married,60,Other,60.09297838771849,-94.86259521746146,-288.32903059514206,3.3432292954570495,40.3989202062841,-39.64833494530684,9.288329670551981,B,E,55.07519195413316,D,A,A,-50.83809330803255,A,25.285653322404823,D,0
Married,86,Other,-134.58840842126935,-29.240354578776838,-17.649522912868733,-101.18587792788767,-19.1282354164155,128.63281586816748,-44.00343887786347,E,A,-142.654185451545,B,E,C,-36.22179838172861,B,45.17003737702543,D,0
Single,68,M,36.68768541673202,195.6534006312774,-31.90103036456274,60.90576312405368,13.614291682953471,58.277340330614805,-83.53088256739302,D,E,-208.554540308905,C,A,E,42.55621242858592,C,-143.45645254206204,A,1
Divorced,71,Non-binary,60.30130268137298,-60.959886382606676,-141.91907824256447,-55.31901080879331,42.31751011796332,-24.103757705675314,-201.44961092343587,C,E,161.4157990107299,B,E,D,45.117990403511584,B,-168.04996929170812,E,1
Married,38,Non-binary,-99.18844562526967,160.54029236226674,-46.251014171532546,-37.377119125725834,78.08791125408703,83.86117985996565,-76.43406475705487,D,E,12.012257178687737,D,B,B,74.15860478451697,E,-1.2139018506709123,C,0
Married,77,Other,123.24307042208378,-40.104036358785336,92.60079215074003,24.628741578816683,114.29381803698577,-147.78817110482197,-7.661529578839038,D,D,-122.47314634357065,D,B,D,10.66837171383307,D,138.04542999599673,B,1
Divorced,45,Non-binary,-107.39632542113338,-131.60249949178484,-156.40639318478128,8.928478144925583,-136.29057374963583,-9.984908157089956,-129.6014939050419,E,A,-53.417263078611946,B,A,A,5.6390946043090615,E,93.99562051930359,E,1
Divorced,34,Non-binary,91.43681991142584,-6.846867689834446,-60.18792782248145,-10.52023200164908,-107.74383233748968,-58.036761976373484,-9.520145979704628,A,B,-21.98507269424465,E,B,A,15.889808884142179,A,287.68537087146615,B,0
Single,33,F,-37.595717528656365,124.53970767916624,50.40004712819651,43.047118914194,156.03862322962112,-125.23661171104834,50.66166289401318,A,A,47.00633043801862,E,A,B,-29.16711020977434,E,11.249660499543342,A,1
Divorced,37,Non-binary,44.9026796116555,-125.98371990939201,-27.961314717771792,110.7918568608592,-150.19635907135878,-12.785236722606482,-72.7919961752775,A,E,7.593694510105619,E,D,B,-47.428157866450896,C,-147.6375514154222,C,0
Widowed,94,F,110.87954506778274,-221.28547540103946,-105.3356927572386,-74.76275442652889,176.10999209930748,-5.251694595772631,0.10496816531346854,A,B,185.97022903678,B,A,D,-130.18361184613642,B,66.296765507342,B,0
Divorced,93,Female,65.7850555799813,7.302979553236439,-163.77672725330083,-57.612941730288,-69.12411797372205,111.58548934748013,235.1476752012946,E,B,84.34982166701043,B,E,A,-159.42288206826515,B,59.4181663077276,A,0
Divorced,87,Female,11.612382641623388,104.58888964785254,-158.9163820031549,-167.7597235717821,-117.42088717960483,-67.1258510744129,-37.405393291802575,A,B,-10.103545346770924,D,C,B,84.90480036153137,D,-7.0997889893604045,E,0
Married,81,Male,-29.080227375931777,-1.1622468122612346,117.15729536155412,32.68182447496095,111.84371418194957,-40.2646837362422,-6.00832261253103,B,D,16.973298461284532,E,C,D,89.01845187280426,B,-7.421901549808975,E,1
Married,69,Non-binary,178.88913463630027,-88.40406467891381,-38.00883997101378,-46.462505417544854,-94.79113382682833,34.74877964533819,-76.34728541269843,A,B,-22.13573086220803,B,E,E,13.7871064827732,D,-28.204167190342083,E,1
Widowed,34,Female,168.91497839536194,-57.05436457983277,-3.779252139053777,145.23996481215454,137.62634718676438,-90.99149219640914,-83.69489009787934,B,E,-8.333747132644433,E,E,D,66.86556271827293,A,-34.69232553589646,B,0
Divorced,39,Other,-32.224720896398395,84.97301257551219,87.86640706734671,90.52270606788582,91.26525055976566,50.52315835984768,41.8662227067671,E,D,64.30749486414919,A,B,E,66.5294333515984,A,-81.94839032135484,A,1
Single,53,F,-116.38954998053654,-50.577217331068994,8.872522990015105,-96.96423200023303,90.03441406606925,-139.2891115780088,-55.29371524009994,D,E,12.473896256425123,B,A,E,-192.54811629334833,D,-29.36305038918873,E,0
Divorced,74,M,-75.9765374234455,22.006244270648352,113.64546860559341,-104.29329055947608,-219.14184251124138,-66.16617677877153,-190.89250345996973,C,D,114.76748706995245,A,E,D,76.81429613398986,A,-71.94096825017623,A,0
Single,93,Female,-59.229879302775615,126.30896307979636,-128.65976145222106,27.493549383781097,0.005174732686631776,56.229920494126816,41.110667258100825,D,E,-5.320310712648521,D,E,A,-231.11059725685524,C,-176.33690611109876,C,0
Single,70,M,-134.03987283821382,-40.04839988715359,145.04825063056202,-51.54717422478806,70.05732647154761,-270.84252052106336,50.221216399960944,C,B,84.63374957287762,C,C,D,-119.89753508888717,A,-38.282384307069286,D,1
Single,57,Female,182.9800651385788,-66.00358531892535,82.83960950356445,-21.064450036919883,102.39290761127553,-135.21908664861698,52.4310962618853,D,D,-21.821094865529638,C,B,C,-157.1664392301473,B,-281.7656497000228,E,0
Single,90,Other,159.30322805411546,73.7437408268861,46.46754654279025,78.60794075313386,85.76074581539648,184.91642617118575,37.77829959021617,C,E,-36.02606615608159,E,C,E,-68.41402081644551,C,-61.4847893760761,E,0
Married,73,M,56.76860399847524,11.384088363723178,-29.91889965106933,160.32284203835914,-49.91265509276755,-119.73946816956138,-2.5153420950779344,C,D,-48.099649871745285,C,C,B,-132.2860413160491,B,0.7533783992458768,C,0
Married,35,Female,21.391553926585207,-80.21504741196227,-9.043126901493807,31.835404563206517,86.20639069516562,-4.430674456125977,-137.56878189532128,C,D,80.86573787453756,D,C,C,-59.61552216041738,C,49.750155625017705,C,1
Married,82,Other,81.10961276818111,61.07508202699039,-25.195765987982554,-244.48934954132656,-141.2004065222792,-0.5329479381795874,-104.88573283705875,E,D,-54.747015116748074,E,A,C,75.85211098269181,A,79.5410829057027,D,0
Married,58,Male,97.14178806967237,28.60061940790213,7.689489178506674,33.72591743392668,-57.149977981431334,1.0653397719991042,-28.58196496688657,C,E,-113.52476585303764,B,D,E,115.75861796422816,D,6.038238476463962,C,0
Divorced,71,F,-121.97195035926063,288.53637468555894,105.63568296952101,25.836136131409955,149.19529215884478,-45.39014081594567,24.388439757344873,D,C,15.142901721464538,E,A,D,142.09357286546899,B,68.34111017937767,A,0
Divorced,28,Male,-56.256382112098215,79.03703203439936,-38.612601400942566,-140.22386543197985,20.940547385719448,-36.00320990977009,152.25927562408415,B,B,18.60759677512193,B,E,A,-137.55427889326623,B,-75.56045719790212,A,1
Single,46,M,-2.5126943863097626,68.82237026602775,-107.27305778076209,65.40495400015163,-196.17362691464032,38.43019598617073,-39.85780218619434,B,A,-76.21148997671266,E,D,A,-100.0970125201516,A,-109.84663145328328,C,1
Single,51,Other,-113.69133284130741,0.8840597192524616,-208.6910778225893,120.598616794408,-106.54969595484943,111.63491695062085,134.1611660407323,E,C,63.94606025004699,B,D,B,36.91503516107278,D,57.41168861868181,D,1
Divorced,85,Male,-115.63103973070929,0.5503702397714688,-14.349867352726722,-15.50962841919131,-25.401870291676076,-21.591601016043356,8.183640894693726,C,E,134.56556290091598,D,A,D,-96.5228581562084,D,198.01318709199185,E,1
Divorced,92,M,-38.745232667035154,86.46412214653071,-264.1051884293984,3.6266249071018883,72.91779625134171,-208.5591241314036,-64.32062178271978,A,D,-34.27505368856137,C,D,D,-155.4940641808234,E,66.23667991003687,E,1
Single,42,Non-binary,23.028853273048938,-152.98301260379316,47.93665303588806,187.5729690761273,30.61934104213354,67.42702913652792,1.305215421455637,E,B,56.73359488833215,E,C,C,101.49717786769033,A,-68.54512312753712,C,0
Single,30,Non-binary,103.8024214442005,80.65130832474539,-182.0581225107574,32.95533183336329,-42.48765083352025,15.568812353962883,66.17132166332667,A,D,-38.28533786101693,B,D,B,-30.18256911569847,D,120.44484432311997,B,1
Divorced,28,Other,-21.03069739999352,18.88577941985697,-42.11137537409185,3.6202847040525143,-68.78246474986459,15.443023540204262,-27.7153240237238,A,D,76.72026379209497,B,E,A,104.05457875006812,A,62.484939111832524,E,1
Divorced,72,M,-84.91002383644435,-70.60041191259177,38.72920622105628,81.68630602006323,-18.025782283174227,147.076382907313,-146.23273075855778,E,E,123.03373799726478,E,D,E,-112.18043379033323,C,-3.097222201216339,E,1
Divorced,84,F,29.600011529825494,-78.82725193293432,13.160791107769368,210.1565736198487,-30.850333929173367,-108.76807763985452,-2.507262178250281,C,A,-21.77118244453988,C,B,D,-2.7495070623811606,B,-128.7874359349753,B,0
Married,28,F,6.360225209112162,38.86751911423328,-155.98255974641663,-196.15659076767292,154.09871308886645,0.18089431025141514,-1.4367839253977077,E,E,220.3160886985143,C,C,E,-17.23194334164035,D,53.01835932619241,A,1
Single,98,F,21.967567649243193,-146.0856881285201,-4.306679731018333,129.86576492394667,51.07634020801996,99.34878151211879,-181.1775056679344,C,D,109.9671682217859,B,A,A,-159.8140183688181,E,86.5502655779568,A,0
Married,67,M,189.89206622463257,8.529074934997196,78.5810648891075,126.65663571056855,84.56281212142773,-22.300490592497102,209.85118974631317,C,C,3.338247569441735,B,C,E,1.897518860216701,A,-37.84573352525886,D,1
Divorced,79,Non-binary,59.86194092707312,7.481192558109957,126.9096759492357,18.37956982575673,-75.67821087823089,107.36306591542638,18.672216041700974,B,C,-109.23020871749483,A,B,D,159.60398639612012,A,54.73574083917568,D,1
Single,36,M,47.14138202162341,49.41515998508301,124.31437708103681,28.260954467947403,-49.2173168183343,21.541466306364985,-15.718382068942699,A,D,63.955036568463356,D,D,D,-56.30851514034019,E,-18.60003296482894,D,0
Divorced,78,F,90.62884190209768,55.86799350188537,21.20596773484502,32.88392006038093,-46.126230967521764,-37.43629049729445,27.29793298553153,B,B,-168.29314017175724,D,D,E,22.252956029788592,D,64.76977872082603,A,1
Widowed,85,F,199.0231840455914,10.205243208930336,22.416670461521356,35.281751584379855,43.73795203416642,78.17496911470532,17.12748513900511,C,A,197.57128819191433,C,D,C,-61.09844783972317,A,106.60101080583664,B,0
Single,34,Non-binary,175.09206660002022,128.0902463794451,149.81140192827743,23.0825564304182,60.917280463912384,8.534707237333075,-102.29409700268894,D,D,-115.45519830706561,D,A,D,-166.5884425249878,E,15.00415986033706,B,1
Married,35,Female,154.35820760242513,-64.68793400692603,106.26442463230904,-21.008941316561433,-121.74794728492586,-114.41978485208173,7.665051068143254,A,B,40.02909759875364,A,E,A,5.388469847780356,C,-10.80743756072913,A,0
Single,99,Female,-20.87927894172407,-36.53844115028542,-81.53335994573825,-42.19341845765979,-140.18613216733792,139.93925289626893,32.75117869065883,D,B,-30.927610023012765,D,E,D,31.216649244088135,E,9.124014554968792,D,1
Widowed,36,F,-16.080238574566007,-23.87391882146482,-14.434926378524915,-30.29008667105047,-79.6533351398427,-32.84246642013695,18.87030861978732,E,E,-26.801462572277853,E,C,C,46.5317979101205,D,-141.4772674140304,A,1
Married,79,Male,18.656539928336432,83.20589800973724,-40.496889531585914,-0.6287103364427252,-56.855766745780265,-79.70803949914888,-39.89956735588202,D,E,-229.47373875953545,C,B,B,162.1520852448525,B,-52.15065429356678,C,0
Married,74,Non-binary,-135.6452475084844,-269.87188955433265,55.34528172893499,163.95167474576652,12.374686027746336,-70.68236608571672,-65.65124615502084,A,C,-21.55502351334838,B,B,A,74.37794978815639,E,19.979318459774667,A,1
Married,27,M,-75.07678629929248,-114.75673733456999,-10.747485619089572,6.5115187277442965,-212.8708908108373,-51.00167682094651,143.98674238231507,B,A,102.91854319195366,A,A,D,-146.77976230304867,B,61.21294147494971,B,1
Widowed,33,F,-46.85331027843966,103.72984132263205,-10.330358167889054,92.1104530669368,-92.64778541550342,-96.81653342236578,76.5946323402508,C,A,-132.57726324752136,C,E,D,-90.59843729251023,C,-58.9194765601099,E,0
Widowed,29,Non-binary,61.731603029865546,43.05652800732733,86.09616670567408,103.39217140461083,-164.62297761070553,33.87555032941314,14.640766738587061,B,B,235.26782825261714,B,B,B,-44.985065146956615,E,36.53724735563058,B,1
Single,99,Female,21.97741037438517,-192.66715065289995,28.192806502254154,2.0641925597204422,131.26186401163292,85.25642555131967,-27.704868728870874,E,C,43.36616079762665,C,E,B,57.80150675957929,B,-5.700974390497284,C,0
