religion,orientation,military,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Other,Bisexual,No,18-25,A,C,B,E,-124.18225980713574,B,A,D,20.953279782679253,-42.38645241180547,B,-32.618436595132664,B,E,D,0
Hindu,Bisexual,Veteran,26-35,B,E,E,B,199.86870258100967,C,C,B,103.74508302418242,-5.366253871095003,B,50.721869376262376,A,E,E,0
Christian,Bisexual,No,65+,C,C,A,E,128.25734865691484,D,E,E,55.138333719062516,-211.20071414180904,B,-66.55815126571899,B,D,B,0
None,Other,Yes,18-25,E,C,C,D,-113.17309134728023,E,A,C,-124.67725137816794,47.50410130312728,A,6.312891944164481,C,D,C,0
Jewish,Other,No,18-25,C,A,E,E,-109.2930176177157,A,C,D,-76.57166136869277,-41.10649915071227,E,107.67016103903171,D,C,D,1
Hindu,Other,No,51-65,B,D,E,E,12.78451003231983,B,D,A,61.35796226563476,139.50755539786536,B,63.5847577206042,E,E,C,0
Jewish,Heterosexual,Non-Veteran,26-35,D,D,E,E,-35.32145250138058,B,C,B,-64.20552435438786,-46.67004097617111,B,-58.313973145259254,E,D,A,1
Jewish,Bisexual,Yes,36-50,E,C,B,A,0.8920457934584841,B,E,E,110.92768397330077,-183.33090261384112,C,22.0864179941531,E,E,B,1
Buddhist,Other,Yes,36-50,D,E,B,C,-8.589397437943733,A,C,C,113.97771407375066,25.06745664441344,C,47.78990480660599,D,C,C,0
Other,Other,Veteran,18-25,C,B,B,E,136.26870952762928,C,E,C,45.558310390674485,28.644242315913843,B,-192.85510170345427,E,E,B,1
Christian,Other,Veteran,18-25,B,B,A,A,-75.48192808764391,D,A,B,-268.38699574060485,74.76811347114452,B,-14.825538788519351,C,B,E,1
Hindu,Homosexual,Yes,26-35,E,E,B,E,-126.05453075720227,C,B,A,-23.923438259904152,45.25666191886664,E,-122.16695337776255,E,E,B,0
Hindu,Homosexual,No,65+,D,A,C,A,6.136394940014711,D,C,E,74.31525844696253,112.52572474985743,B,-54.13012673884604,E,B,D,0
Christian,Heterosexual,Non-Veteran,51-65,E,C,A,E,-12.895240862429757,A,A,D,-96.5455953088344,-30.733969355645225,E,81.67432326649278,C,C,E,0
Muslim,Heterosexual,Non-Veteran,65+,E,B,A,A,-38.46162283644821,E,C,B,-95.72200104350807,68.73851479885754,C,94.21084084706422,C,D,D,1
Other,Heterosexual,No,26-35,B,A,E,A,-42.63908729207992,C,E,E,32.84573540865936,91.19552124878668,E,-38.270989001425264,A,E,A,0
Other,Bisexual,Yes,26-35,C,C,C,E,-51.0282442565708,E,B,B,111.35925928730524,113.19365725433461,D,-51.298584524248824,C,C,E,0
Other,Bisexual,No,26-35,B,B,B,D,-91.14581029518409,C,D,D,-219.12952821618336,-133.29728415476077,E,-29.4846959323465,A,B,D,1
Other,Heterosexual,No,51-65,E,C,A,C,128.71643024584648,B,B,A,147.07980951821227,19.391012977434112,C,74.87353320778352,D,A,C,0
Hindu,Other,Veteran,65+,E,B,B,C,24.705410893244444,C,C,A,43.417281825600604,55.7900538535001,A,-66.29346337383329,E,D,B,1
Hindu,Bisexual,Non-Veteran,18-25,D,A,B,C,-89.14001689652977,A,C,B,93.93540916245844,-38.7485455931548,E,25.060748074484856,E,C,B,0
Christian,Other,Non-Veteran,36-50,D,E,B,B,-28.945423707027203,E,D,A,-58.826259796495094,148.7186447862095,C,-9.472340164388552,A,A,C,1
Muslim,Other,Yes,36-50,C,B,A,C,-70.75143704401877,B,E,E,53.46436596054266,-89.89996113035319,B,50.571256381845316,A,A,B,1
Hindu,Heterosexual,No,26-35,E,E,D,E,-1.0283049742044894,A,B,B,123.29558212646762,217.32764270501258,C,-102.49720649724574,A,D,B,1
Jewish,Other,Veteran,65+,E,C,A,D,171.868813469119,C,B,D,78.5653302924713,204.13853979233517,B,3.8459007929552884,A,C,C,0
Muslim,Heterosexual,Veteran,26-35,B,D,E,B,-126.24403663604913,B,D,B,-15.675988723770812,-127.12223745521283,E,55.37399459410468,A,A,A,1
None,Bisexual,Yes,65+,B,D,B,A,109.82786284439064,D,B,A,10.640931835814742,-42.730179574841344,D,-142.4857556463785,E,C,E,1
Hindu,Other,Yes,18-25,A,A,E,D,-38.905157851107305,A,C,B,-37.87336742028467,-41.27076482117413,D,-82.49570511157127,D,D,C,1
None,Other,No,36-50,D,E,A,B,-73.58294054497807,C,B,E,-74.0371304733654,-93.38168629724002,D,-45.38889847913366,A,D,D,1
Buddhist,Bisexual,Yes,51-65,B,E,D,B,-95.95915778019457,D,E,B,17.735100667837713,-28.77837498340258,A,36.197037789674155,A,C,E,0
Buddhist,Bisexual,Yes,51-65,B,C,D,C,20.60144228188026,D,E,D,-93.10478063019552,94.01522367174206,B,138.31041210752048,D,B,D,1
Buddhist,Heterosexual,Yes,26-35,B,D,D,A,-174.78294823944546,E,C,D,218.57581876995854,-26.25690946564353,B,47.80988427440554,D,D,E,0
Hindu,Heterosexual,Yes,26-35,A,D,D,D,91.30241793620887,E,A,D,-91.18576644876529,-18.101301071323284,B,-0.3558165717970063,B,C,C,0
Muslim,Heterosexual,Non-Veteran,65+,A,C,C,D,134.6357597571251,C,E,B,1.735592002779516,-40.13388515355447,C,-114.71721355056283,A,B,B,0
Muslim,Heterosexual,Yes,51-65,B,B,D,A,33.677922723579634,C,A,C,6.402353753192813,6.5078200059503395,D,-2.21733912029063,E,C,D,1
Jewish,Other,No,65+,E,B,E,B,35.70863982684706,B,D,C,107.4517257634207,-84.05811480386662,E,-19.903227487034847,C,C,A,0
Christian,Homosexual,Veteran,65+,D,B,B,C,22.71474541508252,D,D,D,5.775441941588799,177.53751170737473,C,64.62996492211123,A,E,E,1
Other,Homosexual,Non-Veteran,26-35,B,A,E,D,58.020147139582846,A,B,B,-35.463395799997265,-54.03665320061995,E,22.325489961025433,A,E,D,1
Muslim,Other,Non-Veteran,36-50,D,B,D,E,5.413633158822173,E,D,A,4.644076422263222,-54.57260605222487,A,167.34231792020924,C,B,C,0
None,Homosexual,Yes,65+,D,A,B,B,17.484070382091772,A,C,D,-54.879886677067944,-165.91554133195362,B,-120.17109389027812,D,D,E,1
Jewish,Other,Yes,51-65,A,C,D,E,-5.660418844145385,D,C,D,304.4200624148432,-112.54228027650923,C,3.812400221133331,D,E,D,1
Jewish,Other,No,51-65,C,C,B,A,-109.69805972517064,A,C,E,153.24720322559605,-29.537878284013086,C,-27.48871274361459,E,E,B,0
None,Other,Veteran,18-25,C,C,E,B,-77.0864698383072,B,E,D,142.7778456603136,46.14862385218259,C,-79.34901586579615,D,A,D,1
Jewish,Homosexual,Non-Veteran,51-65,E,C,D,B,148.31098854137002,B,D,E,-34.47302594566551,26.490389013241245,D,-176.75813359831142,C,C,D,1
Buddhist,Heterosexual,Veteran,65+,E,C,A,E,41.32101383854077,C,E,D,58.62449899570257,-37.20708672924927,C,42.893840397373104,A,B,D,0
Other,Homosexual,Non-Veteran,18-25,D,C,A,D,2.9593136935346624,A,A,B,-40.73787554855042,-14.21013763869318,B,33.411297035974755,A,B,D,0
Buddhist,Other,Yes,26-35,C,B,D,D,-231.94197745347626,D,A,A,134.07240819060928,227.4967688174866,A,132.3158312637708,B,A,C,0
Christian,Bisexual,Yes,18-25,E,D,B,B,-89.14044465714179,C,B,A,-102.50229906244448,-109.29355909445313,A,-221.24019301397252,B,B,B,0
Muslim,Bisexual,No,65+,B,A,D,B,-67.16280236577799,E,C,C,-211.18118148251526,-22.80584489841492,A,61.2558648482504,C,B,C,1
None,Homosexual,Veteran,26-35,E,E,C,A,125.81373120371508,C,C,D,16.09239292572128,36.31226612815758,C,-24.522166493615302,C,B,A,0
Muslim,Other,Veteran,18-25,E,B,E,B,-82.02980060768714,E,C,B,58.568739980017995,-14.074768273255888,E,146.61412400595052,A,C,C,0
None,Homosexual,Non-Veteran,18-25,C,D,E,C,70.45066328219825,B,B,A,57.767852983752874,200.75133670420954,C,-178.31828444930997,E,D,B,0
Muslim,Other,Non-Veteran,26-35,E,D,E,A,0.35611431943597355,A,E,E,104.52452766781471,-109.09135597288359,A,16.091298162381477,D,D,A,0
None,Other,Veteran,65+,E,B,D,C,141.07929970796837,A,C,E,240.00275961128875,-139.83311307732328,E,14.231091898989975,B,D,D,1
Muslim,Heterosexual,Non-Veteran,65+,A,E,A,B,37.048582916983364,D,B,C,-125.7563185758899,-94.11783040061655,A,9.619549216142707,B,A,E,1
Hindu,Other,Non-Veteran,51-65,D,A,E,A,56.700035173988574,C,E,A,-80.81268550040342,91.75695392981442,A,-21.84944008842344,B,D,B,1
Other,Bisexual,Non-Veteran,51-65,D,B,A,A,7.540746932523236,A,E,E,-4.693424093901939,-27.957263693090656,A,151.11913111149036,D,A,A,1
Christian,Other,Veteran,51-65,A,E,C,E,51.64549350985905,E,B,C,-54.87935455426922,-100.24428342192037,E,33.44596221144814,D,C,E,1
Other,Heterosexual,Non-Veteran,18-25,D,E,C,A,-63.36969485560774,A,B,A,128.3739073864455,182.01183900629698,C,100.69950816784925,A,B,B,1
None,Other,Yes,26-35,B,B,E,E,130.09629435798067,A,E,C,181.87505011610975,59.96123123977647,C,-57.166279246273454,B,E,B,0
None,Homosexual,Yes,36-50,E,C,D,E,-0.4917448546745722,C,B,D,23.964515707899935,203.30913044684092,D,-114.03701935261547,B,A,E,0
Buddhist,Homosexual,Veteran,51-65,A,D,C,E,-11.222255063101631,D,B,C,-223.1164293004327,258.28573088153826,C,17.50690266798001,D,C,B,1
Hindu,Other,Non-Veteran,18-25,D,A,E,A,72.78298725393965,A,C,C,135.92620450518243,-30.8991651888578,A,-119.09078477961528,E,B,E,1
Jewish,Bisexual,Non-Veteran,65+,C,B,D,B,-66.12764414355829,E,B,B,112.63184623797,62.94204898691555,C,-34.90007360910379,D,C,A,0
Muslim,Other,Yes,18-25,A,D,B,C,150.8644149215371,A,B,C,-80.30388109694053,-181.75973098681857,E,-17.892366874583264,E,E,C,0
None,Bisexual,Veteran,26-35,C,C,B,C,1.227287433695216,B,E,E,159.39807146394355,38.262111050701705,C,-14.140274204320008,A,A,E,0
Buddhist,Homosexual,Veteran,65+,B,B,D,A,-57.76974329129527,B,C,D,-110.93986527583138,-77.80382561434031,E,-38.43808172121726,A,A,D,1
None,Homosexual,Veteran,26-35,A,D,A,C,50.9023270354046,B,E,A,-144.21597323580113,-145.49209694215318,D,-188.30357867611355,B,A,B,1
None,Bisexual,No,18-25,D,C,A,D,32.26603011269843,D,D,B,-9.982156027426536,100.98315659115865,B,46.299669065436085,A,D,E,0
Hindu,Bisexual,Veteran,18-25,A,A,E,C,150.79170135882396,C,B,A,43.30068970083932,10.188940363864807,D,81.99420225242595,A,E,D,0
Buddhist,Heterosexual,Non-Veteran,51-65,B,B,A,A,-168.93904609649644,A,E,E,54.00564273497118,39.247268969733504,C,164.35790472830075,D,A,A,1
None,Heterosexual,Non-Veteran,18-25,C,D,C,B,-49.309175470876575,E,A,B,151.92202976470583,50.01587329544888,E,31.862475606314987,D,A,E,1
Christian,Homosexual,Non-Veteran,26-35,A,B,D,A,-167.76891734331858,A,D,B,92.49744874901822,97.74611138916353,B,1.939254717302829,D,E,A,0
Other,Other,Veteran,65+,C,A,E,D,128.09751704692027,E,D,B,-48.414589034131204,-41.212464749214725,C,-34.69723071079701,C,C,D,0
Muslim,Bisexual,Yes,26-35,C,C,A,D,46.889834806399826,E,B,B,36.345948754552346,5.858736775052461,E,164.42135449451766,C,A,C,0
Muslim,Homosexual,Yes,36-50,B,E,B,A,-38.42061744117073,C,B,E,-39.15462828697145,98.70208947313492,E,105.16592549329778,D,E,A,1
Jewish,Other,No,26-35,B,C,B,C,-85.56422081230576,C,A,C,33.625202765665,60.050331093520604,B,4.927231210411672,B,C,B,1
Buddhist,Heterosexual,Non-Veteran,36-50,B,B,C,E,-22.214436798642332,B,A,A,-114.72953917080785,-98.4570092593982,B,37.116492615211165,D,E,D,1
Hindu,Bisexual,Non-Veteran,65+,C,E,C,E,39.04572155709108,A,E,E,-61.29579439917829,-145.58804711538585,E,65.9974923094316,D,A,D,0
None,Other,No,65+,A,E,A,D,114.43243381175941,A,B,B,34.45454866954282,-15.630543553972052,D,53.516943578433995,D,C,C,0
Hindu,Other,Yes,65+,D,A,D,C,39.54456639980427,C,B,C,75.21372492753206,-26.83740961347928,C,-97.227526421139,A,E,C,1
Buddhist,Bisexual,Yes,51-65,B,C,B,B,70.75275788654032,E,C,C,-36.850833114837194,55.0088530403353,E,99.33959487253293,E,A,A,1
Christian,Other,Non-Veteran,36-50,A,B,A,E,-138.8373678137567,D,A,D,99.35331797229796,-91.52868453749196,E,114.72067656811535,B,C,E,1
Muslim,Bisexual,No,18-25,E,D,C,D,-6.391242573021105,E,B,A,51.04836297847698,26.161318023459867,B,-163.77327177614993,B,B,E,0
Muslim,Homosexual,No,36-50,D,B,B,B,-75.57551584053542,A,C,E,-121.0796927970637,-74.98772500766378,C,6.56519801745524,C,C,A,0
Jewish,Bisexual,Veteran,18-25,C,C,B,E,17.636058549166123,A,E,E,57.16878974082955,50.824822207106244,D,178.22519402987572,E,A,D,1
Hindu,Homosexual,Veteran,36-50,D,A,E,C,51.12785433521676,B,C,A,-3.214118841598262,36.40186902145505,D,200.3828613251117,D,C,B,0
Muslim,Other,Veteran,51-65,B,D,E,D,-13.143744680110448,A,E,C,119.63107213841415,185.43059260891556,C,-59.369060091212425,A,A,E,0
Hindu,Homosexual,Yes,26-35,C,C,A,B,41.75224895084403,A,A,C,3.1723044418357946,-132.50609704955934,A,-43.208517887295905,B,A,A,0
Christian,Bisexual,No,26-35,D,A,A,E,90.3075224520621,A,E,C,31.225376843423263,-48.24355288766146,C,-85.9694809573644,C,B,C,0
Christian,Other,Veteran,26-35,B,B,A,C,50.73266174418367,A,B,D,1.5856767454068585,9.56691424647578,C,-62.048243254911064,C,D,D,0
Hindu,Homosexual,Non-Veteran,26-35,A,A,E,B,8.995323220857223,A,B,C,-41.908593320523885,115.96634133119616,C,-46.93957430606235,D,D,A,1
Buddhist,Bisexual,Veteran,65+,E,A,B,A,145.9679405425996,A,E,D,-97.494305779087,40.06705884798584,C,18.76092935341092,D,C,C,1
None,Homosexual,Veteran,26-35,C,D,D,D,48.36609470115141,C,E,B,-8.093029621907117,83.46052310005659,D,118.87878060231432,D,A,A,1
Christian,Other,Veteran,65+,A,B,B,C,-5.945663930805915,B,B,A,-107.25333324228896,-258.4406716719614,B,226.91276255731546,D,C,A,0
Buddhist,Bisexual,Yes,36-50,A,D,B,A,-124.71289507929187,A,B,C,69.43743837330948,-31.44018202475356,E,58.117514794761895,A,B,B,1
Jewish,Bisexual,Yes,36-50,A,A,B,C,-8.324379240060425,C,A,B,-196.78168133448733,-50.451187443231774,B,26.78443372644463,B,E,A,0
None,Other,Yes,51-65,D,D,A,B,7.8973304461653235,A,C,C,-31.195000336648874,-47.540838789726386,B,-86.7635611003791,D,E,B,0
Hindu,Homosexual,Veteran,36-50,D,A,C,E,-63.37459012589303,E,A,B,14.815901916549265,-22.037970325399687,A,42.23507903908424,E,A,C,1
Muslim,Heterosexual,No,36-50,B,B,C,A,9.359054138111794,E,B,C,25.381738790048026,55.793415542176916,C,-3.8880089887839997,E,D,C,1
Christian,Other,No,18-25,A,E,B,D,-138.07138388839547,B,E,E,62.55114364726211,75.31017661867506,C,-31.742616375921212,B,B,C,1
Jewish,Bisexual,Non-Veteran,65+,B,D,B,A,161.09813733356813,A,E,B,33.57161610214202,22.252200144036227,A,-19.00232718715239,A,B,A,0
Other,Other,Non-Veteran,36-50,A,B,C,D,-13.349251917225033,B,B,B,-91.48846075619453,38.93139771559833,B,41.22287138890966,A,E,E,0
Buddhist,Heterosexual,Yes,51-65,D,E,C,B,-79.24951028159434,B,A,C,-170.01653137659872,56.69860240533677,B,-118.98508088456157,B,B,D,1
Buddhist,Other,Veteran,26-35,B,E,E,A,39.7626463396359,D,B,D,-66.83954155064202,-79.46029718302243,C,13.764680777627666,C,B,E,0
Muslim,Heterosexual,Veteran,36-50,E,A,A,E,-2.705955116653464,E,A,A,-24.39949774579211,3.179495194436139,A,-63.350264902169414,B,A,B,0
None,Other,Yes,65+,B,C,E,E,96.29216918976763,C,D,E,1.6871091306673132,67.4535296604959,A,-155.37537675578434,A,E,A,0
Muslim,Homosexual,Veteran,18-25,C,E,A,E,93.38378859159634,B,C,E,-215.45615936013175,-80.56621432583627,A,92.96627314114778,D,D,B,1
Hindu,Other,Non-Veteran,36-50,A,E,C,E,-55.00312633525277,E,A,B,-78.13491996115474,-220.7352996035192,E,-52.284098660211356,A,B,D,0
Hindu,Other,No,51-65,C,A,C,D,-164.67926074365627,B,C,C,-6.662710104582653,-104.24742057486603,E,89.95786834408898,A,C,C,1
Buddhist,Bisexual,Yes,18-25,B,B,E,B,74.61684543396444,D,A,E,0.8516270528667509,-16.98660561941981,C,237.0400647977188,A,E,C,0
Jewish,Homosexual,Veteran,26-35,A,A,C,C,-49.63418400700419,A,E,A,-91.3521440671258,17.597458036244497,A,-141.54561728359715,A,B,E,0
None,Other,Veteran,18-25,B,E,C,E,0.806350038365638,E,D,D,4.370256524218057,-155.1446282241882,A,47.687662266672874,D,E,C,0
None,Other,No,18-25,A,A,E,D,123.95551762276946,C,D,A,24.106578485659814,57.079782798580894,A,53.278153114369516,A,C,D,1
None,Bisexual,Yes,36-50,D,C,D,B,-111.03565255653645,B,E,E,185.14586893006856,-84.5070703862483,E,-160.29551890346804,D,B,E,1
Muslim,Other,Non-Veteran,26-35,A,E,C,B,84.55637540459625,A,A,A,-26.2470757321841,-122.10259837207302,B,-36.588752117673636,A,D,C,0
Muslim,Other,Veteran,51-65,C,A,A,C,78.0902539378896,E,A,C,2.252628984122292,-89.82452595790798,D,-88.59209699960775,C,A,C,0
Buddhist,Heterosexual,Veteran,51-65,B,A,E,E,240.66780882461413,C,A,A,74.17328711076372,-246.28056979220923,B,-38.40023829286196,D,A,A,1
Other,Heterosexual,Veteran,65+,B,B,D,D,49.324619375046765,B,C,E,-136.01856522718617,-120.13233275974038,C,32.516489762276855,A,B,B,1
Jewish,Heterosexual,No,18-25,E,C,B,B,-61.94113549835889,E,D,D,-30.43042901301033,-211.29643150172308,C,97.59527834615024,A,A,A,0
Other,Other,Yes,36-50,B,E,B,D,-31.241856836004644,C,B,C,-86.64667020254866,-142.49374775973743,C,200.49375701675635,A,D,D,0
Other,Bisexual,No,18-25,B,E,D,A,-83.2083513309424,B,A,C,116.35699105541248,-151.16029346089908,C,12.951459545986763,E,C,A,1
Other,Bisexual,No,36-50,B,C,D,E,-130.9817218971008,E,A,B,-264.32745593736814,80.86475430006172,C,-124.13933706895102,D,C,B,1
Other,Heterosexual,Non-Veteran,65+,A,C,B,D,112.03899207716306,C,E,B,150.95066411475813,91.13374023342249,E,22.457978554264887,A,E,B,1
Hindu,Bisexual,Veteran,65+,A,D,A,A,87.18764982112563,E,B,E,147.38174317987836,-15.305970598975593,E,-120.71628562588634,C,E,A,0
Other,Heterosexual,Veteran,65+,D,E,B,A,-134.89973818469477,E,C,D,36.309503409783716,54.75848633858843,E,-94.07851653431564,B,A,A,1
Other,Heterosexual,Non-Veteran,36-50,A,A,A,C,44.095876312810965,A,B,E,59.011119092121376,-12.086954324812863,C,24.33878646111786,A,A,D,0
Jewish,Homosexual,Veteran,36-50,A,D,E,C,-172.1949838016211,E,A,D,-22.768730629915648,-78.69764098972945,B,-23.539193483739208,C,D,E,0
Other,Heterosexual,Veteran,36-50,D,D,C,A,-194.4101134973747,B,B,A,-78.76792971763737,-19.674499772471197,D,193.09519492912784,E,D,B,0
Hindu,Homosexual,Yes,18-25,D,D,A,B,13.282161303949765,B,E,C,141.4358926559974,-85.75448313891343,D,192.8580375657035,C,B,B,0
Christian,Other,Yes,18-25,A,E,A,D,-34.05043286458398,D,E,B,117.87831597955993,67.72414451367264,B,57.42734863402632,D,C,C,1
Hindu,Other,Non-Veteran,65+,D,C,E,B,-67.26073186443823,C,D,C,-41.638399396068344,-47.9867766596246,C,95.27670683318095,A,D,B,1
Other,Heterosexual,Veteran,36-50,C,E,E,C,79.3363950255361,E,D,E,48.100028071193144,0.3750806610989222,D,25.458864350551075,B,A,A,0
Christian,Other,Yes,65+,A,C,E,C,27.55148139264835,E,C,D,-185.83377463926118,37.532134458920886,D,18.680599015038872,B,D,B,0
Hindu,Bisexual,No,65+,E,D,E,A,175.91328267995684,A,C,B,-46.989136997508716,71.97893835159756,D,-141.35622170511814,D,E,E,1
Hindu,Bisexual,Yes,65+,A,D,C,C,36.06426176049242,C,E,E,112.61449617256434,61.34644518428396,D,-6.271428636597038,B,A,C,1
Christian,Homosexual,Veteran,18-25,C,B,D,C,-102.70821589236859,A,D,D,-87.06190621152966,-99.35371447515944,E,0.4479697501999262,C,A,A,0
Muslim,Heterosexual,Veteran,51-65,D,D,D,D,-26.365286169903374,E,E,E,104.52655280767762,123.61825003730922,E,-163.60365519987505,A,A,B,0
Hindu,Homosexual,Non-Veteran,51-65,C,B,B,C,39.06861342263191,B,D,D,70.36920747088166,63.397554195850894,B,40.15981504157355,A,A,C,1
Muslim,Heterosexual,Yes,18-25,C,A,C,B,-40.3394215893705,E,C,A,176.38688772090657,113.10932155877231,C,39.279737928844106,A,E,E,1
Muslim,Heterosexual,Non-Veteran,26-35,B,B,A,B,-11.479155439856694,B,E,E,78.70309272199124,249.0733506217241,A,39.99890368830265,E,A,B,0
None,Homosexual,Yes,26-35,C,D,C,B,59.381298199427015,A,C,C,-38.169131752149106,132.01544221482547,B,-48.06014753985128,C,E,C,1
Muslim,Heterosexual,Veteran,26-35,C,A,B,E,48.028652770156,E,D,C,-208.05929856280363,-107.07918413553614,D,78.48720227521501,D,C,E,0
Hindu,Heterosexual,Yes,51-65,A,D,D,D,38.6146623056364,D,B,B,75.79237855916983,-9.003952474699012,A,-20.20604262599758,D,A,D,0
Christian,Heterosexual,No,36-50,D,B,C,C,-49.07250731713798,E,D,E,46.539265879445615,-64.73166803918423,E,-11.940873100571798,D,E,E,1
Christian,Heterosexual,Veteran,65+,A,A,C,C,-35.8633771214017,B,A,A,56.93522202095823,171.6011266704227,C,109.96967238284094,C,D,B,0
None,Homosexual,No,26-35,D,D,C,D,-93.41636659859188,E,C,E,34.71930349441452,12.48298139544229,D,-100.17375933004122,A,D,A,1
None,Bisexual,Yes,26-35,A,D,A,D,-161.91874365832817,B,B,D,144.79038109216583,-157.92242069788122,C,64.9711630583077,C,C,E,0
Other,Heterosexual,No,65+,B,E,C,D,-30.773733455614472,E,C,C,-161.4685747815954,76.79789226815953,C,-20.289893200221016,E,B,B,0
Jewish,Other,No,36-50,C,A,E,A,-19.011075870041527,B,A,B,-79.85810283122413,-148.77925155707933,C,42.4479175355844,B,D,A,1
Muslim,Homosexual,No,65+,D,A,D,D,-234.24655292210127,A,E,D,-32.092829955276976,-161.7043562125899,D,-26.93686995989708,C,E,A,0
Jewish,Bisexual,Yes,26-35,E,E,B,D,36.45197037807134,B,C,E,128.39756006241598,6.22687207221613,E,-21.992092216818932,B,E,C,1
Muslim,Homosexual,No,36-50,E,E,C,E,-90.08647611109637,B,B,A,-62.22762349717414,-61.02833991860297,C,-21.400364031941333,E,B,B,1
None,Heterosexual,Yes,51-65,D,D,B,C,-15.860848482219891,E,C,D,-7.275055811428686,94.11392987682312,B,108.67841079719753,C,B,C,1
Christian,Homosexual,Non-Veteran,36-50,A,E,A,E,99.38419378502378,A,C,B,54.73515315198232,-39.42603593099825,B,-47.44823662975918,A,E,E,0
Muslim,Homosexual,Yes,26-35,E,D,D,B,-41.78672715277685,B,B,A,-11.053098604247303,172.36212891140747,C,-16.207764074117872,D,D,B,0
Other,Bisexual,Non-Veteran,51-65,E,E,C,A,-91.81104404173878,B,B,C,52.646354900045736,140.80324861240473,E,-268.9044463443613,D,C,E,1
Buddhist,Homosexual,No,18-25,A,C,B,B,-122.48199476286581,C,B,D,20.386273391194578,-39.06806902363066,D,161.40503532542064,D,E,B,1
Christian,Other,No,65+,C,D,C,C,60.18411780875829,B,B,E,119.07979382533773,-170.94187792489146,D,69.26832557529309,B,B,E,1
Christian,Heterosexual,Veteran,36-50,D,B,B,B,-75.99391131363843,C,D,A,-98.9650423145536,-46.74816056553155,E,40.35657236669859,C,D,C,0
None,Bisexual,No,36-50,D,E,E,C,52.713315226635174,E,B,C,-12.065950078922642,-13.065982034730581,D,127.04690304077883,A,B,A,1
Christian,Other,Veteran,18-25,A,D,B,D,-18.975917922641745,D,B,B,143.47148671611401,139.62479701295874,C,-90.57787608898965,E,A,A,0
Christian,Bisexual,Non-Veteran,26-35,C,B,C,A,-30.612966089350724,A,E,D,133.51639292987596,-60.42224598367149,B,-81.71361476421038,E,B,D,0
Other,Homosexual,No,36-50,B,E,A,E,-144.77558154434442,A,D,B,194.71036608310246,-89.10909457101161,D,-46.61056310899173,A,C,C,0
None,Heterosexual,Non-Veteran,51-65,A,A,D,E,4.779382262614049,D,D,A,19.55611550551976,74.19080004080708,E,93.207741243518,A,C,C,0
Other,Homosexual,Non-Veteran,26-35,D,A,E,E,-106.32016694186976,A,D,B,-90.02325266742015,-111.65429266579501,C,-22.9481581391804,E,E,D,0
Jewish,Homosexual,No,18-25,E,E,C,B,62.557282388586074,E,D,D,-79.91462637575478,-28.448547420395442,A,76.92672325733668,D,C,B,1
Hindu,Bisexual,Veteran,51-65,C,D,C,D,30.942787913472298,D,C,E,69.19243690012514,-95.89806514746772,A,-46.85269268271755,B,B,C,0
