married,feature_0,feature_1,feature_2,feature_3,feature_4,target
Widowed,D,A,B,E,-47.3949261316219,1
Divorced,B,D,D,B,-18.255668041148258,0
Single,C,D,C,E,123.82067568480066,0
Divorced,D,C,D,E,-176.49061514482833,1
Single,C,D,E,A,-132.34980001010868,0
Widowed,D,A,B,B,53.794060856981574,1
Widowed,B,D,E,C,-80.71010644518924,0
Married,E,A,A,B,23.90057749353482,0
Single,B,C,C,B,224.97511479755428,1
Single,A,D,C,B,-82.60126463340286,1
Single,D,D,B,C,-15.62654484532391,1
Widowed,A,C,E,A,66.83271664760422,0
Married,C,E,D,C,174.8990219845156,0
Single,A,B,B,B,61.51507204639085,1
Widowed,A,D,A,D,-121.06018048859943,0
Single,A,B,B,D,274.443382180899,0
Divorced,A,A,B,E,-144.08040140932968,1
Widowed,A,D,D,C,-92.89928219170322,0
Divorced,A,A,A,E,112.63047698891778,0
Divorced,E,D,D,B,239.9431042355904,1
Divorced,C,D,B,E,-38.39556660257168,1
Divorced,B,A,C,D,213.967892809418,0
Widowed,B,E,B,A,-113.75979464427984,1
Single,D,C,C,A,-53.556250933223005,1
Married,A,E,C,A,22.975863130586006,0
Married,E,E,C,E,-160.9607902833558,1
Single,B,B,D,D,157.6474227383046,0
Divorced,C,B,B,E,176.62550863354892,0
Single,E,C,A,A,72.82659310382952,1
Single,B,B,C,A,54.192497917231464,0
Single,E,C,B,C,-46.09553814652339,0
Married,B,D,B,A,-108.36678258466448,0
Divorced,B,C,B,D,-20.056459371362504,1
Divorced,E,D,A,E,-37.56953221344955,1
Widowed,E,C,C,B,89.84354033304149,1
Married,B,B,E,A,-27.731553047414252,1
Widowed,D,C,B,B,117.53218419252312,0
Single,B,E,D,E,-178.2084652210892,0
Divorced,E,D,E,E,-69.96048470708253,0
Married,A,D,D,A,7.6321401887606015,1
Single,C,D,B,E,63.448067160976265,0
Widowed,A,D,C,D,-19.99725605407719,1
Widowed,D,E,D,D,-6.4274261611784125,0
Divorced,D,E,C,A,-20.440641888934426,0
Widowed,B,C,B,A,-23.35772865031065,0
Divorced,C,C,E,D,-1.6531348698093973,0
Divorced,B,E,D,A,-68.37387153423948,0
Married,E,B,B,C,136.63394845638095,1
Married,D,D,B,A,24.30510818440003,0
Married,B,D,C,B,-175.0460600225132,0
Divorced,B,E,A,D,70.87580564092005,1
Divorced,D,C,D,C,-18.794312742078475,0
Single,A,A,E,D,134.31468159976748,1
Married,A,B,C,E,-9.22497811634603,1
Divorced,D,E,D,C,-174.99494270776805,0
Widowed,C,C,A,B,121.49130790894466,1
Single,E,D,C,B,32.77274844866787,1
Divorced,D,D,D,B,101.45421573243307,0
Widowed,C,B,C,C,-137.81007569121329,0
Married,A,D,C,C,-107.50296894060915,1
Single,A,E,A,A,-9.334438802992146,0
Single,B,C,B,A,-33.933609713675914,1
Widowed,A,B,A,B,-115.64104939722664,1
Divorced,A,B,D,B,273.44797925242466,0
Divorced,B,A,E,C,185.6738162038322,0
Widowed,B,C,A,B,-12.87140701043365,0
Married,B,C,C,E,-65.75485938173603,1
Married,B,A,B,A,221.4518457295262,0
Widowed,D,E,C,B,86.95928821083415,1
Widowed,D,E,A,B,100.51001802477519,1
Married,D,D,C,C,11.073927834702129,1
Single,C,C,D,C,65.56240300148698,1
Widowed,D,E,B,C,-35.45178805168947,0
Widowed,A,C,A,C,31.843149908386188,1
Widowed,B,E,A,A,86.21662092624538,1
Single,C,E,D,E,131.28807708024252,0
Married,D,A,E,B,-11.688576354150278,1
Single,D,E,E,A,-86.24389207694774,0
Divorced,B,A,A,D,-15.03115307048696,0
Single,A,C,E,A,-117.44397025328013,1
Divorced,D,A,B,B,-105.88224742528259,0
Divorced,E,D,B,D,-80.59111395506234,0
Widowed,A,D,E,B,-56.70431689457398,0
Married,A,D,B,A,-127.67091746398509,0
Divorced,E,A,E,A,185.15015514301123,1
Divorced,D,C,A,C,-72.71168394800853,0
Divorced,B,C,D,A,-22.94450258541449,0
Single,D,B,D,B,-94.81393530610337,0
Single,E,B,A,A,-219.24110023145334,0
Widowed,E,E,B,E,107.58808274572648,1
Married,B,A,A,B,-97.18349516107733,0
Widowed,A,D,A,C,79.69906250355181,0
Divorced,A,B,B,A,0.7809712540269367,1
Married,B,A,D,A,-87.71004662121852,1
Widowed,B,B,E,D,-109.26698397126793,0
Married,E,C,C,D,-78.76197312699266,1
Divorced,C,C,D,C,170.76470347148813,0
Married,E,A,C,E,-61.363814506441415,0
Widowed,E,B,C,D,-80.1583182309441,0
Widowed,C,A,A,C,-73.84085797806141,1
Widowed,C,E,E,E,86.35556658476277,1
Single,A,C,E,E,-86.76368971119109,0
Married,C,B,C,A,2.855632199777724,1
Married,C,D,B,E,-199.800783827734,1
Single,D,D,A,A,141.53489645245614,1
Married,E,D,C,D,30.628734251948437,0
Single,C,B,B,C,99.4397332669679,1
Single,A,C,E,B,116.67426137066957,1
Single,E,A,B,B,-74.13702189027158,1
Married,B,B,D,A,-89.89757739066519,0
Married,E,E,B,D,32.90990964088509,1
Married,E,E,A,B,-4.774845985881964,0
Widowed,D,D,E,B,-98.08046763209806,0
Widowed,A,E,C,C,88.29331022010874,0
Widowed,E,D,E,A,-141.3432635822928,0
Married,D,A,E,A,40.290988046519246,0
Divorced,A,E,E,A,-55.12791260256571,0
Single,A,B,B,A,-114.93120028117542,0
Divorced,D,B,E,B,-209.8412159630572,0
Single,D,A,A,D,-202.51488926173434,0
Single,D,A,B,C,156.1071936804578,1
Widowed,C,A,E,C,-77.98414761866222,0
Married,E,E,E,E,-100.54135956788264,0
Married,A,C,B,B,27.394497360077676,0
Divorced,C,E,D,A,8.81351799193006,0
Divorced,C,A,D,D,86.95706981879088,0
Divorced,E,D,D,B,-21.90539214826113,0
Widowed,C,A,D,D,64.63250238026686,0
Married,E,A,D,D,57.55410422714727,0
Married,B,A,A,A,26.352403906621667,1
Widowed,B,D,C,A,51.329748049161275,1
Divorced,B,B,E,B,-46.74446278879304,0
Married,D,D,E,A,-82.82208200031226,0
Married,B,B,E,E,108.07608791711398,0
Single,C,B,C,D,-83.32540912194963,0
Widowed,E,E,C,C,11.662732623585494,1
Divorced,E,C,B,A,20.501377529050057,1
Married,C,A,A,E,-136.37937855102112,1
Single,C,A,E,B,-96.93465434002061,1
Widowed,A,B,B,B,-192.92625600062198,0
Married,A,A,D,B,88.69796467714315,1
Married,A,A,B,D,32.264954844739975,1
Widowed,A,A,E,D,145.24563232662987,1
Single,E,C,E,C,129.8907196572604,0
Widowed,C,D,B,D,-197.24498556314694,1
Divorced,D,A,E,E,100.72052516081074,0
Married,C,A,E,E,20.552847403671638,1
Married,E,B,A,C,79.65354798799206,0
Married,B,C,A,B,-85.5531967226977,0
Married,D,C,C,A,19.004280441044934,1
Single,C,C,B,A,95.91660122809571,1
Single,A,D,B,C,201.15046128895258,0
Single,E,D,A,D,-79.1631659705416,0
Single,C,B,D,E,104.88016854709726,1
Widowed,D,C,A,E,-16.714009311726684,1
Single,A,E,C,D,113.79720133801428,0
Married,B,B,C,C,-153.22372520351888,0
Widowed,C,B,A,C,67.25185000114924,0
Divorced,D,E,E,C,-75.54280861862156,1
Married,E,B,C,A,105.88504495417975,0
Divorced,A,A,B,B,152.31258304864198,0
Married,B,B,C,B,-114.5557797552926,0
Married,D,A,D,D,-94.45467639837716,1
Married,C,D,A,A,-55.55302236644999,0
Widowed,E,D,A,D,-124.40069614829584,0
Divorced,B,C,A,B,-74.34131200205456,1
Married,C,A,D,B,181.88309503489015,0
Married,A,D,D,B,191.1865439153938,0
Married,A,E,E,E,41.107268041790114,1
Married,D,C,D,A,176.2422191246105,0
Single,B,A,E,A,33.28180084211249,1
Single,E,E,E,D,1.7907474811338469,1
Divorced,B,A,D,E,41.786665225359634,1
Divorced,D,D,E,E,62.762584695318125,0
Widowed,C,D,A,C,-165.15295573781935,0
Married,E,E,E,A,70.3509441240395,1
Widowed,D,B,B,E,-123.11127935317148,1
Single,C,C,E,C,154.03910612640863,0
Married,B,B,E,C,-18.84599504199489,1
Single,A,C,D,D,-34.39028116798299,0
Widowed,A,D,E,C,-52.86376793773114,0
Divorced,E,D,B,B,176.15277372568315,0
Widowed,C,B,E,A,-36.877877950400894,1
Widowed,D,A,C,D,-11.268770171266002,1
Widowed,C,B,A,A,45.47099336109318,1
Single,A,E,C,B,89.24769464843396,1
Married,B,C,C,B,144.18540630181784,1
Married,B,E,A,B,76.10219706922877,1
Single,A,B,E,A,101.88585717000704,0
Divorced,A,B,A,D,-92.78544476986362,1
Widowed,E,B,A,E,-30.54987532423676,1
Single,C,B,C,E,28.14815507412375,0
Married,A,E,C,B,-119.15009288092824,1
Married,C,C,E,D,122.3394247154225,1
Widowed,B,A,D,B,-117.00936080902615,1
Married,D,D,E,E,49.018464926362185,1
Married,C,B,C,A,100.08585334458692,0
Married,A,B,D,B,-16.96662051618874,1
Divorced,A,B,B,A,150.34474851715905,0
Widowed,B,E,D,C,-6.433362073774368,1
Divorced,A,B,A,B,-115.95347652164037,0
Single,C,E,E,C,-150.8825310902751,1
Widowed,B,B,A,E,14.199419701534065,1
Single,D,C,E,E,152.56185716785185,0
Widowed,B,E,D,B,-50.42189953434788,0
Divorced,B,C,B,E,223.8590916212777,0
Single,A,C,C,B,14.59687773221338,1
Single,E,B,A,D,-189.59834686983513,1
Married,C,C,C,A,-58.76218841480991,1
Widowed,A,D,D,C,-81.27913640380083,1
Single,A,E,B,A,56.56752724799703,1
Single,A,D,B,C,-8.920722814102021,1
Married,C,C,B,E,45.21393657826815,1
Married,C,A,D,E,-0.5457234616952338,1
Married,D,D,B,A,33.461868889428274,1
Single,E,B,E,B,23.33421621854949,0
Widowed,D,A,D,C,43.01462753472352,0
Married,C,D,B,C,82.01034083110402,1
Married,A,B,E,A,-174.71372478818682,0
Single,B,E,D,A,-202.96802481756794,0
Married,A,C,A,B,-122.04151998861535,1
Widowed,D,A,A,A,64.29864708099915,1
Divorced,A,E,C,A,78.21315067167166,0
Divorced,B,D,A,A,75.56563844594017,1
Single,D,E,A,C,27.696163548230107,1
Widowed,A,A,E,C,90.91264624145727,0
Divorced,D,E,D,A,134.06523141916867,0
Married,C,A,D,E,86.10591196397537,1
Single,E,A,A,E,39.429609858736534,0
Widowed,A,D,E,E,35.91948749465774,0
Married,C,D,A,B,41.232724619344836,0
Single,A,A,B,E,55.80539514621212,1
Widowed,E,D,B,C,61.37478169281552,0
Divorced,C,C,A,D,154.30285937644888,1
Married,E,E,E,D,57.417215844456706,0
Divorced,A,C,D,C,-24.7863221463501,0
Single,B,C,B,B,-194.56586867061233,1
Single,A,E,C,A,216.47468669346304,0
Divorced,A,D,C,B,132.3664298214679,1
Widowed,E,E,D,E,-69.02215092349998,1
Divorced,E,B,B,E,-5.854623202948728,1
Married,D,B,D,C,128.95407030541068,1
Divorced,A,C,E,C,66.75242794443461,0
Divorced,E,D,B,C,-188.27830143052122,1
Married,E,C,B,B,38.191806846303656,0
Married,A,D,D,A,28.857524279871733,1
Widowed,C,E,E,A,-25.310531027122373,0
Divorced,E,D,A,A,38.56745327335584,0
Widowed,D,B,E,E,-34.52757879990766,0
Divorced,D,C,C,B,72.08207859889258,1
Divorced,A,B,D,E,-93.06271026762248,1
Widowed,A,C,B,A,-30.82582181732486,0
Single,A,C,C,A,-195.9579747659125,1
Widowed,E,B,D,C,205.6901303831066,0
Divorced,E,E,C,A,14.68442393549196,0
Divorced,D,A,B,D,-155.66221480186263,1
Widowed,A,E,E,E,50.31851717776058,0
Divorced,A,D,B,E,256.1483526408094,1
Married,C,C,D,B,-31.625318131831996,1
Divorced,E,B,C,D,-346.3238570914895,1
Widowed,E,A,E,E,24.72637130607692,0
Married,A,B,D,B,90.57452989824502,0
Widowed,D,C,E,C,69.97323917305557,0
Widowed,C,B,C,E,166.60188857712802,0
Married,D,D,A,A,-18.74819782299705,0
Single,C,A,C,D,112.43290066841105,1
Single,B,B,E,A,-22.47368321471363,0
Widowed,B,C,B,C,-98.87192225694203,0
Married,D,B,A,E,-16.347811321116453,0
Married,D,D,B,D,-116.66318807324521,1
Married,D,B,A,D,100.8225255847271,1
Widowed,A,A,A,D,175.91751143636515,0
Divorced,D,C,D,D,-30.39140059419183,1
Married,A,A,B,B,-147.1298649672318,0
Divorced,A,D,C,A,17.575309986963834,0
Widowed,E,B,C,B,17.562364797806357,0
Widowed,B,C,C,C,71.7651449731365,1
Widowed,D,E,D,D,46.97688312252696,0
Widowed,B,E,C,E,-107.81838266454551,1
Single,D,D,B,E,-9.868946953271625,1
Divorced,B,B,C,A,-55.03024162368894,1
Single,D,D,A,B,94.04343897126131,1
Widowed,B,B,C,D,59.81280292487321,1
Divorced,D,B,C,A,74.52034819385916,1
Married,E,B,D,E,-86.49772972831393,1
Married,D,E,B,A,-3.309307787076711,1
Single,E,A,B,C,-7.793095423885964,1
Divorced,D,B,B,D,-25.494688435927625,1
Widowed,D,C,D,B,-90.67123714227662,1
Divorced,D,D,B,C,-186.6978708902014,0
Married,C,D,C,D,-12.442233242376078,1
Divorced,B,C,E,C,58.865624924237736,0
Widowed,A,E,B,B,-9.681512115996599,1
Single,C,A,C,A,39.51326707247573,1
Widowed,E,B,C,B,26.03192533729455,0
Married,A,A,A,D,-158.39675946513833,1
Widowed,A,D,C,D,94.90742163099523,0
Widowed,E,D,E,B,-104.68919222329045,0
Divorced,B,A,B,B,-131.85024376499268,1
Single,C,A,A,E,-154.43814757573182,0
Widowed,A,D,B,D,-63.49983618626553,0
Single,B,D,A,C,-70.83796889136799,0
Widowed,B,E,A,B,-94.63767280506795,0
Married,C,A,D,C,-122.54780932730662,1
Married,D,E,E,C,-89.31785020299618,1
Single,D,B,B,B,-96.56419679202092,1
Widowed,B,D,A,C,-0.42882437574234333,1
Widowed,D,B,B,C,36.700680230709224,0
Single,A,D,B,C,10.83942267684659,1
Married,C,E,B,B,-1.542369765420009,0
Divorced,D,E,E,D,105.0657248367161,1
Married,C,D,E,E,-49.072500739169854,1
Married,E,A,B,C,-74.16072483238523,1
Single,A,E,A,A,-8.555606071206807,0
Widowed,B,E,B,E,72.95819921881298,0
Widowed,A,B,D,D,-8.850916916703138,0
Married,A,E,D,B,80.12774577863482,1
Divorced,B,D,A,C,-28.64441320277281,1
Single,A,E,D,E,-17.624276358168764,1
Single,B,C,C,C,70.14616040154846,1
Widowed,A,D,E,C,0.4612932691121145,1
Divorced,D,A,C,A,-48.110257321878734,0
Widowed,C,A,D,C,-101.38090256378615,0
Single,B,C,D,A,79.79763999832241,1
Widowed,D,E,A,C,-135.91685863980757,1
Married,C,C,C,D,219.84054612623058,1
Married,A,C,A,B,12.106108704422262,1
Widowed,C,A,B,C,140.54798798717488,1
Divorced,E,D,D,A,-6.206867442994794,0
Divorced,D,E,C,A,61.86688476900974,0
Divorced,D,C,A,C,57.058246275059886,0
Divorced,A,C,E,A,-204.45879694384254,0
Divorced,E,A,B,C,31.690010055890443,0
Married,B,D,E,A,76.56733532874144,1
Single,D,C,A,C,-11.799483549602256,1
Widowed,D,E,A,D,94.16239410223007,1
Single,A,A,B,A,-14.467003158280885,0
Married,E,D,E,C,-126.1812590853544,1
Widowed,C,A,B,C,-19.32215486238519,0
Single,D,E,A,C,27.54392925002064,0
Single,E,A,E,B,99.267402478672,0
Divorced,E,C,E,C,-180.80845801013075,0
Married,B,B,D,C,24.554574094549785,1
Divorced,E,E,B,B,48.8677841480369,0
Widowed,C,D,D,B,164.36220193234533,1
Widowed,C,B,E,C,-137.34345926346788,0
Divorced,A,B,D,D,-15.313061553525623,0
Single,B,B,D,E,-126.68130338631629,0
Divorced,B,B,A,A,-48.57150019412599,0
Married,C,E,E,C,128.40212041702947,0
Married,A,C,D,D,-159.22893924476148,0
Widowed,B,D,D,A,51.35177127515001,1
Divorced,E,D,D,B,36.861056451017724,0
Widowed,B,E,C,A,-39.02096880481232,0
Single,E,A,A,A,-90.83578109259616,0
Single,A,E,E,A,155.78625670523715,1
Divorced,B,E,B,A,-14.610465317666996,0
Widowed,B,C,E,A,56.872773908036244,1
Divorced,E,C,A,A,10.965229153958852,0
Married,C,B,D,E,-42.16058564412952,0
Single,C,A,B,C,-97.57650416308492,1
Single,A,A,C,D,-54.61842879526723,1
Widowed,A,C,A,D,131.57686571438526,1
Married,B,D,A,E,-19.933089087492544,0
Widowed,E,C,E,B,56.8376921496597,0
Widowed,A,A,B,A,-139.11894221420425,1
Widowed,A,B,D,C,166.25485023817762,0
Widowed,D,A,D,C,104.1825756570662,0
Widowed,B,E,C,B,-47.8901696092562,0
Divorced,B,D,B,A,-62.90971834245062,0
Divorced,C,D,E,E,-94.5496868637257,0
Married,E,D,C,B,154.74553731681794,0
Married,C,E,E,A,-21.515068189282193,1
Married,C,B,B,A,-5.021042796834934,1
Married,C,A,C,A,-189.02996990839677,1
Divorced,B,B,B,D,51.48895606736804,1
Married,C,C,E,A,40.26686088423384,1
Married,C,B,D,C,-128.7299614573481,1
Widowed,E,E,C,A,11.210105231122263,1
Married,B,B,D,E,166.0299600073597,1
Single,D,D,C,D,-146.0953177335075,1
Married,B,D,A,E,-105.24809736283176,0
Single,B,B,A,E,-52.825967255931225,1
Single,C,A,B,C,69.32755310579431,0
Divorced,C,E,D,D,15.742014607184949,1
Married,E,D,A,B,-80.94406775384485,1
Widowed,A,C,C,B,-53.0974613404938,1
Divorced,A,E,A,A,-178.6865627365139,0
Married,D,B,E,E,1.1278981582658614,0
Married,C,D,C,D,90.74065454350539,0
Widowed,D,A,C,D,-72.6269155000911,0
Divorced,B,B,B,B,32.97537418215812,0
Single,C,C,A,C,8.625919788728265,0
Divorced,E,C,D,B,37.61442769561076,1
Single,E,C,C,C,19.973142058893963,1
Widowed,D,E,A,B,134.63263874108117,1
Widowed,A,A,B,C,-97.84130862825603,1
Divorced,A,D,D,D,-75.49881765386168,1
Widowed,E,D,E,B,134.6062848714058,1
Divorced,A,E,B,E,116.69285455498976,1
Widowed,C,C,C,C,-3.0006752201942386,0
Widowed,D,D,B,D,-3.531463901670026,1
Divorced,D,A,A,D,83.53815146708094,0
Widowed,D,C,C,A,6.2807053632036345,1
Divorced,D,C,A,C,34.39329623244709,1
Widowed,A,A,A,B,-114.84383754851923,0
Married,B,B,B,A,-244.54731197113796,0
Widowed,E,A,E,A,-26.420504480481565,1
Widowed,B,D,E,C,35.97650342550992,1
Married,C,A,B,E,-64.79763800917773,1
Married,A,E,C,D,-75.03823461986222,1
Widowed,E,D,B,A,61.51994714729546,1
Divorced,C,D,B,A,-71.15533553259074,0
Widowed,A,D,C,C,3.2664430035097594,1
Divorced,D,C,C,D,106.80322530626923,1
Single,B,C,A,B,44.91925998098717,0
Married,D,C,C,A,29.042097381160115,0
Single,E,A,B,A,58.128669365058514,1
Widowed,D,C,C,B,-134.94690195119114,0
Divorced,C,D,D,C,94.83972427477974,0
Single,A,B,C,C,-26.518273949342287,0
Married,C,D,C,D,149.2593472250262,1
Married,A,C,E,D,22.95723754803607,0
Divorced,C,D,E,A,-42.89652358150996,0
Divorced,A,D,D,A,41.14313107274569,1
Widowed,A,D,D,E,-61.115731805269014,0
Married,E,B,E,D,-72.10789028356808,1
Divorced,D,E,C,E,231.76716938204237,0
Married,C,A,E,E,-24.55610643319983,1
Married,E,C,E,A,-133.1841905575527,1
Married,C,B,A,C,37.41841215733906,0
Single,A,D,A,B,27.054271446733054,1
Widowed,B,A,E,E,33.26641039033844,0
Widowed,D,E,A,A,75.46527884794186,1
Married,E,E,D,C,98.7136587174292,0
Widowed,A,D,C,B,-190.58224917095953,1
Married,C,E,D,E,-51.008694729962365,1
Divorced,D,D,D,B,-18.95145479544384,0
Single,E,C,E,C,-42.258317417276054,0
Divorced,A,B,D,A,-51.2879115046782,0
Single,A,C,E,A,31.5280419965279,1
Married,B,D,C,D,-78.3518020919927,1
Widowed,A,D,D,A,-6.077046452181426,1
Divorced,C,C,C,E,47.447083628278335,0
Single,A,D,D,B,-23.796610074904578,0
Widowed,A,A,E,C,63.304260454730446,0
Single,C,E,B,E,98.0680798385652,0
Divorced,E,B,E,A,-112.49320621527407,0
Married,A,C,D,E,38.97421375461612,1
Divorced,C,C,D,D,98.24441657691169,0
Married,E,A,A,D,151.4386525128355,0
Widowed,D,D,C,D,-16.409889322618227,0
Married,B,B,C,A,-9.28024156510142,1
Divorced,E,B,E,B,92.15303499423378,0
Single,B,D,C,B,-35.13036950416471,1
Married,E,B,D,D,-201.02961249612537,1
Married,B,D,C,D,-70.96349789620461,1
Divorced,B,D,A,D,50.207257821529424,1
Divorced,C,E,B,E,-39.45409859983838,0
Single,C,C,D,C,-44.8288915677702,0
Widowed,B,D,D,D,114.53528389253627,0
Married,B,B,C,D,-188.03738922077864,1
Divorced,E,C,A,A,-21.16330359424298,1
Married,D,E,A,C,76.67201774394653,0
Divorced,C,D,A,A,37.4177091327602,0
Married,C,C,A,A,-32.38446790652873,0
Single,D,A,B,E,-15.668214312070027,0
Divorced,B,E,C,D,56.00219463024627,0
Married,E,A,A,E,-28.31089419160598,0
Single,D,A,D,B,-12.47436647596162,1
Widowed,C,A,D,C,101.6635812586699,0
Married,E,C,B,E,-35.46830296584108,0
Divorced,A,B,A,D,86.97550223899263,1
Widowed,B,E,C,A,67.60018576062534,0
Widowed,C,E,C,D,7.882081769621084,0
Widowed,A,A,D,B,-30.249135318811675,0
Widowed,B,C,E,D,25.258701001533357,0
Single,B,E,D,C,62.56116944083174,0
Divorced,C,D,A,C,53.69768746714691,0
Divorced,D,B,A,A,-102.43387957586762,0
Married,E,B,E,C,-134.09524690174865,0
Divorced,A,E,B,A,28.064437200991637,0
Widowed,E,A,C,D,117.04950067821487,1
Divorced,C,D,A,D,-133.07727770282222,0
Single,B,C,C,C,151.67984401891604,1
Married,A,A,B,C,-45.11740315807263,0
Single,A,C,E,E,3.5786739107135075,1
Single,A,E,E,E,-78.46053582036632,1
Married,D,E,D,C,91.00487363665547,1
Widowed,C,A,C,A,-101.16993775561018,1
Widowed,A,E,D,E,106.27229470313169,0
Single,C,B,C,C,-139.68921313240384,0
Divorced,E,E,C,C,-192.02276141696709,1
Divorced,C,A,A,B,-171.876581246995,0
Married,B,A,B,A,-92.71154557804388,1
Married,B,B,E,C,-34.948861940095135,1
Single,C,D,B,A,36.76383816849121,1
Single,B,D,C,B,7.772966858610037,1
Widowed,A,E,A,C,-86.75659328738445,0
Widowed,C,C,C,E,-127.40880601744647,1
Single,E,C,A,B,46.65339416068851,0
Married,C,B,E,B,-35.642786818536,0
Single,A,B,E,B,-59.78433618574076,1
Widowed,B,C,A,B,18.512204935314056,1
Single,A,A,E,E,97.15567977233547,0
Married,A,B,D,B,-56.53640948196661,0
Widowed,D,D,D,E,-100.86320643988826,0
Widowed,E,B,A,B,-105.23410366848552,0
Married,C,D,A,A,-188.28185039086273,1
Widowed,D,B,A,C,57.97167116772495,0
Married,D,A,A,E,46.2887660728729,1
Divorced,E,C,C,B,-124.7848133031422,0
Single,B,D,A,A,34.30790073350802,1
Divorced,A,E,E,B,31.154859771077753,1
Widowed,A,C,D,A,127.96920388255413,0
Widowed,D,A,E,A,66.43100914470692,0
Divorced,C,E,B,C,-140.12293747196176,0
Widowed,A,D,A,C,302.4559552161882,0
Widowed,B,B,B,C,-70.67795050955426,0
Married,E,B,D,C,-36.99304994379019,0
Divorced,B,A,A,E,84.89990663536788,1
Single,C,E,C,D,11.564655204341557,1
Single,B,C,A,E,8.024764830725143,0
Widowed,D,C,C,A,251.75424206269525,1
Married,D,E,B,D,-9.672798887091929,1
Married,B,C,C,B,32.08801572201639,1
Married,D,D,A,B,37.72489926446042,1
Married,C,A,C,E,264.7414188069538,0
Single,B,E,E,E,-36.95418231666618,0
Married,D,E,B,B,-84.13205035636713,0
Married,D,B,E,D,196.4372740788011,1
Married,D,C,A,A,-94.52163924318762,0
Divorced,A,C,B,D,-97.20090273892752,0
Married,C,C,E,D,-58.56571191868609,1
Widowed,E,C,B,A,-92.19141662148998,0
Divorced,D,D,D,A,53.06531161382701,0
Widowed,C,E,A,A,6.1982740443108675,0
Widowed,D,E,A,E,122.11549409108937,1
Single,A,E,B,B,-58.032981969768336,1
Married,D,C,C,C,-4.374805375420912,0
Married,A,A,E,D,-28.429700751980054,1
Divorced,A,E,E,B,-36.93579395280813,0
Single,C,B,B,E,-26.223835858760893,0
Widowed,A,C,E,D,7.609358918241036,0
Single,E,A,B,B,20.647460799441138,1
Divorced,B,E,C,A,76.69606268714297,0
Divorced,E,A,C,B,132.11356189114275,0
Single,A,E,B,A,-73.53352297086045,0
Married,C,A,A,D,50.90302458205396,0
Divorced,E,B,E,D,88.05256893633911,0
Married,D,B,C,E,1.1514237019742328,0
Married,D,B,A,C,50.542173943225876,0
Widowed,C,B,B,B,-75.66383331103755,0
Widowed,A,E,D,A,-132.24907054538292,1
Widowed,A,B,C,B,-103.55191002545405,1
Divorced,A,D,B,A,-11.119061551326785,0
Married,E,A,E,C,-77.36824549802803,1
Married,C,D,D,C,108.18618041987264,1
Widowed,B,C,B,C,-42.882162167617984,1
Widowed,A,A,A,D,-25.47108839443453,0
Divorced,B,B,A,D,-155.20046855887875,1
Divorced,B,B,C,A,109.87374980066143,1
Divorced,A,E,C,B,-47.455192933257166,0
Divorced,B,A,C,B,73.52996411878779,1
Divorced,A,D,A,D,19.855888942220545,1
Divorced,C,A,E,B,22.75974079125768,1
Single,B,C,D,B,57.58883363223269,1
Widowed,D,D,E,D,-159.849565143569,0
Single,A,D,B,D,76.49261865839546,1
Married,B,E,E,E,-39.10732642804669,0
Divorced,C,C,A,E,-68.46128942627196,1
Married,C,C,D,E,-94.31415150831475,1
Widowed,A,D,D,E,-73.10036603456119,0
Single,D,C,A,A,-75.00256349261893,1
Married,C,E,B,A,-128.8394747690867,1
Divorced,C,C,E,D,-55.329133787859966,1
Widowed,C,A,E,D,73.97969228947385,0
Married,B,B,C,E,286.2337171340573,0
Single,A,C,B,D,2.3052097142832304,0
Divorced,C,D,B,D,-30.040730093724893,1
Single,E,D,D,C,-102.19551494399164,0
Divorced,B,E,E,B,25.873271036247473,0
Divorced,B,C,A,B,-186.24739028118057,0
Married,B,C,D,D,69.53146059272557,0
Single,A,A,A,D,223.71378097596812,0
Widowed,A,B,C,C,-97.42935364628768,0
Widowed,C,E,D,D,36.201963898226595,0
Single,E,C,A,A,229.49702601324037,1
Married,A,C,C,B,3.540210391561912,1
Divorced,D,B,D,A,-39.727525716148,0
Divorced,C,B,B,B,-170.90571812873094,0
Widowed,E,C,B,C,77.50286310972137,1
Widowed,B,D,D,D,103.58200071566644,0
Widowed,C,A,D,D,-96.39948480133145,0
Widowed,A,C,E,B,6.987289832268968,1
Widowed,B,E,D,E,-21.619263932901582,1
Married,C,D,B,D,64.01675650495903,1
Widowed,D,D,C,E,-88.22005440818346,0
Widowed,C,B,B,B,41.74006776516267,1
Single,B,D,E,E,-32.5842396482254,1
