nation,religious_affiliation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
India,Buddhist,-2.725689477183001,D,D,-18.154170613299502,-80.35603299991502,80.42957670875575,E,B,-20.83951124550142,A,57.39322857869905,D,0
Other,Jewish,80.54766562164835,A,C,-153.6496887388683,49.43957004729191,100.10013274438643,D,C,76.98101645531433,C,140.19398222062912,B,1
UK,Christian,101.85724338377906,A,E,156.53282876537978,-86.54436058743656,45.92553865756096,C,B,141.28010583678883,C,-254.09696924855703,B,1
UK,Muslim,67.35686554963122,D,C,-38.26868690060842,224.04300835801436,125.1040412629405,C,B,13.181703467177591,E,-117.13921528888463,E,1
China,Hindu,71.7743747554247,C,C,84.1503547118038,22.802411129246895,18.57751283619701,C,E,23.055679993019833,C,7.927998167633773,C,1
Other,Jewish,-2.78791868782822,B,C,-23.208174502508204,-42.0809202847147,86.16653628645237,D,C,-41.03576799327045,A,-103.11067292229342,D,0
US,Other,108.61567936588013,B,E,22.66487490634806,16.81505078102242,92.63468775076483,B,C,20.94217886187428,C,52.93856735889003,C,1
UK,Muslim,32.64524193561949,D,A,26.25364971842787,9.252437679894038,106.94503116179261,E,C,-91.70594653937725,A,6.745759384913747,B,1
Mexico,Jewish,46.29504733370495,E,E,-61.573759322565266,76.1016749129101,107.35332833359747,A,A,-277.7823185980478,C,-32.65799941657184,E,0
India,Other,8.919751658631009,A,D,-126.47754350701,65.27124386217464,29.585660005359966,A,E,-32.71618900510592,B,-86.20962348747264,C,1
US,Jewish,-25.088534898348268,D,E,-34.62463565722976,129.82361230483127,-25.943267599817553,A,A,-24.095046259729962,E,-28.51455484094319,B,1
Mexico,Muslim,-0.7834756377775819,A,E,62.40710019457363,-87.37827599648746,144.30614698291103,E,E,-145.37535313754432,C,5.093166033514192,A,0
Germany,Other,10.978124631926791,E,C,-32.95776648257681,-56.835830469675216,-48.107705968290446,B,C,-68.90016340325832,A,45.72793700065602,A,1
UK,None,141.12885028394186,C,D,-160.08886053137002,-21.28994472110187,-162.9342370093229,A,D,-42.57894132425301,E,54.73379285464207,C,1
US,Hindu,8.950603480774474,D,D,-52.1944944227203,-136.01799852315085,-93.52902267840585,B,B,26.012870743026205,A,62.54940207011067,E,0
Other,Christian,30.59229019619828,A,E,105.09385718822305,56.43372174441663,175.76797984064768,E,B,-98.81818189621939,B,64.86607823770348,C,1
Other,Jewish,-136.9219736736563,A,C,42.55818067043566,47.265286887596204,22.510796885482605,A,B,129.43688523144857,C,2.9710211106954088,A,1
Germany,None,-298.60587703009065,D,E,61.65246475342416,-75.91961126927701,-9.168030532346926,C,C,48.20612680616465,D,35.47018830722827,A,1
Brazil,Jewish,184.3514598222346,E,B,23.341066061096505,69.48946512656575,84.73203001349934,B,E,-5.189723592393439,C,20.096193484821264,D,1
Germany,Buddhist,17.0221726199514,B,D,-29.207449575840176,123.97237251164235,51.09888608353261,E,B,12.18094576594237,D,26.207853217823995,C,0
UK,None,-33.94694422052073,E,A,33.589614730740166,-63.148811588803156,-83.95181631895234,A,A,-37.98231209627755,B,32.70626635302518,E,1
China,Buddhist,34.903642566569935,D,D,157.10146425094374,4.118370575590044,47.344718683406775,B,D,155.11882934597062,D,151.45069086055943,B,1
Brazil,Hindu,75.97300894115105,E,D,23.89107588974251,-12.710005639866962,-67.51006140736584,B,D,5.787124493935955,D,-0.906381836896083,D,1
China,Muslim,-57.50583153805038,D,D,79.69631091867963,-55.17149098575309,-16.733855185537514,A,A,-93.48174652075578,A,-183.8802076428864,C,0
India,None,-22.176828710268925,E,C,-67.92777564162684,35.35751681041756,5.6714492192634935,A,A,2.696688565663321,A,50.118100350260555,B,1
UK,Muslim,67.16575666142641,A,E,-136.9015216173517,-54.946610280491846,38.601442827233846,C,E,-20.700570151613952,A,-74.21975480521718,B,1
US,None,-29.723026690526428,D,E,-15.685955093344091,0.5956932210773078,73.43434916128362,A,A,88.00183974471453,A,70.04449855092292,B,1
US,Other,42.78369355027464,D,C,-51.003092379523466,-89.95360519828881,173.56869493486323,D,C,54.62240781960402,C,-176.1631385996676,B,0
Mexico,Christian,101.31896447779958,E,D,154.6549484231659,-79.01824425795448,-152.6816448371948,B,A,-102.3664161821578,C,-32.72956232525489,B,0
Brazil,Muslim,-82.43052970653157,E,E,97.15491813091853,-64.05121303019992,-37.51023572530299,C,C,-38.420650470588434,A,-44.61489459765328,C,0
Mexico,None,81.594448686198,C,C,-49.9283416744114,-135.41773046789206,200.2094740678456,D,C,-74.21745011314322,D,-138.95593578716833,D,0
India,Other,135.86586784121312,E,C,17.17768256267197,-70.34556076286098,-150.99475713403694,D,E,88.16513417780325,D,-138.73979743109186,C,1
US,Other,-85.3042039691016,B,C,-72.86560046618737,23.032262963521756,16.314635938314048,B,E,89.14467753176623,E,8.089784387103508,B,0
Germany,Christian,79.94433712258677,B,B,124.64653811638398,-60.19065437150751,-110.95008189690753,D,C,26.46946724333018,B,-122.82351056710267,B,1
Other,Other,-95.1449212038804,B,A,-8.968985002957767,71.65070925939835,-50.895196444825494,D,D,125.2512760283859,B,-56.478835305024354,E,0
Mexico,Muslim,57.25437035297143,E,A,-30.464804988387023,-196.94093955741613,-60.66665826818899,C,B,73.7890964426215,B,127.28375963126155,E,1
Brazil,Other,36.175001414225434,D,C,-51.99223449165793,94.01614707621486,12.94375424580712,E,B,79.71461350871922,A,70.6920889481019,A,1
China,Hindu,-19.434021073771003,A,E,-13.574079385546064,87.1309493287711,-82.34139593527634,D,D,-30.525182982747285,C,-87.82085038400133,B,0
UK,Muslim,-270.6491600169857,D,C,64.79412040195558,180.52898791654434,32.480428285105376,B,C,228.98737514431664,D,-61.68430765530955,C,1
US,Christian,-55.21895095670079,A,D,18.82635772710577,-42.560665231515614,127.03631201062144,A,D,62.76464611385379,E,131.23164633208788,B,1
Germany,Jewish,-75.03081504608274,C,D,127.82137902770141,142.4834100086769,74.66307174058548,C,C,-31.502103959913054,B,108.99628979585643,D,0
Brazil,Christian,-13.2632363462567,A,A,145.70104959507057,143.0923231248737,-38.56138617415767,C,B,-157.20159890885947,D,-13.28959248929138,C,1
Brazil,Hindu,-98.95333236522593,B,D,-24.404153744551866,167.48960193119987,-76.40870146173182,D,A,6.373982088451494,E,-138.9037301584906,C,0
UK,Jewish,84.95807067664796,C,A,-72.96473629097274,18.83832059952972,-108.80569205562051,A,B,-6.987883108923178,C,27.901206156588326,E,1
UK,Jewish,-90.8628152404543,D,E,106.49797119485669,-104.79910383154116,-24.518432001711368,B,D,168.88652010891835,A,32.60875233884208,A,1
US,None,106.32180596562817,E,E,14.375936405613912,-58.289089486343556,5.127988478734471,B,E,-181.95824800625743,A,-35.599986878754834,C,0
China,None,132.25830593723342,D,E,71.7059758102867,-62.36693018480926,-94.87460489679728,C,B,-87.88426486731407,B,-7.910117242090359,E,0
Brazil,Jewish,134.55580049550454,E,A,-144.13510287675626,42.225202919727124,-76.27817329199507,D,D,7.631267755664159,E,-14.98744964310704,B,0
India,Hindu,-87.0988406363396,C,D,78.98573592376368,2.483087424311556,19.364636039737164,E,A,270.301339769646,C,-18.164909582540886,C,0
India,Jewish,-34.041326557706114,B,E,-20.39776731283572,36.378880029506895,14.764034138356536,A,A,82.41445025718335,E,-182.7630184716678,D,0
US,Muslim,-30.70102832222806,B,A,314.6000383633455,-52.78409209661022,87.08592692609649,A,E,-17.11831875016428,C,-135.98728360793774,D,0
India,Buddhist,-12.088755845207123,A,E,6.9728853122686685,76.52338059312241,66.14388175457694,D,C,39.1215825016146,E,-140.8493688375922,B,1
UK,Buddhist,-52.39665291274969,B,E,-38.70533043073266,-6.3870907674153985,-242.57176483489803,D,A,22.194874628268764,A,8.045128760542168,E,0
UK,Hindu,-138.2632826792186,D,C,176.09014562218158,-223.04590748570425,-9.482056740518106,E,C,214.79497559184924,E,-13.484385816735289,A,1
Brazil,Buddhist,17.439735928920406,D,C,-94.10720705318234,175.93246667194288,34.614966194611306,B,A,-120.92408788762343,A,-8.500861343995672,B,0
Other,Muslim,-118.19352535331964,D,B,-148.10849150373107,-102.29106699260231,157.39638861999822,E,E,95.11422176262823,B,79.3011928056812,E,1
Mexico,Hindu,128.05355958010546,C,A,-28.758548018982733,13.07380552028215,43.30204659501905,C,C,42.289298705469065,B,-69.00280278665666,C,0
Germany,None,18.755986062528514,C,E,29.41347788391628,-82.46646534803914,235.41798751377897,C,D,72.04495467827944,B,-146.76140669578564,C,0
India,Jewish,42.142892930062345,C,E,-71.42584591559485,5.209661317987956,-57.52973318281288,E,C,-36.360795638418594,C,-160.10833886498466,E,0
India,Hindu,94.97063607148357,B,D,94.64755622292671,-5.058814693182573,57.946397085612524,D,D,43.50413407904644,C,33.77101350650208,D,1
Other,Jewish,-11.78304643224171,C,A,97.91154767658897,164.98619047183757,-142.71027496267982,E,A,-34.34465154738353,C,-98.71081213099991,D,0
Brazil,Buddhist,-35.48150582116954,C,D,35.53176195454783,135.74948445980567,57.18537401596011,C,E,-137.41036253683282,E,-212.4147614572228,C,1
India,Hindu,73.38314694342218,B,B,163.4574637021003,-40.1185036453827,-8.117965569389298,A,A,137.36262881283076,C,17.62977589526583,A,0
China,Other,71.41842523545812,C,B,-33.994029430466895,-5.955872559570233,-149.78936252552032,B,C,-22.80501925142936,B,-166.05273686173138,C,0
Brazil,Christian,160.11881821342274,C,B,54.56354212113761,223.37131153936988,65.98831862102406,C,A,-60.65477187465371,C,65.1704916604126,B,1
UK,Other,213.80644709229887,B,D,24.40780919943418,-43.22252609827695,-6.323556580912857,E,A,95.32728988234506,C,16.666211987461974,B,0
US,Muslim,71.31993279687654,D,B,31.718420498793996,10.682373676656608,-64.5255626286429,B,A,-105.48105183489595,D,7.029581788529693,D,1
UK,Muslim,79.55249890813275,B,D,-29.212249222039212,143.15188469594767,26.846418720608252,D,A,-95.89106746651395,E,-62.489823477252585,B,1
Brazil,Other,-245.29951482005373,C,E,-10.947647811841096,217.933777114554,-30.335143176250547,C,E,61.55714980846431,E,57.70784781466585,A,1
Mexico,Muslim,56.81548688440131,B,A,126.88666970271412,22.267174612106164,37.51234907904406,D,E,-136.64730510320555,B,139.6183236336717,C,1
China,None,-121.19720787590798,A,C,91.7716598519592,-1.6572227410144122,-78.61412693625603,C,C,-140.58449801197492,E,-73.7428043545305,A,0
US,Christian,-193.64925903842555,B,B,59.10610856010068,8.208584573513445,-11.696641389530715,D,A,-116.77309893394639,B,-125.68999229751785,B,1
Brazil,Muslim,-102.03088221687844,D,B,-168.26433355425775,27.278777251228615,-14.134608205719838,B,E,34.82525247763759,C,15.197400854892756,C,1
Other,Hindu,-75.22044068529429,A,A,163.586134300311,-35.266515037069645,-67.72490595674996,C,A,-22.295044586590496,D,-17.65592628574305,D,1
Other,Christian,-77.07785723435273,C,A,-43.27528372497667,-0.9066713225968341,-107.19864991264123,C,C,-13.136831606672411,D,114.48954871922645,C,1
Other,Other,-11.641848480047882,C,B,-18.13425946854842,-91.79977406652885,53.12123863584851,B,A,185.58743166639064,D,44.83627683448603,C,1
US,None,-137.65296114446514,E,C,54.93349468704209,-64.57646501403485,52.459886068376996,B,D,-42.926341939986685,C,141.93574724198152,E,0
China,Jewish,23.67690478341281,D,C,26.25250079295885,14.27072069609991,-33.66886504487775,D,D,288.3005061126785,E,-195.30775642713533,E,1
US,None,-42.1760588779224,E,B,135.00315072204629,-123.85243857161272,-198.63612384239465,E,D,-121.09847077506069,B,68.84189123478316,D,0
Other,Christian,106.76752264065514,C,D,-51.43918633374142,-61.334672315730565,148.45766124895385,B,C,95.83864151096846,E,38.45657426087707,D,0
China,Jewish,-167.03262050097572,A,E,-223.90041613363917,20.190817224572797,13.66375137446262,B,C,24.32865540641997,D,37.25726238557309,D,0
Other,Hindu,185.4332149573824,A,B,174.85343779307448,-29.88844012453928,176.56360872828242,D,E,-15.707185626007236,A,-58.32900814148808,B,1
Brazil,Jewish,-43.29896960758378,A,D,32.86913113102871,-137.73926109590965,-78.02274321709332,E,E,275.86820951625657,A,46.30379703402645,D,1
US,Hindu,6.364611747402781,A,E,41.26157781561239,98.23465281502428,164.82938827973535,A,B,-70.8250990240492,B,113.55063111268701,D,0
India,Muslim,0.15411492797693713,B,C,-27.16235444694982,-35.0686020509952,37.273663577116196,D,A,-114.47264548769161,A,-60.244156097860454,A,1
India,None,55.377246453395365,E,D,-119.82185441801678,-108.02903446375348,-139.3551111506119,C,A,62.2888094646501,E,115.67646863893988,C,0
UK,Muslim,-84.85053599560335,E,D,72.35910310068577,-192.07518111530737,-16.867758859004713,E,D,81.1230828012598,A,181.86460181097848,A,0
Germany,Other,-3.4714904217559344,B,B,17.506539717680436,-40.810593538181045,82.33821030465953,C,E,-80.76379327473852,C,-158.11458779945323,A,0
US,Muslim,64.2813414521019,E,A,108.61637474690593,-104.75835173130488,6.318542833597575,C,E,4.1622516751346925,A,74.39142655998049,C,0
India,None,-143.35667513829574,E,B,197.00445086511576,-213.92020390435977,17.085248150096334,D,C,172.89993356132433,B,5.578218748211564,E,0
Germany,Hindu,47.12709463957377,E,B,-220.2417494863642,-69.4421747407884,-124.56348825573731,C,B,77.66356626234864,A,120.21718300126898,E,0
Other,Other,-10.794975107004394,E,D,-106.78121903476799,44.31611661386851,42.518735563788354,E,A,3.3600727767652065,D,206.00027165308768,C,1
Mexico,Muslim,111.36228801490817,C,A,33.68342732222242,98.80696255917442,134.76638766454428,B,B,100.58593703893281,A,-85.44628116756391,C,1
China,Hindu,-44.774351962138326,D,C,-47.76889731721935,-8.074592163671698,-133.49759659078174,E,B,41.57974158904078,D,119.43196550878244,A,1
US,Buddhist,-150.89436345571525,C,A,-22.592929804867502,-184.176234378316,81.28719347071805,E,D,21.072837481195474,B,-9.158729664878262,B,1
Germany,Hindu,39.522695069616205,E,B,72.15009916646954,-8.239691234286301,15.363734319897649,B,A,-157.30707710149454,A,16.77778973908444,B,0
UK,Buddhist,98.12913221715041,C,E,-81.8775093779984,-148.57739178112374,101.16000211431586,C,C,219.54655051210517,D,-178.07974362490776,A,1
UK,Hindu,121.52828153130362,A,D,24.159154575087076,-23.142247287745953,-167.52174013009648,C,E,-7.8022783424102276,A,17.718116540294915,E,1
Mexico,Muslim,-231.56801261065237,A,C,174.1720413182986,-35.73627170017553,76.24143449930881,A,B,-103.01130511736652,D,-100.75047046929859,D,1
Brazil,Hindu,-55.928769180530495,C,B,-102.10519983229264,-167.8257785922449,-120.36124684599207,A,A,22.95158406966646,B,108.19560216761816,B,0
Germany,Jewish,-105.32229546540461,D,B,-44.77254218980535,137.9579071029282,-178.58178097928788,C,C,137.5804739996275,A,7.362284788671457,E,1
Mexico,Christian,114.8845352994856,D,E,76.298954306912,48.93204666284023,40.07043108514809,E,D,-305.4644996698596,D,19.167470733968106,A,1
UK,Hindu,160.18109838843213,A,C,167.68397660170467,-11.27809486289868,-145.65919507171253,C,E,90.41074722529177,B,-108.23492715249074,C,0
Germany,Buddhist,-74.85958527566785,E,E,-94.90390953199694,173.7955635347983,199.85894224354607,B,D,-116.69979861256516,A,-4.254654850974738,E,0
Mexico,Hindu,-45.50145616864232,E,C,-78.40912494856825,127.10542121587673,71.60874172560095,D,D,-47.816821592393694,E,-78.6056758436948,E,1
US,Christian,-92.76401224776762,C,A,-40.97158987815179,123.5148222514179,-180.71685788838724,A,E,49.88156551307614,D,-178.71722981432583,E,1
Brazil,Muslim,-47.62384161306237,E,E,-90.09527734555795,74.92492067928558,18.813723434699693,C,E,205.55818414206018,C,-75.92084936097771,B,0
China,Buddhist,-8.85123647315775,D,E,-0.5567587491670164,116.4329059548961,16.662683758182055,C,D,78.16246088307985,C,25.10807883129567,E,1
Mexico,Hindu,97.7174501920957,C,B,-43.91786487914654,-57.4862536712272,-67.47075989788762,E,D,93.79525618663868,A,-51.09968240677682,B,0
Brazil,Other,-114.00388366442364,C,B,-45.113393003144026,99.26382845662296,26.660458906650923,A,B,-72.52788971044289,E,-14.533012845774579,A,0
China,Buddhist,-25.953286509673255,B,B,60.17626417164136,31.594950170647735,-120.5799742904569,B,B,30.447121170790854,A,82.12803649263142,C,1
Brazil,Jewish,-59.4476359396378,A,A,-88.14737004667141,-39.277615019252686,6.489797209387685,A,E,65.50282956603954,B,16.00035065506768,B,1
Germany,Hindu,40.442428992069196,C,E,-21.435327172191194,15.29447157789415,-10.200082910566877,D,D,-25.821913445306805,E,60.143833353890905,C,1
Brazil,Buddhist,-159.59016917352983,D,E,-122.5759142522226,2.752087175686765,-125.49312826661294,A,E,97.72960630403638,C,113.0084347859258,A,0
US,Muslim,50.26174418567266,E,E,17.543955105838904,-136.97724768011204,-16.705720959146,A,D,-94.52494233801039,D,163.79509809552644,E,1
Brazil,Buddhist,-31.963619986551173,E,A,-73.5683405610279,-57.162733332531815,-160.27578698258776,E,A,117.74458611453278,B,135.23993418298602,C,1
Germany,Other,-26.093265360030994,B,E,118.80160858457435,125.30541945081413,62.454905395005,C,D,4.165965027669833,E,41.048191368858014,D,1
China,Hindu,236.6834498998861,E,B,-6.909951551884872,-148.85633532565475,-57.35928453597131,E,E,183.69818073438026,A,-59.00757146059442,C,1
Brazil,Christian,16.445030623500607,E,E,37.264551659301695,115.14475453875548,-140.71629161734097,A,E,88.29498496963527,E,-62.60056910091619,B,0
Germany,Other,66.77495536616598,A,A,-87.33280366878144,-95.50994149096753,80.03431258932251,C,A,-6.727668893608082,A,-169.8703991600251,B,0
Other,Hindu,-125.1946536693297,D,C,3.45158780098712,-102.71912915269652,55.53452077693096,D,A,-101.14668983246699,B,79.23277874459654,B,1
Brazil,Christian,-20.89024416344763,C,C,-78.1571353436123,-5.91648635961107,-39.63207562386898,A,D,46.042853627522746,D,2.6890766549759473,C,0
Mexico,Christian,-23.827229945964064,E,B,-189.8227738869505,154.7682875820334,-6.70748777757494,E,A,-82.1880823416122,A,-32.12722130472721,C,0
Mexico,Buddhist,74.43755498064158,D,E,-58.77730658286199,-9.036973031361004,71.5881521177096,B,B,128.25820061233821,E,-61.25142740145544,B,0
Other,None,-113.26995944007756,A,C,-12.364976104592957,59.52602501201054,-84.7748651209562,D,A,162.93016265369937,C,109.29373619471414,E,0
Mexico,Hindu,220.04429141098618,B,D,-46.51131175697778,-111.83995447694126,-85.01046593837606,D,E,156.29770244650865,C,-33.59696164349737,C,1
Germany,Jewish,-97.71014797213512,D,B,36.50627460092543,61.648122097844,-142.4651473301082,E,E,47.43457880786337,B,-131.97196933686905,A,1
Mexico,Muslim,-68.10843569752075,A,E,33.28696318064907,-92.61739798814507,122.39692277573002,D,B,-16.64224309018656,C,31.89471021664999,E,0
Mexico,Buddhist,-21.31053778036586,C,E,-141.07617940551773,-132.3164496459471,143.7170829995625,D,A,66.72026829720869,C,-114.2597066080653,A,1
UK,Buddhist,149.32737950371464,A,A,68.50063313279995,-11.464834805683829,45.29020992415602,B,B,-127.75775511359096,E,-121.83885873914255,C,1
