religion,sexual_orientation,Race,age_group,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,target
Other,Other,Hispanic,18-25,-19.81690466640705,-118.51782259063688,B,-37.15626926340906,B,C,A,A,B,-97.59616367054751,B,A,-139.67702305775674,B,-62.871082392738344,B,E,0
Other,Homosexual,African American,51-65,-1.4147845098901868,-181.92489312195465,B,114.73978003402412,A,D,A,C,B,77.85570861050427,D,A,56.04223798362784,A,-109.64601202222248,E,A,0
Muslim,Bisexual,Other,65+,76.02642176256454,-111.97422233359234,E,-195.35594306884906,B,B,D,C,D,50.63607355503355,C,C,27.53436935516625,A,-58.32250400323692,C,D,1
Muslim,Homosexual,Asian,36-50,76.97690372904545,140.41796196673857,C,46.82136839589033,C,E,C,C,D,135.4247288695677,C,D,-26.092198503098274,C,-20.143902024988762,E,E,1
Buddhist,Heterosexual,White,51-65,-86.69916901350663,-120.2837810119422,C,-46.25304705957102,B,D,E,B,E,-208.98160540361147,E,A,-117.24147832800809,D,-212.93466492501292,A,E,0
None,Homosexual,White,65+,123.30163442293276,-61.10617128136756,B,34.995992462305345,E,A,A,B,A,-0.41739677917115026,E,E,-56.583328879933724,E,-11.08649952825238,C,C,1
None,Heterosexual,Black,36-50,7.869565964076025,4.796124053981819,C,221.0363915836242,C,A,D,E,B,24.782737833194197,D,E,-12.056521760225102,C,186.5148539123381,A,B,0
Christian,Heterosexual,Hispanic,18-25,86.69386267804099,-77.91556095946014,A,-56.02685976170103,E,C,A,D,E,15.242742439675135,E,D,-84.88997403484146,E,17.113995953292196,A,A,0
Buddhist,Other,Black,65+,-39.66542073136398,64.8700269666029,D,-52.70755342254567,A,D,E,E,E,60.32358377309131,E,E,-214.9182420685947,B,40.9918753857669,A,A,1
None,Homosexual,Other,18-25,283.28375662204735,13.213181330466,C,13.296629500149464,E,E,D,E,C,-137.30163138521166,C,D,90.6765069736964,D,44.53164098972731,D,B,0
Muslim,Heterosexual,White,26-35,-166.10362401181703,4.613511824958614,D,10.566315534122774,B,E,A,C,B,32.9143911364981,B,C,-29.548868501922566,A,36.71336199175199,B,D,1
Hindu,Other,Black,65+,-44.812464864495475,37.753280209339934,C,-19.35117078398656,A,C,A,E,B,69.75004827349883,E,C,-139.00726118409625,B,-70.47063159474814,B,C,0
Jewish,Heterosexual,White,18-25,25.613541552539022,189.20933059590527,A,-48.156095173077254,D,B,B,B,B,-27.455509714316364,B,D,-4.116794344262821,A,-54.36285283888529,A,D,0
Jewish,Other,White,51-65,-28.624441585983913,-96.47134569848855,E,-2.5756714547325656,D,C,A,A,C,-104.48878601711039,E,D,-53.94132907992043,C,-0.5225174230841182,E,B,1
Jewish,Homosexual,Hispanic,18-25,57.44078198073176,59.98437712205173,B,-10.372033046192461,B,B,B,D,E,67.25857608983432,D,B,-105.44557045788505,B,112.90283946275346,C,E,0
Hindu,Bisexual,African American,26-35,115.70140024622326,-7.979264488273105,A,1.7734150664643682,B,B,A,E,B,71.19704278275191,C,A,152.10822732491198,E,-82.95021386859473,A,A,1
Jewish,Other,Black,18-25,29.74659811065591,-117.30650121660689,B,-122.92017832617093,C,A,E,A,E,-13.850432146877795,A,A,28.64874387474129,B,50.38179122198096,B,B,0
Buddhist,Homosexual,Hispanic,18-25,-40.13373113319261,127.7813830465389,C,-50.70119203018829,A,E,E,D,E,-37.63715562288304,A,D,117.18750379937666,C,59.024258210512095,C,B,0
Muslim,Homosexual,Hispanic,51-65,118.43558915803109,-57.79881346952392,B,122.78076906580726,A,C,E,E,B,88.94707159191644,A,D,-176.5042382093454,E,216.11810576688302,B,C,0
Christian,Heterosexual,Hispanic,26-35,159.56769559753602,56.856552450118954,C,166.6749981416922,B,B,C,C,A,65.92763202140578,A,E,-62.699280395752574,C,-99.41494359251591,A,B,1
Buddhist,Other,Hispanic,51-65,-139.38116726504447,-49.03334639194211,D,90.35006254908527,C,E,C,C,C,-159.05166414353386,A,E,-81.74112990186445,E,-240.0584939815074,A,E,1
None,Heterosexual,Hispanic,51-65,-1.2538488848028158,62.98292104970288,A,87.51033245101146,C,C,E,E,D,176.10021879120424,A,E,41.85574488346246,A,-17.22794373869418,C,C,0
None,Homosexual,Black,36-50,-169.40152344979873,187.43702783731942,E,-102.55245610098453,D,C,E,E,D,-135.03836017660672,A,C,30.992558833940198,B,-35.08472394034803,C,B,0
Buddhist,Bisexual,Black,18-25,26.540396628055962,-160.2703629351367,E,13.600182741343462,A,C,A,D,A,-36.95490090265467,A,A,-33.33452564813207,B,31.037408648291446,D,D,1
Buddhist,Bisexual,Black,36-50,9.363238458348697,-69.12955933041752,B,43.01332540813502,E,A,B,A,A,-92.826300869428,A,A,31.648052204665277,A,-71.79154878131209,E,A,0
Jewish,Heterosexual,African American,51-65,-14.677869787720462,54.56898797505569,D,124.56890729475244,E,E,E,C,D,27.006553200701344,D,A,97.94998699053096,B,-67.37745946562276,D,D,0
Buddhist,Bisexual,White,36-50,150.87536303724218,-61.40162475888542,D,169.59297978405147,E,E,C,A,C,38.88512084403067,E,B,33.64030544204607,B,-17.711273592911642,D,B,1
Hindu,Bisexual,Other,65+,137.46732006282429,37.53241929089207,C,-32.57066356918183,D,D,A,B,A,43.02253956382443,E,E,-13.783759127891546,B,-105.08688803166346,B,A,0
None,Bisexual,White,36-50,-62.9512144812694,-84.7671148522289,C,-95.75040470660029,E,E,E,E,B,82.93774743540158,C,A,-140.73225329620826,A,-110.71583915045946,E,A,1
Hindu,Heterosexual,White,26-35,30.87078214751442,44.96755616059473,D,117.01869078789919,D,D,B,D,B,55.633348451948926,B,A,-33.78063940182381,B,-105.57946661185042,A,B,1
Buddhist,Other,Hispanic,36-50,40.06815441693979,84.30530163844962,B,54.60292859990362,E,A,B,D,C,-75.09696604317868,A,E,-145.63830041713965,E,-25.167230313799195,C,B,1
Muslim,Bisexual,African American,36-50,21.07275239995139,6.717130620941103,A,90.11040417350469,D,B,C,C,E,-201.54759911951942,E,A,228.00635548981342,C,-16.007358860189104,B,E,0
Muslim,Heterosexual,White,65+,3.75047950058965,119.81318323527346,E,-136.50859968745078,B,E,D,D,A,120.7571835258578,C,C,-145.1234001742343,D,-11.004244879747429,E,C,0
Other,Bisexual,Other,65+,-68.80322928679999,-5.6901193551578455,C,96.6919231030132,D,B,E,A,C,138.25734028002609,A,A,68.68868059833295,C,-38.7500844075153,C,B,1
Hindu,Heterosexual,African American,51-65,214.09568166708937,-54.83996250086209,D,78.67346552856651,C,D,A,E,B,40.734151502396976,A,A,28.57162847908765,A,10.27071269134128,D,B,0
None,Bisexual,African American,65+,-153.02742918628672,64.76865350684471,C,-11.107537956130404,D,E,A,C,D,168.98039380101045,A,D,86.26227922145976,E,-154.81340372841345,B,D,0
Hindu,Heterosexual,African American,26-35,-216.20774751722598,142.1399545852814,C,-68.80320901224401,A,B,E,A,A,-176.64809703224756,A,B,8.03846659506174,A,-50.57340028178145,B,B,0
Christian,Bisexual,Black,65+,-76.50894350486404,24.007722382421388,E,-178.71301124859778,D,D,E,D,E,4.007238110087338,D,A,38.927330631142006,C,-35.93537779442272,D,A,1
Muslim,Homosexual,Hispanic,26-35,-100.34157353090242,-120.56326590989018,D,238.36655703848,C,E,D,A,B,-39.21895405121935,C,E,-111.53894686818617,B,-28.725216264478558,A,B,1
Muslim,Homosexual,African American,65+,-95.60707524283079,68.24725230763575,B,18.695001408562035,B,B,E,E,E,-52.27715974383603,C,E,176.0798791220916,A,-74.42977224152372,A,E,0
Buddhist,Heterosexual,Other,36-50,277.37643677858546,-69.23518346851637,D,107.71766391082164,C,D,B,A,E,225.28392485796275,D,A,140.22708199817342,B,-190.95097510786584,C,E,0
Jewish,Bisexual,White,26-35,158.37092651651722,67.19661698426107,E,-127.97082164824698,E,E,D,D,A,137.85664107472775,E,E,-7.0492609224306655,A,115.95841915845695,A,E,1
Jewish,Bisexual,Asian,65+,34.00175455548423,-71.74097851887778,D,-12.541403477119944,B,B,D,A,A,108.17162274592731,D,D,4.1022773675876145,E,-32.7200131434618,D,D,1
None,Other,Asian,36-50,-40.171276927506305,-0.03033167305613705,E,118.55809317227293,B,E,A,E,B,43.77422665365096,C,E,143.31824964174328,C,-11.516900061429844,D,A,1
Buddhist,Bisexual,Black,26-35,0.8482230657076351,54.32883032078325,A,61.10895900431542,B,C,C,C,B,85.30150712790837,C,C,96.68218746382364,D,5.526340336196787,B,D,1
Jewish,Bisexual,Asian,26-35,-142.20081283631146,57.74143918467773,C,-26.62708842898506,C,E,C,D,B,-48.497494581179474,A,D,-216.38661567077003,D,118.30509913690665,A,C,1
Hindu,Heterosexual,White,18-25,-224.09589779592943,14.82508605137911,D,-27.568110521806734,B,C,B,A,D,58.23941329099722,A,D,129.64032800695284,D,-107.27013309397258,D,A,1
Other,Bisexual,Black,65+,32.07909713968632,-44.31053423715932,E,-42.504140672073724,A,A,D,B,B,123.72553638279761,E,E,-36.815899720640125,D,66.2241137038245,B,C,1
Hindu,Other,Other,18-25,115.88404792318536,48.11641227289133,A,-122.68058294192858,A,A,E,E,A,257.16981449894547,C,B,32.38149641601554,C,11.039752374570508,C,A,0
Christian,Bisexual,Other,36-50,-141.13548001616988,147.2751435681709,B,168.2926689693437,A,A,D,C,B,30.249613988808456,E,B,8.629588846157143,E,53.06383746108819,C,A,1
Muslim,Bisexual,Hispanic,51-65,260.41548673848166,-16.689078054577507,B,25.63949161408219,B,A,D,C,B,-44.97708043508104,C,E,-76.77059267115752,E,-50.132006317822956,B,A,1
Other,Bisexual,Asian,18-25,-74.98039489539973,-84.26594468514018,A,95.84780349728773,A,B,A,C,E,147.38746613069824,C,C,-153.8423615846061,C,-112.23623741413455,E,D,0
Jewish,Heterosexual,White,51-65,2.9781559279317644,-100.65189872050414,C,51.05417945682299,D,C,B,B,D,-110.57614345816398,B,E,88.21165418601583,B,-73.00472632685329,A,B,1
Buddhist,Homosexual,Black,65+,29.768454131825205,-44.26903268500181,A,37.144064617087984,B,D,B,B,B,-104.56524531524852,D,B,260.7547069558486,C,-172.39282373557361,B,A,1
Muslim,Other,Hispanic,51-65,-64.7251985041333,-4.2692240424512296,E,-39.533841100178286,E,D,C,D,A,97.50723439703552,B,B,100.98038745395299,A,-34.04658836094504,E,A,0
None,Bisexual,Black,26-35,9.206858158004424,-126.09867142742952,C,-182.79607978716172,B,E,C,A,B,-168.48989916545952,A,A,-6.3161429486982685,D,-0.1670372409601117,C,B,1
None,Other,Asian,18-25,104.13532637318174,15.858279042977303,A,-13.080003931392007,B,D,A,C,D,-156.84675903888518,B,B,104.08793886053745,B,3.317421082181378,D,D,1
None,Other,Asian,51-65,114.50634756300973,50.84034893515421,B,-23.41598944307733,C,E,E,A,E,12.002842529872256,B,D,-162.76610554514306,C,-34.20854971207133,C,D,0
None,Homosexual,Hispanic,51-65,123.09659417036849,-184.22030952228326,B,-20.6314571745395,C,E,D,D,E,9.603993909893935,A,D,161.08110673399494,B,-118.24310364601315,A,B,0
Other,Heterosexual,Black,51-65,147.30205111705493,67.86040431696287,A,156.79677829686008,B,C,D,D,D,25.035901065932553,D,E,-74.15256852985743,B,-90.85379559903521,A,B,0
Muslim,Bisexual,Black,65+,-105.79033686844667,-138.9189287717495,A,49.526617161965305,B,D,E,E,B,121.66093695693895,E,C,-32.77803621727829,D,136.25880062525678,A,D,1
Jewish,Bisexual,Other,36-50,98.19008630901365,191.18729006386684,D,84.12116632213117,E,B,E,C,B,85.06552463620855,C,A,54.61582895075997,C,47.85560490750002,A,B,0
Hindu,Heterosexual,Black,51-65,154.40136617727524,-1.981268491966504,B,-100.94326853418232,E,C,A,E,E,-93.12913819224356,A,B,147.0718012097953,B,26.505804003604922,D,B,1
Muslim,Homosexual,White,26-35,-52.072946098617564,-93.88267447807756,E,-35.61744395850105,E,A,A,E,B,46.61673391275724,E,C,-108.24495388531798,B,44.91298163058149,B,B,1
Buddhist,Bisexual,White,65+,-27.397254745140064,69.55978780319906,C,-95.71582235881758,A,E,E,C,E,-64.10100749141792,E,A,4.573139036826788,C,69.71766296143961,A,E,1
Hindu,Homosexual,Other,65+,23.161352246904084,62.11778154571186,B,-21.669289450598857,D,B,D,E,A,81.3108094203528,D,C,-9.460744111963088,C,-61.34819338093235,C,B,0
Muslim,Heterosexual,White,36-50,245.21212385952924,-138.96095023194613,C,-214.91969825893636,E,A,A,A,D,-123.04849793900321,B,E,83.4415597392192,C,-11.749367800998394,A,E,0
Jewish,Homosexual,Hispanic,51-65,215.09022591867387,149.06770273227605,E,115.37595117688302,B,C,C,C,C,-107.54624914805595,E,E,106.78204676901146,A,87.18157133090885,B,B,0
Jewish,Homosexual,Other,65+,-48.37996361156736,-222.85023030774812,D,51.14612183034346,C,D,A,C,B,42.90276987830281,E,B,168.14106763598545,A,33.42327263561622,E,A,1
Buddhist,Other,Black,65+,-56.14590758960304,67.42813700289715,D,-74.48558327923116,E,D,A,B,A,117.31344405743451,E,A,-124.93988116792268,B,-7.399049816447645,C,C,1
Hindu,Homosexual,African American,26-35,15.920048220150088,-9.77521589653718,E,36.93822007470712,A,A,B,E,C,115.98296099155185,D,E,-4.733683420288602,C,5.352171985411074,B,E,0
Muslim,Homosexual,African American,26-35,6.704213429699808,64.51436947347847,D,-131.88162497269042,A,E,E,D,C,-34.613548407428674,D,E,19.802725473236443,C,13.282752444409956,E,D,0
Muslim,Bisexual,Hispanic,18-25,-3.3392384036049236,173.9913639477076,A,-73.82937477454597,B,D,E,E,B,77.12412725113138,C,B,-34.94493845573767,D,8.650688776874883,B,B,0
Jewish,Bisexual,Other,65+,85.04192438974931,-63.89137443200637,B,-194.71787478008918,E,A,D,D,E,27.56279516605955,D,B,-29.191022284880162,B,92.314637636573,A,B,0
Jewish,Bisexual,Black,36-50,-76.8092080605166,183.59608135461465,E,-53.87630994328809,D,A,B,D,E,28.214145606591217,C,C,-97.69560350591868,D,7.4043045870425,D,A,0
None,Heterosexual,Black,65+,-57.17741884698967,22.104586996556762,D,26.22863573013165,D,C,E,C,D,81.42431669285047,E,D,-134.23895348699006,D,-162.81949286018096,B,A,0
Muslim,Other,White,65+,-11.157794850797485,-29.121390629353154,C,-31.80304418880553,D,D,C,B,A,-179.05259074997352,C,E,13.21811358302558,A,68.19885526694375,B,A,0
Buddhist,Homosexual,White,26-35,-3.739749128400592,-205.45567810358696,B,54.064374588892875,B,A,E,C,C,-184.68051153175784,C,A,2.0199057746255535,A,125.04756509888652,E,A,1
None,Other,White,65+,-80.38184330542589,129.4601780255503,C,-18.35510318128208,E,C,C,C,C,-184.04879279780167,A,E,-167.49229213090868,E,-100.78972841300471,B,B,1
Buddhist,Heterosexual,Other,51-65,-142.08651031610916,-226.31164836772464,C,11.78632500739289,E,D,B,E,A,45.4970229759474,E,B,-160.12383757681812,D,-73.31588803034441,B,B,1
Hindu,Heterosexual,Black,51-65,-10.741171762496101,36.372446399602545,D,86.91443362815866,D,B,B,B,D,28.42542587999281,B,A,6.638826264227296,C,-89.16388995330675,B,D,1
Christian,Homosexual,Black,65+,-4.821815162175078,-140.14447738714566,A,-86.15006778450717,A,E,D,C,E,248.59964239811023,E,B,-14.601776525205468,A,96.59835226324411,B,C,1
Other,Homosexual,White,36-50,-86.55336299413938,-236.4726749134293,C,53.693467075072675,E,C,B,B,B,-92.70752260217485,A,E,-27.086276483694554,B,195.43812915082046,C,C,1
Muslim,Other,African American,65+,39.54884413362928,-77.93309035483645,C,27.84194976562324,A,A,C,B,A,141.7023666684746,D,B,-206.14268436219842,E,48.45799940691207,A,B,1
Christian,Heterosexual,White,51-65,-31.44639486176562,55.480539597961744,A,-93.33297937526268,B,C,D,B,D,-207.31689099860492,E,D,23.450963957862996,E,-22.791287470899675,C,D,0
Christian,Bisexual,Black,18-25,160.45428653408192,-100.84971301102053,C,81.86942194417163,B,D,B,B,E,44.778823131013304,A,C,-48.478499956513424,E,54.050734459221886,E,E,1
Muslim,Heterosexual,Other,65+,-107.11487985935516,135.37351434197436,B,-58.96630620325218,E,A,A,E,D,-57.05816265535494,D,B,86.23285629769669,C,137.52434069038657,B,C,1
None,Heterosexual,Other,36-50,-19.938688471938192,303.3408333739574,C,-43.6285664404647,A,E,A,C,C,71.42120780370485,A,A,40.48039730492439,A,-22.623386951820933,A,E,0
Hindu,Homosexual,Other,65+,-43.0440206865628,-37.40070685652449,A,-57.10462306722115,D,C,B,D,D,-130.9980301266539,D,B,-94.21027479503586,B,-48.25828751965361,D,D,0
Jewish,Heterosexual,Hispanic,18-25,108.87044382334055,98.56229393716471,A,-11.650116042984777,E,E,E,E,E,23.14551538483062,A,A,298.2452996390585,C,76.65937325114133,A,C,0
Muslim,Heterosexual,Hispanic,26-35,-16.280660663266097,186.43627887983848,E,-30.80002690901479,A,A,B,D,E,-20.754235419995066,C,D,-134.64685076317403,B,-61.77305688202044,E,A,0
Hindu,Bisexual,White,18-25,-49.273853259465035,-156.6102991158078,B,65.05060387354065,A,C,C,A,A,-27.450677323147467,B,C,-142.74373240092032,A,-32.62346130628781,C,D,1
Jewish,Bisexual,African American,26-35,123.0515763662021,-1.8400159819041189,A,-0.6324018081292577,C,E,C,E,B,-25.520220974347925,C,A,-74.32806634444896,A,44.96296804488562,E,B,0
Jewish,Bisexual,African American,65+,-115.04364727086556,-150.0396720714319,E,42.819129514798284,B,C,A,C,B,126.97213679736,B,D,24.821210107023905,D,20.870738487822628,E,D,1
Jewish,Heterosexual,White,18-25,-137.90547646721083,-103.53607065694572,B,-91.78664110070054,D,D,C,D,E,-26.95629126714075,D,B,155.8824188490082,A,147.77231839915277,E,B,1
Other,Homosexual,African American,26-35,52.27722519258272,-44.201250893236235,E,-55.63940984300678,B,D,E,A,E,-120.17148463596013,D,E,-34.89570800894722,A,-57.28325125173648,C,E,0
Jewish,Bisexual,Black,36-50,31.317116919907118,-126.87189493718449,B,-4.541187130832423,C,C,D,A,C,-100.83011146082323,A,A,56.29467259943509,E,-125.89117336705932,D,D,0
Jewish,Homosexual,Other,51-65,-69.69969110488383,19.440968080599415,C,-45.98624366530329,E,E,E,B,E,9.624917259835858,C,D,29.5813557560065,C,38.26529151093316,A,E,0
Christian,Other,African American,18-25,-36.51621473510093,31.676326028740554,A,-136.7403510948557,C,E,B,C,E,7.7637113663035136,E,E,-32.29833931257583,D,-12.038376114838172,A,E,1
Hindu,Heterosexual,African American,36-50,76.05555176554499,-47.176833992707984,A,-74.64182081025884,C,A,E,E,B,27.20100904623542,E,C,197.85322618797477,D,37.119163297536964,A,E,0
Christian,Homosexual,African American,18-25,-86.38610371051159,98.68749804445791,D,-119.22039532933356,D,D,B,A,D,-41.36612813987053,A,E,34.427848063670844,A,95.49514103747269,C,D,1
None,Other,White,26-35,46.62746896299782,27.428996428698504,B,70.98721059150078,B,C,B,C,D,69.27958193717772,B,A,65.62414330093314,C,178.8565269458096,D,E,1
Muslim,Heterosexual,White,65+,-58.5152146628049,-21.553597422626307,B,85.75054164372547,D,D,C,D,C,-11.738387646835777,D,E,179.85269478061377,E,-110.70589672391036,A,C,1
Jewish,Other,Other,51-65,-85.29284534747661,133.95123575085955,D,-104.5873937084645,C,C,E,A,E,74.58890764544282,C,A,151.32815131814866,E,149.643789036801,A,A,0
None,Heterosexual,Black,36-50,28.768378204203593,-37.81143555284986,E,66.17275795372983,B,B,A,B,A,21.224294712148474,D,C,-70.60900456086263,B,53.543032026676826,A,C,1
Buddhist,Heterosexual,Black,65+,-55.56959402090559,-48.16408191830891,C,-22.630889565044317,B,B,E,C,B,54.56199688058301,C,E,-28.669711970457378,D,160.9526807289468,C,B,0
Buddhist,Homosexual,African American,51-65,-124.20966684723777,-131.28804582866113,A,-42.63642998213022,A,A,C,E,B,-213.92120588555736,A,C,-9.842125142807864,A,152.8023905411768,E,A,1
Buddhist,Homosexual,White,65+,100.17324330925585,-136.62365571226235,A,-48.04283290929441,B,A,A,B,E,-64.27271801839399,D,C,109.52282114865524,E,-53.33042324710655,D,D,0
Christian,Other,White,51-65,-78.03299187650182,-39.61193731421394,A,-10.686568556513851,D,D,A,B,B,-52.04414639757361,C,C,-95.52408420703979,D,32.98410351185224,D,A,1
Hindu,Other,Black,36-50,103.22162087019508,-198.61998924024655,D,40.742122418426945,C,D,D,B,C,-46.93689376634369,A,E,-13.853050855942689,D,86.5205821398757,B,D,0
Christian,Bisexual,Black,51-65,-117.82761313339314,-0.6168221582885012,E,9.992774245365409,B,D,B,D,A,-50.321045322367766,A,A,130.45474902942954,D,-60.54315013753059,E,A,1
Other,Other,Asian,18-25,-2.972107376091097,-90.49112159469783,D,15.429710313119235,B,A,A,C,D,-93.56438099225626,B,C,-73.57238588535435,A,-81.40297340699564,E,D,1
None,Other,Other,18-25,-61.889199123681415,-53.062773796444986,D,-211.0966162347521,B,B,C,D,B,28.933891313822357,D,A,-150.46582687427755,C,174.22861497986253,D,A,1
Christian,Heterosexual,Black,36-50,138.4000508657352,18.69947548331984,E,-27.86672668537422,B,D,A,C,E,-141.29746804322164,A,E,8.203190478087677,B,-33.975892167937275,A,D,0
Christian,Bisexual,White,65+,-62.41460931486558,-40.5605076700611,D,54.73963748993421,D,C,C,C,B,-41.27231264938071,D,A,-63.11336260471908,C,65.74390904232618,D,A,0
Other,Heterosexual,White,26-35,94.0977606777919,-154.54713018384803,B,82.5793131456226,E,C,D,D,D,-31.276784317554114,B,E,-9.786300083651252,D,13.893243938687528,D,E,0
Other,Bisexual,Asian,36-50,-103.66439714360367,83.33425609880932,E,-11.283603299428368,A,A,E,A,B,35.42370570193503,E,A,33.08882802857253,C,-37.89661176869917,D,D,1
