marital_status,faith,nationality,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,target
Married,Buddhist,China,-7.792854171875158,C,D,-120.59354088443732,10.811086003875129,7.928545875208187,C,C,B,C,124.3769338329544,D,B,57.419731636874985,27.600214544172736,53.015493615345186,E,-37.41394446568932,0
Married,Buddhist,Brazil,18.988801898407203,C,A,-57.908061858293394,-129.6193198882016,30.52496931901385,D,B,A,A,143.5516004171019,E,B,-204.26035310511273,128.5140276421078,88.99300554642315,A,-19.99575321368869,0
Divorced,Other,US,164.35343462407042,D,C,-76.24749177546894,-27.888798047103947,55.959009795593374,B,D,B,B,-90.2738914572072,C,C,-79.81332098147438,0.9491593963100431,-86.50870879482643,A,-178.40240308051062,1
Divorced,None,India,-171.1230542820907,A,B,-34.764804963900495,-30.474955307864242,18.31324473025207,E,C,C,A,-90.88672656652302,A,E,210.34181024102799,-25.99347484657003,5.763127257582576,E,23.85709543603086,1
Single,Buddhist,Mexico,-26.56375585659531,B,A,67.51852408109275,140.24994688517833,35.09084770026776,C,C,D,B,11.932482296180256,B,A,-9.662109296144354,33.23510906990836,167.56097197551955,D,149.6348601594653,0
Widowed,Jewish,Other,58.59392908927129,E,B,-105.64984855048618,-89.95891769090898,154.05972153206272,B,D,A,E,53.661047223976965,C,A,-53.87967838056833,18.95397413431184,57.35307352984059,A,183.12009188209004,1
Divorced,None,India,3.1125069053302576,D,A,-216.08983803003653,218.22472081147123,53.0228528451899,D,C,B,D,-35.10255746998321,B,E,26.403110878205364,-6.813305422634894,56.21005489984457,C,-58.620195051825554,1
Divorced,Jewish,US,-96.76285454334536,E,D,-40.16275742056428,79.67779870235407,30.74032530426301,E,C,A,A,-4.798967417999186,E,E,43.861533288492716,54.29952303804777,-63.15510291348792,C,302.4546295199914,1
Married,Jewish,Brazil,-52.0952494369204,D,A,-57.132221275289865,-26.044519444873192,20.64471690238753,E,B,C,C,-0.2122734099230389,A,E,4.770266460625884,-48.63138633003483,186.81991351988026,B,0.06988134250518031,1
Married,Muslim,Germany,-21.154276475405887,D,C,110.7658648908761,-16.85432186314716,-55.329867729673786,B,B,A,C,0.3823788224320558,D,B,21.861983006375375,-149.94729139701133,-168.56214400307766,C,-0.268277545041043,1
Divorced,Hindu,India,-227.57888448109068,C,E,97.81344945654568,-124.98990269336386,-9.181885840428224,C,A,E,D,139.93168621383737,E,C,-183.02560858375546,-131.83541613341328,78.5623587100914,E,0.5967866402732516,1
Single,Jewish,UK,-121.30864921094226,D,D,89.82096438256285,-15.772714118433925,-126.5728658254212,B,E,A,C,26.083198654334193,A,D,60.918988857363985,-57.86901862939152,8.430335311026003,D,-165.89088197632745,1
Divorced,Other,Other,130.04584730365062,E,B,-143.74959807277855,0.5085033380218559,-73.49000283948516,C,E,E,D,27.7615308898574,A,A,-50.57030073579044,76.34640002552798,16.25636951822659,A,-18.61019845469741,0
Married,None,Mexico,61.68578659447556,C,A,38.858626803872845,-32.35208256129315,-49.45355802540713,A,B,E,A,25.695899637034707,E,D,28.025873390280736,-120.62340388163626,-22.44956580062621,C,3.2638954069510806,1
Divorced,Muslim,India,0.3320975144721753,D,A,69.2162769860508,-2.6610394843959715,12.455969594044907,C,B,E,C,50.41681105388777,C,C,125.33193717923068,30.913681168953726,114.35941570564152,E,-108.28325736266433,1
Widowed,Christian,US,-9.515486129369819,A,C,-263.3991636187753,-66.52869340492123,-107.21435368383092,D,B,A,B,34.35075509893974,E,C,-32.03610351039811,-159.47388640090057,-119.08840401397873,C,-98.13114459102661,0
Single,Muslim,Brazil,-57.943209216932125,C,E,-122.26145543579723,-97.09678829693522,-48.7331307212169,D,B,D,A,-99.49852562042592,E,E,15.650477658710518,27.13563811029807,-19.62554787387236,E,-142.34547827334805,1
Single,Buddhist,UK,-128.840774362225,A,D,-41.311926032045896,6.78547418895647,190.0926671420526,C,D,A,E,35.990386797396354,D,D,75.61391181775915,-30.867599149548692,-62.63803500394093,E,41.06926349629883,0
Divorced,Jewish,China,7.584792112417442,A,D,-79.71676409215361,88.1009236947152,128.0951231022289,B,D,D,C,-41.07870949773567,E,E,57.65235806998784,-121.69446413180584,-131.81733492607248,B,-29.06561498953943,1
Divorced,Muslim,UK,161.79148177489301,D,E,-20.214640246181386,22.365575130630663,139.4639912600703,A,E,A,C,134.95758780491911,B,C,-67.56922726153194,-97.68247710182258,109.6643918977046,D,14.403153015591338,0
Divorced,Jewish,Germany,141.3344038443016,C,E,24.266722666870347,-25.162531699756087,133.1895016790248,C,B,A,A,-9.52776405435189,D,B,-8.414883720990755,16.941211855373957,-129.39529138391376,C,-125.07056383343007,0
Married,Other,Germany,-37.852641004371925,C,A,46.110639830068685,68.90818016885423,70.4520259898187,B,A,A,A,163.5062845712345,B,A,-50.877106925189054,72.40474376547567,27.13166575938853,C,75.14561166927955,0
Single,Christian,Mexico,-116.1679495552127,B,C,82.09710525287608,-34.192649998216766,40.51096306122755,D,C,E,C,65.37243773536865,C,B,-190.11362071845775,-31.290610489842173,6.461960184581593,B,65.1405597741779,1
Divorced,Christian,UK,109.35898486900109,E,A,98.91512798913247,71.70348023631888,-11.886896582438625,A,A,D,B,-165.99475352322835,B,A,-80.77611890083405,121.30007678002805,103.90737891595121,E,-29.61664098803485,1
Widowed,Hindu,India,-87.69425431313935,A,D,-166.20030504259276,-53.01979205628176,-54.017253568851395,B,C,D,E,256.83675408221063,A,A,-104.38777434624056,-95.20980190684895,-135.80948398455666,C,26.09268205665302,0
Widowed,Muslim,US,-60.812407725543515,C,B,-21.210678715489774,173.32107007862982,70.20865212850543,D,D,C,A,-98.09014282604981,C,C,92.95743404050852,159.50408972624072,49.55565520474055,C,51.919012564688984,0
Married,Muslim,Germany,234.13404138542467,E,E,-54.80226607122846,53.90818848248892,-9.540115222226152,A,D,E,C,17.315655078843974,A,A,-2.0342270805569482,29.72690754606952,-124.18647016867763,E,25.07509470436936,1
Married,Hindu,India,-36.49287284914451,C,D,-29.185699105141204,-116.58851988515025,118.69135114904594,B,B,D,B,-23.80693352537004,D,D,-143.97192645178833,-50.5902808868728,84.23472741706128,A,22.61411526652923,0
Single,Other,US,14.163115574169716,D,E,57.33197165152063,-135.52321563461155,-119.4151005881265,D,C,D,E,-209.0326506100792,A,D,7.972076346735618,-107.65394925782353,73.63913623808001,B,72.35471707698635,0
Married,Muslim,Mexico,124.9827076830077,D,C,60.84542275676791,-53.89116738438893,-34.7613047952122,B,D,A,C,0.5882510291256887,A,D,50.80044598790545,-64.10540578532084,-44.139093055140094,D,41.49072472036185,1
Married,Jewish,US,74.55809649765052,D,E,-29.542609411484683,-36.500890687488464,98.6366534787054,D,B,E,E,3.1726300405037655,E,B,-21.402345845962024,-137.73976233997038,-68.45225751057292,B,48.070715941951555,0
Divorced,Jewish,Mexico,2.371533798858501,E,B,-92.28902900085887,159.33194320373576,97.96655366280835,B,C,C,C,-194.00402251855965,B,C,-6.226636326505232,-37.80075051036911,-39.778676488234495,A,16.02644111168924,0
Widowed,Other,Germany,135.36030834668475,A,B,32.48689487818869,-164.07746359969303,-144.87736816442057,E,E,A,B,-107.34577675536983,D,C,-14.273798770238894,40.056705538469856,215.44436149446682,E,-40.24326929829435,0
Divorced,None,China,31.859268999792807,E,D,40.95795775159344,162.87519403222973,-33.64875163311274,B,E,D,B,-90.14622374333324,B,D,-1.6930778095233658,-20.054987937718987,-77.98674985918315,E,-85.79065144823336,0
Single,Muslim,China,2.547220071562636,C,B,3.5770512599537603,-9.705534517562558,33.12534363564839,D,E,C,D,-19.15791866875044,C,B,72.96691224203235,189.23395278662537,121.15586134180532,D,-4.342485685813772,1
Single,Christian,US,-42.59771374906081,B,A,-18.276437836520216,9.374156554545895,159.0470619675368,E,D,E,D,-148.7513797718798,A,E,53.322008180026394,2.7485445828989286,-31.22971659697772,D,62.114370934954934,1
Married,Jewish,US,22.81742907094541,C,D,66.54009268035523,34.24502767645249,95.39133343222781,C,B,D,D,-142.01708275779552,B,D,-109.24349912590449,379.7481495845518,-67.94926468129827,B,29.58662929815344,0
Divorced,Jewish,China,191.27453306634135,A,B,34.33954663820818,-135.10879212585928,69.25041579512629,C,A,B,C,41.01859125250878,D,D,-30.62596310814597,118.46118589590048,-25.032169545163686,D,-90.15903705353523,1
Widowed,Jewish,Other,83.86457749675436,C,A,-2.2353432422511554,-98.71487093986609,97.78186747872047,C,C,C,B,-48.198367024791835,E,C,30.82139188996032,169.9784354468627,-203.1023931452597,B,-23.15235797152014,0
Divorced,Jewish,China,123.58471883595385,A,A,-79.94120942732012,-108.65921701649641,-71.50824281896857,A,B,A,B,116.86419237908827,D,D,130.96541080672702,-197.8950713027465,-131.34944802584562,C,-230.5984713887752,0
Widowed,Buddhist,Germany,-11.69729979600067,A,B,59.716150316631456,107.69744610714265,69.76350102715188,C,B,A,D,106.88228006436393,C,B,-130.04737237740636,-36.33291890246542,1.5052478325274739,A,21.298177305463604,1
Divorced,None,India,-71.8024623839965,D,D,-51.73025617159999,-13.193925905102239,-116.52976157759802,E,C,D,D,-133.64629303637716,D,B,-20.527047089510518,68.66690832454574,87.0399127439892,D,-23.49462852262485,0
Married,Muslim,Other,-16.78296797558142,D,D,31.101834376583632,63.40840573479124,21.524156762314135,A,B,D,B,-1.528853505032722,D,D,215.45610500125684,87.60529244806801,-31.728800636139464,E,18.47711723843438,0
Married,Hindu,US,-13.785672806165458,D,A,-147.92851864880535,-10.157944007790455,28.080496004446164,B,B,E,A,71.58412562164412,B,A,-180.50565702424052,-30.58093270765368,-89.97346738091275,A,51.15785900521305,1
Single,Muslim,Germany,-64.5969664907573,C,D,-45.98202167810089,24.01590683209557,-3.8585517249251917,E,E,D,B,-1.6536712885160807,D,B,-59.66849687591663,108.64784669252083,-126.21697214292,C,35.19789603835963,0
Married,Other,Mexico,216.6318028116959,B,A,168.37938056911216,-65.99883902158076,-61.096908063685596,B,E,D,D,-17.145318170830556,D,A,-31.18209947568799,-34.19788643900888,82.67286825084302,B,28.728315636189954,1
Widowed,Christian,Germany,130.39747888400555,E,A,29.26229757082643,-58.72453783685927,107.37151515753844,D,B,A,C,47.66376657800866,C,B,-113.29050114311579,-51.14000940286192,-87.13770876725103,A,-99.48635355103764,0
Widowed,Hindu,India,-77.32510389525923,D,C,-63.89132931175752,-22.4860401521081,-12.2780657555028,E,A,D,B,-76.06179195929016,D,C,175.2410720991971,-157.10172980648252,-168.73538329070388,A,-38.785683240480644,1
Married,Hindu,India,47.19736521281408,E,B,260.9828159753212,48.0752749427764,60.51520964222357,C,A,C,A,-144.05725718404284,E,E,56.59136881175706,7.592197246954095,132.6121342732251,D,-102.78268244829496,1
Widowed,Jewish,Other,48.637084944707716,D,B,-133.07992649623347,108.85779904081834,-103.70596812927866,E,D,B,B,-114.6339447404717,D,C,-91.65884187460684,4.039846492247258,58.41262404836732,B,2.9144820778765634,1
Widowed,None,US,169.08162143429527,B,C,-137.02617661572665,-121.66602283526218,-4.3933902575541115,E,B,E,D,-26.91542794698506,B,A,110.1062278924387,98.27910388087736,-65.43493564344939,A,-212.30015243882025,1
Married,Jewish,UK,-34.493304428203345,C,C,-73.28022240282212,-41.46856573652613,30.26714682608651,E,B,C,C,-217.22650109491224,E,D,25.04111654643498,18.246770580149462,-3.729988419512689,C,-132.84810200064229,1
Single,Muslim,Mexico,-106.15431334900158,A,E,-195.89044788143104,135.8414082970906,-129.03813083419817,C,A,E,E,-51.9157880959796,B,C,-32.868196721085155,-35.99416275836412,17.36976146997179,B,90.70264296210667,0
Single,Buddhist,Germany,-126.95973520568553,C,B,10.094525047151125,23.822173117385994,13.782548156748838,B,D,C,A,210.94416515025546,A,B,19.870262718896686,43.05328130155516,39.01088610249666,E,-65.09748835519653,1
Married,Other,UK,29.365403989553325,B,E,18.0608966256132,-83.26966690397808,26.96736810759679,E,C,C,D,-70.14047801239968,D,D,80.6602351248298,86.29388745890701,-143.3728777874483,D,145.86371770473693,1
Married,Muslim,India,36.8520921986709,C,C,12.79612728373499,49.82541540572025,-64.78286551048491,E,A,C,C,2.200993652061328,D,D,93.23234624196469,226.81583196329422,-115.73482235571359,A,62.274384178354545,0
Divorced,Muslim,China,-14.246646060784027,A,C,-8.480792347392711,-71.66352800098741,-114.15443961201375,D,E,B,C,142.57241203916254,C,B,-131.53022620981255,-94.10262335798694,-117.73285615058187,B,93.49913172254051,0
Divorced,Christian,Other,-74.26553800061619,E,A,-151.12912558247322,47.012249016236744,-51.06857319958793,C,E,E,D,-9.61844643704547,B,E,-152.3954068451382,-121.47813673693048,-121.75225273031127,D,14.3555331885649,1
Married,Muslim,Mexico,4.948070541097335,C,C,-20.83148238068361,-146.20437884714397,-69.2107031969434,C,E,B,D,92.8035164242851,D,C,91.27816475544276,-80.10710746586497,163.59509304035174,A,-25.216093267774525,1
Married,Jewish,Mexico,2.4885125335896765,B,A,-110.15234456071097,105.10155430799615,49.387247463128254,C,E,E,B,115.9692944410776,A,B,52.224682293534386,-112.50513975690642,18.67443872034575,A,-29.041801070686603,1
Widowed,Muslim,Mexico,-100.99050366047788,A,B,31.278932049671702,-54.52226661111032,-139.66605260396767,E,C,A,D,-135.8585660784317,C,D,11.92361401285235,44.82271048448346,156.64839024338178,E,-143.03212159954143,0
Widowed,Other,Brazil,-6.739101182432202,D,B,194.29332238575572,124.693382888427,-34.011329144613384,C,C,D,B,-142.61468816456605,E,D,79.04487422457537,19.30318993450748,-26.75804334474348,B,166.03096659108414,0
Divorced,Christian,Mexico,-35.17287735259457,C,B,92.97358808561363,-33.296979614147894,-86.39718087949713,E,C,B,B,102.2601950147302,C,B,-134.03069613376977,16.64873984985287,-27.208669539545514,D,25.87416536354169,1
Single,Buddhist,Brazil,-0.19584364399207457,D,C,139.3324922397046,101.56406459518467,-120.05902501222585,D,E,C,C,-19.47529948683606,E,C,-100.26415758561942,47.74905302708945,-66.67699263569652,E,46.67137476077717,0
Married,Muslim,Germany,10.239838680230887,E,D,-174.28280996832495,-41.12444128315261,83.66942500714453,B,B,B,C,-43.684123958999315,E,A,-354.76215918326255,-24.011359746820823,121.71229951468425,C,54.6174528301329,1
Widowed,Other,China,-174.36268802201644,B,C,42.53166671745628,-188.5382106213945,67.460115527602,A,D,D,D,-182.93953806119654,A,C,-2.225486276195541,-37.28018866293523,48.09406902848039,D,-140.12217208421987,0
Divorced,Jewish,China,-83.92531092104764,C,A,119.98702778452464,-92.72466565416937,-30.806940176786828,A,C,E,E,-32.83662460791425,B,A,84.10042951279767,16.269875267369866,24.20877898103883,B,-45.079225344238225,0
Divorced,Other,Other,201.02011105754295,B,C,-7.076387543366204,-144.63820317538932,-100.02184912250856,E,D,E,D,61.98703610145307,B,B,173.51195840943024,0.43974925613633337,119.90734630772207,A,-29.177882962449537,0
Single,Christian,UK,6.297311256058186,C,A,110.47606748788354,261.98987986038,68.6200371479862,B,C,A,E,-14.285962497500924,B,D,-48.22207881609252,-250.70915604590317,-38.49356810335905,E,-59.43469779561761,0
Widowed,Other,Brazil,-26.717971735891332,D,B,41.50938722352404,-36.46130368051194,-69.38778717523451,B,D,B,D,-107.57117056646766,D,A,-15.545903046346988,101.55868210618135,-187.28424024088244,C,214.4590042046773,0
Single,Buddhist,China,55.02577574777242,C,B,-45.28485015049286,-24.95523440442684,102.13390342395118,A,D,D,B,85.83260176397181,A,E,-57.53504201698514,-15.115305755471534,63.866735245805586,C,-137.8733798276101,1
Single,Hindu,Mexico,11.267669555066174,E,C,46.37156035392349,-91.03768286626213,-189.46193502103418,E,D,E,A,-146.23339707389545,A,E,-50.54881447924029,-30.605791727656417,11.913679248359557,C,9.67822024901213,1
Married,Hindu,UK,-136.14353627667458,A,B,48.509368596182476,154.44344676868545,-99.92556711554741,C,C,A,E,-79.59150535679802,A,B,140.65420140573275,-125.68824421151707,74.51335290181194,B,68.03042485981378,0
Widowed,Jewish,Brazil,79.95948391161909,D,E,100.15073555465752,-6.775425200783595,86.60837335596531,B,E,D,C,14.917000360501481,C,B,31.828910630630595,-90.00643671180055,47.34132766366699,D,-164.9591300802727,0
Divorced,Christian,China,20.440712084649107,D,D,100.27056144282331,0.128355155783917,27.70459214345462,B,B,D,C,76.15969833945847,E,B,54.50124086811985,121.92098648210784,74.31303255278515,A,19.879798495620875,0
Widowed,None,Other,-144.98628652923372,B,E,91.20662111495535,-20.18790341759998,-2.6297396377265403,D,A,D,D,-48.15594862934851,E,A,44.65871809987886,-148.9246433627258,144.59852440654242,A,-64.9495176195141,0
Divorced,Buddhist,UK,-62.36721477295162,E,D,-122.22157004221907,240.9348703241402,-52.62458434111408,C,B,E,C,83.27739925893876,E,E,-61.10038955067081,120.45683666381875,118.16409826991021,C,56.3851911477266,0
Widowed,Other,China,1.2935713913420461,C,E,138.08769609333348,-161.94729618256312,-112.02875210389207,D,A,B,E,45.0650329651654,E,C,29.530599612848963,119.32761501707716,34.25471801277532,B,-36.463553132681234,1
Single,Muslim,India,-35.09405944681054,A,E,148.40169377104735,-92.93965460060768,115.16209289525605,D,B,D,A,-15.648286291326455,E,A,-91.46785282723056,-129.26842398223536,-221.0067552418217,B,181.7110753648035,0
Widowed,None,Brazil,-41.4821791031475,B,D,7.989202527513206,64.26699036249043,-26.15774334176393,E,D,C,C,-97.3503700265896,B,E,32.424836068143,72.72015560253844,-140.15650050735016,D,124.19355513450026,1
Single,Muslim,Brazil,150.84221993390284,B,C,-184.37824860703373,-116.03354929473161,94.1588463968918,C,E,A,D,-47.169631789358725,B,C,7.999716530617539,-68.65124241847754,12.209341344657076,E,-123.30697388653495,0
Single,Hindu,UK,-132.26594849219208,C,B,13.650696255958225,-132.9900655078738,-39.469652429414964,B,B,C,A,-92.61231931876976,D,D,134.90806266763053,110.25935647655973,19.255034425315102,D,19.79504356996637,0
Divorced,Jewish,Mexico,0.6328484345650569,B,D,59.353432421023875,198.89669196726993,-17.04683743274576,B,E,A,E,-205.5932367963451,C,A,-29.741534493627004,11.549943923973984,-108.13592411584165,C,-65.18043283721855,1
Married,Hindu,India,-17.029453932750343,D,A,-132.61613780984538,185.06176926577035,83.11687067905282,B,A,D,B,-11.529190941146124,B,B,-38.878823842563946,-98.41112821632643,-11.659379236184598,C,14.741092465179475,0
Widowed,None,Mexico,-59.8189723076715,B,C,-55.00193174163227,54.400833290339214,89.72951449296393,C,A,D,E,-11.628422436964508,A,C,-101.11818603989595,-112.68597148000697,-199.9431955336997,D,105.64677177822254,0
Widowed,Buddhist,Germany,-50.75168288974881,A,E,122.37881903113994,-77.83217653869703,-46.175232817083206,A,D,C,E,19.08893213246351,B,E,51.00224273175689,126.61608447479695,26.566993277382494,D,55.4698186055183,1
