age_range,Nationality,birth_year,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
51-65,UK,47,B,E,A,D,-152.45525496314832,-31.169824100092857,1
51-65,China,38,A,D,E,A,151.64392925535347,20.216582556751604,1
18-25,Mexico,62,A,C,E,A,68.57944936912969,-80.11081054685701,0
36-50,Other,62,C,C,A,C,41.77656225117685,39.03440137049958,1
36-50,Germany,67,B,D,E,E,46.29088330888883,-83.89343486045841,1
51-65,Germany,40,C,C,B,C,-24.16394648104991,-170.68749012325486,0
36-50,China,45,E,A,A,A,64.12142768906482,-142.75236664026963,0
51-65,India,44,E,D,A,A,-74.03842125919176,51.396912409203196,1
51-65,China,24,C,C,A,C,-152.0469524506799,0.7713028981284983,1
51-65,Germany,48,B,A,C,C,-37.486442572496955,18.50203498465276,1
18-25,Brazil,32,D,A,D,B,65.34099272450274,-130.9933472205966,0
18-25,China,42,B,C,B,A,9.081166285360174,19.351711207820046,1
51-65,Brazil,76,D,D,D,D,21.991771606174407,78.34294062617046,0
65+,Germany,68,B,A,C,D,-106.29643339153138,8.93306872615614,0
51-65,Other,66,C,A,D,E,40.810176571163545,11.897028364406422,0
18-25,Other,40,B,B,C,E,-1.2157938476357761,9.194485423409875,0
51-65,China,44,B,E,C,D,-181.5658076268315,22.336867327860023,1
36-50,Mexico,73,D,E,D,C,27.165318454438044,-35.63445338547563,1
26-35,Germany,69,E,B,A,B,143.82151932617526,89.05997756350096,0
26-35,China,19,D,A,E,A,-60.40054677615794,-28.10885402777367,0
65+,India,25,A,D,C,D,68.12180636052705,-94.88526673182032,1
18-25,Mexico,23,C,C,B,B,63.92600960547007,-151.06200113888758,0
51-65,Mexico,36,E,D,C,C,24.95572606729296,-51.945229675719354,0
65+,UK,26,E,E,A,E,-150.23840916110814,25.10511321891554,1
65+,Mexico,72,D,A,B,D,-197.70990070880617,45.58001449886466,1
36-50,India,54,C,A,B,B,-88.00358594602568,-61.79596338680603,0
51-65,Other,40,A,D,C,D,22.637897477051112,132.22769272553495,0
65+,Mexico,32,E,A,A,B,-85.76385736828801,75.50573374806517,1
36-50,US,65,C,C,C,C,-101.63579937216736,132.6344359452591,1
18-25,Brazil,52,E,C,D,B,-79.0161031574754,144.73849773521948,1
65+,US,52,A,E,B,C,59.84570859564765,-131.34799245752208,0
36-50,US,79,A,C,C,C,40.096473141057025,9.33791967241199,1
18-25,India,37,E,B,D,A,173.09816342213674,-220.79027161491567,1
36-50,Mexico,71,B,E,B,A,-84.88712168100926,-85.40213832680041,0
26-35,Brazil,64,E,E,E,C,-7.415642182183461,83.61572438332632,0
36-50,India,22,B,C,D,C,30.263258021178164,125.03286364577903,0
18-25,UK,18,E,E,A,D,116.54111865777818,-153.5034968962005,0
36-50,India,39,C,E,D,A,120.42067359461164,-104.00003397228991,0
18-25,Brazil,18,C,E,B,A,14.408479828825033,58.033122023851256,1
26-35,Germany,25,B,B,C,B,-152.20570476001294,-48.97566408845349,1
65+,Brazil,57,E,C,E,E,147.6737664843109,70.57433647779078,1
26-35,US,30,A,D,A,A,-79.80285353002672,-8.249065142814338,0
26-35,Mexico,59,C,D,B,D,48.15708358277015,-202.57986217780015,1
65+,China,25,A,D,B,E,84.75033003383754,-75.04761158769446,1
36-50,India,59,B,C,C,C,-49.21467776966752,-122.79911753468701,0
65+,China,65,A,E,C,E,-30.910215511385857,35.52824209241508,1
36-50,UK,42,A,A,A,B,19.00116045208471,22.661982426317916,0
18-25,China,29,A,B,D,A,-183.0682424377056,-160.635035034733,1
36-50,Other,20,D,D,D,C,123.77994717950989,-101.40572898678482,0
18-25,Other,28,E,A,C,D,-400.82016093806357,-14.605439887095665,1
36-50,UK,73,B,B,D,D,-10.400820873845781,-133.5798528701208,0
51-65,Other,64,C,D,C,E,-14.689020165108314,-208.75345435439203,1
18-25,Mexico,28,B,B,E,E,-21.595947828306258,-112.70532058864208,1
18-25,Other,25,B,B,E,A,-140.74235367430813,-152.46922775765054,0
26-35,UK,51,B,D,B,E,-114.74626529781207,-43.736572030465894,0
65+,Germany,21,B,C,C,B,-144.66340915692922,-123.91056916852826,0
36-50,US,56,D,C,E,E,-17.624201641909355,-8.446246361709948,1
26-35,Germany,70,B,C,E,A,217.66806564914606,62.89939262626948,1
36-50,Mexico,37,C,D,B,D,61.04635193763907,-247.57598371928506,1
26-35,UK,69,C,E,C,C,158.85607928964347,-156.48574925600016,1
36-50,Germany,61,A,E,A,B,7.272737244732729,33.65583614923765,1
65+,UK,41,E,B,B,D,-116.34123111937404,-95.15234313491196,1
36-50,Brazil,69,A,D,A,C,81.72524213900547,-33.33400042420977,1
18-25,Brazil,36,C,C,D,A,83.30149802051594,-104.33232333777596,1
51-65,UK,40,D,A,C,A,37.382808492668076,56.147319104418756,0
36-50,US,37,C,D,E,D,-172.79562047257912,-30.907430785516137,0
36-50,UK,52,E,C,D,B,-30.88493409160299,72.2126490643188,1
18-25,Mexico,70,B,A,C,C,-141.83265300093305,-101.45749374353295,1
65+,Mexico,39,B,D,A,B,-70.47796360574337,12.413956125235343,1
51-65,US,38,D,B,E,E,68.08831618095581,32.648962689759955,1
26-35,Mexico,65,B,D,D,D,-204.02346593204115,-44.82024477454043,0
18-25,Brazil,61,D,A,D,C,200.64623797261575,147.49118983477138,1
18-25,China,48,A,E,D,B,-117.64111317181624,103.01842685587101,0
65+,Brazil,62,E,A,B,A,-77.52154610829758,41.1796332123143,0
65+,India,68,A,B,C,C,-26.228787544935717,65.69604638701341,1
51-65,Germany,45,B,C,D,D,-11.737604607859721,5.501262468688548,0
51-65,China,61,B,C,E,B,137.4361136178316,5.454848077772363,1
65+,India,46,C,B,C,D,-121.37296272231694,46.0147085083467,1
65+,China,75,B,E,E,C,-75.94729308930658,176.13035636874093,1
18-25,US,38,B,B,E,C,188.52386364516425,242.39127158671005,0
51-65,Other,19,E,A,D,C,9.799568173857462,30.617851565880795,1
51-65,India,28,E,B,B,C,45.65868832403248,125.68605283064772,0
18-25,India,38,A,D,E,C,-72.63751654084251,-182.54192559393428,0
36-50,US,39,A,D,B,D,21.03032146947638,135.42092470074027,0
18-25,Other,48,D,B,C,C,52.17124945195094,-100.33601825299145,1
51-65,China,52,D,D,A,B,-250.46709806337307,-84.6621458261447,1
18-25,US,54,E,E,E,B,-84.84784497488936,-1.78277165285687,1
36-50,US,28,E,D,D,A,-47.14974796406944,74.8475632517794,1
36-50,Brazil,43,B,C,E,B,73.86041852344049,-83.84077566399655,1
26-35,US,64,E,A,E,D,113.55930989740818,-0.26117292596764613,1
36-50,Brazil,57,A,D,E,D,-106.38661087502608,6.611099170186208,0
26-35,Germany,61,E,A,B,A,120.54697143764905,-106.64112906170196,1
65+,Germany,25,D,E,C,C,-59.11643348745195,209.06860767034118,0
51-65,China,76,A,D,C,E,-83.22807937806702,51.93130552896723,1
36-50,Other,65,D,A,D,D,91.12388856545446,-292.0795505792122,0
36-50,UK,66,A,A,A,A,-16.693000895938138,-75.68084623485724,0
18-25,Other,41,D,B,A,C,-166.03988379505924,-103.09545074688924,0
26-35,US,69,A,D,A,B,-105.5597583871198,-50.743510745427415,1
26-35,UK,21,B,E,E,E,67.67321477834254,-116.73240286577986,1
26-35,China,36,B,D,B,D,9.322947849028312,-17.439343022134818,1
36-50,UK,23,A,C,C,E,-21.47554462866311,-78.64662711856118,1
51-65,Other,67,C,C,D,C,-121.29343171499842,143.46051316297283,0
26-35,US,31,A,C,C,E,58.324496321059186,-18.445694068011953,1
65+,Brazil,76,A,B,B,C,63.036350448097345,-90.1538503466227,0
36-50,Mexico,53,A,E,E,E,-28.966615075070244,-4.887433720616836,0
36-50,Mexico,69,B,A,D,C,48.05362266789048,-122.22454856494824,1
65+,Germany,45,C,B,E,D,59.87893125341448,-28.374149516981294,1
51-65,Mexico,39,D,E,C,D,-64.04139177060864,51.11443276984949,0
36-50,Mexico,26,D,A,A,C,10.751563419686159,132.7334648578334,1
51-65,Brazil,28,E,B,C,D,-164.62789226493797,-34.233987019954185,1
18-25,China,69,E,B,A,A,-5.509941191519482,-18.800121241536406,1
51-65,UK,49,E,C,A,C,9.15591810568763,-15.82311287599904,1
65+,Brazil,22,B,B,B,D,40.54930150040267,-45.280492214214725,0
36-50,UK,51,C,E,E,D,-2.3337861106779862,-143.1724527305694,1
51-65,India,39,C,E,A,B,40.36435883028209,-12.843595532249106,0
18-25,Germany,18,A,C,E,B,-282.05810387240695,-60.41739717677852,1
18-25,Germany,20,D,C,A,B,-67.42662598892719,-181.8760580241518,0
51-65,Other,34,C,B,C,D,56.85485041257537,89.8999831938926,1
51-65,Brazil,49,D,C,D,A,22.36729439521404,15.671922455229655,1
18-25,India,71,D,E,E,D,48.1561972572759,12.35042988158181,1
51-65,UK,70,E,D,C,C,-102.27938679568523,-148.93297757880717,1
51-65,China,78,B,D,D,D,46.974383086494406,43.606099472738016,1
18-25,Mexico,20,B,A,C,E,-81.61888219181111,47.596610458433325,0
36-50,UK,65,C,D,E,B,177.53726654527304,103.2571308767191,0
51-65,Mexico,65,D,C,A,C,14.947189165780747,-8.704379610862963,1
18-25,US,45,A,A,D,B,17.89328729980479,-33.72935793507322,0
26-35,UK,66,D,C,B,E,-40.98398011819174,-46.737856174611956,1
36-50,Brazil,38,D,E,D,C,84.83247179481694,-145.61859202797976,1
65+,Germany,19,B,B,D,D,35.18743633685153,29.35431826059182,0
51-65,India,45,A,E,A,B,43.71130208118327,49.305179493118075,0
36-50,US,70,A,D,B,B,213.82801930275113,-67.31635603616328,0
65+,UK,19,D,E,C,A,-131.1593736260841,-45.42395522401234,0
51-65,Germany,26,A,C,E,D,28.803434608161833,13.74973129136466,0
18-25,Germany,21,D,A,E,C,60.35228881548106,-194.79166845792756,1
18-25,Other,27,C,E,C,A,46.915125595327936,-0.5176280163478364,1
65+,Germany,25,E,E,B,A,9.351571329804145,-98.22047544843005,1
65+,China,40,D,D,A,C,35.49450798007466,-118.58425472397964,1
51-65,China,44,D,C,E,A,98.41430831102502,-55.89337560255764,0
26-35,Mexico,45,A,A,B,B,63.294835653125126,79.82698561639342,1
65+,Brazil,59,C,B,A,C,46.4912008266597,-18.633389404359132,0
65+,Germany,68,B,E,E,A,-128.38878599606525,82.90767406561102,0
36-50,Mexico,32,C,C,C,E,-21.31838254074546,-72.20010668101159,1
18-25,China,28,C,B,D,E,1.2174291674797686,138.77721426495225,0
36-50,UK,58,E,E,D,E,-101.02514326625673,-90.13340130028637,1
65+,UK,41,A,D,A,E,85.85220556119812,130.005839449541,0
36-50,Brazil,44,E,D,A,E,151.18253414477755,-74.6684517599638,0
36-50,Germany,46,B,B,C,C,188.9647372117383,-67.31382849349991,0
65+,Other,67,B,D,E,D,-67.32438067920758,160.44767254530262,0
51-65,Germany,50,B,C,B,D,-17.938423341993627,-33.257192196595646,0
65+,UK,51,E,C,C,E,-171.03686887763777,-5.93039318481898,0
18-25,US,61,C,E,B,D,3.8899910978045944,4.5939162286308886,1
26-35,India,53,A,B,B,E,-52.050104407450725,48.915926805466015,1
26-35,Brazil,47,C,A,E,B,-172.38469395360997,-44.123602636576,0
36-50,Germany,42,A,E,E,D,-36.27750853538283,-6.952252648911092,1
36-50,Other,34,A,C,A,E,-0.8236354089287049,43.634817238975415,0
26-35,China,23,E,B,A,D,49.45389442409798,86.0225462664053,1
18-25,Brazil,48,D,D,A,B,32.255001356268885,40.42503276268602,1
65+,UK,72,C,A,C,D,15.910273026350549,26.7706177648519,1
36-50,Mexico,19,A,E,E,A,153.6298931286151,16.334800339170133,1
65+,Brazil,47,D,A,A,C,23.472596220034372,41.226774620884264,0
26-35,UK,65,E,A,B,C,183.14432846458902,-49.23661022591813,1
65+,China,23,B,A,D,D,-94.50503981720297,-10.111641950475045,1
65+,Brazil,39,C,A,E,D,21.287583174085114,-133.1230027835596,0
65+,India,28,B,C,C,D,-7.242621686697912,32.73275716686761,1
65+,India,59,D,E,D,B,-2.3738904418475895,53.39438615969531,1
51-65,India,77,D,B,A,B,43.94982557492788,4.493051640838595,0
36-50,UK,23,A,B,A,C,23.405816843236384,23.7407529918094,0
36-50,UK,33,D,B,A,B,150.23205666215654,-248.72523468112075,1
26-35,India,32,A,D,C,A,168.41192090067346,33.62186511705858,0
65+,India,68,C,C,B,B,6.769930601466142,107.95199144018088,0
26-35,Brazil,28,E,D,C,D,74.06797820207599,170.47191276940723,0
36-50,Germany,69,E,D,B,A,-31.0061712680976,16.977020152838435,0
26-35,Germany,59,E,B,D,D,11.361602062167279,81.84221469793613,1
65+,Mexico,21,C,B,A,D,44.55964387707972,74.36513289576041,0
65+,Mexico,31,C,C,E,C,-193.57183223316795,75.19166928600836,0
36-50,US,60,C,B,D,B,19.65395780389761,-102.55255611388512,0
18-25,UK,25,B,B,D,E,66.21741480239957,20.088230846484965,0
18-25,India,41,C,E,C,A,-75.93025714522096,164.28741527237295,0
18-25,Brazil,57,D,C,E,E,-17.927768315261787,-52.464481835194235,0
26-35,UK,71,A,A,D,E,85.49383868567429,-59.806888999567974,1
26-35,Mexico,70,B,C,B,E,-75.33250140208094,-62.425017044202,1
18-25,China,36,E,D,C,B,11.442563970320348,-40.66351390078455,0
36-50,UK,73,B,A,C,B,141.4544288298935,67.23621428215203,0
26-35,Other,70,A,E,A,B,-61.24943356456096,-41.773218388104404,1
36-50,China,63,E,A,C,A,72.24792296479144,91.42174295757589,1
36-50,US,73,B,B,B,C,-73.13817894816916,-74.59590007358797,1
51-65,Brazil,18,C,D,C,B,-33.083341642171426,20.735748488568177,0
51-65,Germany,79,C,B,D,E,123.7372181219325,75.70904697836211,1
36-50,UK,28,D,C,D,A,-7.9606903101960285,70.75269041809133,0
26-35,India,36,E,A,C,A,-53.73520639619027,-138.06150650097433,0
65+,Other,31,C,D,A,A,92.51294122403662,-71.76999825564705,1
51-65,Mexico,32,A,E,E,B,-176.33589725978183,-50.5902098617567,1
51-65,US,57,E,B,C,C,-4.9579019056254685,-149.14370052288834,0
36-50,Mexico,75,E,A,B,E,-14.546692256905022,96.79682744789596,1
65+,Other,23,E,B,C,D,-114.28864861329954,-172.5726134888571,0
51-65,US,75,D,C,E,D,74.4673823648438,-148.81306657674207,0
51-65,Germany,33,C,E,B,C,68.85631974722351,-172.7071070923245,0
18-25,Other,60,C,C,C,C,-111.13228611811596,85.39034375887647,0
26-35,US,18,C,C,D,A,-56.99305198242408,5.552689105596066,0
51-65,Mexico,70,A,A,C,A,121.31695267931484,74.6751568530402,1
51-65,US,21,B,B,D,E,111.15166234196343,91.39674894806905,1
26-35,UK,60,C,D,C,C,0.8286309179010191,62.876995147504076,1
26-35,UK,74,E,B,B,E,109.36754957297433,110.51658585924768,1
36-50,Brazil,23,D,E,C,E,92.9024976900628,-37.099396013052505,0
18-25,Other,31,D,E,A,A,-51.78101220997393,-32.54009972212939,0
65+,Mexico,45,C,A,B,C,73.25235919013272,86.38797495479554,1
26-35,Other,78,B,A,D,D,-44.309902346466856,-1.4754417490421585,1
36-50,Other,33,E,C,D,C,-42.49092693668035,28.730327570071363,0
65+,China,57,E,C,C,A,142.69665919863584,93.36240770577287,1
26-35,Mexico,43,E,B,A,D,-91.80798098866246,-110.51408986011664,1
18-25,Mexico,70,D,C,D,D,-150.29436308256348,-13.843149675809654,0
36-50,Other,61,A,C,B,D,-88.58245340212531,101.77987498553162,1
36-50,China,65,B,E,E,A,-45.29586141740679,107.35738902478964,0
26-35,India,77,C,A,B,B,-2.444931326071775,-60.812752035644976,1
65+,US,57,E,B,B,E,192.44373190389302,-78.44043001468806,0
26-35,UK,36,E,B,E,E,-95.63159272122586,-147.45446295682018,1
36-50,UK,42,E,E,C,B,-312.4052492910331,5.818437440191136,0
18-25,Mexico,36,E,C,B,D,-17.887433705213965,124.9368466369867,0
26-35,China,32,D,D,C,E,131.46703003966982,-35.75228535835277,0
65+,Brazil,60,B,A,E,B,54.19815586398511,12.783655865173364,0
18-25,Germany,69,A,A,E,C,-137.64669276323448,118.99750778927152,1
36-50,China,29,D,E,C,E,-29.548108703581576,57.11025746492409,0
26-35,China,55,E,E,B,B,103.78242746001514,225.2043797804841,0
36-50,Brazil,38,E,E,A,C,-57.52777527688675,-77.17473937338164,0
36-50,Brazil,40,D,B,B,A,-37.386033148578356,1.1490673322159792,1
65+,US,52,E,D,C,D,39.43407141604389,-20.41772766084171,0
18-25,Other,39,D,E,C,B,-114.72370100511957,-30.84884905009992,1
65+,US,45,D,E,A,C,-60.40768262604402,84.60441069849772,1
18-25,UK,41,D,D,B,B,-64.14040196011236,-28.127128360168303,1
51-65,Brazil,51,B,D,B,E,-29.117121937913165,103.74224204699487,0
65+,Mexico,49,D,C,B,A,80.64223115299394,-122.37067542321427,1
18-25,UK,19,D,E,B,B,113.3077099643291,-30.731758180654694,1
26-35,Other,68,A,A,E,D,13.57977079838189,72.92961962150162,1
36-50,US,45,D,E,D,C,150.14775730453013,92.39406265645803,1
65+,Other,52,A,C,D,A,-74.81580761648051,65.78300900502579,1
65+,UK,40,D,B,E,A,85.63961140632811,15.672720436562084,0
65+,UK,45,A,D,D,E,25.49388422341194,-174.47708244124763,1
65+,Other,29,C,B,B,B,-142.75552837952586,61.07230158319309,1
65+,Mexico,42,E,B,C,E,-121.72481198236207,37.314633181974905,1
26-35,India,69,B,A,E,C,62.20257263998287,-46.7121167138598,0
18-25,UK,18,D,C,B,C,42.39803693686874,28.797156988608837,1
36-50,UK,40,D,C,B,B,66.99601439625008,-93.84331026821397,0
26-35,Brazil,45,E,B,B,B,-60.95820862143063,5.981348327096477,0
26-35,Germany,70,A,A,A,B,-206.93495229579182,-66.17866365229807,0
65+,India,69,A,C,B,A,-34.582037748335246,-103.69020583196742,0
26-35,Other,18,C,B,A,B,-123.77307318170072,-107.44288362163354,0
65+,Brazil,27,E,C,A,B,-157.8900285533858,-79.40338781598678,0
65+,China,61,B,B,A,D,-82.42632132658537,100.36938250703548,1
26-35,US,43,E,C,D,C,-95.62596599129239,109.69027348211515,1
26-35,Mexico,22,B,A,A,B,184.70426715507918,-213.84068661152665,0
18-25,US,65,A,C,E,E,-129.81881040788298,-10.928752093966567,0
36-50,Brazil,36,E,A,A,E,-7.622763745811093,33.8442917649121,1
26-35,US,59,A,D,B,A,81.77169163007609,-2.1090164181350097,1
18-25,Other,33,B,B,E,C,-107.62974450086138,-53.79727511395135,1
65+,Germany,23,C,B,B,B,-65.30411158953156,-27.038909825251423,0
26-35,Brazil,68,E,A,C,D,87.45075969527272,67.28805505752669,1
26-35,Germany,29,A,D,C,B,-105.43508490077005,-13.501743200026889,0
26-35,US,49,A,C,C,A,64.58484040408405,136.7204124731903,0
18-25,Other,21,E,A,A,E,2.993984257560138,46.16813877892657,1
65+,Other,63,C,E,A,E,-34.47240691023416,-170.61763219077451,0
65+,Germany,73,E,D,A,A,62.25125642789061,110.61573973363782,1
18-25,Other,74,A,C,B,A,206.7902286007465,-141.96917209253544,0
51-65,India,30,D,E,B,E,20.897908451830673,85.81460849895925,1
26-35,Germany,44,C,C,C,A,10.503549695927747,-4.615437404491226,1
51-65,India,74,D,D,E,A,-149.46279172702478,102.82811783297959,1
18-25,US,77,B,C,C,D,-179.73056801744949,79.19594381819499,1
65+,UK,55,B,D,A,C,4.588442924689548,78.89784809930227,1
36-50,China,40,B,C,D,A,-200.65990577233674,59.4628159432681,1
26-35,Mexico,76,A,A,C,C,-13.787850017462139,180.6361978322071,1
65+,US,51,A,E,A,A,-120.13542608019219,47.47216314527825,1
26-35,Germany,55,E,E,A,E,-51.296119474518385,-171.72548413095322,0
26-35,Mexico,57,D,D,D,B,17.54498101590368,108.17135236653203,0
26-35,India,30,D,D,C,E,76.05085390417527,102.35966348876163,1
18-25,Brazil,33,D,C,A,C,-86.9511206298078,-151.27159897604372,1
18-25,Other,37,C,B,C,B,55.05438375362809,-31.646967691911172,1
18-25,US,52,B,E,C,E,142.35660533383032,-61.75271515739477,1
18-25,Germany,20,D,E,B,C,-61.72129517015213,-29.019753564106082,0
26-35,US,62,D,C,A,C,47.8957295679984,210.45892522018562,1
51-65,US,55,E,D,C,B,43.07064417561995,-52.63362581163339,1
18-25,Other,24,E,B,B,D,-27.881900954341116,17.258569644662288,0
51-65,Brazil,60,A,C,E,B,245.77388987321075,-22.394771625300553,0
18-25,Brazil,70,B,A,A,E,-10.529440622030254,5.665133827303864,1
51-65,Germany,63,B,A,E,E,-149.45116344214316,33.17575413129008,0
26-35,China,61,C,A,D,E,55.632508808829996,102.91859150094378,1
36-50,US,78,A,C,D,C,-36.56004103081207,102.48466486953723,0
36-50,US,48,E,E,D,C,45.308691972148466,-53.57766495616377,0
65+,Brazil,35,D,B,B,E,76.13250109425162,168.33154440921945,0
36-50,Germany,36,B,E,D,E,70.86312039407301,119.97018494299896,0
18-25,Mexico,40,B,E,C,D,-32.8505551790028,80.70215720182708,0
18-25,Brazil,50,C,E,B,C,59.60107226062248,-29.042587368735024,1
36-50,US,27,C,D,D,C,74.8733911659525,120.01540919906095,0
18-25,Brazil,26,E,D,D,A,34.41483240825649,138.32335937616992,1
36-50,India,64,B,B,D,E,2.6853063123878522,154.11089290109646,0
51-65,India,49,A,E,A,D,-22.56511084046661,75.12793750153307,0
18-25,US,78,B,E,D,E,-13.67641400151184,-61.56443289147149,0
36-50,UK,38,B,B,E,D,92.26541940140034,-135.62873324371722,1
51-65,Brazil,58,B,E,E,B,-116.50922094695663,-136.09236060366624,1
65+,Brazil,36,B,E,E,E,100.18707696783848,-13.646128106023228,1
65+,China,58,D,A,B,A,15.801468251510329,-25.405384143796923,1
65+,Germany,29,B,C,C,D,-13.85899073927534,-339.72638879371715,0
18-25,Other,78,C,D,C,D,-164.7314404112364,34.441823190672096,1
26-35,US,41,D,E,C,E,-47.89415495234755,64.3741202482917,0
65+,Mexico,51,D,E,B,A,16.39457472525048,-135.47194795303975,1
51-65,Brazil,61,D,C,D,E,-24.59577364172062,123.84500614610631,1
36-50,Germany,21,C,B,B,E,-92.62364420808518,-12.01173803471759,0
51-65,UK,51,D,D,D,D,-118.27227343414253,-92.27305643111512,0
65+,US,58,B,B,D,C,32.1999649036903,-75.88257357204895,0
18-25,Other,47,C,B,A,A,63.14272277065556,-97.64242058897165,0
18-25,India,54,C,A,D,E,-94.36473993224789,-20.17116418897588,0
26-35,Other,68,A,A,A,B,7.284721553776009,34.38423204671078,0
36-50,India,19,E,C,D,A,33.144300596432636,10.225687369980038,0
65+,China,29,D,A,D,A,42.31832154341137,-81.94426724975591,0
51-65,China,55,D,D,C,C,111.6708240632072,-199.03390537842665,0
51-65,Other,35,B,D,A,A,35.53067291966328,-130.9384895913463,0
36-50,UK,33,C,E,E,B,64.89009388118197,72.64637257437401,0
51-65,Other,63,E,B,A,D,-9.822044054541626,9.972343810091292,0
18-25,Other,63,D,B,A,B,-212.40316382138366,55.47297177245811,1
51-65,Germany,59,B,C,A,D,54.992157189474646,146.09583825420503,0
18-25,India,29,C,E,E,E,140.66913199759153,-159.0614531517745,0
36-50,US,62,B,D,E,D,-154.4118663545747,-49.273661639539284,1
18-25,India,29,A,C,D,C,37.64216462800196,-17.256764798795324,1
36-50,Brazil,55,D,A,C,B,-137.75594055170131,-108.79195218412028,0
36-50,China,43,B,B,C,C,-19.232256216424766,83.27224273758037,1
51-65,India,21,B,E,C,E,62.70313922392036,105.35004215468477,1
18-25,US,44,B,D,E,C,-0.3100053587631209,6.072897712887358,1
51-65,Mexico,66,E,E,A,B,192.9443053287657,96.57029138221586,1
18-25,India,75,A,C,C,C,-107.58992950292476,147.2571989712912,1
26-35,China,50,D,B,B,A,-83.02176322152025,-156.69908079272474,1
65+,Other,24,B,D,C,D,-11.293321420209118,-30.651949999681243,1
51-65,Other,64,E,E,B,C,22.848042090634024,40.273078361446125,1
51-65,Brazil,65,D,C,A,B,-135.8080019532627,58.374343984160305,1
18-25,UK,22,B,D,A,A,213.21220951237302,-87.39269830464498,1
65+,US,29,D,C,B,B,48.1491223846736,7.000178230130846,1
51-65,Mexico,19,A,E,C,A,-121.27780704674149,130.78602575553222,1
65+,UK,25,B,B,D,C,-253.55752700784788,116.1263866590337,1
65+,US,67,E,B,C,C,-68.48483381216934,-13.45849441101219,0
36-50,Germany,39,D,D,E,B,-6.808274026203015,-119.81660874139112,0
65+,Brazil,56,E,B,E,D,252.08473570679934,-51.467910153047605,1
18-25,Germany,47,D,C,D,D,-211.3443605657934,-72.47827491591663,1
65+,UK,67,D,D,D,C,40.233250531595324,-295.79376103894634,1
