veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
No,-144.7809954501595,C,-65.1526665165089,A,-5.963443230115946,E,E,D,C,D,C,1
Veteran,67.96214048063011,E,100.12139296365812,D,-66.67144248255184,A,C,B,E,C,B,1
Yes,9.719347323931375,C,101.05897378723812,C,-96.80268456947726,D,D,D,E,E,D,0
Non-Veteran,-2.8436202165552955,D,-137.37384867356292,D,-8.259029169831212,B,E,C,C,B,E,0
Veteran,-50.16848150410815,A,-32.83082508529543,C,-109.73218074632076,E,C,C,D,D,A,0
Non-Veteran,52.925733892623384,A,-98.86636875632567,B,8.026108442911015,D,C,A,C,A,D,1
Non-Veteran,-0.2272956120777057,A,132.21729235894685,E,-61.072695291143866,D,B,D,A,E,E,0
Yes,-91.02651113524745,E,173.78423921594865,C,-76.49325604281485,E,E,A,D,E,D,0
Veteran,-75.62060471359038,C,-10.598172186479498,E,-44.143841348415144,E,D,C,D,E,A,1
Non-Veteran,74.12711125210964,C,35.890274102143096,C,-53.85394795730818,D,E,B,C,E,C,1
Non-Veteran,56.91393327155312,E,-139.82538370812875,D,175.60286742455264,C,C,B,A,B,C,0
Yes,79.96365603501326,A,149.40578802831567,B,-71.57138772799165,A,D,A,E,E,D,1
Veteran,-2.633408262619236,B,57.533197540815365,E,181.14105110247183,C,D,E,E,A,C,1
Veteran,42.14885446150749,A,-164.0291297027287,A,-91.69404349401233,B,D,E,E,B,C,1
No,1.560833065544166,D,25.25802840873522,B,-192.581805647581,A,D,C,D,E,A,0
Non-Veteran,117.54429443590482,C,-154.64917837482886,C,43.7735907498365,B,A,B,B,E,E,0
Yes,-107.8469166831705,A,28.438321053504882,E,-71.80651846851121,D,E,B,D,B,C,1
Non-Veteran,22.229408474554194,D,95.07752059965966,B,-95.69885916656848,C,E,A,E,E,A,0
Non-Veteran,57.51857329196179,E,74.30062548071,A,-15.727767794091468,E,E,D,B,E,B,1
No,-237.1593741051491,C,-55.94280691508414,A,-177.67094279988186,B,D,E,E,C,B,1
Non-Veteran,-98.31040020297466,A,47.073547524636425,C,-28.06698806617455,D,C,E,E,B,D,1
Veteran,95.07570186409812,A,125.16429711932304,D,149.36027934214445,D,D,B,A,A,A,0
Yes,56.301145738028744,E,107.76203998400365,E,-52.705964231198955,C,C,E,C,A,A,1
Yes,-48.52720878975967,E,136.26889885882977,D,49.75436823137719,E,C,E,E,A,D,1
Non-Veteran,145.94882480592653,B,-293.24831145796685,A,85.63696711269972,B,C,A,D,A,E,1
Non-Veteran,-11.462331851347491,B,-156.670188288661,D,37.691004918618766,B,B,C,C,D,D,1
Non-Veteran,-15.572276861947948,C,235.80391523369065,D,62.21596646057282,D,C,D,B,E,C,1
Yes,86.35049690512471,E,-37.17015246716822,E,-52.587094338192465,E,C,A,E,D,E,1
Yes,195.42589246311093,B,-106.34253228280934,E,-79.54283187840464,D,D,A,A,D,C,1
No,6.146077147758008,E,2.300604172573096,A,-29.746507633224223,D,C,E,D,D,E,1
Veteran,-105.97783013327874,A,-27.191587244270483,E,38.023041544479234,B,E,C,A,B,D,0
Veteran,-204.59634223464354,E,38.94509608489575,C,34.181581596133334,A,B,D,D,D,C,1
Yes,-64.8072045080666,D,38.943358498532696,B,-32.10769425300914,C,D,C,E,B,B,1
Veteran,-17.723544265328016,D,89.71929081175281,A,1.9640566092714216,B,E,A,B,D,E,0
Non-Veteran,123.76665334006253,C,-3.754988492630038,B,-154.3410721501217,E,D,B,A,A,C,1
Non-Veteran,49.57576743516145,C,100.88091015035883,B,-34.71012035384397,B,D,B,E,C,E,1
Non-Veteran,2.0618439723267086,B,-245.76917186788228,A,121.04271777278154,D,B,B,D,A,C,0
Veteran,-166.94621414467713,C,-108.48002151276125,E,50.649927817813335,D,B,D,B,A,D,1
Non-Veteran,219.0207515507384,C,-14.205922389559985,C,60.712559100414886,A,B,C,E,C,A,0
No,-40.7402656705188,A,116.60967474372251,E,-219.82510464787418,C,A,E,B,A,A,0
Veteran,-75.06893216690685,C,-196.52383285538636,C,73.98682352982966,A,A,C,C,B,D,1
No,7.115685823879714,B,44.46228471952179,D,-93.4766430070101,A,B,D,C,A,B,1
Non-Veteran,97.56270834279012,C,-128.10616852610943,C,-42.12676082124722,C,B,C,A,E,A,0
No,-126.37472575137436,C,34.767829693658214,C,-0.19968461097887047,B,B,D,C,E,A,1
Yes,46.79274977245588,A,17.96282101358976,B,16.246733775249606,B,A,B,C,D,D,1
Non-Veteran,28.889526813422055,B,77.84477645145269,A,-6.599109229821145,C,B,D,D,C,C,1
Yes,-70.02753654538525,D,65.66400134625438,E,0.36815755998726857,B,B,C,B,E,A,1
Non-Veteran,-108.02622173508428,E,-57.04612895855449,D,82.28943558063251,A,A,B,A,C,C,0
No,-95.00068514569575,C,46.992703496721596,A,30.708502519001975,B,D,C,D,E,C,1
No,-264.4386327818513,A,-7.875793549346288,D,0.15094688507901236,B,A,C,D,C,E,0
Non-Veteran,-109.91446148110637,D,32.57886192905055,E,200.73871476650248,A,B,E,A,D,B,0
Non-Veteran,17.364780065320343,D,-162.60217450048174,E,-81.93923220485996,C,D,B,C,C,C,1
Non-Veteran,22.808066143526226,E,66.39478733199218,D,-23.69272118767249,D,A,C,A,B,A,0
No,191.161077397456,E,71.61837301857538,E,79.57620229163523,D,D,D,B,D,C,1
Yes,107.63492419667587,E,-25.37489396975479,D,181.56233782280358,B,B,D,A,C,A,0
No,-60.25364957005272,A,-41.10084734529252,E,-10.217322704788506,C,D,C,C,A,D,0
No,126.53647546589816,C,70.25474003015142,E,-53.20253237378304,E,C,D,C,A,D,1
Yes,-120.74495732981461,C,-142.41306791899305,C,107.87806891849363,E,C,A,D,D,C,0
Yes,71.07631983597823,B,-138.91811833457794,C,152.1028694876588,A,A,A,A,E,A,0
Veteran,-34.41568143518593,D,26.798928089822056,D,112.5820716663681,D,A,C,B,C,E,0
Yes,109.95112802068661,A,101.67745123022804,E,-7.525218257728901,C,C,C,C,D,A,0
Yes,124.09814437195332,B,-15.951788035986251,E,39.624154143756634,E,C,D,B,C,E,1
Veteran,-77.32797819781284,C,68.15577677130315,E,-54.2271047318617,B,A,E,C,D,A,1
No,-74.30727944707355,B,-22.426321941406293,B,-37.00300998031623,B,E,B,A,E,D,1
No,-52.793754369090514,B,-29.65983568205774,C,108.92882585897364,A,C,E,D,C,C,1
Non-Veteran,23.89627439626427,B,-130.34420124777284,D,-111.81223957415021,D,D,C,E,D,C,0
No,48.78356765352335,E,-105.42573227416821,A,113.17471373663312,D,C,D,D,B,D,0
Yes,-94.84447598489622,E,86.1393727799856,C,101.98726998082887,C,C,B,B,A,C,1
Veteran,-42.21906194203128,E,17.762052615894458,C,-94.26147601408249,C,B,A,C,D,D,0
No,-178.66286838961892,A,52.824290393007324,C,-66.13366585109387,B,E,A,E,B,A,0
Veteran,-60.598408480532306,E,17.83470362432647,C,39.87645749042068,E,B,A,A,A,C,0
No,100.85877283317602,C,85.10467934366022,E,139.84441095343365,B,B,C,C,D,D,1
No,36.50684107553984,E,134.44303449160952,B,2.3345472905732065,D,B,D,B,E,E,1
No,122.16613597769108,B,-54.564917763925756,E,166.52779987374717,A,E,A,D,C,E,1
Veteran,90.22777043187709,A,149.46337628941217,C,-89.41172789124175,E,C,A,A,C,C,1
Veteran,280.1166390787678,C,41.523805074487555,E,17.024892319971265,B,A,D,D,E,E,1
No,205.8120214657306,A,-23.401110069520907,D,76.32134989711544,B,E,D,D,C,A,1
Yes,-134.85737937053145,D,129.1079591318482,E,100.78335587257902,E,E,B,A,B,B,1
Yes,-112.10426277798304,D,-146.0836894528605,E,-115.31578907931956,C,A,A,A,E,E,1
Yes,99.95373746954844,A,91.0879464739887,C,35.216357824458804,E,E,B,B,A,A,1
Yes,19.412680230007094,C,-180.53808730802535,E,6.122322562559389,E,C,C,E,C,E,1
No,-12.025284376221387,A,-22.9042224650902,A,-129.8564646333186,C,C,D,D,E,C,1
Veteran,-58.5391269821572,A,124.72040934284654,E,40.38232642636012,E,D,E,E,C,A,1
Yes,62.22324828366092,E,71.17863872253625,E,-110.53522811098895,D,D,A,B,C,A,0
Yes,-126.5172399700451,B,-152.18519945866612,C,23.930344284195353,B,D,C,B,B,B,1
Yes,-9.905652481925973,E,-35.16696124299023,A,75.74223570528945,D,B,A,A,B,E,1
No,95.13512423925744,C,-141.6923177271478,B,46.04718561994215,A,E,B,B,E,C,1
Veteran,85.26911688433653,E,96.45201549714419,D,38.23229087062771,A,C,C,A,C,B,0
Veteran,-124.36041953695573,C,55.568808778113485,B,-104.18150153544528,E,C,A,B,C,E,1
No,-121.39107597199266,D,152.91621865867148,B,14.946225826267378,B,B,A,C,D,E,0
Non-Veteran,-30.41147176426438,B,-62.652673468253695,A,-54.55743147472445,C,E,C,A,D,D,0
Veteran,11.418727124304834,C,36.11178713384835,D,-102.40816152324919,C,C,A,A,C,E,1
Non-Veteran,-23.77589919786066,D,-138.81601350327995,A,-34.74289644053444,A,C,A,D,D,C,0
No,-118.37000933385914,E,-56.30120464765716,C,-35.75610647415116,B,C,C,D,A,C,1
Veteran,39.75411403706948,C,-44.414844051980275,A,-19.89761023787472,C,B,B,B,E,C,0
No,126.20998533446772,E,18.28985877566823,E,-86.981943061567,E,A,A,B,B,B,1
Non-Veteran,-74.93959920587382,B,-45.20148181148704,D,23.266456387075255,A,B,B,B,E,A,1
Yes,-19.46573047766827,D,-6.50201809732435,C,-208.58477871810118,A,E,B,E,A,C,1
Yes,-130.79255984465823,B,-1.1352337319582126,D,16.836540017936798,D,D,B,B,E,A,1
Yes,104.50319202785188,E,-147.9297649273275,A,-101.14276283618695,D,C,C,C,C,C,1
Yes,70.94548759554368,B,20.01233910550382,D,218.42483834144687,D,C,E,D,A,B,0
Veteran,88.79091792566355,D,-17.163234829250744,D,-2.722463334125686,D,E,B,D,C,D,0
Yes,51.064989905775285,C,-56.85967585708694,C,73.75302076319247,A,C,B,C,E,D,1
Yes,-30.73168610995962,A,25.050382331170596,C,33.98571986476095,D,D,E,D,E,C,0
Non-Veteran,-51.985492637713335,C,79.2263515549186,B,-23.56607807753286,B,C,C,C,E,D,1
Yes,-3.8748619827929285,E,200.1518447587063,C,59.34558523197945,E,A,B,D,C,D,0
Veteran,-83.13666671695381,D,-13.111409091247591,D,-67.33535347293996,C,E,A,C,B,B,0
No,-159.71316422697504,B,115.23043812609473,D,-165.12466771577814,A,E,B,B,A,D,1
Non-Veteran,5.981380183904789,A,111.36724398316528,D,-40.471008791083044,E,D,E,E,D,E,1
Non-Veteran,-18.64216937599364,C,-70.48172981239954,B,50.96113229554946,B,D,A,E,C,E,0
Veteran,-139.92612213608618,C,-33.494074595561585,A,-140.7684895989449,E,C,C,C,B,E,0
Non-Veteran,99.55960072643167,E,2.927947865773878,E,-82.66888353880518,B,B,B,B,A,A,1
Yes,182.5891127320905,E,-168.9674831673068,E,-38.98775933270118,A,D,C,E,B,E,0
Veteran,22.47876351971868,C,-103.75571510806634,D,94.44965498934931,D,E,D,B,E,A,1
Yes,-2.2909471263472274,C,69.3859017716617,E,-27.997341027286314,D,A,E,E,B,D,1
Yes,101.00957881443526,A,-7.904283169017516,A,5.0868601166205965,A,B,E,A,B,C,0
Veteran,91.53269157501617,A,7.216118869680253,C,-52.33799193541916,C,C,C,D,E,A,0
Non-Veteran,43.66433507278034,C,171.67691386195054,E,64.70590073708719,B,E,B,A,D,D,1
Veteran,15.786953927008195,E,-120.04730728867992,A,87.0875111989905,C,D,B,D,D,E,0
Veteran,-74.34752685347861,C,-30.463557861285246,A,-129.18572851646152,A,A,C,D,A,D,1
Yes,94.61003343593866,B,-115.05564764825186,C,-59.60509240809474,D,A,B,C,C,D,0
Non-Veteran,-116.4943111710006,E,-38.27918101717717,A,176.40090663297437,E,A,E,B,A,E,1
Non-Veteran,-22.540971524722192,D,-90.18020842766383,C,-117.8072764067066,A,B,C,D,E,D,1
Veteran,68.65140226004559,D,33.62369584029758,D,-16.284103310461074,E,D,D,B,A,C,1
No,181.6506108321778,D,46.91346650794545,B,-256.78734705207006,E,A,C,A,D,D,0
Yes,42.48780098810131,D,17.720726600244436,B,-9.513812192989104,C,E,D,A,A,D,0
No,-141.4201208031317,E,50.935948005182155,C,-87.52679281339525,D,E,A,E,E,A,1
Veteran,28.928375957509655,E,-94.93674104520667,A,8.742287772233537,D,B,D,A,E,B,1
Veteran,-86.96902074403124,C,-111.35534134273217,E,26.653002669859248,E,D,E,D,A,E,1
Non-Veteran,55.011397712368336,C,-128.0696485498337,D,5.585732525061409,B,B,B,E,A,E,0
Yes,16.607017194881983,C,-70.87294714675721,C,3.1847714165393213,B,E,B,A,D,D,0
Veteran,-70.06408484721015,E,195.53021863110538,A,-96.20499204194259,A,B,B,A,B,D,1
No,-19.049164208326424,C,44.60446796270203,D,-89.1908291894903,E,C,D,C,D,C,1
No,5.083822451001307,E,85.65765556998934,D,-54.381725739668354,E,B,A,A,A,E,1
Veteran,-41.28811245788839,C,-139.6215755699741,D,-155.7569197844307,D,C,D,E,E,D,1
Veteran,77.38348457047834,E,-59.416245414360134,E,90.8198731459697,E,B,A,A,E,A,0
No,-162.6073647243113,E,129.44127989575196,E,-82.62370156846117,D,E,E,D,A,D,0
Veteran,-6.993929601652105,C,134.81536876080114,B,45.571629006769165,B,A,A,A,E,D,0
Non-Veteran,72.76659138780414,D,82.50674024061274,A,-48.506959241191225,D,B,D,C,A,E,1
Yes,177.1585602280808,A,-81.90186974785138,E,-166.92260571290848,B,B,C,C,D,C,0
Yes,75.66712109123524,D,-74.78916585966499,E,78.17293880021789,E,E,A,A,A,A,0
No,103.62335056052896,E,6.056932013432609,C,9.87849489183681,C,E,D,D,A,A,1
Non-Veteran,51.55117824163753,D,-48.88379031373417,E,-73.97470949673956,E,E,C,E,E,A,1
Veteran,-14.05127539318724,C,-28.85441674428735,B,75.58679550230855,D,A,E,D,E,B,1
Veteran,123.89765405686353,C,-190.47385579794448,B,0.9476214067389491,B,A,C,C,B,C,1
No,-80.7715841472433,A,71.02890511309202,D,-15.99512469581088,A,E,E,C,A,A,1
Non-Veteran,17.844763188203064,E,-62.219271033816234,C,-136.78281602525064,E,B,D,C,A,E,1
No,6.116116796834798,D,-26.05901625448436,C,-115.91587072301522,A,E,D,E,A,A,1
Veteran,232.93864874838687,C,-16.724955937573295,C,-34.39746420737012,D,A,E,B,D,A,1
Non-Veteran,10.472905032024796,A,84.65447828937857,C,-68.12653935513256,E,B,A,C,A,A,1
Veteran,-121.61651687712252,C,168.98375228894426,A,-84.26392435583998,A,D,A,C,B,D,0
Non-Veteran,36.11362882198896,B,115.25024680526923,A,161.67928653006115,E,E,D,B,B,D,0
Yes,59.093842347056935,D,37.41495712235152,D,163.5197301107754,C,B,A,A,E,C,1
Non-Veteran,-7.209634092840339,E,-90.43710822037413,E,-90.2259639670456,D,A,C,A,D,A,0
Yes,21.26449617908482,E,-38.66818831737772,A,-112.22199132310793,A,D,C,A,D,E,0
No,4.581033786138172,D,-10.732951083982206,E,-54.27864115305062,E,E,E,C,A,A,1
Veteran,-150.6203364429749,A,142.72335769734715,B,94.64629204362241,E,D,C,B,B,C,1
Veteran,-6.657379209994849,A,63.11996052129788,C,-34.413575583168424,D,C,A,B,A,C,1
No,137.91376790934618,C,-260.0789643281538,A,-117.46158075485455,A,D,E,E,D,A,1
Veteran,-48.998594776185364,D,-6.779031463080254,E,-146.11508597584682,D,A,B,B,E,C,0
Veteran,-27.06408476974383,E,5.418865532755666,B,134.42593835714308,C,A,D,B,C,A,0
Non-Veteran,200.52663124870756,E,31.600103933255486,E,-36.35933410666318,C,C,C,A,D,D,1
Yes,-62.001702941516115,C,-3.1952646698372793,B,-2.8827481484709088,B,A,B,E,D,C,1
No,24.709731609200443,A,76.13845585149748,A,-3.6968358163256214,E,B,A,A,E,A,1
No,-107.0705503100571,C,-37.9858191570411,A,-127.2998518544377,C,C,C,D,A,C,1
No,-16.68037977727385,B,-211.85287280742742,E,-13.533193303431263,C,B,B,D,A,E,1
Yes,-61.01351182254935,C,-31.658035944489416,B,-38.794126283600825,A,E,D,C,E,E,1
Non-Veteran,17.259992291775806,E,81.79848557964173,A,21.725290177681867,D,C,B,D,A,B,0
No,61.57075282981186,A,39.781323556180375,D,-86.19470949826488,C,C,E,D,A,B,1
No,99.01798270655436,C,-27.689090903697917,C,-34.8912808530473,C,A,B,B,E,A,1
Yes,90.56972736520729,C,70.21174368004085,A,150.3540732043715,B,D,D,C,C,D,1
No,-80.86807363109074,C,23.479399240580836,C,20.44132299273668,A,E,A,C,C,B,0
No,-33.11934596021653,B,-189.78687053384934,E,29.22780852735017,B,C,E,B,C,A,1
Yes,142.3972330436591,B,-11.569196586623923,A,101.14287292866652,E,E,D,B,B,E,1
Non-Veteran,110.54946711978171,B,-209.30248842996852,E,28.59976580591165,E,D,E,E,B,A,1
Non-Veteran,-25.389421870733408,D,81.49728251995253,B,98.7748032691573,E,B,E,E,D,D,0
No,-81.75753477651548,B,-55.35408002129495,E,-183.17601720793058,A,C,A,D,C,D,0
Veteran,76.17347457691477,E,-118.31680530980928,A,8.087118231927338,A,A,E,D,B,D,0
Veteran,64.75519774758554,B,210.4369731262795,A,85.40681542760714,E,C,D,B,D,C,0
Non-Veteran,-11.005380328554175,D,79.69724834724555,E,86.23358070883232,C,C,D,A,A,B,0
No,271.1660762406988,D,-96.9794564002727,E,11.32729094687534,B,D,E,D,C,E,0
Non-Veteran,41.31628114021849,A,-69.60439748738524,C,-64.0036628760961,A,A,C,A,D,D,0
Veteran,52.06121647168472,B,93.1740428050049,B,-107.46114257696942,A,D,A,A,C,E,1
Non-Veteran,36.55840280020709,E,105.62324632493223,A,87.04027031023797,E,C,A,A,B,E,0
Yes,18.43533996649529,E,141.6053326036537,D,-53.88416773253368,E,D,D,D,A,D,1
No,-193.47907165667996,C,50.60291743114404,E,103.83294598368377,B,B,A,A,B,B,0
Non-Veteran,1.3662623004081729,B,10.505924573671294,E,106.55292496318805,D,D,E,C,D,C,0
Yes,-110.79544315919492,D,37.19845658788171,A,0.6739672755694085,E,A,E,A,E,A,1
No,124.76120725617605,E,78.05552788974676,B,-51.38420875369444,B,C,D,E,D,D,0
No,-22.740636559221997,B,-4.739572542114914,E,-44.143989619136896,B,C,C,D,C,C,0
Veteran,50.387146610917945,B,-142.2222082207823,D,3.9031638040197096,A,E,E,E,A,D,1
Non-Veteran,-178.333602619796,C,100.8241405044161,D,-136.6631627134377,B,C,C,C,E,E,1
Non-Veteran,6.656369418150677,D,-50.58809380103251,E,-139.46636418167856,A,B,A,B,B,E,1
No,152.79534899084894,C,97.93434376992461,D,-23.20861835908187,C,A,C,E,E,B,0
Non-Veteran,67.29285655348124,B,29.247961108059584,C,-3.9892336789782856,D,A,C,D,D,E,1
Non-Veteran,71.02478519440017,D,-0.9356565674742955,B,-17.882229635674534,A,D,C,C,C,A,0
Veteran,90.58225224821787,A,-31.662912618435797,E,26.93308464053454,D,A,D,E,D,A,0
Veteran,2.2837068772040623,B,-136.96215715548462,A,85.98794916948287,C,A,A,A,E,C,0
Yes,-14.46619152395376,D,-258.3290673859542,B,-4.02424575045175,A,A,A,B,B,C,0
No,63.791676398339426,A,63.62397406552607,E,54.36225234453881,C,C,D,B,A,D,1
Non-Veteran,55.450522994070795,A,-23.78385482166011,A,66.23623573723424,E,D,C,E,D,C,1
No,81.91106671642628,B,47.54240254340479,C,-18.66485366611409,C,E,C,D,A,A,1
Yes,11.82233664805615,E,61.10484760109121,D,-62.30627914272204,C,B,D,B,C,E,0
Non-Veteran,0.46638170614124147,B,-196.09011866116882,D,148.62493688185984,A,B,D,B,C,B,0
No,-98.525502070455,A,-84.01450258231668,D,194.5510825732464,D,E,A,B,B,E,0
Non-Veteran,-57.10402272377861,C,-20.997912113942043,E,-79.49393759000203,A,A,D,E,E,D,0
No,51.83691409630279,C,129.34887049835334,B,13.595334397215758,E,D,C,B,E,D,0
No,182.164314059809,C,-90.83742544444209,C,46.63277424713731,E,D,B,C,A,C,0
No,48.79151794234718,C,24.74709491995184,D,-173.71164857725867,E,B,A,B,C,D,0
Veteran,-41.39050648517993,C,-46.57297570641317,B,15.13244812134206,A,E,C,A,A,D,0
No,-187.5191673341126,E,55.619892052232814,D,-32.930234857362,B,E,B,B,E,E,0
Yes,-138.97980232759858,B,253.27413538713412,E,-60.79007044903162,E,A,E,C,D,B,0
No,-26.441492002018848,C,-13.061254231947919,B,1.0437090675624467,B,E,C,D,E,E,1
No,-2.2009420447264123,D,60.525076198762086,E,-57.634834067204,C,E,E,A,A,E,0
Yes,54.10298703559271,A,-44.450530435239,E,-1.2614935409532073,C,D,C,B,D,D,1
Veteran,-25.048671933211804,E,-26.270696993841387,B,39.86024107979196,B,E,C,B,E,D,0
Veteran,53.26042555978594,D,-61.062159129706416,E,142.9032510321581,E,C,A,A,A,B,0
Non-Veteran,24.13826413110063,A,-60.36564374324501,A,-91.23707420708155,A,E,C,E,C,C,0
No,263.66069223251014,E,-93.75637879717829,E,-148.94076619692407,A,A,E,A,A,D,0
Veteran,-103.96229661588102,A,70.46505331954275,D,-116.2490853408348,B,D,C,C,D,D,1
Veteran,-90.01270318905834,A,99.49830704191605,A,104.49633666694444,D,A,A,C,A,E,1
No,-107.02619630214522,E,36.11895934817368,A,-171.69647982311972,D,D,D,C,E,C,1
Yes,-41.27935678117455,E,25.783505086253474,B,81.5373336297846,A,D,E,C,D,E,0
Veteran,-86.53139257300288,B,-101.5046583840809,B,96.0363211797708,B,B,C,E,D,B,0
Non-Veteran,-63.408226461092184,E,-93.95045144200958,C,66.50852245720789,B,B,D,B,A,D,0
Veteran,37.88450512750536,D,-217.901914837584,C,13.040906814197204,E,E,D,D,E,E,0
Non-Veteran,230.6464625228389,D,-91.93922228890013,B,-45.31970950620972,C,C,C,B,A,B,1
Veteran,68.1111822308131,D,-86.2864027619216,A,115.62530495779741,D,A,C,B,E,D,1
Veteran,15.818708846936747,B,-57.30190519197198,B,-44.173408753564495,B,C,A,A,B,B,0
Yes,-115.83841195307502,A,147.6338945593061,E,77.99380180554081,D,D,D,B,B,D,0
Veteran,39.7442305573435,D,-32.03053626472397,E,-21.35795488878309,C,D,D,C,A,A,0
Yes,63.54024195694697,A,-196.89361679862438,D,-153.64582552721907,A,A,E,B,E,C,0
Yes,-49.58329347382069,C,-16.566257444878378,A,-67.66154375182374,D,A,B,B,E,E,1
Veteran,191.0221072149294,B,140.6598723977213,D,90.758008355725,C,A,E,A,D,D,0
Non-Veteran,214.84305936590457,A,-206.92929817258042,A,-106.7990317853717,A,E,C,B,C,A,1
No,-73.74778954862666,A,-82.15659252332385,B,42.36587195940229,C,E,C,D,D,B,0
Veteran,-30.83159118047313,A,52.44321624675615,E,2.095722286058584,E,B,B,E,A,A,0
No,47.83282983883227,E,-22.928554715933444,C,-86.41702366078401,A,E,A,B,A,D,1
Yes,-89.02983541972861,D,10.61803201595175,E,203.8771769060131,C,B,C,B,B,B,1
Veteran,191.59067270091586,A,70.2678549328426,E,21.6162417269362,A,B,B,B,C,E,0
No,-59.69437352633751,B,-32.358951533407385,A,-34.88488250395962,D,E,E,E,E,E,1
Veteran,-232.2288249382853,C,86.19793567265039,B,45.774900759499175,B,B,D,B,D,C,1
No,-127.0378548362433,B,62.1411413028652,B,37.97287703498801,D,B,B,E,A,E,1
Yes,-13.07033976424414,D,-51.41174898519062,A,47.73977598139844,E,A,C,B,D,C,0
Veteran,-6.688013473990225,C,114.80250868862647,D,75.57557150853103,D,A,A,D,A,A,1
Non-Veteran,67.61864087424676,A,100.88354252592391,A,-154.98666126610811,B,E,E,E,C,C,1
No,-47.22445570721247,D,-146.74688479189578,B,-102.14905147978304,B,D,B,D,E,B,0
Non-Veteran,40.830482932983806,D,24.64708653970543,A,-60.514160201980104,A,C,B,D,B,A,0
No,19.481157754192758,C,-60.21229532666702,E,68.47870608952245,E,D,E,E,C,C,1
Veteran,-65.13028112747082,D,-150.2827741794746,A,52.808439061727675,A,A,B,A,E,C,0
Yes,190.41309180948605,D,-58.90395196347777,E,-79.0850030439563,C,B,C,C,E,E,0
No,76.71233580817083,C,56.41680218163386,C,132.0926843007659,A,A,B,E,D,D,1
No,-204.04469688896344,B,27.60097032446389,D,30.02176515601893,C,B,C,A,D,A,1
No,-131.51442941735397,B,-89.32510632968102,C,-248.72243340221846,D,B,A,A,C,C,0
Veteran,139.60218939968044,A,-68.52171992967472,E,27.852147616164203,A,B,B,A,B,C,1
Yes,90.20441048108277,D,-121.17357806894948,E,-8.16017342372789,C,E,B,A,C,B,1
Yes,-132.37669471227443,C,-13.573299678289013,A,-166.03771947538786,D,C,E,C,C,A,1
Non-Veteran,-2.5334713348598092,D,25.10804758419648,D,-25.169248264322846,D,B,C,D,E,B,1
Yes,24.966453756752564,E,128.72394976494738,E,-40.02118534286002,A,A,A,B,B,D,1
Veteran,-84.61532588920284,C,16.29560410361555,A,197.469621783015,B,C,E,E,C,B,0
Veteran,36.50258725598081,D,-157.66497150188957,E,-131.75278985818736,A,C,D,E,B,E,0
No,65.39628432691707,B,202.83707079325973,A,37.78003432718945,E,A,E,D,E,D,0
No,27.67980317726222,D,188.5067562663001,B,175.35575457621698,C,B,C,A,C,E,1
Non-Veteran,-172.8186304467987,A,245.44448710571714,B,-17.42181254148974,C,E,B,D,A,D,0
Yes,36.16480889436504,C,10.406422269709763,E,180.30069087280853,A,B,B,B,D,D,0
Veteran,-9.211727523854469,D,-36.408770508790674,A,-47.75740778350938,A,E,C,A,A,A,1
