RACE,AgeGroup,SEX,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,target
Hispanic,51-65,Male,A,-107.71728845281412,C,-17.70651123940844,E,97.55936558631988,51.254558808633554,C,-166.5473585218076,E,D,31.73302621043121,-36.532542311967916,B,-42.76009112393834,C,1
White,65+,F,A,59.604672537425394,D,20.440870946843972,E,-29.967352165465975,-70.36268940692429,A,0.023902813362367773,D,B,12.605190990364223,-18.8591718020531,E,-21.440130823192437,A,1
African American,36-50,Female,D,50.00037377370952,E,71.16179858838471,D,4.805427532023461,66.65764720223322,C,-76.72512420680165,B,B,40.54244379513727,-157.5141359317749,C,171.6580719922628,C,0
Black,36-50,Non-binary,E,-29.135451885148424,D,4.291527425408161,D,198.88969924577123,-216.7891148083191,A,-14.392035171391285,E,E,126.6208615412452,-77.3600553894942,E,65.46456815979042,A,1
Asian,51-65,Male,A,-5.188827435526278,E,73.58382127080786,A,-40.207035755332804,75.82771569665971,C,-28.40500535304269,A,E,-10.997034641920921,58.91123317148492,C,-11.745481569864243,A,1
African American,36-50,F,D,-31.00214937741236,B,-4.296616831901435,C,53.280660739945404,19.30265480970108,C,79.31906733155789,C,D,47.24382555788529,157.07522310904525,D,12.071022462293046,D,1
Black,18-25,Non-binary,C,-47.870687284783095,D,-27.797830701724752,A,76.36263589173863,85.99770095238377,E,-45.479902552016796,C,B,-98.34218186784179,-16.936264757237904,B,177.32682784989882,D,0
African American,36-50,M,C,30.825463237610002,B,43.419135249511484,A,15.768788357827498,-51.54045174805306,C,60.673976207562085,A,C,12.843950352191523,-9.2326069073853,B,25.620922549675985,C,0
White,65+,Other,A,-6.808904228111544,B,122.72259087857145,C,-87.59497740920085,-0.2866372552749854,D,42.90795256992878,A,A,-175.3841985346457,-123.6176617965054,E,40.038910818581314,A,1
Black,65+,M,A,82.55871874477799,B,22.879491924625732,E,33.271473960496955,-10.11310974593935,E,44.36780765674585,A,C,-169.88737710696122,-46.69347461465737,A,-85.05446693792597,B,0
Black,65+,M,E,145.0859736061903,E,-34.27411375528992,A,51.514152474626265,-68.14082479873235,B,0.5683528922735075,E,B,-91.37569568055473,-85.67458023912998,E,-127.46762020100344,A,0
Black,65+,Non-binary,C,45.117585466732706,D,-4.750604977014884,C,40.18719783301988,-59.328813172099636,A,-107.85346166081568,B,E,112.93185019472855,-201.58116522623328,B,-42.571432646798044,D,0
Asian,36-50,M,B,-187.0880099429253,B,-41.6500514186635,A,-67.2139118847378,225.6807184449993,B,107.89334570808467,C,A,62.43722123081519,-6.3883353696201715,A,-37.972767075574986,E,0
White,26-35,Other,D,147.67560880276844,A,-107.65635121984909,B,-116.93361358168058,-128.554787818645,B,71.77381600518244,E,C,-246.30044668878077,-156.98101550596613,D,-63.76527252824399,E,1
African American,51-65,Non-binary,E,-39.00947665657507,B,-69.06273555830286,C,-1.7381476354768535,104.42922612816695,A,175.12290059345034,B,E,117.99314933102636,-176.37457916720186,A,215.66898623942276,D,0
White,26-35,Other,B,-0.6871106070118155,D,73.71151392490168,D,-54.84599232653672,-124.39424933433104,C,19.059392371120115,C,A,-144.5554216371176,78.50708328015456,E,196.5278873330604,C,1
Black,18-25,Non-binary,B,225.67150028064415,A,168.9634428807995,A,4.238351203763879,235.99166367057714,A,80.26259337507071,B,C,-15.22673855255274,-191.08768083594816,E,145.45814048570134,D,0
White,18-25,Male,E,-61.333262175504046,B,-109.03384661323743,A,-5.400994857851469,81.35158718393059,E,-20.4901459751891,D,B,35.1222144824067,77.623100303702,C,-74.77242881299055,A,0
Hispanic,51-65,Female,C,-58.55718642100914,D,65.5728759729771,D,-111.54686170028324,6.207540518420586,E,20.593639574172006,C,D,52.93885015775665,32.713896777691,C,-57.27575510422683,E,0
Black,65+,Other,E,123.89442703817018,A,75.4514600281599,A,-83.9451064692974,0.0006669172594430306,D,7.105761583070201,C,B,82.27404991578065,-91.42595859998335,C,45.967296108828265,A,0
Hispanic,65+,Other,C,63.95722231850388,E,-38.83365969801933,B,101.28655693150674,76.28451350738695,C,62.62142410881888,B,E,57.63931574446747,34.94183536441604,B,14.289571708630286,B,0
Black,51-65,Other,A,103.09233251218977,A,-110.11068567235802,C,1.3412758806564609,-2.1023318513627953,A,-87.92459843103867,C,D,123.45704228226326,-59.256962300928116,E,-15.745657695872172,E,1
African American,51-65,Other,D,106.870954031999,E,-12.669705585754032,C,-110.86865525641842,62.203637331251905,D,51.87904294574545,C,A,-19.59301571289792,64.45253854724056,C,80.634007940434,C,1
Black,36-50,Female,A,35.843818975503126,D,129.71747487647738,D,46.117511490329285,113.21466164305711,C,29.259551671601187,D,B,-0.7328618781818105,85.5547615618878,A,-8.098267099174873,A,0
Asian,26-35,Male,B,93.76416845142242,D,-21.086764687799914,D,76.38171386737388,55.221141993084025,B,92.28944694675225,E,B,-70.21426341304884,94.29842519048282,E,-93.21575217436695,B,1
White,51-65,Non-binary,D,-47.118307038581925,E,-51.6429101291431,D,-129.50299327921476,-12.803594818471204,B,-92.72863520814761,B,A,170.46552574723734,-5.169456137292563,D,169.92322129495167,A,1
Black,18-25,Female,D,-261.181128390528,E,-128.7466777861545,A,38.389287657311385,238.04018791473592,D,-127.80670264221708,A,A,57.424243469442835,140.1911651775006,D,-100.73419893324605,A,0
Asian,36-50,M,E,31.97078067716925,A,-239.21070428402865,C,74.18543268148281,122.50116756227723,C,133.96618666091354,C,E,1.839174449384632,-25.214423556341842,E,31.805812460570593,C,1
Asian,36-50,F,B,55.15369378861143,C,187.43750277645458,D,60.36053445508951,16.482671460245488,E,-111.00420446993509,E,D,-159.79305119369374,-16.61800361271434,B,150.17658155292207,A,0
Other,65+,M,C,133.2915531871391,A,55.15498928993212,E,-105.82172383449753,89.83962769938398,E,-10.03856331137163,E,A,-123.36164324684393,207.36125431725512,C,-12.745680015119165,E,0
Hispanic,51-65,F,D,49.58871899997602,A,98.88891177700732,A,41.18250439453547,42.21044533836715,E,8.67109480427832,C,E,-36.25167108415537,95.94145001907765,D,-68.52325652791419,C,0
Hispanic,51-65,M,B,123.91543909860523,E,-86.58535140051042,A,-26.53284754598356,-107.64970441930643,C,29.307498622195734,B,D,-2.5891152013762952,152.29018705911997,B,-3.1239535229360795,E,1
Asian,18-25,F,C,76.0925867255112,C,-37.73098880508339,C,107.7106815013483,137.9751135606043,D,16.70541202812007,E,D,88.11165026719675,124.32026220890631,C,-97.67029714691175,B,1
Asian,65+,M,B,4.836145399934369,C,-52.90085458103005,E,72.114430143901,16.533212101589992,E,-75.84284037081468,B,C,63.66603290779247,-22.77101076290298,D,102.10918850525582,B,1
White,36-50,Male,E,55.37324530773938,C,-36.2696541757692,E,55.334482259287064,37.74664937736959,B,120.00694503649574,D,E,-218.50455531939176,-73.6751049584462,D,139.7804276400423,C,1
Asian,26-35,F,C,47.32208825024533,B,-0.9052948703146715,D,160.71352085690324,-117.94357525179831,E,45.150391471882294,C,D,36.758753767108125,-52.947491054490825,B,17.736410572207554,B,1
Hispanic,65+,F,E,104.0423645873984,C,-67.95590572701987,A,-107.9095199454843,-89.08132565694426,E,-179.08819966929798,D,C,-174.36607139750183,-19.37799149018724,B,-94.3776154496043,B,1
Black,65+,Other,E,-4.661284610731379,E,-39.32732787697999,E,-97.80674251584436,123.58150512385208,D,25.507862327556456,B,A,-97.12393757537089,-105.99713425604888,B,129.2144314443615,D,0
White,26-35,M,C,-92.11346830970176,E,-92.44661340203277,B,-139.23938956235443,70.02843253982675,E,-54.41333119267404,C,E,-235.82817787035273,135.96235987935506,D,13.582531540010823,E,0
Other,65+,Non-binary,C,-6.246159746825084,A,9.585468912510352,A,154.21791804351153,-81.16964426563568,D,-129.58739428142374,E,D,-92.60493199339136,-147.40974332277221,A,-28.2341024294681,A,1
Black,26-35,Female,D,88.46109219955207,E,114.86606805689277,D,43.16418682314623,-70.25377685257928,C,160.13364700623126,A,C,80.26003796515602,27.608285408522885,B,-91.80511651743421,C,0
Hispanic,65+,Male,B,-35.79262072654962,B,-167.29790713533566,E,67.444437124952,152.72260971032952,E,89.44354317240067,E,B,-35.07925344980754,-74.5254993885183,A,4.105276844146814,D,1
Asian,65+,M,B,94.3461449535788,A,-136.95941548214543,B,96.44756373233264,-76.56149763322094,B,37.976381093623694,A,E,-282.23404466478434,14.74724363928828,E,-83.27596029845327,C,1
Black,51-65,Other,E,168.2374890513914,B,-90.54422491325079,D,13.200945601708082,64.36179030789222,D,-8.248151736070716,E,D,85.0305028819806,91.69282131237533,B,-40.28754390250526,B,1
Black,65+,M,E,57.300723397489385,C,-87.37968557375211,C,44.08813680838648,-17.850109363129928,A,91.90222655217367,C,C,-20.87554193110784,-118.45656457692468,A,-55.10527609513812,C,0
African American,26-35,Non-binary,E,190.0241825187344,E,-34.00363059209948,C,-107.51006766824219,72.96423386944674,B,104.23836174101726,E,D,57.4279836701652,-70.52290292175431,E,30.31020164149022,C,0
Other,26-35,F,C,-181.50159617720126,C,127.53898356695845,A,88.04433739732632,269.4532155307542,D,92.05406248800672,A,E,-80.34165693157223,-167.6028807230773,D,-200.945460524866,B,1
Asian,18-25,Female,B,-19.86541979247077,D,69.58226297022377,B,-54.832016822686114,67.76600286745482,B,-113.99880626801084,A,E,61.9690069854193,-80.53412696693776,A,-61.10797695962229,C,0
Black,26-35,Other,D,-73.95435142398084,A,28.201623038997088,C,-28.820429476134358,-85.94499855382853,C,108.69041914281294,A,D,-120.0785729591042,-25.147610347800605,E,-215.14644175518401,B,1
Asian,51-65,M,E,-14.474313881950495,C,-52.635033125818865,B,-112.62682405759764,76.59234391418236,A,-3.474004880087711,B,B,-38.57291594301388,7.551666367604394,A,110.53140433742546,C,0
African American,18-25,Male,B,241.23613090499308,C,82.72808255360813,C,-45.449959280712584,173.86696440327194,C,106.70763864319086,C,B,135.66126209763868,-45.415408832810286,E,-22.47247051435129,A,0
Asian,18-25,M,B,-31.948879179590428,C,-133.64201478088827,B,102.56668268147624,-96.76870044965933,A,43.10102132488021,C,E,-5.5942984050541344,48.95284770284989,E,136.7736365503081,C,1
Black,26-35,Other,D,18.68526005359329,D,45.88711433287824,E,14.979940606199872,-34.05636152467293,D,-147.42203496049004,D,C,104.89337649212007,-25.034423935177763,D,-67.25325769312357,A,0
White,51-65,Other,B,-24.770404143027164,A,-33.058932938441444,D,-70.46780773688582,-44.75879493140136,E,-98.33643211756706,D,B,-85.33346689675876,51.23488577051859,E,116.62063068619905,E,0
Other,26-35,Male,A,-12.171163014278898,B,13.002839200329081,B,68.6087371697889,112.8991149619636,A,-88.49389000340696,A,D,20.65453443293908,42.92884128458208,A,25.0547808996819,C,1
Hispanic,26-35,Other,C,129.55481384634174,B,-173.33068326200893,A,-36.40898217326159,-16.783989414606566,A,-0.1528619412559154,D,D,-197.06664979881992,-85.646311714055,D,55.620550006550495,D,0
White,65+,Other,D,9.785658781977403,A,-42.03148804978728,E,143.04821262719253,37.672838013913804,A,-158.35677762444993,A,D,107.32423269789044,114.85109241087648,B,174.0786735963405,B,1
Asian,18-25,Male,D,-68.90132374417348,D,-90.0568208062847,C,108.9629178106843,-43.89847400646128,E,-133.69588039257687,B,D,-169.03951614290665,-2.285244688868237,E,105.47856266339505,E,1
African American,26-35,Female,D,-39.44342296216368,D,12.878904316687775,C,-31.632746761580528,-51.03324004582439,C,79.13960510874965,D,D,-84.26665283683595,18.906081528171224,C,-215.16381512904667,A,1
African American,51-65,F,E,71.51525200506183,A,-5.179562695418456,D,-80.5704328095349,107.11613798249296,E,11.057247462342948,C,D,-1.5571671255504647,122.8923566718376,C,-51.25500514686987,B,1
Black,26-35,Non-binary,E,-202.44976798207563,D,-91.47194348848066,A,-9.752141918721783,-120.00062583786917,E,-86.66221070437349,D,A,-95.65056281291656,-139.13264019452865,A,3.876775110801365,E,1
Other,65+,Male,B,75.97706337084514,B,132.55757165578342,A,-128.773338161063,25.741280337980914,B,-162.04516380407208,B,B,-66.74811249125167,92.13153959831651,B,43.53315501384815,E,1
Black,65+,M,E,-121.16704720858202,C,27.898644368479463,B,-79.69282334096705,-99.38522486364099,E,-70.88634211324482,E,B,100.21894335702328,122.71464441072672,E,6.155394297803273,E,1
Hispanic,51-65,Male,D,-40.02303824967541,C,106.14342709982405,C,-48.40175620501152,-38.188702163266115,C,-207.5839304599202,E,A,-8.746361017577758,103.3055213371415,E,-50.88837944031391,B,1
African American,65+,Female,A,27.596829992839954,D,-121.50846359733494,A,14.232772476029195,-118.99208742442926,A,-221.39067482068558,A,A,70.65184890205883,182.40105240523275,B,-14.768024937252566,B,0
Hispanic,51-65,Other,A,56.6032140435739,C,-52.377328164052315,D,-67.80202352662414,8.078616024310186,D,42.781872099401525,B,B,-62.9115192242809,33.48665131850154,A,35.090569283249685,D,1
Hispanic,65+,Other,A,104.5907328152904,A,30.094967963060977,D,-56.92078532165199,-8.184822891476447,B,-38.727097190095954,A,B,19.57282631465764,-105.5602592125521,A,10.311172522819911,E,1
Asian,65+,Other,C,23.67685615506921,C,-137.56516077878916,D,-116.02544803477019,24.14611408762541,D,30.968958372989793,B,C,154.09286873349225,47.21341563614649,C,-10.344013976114388,D,1
White,26-35,M,E,92.41991311675932,C,-143.75019586536794,E,-19.404359476779348,205.87603894114298,C,-130.81031827021278,E,C,47.70307376600861,99.91862413150562,B,13.6927182795192,E,1
Black,36-50,F,E,-45.42763677465327,C,82.09036836353205,C,-107.22218071610936,-118.89244720635995,C,-32.2843986384494,E,C,38.34478083303231,73.75551003708696,B,-51.22246881903183,C,0
African American,51-65,Other,B,-105.77519972398603,E,38.69050438317179,D,-222.8447516024889,-114.81538607610851,E,54.406658310299015,D,A,-47.689017391935636,-66.59212855486952,E,-6.585529098159013,E,1
White,36-50,Other,E,9.633668003025916,E,29.96089511822131,A,-34.21069287752962,-7.631166763007916,E,-41.794989747345674,C,B,10.031211539952078,0.35366603769356064,D,-76.445146333295,E,1
White,36-50,M,E,-258.92986164031817,B,179.4502675441898,D,-77.0105199692574,-98.3484315665733,B,-153.4100268672108,A,E,146.84356135527085,35.08292658360835,E,161.18299557358014,C,0
Asian,65+,Male,D,-124.03739159383993,E,13.637736523177871,B,-25.345351509374435,-99.34549776592009,B,-46.17653998561216,D,A,-152.95067807789925,59.48143902809561,B,57.801532012435686,C,1
Black,36-50,Male,D,-199.37210954710733,D,-54.515301646250094,B,-117.56748288033143,-237.39596877714658,B,125.47694233597615,B,B,-174.83763798095828,61.51539465106606,A,9.29958044386711,C,0
White,18-25,Non-binary,D,87.93020219504048,B,9.829687653699485,D,28.606745271307542,-148.57579800406938,C,64.90304832218237,B,A,67.06340705500338,-171.99850097498674,D,47.19841274789202,A,0
White,26-35,M,E,-69.72546686589787,A,37.506925962355545,C,75.83368333730151,122.08798613301093,C,96.1535200477208,D,A,167.81636630960404,-76.4519028616547,C,-53.831817235444014,A,0
Asian,26-35,M,E,-36.88661981316669,B,-16.45353743715344,A,109.19999556681006,196.9105908398075,C,171.74928641989234,B,E,-138.11291689618372,132.1064721617836,B,-51.97332813129506,D,0
Black,36-50,Other,D,-99.67351576723739,D,-148.15476441918662,D,82.69385204719178,-102.75008132011023,D,-97.45837463046293,D,D,-67.16474721920012,46.79888699985643,A,64.71957613192104,D,1
Asian,36-50,Non-binary,A,53.34857436380628,D,11.381786842959492,B,122.42466445719916,38.48256983582966,C,-9.100564979868372,E,E,5.37428927568473,40.618574337618654,D,-54.25867286894911,E,0
Asian,36-50,M,E,32.51830415759624,D,67.48775820772651,E,77.92830029886807,-46.101481567223075,C,25.535334423731086,E,E,24.079811174476426,-83.02699128634154,B,29.479974782790464,B,1
African American,26-35,Female,E,-28.983883338233525,B,75.12389330825857,A,2.2821289152176347,-33.18300395100838,C,-13.590379191871452,D,A,-12.516952689846175,119.2818581175465,A,100.71145686597119,E,0
Black,26-35,M,E,105.45828809940518,A,104.33706523717825,C,30.608471364446626,-54.173047501250224,A,81.34450081874574,D,A,-123.42871001717452,118.2381038227899,B,-42.314222263589365,E,0
Asian,26-35,M,B,109.81897700978578,D,-12.867696561684022,D,-79.00991844513484,75.45414180242321,E,77.29426725883548,A,A,118.02517491766422,58.69215070955466,B,87.85741109672817,D,1
Black,18-25,Male,B,-16.890843303211824,D,96.03759675358728,A,-83.71798265746318,-19.339349757016716,C,29.28717858470076,C,A,-39.96504141718405,31.05988096850315,A,-206.37245066843647,E,1
Other,26-35,M,D,-70.21639841937403,A,113.16335237311013,C,-49.927946985308665,-150.27869003173663,C,-128.44857381365026,A,D,-140.05251284474346,-153.49088426695545,B,-25.70749953230361,B,1
Asian,51-65,Female,A,-72.42217083369236,B,110.62505890618743,E,116.3556136053348,-66.04973156203934,A,134.44147125898317,D,D,6.317303471886794,113.38064387675155,D,-111.40180824949806,C,0
Hispanic,65+,Male,E,90.93123040873643,C,-201.23830323954292,D,-6.904848312252759,-34.00223545739687,D,49.49714702271806,C,D,-117.27317517025253,-107.54720884302647,C,-137.74724925467416,E,0
White,65+,Female,A,-30.174240457241076,E,42.75526407274583,B,-73.18307173639587,-5.651449697458853,A,4.977894286099605,A,D,169.38964614466485,52.431392139655166,B,-96.04027840934043,E,0
Hispanic,36-50,Male,D,41.723382484187354,B,-25.70750644995265,C,-222.13978605516434,-113.15925369067918,D,276.74510296845847,C,B,-182.46161933260964,-110.22075573278202,C,-107.5066008537066,A,0
Black,65+,M,C,-51.26234219849326,C,-85.21336518459036,E,81.2302313459557,-45.873200023279175,B,-136.53616451328736,D,C,-33.60425498461089,8.311563359078095,A,-54.82620108533492,C,0
African American,36-50,F,C,88.33979026232018,E,10.966086239736281,D,-30.261471142882478,-22.098458137380444,C,35.191264548663206,A,C,39.60694358912063,54.7848798705822,A,25.393016549304363,D,1
Hispanic,18-25,Other,D,41.946443627910526,B,-126.01105262296693,D,111.7522092560397,-115.93110979220506,B,153.82823782737916,D,B,-93.37642829726377,59.25469220042683,E,-12.355107090578867,E,1
African American,51-65,Other,A,-50.823536501498104,D,-78.07122278746795,A,36.14748863909785,161.21840483442912,D,-16.721266645818584,D,D,-175.75676715216028,-100.05993878593382,E,-131.0968663796384,D,1
Hispanic,18-25,Male,A,-71.43333818350973,D,85.7687828883327,D,-137.22578204507917,-79.24082859906338,D,76.74252919224934,A,E,112.18272614151353,86.4146224988311,B,13.641153575653586,D,1
Asian,51-65,Other,D,62.441882162998496,E,-81.1158479448278,D,-7.015304021535906,114.19607759226949,D,73.643017878899,D,A,-94.29589747755132,-66.51244738852874,D,-23.785178707425366,E,0
Black,65+,F,E,8.00229374818916,B,142.78624889370423,A,-0.8981930073720659,-3.0163834418403543,B,50.03870294559296,A,C,29.912187605811162,19.626814214039843,B,-46.25824456079701,E,1
