RACE,Veteran,genero,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
African American,Yes,Non-binary,B,C,-44.1205161161588,57.199576205759705,D,C,-163.20499937762267,E,209.64009652710325,69.70750571092009,5.418569832187751,1
Other,Non-Veteran,Male,B,C,-87.90276406912963,-77.90502683689964,C,D,-90.38259625229315,E,-11.875152538110484,70.29601080544802,135.66519165661498,1
Asian,Yes,Other,C,D,-194.8724637846185,184.3181556093001,B,A,-87.92673058821286,A,33.37884549375002,-34.93897784329427,-94.12977385983116,0
White,Veteran,Non-binary,A,E,-107.02030988539168,-6.158636400086064,C,B,-154.6934383808444,B,-33.2903507756985,80.7137620073635,151.86469704583865,1
Black,Veteran,M,B,C,52.55656397839657,-50.342719089174416,A,A,-132.08030427539987,E,-151.58223331918467,-66.48974754518314,166.9981377457489,0
Hispanic,Non-Veteran,Other,E,C,62.533486715298345,-107.15164541846967,A,D,-20.63786859070735,A,-105.44209080015267,-110.66392256750599,-6.806395919965623,1
Asian,Yes,Male,A,A,-149.73797236589138,-93.15613971437764,A,E,40.035565659046505,C,-43.81628936970733,-65.5219141581034,10.013136183959496,1
Asian,Yes,Female,C,D,79.0421899890298,84.90671479045129,A,D,-97.72070041148262,B,-140.38558566045214,-29.04843201639941,93.96150332980862,0
White,No,Other,D,E,106.94015863755592,-145.9232444648717,A,A,-119.43643581706749,A,-15.168844131392953,-18.164029362066245,-101.61902621232532,0
White,Non-Veteran,Female,C,D,65.21585724062228,121.53573123215425,A,C,208.497105922741,D,-97.99435480238702,47.25486924773236,-132.9485626915381,1
African American,No,Other,A,B,107.77229469642413,42.372778874261776,A,E,12.264539757714555,E,-137.5927219332772,329.6149426563958,-95.12487249934607,1
Asian,Veteran,Female,E,A,-70.81967850252944,-92.73416184796088,E,C,109.90018558278854,A,85.0330260002826,-38.7066432515203,63.62975752068771,1
Other,Veteran,Non-binary,B,E,-63.717225858910595,-0.35808907066696083,A,E,-205.04840090938328,A,20.579301732960772,21.118648306622305,-83.04353269990337,1
Other,Veteran,Non-binary,A,D,78.86698553701085,-63.89297701296227,C,C,-99.13693009848036,D,-86.91478042326449,-81.87966014714743,-51.34487400056761,1
White,No,F,B,A,-131.67328487430166,-152.00622433536776,C,E,-16.354142306523705,B,13.34463808247103,-64.42189280259227,131.7747741722777,0
Hispanic,No,Other,E,A,128.35205420817493,-153.63170091340464,B,E,21.02683780965039,E,220.83931056688715,116.44290872223029,150.3574721536946,1
Hispanic,Non-Veteran,Male,C,A,-35.871857010366085,33.8268335474482,D,A,-32.16983412261525,B,-115.54590682562069,23.585744825752133,4.434919295256361,0
Hispanic,Veteran,Other,B,E,-49.17225869350049,30.729339088209006,D,A,0.7322296440268629,C,-32.60430986220339,27.488311223782034,-50.30324548460297,0
African American,Non-Veteran,F,D,E,-126.16504493948189,107.38159463451666,D,C,72.61314077178726,B,98.44090031402447,-36.18706099837546,-155.6039310306982,0
Other,No,F,D,E,-79.33012371655627,-177.87824047387696,C,C,-80.28430240589763,C,-109.88515435980058,-95.8378164220568,-112.41975342503882,1
Other,Veteran,Non-binary,E,D,75.20371682385604,69.82409647996836,B,D,45.1083596858488,A,64.51795669478321,-158.5954058641682,-103.75450140238733,0
White,Veteran,Other,B,C,-157.8590353418234,157.43304338248893,E,C,-131.60458634598163,C,180.63336722704042,-4.203240443296615,-122.1509566391277,0
Other,Veteran,Other,B,B,110.30516850354475,-92.62399545844366,C,E,-39.551398187766026,E,112.07331647672942,89.34689982692424,-38.25511305259227,0
Asian,No,M,D,D,-83.72585778419828,2.550060886926629,D,E,-39.76328445754283,C,-61.91452875142948,227.8593054769376,7.579348187276139,0
Black,Veteran,Non-binary,E,B,179.80717634743868,40.054226106638104,B,C,7.465491088703168,D,-60.44191405638982,81.58032113797775,63.1044102297617,1
Black,Non-Veteran,M,C,D,34.46646800439818,105.48252002841645,B,A,105.48607709087518,B,-64.49822216423193,78.11596035105963,86.68143835595737,0
Black,Veteran,Non-binary,C,D,-60.72754951503245,-125.06403407370065,B,D,-2.1262950497886037,E,-65.85983586447495,29.86343377944519,135.09063435405866,0
African American,No,Other,B,B,66.91756847716593,33.21173681564556,E,E,-106.59263985790841,A,137.28615899795562,18.008452688871422,-88.43745389482068,1
African American,Non-Veteran,Male,D,A,-129.20850434394984,-46.07253177549447,A,D,-146.61997212321435,C,-38.70573497507143,-170.00334479112098,-100.00422224019516,1
White,Non-Veteran,Non-binary,A,E,-147.00900001093552,37.095629739137415,A,A,48.010025820448156,B,1.5316725773976503,128.4280692010409,-10.963126905361767,0
White,Yes,M,A,D,-78.75578934774167,63.26048400353474,E,D,2.533959498322046,B,39.69825253290363,50.60874709192015,-67.52042003449407,1
Black,No,Female,B,D,-84.8366585488386,-49.42451858344257,E,E,-39.68098841499915,D,189.3698993306835,-7.163992873764793,-90.05475774094951,0
White,No,Other,D,E,-96.28654528783886,0.8235775739338372,B,D,59.51331907809427,D,84.40439419836,-5.244215412499698,-18.662275652566947,0
African American,No,M,E,A,-115.01922557590416,-51.667350677455005,A,A,42.60458915741781,D,-44.700649027725305,-137.44667992141476,-73.28519649499874,1
Hispanic,No,Non-binary,C,B,-32.79210024965963,-27.719368163340587,D,C,-98.77177321679446,C,51.34842367743955,170.9111325475444,-113.07573811171213,0
Other,Yes,Female,E,B,14.704162617902291,44.60833213080672,A,B,-0.8059310771747865,B,-82.42162092386812,89.3590867457809,-26.25280201283405,0
Black,Veteran,Male,D,E,-103.54323306189863,-26.533763016461993,D,C,-31.687314480077568,E,-55.19526162397458,220.82527928005584,-47.13465534947745,1
White,Veteran,F,A,A,44.99983628139059,71.88438864789941,A,A,179.44652177481677,C,-16.04540580566335,-47.2399894138202,-14.123139443760868,0
Hispanic,No,Non-binary,C,B,-61.74983279102935,91.04796163221629,C,D,-36.370322509685636,C,-4.7415539787949745,5.480164633379251,-28.21121397915815,1
Other,Veteran,Other,A,E,-11.140760406768553,39.41844477790129,C,A,55.28592509969664,B,18.398479878949164,0.30705039295827213,18.89183141132077,1
Hispanic,Yes,Other,B,A,78.95137569633782,-12.464102457640362,B,B,11.448702954114674,A,-43.886312761044124,-61.45045500198416,-1.5857116728506155,1
African American,No,F,E,B,79.94439179822655,1.3916086649095791,D,C,-249.36848695679882,D,143.50524939893228,-71.34030323030228,61.49952244908356,1
Other,Non-Veteran,F,A,E,85.65577994123092,10.867781138507732,E,A,-41.74895893496445,D,-160.6953152699527,47.507564569690345,59.65280837985097,0
White,Yes,Female,C,D,-19.512736800977674,-4.151638472415015,B,E,83.52878238006245,B,139.9831096300633,85.33143430077284,-10.863374380598302,1
White,No,Male,A,E,64.18147930597891,-78.85995652812183,D,A,-38.24340576527847,B,33.35838464905906,-76.81181359732572,85.3092165523713,0
Hispanic,No,Male,D,B,-30.493538131106774,-47.665651836895805,E,D,-74.40121238140355,A,175.19468403855043,152.15979010922518,-50.42187878813918,1
Other,Yes,Other,E,B,-57.680386720615914,-90.19596670165213,E,A,166.06731370904618,D,-92.65657196060249,71.38017975866066,174.0010823809824,1
Hispanic,Yes,F,C,E,-92.79944126462796,193.62486142310763,D,A,-60.13928495244733,D,50.569020107377774,-200.13892006212376,-148.47294307382407,0
Other,Yes,Non-binary,B,C,-220.52100612760808,-3.5761619334313357,A,A,34.31850032498719,D,-96.57547075883699,144.06786444575772,-6.348435602584561,0
African American,Yes,Male,E,A,-36.59900121676089,27.63850603548445,A,B,-10.154602743546139,B,-34.99679624493678,130.58876535725207,-72.77859873142535,0
Asian,Non-Veteran,Male,E,B,166.4729640341242,-58.98568213374625,A,B,71.5373851435525,B,135.4915880312931,-183.7047467296649,40.303942816012004,1
Other,Yes,Male,D,E,-50.99912941396278,92.57438008535514,C,A,-2.2325402108740113,C,9.840894574642686,-22.378709613703077,11.383507654343857,0
African American,Yes,M,C,C,33.76943465277126,60.12849817081726,D,B,197.19569276671976,B,-52.52459953077362,-67.79327296282747,-64.62274566165593,0
Asian,No,Female,C,D,55.64929723276633,-41.10694645780511,B,A,-62.914288704466834,A,-46.98117241191142,33.28971327149434,58.253896711496076,1
Asian,Yes,Male,A,B,-23.463077098877708,-173.90299412292012,A,B,-135.3441058030379,E,125.88360643898262,-113.82452888987243,200.70315159133472,1
Asian,Yes,Female,E,C,-95.94947015157406,-102.85962708693633,D,B,-76.1957814332667,A,-129.17676760348078,-170.32939053504984,-23.115853029593385,0
Black,Non-Veteran,Other,C,E,-27.772908820906174,-3.7497166228963015,B,E,-128.64627253232146,B,3.2530046868006646,-16.939340576876745,117.2760976295568,0
Hispanic,Veteran,M,B,B,108.89010164988491,49.3369409236128,C,C,18.951481461119688,E,-107.80091642164784,178.1065063098771,-102.8505327680936,0
White,No,M,D,A,-62.81135699796169,57.16291827233968,E,B,-13.996666822729775,B,142.47140085312122,-17.253682421481518,36.93811729694581,0
Asian,No,F,A,B,115.41206216595397,63.371578185373664,A,A,-141.85247908927713,D,-189.87911953398066,-1.014383294309365,50.40264355228574,1
White,Yes,Male,D,A,-42.32112465922624,-31.57115235520883,A,A,-43.75747941743743,B,12.883354747517792,-44.04763726313204,-220.35607916796502,1
African American,Veteran,F,C,B,14.287090628500456,-36.08114638286535,B,D,-54.29483644287387,C,-116.20109747021054,12.609348465100044,94.73103991473839,1
White,Non-Veteran,Male,E,E,-60.04002453038695,5.670947683712889,C,D,22.048099496124472,D,-54.1237628168863,35.69853114680813,54.52475828078014,1
White,Yes,M,C,E,-93.47221136143922,62.16109817221951,E,D,10.242811473615825,E,-270.9019376410201,76.2702373405872,-9.318669935604206,0
African American,Yes,Non-binary,A,D,109.89146077814287,170.49177101421554,C,D,105.25357827962118,E,43.17316750538391,100.22456859807374,22.555334023754952,1
Other,Yes,Other,B,E,-139.55735079498746,-134.86590102212827,A,B,89.454840394356,D,-53.8545313061782,-130.68205609880553,-111.4771204013532,0
Black,Yes,M,B,D,51.5274568011149,50.48141444530203,E,E,79.29318203941266,A,-84.920688788712,-175.8179200546294,35.77756375309135,1
Black,No,Non-binary,D,A,-28.52549245548629,-11.921579740283377,A,A,-25.41791965700364,E,-69.63237078027348,73.16808939487267,-171.4932524127289,1
Hispanic,Non-Veteran,Other,E,A,20.05005843927527,17.173054495680283,C,D,90.07457405941881,A,7.522264077310024,-80.932494724086,-100.63819296059945,0
White,No,Male,B,C,-167.83084650773262,64.7410478642513,D,E,87.98634854494534,E,-20.869503666839666,-12.756176647563306,38.99891174083303,1
Black,Non-Veteran,Other,E,D,-128.21199419882126,1.089241452010173,B,D,90.7445210580222,E,-41.86268787054428,132.98847517937497,-71.9564946776989,1
Hispanic,Yes,Other,A,A,148.8138027951137,204.5436860992033,E,B,-98.8688610188241,B,-53.70088024525115,135.53689556129805,53.44488810974638,1
Asian,Non-Veteran,Male,A,C,34.11443634800445,-178.32520529190964,B,E,-135.8739036830376,B,86.59919207613687,-121.4925055169031,-140.66394554220335,1
African American,No,F,A,B,-86.42873052541175,39.25903091657846,B,C,77.33017329834846,A,-30.903094987126345,159.50804891933126,-40.477072760572426,0
Other,Non-Veteran,M,C,B,36.941929283658084,346.0905305060106,C,A,-46.40093368338968,B,-108.88481291712469,-121.68345341877087,152.95048832962138,1
African American,No,Other,B,B,42.86652066440951,106.82496103268868,A,E,-41.4383455554037,D,-88.52117911416165,-75.89823260035483,-100.20608436229878,0
White,Non-Veteran,M,C,D,162.27286741950968,182.27431700493906,B,E,61.58874227007905,A,70.15844552606286,31.730456886370085,-14.6734378491996,0
Black,No,Other,D,A,-53.72338483483472,-30.91915756510142,D,C,-87.23934971765996,A,-65.64553575833862,-0.44911357729779466,-195.25622201741172,1
Asian,Veteran,Male,D,E,9.603892068190953,-46.47610710285353,E,A,178.7619004986905,E,27.39236736225109,-242.06777300033048,9.464384437293072,0
Black,Yes,Non-binary,C,B,-38.49169345260285,-106.16030214862546,A,C,-269.36686491525063,A,107.92688080136288,59.74775095104579,114.75672610181793,1
Asian,Yes,Non-binary,B,E,15.394133663973006,39.57522960077991,A,C,14.560522024113745,D,9.668960174558325,52.846544094791824,-48.780627321185285,0
African American,Yes,M,B,E,67.23450907564988,-15.859732006871274,A,A,146.73745330955975,C,-19.37775361677771,181.2620436373374,67.47749455135495,0
Black,No,Non-binary,C,D,-38.29208068582005,176.07793089725334,E,C,33.477033958589644,E,161.25015995836364,-210.13036609576594,-138.66630475851875,0
Hispanic,Yes,Male,D,E,-23.542875516692156,222.75612581763724,C,E,-95.3972421123767,E,151.99303880060074,44.82654273883654,71.018052651538,0
Black,Non-Veteran,F,D,E,-57.11906270521968,162.92780955445616,D,A,216.76365000941553,C,34.133084865386955,235.19886804533309,-144.24744035044887,1
Other,Yes,Other,A,B,-26.562439272908207,-9.59228868879866,E,A,67.27827178703592,E,102.28602752066824,-48.56760357181992,194.92186272998322,1
Hispanic,No,M,B,C,37.70927120042392,-67.40119324368113,E,D,-60.6542146628331,C,-248.5709471718754,15.628682052776371,13.535357117372957,1
African American,Yes,Other,A,B,109.3113296281118,42.47414416167064,C,B,-91.55172174888796,A,44.99189174144184,-51.60205324851835,-56.29947531622081,1
Asian,No,M,C,D,-105.47919944250519,161.63832894442163,B,B,122.60121374346657,C,-227.77626842215852,53.75357036446372,-238.95902492730738,0
White,Veteran,Male,A,D,113.9234979676702,178.38322808748188,E,A,9.29407628934312,D,-72.09424503606544,4.816143996635552,-20.760133313668643,0
Other,Yes,M,D,C,22.509540212918193,-133.11199045856708,C,A,-52.02384661092797,C,-20.265083271126272,29.683499417389115,43.2940493708934,0
Other,Yes,Male,E,A,-132.9914741371946,-64.22761813060383,E,C,113.64469748911188,A,-15.475696812681655,14.671260978749917,57.946677950329516,1
African American,Yes,F,C,C,127.99188240780784,-9.369445271235346,B,D,11.181323681414234,C,68.0329009938055,-97.88396370162134,188.77278707868624,0
Asian,No,M,B,C,-100.59365071953654,-64.13561276749843,B,E,57.79227044646793,A,174.04679711706038,105.22633084978136,-144.01502603788458,1
Other,Non-Veteran,Female,B,A,-98.2080522631018,32.64900958845531,E,D,197.47865192072467,B,138.22851021199176,212.08638466495034,-35.323820924372065,1
African American,Yes,Female,A,E,-10.605537362472706,43.08893644966989,E,D,-103.61921047645019,D,126.80532148677814,13.111745101319858,-32.454271903345536,0
Black,No,Male,A,C,-0.3891225204126885,-185.03559891687954,D,C,-82.33304420864744,A,-89.40416392324329,-72.7350464811162,36.573314413396496,1
Hispanic,Non-Veteran,Male,A,C,119.36157394219227,-106.10042717899546,A,D,46.35930428111028,D,-66.25053746375882,77.06761692199267,-19.832831403732147,1
Hispanic,No,F,D,C,59.881749249634495,32.732975017018305,C,B,69.94550960444316,E,-81.89549530141886,18.89553419625293,96.80302501332629,1
African American,No,Non-binary,E,D,-139.3312340062818,69.12570205240208,C,E,-35.234202604994636,C,-83.23594871496391,55.61970118959415,-108.36644607633596,0
White,No,Other,E,A,-44.103030379932854,258.84322999964553,E,B,-78.86506351466015,A,-35.74498204259356,-89.42111122876368,-202.33851962458212,1
Black,Veteran,Female,C,C,-78.82607401995705,0.3850026454508599,C,C,-127.2549864600593,B,-20.69908781567782,-72.28959578185287,-12.069597303772627,1
Other,No,Male,E,E,-5.486578262661,199.00715384824198,B,B,-111.03700310741512,E,101.37588093394065,155.88847315264053,-95.33456773556122,0
Hispanic,No,Non-binary,D,D,243.2342822213223,-49.055203908599914,E,E,-267.16270466712245,D,21.718897678483195,35.97079844559574,-23.07083668783532,1
White,Non-Veteran,Non-binary,D,A,51.2357324737502,-93.86141595667158,C,B,-90.75772366003434,B,40.956426586415844,-16.64364660596674,103.19552937075997,0
Asian,Non-Veteran,Male,C,A,7.100432800411576,47.602438321872185,B,E,222.7586824627232,D,31.902688590178425,-52.211818929097284,-211.33761697430336,1
Black,No,M,C,C,194.93267296997806,106.42304450961365,B,D,-76.66246580975847,D,-42.04326601955962,-63.6255798595236,-52.58868895863471,1
Hispanic,Yes,Other,A,C,-4.100899579517516,30.205656160180546,D,A,53.11669767094921,B,-84.73162138505299,-66.60799441526324,193.82331871202268,1
Hispanic,No,Male,D,E,186.70891738300855,-155.8652224240472,A,D,-80.2113514321295,A,75.18899982729586,-151.73416781607312,1.0234298637478185,0
African American,No,Other,E,D,30.913211804030173,-47.5492685297313,B,D,-46.55730940733328,D,-43.86035312239132,-109.13909001640938,174.84044904161792,0
White,Veteran,F,D,D,-195.65208943381785,64.63647852844468,E,B,104.982738327033,E,5.797956433833621,-4.645545589502179,27.84864709191609,0
White,Yes,M,E,E,119.86388446004766,-70.58785423392335,B,E,-83.23871802742406,A,124.1345804356278,30.669391861436644,-33.1343379111724,1
Asian,Veteran,M,B,D,-33.1170276164391,-120.60897535331239,B,E,-2.0731165774490914,A,-38.78912706903026,-100.88345897847948,-78.05563339598295,0
White,Yes,Female,D,B,-136.77249248966638,152.83859177197738,D,B,79.56858431338246,A,-93.03164119686835,97.24209849480286,-154.78881991305673,0
Asian,Yes,Non-binary,D,A,89.87213896031724,0.6618883724465944,C,C,-20.548327328400003,E,-56.076966970464895,-165.225686115522,-83.72793417796315,0
Black,Yes,F,B,B,-111.62515347072667,-102.00490865743342,B,C,-49.54385841918598,A,-129.91449029077776,-132.39949956355917,-2.386245404604727,0
Black,Yes,Female,A,A,124.96201995921017,74.00362771097785,C,A,-4.944758010945131,E,-138.26368213974595,-24.4567842042725,-66.68932668199326,1
Other,No,Other,A,C,-98.3441008741938,-3.706393978538343,E,E,46.59575479129267,C,-109.61571431788357,-145.40657391565165,-41.11923643485341,1
Hispanic,Yes,Female,B,B,49.98214839363287,31.346920062243623,E,D,227.79790217737852,B,21.655787483303317,-160.48395902640556,45.99268320674768,0
Asian,Non-Veteran,M,A,A,131.11755863254356,-94.31784251087151,B,E,-135.03078752043868,D,-123.86800689818797,-106.9683741881213,-130.90358694472874,1
Other,Veteran,F,C,A,-32.703385691769796,185.0882006332914,A,E,23.518024394462557,D,-99.87985534670918,-15.774110803580236,-205.78025336156398,1
White,Yes,Non-binary,E,E,61.675264542008854,-89.16097050844324,A,C,-49.685486695402155,A,-115.98999722600252,-49.69129025606691,57.872432450688436,0
Asian,Yes,Other,B,A,-24.92400059368527,87.10680030474792,B,C,-6.290379851233979,D,170.9961811714483,13.822668015199005,-124.00841113194087,0
