Nationality,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,target
UK,Widowed,D,E,-116.80449986870734,D,B,-69.13528813425336,-46.54856815706888,A,0
US,Married,B,D,104.19795848691055,B,D,8.137636977791106,20.29918967005704,A,0
UK,Single,C,E,-124.83475764854104,B,E,-4.742173752715864,-44.28107925034806,C,0
India,Divorced,C,D,101.57131085899395,B,A,-185.7010529040481,-145.16207014795214,A,0
US,Divorced,A,C,59.84580176682985,C,A,47.18014404204424,-38.879957622339155,C,1
Mexico,Single,C,A,-38.93196004055583,B,C,9.172081329213785,20.979408063368638,D,1
Brazil,Single,D,C,-107.88633267349681,C,B,45.43966934278673,173.89217230410478,A,1
Brazil,Divorced,A,D,-143.07392504511435,D,D,105.5795112758903,-120.99737250181506,A,0
Brazil,Widowed,B,C,-27.338962891297136,B,B,52.92675179329622,51.56700219849088,E,1
UK,Widowed,B,A,-143.64027969571785,C,B,7.564444768971093,-200.6831731511285,D,1
India,Single,C,A,267.60423941401734,D,D,284.663611218287,-33.61691584682111,E,0
China,Widowed,E,E,-122.34878889691885,B,E,-214.62351887436503,-83.8514581367367,C,0
Brazil,Married,E,C,-41.74453854577013,A,B,-118.24381825862005,-13.048984053916415,D,0
US,Widowed,C,B,-17.58579542061895,D,C,61.12555986343672,-25.26109391230973,C,1
Germany,Widowed,E,A,95.6133565136396,B,E,-5.8576061076906205,133.74719002692132,E,0
UK,Single,B,D,15.254896671322046,D,D,11.986727070918958,83.15364923762615,A,1
Mexico,Divorced,B,D,155.5934523079533,A,B,-118.04925414540317,-42.22670339008232,D,1
Mexico,Divorced,E,B,26.41730107153053,E,E,-5.639970529520228,-137.5190159614221,B,0
Other,Divorced,A,A,-117.79100965127498,C,E,-275.2583355548765,-14.253216332212379,C,1
Germany,Widowed,A,A,-95.80439490579973,A,A,203.25995106211883,117.08800093569171,B,1
Other,Single,A,C,-147.9419106781734,C,E,-156.2128829183057,-11.252898296925643,D,1
Brazil,Married,A,E,51.04773265474716,E,E,191.370422656063,-108.52836973139613,D,0
Mexico,Married,A,B,95.3075912758245,B,E,127.12456712618041,126.03605588289086,C,1
Brazil,Married,E,B,68.05967494620151,A,D,-72.58125971512054,-14.602209219505887,C,1
India,Widowed,C,C,126.6509582308004,A,E,7.4920322491253994,48.21835324611208,B,0
Mexico,Married,E,B,-36.2105813675055,B,A,-132.52612317886704,62.98983810045061,A,0
Other,Widowed,E,A,-17.610882221627396,E,C,89.4122375258833,187.85109077264178,B,1
China,Divorced,D,A,-128.00980215282246,D,A,-172.50049338215322,87.18324322311902,C,1
China,Widowed,A,A,35.886538521603946,D,E,-164.0952549503956,12.082785907055648,A,1
UK,Widowed,E,C,-90.0062666705449,A,D,-21.317730878112794,-80.55463589424502,C,0
China,Married,A,D,-126.0608879587827,B,D,94.93849892909013,-31.530928769011208,B,0
US,Divorced,B,C,-63.4428374979356,A,A,95.32551381653354,-8.063733473909835,D,1
US,Married,B,D,17.42172996584938,B,B,85.5352350879084,-120.53864991438783,E,0
US,Married,C,D,37.80161636115058,D,D,-175.98797389973464,90.09011739034524,E,1
UK,Single,A,C,-63.04411260643601,B,B,22.42860125028297,31.474942380896646,B,1
China,Married,B,D,-74.39895812872564,A,A,9.437795672420723,29.190121737927587,E,1
US,Married,C,D,-33.6749535355595,C,C,-25.02093910032822,-84.18120994485034,B,1
Germany,Divorced,B,A,173.30169564090556,B,E,44.29934274041208,96.8365429114514,A,1
Mexico,Widowed,B,D,126.88931940232445,B,A,43.71820842341929,23.924525530016915,E,1
Other,Married,D,A,-73.18331843320443,D,E,9.298115010223276,110.87655661162552,E,0
US,Married,C,D,-183.58361768131874,C,C,58.879702105983476,-53.077749082831374,A,0
Germany,Single,E,C,-42.689885171899014,C,A,-5.886193295021556,168.9034607265162,D,0
India,Divorced,A,E,-43.573991455644055,A,D,87.86546132564207,54.516811426704,A,0
US,Divorced,E,B,-47.94385308298344,B,A,-195.39171085064356,154.7902633057303,D,0
US,Divorced,A,E,-15.967399495870321,B,A,-18.418425154633816,-21.011631357789287,C,1
Mexico,Married,A,A,-5.317558212507781,E,D,90.87971047243603,-203.9110123029086,E,0
UK,Divorced,B,A,-39.54539131131325,D,C,-1.684584828553849,32.43567229878722,B,1
China,Married,B,E,24.317064240833773,A,D,25.031018325066096,-169.49152133122317,A,0
Brazil,Widowed,C,B,107.97205656814238,E,E,-43.98852297602807,-19.88022641182544,A,0
US,Divorced,D,A,-19.008798864490263,D,E,106.25606871714506,89.7632120059441,E,1
India,Married,E,D,67.0155742459516,E,E,157.25386478287274,-68.835724200949,D,0
US,Divorced,C,B,87.77104256474648,D,A,50.855592885570665,83.30830585594055,D,1
Other,Widowed,D,C,-37.014315477723194,B,A,115.24340339815866,62.5034356928407,B,1
Other,Married,B,C,26.790550787398864,A,A,-73.7822329484149,-21.177509613556616,E,0
India,Single,A,A,52.418023951629166,A,A,48.692185412845355,7.896716340857969,D,1
US,Divorced,C,D,-8.660394933284943,D,B,-7.40617246914531,269.0903601217312,D,0
US,Divorced,D,E,-5.461964957781255,C,C,-72.48438092777995,156.63168613596412,B,0
India,Single,A,D,44.70298367213005,C,B,-171.89839685827786,-98.33196020826593,C,0
Germany,Widowed,B,E,-36.69428484623695,A,C,111.86789735139683,52.80525119394943,D,0
UK,Single,C,E,21.66458345278506,B,E,-112.8692265123427,-67.89261139455617,C,0
Brazil,Divorced,D,D,-25.228754311195235,B,A,-25.015971983301593,-7.513011088514725,A,1
Mexico,Divorced,E,D,151.3543832390092,A,A,156.49650961241775,86.10404981130536,C,0
UK,Widowed,E,C,-97.13808481019174,B,C,74.41427040035012,-52.7598995415734,B,0
China,Widowed,B,E,95.76285545454922,B,A,18.306979107591907,268.13270229255045,E,1
India,Widowed,A,C,31.23551986804548,C,E,-24.478689793634565,-66.8338596707209,E,1
Mexico,Single,A,D,-166.92385194965772,C,C,-17.183736966314644,-102.02874790007506,C,0
India,Married,B,C,-49.61336238052576,C,A,-13.74820113927929,-57.73745256953785,C,1
India,Divorced,E,B,106.14176845414718,C,D,99.40532454032518,-71.41917900898646,B,1
UK,Divorced,E,C,-162.9858060241209,E,B,-25.29747116263783,184.56653008844597,A,0
UK,Married,B,E,132.968479060735,B,B,14.594082931897962,10.23291237270303,C,0
India,Divorced,D,D,128.1544666960859,B,B,-36.83380343512746,-95.1300384115904,D,0
Germany,Single,D,D,146.67360833044486,E,C,-69.84845969370501,61.532863730773215,B,1
China,Divorced,C,C,42.14854604057842,A,D,276.3793002279211,9.03977048154743,C,1
China,Widowed,A,C,-35.487649713210075,A,A,98.66849560367463,-0.668425877491719,C,0
Mexico,Single,D,B,-74.31690027580726,A,D,162.1020409630157,-60.40340825242077,E,0
US,Single,E,D,257.2568517754183,C,B,102.24227052341072,-23.39085159542104,E,1
Mexico,Widowed,C,B,-6.33551702713261,D,E,-83.75115310850836,138.99805705227618,D,0
UK,Divorced,D,C,-195.25440566573886,C,C,-345.65681550662725,-37.11375037904397,B,1
India,Divorced,C,A,-92.97014709806133,B,B,278.07698359899183,99.95526904712499,B,0
Mexico,Married,D,C,116.37628106032744,A,D,-4.103392685874997,172.1211821754643,A,1
Germany,Married,D,A,-39.28928550211322,B,A,-18.66915552546219,29.96426424377283,B,0
Germany,Single,C,D,-117.65923869343735,B,D,90.62227911881479,-288.44850897923857,D,0
Germany,Single,A,E,155.57260145160822,B,B,154.0014807667499,69.21664131002906,A,0
China,Divorced,C,C,-30.111492878271207,B,A,-51.94176016335541,101.26774387935804,E,0
China,Single,E,B,-127.85948778139071,E,B,57.438483569025934,76.09431030214995,A,1
US,Divorced,D,D,82.30493767555332,E,D,-86.49766074088492,-36.81662775775338,A,1
UK,Divorced,D,D,-110.30941731522772,E,B,144.446111312896,165.78473441204878,E,0
US,Married,A,E,-43.588477531573346,D,B,-29.4697220061087,363.3054043014467,B,1
Brazil,Married,E,D,-66.6433318156619,E,B,-39.46977319514741,45.28068443511085,E,0
Other,Widowed,B,D,-0.19783436939337248,D,B,-200.22411791596696,-156.7487805396821,B,0
Germany,Divorced,A,D,-3.79327839843995,E,D,-102.41612191856011,41.7503143520066,D,0
Mexico,Divorced,A,C,-21.245687131306436,B,E,-0.3865379681542469,3.210334970837388,D,0
UK,Single,A,A,6.814563262536113,C,A,-7.084646333487998,112.65234556618387,D,1
US,Married,C,A,31.963448158879416,E,B,81.91186402310142,137.0840486453631,D,1
Germany,Married,D,E,-39.436256219168236,A,B,163.06715818089484,-72.95271325072768,C,0
Brazil,Widowed,C,B,50.274922715778125,E,D,168.9159233926783,54.24092305763537,B,1
Germany,Divorced,C,D,95.11258268051719,E,D,-29.885647013874244,0.7522419120789994,A,1
Other,Widowed,D,A,-84.3835900218256,D,B,134.30327454133098,55.40780133383544,E,0
US,Married,D,C,159.27213441567147,A,D,11.59235130426801,-101.04471552357164,C,0
Brazil,Married,A,B,79.7227101903049,D,D,-163.19954984658526,-202.73878042741677,C,0
Germany,Divorced,C,D,120.14393674748769,C,A,-261.4090810110185,-158.61717576866255,A,1
Brazil,Married,B,C,127.61264757928477,D,D,-254.20061137116798,-62.29198771978521,C,0
Brazil,Divorced,B,E,42.26785630289982,E,B,-76.58944256707734,-158.4805754444165,D,0
Brazil,Divorced,B,D,189.64436920260863,B,C,142.3731975323968,-57.65954958815619,E,0
Other,Divorced,E,B,10.433920642369426,D,D,-71.24239717953367,-25.160018996425176,A,0
India,Divorced,E,A,139.28139196827118,B,C,-18.73716602120065,-52.207262823236476,C,1
US,Divorced,E,A,9.561479845849014,D,B,38.44321353001399,11.828989566897528,A,1
India,Married,A,A,-5.100063522480043,B,D,59.67001349035315,-74.70366803961342,A,0
Mexico,Single,C,B,165.74113726958174,E,A,-224.08183730585964,51.50463622302019,B,0
Mexico,Single,D,A,166.5020208358165,D,A,-108.92178314224405,-53.28569986458981,E,0
Brazil,Married,D,E,97.30267713385446,A,A,107.43644478412652,208.32531249100472,A,0
UK,Married,B,C,130.1509886721635,C,B,-60.4607569065797,51.96026523898597,C,0
Germany,Single,E,C,-22.979287959510337,D,B,-130.07873187715288,85.65917928913457,E,1
China,Divorced,B,A,-30.652863777892254,E,E,-127.43155102570844,331.1360337450529,A,0
Other,Widowed,D,E,77.7843659839753,D,E,89.20302089778758,53.52720700527509,D,1
Mexico,Widowed,D,C,139.5681504316492,B,B,-139.44129132402117,-21.499412098963923,B,1
Brazil,Widowed,C,D,66.07453888835117,E,B,-69.56247864113202,24.890834806730748,C,0
US,Widowed,D,C,3.009098342185954,D,E,-78.13827096154819,-174.90038893369254,C,1
China,Divorced,C,B,44.44053190121503,C,B,-55.339964507713105,-23.59377585091524,D,0
China,Married,E,E,-12.354702523955542,D,B,54.15921486930234,-130.69724903291896,D,0
China,Single,D,B,-32.13361778416356,E,B,-36.01427108727944,68.88529624258167,A,1
Germany,Widowed,C,E,-51.53399817860692,D,D,-9.717058653413948,-158.97573331115652,B,0
US,Divorced,A,B,-26.33118198025393,C,C,-33.25224605723795,191.71567594322892,E,1
US,Single,C,D,-191.15207871731042,E,E,30.758705625171473,-107.63604080864053,E,1
US,Divorced,D,B,-139.81332113106683,D,A,149.42253406397344,59.93200236479349,C,1
Brazil,Widowed,C,C,-38.54365163949859,A,C,-113.92224002097238,77.23905263032349,C,1
Brazil,Divorced,E,B,-151.8353243291092,C,E,73.14333976217709,139.77269301245943,A,0
India,Married,C,B,3.790610837984751,C,C,96.819074586885,-110.51340251230934,D,0
India,Single,D,E,-33.08179189574349,C,B,22.437606404164224,-186.08816537548273,B,0
Germany,Divorced,C,B,-73.64205925763645,D,B,300.6413366116368,124.59381665998366,B,1
UK,Widowed,E,E,2.7789845963249387,D,C,59.63364065858333,66.48908987359458,B,0
UK,Divorced,A,A,-4.065244874018182,B,A,-78.67685182932478,-126.44577971075684,E,1
Brazil,Divorced,E,B,-42.9281693618081,D,A,-125.06489786185358,-69.80575401129258,C,1
Mexico,Married,E,D,-157.62581070509975,C,C,29.264351124179495,-77.42396170434608,A,1
China,Single,C,A,104.30781350604073,A,C,-24.452265685697046,33.70927402554139,E,1
Other,Single,E,C,-131.82046448009856,D,A,43.976102766674614,8.42589277478612,B,0
China,Divorced,C,D,-56.1407577299978,C,B,-21.732789555662663,53.264282880258676,B,1
US,Married,C,E,48.45078519690118,E,B,25.547499793415806,1.5848493331383533,C,0
Germany,Divorced,B,D,-63.275603962695826,B,C,-87.08550460844351,-15.885636074719317,C,1
China,Widowed,D,E,-84.4036705617054,E,E,58.21894833633352,59.747327562870055,C,1
UK,Divorced,E,A,216.13786871494636,B,B,85.39877338056601,81.2956385841582,C,0
Brazil,Married,E,C,18.167358102754832,C,B,-38.51728616099332,56.484336856740605,D,1
China,Married,B,D,-34.563669994409544,E,A,-61.40813584815561,97.84278396293256,E,0
Other,Widowed,C,C,-61.56793829867154,D,A,-77.15511832830644,-123.06848670122157,D,0
US,Married,E,C,-4.912000883384804,D,D,-201.8861114022271,75.49204011177531,D,1
UK,Single,A,C,-224.94471599083175,B,A,67.87264331824113,-39.621250482350035,A,0
India,Divorced,D,E,53.87853999486435,E,A,-93.27003793078885,4.623493339606688,A,0
Other,Single,E,C,-125.76531802549297,C,E,72.8645849919679,78.14007390890019,C,0
India,Married,E,A,76.31377852761679,A,C,127.03679178143972,-62.74943229993074,A,1
Mexico,Widowed,B,E,78.10991023083164,E,B,120.15543289075674,104.12902989602897,C,0
US,Widowed,C,D,-63.122423964243964,A,A,107.14185390834807,58.89067545598194,D,1
Other,Single,B,A,-143.98845722729476,A,E,-81.18671575390825,-8.33396055498673,E,1
China,Widowed,D,D,107.43076819517967,B,B,8.928592183047748,-52.92790169292706,B,1
US,Widowed,E,B,-20.218157827787838,D,D,-119.61254722572296,49.38978482660835,D,0
India,Divorced,C,B,88.60248089079708,C,E,-126.4347784494331,-14.84752063799969,A,1
Mexico,Widowed,A,E,40.781849220495154,B,D,-55.47042566338683,-77.97992929415598,E,1
China,Divorced,A,E,69.69163732964037,C,C,1.044486861050934,4.798742204462943,A,0
Germany,Divorced,D,D,-222.33789143822617,A,B,16.51494125508664,75.13288160539562,A,0
UK,Divorced,A,C,142.3106302471308,A,E,-50.51469236590663,4.340941841324883,C,0
China,Divorced,D,A,16.105647426380482,E,B,52.67589966851591,58.35747816141471,E,1
US,Widowed,E,E,-23.283065484857467,B,D,-108.99228158369883,-125.25579396380483,B,0
Brazil,Married,E,B,-164.21805017233186,B,B,-103.35810529103873,7.387308766376053,E,0
China,Single,D,A,-108.91312105705975,C,E,-17.998212018864578,-18.69280036455023,D,1
India,Married,C,D,79.6176463562651,E,E,-126.78700923719286,112.49742393198798,B,1
US,Single,A,D,115.63884987474655,D,A,127.4701203216469,-71.47693757133314,D,0
Germany,Divorced,E,E,131.0840196665274,C,E,-98.73925075072248,-72.31254931563392,A,0
UK,Widowed,E,B,55.22182741593385,C,C,-59.471864501572924,3.7985030847739187,D,0
India,Single,A,C,199.11608335940673,E,D,119.55587274143528,65.86229085673254,B,1
Mexico,Widowed,D,D,-101.29642681126154,B,E,123.72813905152971,11.622369958674053,D,0
Brazil,Married,D,D,2.6164986924202056,A,D,131.4547393341483,202.65562246192204,A,1
Germany,Widowed,B,C,138.72886597209762,A,C,52.1721219635377,91.87195756347097,B,0
Germany,Widowed,E,D,-145.73129470197745,C,A,-113.0819454902969,78.74409685377418,E,1
US,Divorced,B,B,62.34287594733855,B,E,-99.80181102608456,54.51674505204509,E,1
Other,Widowed,A,D,200.84463520483098,D,D,119.67106713466748,-15.972477830260235,D,0
India,Married,B,C,-1.8622854254779424,A,E,-120.97593117583291,-97.27408986486375,B,1
Germany,Single,C,A,-59.797240794401255,A,C,-42.22113340208204,34.81855028759638,D,1
India,Divorced,E,D,-105.66373877386728,C,E,-59.24273907122404,308.5578672045788,C,0
Mexico,Widowed,A,E,-150.32378827145536,D,C,-58.20229232299052,58.37486693585464,D,0
Brazil,Single,B,C,154.10084898245222,D,B,-1.1657872051373066,-182.9112854147339,A,0
Brazil,Divorced,C,E,108.80362684141687,E,A,108.92298499486795,-41.11151255252522,D,1
India,Divorced,D,E,-117.62233225450964,A,C,-67.00408920775254,29.6053057244244,D,1
Mexico,Divorced,E,C,-139.7956476168416,D,E,63.74145964887772,-38.39355850539469,E,1
India,Divorced,C,E,39.374820651276046,C,A,-160.85876776985583,95.59068528795022,C,0
Germany,Married,E,E,34.171228953586905,B,C,61.720277131677435,165.56611402600907,B,1
India,Single,E,E,104.39669960570438,A,C,129.59668668306514,160.55376891749032,B,1
Brazil,Single,A,D,-56.4162649242011,E,C,44.92106382870895,64.61754500621859,E,0
Other,Widowed,D,D,128.65564888497184,E,C,-97.00848559651537,-89.33262991148786,D,1
China,Widowed,D,A,186.7148225583705,B,C,132.80685244122176,-19.35119454689404,C,1
Other,Divorced,C,A,62.52704405330122,E,A,36.48424273974223,66.40543501405163,E,1
Brazil,Widowed,D,E,-56.53151041276827,D,D,-130.7576067302408,-15.822472136020945,A,0
US,Widowed,B,E,-1.2455681661658957,E,A,34.52965952476899,53.35421261176882,B,0
Other,Married,D,C,-84.98403261195692,D,B,-70.56897332668348,-41.65330068522097,E,1
Other,Widowed,E,A,-161.7957521597954,E,A,-138.93279605555188,-127.14302348259532,D,1
India,Single,D,D,-60.48104747199944,C,D,34.927394323717195,71.20973131730155,E,0
Germany,Single,B,C,37.66215224433634,E,C,89.56082337192662,-30.478617992566488,D,0
UK,Widowed,E,C,-46.86612068874887,C,E,85.48463888195408,-49.16860368032967,A,0
India,Single,C,A,-7.011796866829824,C,D,-119.90646848440325,-2.4014246129313337,D,1
India,Married,B,B,42.615260963381004,E,B,-145.0610804335036,82.92712333964879,D,1
Mexico,Married,B,A,-18.94650135389952,C,A,113.65926751716717,37.76781937365838,C,0
Other,Married,B,C,-159.19595238798183,B,A,85.10718844376353,15.53539672631253,D,1
Mexico,Single,A,B,-107.62372281057378,C,A,-118.5969469774418,154.39622519536925,D,1
Mexico,Single,B,D,24.095873039955716,A,D,-71.17338154129811,-76.81770630080781,B,0
Germany,Single,A,A,75.09412666565811,D,E,-12.46610178131647,52.398715797328876,E,0
Brazil,Single,A,C,83.2620221762652,E,B,126.61371270711217,30.742870638408693,E,0
India,Married,E,C,-147.03441048778666,C,D,-102.26163519915401,38.41860095996598,E,1
US,Married,E,B,-177.80099259811269,B,C,-170.36432176583182,-16.516098653196263,D,1
US,Single,A,B,35.68583367401189,D,C,-61.46087709230462,-50.83348018653647,A,1
UK,Married,B,E,36.83667848464597,A,C,91.95540170368889,116.34340219873121,C,1
China,Single,D,B,127.21934775736787,E,E,-50.914894088186024,52.18419904019086,A,1
Germany,Married,D,D,143.98610788497933,C,D,-2.2823361627984093,82.07555598683966,C,0
India,Single,D,D,41.71356694228209,B,C,-44.08140734089178,-93.76659243887296,C,1
UK,Single,C,E,-44.73246247906858,E,B,46.90547553113157,-11.82408223065472,B,0
Brazil,Widowed,B,E,97.80231649306104,A,A,-48.27320569918007,-98.09523446789065,E,0
US,Widowed,D,B,78.45551471514298,E,A,-43.899591962413005,-73.47530127066364,C,1
China,Single,D,E,2.6430192616428774,C,E,146.38415824477107,-91.89482770561293,B,0
Germany,Married,B,E,-140.0030008949398,B,B,-48.733863624770095,-28.6033694509562,B,1
Brazil,Divorced,A,E,137.71493321201004,C,B,-61.712497789213096,-47.15546852014816,D,0
Other,Married,D,E,-4.833149187159355,E,A,66.80487512572579,-44.47869189691803,D,1
Mexico,Widowed,C,E,56.5096724213133,C,A,16.18017375570232,-26.42181406185203,A,1
Germany,Single,D,C,68.6069726407247,D,E,275.39596646098585,-124.5042368042588,A,0
Brazil,Widowed,D,A,94.93953576201102,B,D,53.709790521761555,-159.95886178085186,D,1
China,Married,D,A,-65.8532673455668,B,E,103.92864522630538,-124.6491404803229,A,0
Germany,Married,B,C,188.42591465021968,B,A,210.42330763856444,56.17085123800021,C,1
India,Single,E,B,98.06599443917267,D,A,-190.19141929911646,-5.573860719764006,A,0
Other,Single,B,B,-164.48591365875353,E,E,-40.06959867561505,206.6098472661153,E,1
Brazil,Divorced,B,A,49.26132373011741,B,B,-201.35912165218545,50.91116001445637,A,0
India,Married,B,C,34.77152290943387,E,D,94.82332639934928,68.89704399343076,C,1
Mexico,Widowed,C,A,-42.472612871993285,D,B,62.21072825757263,78.85739778105896,E,0
Brazil,Single,B,D,-29.460678854138877,E,E,-120.9440573899864,-45.66011135087347,C,1
US,Divorced,A,E,-97.25300742379159,A,C,175.8631121788469,-81.95560107553058,B,0
US,Married,D,B,-43.02459897397692,E,A,232.72524102634117,1.3464470715940817,E,0
US,Divorced,A,A,27.04579081228208,A,B,-97.3023304750513,-149.8306920258353,A,0
China,Divorced,A,A,118.95784243443441,E,A,-190.10487210922207,-210.69694262904233,B,1
India,Divorced,B,B,182.8970679757694,D,A,-94.24527671292763,-123.39893727598657,D,1
Mexico,Single,D,D,-67.47031549899584,D,E,-56.39005338416543,-118.68727489038939,A,1
