AgeGroup,orientation,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target
65+,Homosexual,C,C,C,B,-254.83869746952746,A,-29.009468078581357,-98.9059339595773,66.67324618517176,-59.22424953733857,C,B,77.8323518967992,0
36-50,Other,B,C,E,B,71.9375255199274,A,148.58446090251982,-25.52376053329335,135.2236030482799,71.65136009952273,E,B,-61.10028040522294,0
36-50,Homosexual,D,A,A,E,107.89228482626736,B,-48.64364674240137,-71.95831660413766,-21.285831257669905,-139.5915250347629,A,D,24.731607421468045,0
18-25,Heterosexual,B,B,A,C,159.13761688846571,C,-66.09079144517248,15.032212073452921,-194.3285075146528,-132.40551652380643,D,C,37.196066861271056,1
51-65,Homosexual,C,B,A,E,-54.74399895636054,A,-136.14180956152396,-33.767543766164636,161.8919488995186,-5.954717513394411,E,A,-8.820431642018873,1
51-65,Homosexual,B,C,C,E,-63.4847469351265,E,67.36072368237403,-89.07501355910448,-88.41815654465674,-104.02209320557421,B,B,44.67085701203028,1
26-35,Homosexual,E,A,A,D,-86.80788273369215,E,-86.83424991916453,-66.86348576668163,-18.717767514783564,96.61309948790714,E,E,-72.29936049050477,0
65+,Heterosexual,D,B,D,A,-120.90713102512535,C,-34.05469135804197,155.0907299214007,-1.7471700308221527,-170.67922287281664,C,E,82.7332169491953,0
36-50,Homosexual,A,C,A,B,-4.9479030894771086,B,49.22181086582792,-118.68588242648275,104.12597890848451,-134.3198422627626,B,C,-21.951790601512805,1
51-65,Heterosexual,E,A,C,E,-53.22674633479539,B,4.843176168914254,112.54457796050556,-16.893643010624118,-69.25685772600141,E,C,109.23291791519758,1
36-50,Homosexual,D,D,D,B,105.18968891626868,C,-84.6863819500555,25.58250161930491,105.25239310648422,69.18347078321263,C,B,124.47285328468185,0
18-25,Heterosexual,A,B,D,E,-13.046236781874008,E,-131.24584585778248,42.25731356871348,-151.93324514738515,-130.35933981164277,D,D,68.3129471118613,0
26-35,Heterosexual,D,E,B,B,-22.240159024138823,C,4.34162452714087,30.425396804611903,-41.5197651621241,37.74946180884679,E,D,-199.00552984779668,1
51-65,Homosexual,A,C,E,B,-98.77140657800565,C,-121.72621900086939,-95.12485331903788,8.730545393999737,33.11107126941868,A,E,74.30695043329845,0
26-35,Heterosexual,D,B,C,A,-60.30999665837445,E,-9.10199265525111,-118.5491898401391,-28.53496542257026,133.85496595288947,B,C,-124.32252577368286,0
36-50,Bisexual,A,D,E,D,71.50482778737322,A,23.59282503618986,29.153654116744704,21.364429646122858,37.56735999897599,C,A,144.8703596676282,0
26-35,Homosexual,C,A,E,C,38.85598034139308,A,246.98433152605298,-200.53341993693135,-52.476064024843595,-259.8365159331252,B,D,111.94500123689784,1
26-35,Homosexual,A,B,A,D,-116.75936846969978,C,38.704246981633155,15.465187338673529,58.433589087896024,117.24703779525807,A,E,-85.69557954387426,1
36-50,Homosexual,D,D,E,E,-177.31750541094712,B,-82.20792648521925,10.590327816588037,-30.8829732688902,240.1339273219806,A,B,71.96313714760751,0
36-50,Heterosexual,D,D,E,D,116.28038141947512,B,-32.20723393579893,-6.519245166083502,-54.12624394252019,97.24424026409942,E,C,-41.81498889382711,1
18-25,Bisexual,E,E,C,B,-18.030105055432735,C,167.7654221883652,-65.19615429368024,-25.05855954332472,-180.09345902515236,C,A,188.43562353103346,0
26-35,Bisexual,B,E,B,E,118.93114848261943,D,-136.83544211373808,-111.50795759683736,-20.142682262991034,-55.726771955971664,C,B,107.78012024436335,0
26-35,Bisexual,C,B,C,C,-50.979291516802405,E,43.76365583580979,62.56529386956188,-33.499558795592385,210.8380433118913,B,D,-34.34791444131674,0
18-25,Bisexual,A,C,B,E,-72.50796877022155,E,158.1798983105712,-20.856273424218166,-93.60537200174998,-22.26627062021937,B,B,57.716328799461834,0
36-50,Homosexual,D,B,C,A,-39.94006599248166,A,19.65509122342577,94.50973768482133,-20.00535307909674,-25.80582509061282,E,E,-27.5027198270269,1
18-25,Heterosexual,D,D,D,C,51.17997264905315,D,-74.81819392912034,14.666365762800066,-37.464975341381006,66.5309981344555,E,B,88.88095247828815,1
36-50,Other,C,A,A,B,47.69434339903595,D,-31.963043669619008,-85.74447239285574,118.24483621050376,37.08349770596501,E,E,-37.578197435292225,1
65+,Bisexual,A,A,D,D,87.23449256796452,B,45.43716390755489,81.5497605143875,10.351857979304006,81.00509223889833,A,A,94.83057322737575,0
65+,Heterosexual,E,E,B,D,-29.624693645959454,D,155.4333345876212,135.02279608771778,7.676610398729871,-113.94829967188133,B,E,-28.653779762813965,0
36-50,Bisexual,A,C,E,A,-139.51673012063353,E,33.903732932951144,80.24486853272468,23.516512752216915,9.521949450085271,E,C,7.866274495911016,1
18-25,Heterosexual,C,B,B,C,64.7222320417754,D,139.0183697585631,21.84635919990636,-286.5137151170577,-25.207662213233313,E,B,-73.89273320145911,1
65+,Heterosexual,C,B,C,C,-46.059748541606744,E,-82.62637119063672,180.57248281103637,-21.691419825066706,-11.992105176508266,A,D,-171.90143898971883,1
51-65,Heterosexual,B,A,A,B,-12.691600048594392,A,-33.304558239652565,-29.812868609777464,-79.94055884646698,-57.317411219068546,E,A,5.477498696282515,0
51-65,Other,C,C,E,C,-48.72433298989088,C,-10.952904265745293,103.54667575186265,88.59226367925172,-134.93233778618446,A,D,44.55053817038376,0
18-25,Heterosexual,B,B,C,E,7.381115431329993,A,52.85709652591424,51.17020436048143,140.14530612693628,-30.650480437591852,A,A,-79.6511076106965,0
51-65,Other,D,D,E,A,19.735930293377812,A,137.20822687535588,-95.59443793897935,-117.47484696860143,-89.78417309863603,E,E,123.76605890863539,0
36-50,Other,A,B,D,D,29.183245948695625,B,-112.97452986435592,55.22200442722425,47.23537874778082,68.74212242145897,D,A,36.18810831753452,0
26-35,Other,A,A,E,B,-225.8210069321326,D,48.01663637854829,52.24619357612301,-33.73879856587859,-171.45802228355515,B,E,-153.94502604588632,1
18-25,Homosexual,C,B,E,C,-36.0349458581663,C,-30.38408469389494,-75.83284655690369,-16.190347226245866,181.98885111502236,A,E,8.082647455959814,1
26-35,Other,C,C,B,D,-136.19588756720665,B,163.91501773171117,-81.8715153770025,30.247202613017677,99.30168735552243,C,E,83.78203474842594,1
18-25,Other,E,C,C,D,-28.650497959276507,A,25.800112025826415,-65.03355224832643,78.46992526008384,162.6367584938892,E,A,-27.95313674344667,0
65+,Heterosexual,C,D,C,A,-105.52579603350276,D,138.7769452205859,99.63870895626155,58.51885929443912,83.65443267388011,A,A,77.9823972062027,0
51-65,Bisexual,A,E,D,A,-49.1061577242193,C,87.04423813396458,-22.100047089273296,-52.98366264513514,-118.0702407546611,C,A,6.688164904814617,0
65+,Homosexual,C,C,C,D,156.03977373850856,D,-94.42502455357425,41.04807847289866,-68.55472555541421,-41.71643551692531,E,D,167.1482320558685,0
18-25,Heterosexual,B,C,A,A,93.41885058069694,C,19.43670336255376,-151.6901755229975,158.5164849805101,152.17857801820008,E,D,-140.37716467311108,1
36-50,Other,B,D,B,A,-52.36546784949936,E,22.176580737309845,-85.271986720149,-151.6037650161359,-45.73202011523479,E,C,-116.29104138823207,0
65+,Homosexual,C,B,C,C,28.903153080864552,B,101.4527549201288,154.12329507344685,-6.523303647617576,72.33192772226376,A,E,-10.03900226065453,1
51-65,Bisexual,A,A,A,C,-66.35553545910888,C,53.06598160695793,-171.49669335956307,86.42282943233569,-18.70511101961978,C,E,-10.830650300211403,1
65+,Heterosexual,A,C,E,C,-45.191649649103915,D,186.0161894420336,-208.7611063805185,-141.03146469348528,15.001822513585825,B,D,143.77986180111415,1
36-50,Heterosexual,D,A,C,E,24.512161540792675,C,68.01492166050119,4.561010982864365,-123.86223707971115,130.77512623730948,C,D,-221.032327338626,1
51-65,Other,D,B,A,B,-16.44242803129112,B,-98.85232244159704,-8.873566027666389,-88.78538288176503,174.95071556922215,A,E,101.96417292472464,1
36-50,Homosexual,D,D,A,E,73.58825396299473,A,148.8231921795066,19.61452893109636,184.37651613819224,-188.7384637002901,C,A,37.07084261692862,1
36-50,Homosexual,D,B,B,B,-45.14206126291912,C,-84.1609718368757,-190.96332486548053,77.4733786523225,107.02762082061325,B,A,-28.191651758643033,0
65+,Other,B,E,A,C,-72.26043048051525,D,90.78741994852719,82.60263706232227,190.98167987356433,91.60336434607365,C,E,-10.922968679901599,1
26-35,Heterosexual,D,D,D,B,78.00818855245501,A,-25.04264903454196,37.362382595116664,10.077539675268806,9.070834679554105,E,A,-173.0162077207519,0
51-65,Heterosexual,E,B,A,E,-68.54749148514844,B,144.48328883534285,67.10862067149964,116.99142207908928,237.74412431515293,C,A,64.70878993813133,1
36-50,Homosexual,A,D,C,E,-96.10532485032523,B,27.014488278915827,40.34041312279279,-9.375999588135052,-78.10576463006926,D,D,-75.95127314111329,0
36-50,Other,C,B,B,B,107.76859911149627,E,-73.07318912512505,36.87749039599553,85.64320362111573,-75.48260763541934,A,B,-68.57277105725825,0
65+,Heterosexual,E,E,E,E,16.92040550170113,E,-7.748755273231122,127.53299903795946,172.04345796070223,-63.81539128527919,E,A,316.97841553188846,1
18-25,Bisexual,A,E,E,D,-15.108261283159269,E,3.57390198485184,119.25305936933717,116.91277708981336,28.548191156280932,D,A,-42.206402523259946,0
18-25,Homosexual,E,C,A,B,110.12291263013125,D,-2.079175061495671,-322.4159189593787,27.740211261086685,-183.99193583694066,B,B,-162.54187246737902,1
18-25,Homosexual,C,C,B,A,122.75293878789459,E,-109.94326483295484,-84.1398588146251,-83.17020997998634,-66.12444870015682,D,C,-197.58484045097273,1
18-25,Bisexual,E,A,D,C,-191.88258406953562,A,-42.92038775521137,65.70405551476894,-13.871246565805324,3.2439301406521848,B,E,205.47355787618886,0
36-50,Bisexual,A,E,D,C,49.19731563386493,A,2.9321213976709455,-22.453667450195454,-139.1285674065518,-10.967121121360398,C,C,112.3481108447626,0
26-35,Bisexual,E,B,D,D,-17.188092736812806,B,-62.60204635392292,281.91133923183946,-96.43094889526937,31.008079195568733,C,E,-212.98547537554816,0
36-50,Bisexual,D,A,B,B,97.88145830389617,B,-50.70688909685149,-110.36624520534724,-49.22087359839188,-90.2130401145391,C,D,-38.68475545302388,1
65+,Bisexual,B,A,D,D,105.68872726494389,A,-58.05978362577443,-151.25067276586773,12.430488020622148,4.168657473484818,E,C,227.70329451213107,0
26-35,Other,A,B,D,D,238.27721350274012,E,43.57917358643287,-68.30883838163095,-4.519748449543614,-50.10648466174457,C,A,-98.50580148455951,1
18-25,Homosexual,B,D,A,D,-122.52181927771679,E,-134.18660104745024,-65.19669702363046,-80.590930091117,111.62343886733623,B,E,97.72105438298746,1
36-50,Heterosexual,A,E,D,E,69.48363546134196,C,-24.01968047370353,98.5713596868015,-170.89723715312712,-182.2757332828682,C,E,8.602241389307514,0
18-25,Homosexual,A,D,E,E,-86.96926580308292,A,-188.1566324271129,-18.24056632952878,142.58848014553308,78.0035803680718,B,C,-122.57734377184994,0
18-25,Bisexual,B,B,C,C,-1.7644752346054244,D,81.37224112329304,-161.56664775960726,-77.1704871778214,47.83372851600622,A,B,-143.78795600943783,1
36-50,Heterosexual,A,D,A,C,-8.684472112978952,E,-54.741005798239826,-65.49062507681987,-154.2070746205514,146.28230831465393,B,A,87.02275006736568,0
51-65,Bisexual,B,D,E,C,-191.86238442852667,E,-2.0205822033058136,-151.30471074152615,39.3443816149409,92.19909016544152,E,C,-125.43715458566416,1
65+,Other,A,D,C,D,78.030083397024,A,-26.953125188988302,-226.4344167126767,-101.6870965743544,-72.90819284203431,B,D,-145.77417681072498,0
18-25,Other,D,D,C,E,-25.654282939114147,E,45.022767773077135,156.70103583479587,67.02595587688708,-34.449348129961585,B,B,-84.58670892040523,0
51-65,Heterosexual,C,D,B,D,-179.0974090713888,B,164.75701920902975,-133.40656618689226,167.35186561626162,-133.68630063485688,E,C,53.65407027268028,0
18-25,Heterosexual,D,E,A,B,181.67611733277568,C,16.016164552284323,-112.24646834902927,-80.60925920557935,72.23206779635387,C,D,-129.8274268516669,1
36-50,Heterosexual,A,C,B,D,-235.02005058782615,A,99.43256223336714,179.4715198056744,26.273739154877624,141.65100736318865,B,A,-21.435467336221496,0
36-50,Homosexual,C,A,A,D,-81.3101271574406,D,-82.82795155857147,143.70695837641114,33.10078627737644,-74.96587572991426,D,B,-53.35285933576844,0
18-25,Other,A,A,E,C,50.31291396518945,C,-83.44311409968059,-137.14557340218377,78.9757759794584,-29.63539220378052,C,E,-181.79814623032738,0
36-50,Homosexual,A,C,B,C,158.6781902684509,D,-47.018782017208686,94.66028930898003,58.94660943952309,-66.75524646323743,B,C,79.29050787078434,1
36-50,Homosexual,C,B,B,C,-39.41927644083283,C,71.2281993225637,174.75867710800264,-182.49813776736116,82.9335104110281,A,B,72.1957346269756,1
26-35,Bisexual,B,C,D,A,58.18415987902563,D,-191.64399076537316,51.06566215510273,-9.990677217286754,32.07870279175387,D,D,36.24526890848514,0
36-50,Bisexual,B,A,B,C,54.09633809119778,B,142.76188287200415,100.38996221393259,55.23903016684129,106.80509733440967,D,D,77.91308901868868,1
51-65,Heterosexual,D,D,A,B,-3.2342827290114986,B,-3.733010563147006,102.41215338525731,85.47426198397848,68.76769392990954,C,E,-108.62697725065793,0
65+,Other,B,E,E,C,-62.95559265769632,A,-67.83447436394277,-136.4527587128241,-44.73532791202405,41.91066778654262,B,A,49.50941788610503,0
65+,Bisexual,B,B,E,E,-220.9840627584348,C,228.12197269569165,-41.709869121365344,2.055612743956611,-100.09290214156277,A,D,5.406620775838894,1
26-35,Heterosexual,D,A,A,D,36.5149739375078,E,67.24179415310671,53.26236036775693,130.0179233116577,-150.94116910652252,D,B,14.782815370906386,1
65+,Homosexual,A,A,E,C,183.76170810399083,A,18.442783905829046,-109.38701115254494,52.70569673312656,-121.14322059633751,A,D,-50.120716873257344,0
18-25,Bisexual,D,A,D,D,-121.48229311934608,D,1.4077357050966715,-137.6099808947552,-35.58901957891713,16.39007236119494,D,E,-169.22901261682205,0
26-35,Heterosexual,C,A,D,C,-78.15149763722101,E,-49.55929529414177,-120.16541640855294,-82.60490557296171,156.9828260874008,D,E,83.6716696276078,0
36-50,Heterosexual,E,D,D,A,124.29027511426374,D,-90.38126578453684,-191.29349178541693,7.723026162588884,-189.92174238246577,C,A,55.075202672126586,1
26-35,Homosexual,D,A,D,C,-255.8046649443,B,77.40390367026112,61.55946215337104,202.2483459511359,-57.60608209775678,C,E,85.72724369738869,1
18-25,Homosexual,D,D,A,D,10.526523338779462,E,29.198417929960552,121.41056459662603,41.3281122221533,-84.90906618889896,C,B,69.06953591980131,0
65+,Heterosexual,D,A,E,B,-81.9546473178115,E,-145.65957476122097,66.01465041405585,17.893146010226687,-273.66771324940834,A,E,43.37434614562736,1
26-35,Homosexual,D,C,C,D,10.185920148867348,B,118.84676215213217,125.42812890890185,-1.1813262202320252,92.24676111018299,A,C,-220.7294355421514,0
18-25,Homosexual,A,B,B,D,-0.4043880676632213,D,-34.361031569981954,-180.79880175798309,-88.401950349481,67.5135815543725,E,C,-47.318402060259814,1
36-50,Other,A,B,B,B,-44.32818123758243,E,24.430658157733596,121.92740378247954,205.81915199269386,-259.6442771132161,A,A,-35.5357979366456,0
18-25,Other,B,B,D,A,-9.49873243304891,D,215.55502280103457,-39.173399352322186,-0.5972113516835699,40.53463788842022,C,E,-12.266790936441275,0
65+,Homosexual,E,E,D,B,-145.7496570778569,E,61.509237226326476,-70.69390007861757,145.08364593090718,50.761922700485165,E,E,-97.00523704860316,0
18-25,Heterosexual,C,A,A,A,30.663570347441073,B,27.644286938875496,-46.033978940583076,-15.903628928287283,72.46303098234826,E,A,89.44561014463,1
18-25,Homosexual,A,B,E,C,-200.6747244016212,B,-17.69700830154598,-46.08417135465531,80.51282925983588,100.84295189182195,E,E,-73.19674906247506,0
26-35,Other,A,B,A,A,-196.83295054121743,C,-59.682303773493906,-30.0952838285546,-1.9646592403439966,-6.649308669054012,B,C,86.69520709119146,1
18-25,Bisexual,A,D,B,A,57.24608630948047,A,-106.04067978104158,-12.868917801041876,-20.93879351380149,-128.17481733239643,B,C,-137.39366254302564,0
26-35,Other,E,B,A,B,65.69885614387735,D,91.66856277608272,-20.989874885450284,-48.467695266833935,21.382484099873743,B,C,-56.67548793032219,1
36-50,Heterosexual,C,D,B,B,-6.392695898392427,A,16.962661398833074,-107.59843425294477,-66.86988447390587,-95.24506813424772,B,A,-66.13918603013578,1
26-35,Homosexual,C,D,E,A,7.743017499023987,D,190.8470774750687,131.43051102280518,-99.54415750339686,65.30043516955067,B,D,-105.28843971805482,0
26-35,Homosexual,D,E,D,E,137.03667333708023,E,123.43896322919583,-16.50571005484939,172.27633552692083,-6.724461682546516,C,B,-80.17926662122512,0
36-50,Bisexual,B,D,C,E,7.914212473531499,B,124.04396780504405,15.98998622281049,145.2858747993217,112.56223774460199,A,D,17.184813376053764,0
51-65,Homosexual,A,D,B,D,187.01224913870246,A,8.46475525248438,-67.07482287773297,-11.114761493291295,-55.40282021291115,B,A,-74.45894501542027,1
65+,Other,C,C,A,D,-83.6079137612431,C,-113.46032092342367,34.935918737382174,54.42758150922965,-126.8184685044036,A,E,-9.027937144554802,1
51-65,Other,B,A,C,A,-72.38477262215113,E,-177.92609145832026,92.35692894997703,-118.85209507565845,-74.31443884368298,D,A,97.69199836292776,0
36-50,Heterosexual,A,B,B,E,-51.46708289601871,C,30.89306400976333,-5.259472511547237,-19.25357068438792,24.674206328791254,E,E,-44.87768883135984,1
26-35,Homosexual,D,E,C,C,-41.565241723264855,B,91.67308965630615,62.57077278989019,-24.15884062517242,-43.63170927491895,A,D,-42.20436719168667,0
51-65,Homosexual,D,A,A,E,-126.83618365412659,C,4.5480345048003485,-109.9862348377989,241.36923814590125,-15.62802467355855,D,D,58.67453432879366,0
18-25,Bisexual,E,D,E,E,16.567117797535516,B,-20.461731203998138,-4.241143607124764,28.641781203555087,-205.20464565425297,B,C,15.756423435684749,0
26-35,Bisexual,A,B,E,D,54.4671101602205,C,100.87265921631774,35.11096679253028,38.85620216481217,-137.5117931407124,C,E,46.41687679933951,1
36-50,Other,B,E,E,B,-74.25956277790233,A,201.6667296352757,-48.894225796099946,9.197168198875612,-209.55631558413356,C,C,-214.2650249965107,0
65+,Bisexual,C,E,D,D,-41.43498412290736,B,-61.35481333127084,110.33021204137769,-8.421418280822525,-6.997926494207417,C,A,53.20379874831265,1
65+,Other,D,D,B,C,-50.32437903388026,E,158.63417484689853,40.16773961065492,-79.72555054701313,-60.56103991728008,C,E,-83.42925574554747,0
36-50,Bisexual,E,C,D,C,-148.5983932688184,E,-30.95157189410086,-18.933762339463367,-165.69425789184305,-151.9909186373838,A,A,-105.7409698856117,0
26-35,Homosexual,C,B,A,A,24.263561142261818,D,-136.33766993326572,18.289684529408753,21.778238827076105,226.11072984803548,B,B,-102.9187951536066,1
65+,Heterosexual,B,C,C,E,-49.07287750306871,B,-141.23459124446453,-122.05990060934606,-74.76866790979837,-0.9466225041588696,C,E,224.08798924717766,1
36-50,Homosexual,E,D,D,A,-29.02403475844707,C,0.16945482259347924,-94.58055771565888,263.31517240687384,-53.75402954459423,B,E,71.49463243260269,0
36-50,Heterosexual,D,B,A,D,-46.997915234642946,B,-70.04947171919376,109.14549828014921,-92.26210211287933,-85.59924146503513,D,C,4.788348157930836,0
65+,Homosexual,D,E,E,A,175.9112902155733,E,-125.89002407824374,-53.15387644859165,-138.33792677950163,-74.12128893604705,C,A,167.03343603792558,1
65+,Homosexual,D,D,E,A,-30.18171058495833,E,39.694204546574625,-4.187509566122592,52.72422042342066,48.38900589877268,E,A,-14.451311306945527,0
26-35,Homosexual,E,B,B,A,-45.00266009582309,B,-65.54390505437307,44.07049406537579,16.22710541722854,93.5582939431679,D,A,-42.18085249828428,1
26-35,Homosexual,A,C,A,B,-62.82946879753661,E,-21.35444245113305,39.82574785429816,-2.9093108091995155,76.52686382628492,C,C,-99.75079198530293,1
