sex,marital_status,age_range,Religion,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Other,Single,51-65,Jewish,30.53563360795366,B,E,D,E,E,E,D,-4.8466908409747305,A,54.30884711678089,118.66756194142725,0
Non-binary,Widowed,51-65,Christian,215.39680828282616,B,E,A,B,B,D,D,110.56519722937597,B,-10.183667264192247,-142.72243018871777,1
Male,Divorced,65+,Jewish,-19.394280122197248,C,D,A,D,D,A,D,-119.0210862498812,B,-92.33658632029125,31.056443216350882,0
Non-binary,Married,65+,Muslim,-5.0438853296457244,D,A,C,B,C,C,C,-78.81294582859753,E,-42.763914265991225,21.52668458021408,1
M,Married,26-35,Other,63.33501592005953,C,A,C,B,E,E,A,111.98835332318478,B,-50.487319954307296,-22.002147244078564,0
Non-binary,Widowed,26-35,Jewish,-77.96770824690316,C,C,E,B,A,C,B,-91.2409336554183,D,12.251636248952009,-30.42562010783764,0
Non-binary,Married,65+,Hindu,43.75806253954559,D,D,B,E,A,C,C,-47.434522939951115,C,-68.63067096898911,-122.37644068347915,0
F,Divorced,36-50,None,-101.3675166163568,E,B,C,D,A,A,E,23.350675678279845,B,7.479042960471623,233.50306531823,0
Female,Widowed,36-50,Other,65.87821778590053,B,C,B,D,B,A,B,-25.014321645533837,A,134.57151474205477,75.94881963760992,1
F,Divorced,26-35,Jewish,92.4292628414994,D,B,B,C,B,B,B,-119.75010614927439,B,69.64953216055633,26.34912627261511,0
Male,Married,51-65,Other,-116.01470366921001,E,B,B,D,D,C,D,13.961168989488662,C,142.20332202677258,120.4671627385774,0
M,Widowed,26-35,Christian,-77.33943037697493,A,C,A,C,A,A,B,305.7925513985056,C,-5.783817981846573,111.86723506214355,1
Male,Divorced,18-25,Christian,106.27956375870724,E,C,E,C,C,C,E,58.00959896466375,E,156.1288822729368,-84.36986815799125,1
Non-binary,Married,51-65,Hindu,-1.143925093835632,D,B,E,B,A,A,E,191.24293374362747,B,83.80013638027832,69.7227090917708,1
F,Widowed,51-65,Muslim,-16.993692192402314,D,A,D,C,A,A,B,-2.902615469910505,A,77.01651522208742,44.0016120235269,0
Male,Divorced,26-35,Hindu,-54.65581015766854,B,A,A,B,B,D,E,-63.06014996907473,C,33.93899037882349,-81.51861709848322,1
Male,Widowed,36-50,Other,-75.66073346438722,E,E,A,D,A,C,B,-129.1999064148732,C,-123.21150569434623,-68.41460070906946,1
M,Married,26-35,Jewish,299.59106835368397,D,D,A,C,B,B,A,-106.5208919409935,C,-40.315167875100514,-135.67633578151637,1
Male,Single,51-65,Buddhist,-64.5757143082691,E,A,D,E,E,D,D,103.50453836673925,E,-50.03432086703159,82.29580239409873,1
Non-binary,Widowed,51-65,None,118.73249191349575,C,E,E,B,B,E,B,-65.24313584194577,B,-165.32859628894184,-94.96246442656306,0
Female,Divorced,65+,Muslim,118.71619952273646,B,E,A,B,D,E,D,121.36040471922047,D,-225.37481142227648,62.414903149352774,0
Other,Married,36-50,Buddhist,21.799730827693743,E,B,A,E,D,E,A,-84.72393002345343,A,-129.28254436133338,-50.301348198610285,0
Male,Divorced,51-65,Jewish,65.43658386175198,E,A,B,E,A,A,B,75.37897173486232,A,-124.85252243037262,-12.79147673279758,0
Female,Widowed,65+,Jewish,40.600235778006635,C,C,D,D,B,A,C,-98.5125337055351,C,125.0101956541078,133.72053685962527,1
Female,Married,51-65,Hindu,196.13034799364658,B,B,B,B,A,D,C,136.72548324310497,B,-201.70211384233622,60.29336324813263,0
Male,Married,51-65,Other,38.5724485315718,E,D,C,E,B,D,A,-78.8564350975685,D,147.6748685141485,-99.51285301150995,0
Other,Widowed,51-65,None,-0.38477811821300245,D,B,E,B,B,A,D,74.4331601772412,A,-53.14652536989794,8.846961831007459,1
Other,Divorced,26-35,Christian,86.78831319741761,A,C,C,C,E,E,A,-76.36945105990269,C,-150.801737089079,14.859978073793718,1
Female,Widowed,65+,None,-116.18342052815736,B,C,A,A,B,D,E,-32.068319680838954,E,-70.56556200609303,26.262125065050597,1
Other,Married,36-50,Other,-33.895369563680426,A,E,E,E,C,C,D,-77.43431327703021,E,-114.05881390136572,-74.4131902707851,0
Non-binary,Single,26-35,Hindu,-155.64001148160327,B,E,D,E,A,C,A,-45.82274841848464,E,-140.80950990243682,6.311530716181146,0
F,Widowed,18-25,Muslim,-52.04681025038565,A,C,D,E,B,A,C,26.824415436406785,A,157.4149274619019,75.74060677027983,1
Male,Widowed,26-35,Muslim,138.5770963567183,C,D,C,B,D,B,B,10.58911791002708,E,97.87442363265662,76.02825180783553,0
Non-binary,Widowed,26-35,Hindu,-117.31825454704929,A,C,B,E,B,C,D,-29.746770149606466,B,100.75739630644117,-32.962376172823774,0
Non-binary,Single,51-65,Muslim,69.46243597657511,C,C,E,E,E,D,B,-88.92147861516317,C,-21.82312318719143,157.96971620141983,0
M,Divorced,18-25,Buddhist,58.83140136581753,B,C,C,D,B,B,C,-147.1990979505109,A,-38.77097594621623,123.83115822222233,0
Non-binary,Married,51-65,Hindu,281.97085246403657,A,B,E,D,B,B,E,230.86419113508455,B,-3.3070736522581914,84.34336431130805,1
Non-binary,Divorced,65+,Muslim,-85.22470977071288,D,A,C,C,A,E,B,71.93957947545951,D,-170.46602503228314,2.3659730249389836,0
Other,Single,26-35,None,-40.63257603132768,B,C,E,A,D,A,A,-11.25274248540779,A,-59.918535454688104,98.58293965363931,0
Non-binary,Divorced,65+,Hindu,-268.27229753855204,A,C,D,B,E,E,C,44.34480492579631,C,-34.650676990199194,169.1126081999235,0
Other,Divorced,36-50,None,-172.6381816216353,C,B,A,A,E,B,A,-184.71599500660358,D,-209.61169475194924,59.57058171015811,0
Other,Widowed,18-25,Jewish,-28.955089121201727,E,D,A,A,E,A,E,-82.6195187134389,B,-187.57963588360732,-160.19406669568986,0
Male,Married,51-65,Buddhist,36.32457497187146,B,B,A,A,E,A,A,196.29387045778557,D,-60.64804529111336,41.74085545125104,0
Female,Single,65+,Christian,49.017046131477215,D,E,C,C,E,A,C,-86.0626054024971,D,93.54769085787481,-159.2432812352592,1
F,Married,26-35,Muslim,4.863110425955307,D,B,C,B,D,A,B,-163.87327151464262,C,-10.642909643866656,157.88310824190523,1
M,Widowed,65+,Muslim,-173.21492166763406,A,E,B,C,D,B,B,-5.92466919064001,A,-54.41997615526435,-9.695686935678756,1
M,Divorced,36-50,None,-44.01386431742031,E,D,B,C,B,B,C,-69.87571125753107,E,-63.68565687626491,169.8063465922157,1
Female,Married,51-65,Christian,-46.477750624450685,D,E,B,C,D,A,D,120.21342384457195,D,-19.954207270798545,122.73741735868624,0
Female,Widowed,65+,Christian,50.50212931627327,B,A,A,E,B,A,D,3.6146239048859634,B,-5.51055913989196,-26.693400372027792,0
Non-binary,Divorced,18-25,Jewish,-40.36917261194141,C,C,C,B,D,A,A,-70.09631460644327,B,-4.207122806371724,-20.086694292444307,1
Other,Divorced,51-65,None,3.7529495806976225,B,E,D,A,D,B,C,89.38941923341787,D,51.12013596776123,-51.94914913403831,0
Male,Divorced,51-65,Other,-156.66138078162274,E,D,E,D,D,A,E,22.27922182114072,A,13.088463490494545,-25.42849334806081,1
Male,Widowed,36-50,Hindu,-197.24005553471125,E,E,D,C,A,C,B,0.7401616417844832,B,112.21555121355547,71.53699008740318,1
Female,Divorced,36-50,Christian,136.03795380257856,C,B,D,A,B,C,E,81.05108753523321,E,50.433903922903625,-40.45356941871584,1
F,Single,18-25,Jewish,-36.60352756907741,D,A,D,C,B,E,A,4.856564286828377,A,189.59861273700403,-9.21117782810198,0
Non-binary,Divorced,65+,Other,120.9731401280592,A,B,E,D,E,D,A,51.183666280747985,D,-2.964882045564371,5.2286247774867745,1
Other,Single,26-35,Other,-84.67270057703354,A,E,B,C,B,C,E,86.30480153056904,A,-14.740045120316406,-15.653200858681139,0
Female,Widowed,36-50,None,111.79278588015542,E,D,C,B,C,D,B,144.58614091162735,C,24.855002019015785,-5.8179597547702375,0
M,Widowed,26-35,None,-197.8689857514738,A,D,E,B,E,C,A,-14.846430691117588,A,46.84121664580941,-181.78573326745365,0
Other,Widowed,65+,None,-114.03988324231294,B,A,A,D,A,B,C,-10.88665841007894,B,-59.42529910937887,-15.625979893546093,0
Non-binary,Married,26-35,Buddhist,-112.10154086942394,A,D,A,B,A,D,C,19.552919644363296,B,-39.59713858249024,117.1253394020195,0
Non-binary,Widowed,51-65,Jewish,50.74575771057949,C,A,B,A,B,B,C,-9.94188952632647,D,99.37063277296087,-72.23956879710661,1
F,Single,18-25,Hindu,-131.8253578250477,B,B,E,E,D,B,E,-40.91902868309395,D,45.83261126715292,53.61607040847116,0
Female,Divorced,65+,Buddhist,44.486801258138534,A,B,C,A,B,C,D,33.042123718915896,C,-76.62042251937136,-188.15506564903092,1
F,Divorced,65+,Jewish,-121.93119500086272,E,D,A,A,A,B,C,45.70979924553078,B,10.746034365667414,11.961208412617133,1
Non-binary,Divorced,26-35,Other,34.831830348256126,B,B,D,A,B,E,E,61.047479255472126,B,-32.14095777444672,-144.9671840783257,0
Other,Divorced,18-25,None,2.6925550792987734,B,C,C,E,E,B,E,2.2633754776278434,E,-83.74652356971063,2.1600223317471987,0
Non-binary,Married,26-35,Other,-75.10413230299461,D,E,A,B,B,B,E,189.20040763205205,E,-35.215075953933685,55.27603546665257,0
Male,Married,26-35,Other,14.474092553369017,A,C,E,E,E,A,C,199.55041939049744,D,-149.1387865399143,-217.60770833673934,1
Female,Single,26-35,Buddhist,22.76450708718432,D,E,D,B,C,A,D,52.278863607216906,B,-82.90829480061018,-1.706457166584305,1
M,Married,36-50,Christian,3.676343666164988,A,D,D,B,E,C,A,0.6920105904197081,B,-66.36841428471189,6.656563554464387,1
Male,Divorced,26-35,Buddhist,88.36774102388648,E,B,A,D,D,C,A,-56.18661823443335,D,-146.432774231102,115.4282628984129,1
Female,Widowed,26-35,Buddhist,90.14071357927315,E,E,D,D,E,D,A,196.21618944675078,A,60.95803952746087,-149.8536887564958,0
Female,Single,65+,Jewish,58.988638969894616,E,A,E,C,D,E,E,-44.64137733066282,D,99.47325424870913,187.11539969003414,0
Non-binary,Widowed,65+,None,128.83343718861855,D,E,A,E,B,C,B,-66.42689845103641,C,25.14953062258639,-89.76791919136207,0
F,Single,18-25,Christian,274.6578091726254,B,E,D,A,B,E,B,-35.86598143454645,E,-20.73860674933303,-155.82796155627048,1
Other,Widowed,51-65,Christian,163.2048907411015,E,A,B,B,D,A,D,-60.178243187492306,B,139.10763404706637,142.91039641665054,0
Other,Single,36-50,Jewish,74.46945550326683,B,A,C,E,B,C,E,-62.757772049700236,D,200.6393244049666,-0.6937334982595803,1
Non-binary,Widowed,65+,Christian,67.73235764698376,C,D,E,A,A,B,D,-14.225496154155607,B,-146.64884914999007,-28.251855339414178,0
Other,Divorced,65+,Jewish,8.658889975812913,C,D,A,C,A,A,D,210.2474063194126,A,-92.52564113345075,14.788240624544983,0
Male,Divorced,26-35,Other,90.41834824540894,A,C,E,A,A,E,A,45.30666965720845,A,-30.181059939647024,-125.2062247819196,1
F,Divorced,36-50,None,14.163503569599046,C,C,E,E,C,C,E,53.91900525385355,C,-137.53730537108507,10.43003818374913,0
Male,Widowed,65+,None,-91.05853700220263,B,A,D,C,B,E,E,239.1912972545824,B,-76.29349696790052,-24.6500161929492,1
Female,Widowed,26-35,Hindu,-110.54553283683583,D,B,C,C,A,B,E,-112.02381637049228,C,-60.15674217183572,-68.861849808535,0
Female,Married,26-35,None,96.70518915256007,B,C,A,E,E,A,C,-147.26516819211,C,-102.12467950737414,-54.385875422038424,0
F,Married,36-50,Other,71.77021894361609,E,D,E,C,C,C,E,126.68972705142761,B,17.77694426230777,77.3631728836309,1
Other,Divorced,26-35,Buddhist,-155.94228642524948,C,C,B,D,A,D,B,-112.07493720993578,B,-10.163875897861741,-65.05162063864587,0
Non-binary,Married,18-25,Jewish,135.97202604351745,A,C,C,E,D,D,E,194.18085466273857,C,-67.70269127914617,-140.36552394053587,1
Non-binary,Divorced,26-35,Other,214.9743200850308,A,B,E,E,E,A,D,30.85556296097327,E,116.00481278458604,-90.22861039693922,1
F,Single,36-50,Jewish,-5.020137951424045,A,D,C,B,D,C,E,197.8986327099832,B,69.03038893342296,-209.96799095334669,0
Other,Divorced,26-35,Hindu,154.4725796932903,D,C,B,C,B,D,E,-3.6164257779412394,B,-137.33003977554745,-155.03176720162983,1
M,Single,18-25,Muslim,-108.86665873890865,A,E,D,A,A,D,D,-65.88915666136177,B,116.16737584625896,-51.88418782912546,1
Female,Married,18-25,Other,83.60319473661644,A,B,A,C,B,D,D,-113.40070834857399,C,145.18862875993136,-0.7184037776907441,0
Male,Single,26-35,None,42.367493571964886,C,E,D,C,A,E,B,28.6044065251268,D,-183.48061585329734,-68.3647410867347,0
M,Divorced,18-25,Hindu,-69.7373424186305,D,D,D,D,B,C,A,192.19497743234658,E,-78.93711797975467,121.04914951227286,1
Female,Widowed,51-65,Christian,-105.6571838113801,A,A,E,D,A,E,E,-192.55216603307676,A,-9.869079494826364,78.5499150737867,0
Female,Divorced,18-25,Hindu,-22.08990095157758,C,A,B,D,C,D,B,-10.003338929103547,A,31.200045240320843,-15.72547434751955,0
Female,Single,65+,Hindu,10.002001373214657,E,C,B,A,C,D,D,-151.7681283622272,E,-46.20766607371788,175.33374462663346,1
F,Divorced,36-50,Muslim,-34.44216324866975,E,E,B,E,E,E,A,-95.69569736845872,D,222.7105349168084,-161.05929918006254,1
Other,Single,18-25,Jewish,232.12064022157844,C,E,D,C,D,E,B,64.14910259316325,A,47.80483165012498,92.5188427333635,0
M,Divorced,26-35,None,-49.78726879897025,A,A,B,C,A,B,C,24.851043303425595,A,29.114556501141713,0.9200309910025353,1
Male,Single,26-35,Buddhist,-19.916782857086158,E,E,E,A,E,B,B,69.00602908754577,D,181.30009323479158,-54.19479684565312,1
Male,Widowed,36-50,Buddhist,-9.573870835961545,D,E,D,C,E,B,A,-52.50606006959331,A,-11.93818330732867,26.780791737223037,0
Other,Widowed,26-35,Hindu,70.105136791539,C,C,B,B,D,D,B,-55.4531333303658,D,-120.63499614954567,38.18040486395039,0
Non-binary,Divorced,18-25,Christian,-3.807913291693406,C,A,E,C,D,C,B,47.28083656789783,C,99.20218347808924,56.85798793510588,0
M,Divorced,51-65,Jewish,-79.30490411974837,B,D,A,A,D,C,C,-41.03094977563166,A,112.17435579951109,-88.05584434845865,0
Other,Single,18-25,Muslim,-51.00665866479389,B,C,C,D,A,E,D,128.04161653305255,A,82.97004836574399,31.976486159911765,1
M,Single,18-25,Jewish,55.89911853888799,A,D,D,D,B,E,D,-78.17631805093863,A,-63.30597794848744,117.238618643714,1
Non-binary,Divorced,65+,Christian,103.93815098521668,B,A,D,B,A,E,B,-22.584368152392734,D,-59.74658894440101,-93.74357567791913,0
Other,Single,36-50,Jewish,-209.8862274308758,D,B,B,C,B,B,C,57.96449860042577,A,147.2016227563729,-9.785152534598163,0
M,Widowed,36-50,Hindu,143.3333538237656,B,E,E,D,E,C,E,172.30349356913598,B,33.1582620533123,-162.85575790100313,1
Female,Single,26-35,Muslim,2.445635021232093,E,C,A,A,D,E,D,-35.455692655958956,C,-25.541208819032768,59.45437478635942,1
Female,Married,18-25,Muslim,71.67933017963193,A,E,E,A,A,D,B,-116.36788545260339,A,45.5631142833454,-71.01460493995259,1
Other,Married,36-50,Muslim,-110.33189564725862,B,C,D,C,A,E,E,-0.6314385398572024,E,-29.589369345984228,-9.832092887294529,0
Female,Divorced,26-35,Hindu,20.628469595152946,D,C,E,A,B,A,C,55.23514932614354,D,-1.8778142051748608,-30.391544333932046,1
Non-binary,Single,51-65,Other,-115.15602302472871,E,A,A,A,C,A,D,96.54453673011211,A,-82.00370964207272,97.4828735847391,0
Other,Widowed,36-50,Jewish,-172.58339859084995,C,B,E,B,D,D,B,166.27745084977687,E,106.350384444375,50.591252016504086,1
M,Widowed,26-35,Buddhist,31.373978764338805,E,D,D,B,C,B,E,71.37169027049907,B,21.281835272489722,-128.78314605571626,0
F,Single,26-35,None,34.070169357114224,D,A,E,E,C,E,B,-63.28441183455846,A,-183.82129645777715,-62.15125985885216,1
Female,Married,36-50,None,85.89762178795418,E,A,B,A,A,B,C,31.820086956407184,B,-34.54366799343754,62.19861641178167,1
Non-binary,Married,36-50,Christian,4.422756721927119,D,D,B,B,A,D,B,-48.77317386969903,C,-102.2898657023132,-153.43349859665554,0
F,Single,18-25,Hindu,-44.16126571167722,C,E,E,E,E,E,C,97.8253050920319,C,2.379999482467596,46.81996326919303,0
F,Divorced,18-25,Other,-128.69971883055092,D,A,D,C,D,B,C,177.69876490672831,D,5.71769471356743,-22.93916061096412,0
Other,Single,26-35,Other,186.52703411095604,A,E,C,E,E,C,B,50.0618382307348,A,-13.329728666686858,-11.87782021345911,0
M,Widowed,26-35,Muslim,72.80001843156357,B,E,C,E,D,B,B,-17.088831975166286,C,36.06669382351084,-93.61902769932395,0
M,Divorced,36-50,None,-141.54801983805987,C,C,B,B,E,A,C,-39.32826067049174,B,25.5054002299393,-196.55891816843024,1
Other,Single,18-25,Christian,23.942532603685642,A,C,D,A,C,E,C,21.164905642652982,C,22.808125267219516,76.18406013861659,0
Other,Widowed,18-25,Hindu,-58.68223345170489,B,A,B,E,D,E,B,108.01386006858155,D,211.77502950453456,-86.78734281390813,0
Female,Widowed,26-35,Muslim,162.216355671526,C,E,A,C,A,A,B,26.20419823542172,E,60.80225262034941,95.37201410845412,1
Male,Widowed,65+,Christian,19.213973686462516,B,C,B,B,E,B,D,39.805984560061574,A,-19.65517690748877,178.8429880954948,0
Non-binary,Married,65+,Jewish,-266.2363987719566,C,D,A,C,D,D,C,11.280402679562961,A,-145.2718374794087,84.88991681225174,0
Non-binary,Divorced,36-50,Muslim,-3.4539190358470506,C,B,A,E,E,C,E,16.961288295187398,D,-6.697609262209625,-14.391250769564687,1
M,Widowed,18-25,Muslim,-84.03771286977786,E,C,C,A,C,A,E,-20.236441970585968,D,43.645469073134244,53.66742499135481,1
F,Divorced,26-35,None,-223.55118040791643,B,A,B,C,C,B,A,175.65879228653424,B,101.71065875826142,41.29120227664971,0
Other,Married,36-50,Hindu,-10.53386563376869,C,C,B,A,E,C,A,-61.4504922999309,D,-195.06095302420965,2.8421242307244214,1
Female,Divorced,18-25,None,-0.0074626052159026245,C,E,C,C,C,D,C,120.16148484753941,D,48.29512778716406,111.57335319664689,0
F,Divorced,36-50,Muslim,86.51441110068447,E,B,C,C,B,C,D,192.18345796397384,D,37.886195162423334,61.48231873346381,1
Female,Single,18-25,Buddhist,-108.15034861642047,E,D,C,A,D,D,C,-2.083115113769704,B,23.55511497790762,-29.30693817541472,0
F,Single,18-25,Christian,77.40131957001971,A,D,C,E,B,E,B,-6.146106071870928,B,-51.92173029242103,157.76445180619857,0
F,Widowed,36-50,Muslim,33.02740944779737,C,C,B,A,D,A,C,26.48091496570887,A,-191.11234705772873,-111.19474371572315,1
M,Divorced,65+,Jewish,-11.153262953444496,C,A,D,A,E,B,D,-10.274782163824863,D,124.05966496595077,1.0887400388078514,0
Male,Married,26-35,Other,-126.5172415687551,D,A,B,D,B,A,D,-32.128980582082306,B,26.311045529303584,7.41522755968049,0
Other,Divorced,51-65,Hindu,59.866332119360656,A,D,D,A,D,D,B,-15.123523032025577,C,-81.6856674870316,10.040414386502636,0
F,Married,51-65,None,-31.42432822190566,E,D,D,E,A,C,B,80.23424906072229,D,-55.24349806247877,19.01834102645641,0
Other,Single,36-50,Hindu,-154.36097504132434,E,C,A,E,E,D,D,93.43558925866965,B,-26.98113801115293,175.22353109803169,1
M,Married,18-25,Buddhist,101.73768561730225,E,D,E,E,A,C,B,72.32027000807838,B,-31.86609031551243,86.33231743503994,0
Non-binary,Divorced,51-65,Other,-31.690672672039966,B,B,E,C,A,D,A,132.81938358574848,C,-47.01975735067324,89.83105373867723,0
Other,Married,18-25,None,140.31928694547275,E,A,A,A,A,C,C,-76.80892887789234,C,-211.1195966206734,66.59556740396268,0
F,Widowed,36-50,Muslim,-46.65729014720175,D,E,A,A,C,D,B,102.3275145607248,E,110.11661092447547,-105.89533243761807,1
Male,Married,36-50,Jewish,8.84974143233636,E,A,A,B,E,B,D,-121.57299294489536,D,97.84689892851468,-125.61817638277326,0
Male,Divorced,26-35,None,-74.26788907335342,E,C,E,E,B,C,B,-160.6982706826168,D,-19.937803579396725,-11.926274606708365,1
M,Single,51-65,Jewish,-252.77136739426743,A,A,C,D,A,D,A,-18.64114150778923,A,-33.60890813557371,-77.47787880245465,0
M,Married,26-35,Buddhist,194.35683019611767,A,B,A,A,C,B,A,-0.8004579733860779,D,-183.15048683798327,7.14277484038313,1
Female,Divorced,26-35,Jewish,-6.465185042407011,E,D,D,A,E,B,D,-6.280755868207215,E,49.98302970561457,50.94660202088394,1
Male,Married,65+,Christian,18.141107427135143,E,B,C,B,D,A,C,24.38989294106096,C,97.8725637696651,94.86000692704125,1
Other,Widowed,18-25,Buddhist,10.399128027351685,D,E,C,B,D,B,D,4.344596827530226,A,15.878388970170903,-20.20998543600286,0
F,Divorced,26-35,Christian,-44.0449162752622,E,C,C,B,A,A,D,-40.112863245025665,A,57.566725279807386,-20.427111089985395,1
Male,Widowed,51-65,Hindu,-49.69769123901818,B,A,E,B,D,A,E,-52.08615765104147,A,-128.70292729818897,-106.10795781288135,1
Other,Divorced,36-50,Jewish,2.4551465172278206,B,C,D,B,A,E,E,-34.317648867814995,A,95.6238535602154,-30.774873223008758,1
Male,Single,18-25,None,77.83336141187215,D,C,D,A,A,B,E,77.0603626856178,D,-137.82792300887706,-109.76382974639655,0
Male,Married,36-50,Christian,-16.742194124460998,B,B,E,C,B,E,B,36.48510422029989,D,62.06846983482326,-117.71953438542033,0
Male,Divorced,36-50,None,52.14681402815925,D,E,B,C,B,E,D,-140.9757930539475,E,-97.98986829639269,66.5048459840567,0
Non-binary,Divorced,36-50,Christian,150.50330139399153,C,E,A,A,C,B,B,140.38043485518315,C,-122.154216961596,90.97593444266865,0
M,Married,26-35,Muslim,-91.3406669660911,B,D,C,C,E,C,D,119.10423100862604,E,-146.9976972344788,56.72011080336775,1
Male,Divorced,65+,Muslim,116.06686829896418,C,D,C,C,A,E,B,-267.9457555933359,D,64.20457969908404,116.94180760172527,1
Non-binary,Single,18-25,Hindu,-108.07226996409001,A,A,D,C,E,E,A,37.5321709416863,E,-19.49063823069561,47.842289065255564,0
M,Single,36-50,Christian,92.06339079361055,E,B,E,E,C,C,A,-91.05754113201777,C,-129.19283477055623,97.69433194084155,0
Male,Widowed,26-35,None,-109.24378802064095,B,C,E,A,C,D,E,34.77494274867139,D,48.916422280362205,37.53592292706156,0
M,Widowed,51-65,Christian,2.6567889094883954,A,D,A,E,C,C,B,51.697956148114685,B,-5.925105408166342,54.693899988446844,0
