Veteran,AgeGroup,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,target
Yes,65+,165.57094627275723,B,B,-73.02164011760375,1.0916279142739505,E,0
Non-Veteran,36-50,-6.348395436901979,A,E,-13.322323296013018,57.400519788042246,E,1
Non-Veteran,18-25,-135.42402142596265,A,C,-51.85503660873969,6.9305090698152325,A,1
Yes,65+,-167.8655446119184,D,A,-66.41465420797695,193.11249276755112,D,1
Yes,26-35,-101.9950400891654,E,D,-60.51860559868304,-4.358528285433967,A,1
Non-Veteran,26-35,30.07005282144366,C,A,-87.61749793968582,-0.17908185334857452,C,1
No,51-65,-21.026364740631394,E,D,92.96405480293255,-17.02818971223678,A,0
Non-Veteran,26-35,55.71506538455127,B,E,55.95595127751469,-139.27339197271658,C,0
Non-Veteran,36-50,-53.88521813969719,D,A,-12.097706512479608,94.23155830745,D,1
Veteran,36-50,-160.7109103285497,C,B,-168.92006025115035,-11.665146454272957,B,0
Non-Veteran,36-50,56.54820051061936,E,D,-11.967146183840667,5.488154819599659,E,1
Veteran,65+,-6.4895211035977844,B,A,44.023280511247464,86.73277465280397,B,1
No,26-35,149.11797473369566,B,C,56.186120993385416,-13.94625335170527,B,1
Yes,65+,102.7851371951983,A,B,-40.54464763185923,97.35199430618141,E,0
Yes,26-35,33.96939601597707,B,E,-147.9455521488164,-30.813904003708565,C,0
Veteran,65+,113.11621190878083,C,D,-240.96517424283283,1.5733877797072058,B,0
Yes,51-65,-75.11217059946384,B,E,-161.43431879912774,192.1263815483845,B,0
Yes,65+,173.44479353320196,E,C,-113.61398196789978,-28.916976256383403,B,1
Non-Veteran,26-35,72.59197859781274,D,D,1.5315265275190315,105.39121114955738,B,1
Veteran,18-25,-201.84572877496842,E,C,10.242537538693172,-157.2287225214223,A,1
No,18-25,-23.19894079826082,A,C,320.9569040683251,-63.08968250487299,A,0
Non-Veteran,26-35,42.57412850468586,E,E,6.849510171013436,34.04066322085054,A,1
Non-Veteran,18-25,-16.373115078181065,A,C,-14.401147279193193,13.671162778685355,D,1
Yes,18-25,3.1733935558026447,C,E,158.73920700086808,82.01773612360564,E,1
No,51-65,20.61600430686599,D,B,-104.79188039092335,73.575371614795,A,1
Non-Veteran,36-50,-158.72309423208682,E,D,80.40198367355345,-172.95162392473443,D,0
Veteran,65+,-59.29622700776266,E,B,51.040258174153806,90.97021378173024,B,1
Yes,18-25,-181.70909081141616,E,D,6.783453597626736,15.567083920357613,E,0
Yes,65+,70.09921166382598,A,A,-28.534901828835814,-200.03734420212174,C,1
Yes,36-50,92.5257206082407,D,E,99.6058970474959,20.16502066211604,B,1
Yes,65+,91.60362502599261,D,A,-112.03695822861857,71.46425048021159,C,1
Veteran,65+,60.568395082788214,A,D,58.62656846602212,120.2174587933066,E,1
Veteran,51-65,-43.383778172101636,C,D,1.666143692366484,9.603610817973943,E,0
Non-Veteran,51-65,-78.62349710878995,B,D,-103.70471152506056,100.56870167518196,B,1
Veteran,26-35,-100.92795582493439,E,B,-165.70334294211122,142.9225734456955,B,0
Veteran,26-35,52.36872308683258,D,E,23.347936067925872,1.7747506948349225,D,0
No,26-35,147.06256181061136,B,A,-19.567774542236112,-28.886615178209862,B,0
Yes,36-50,-72.94614052811409,E,D,131.4979159074901,-171.38435396178602,B,1
Veteran,26-35,109.52016431880753,A,D,145.82927369141134,-110.24581047229604,E,0
Yes,18-25,-14.217914837126443,B,A,-14.627482508462137,-117.34574940446313,A,0
No,26-35,42.583023401186246,C,E,-126.67514759064393,-11.748043570239055,D,1
No,18-25,-131.68392262939915,A,C,-12.407690937437843,30.07382806275865,D,0
Yes,26-35,231.755016850707,A,A,35.817312658912535,9.399184662542732,B,0
No,18-25,-141.07230754430194,A,B,95.27609150534437,-36.615304090882525,E,1
No,18-25,75.50540790071875,D,E,-116.88130527285998,-47.50300291845565,E,1
Veteran,51-65,132.84810174832538,C,D,-111.50863222729943,-26.894838760666808,B,0
Yes,18-25,61.23723620250615,C,B,72.60999066663251,-122.28032289200989,D,1
Yes,26-35,114.45439331706628,B,E,269.2085436374988,-231.45379372296557,B,1
Yes,36-50,-90.41391360032247,E,B,53.70714734215054,138.3000124962888,C,1
Veteran,26-35,-50.644045294855175,C,B,-14.650385610009945,24.8924262340639,B,1
Yes,18-25,-5.556207874036406,A,E,20.424400029936248,-116.9807061887427,D,1
Veteran,26-35,-54.65705190386003,D,A,-114.27363057186982,160.95850601597965,A,1
Veteran,26-35,62.4336106678442,A,A,59.02519542584742,-67.85320971885089,E,1
Non-Veteran,36-50,73.56111652335528,E,E,-7.285279476043409,-0.10682717282915624,B,0
Non-Veteran,26-35,-16.40916715063,C,A,58.96166792385482,-40.983049677001524,B,0
No,51-65,2.9432681017738007,B,B,86.72672271206773,-103.83407060702889,C,1
Veteran,26-35,64.54086658674308,D,A,-176.54899213815875,202.94592238651683,E,0
Non-Veteran,65+,7.950275677814542,D,E,109.07083087841978,-163.845124410731,A,1
No,26-35,9.652693693216667,E,B,89.93406981878333,-76.44315688281348,D,0
No,26-35,-77.8772036193794,A,B,206.35196798264,38.453470117060604,A,1
No,65+,60.72415939799596,A,A,-69.95588910066746,-60.407008712093116,C,1
Non-Veteran,51-65,144.1290754939223,C,A,105.38206219623541,81.71614675088445,B,1
Yes,65+,-95.75612491680026,E,D,9.228235373981262,98.09927837593708,D,1
No,18-25,43.154517586572425,C,A,-82.89347854619417,175.0419101794457,C,0
No,65+,-199.07290415453497,E,E,-135.2142157878438,113.95053949406079,B,1
No,51-65,-223.93333118523242,C,B,-168.6924277047925,-15.537057458191992,A,0
Non-Veteran,26-35,29.604576841348955,A,D,108.60769096373262,19.251131893945317,C,1
Yes,26-35,71.75114992941741,D,D,9.753294039169944,-168.67294336496715,B,1
Veteran,36-50,-133.44096681783114,C,B,-77.15075836585086,24.893570382675755,D,0
Non-Veteran,26-35,78.02764814732548,B,B,9.109152576244567,175.82031589448604,E,1
Veteran,51-65,-83.77581263349741,C,C,72.26883766992948,49.71289209241249,C,0
Veteran,65+,-127.1383939632359,E,C,20.28089658827154,-136.74771450973248,A,1
Veteran,36-50,48.23898704912008,D,A,-119.681101801883,-7.065109933532554,C,1
Non-Veteran,36-50,94.78598453769457,A,C,-23.778350530897246,-66.32009515428827,E,1
Yes,26-35,116.68613423400747,E,E,-10.01215650648417,8.082948250979765,B,0
Non-Veteran,18-25,86.54246735638093,A,C,-87.34717831448589,245.92513677708814,D,0
Yes,36-50,65.23733367431079,C,A,129.86825380844945,-162.82820685376103,B,1
Veteran,26-35,73.64007096199235,C,A,-8.390113447975738,-46.06303356699293,D,1
Veteran,36-50,59.19761521835179,B,E,-56.215657841434165,-80.40106476474274,E,1
Yes,65+,-20.194884656561744,B,C,-162.26428914620107,83.92771139365036,B,0
No,65+,-8.210068836754914,B,A,-120.49839435977422,-28.5301979940283,A,1
Yes,51-65,71.19508239116098,B,D,-34.235123667621494,109.73348469395647,D,1
Yes,18-25,87.31022272663482,D,A,-36.90742359491422,-294.04334820769645,D,0
Veteran,26-35,-6.636398085165345,A,E,-50.38453020577642,-44.08371476663158,C,1
Non-Veteran,65+,-148.53565978431044,B,D,-57.19409001731529,73.10714004422572,D,0
Non-Veteran,65+,-74.65749453414347,D,C,-61.466875140446135,91.4841691755308,B,1
No,26-35,150.32062372486007,A,D,-43.995029046092256,73.55424829795069,A,0
No,36-50,69.0615982666248,A,C,-133.46338025011048,139.5254893788664,C,1
Veteran,65+,-12.867039704397095,C,D,4.610295111017519,-42.25019024018721,C,1
Yes,51-65,176.1994379225288,D,A,198.26539464341073,-125.64170622789052,B,0
Non-Veteran,51-65,-12.334146316167766,E,E,-7.861521860202088,-212.90566346015422,C,0
No,18-25,-114.8600859868492,D,C,45.69896038834329,67.60447758565756,A,0
Non-Veteran,65+,72.26082493864084,B,B,-29.544561320893532,-82.14920328028296,C,1
Non-Veteran,65+,112.391002826941,E,D,56.67074166044641,-35.82944394331192,C,0
No,65+,150.33728233143682,B,C,17.747123939026523,45.754894396639905,E,0
Non-Veteran,18-25,8.855877321148128,E,B,-0.31887410890620244,-124.4742605897744,A,1
No,26-35,-134.32382649663285,B,D,36.72343225306564,-47.71737190244717,B,0
Veteran,65+,-86.80543840525738,B,E,-133.47101920292215,136.59749761317485,A,0
Non-Veteran,18-25,53.915523878573936,D,B,-70.1085701574817,-112.14139364848327,B,0
No,51-65,95.84977505146618,D,A,101.09859554149135,77.24845232889268,C,0
Non-Veteran,65+,-6.939548670395926,B,E,3.034760232684318,-79.8721448008773,A,0
Yes,26-35,-57.3379496119793,E,B,152.638382169354,32.06552314933205,B,1
Veteran,18-25,154.51160010546366,D,D,63.80450348478329,7.883236648578601,E,1
Non-Veteran,26-35,16.40911133276363,D,C,-179.36933347380187,15.445366947375152,C,0
Yes,26-35,-69.34212637094484,D,D,-124.63158123093861,80.0724207903194,E,1
Non-Veteran,51-65,-79.51137108025694,E,A,-189.21692739882843,13.368853225786397,D,1
Non-Veteran,18-25,-209.2395663277093,B,A,9.191412350094943,-45.90298246992504,C,1
Yes,65+,113.33599848880567,D,D,92.35205319487869,-18.446275149514875,D,1
Veteran,18-25,32.413505069683076,D,A,22.402123338060008,284.6016549523217,C,1
Non-Veteran,65+,91.59462876069992,C,A,-37.5076539088017,213.692237482793,A,1
No,65+,-104.18143543939462,D,A,-5.707847514638811,-27.770057258266085,C,0
No,51-65,-135.11915926595196,D,A,89.95123295730093,44.93291036112699,E,1
Yes,18-25,-109.5493845821458,D,E,-183.9632750169077,-290.439527538777,A,1
No,51-65,118.35801532634453,E,E,-128.28764714814548,171.44881137570272,E,1
No,65+,-31.92701197636525,B,C,206.2922554337524,30.5866968790121,C,0
No,65+,-28.501097074742415,B,C,30.16002471618295,83.00023838612547,D,0
Yes,18-25,55.32931749825158,A,D,2.157385160918477,181.9597236443955,B,0
Veteran,18-25,-19.996596705407086,E,D,-84.78132250734205,112.31157591731795,C,1
Veteran,51-65,139.35213196677455,E,C,106.53916920175577,-130.93006276171684,C,1
Non-Veteran,51-65,-144.68189758624814,B,E,53.53425602478477,-168.5187442034789,D,1
Non-Veteran,51-65,173.35595212649554,C,C,140.36309541502513,19.723776329030464,E,0
No,18-25,-93.12953500882504,A,E,120.7337275434962,82.51166152788375,D,1
Yes,65+,223.62103673720392,B,C,80.78041383693395,200.8332532369023,E,1
Yes,26-35,61.41131849545324,B,E,-6.277864551448552,-266.1570072697266,A,0
Yes,65+,6.843659404844465,C,C,166.51678070179503,13.688033257057668,E,0
Veteran,51-65,141.51186647664295,D,A,86.3577057767186,122.32629627725098,D,1
Veteran,51-65,103.2536565553921,E,B,8.670983466925488,16.049751517167167,B,0
Non-Veteran,65+,178.42340176569598,E,B,43.772043813869644,-26.319525834769745,E,1
No,18-25,-204.71441902525694,D,C,216.97915619405202,100.86667729429534,E,1
Veteran,26-35,66.27820594199972,D,A,116.56974465489127,-71.80898610448226,C,1
No,18-25,-109.82124730737692,D,A,10.759072853796308,5.071570866358139,B,0
Yes,26-35,116.78579209941273,E,C,117.241932443217,-104.51388241133431,B,1
No,51-65,-51.364393792794495,A,D,55.31526295969121,-98.47012132444652,D,0
No,36-50,226.50641940874928,E,C,-61.0163658883476,196.5497988575008,D,1
Non-Veteran,65+,201.05557573386506,A,A,-5.700134824535802,-34.012657591888726,E,1
Non-Veteran,51-65,-75.0943061358737,C,C,-115.21703412435416,115.49045116787173,D,0
Veteran,36-50,-86.62214500449585,C,D,-83.0514886544137,130.23230684703714,A,0
Non-Veteran,26-35,20.824563573820214,A,B,59.41852046851385,-150.34173056820046,B,0
No,26-35,-45.08311943309713,A,E,-43.51808549014199,2.0169902005802567,A,1
Yes,26-35,98.35898442229043,D,D,65.56360782992053,-80.1732103884382,C,1
No,65+,-21.43911852218205,A,E,-80.82964663169635,43.541242266871485,C,1
Veteran,36-50,63.691442872642554,B,C,126.68939853399766,140.87643894091303,D,0
Veteran,18-25,130.06604817575075,E,E,-13.76981295720289,106.96834406675015,C,1
No,36-50,6.390486825979154,C,B,0.18251371499583505,106.82010010299618,C,1
Veteran,51-65,-107.04431642663943,D,E,-222.00428401010285,-61.04909874725807,B,1
No,26-35,27.755341351079,B,B,-8.794586279136896,1.8214410723537109,E,1
Non-Veteran,26-35,76.18873615993705,C,E,-91.78287890428173,98.48004368221228,E,1
No,51-65,-82.98195133048365,B,B,22.710026965803454,50.73940412287586,B,1
No,18-25,80.29107009471062,B,A,-86.69073700119037,-154.0568196793095,B,0
Yes,51-65,80.72064772925133,A,D,-39.73095228007318,-111.40633373209081,E,1
No,26-35,-60.309188273773074,A,A,-57.723640075970074,-24.63302586633855,A,0
No,26-35,126.3260918205323,E,D,-196.12855342006935,173.70811707296795,A,0
No,36-50,2.14770933468983,B,B,-65.61573701097792,-108.01496227989765,E,1
No,36-50,131.07261187831324,E,D,-26.9268952755632,-77.63644168937098,D,0
No,65+,82.60363645863714,B,E,-8.368056937718514,132.1112424248407,E,1
Yes,65+,34.782771862306596,B,D,83.84762880308455,-26.458747690556084,B,0
Non-Veteran,51-65,128.74371975103642,B,A,72.62631927117398,59.73259394266908,C,0
Yes,36-50,-22.79418064526949,D,C,123.84586254715315,-7.105111764308621,B,0
Yes,18-25,-63.13621925645134,C,E,141.18927667669735,82.93080312789532,D,0
Veteran,26-35,45.287932920256054,C,B,-164.3863599525082,58.209883762128946,E,1
Non-Veteran,36-50,-68.10564097143346,E,A,-26.960195663595275,165.12474445741526,D,1
No,36-50,45.476459657884426,D,E,39.93608696634461,238.89618989597597,A,0
Veteran,36-50,-135.82486005138549,E,A,25.57929621466439,-12.155433310200442,A,0
Non-Veteran,65+,49.713926809941505,A,E,212.67059936203324,28.888154177676263,D,1
Veteran,26-35,-43.16407627618029,E,C,125.66322717510148,-163.82991189944929,B,0
Veteran,36-50,-5.59317722749164,A,C,-15.326284853000091,-62.17643489596457,D,1
No,36-50,-7.747614159092511,C,B,68.57562059628185,219.72062906127138,A,1
Non-Veteran,36-50,-57.23259325075101,C,D,154.15386573836454,-87.01932766718636,E,1
No,36-50,-123.15450138626764,B,B,177.42497933476852,20.658996413379274,B,1
Yes,51-65,-4.731231482125511,D,E,94.08532065201942,25.038074114469794,C,1
Yes,18-25,-73.95040271618181,A,D,60.846108251361194,-11.608557215730826,C,0
No,26-35,17.48586357229958,D,C,65.71879591229222,89.01458025317888,B,1
Yes,51-65,38.809396638978264,B,B,-84.48358516765116,-59.15782160221873,E,1
No,26-35,49.9100238140288,E,A,-34.71326202907494,-34.36267731208376,C,0
Non-Veteran,51-65,148.910823818941,D,A,30.059036832542184,-80.79808499172408,A,0
Non-Veteran,65+,-187.29470041696635,D,D,-6.823190244321322,0.3659064308262265,C,0
Non-Veteran,36-50,87.91771465092285,B,E,-10.552265288393036,120.85343389874174,C,1
Non-Veteran,18-25,52.826365789003205,D,C,85.22013934413498,117.70125298624718,A,1
Yes,36-50,-157.1220995904888,B,C,-325.10279726810023,47.68287706623144,B,1
No,26-35,-110.59106140892779,E,C,121.75442615687804,195.72411855009173,D,1
No,51-65,36.901326645697324,C,B,130.7868322786676,1.0495354926631844,D,1
Yes,18-25,-104.18757547536272,E,B,154.48232874688597,-63.7738893585416,E,1
Yes,65+,157.55477168575155,B,B,109.6925944618043,-93.63494671846063,B,1
Veteran,18-25,-122.73214085558104,E,A,-63.636433314841554,109.80369718667278,D,1
Non-Veteran,18-25,-35.36669966580194,C,D,-67.62460299718896,78.72578294490364,E,0
Yes,36-50,33.74067253341055,E,A,-141.76835090951292,-94.83375946162543,B,0
Yes,36-50,-124.15125558633497,E,C,129.83276678974264,11.205104209711008,B,1
Non-Veteran,36-50,63.76822133609997,E,A,-111.58206747792143,59.66612838625739,B,0
Non-Veteran,36-50,-57.54491847743378,C,B,-100.49110794392082,-59.09511697137929,B,1
Veteran,65+,-21.275628973379696,A,E,57.14680776052342,-64.86889001709542,A,0
Non-Veteran,51-65,-263.84854190853633,E,E,-88.25885637641271,0.03271706253634075,C,1
Non-Veteran,18-25,96.86068146913614,C,D,-168.00187567315913,18.237929834419102,C,1
Non-Veteran,65+,-39.478441371552876,C,D,-26.130597213879312,63.530484647003036,E,1
Yes,36-50,-101.37968994545514,A,E,132.54906847907242,-6.490898386428781,C,0
Yes,18-25,-118.1954925367211,D,C,-100.76396734683209,52.36046343933185,B,1
Veteran,18-25,-65.94260559395157,B,C,-24.90659170563098,113.20226630929726,B,0
Non-Veteran,36-50,-60.870042697998706,D,B,-95.30864011728679,-165.9873206882761,E,1
Non-Veteran,51-65,24.579097632093337,E,D,-174.50111224427866,104.23072277904907,B,0
Veteran,36-50,52.00522014219368,B,B,189.8650851932856,-121.34124816088121,C,0
Yes,18-25,68.56085550778243,B,D,-1.3117812457648135,-100.86846390302162,D,1
No,51-65,-71.33252113961312,A,C,5.607243545212039,163.94739042200047,C,0
Veteran,51-65,-126.44366779722954,A,D,49.47432265861062,100.56592934974604,B,1
Veteran,51-65,115.84109907037225,C,C,27.483180493922383,202.03480825027472,E,0
Non-Veteran,65+,-258.34446876381503,C,D,89.34500837981773,-115.67425818428356,A,1
Non-Veteran,51-65,-6.027000109148436,D,C,-0.1845705843367903,-155.08804811351433,D,0
Veteran,36-50,-97.0677842904685,D,A,106.64681669639356,-145.22782044704758,C,1
No,18-25,-2.6913325553571146,C,B,76.03750187530895,-158.5518997091189,C,0
No,36-50,-13.72875826917416,A,C,12.013356748376859,121.96576990148336,C,1
Veteran,36-50,-65.43694084617147,D,E,-201.34526601681074,114.7382268695197,C,0
Non-Veteran,51-65,145.5905075440268,E,C,-77.03399822346533,17.311371461336908,B,0
No,26-35,91.51755604325103,C,E,-40.746255056439644,63.34071373557432,D,0
No,65+,-106.65906907766707,B,A,-261.6878364152373,-170.38282859847658,D,0
Yes,36-50,-41.53281794038908,A,C,107.44622383367381,-62.75290211987481,E,1
Veteran,18-25,-15.574722010399872,A,D,-55.83835855916626,44.65177370717298,E,1
Yes,26-35,107.09262160966016,E,D,153.51937990717514,96.2188877017054,C,1
Non-Veteran,65+,60.583659879888486,A,A,-115.46672894931605,-39.66618623613275,D,1
Veteran,65+,-150.6128587191637,C,B,-172.65829429856825,-61.546773090044304,D,0
No,26-35,-40.79476709481073,A,D,-100.26196404086822,-81.2799265132784,E,1
Yes,36-50,34.9735235554719,A,B,-31.94483762482136,59.12328520558964,B,0
Veteran,51-65,-131.2288028956134,A,C,-99.09619049808278,-32.33963931650628,D,0
Veteran,26-35,-13.953187479718684,A,A,-16.216584077928026,-28.516282419597555,A,1
No,36-50,11.786743656241546,E,D,72.93647773422153,8.998551149752984,D,0
Non-Veteran,65+,50.90308294433653,E,A,-178.9822450191617,126.12848591201225,E,1
Non-Veteran,65+,-43.42289668524655,C,D,39.44918531616724,-119.38164220804437,B,1
Non-Veteran,18-25,94.48279727939985,C,C,-21.71119616773242,-16.57302020723927,E,0
Yes,26-35,31.173949140733022,D,B,-82.97999916724758,54.50129378717452,C,0
Non-Veteran,18-25,14.839206625258994,E,D,-335.8501723237628,-40.0408644653638,B,0
Yes,26-35,25.300172776070752,C,E,60.34757382504517,32.12201628291015,B,0
Veteran,65+,67.95721506906484,B,D,-194.66517267065925,-81.97857599310665,A,1
Non-Veteran,26-35,34.25787171664931,D,A,30.74512581507827,-12.868197838303619,A,1
Yes,51-65,-103.36731806692731,A,C,-4.76416334214295,-49.75962610405135,E,0
Veteran,51-65,-150.90024476279402,C,B,-44.65099516094676,123.23703332787963,C,1
Yes,18-25,-10.386684584110984,B,C,-15.884089213162177,107.38533379084927,A,1
Veteran,51-65,-215.41638965861537,C,B,141.58066977982878,99.16517102764247,D,0
Veteran,65+,254.3167427893506,D,B,6.5051580815196015,-4.969850737356429,D,0
Yes,36-50,15.563008644481616,B,C,-180.9877387603093,55.124679490923725,A,1
Veteran,51-65,133.56363493158946,C,A,40.63938500993208,-57.782041727932175,D,0
Veteran,18-25,39.72850777069733,D,B,-11.044844278929435,118.23330076736538,D,0
Non-Veteran,65+,34.69689854417657,B,E,53.8462276519524,-113.76600049302054,D,1
Veteran,65+,-33.1407478534692,A,A,73.54862627321803,56.243382393802776,B,0
Non-Veteran,51-65,-35.248316359595506,E,B,126.78822396606807,-5.060458755367046,C,1
Non-Veteran,65+,79.72999198255145,B,D,-85.59822533663957,-4.666479219730432,E,1
Yes,26-35,-17.553977535932567,A,A,169.68714689028275,32.554277801481916,E,0
No,18-25,-129.64973531981764,E,E,-147.10561003173362,-87.10671381025367,C,0
Yes,65+,-224.07333012285014,A,E,105.80693235617528,-61.073028276427664,D,1
Yes,26-35,-48.93349895207573,B,B,-13.26453541339091,5.701427886283003,D,1
Yes,26-35,114.51310655452593,B,A,134.62212282378306,75.96898777445674,A,0
Non-Veteran,51-65,-111.9832518470642,B,C,1.3372335916014202,43.32498819282915,B,1
Yes,65+,-177.71599835901418,D,D,61.38634133025506,105.83621956441458,C,1
Yes,26-35,43.596271099798386,E,C,79.00506402138262,80.31876484421313,B,0
No,65+,143.19089868041445,D,A,-172.33176375914556,-18.7109799131105,B,1
Veteran,26-35,84.62738443688897,E,E,-67.85379918981485,-118.23518641405815,B,0
Veteran,65+,189.66884354719818,A,C,120.36269126442171,-74.60968297920607,A,0
