Disability,Religion,Nationality,Veteran,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Mental,Hindu,Mexico,No,-54.80340412001671,110.90889750626813,-129.05258973514523,D,E,B,B,0
Physical,Christian,India,Veteran,-166.762448419816,-100.00754689321812,81.67780780472626,E,E,E,A,1
Both,None,China,No,68.42896381653955,-1.8322297447797908,16.508422965966908,A,A,B,A,1
None,Buddhist,India,No,-43.07107951238357,40.36780839422316,-15.511033567202649,C,E,C,A,1
No,None,Brazil,No,-41.15501626841173,-146.75818616545996,76.82325087274607,D,E,E,E,0
Physical,None,US,No,-51.21859117519369,0.2838611795814913,66.35150002213743,B,D,B,E,1
None,None,UK,Yes,-155.0461482799675,53.11611514204143,-17.2914537337646,A,E,C,C,0
Physical,Muslim,Mexico,No,-133.9943281543686,-14.233146607313055,-55.25352799867368,D,D,E,B,1
None,Christian,Brazil,Non-Veteran,41.408142183770366,11.728664020881212,91.69611350507039,A,A,D,C,1
Physical,Muslim,US,No,7.805879919050425,-205.11454675972044,144.02477137805369,B,C,E,E,1
Mental,Christian,Mexico,No,-77.77924217102701,297.3696777471613,95.21951178681566,B,C,E,C,0
None,Christian,Germany,Veteran,38.50729996075397,-96.49432353022614,-174.68337140769333,E,D,C,B,1
None,Muslim,China,No,115.39742503887769,-169.28793681894768,122.63946685779999,E,B,E,E,0
Both,None,US,Veteran,80.29355673251392,-16.308160310003593,-105.4679262726011,B,D,D,D,1
Physical,None,China,Veteran,-33.904086677811314,-67.76761809351176,-102.77130035062831,C,A,B,B,1
Both,Christian,Other,Yes,127.04265959476227,118.63380208809748,163.78413216609454,A,C,B,A,1
Both,Other,Brazil,Non-Veteran,96.2464132334004,-21.704706928840746,182.53599628323929,D,D,E,D,1
Both,Hindu,Brazil,No,-55.40923883006239,-48.18092115085455,-108.77438905618082,A,A,B,C,0
Both,Hindu,Other,Veteran,139.37776675415597,-164.72638224734,-28.364137194824394,B,E,B,C,1
Both,Buddhist,UK,Veteran,44.286221738942956,1.4657857740068279,-25.06138643079268,D,D,C,D,1
None,Jewish,Germany,No,-145.6708413148561,-92.96598670251427,77.98418170997206,E,A,A,C,1
No,None,India,Non-Veteran,197.0151832864339,-5.306370332086181,-17.323453602495483,D,E,C,C,1
Yes,Christian,Germany,Veteran,-156.9365028920298,7.106691298818663,6.176465397017186,D,C,B,A,0
No,Jewish,US,No,26.25362051327643,48.14924651366087,4.195656603714377,C,B,C,D,1
None,Buddhist,Other,Non-Veteran,-14.252048512120064,109.05424808124549,69.45316702928011,E,A,B,D,1
None,None,Germany,Veteran,-123.08151766336644,41.49323683926674,-117.15556328735595,D,A,E,B,0
Both,Other,US,Non-Veteran,100.81069679434277,39.29302667527792,-151.97273414213117,E,C,E,D,1
No,Hindu,US,No,-65.42843392600045,-176.7830036543762,25.899035345615744,A,E,B,B,1
Yes,Jewish,Brazil,Yes,-69.16936833920899,-136.00042852185896,14.932799600395793,D,B,D,E,0
Yes,None,UK,Veteran,-123.97705298387551,46.78310002461722,-2.4505324395244337,C,C,B,B,0
Both,Hindu,Other,No,-134.03123351739822,-7.639748647122205,10.279194939735065,B,D,A,B,1
No,Hindu,Germany,Non-Veteran,59.24215678036763,-175.50723171097974,189.37141231334527,B,C,C,C,1
Yes,Christian,UK,Non-Veteran,-11.27764746945174,-17.50348225269265,11.959332943300382,C,E,D,B,1
Both,None,Brazil,Veteran,-179.77144411118374,-13.765805180173448,-75.14563374239766,A,C,B,D,1
Yes,Hindu,Mexico,No,101.76436976584226,-155.63847842554745,122.94149172179804,D,A,B,D,1
Mental,None,Mexico,Veteran,-76.28965687940664,-51.88100883514936,92.59074526940427,C,B,A,A,0
None,Hindu,China,No,36.066669215383065,97.27245037600993,-48.19492173224616,B,E,E,B,1
No,Jewish,India,Veteran,91.73764715948707,81.41418689260534,-20.841483855957147,A,B,B,C,0
Yes,None,China,No,-258.63175059916756,-153.63452159323822,-213.60195351174286,E,C,D,A,0
No,Other,Other,No,-108.0465847813232,-91.1162086076114,60.559443377433055,B,E,C,E,1
Yes,Other,Other,Veteran,-147.84909205587803,93.79636027705102,13.668828980914025,E,E,D,A,1
None,Christian,India,Veteran,-112.39748374537119,-76.88714279687684,-38.146138055394744,E,C,B,A,0
Both,Other,Mexico,Veteran,-14.768865345011031,-4.867868844650823,53.15985525482905,D,E,B,E,0
Physical,None,India,Non-Veteran,-74.55878747502511,-220.46947138025917,-73.0164081032834,C,B,C,E,1
Yes,Other,UK,Yes,-46.53412602267844,111.17033162402889,25.65658537867792,C,E,B,C,0
Mental,None,Brazil,Yes,-152.47458583372605,44.972091287440904,-92.75027616818069,A,C,C,C,0
Mental,Other,Brazil,No,111.80159527717028,-30.530275579933708,-137.12198311627753,D,A,B,E,0
None,Muslim,UK,No,-34.00952201862534,11.57404265285514,-118.30870594569059,E,C,B,A,0
Mental,Other,Other,No,-24.55563293663342,-58.10736812071629,-73.53783216255381,E,E,A,D,0
No,Other,UK,Yes,142.12985446582172,-28.359665148412937,82.836118886427,C,A,C,C,0
None,Hindu,Mexico,Yes,-81.49179692439493,-127.64129570780867,-138.48200044023991,D,C,B,D,0
Physical,Other,UK,Veteran,15.370369384890598,-54.85783964289889,63.21546017271182,C,B,A,D,1
Yes,Hindu,UK,No,-19.955179363377336,-22.766692634439327,153.28758371170312,A,A,B,C,1
None,Muslim,Other,Veteran,33.99375449581567,-77.51095720773151,27.112028442468578,A,B,E,D,1
Mental,Muslim,US,Veteran,-203.31147899725858,14.758843374810994,-78.65976571253864,A,C,A,D,0
Physical,Buddhist,India,Veteran,-11.252808750732152,-19.93162685216972,-183.76313579369236,E,D,E,D,1
Physical,Other,India,Non-Veteran,12.67033904432683,25.568879530179817,69.28500011608634,E,A,B,E,0
Yes,None,UK,Non-Veteran,-96.6847155473112,-54.372261400147046,-114.85754543214412,A,E,B,D,1
Both,Buddhist,UK,Non-Veteran,-118.66226903337618,83.71847091234889,105.55927955795632,C,E,D,D,0
No,Buddhist,UK,Non-Veteran,-75.71103034325537,90.32939753184644,-75.6756310880222,C,E,A,B,1
Physical,None,Mexico,Veteran,-210.4267885878433,63.968180341675584,-18.007769911802505,E,E,D,E,1
Mental,Buddhist,UK,No,58.28769366325886,75.5741072324365,39.80511714966156,E,A,B,A,0
None,Hindu,Germany,No,-28.52723416677612,39.93096022316652,-83.88380736737686,E,A,E,B,0
None,Christian,Other,Non-Veteran,-7.070054924347622,-36.973656806902135,-168.74030931328906,E,A,D,A,0
None,Jewish,India,Yes,-0.2874160474771101,-180.18512225111644,101.57486441198218,A,A,B,A,0
Physical,Christian,UK,Non-Veteran,183.48094301664548,47.7103081977764,22.956051880972108,A,A,C,D,0
No,Jewish,India,Non-Veteran,-139.8170909379769,-44.15359858461667,68.28856026440994,A,C,D,D,0
No,Hindu,Other,Yes,-280.58320051227304,44.84274572670826,107.74657918246923,A,D,C,D,0
Mental,Other,Other,Non-Veteran,207.88066570102063,-55.75885162558176,-138.40690246292036,A,C,B,C,0
No,Hindu,US,Veteran,52.521917005877725,-227.45187672006293,105.24811249885934,A,E,D,A,0
Physical,Jewish,India,Non-Veteran,-163.88124851986933,-213.68329185243616,7.570236186739663,A,B,A,B,0
None,None,India,Yes,-125.09513101100592,-52.8158669256433,-31.76361354556253,E,E,C,D,0
No,Christian,Brazil,Non-Veteran,-88.01590105380541,-150.70176471592592,-68.46013814829429,A,E,C,D,0
Yes,Other,US,No,1.3266316779311422,-23.63356252251802,108.83588352977878,D,E,D,A,1
Mental,Jewish,Mexico,Non-Veteran,-11.92183703944506,26.63173501610636,90.16215974789033,E,C,B,E,0
No,Jewish,US,Yes,19.95211162209023,32.50137114484191,5.999207215855101,D,B,E,A,0
None,Muslim,Other,Non-Veteran,-170.3492258456,31.68593529068214,105.69724228763681,B,B,C,D,1
Both,Buddhist,US,Veteran,-71.1797515550135,53.75871743706797,154.98157928323252,D,E,C,A,0
Physical,None,Mexico,Yes,63.17164174100899,66.89875608778443,54.74507670236937,E,D,A,D,0
No,Buddhist,China,Yes,-74.72609382254761,-53.99765806879314,-1.8348275643687844,E,E,C,E,0
Physical,Christian,Mexico,Veteran,-270.9033917099688,-105.15233043071164,-67.72041885750198,A,B,E,D,1
No,None,Brazil,Veteran,-61.289836705236766,172.30954993561025,147.48744803947895,C,C,A,E,1
Physical,Buddhist,US,No,-133.01675373255327,85.02936431529547,-219.65592513966095,B,B,C,B,0
None,Hindu,Brazil,Veteran,-120.26423891780398,-124.10793959524062,-232.38593315613986,E,C,B,B,1
None,Hindu,Mexico,No,115.30260781756296,-96.57196952627707,245.829718340809,A,A,A,C,1
Physical,Jewish,India,Non-Veteran,-147.8703854722972,-94.88125176781762,-38.31595216646828,C,E,E,A,1
Yes,Buddhist,India,Yes,51.46437827727096,-122.98043526479063,-114.2783984066515,E,B,D,C,1
Physical,Jewish,Mexico,Non-Veteran,-27.191976133643585,49.05326076229575,63.51237941598706,A,D,C,E,1
Yes,Buddhist,Other,No,45.28893003398286,154.72008675544876,-27.75496640049283,B,A,B,C,1
Yes,Other,India,Non-Veteran,17.422083142828182,-51.15699339599309,-71.7840078826159,D,C,E,B,0
No,Muslim,Brazil,Veteran,87.45729106408116,-43.7929834231421,-16.153740623930656,E,A,C,E,0
Yes,Other,US,Yes,-167.75763077545284,130.7237235081439,-20.649041915745965,A,E,B,A,0
Physical,Buddhist,Brazil,Yes,-76.79739339076764,165.48578440852094,-17.79848765671133,E,A,A,D,1
Mental,Hindu,India,Non-Veteran,87.61552272245233,-114.50413989552482,-103.87732844280806,A,D,D,B,0
None,Christian,India,Non-Veteran,-23.223395840549433,114.08843968109095,-40.761063175598395,E,A,A,D,0
Mental,Other,UK,No,-70.6636319148692,-100.02008450637538,-138.8852450415234,B,E,E,D,1
No,None,Brazil,Non-Veteran,31.590943457924325,76.19462187864693,-135.11578754993954,A,B,E,B,1
Yes,None,India,No,43.90237404683627,-78.03613753009108,119.84122406683426,D,E,A,E,1
No,Jewish,US,No,69.11006577843743,-44.8990940866266,-110.55447398849662,A,A,A,C,1
None,Jewish,Other,No,-35.821973019456664,-49.81645581338465,-9.466258961836145,B,E,D,C,0
Both,Buddhist,Germany,Yes,-95.39906553107076,-41.943455678210995,29.40947847501782,E,A,A,A,1
Mental,Jewish,US,No,196.56920327840214,-8.78279776894384,-25.053399282607717,E,B,D,D,1
No,Hindu,Germany,No,28.316534781655733,113.30124626917649,52.728645904304685,A,A,E,D,0
None,Buddhist,India,Yes,48.177152597318745,19.69924942721371,-169.29085453695822,C,E,C,E,1
No,Buddhist,China,Non-Veteran,67.83979956956566,-108.68929772600897,-76.43064468052646,A,A,D,C,1
Both,Hindu,Germany,Non-Veteran,86.28701118215152,-37.09274649810917,-168.38894883016638,C,D,D,B,0
Yes,Other,China,No,-50.494175693653396,-62.098178192959686,98.29077794295378,B,E,B,B,0
Mental,Hindu,Germany,Non-Veteran,-100.41282026152467,103.99651142053034,81.28239655766966,D,A,C,E,1
Mental,Buddhist,Brazil,Non-Veteran,85.64925399813637,-17.448020266854392,-168.57622850584556,A,A,A,B,0
No,Christian,Germany,Yes,98.49087965833091,-5.722488487825282,13.774229442115038,C,B,B,D,1
None,Muslim,India,Non-Veteran,-150.33214454180003,-55.90340680186202,-108.5404278046898,A,D,D,A,1
Physical,Hindu,Mexico,Non-Veteran,-30.497361519558485,51.452270640475064,-40.73815067700239,D,E,E,E,0
No,Other,US,Veteran,-41.243404327630465,64.9455717362756,23.823205422830974,B,B,A,D,1
Mental,Buddhist,Other,Non-Veteran,-78.98684002837786,59.64022859601439,-106.72485046336857,C,E,D,D,1
None,Other,Mexico,Veteran,-162.1036564090032,-77.13648036970554,79.4273337453721,C,C,D,A,0
Both,Buddhist,UK,Yes,-78.38455862019883,-131.47407474316105,137.71347564885104,B,E,E,A,0
Mental,Hindu,Mexico,Veteran,88.08962881591883,-61.72346472219621,31.82992206983945,D,D,B,E,0
No,Christian,Germany,Veteran,-9.931694087431305,57.97429166418488,-59.69171761257696,A,A,B,A,1
None,Muslim,Germany,Veteran,-43.539599322954935,214.96295012454078,52.420563128322804,B,D,A,A,0
Mental,Other,Germany,No,-58.112489853202945,28.661032902947763,-104.33673052517565,C,D,C,A,0
Yes,Jewish,Germany,No,48.8815347690708,-150.00590690897818,164.94790076649565,A,D,E,B,0
Mental,None,US,Veteran,15.78447175798044,-69.28592066807894,77.2151155664983,D,D,E,A,0
No,Other,India,No,-94.06321251809395,3.918395803914749,53.28103813645308,E,B,A,D,1
Mental,Other,Germany,No,26.79497546815209,-12.30536152537583,-163.21326985761112,D,A,D,D,1
None,Buddhist,UK,Yes,-79.13631061973996,-61.135711211480135,-81.03091150554978,B,B,A,E,0
Physical,Jewish,Other,Non-Veteran,-25.849446283297112,4.963898986650019,-61.44481134841272,E,E,E,B,0
Yes,Muslim,Germany,Non-Veteran,5.994624723112705,-71.72462156160529,-69.24681144943754,B,D,C,E,0
None,None,UK,Veteran,82.29291912515852,-19.19037344391809,-141.5017300394302,B,B,C,C,0
Both,Hindu,Mexico,Yes,66.5898797592764,51.93113452984343,71.31611554422437,D,C,C,A,1
None,Other,Other,Yes,-74.30941178487367,-93.52136406172365,-22.217949169755887,C,C,D,D,0
Physical,Hindu,US,Veteran,121.93213324520482,-14.84887002659369,94.9634350211119,C,A,B,B,1
None,Jewish,India,Yes,-89.50375658592637,-88.21424363374523,16.910275664981285,E,B,A,E,0
None,Other,UK,Veteran,-3.5153114376892107,-15.058523658049625,48.70114563158012,E,E,D,D,0
No,Buddhist,India,No,27.859895604945784,-95.01747937804615,-83.8265091842556,A,A,D,B,0
Both,Buddhist,Brazil,No,-59.63031605828776,156.8864215307442,-65.08557250449303,C,B,D,A,1
Yes,Other,UK,Non-Veteran,-19.28093556619888,162.20071750128363,-121.22003114800623,D,D,A,C,0
None,Hindu,Mexico,Veteran,-218.17733769929833,99.35078128531455,9.32140294928139,A,E,C,D,1
None,Other,US,Yes,-125.00784632509239,65.70933167146849,-7.750693926039714,E,D,A,B,1
Both,Christian,Germany,No,88.44604715629006,-98.86472538238557,-19.6799965122105,A,A,C,E,0
None,Hindu,Germany,No,-70.38387936010005,2.857375809832951,-55.88773726660447,D,C,C,B,0
No,None,Brazil,No,-110.16830371966229,-48.39708822559265,-32.30807780907979,D,A,D,C,0
None,Other,US,Yes,-128.79277208850087,69.08145799423062,-89.32433380970856,B,D,D,D,1
Physical,Jewish,Germany,Yes,-12.190910356850997,100.38950547380256,5.861475462314809,A,E,E,B,1
Mental,Muslim,China,No,-107.44946199935876,-89.4724351976398,50.06102593165228,C,C,A,B,0
None,Other,US,Yes,41.36170605281681,59.03693540503397,-73.34834942498779,B,D,C,B,0
Yes,None,Other,Non-Veteran,-24.042574154286452,-18.640634002681818,-61.285626084501196,C,C,B,B,0
Physical,Jewish,China,Yes,86.38909822760426,185.19314757847437,16.927752601175218,C,A,B,D,0
No,Other,India,Yes,133.1256575418223,207.31341750993354,-166.77801305685313,C,A,E,E,0
Physical,None,UK,Veteran,-27.59255495252914,91.49169489255048,-86.57517405580235,B,D,E,D,1
Yes,Other,Germany,Non-Veteran,-96.49505453059926,75.02750879752675,119.50435020381533,C,A,A,B,1
Both,Christian,US,No,-15.141904249297127,65.17284403819178,-62.061807920109814,D,E,C,B,0
Physical,Christian,US,Non-Veteran,-47.738605614890076,-80.97841332065192,9.545145973398194,E,B,A,A,1
No,None,Mexico,No,-137.25926364117566,-96.23318776765579,62.59774384911893,E,E,B,A,0
Physical,Jewish,Mexico,Veteran,47.91102377664085,121.22977756897217,12.681898054279584,E,B,A,A,0
Both,None,China,Veteran,-11.222013873519373,138.1020577516427,70.73295042287926,E,D,D,B,0
Both,Jewish,Mexico,Non-Veteran,61.47051129990329,34.596303845409906,-54.89306682942836,A,C,D,D,0
None,Buddhist,Brazil,Non-Veteran,-152.99145059244577,21.484776171002167,29.476746557460654,C,B,E,D,0
None,Christian,US,No,-40.692762419091586,-63.19071070516146,58.72535135443479,A,B,E,C,0
Physical,Muslim,Mexico,No,36.61741952082706,11.171573558392902,-69.0019394042334,A,A,C,B,1
Mental,Jewish,UK,Non-Veteran,-48.43078081541442,-37.70005098188416,1.4756097165095554,C,E,A,B,0
None,None,Other,Non-Veteran,-41.0577978414312,-192.44458390146696,-65.77629398872232,B,E,A,B,0
Mental,None,UK,Veteran,-94.70928835912046,-91.71754034057254,142.52727262744335,D,D,E,D,1
Physical,None,Other,Non-Veteran,-5.388186116777833,-139.9408894853482,-35.36655695261805,D,E,D,E,0
Physical,None,Other,Yes,112.8848935737591,158.68259392976637,24.05342382405884,E,B,B,E,1
None,Christian,UK,Non-Veteran,-169.98305908668493,-214.73924351525676,36.370643725355144,A,C,C,C,0
Both,Buddhist,China,Veteran,-126.92367005348588,68.23035103113702,68.80939213604653,E,B,A,C,1
None,Muslim,China,Non-Veteran,-63.16604918781626,-133.13337744641598,-72.84643905478399,C,A,B,A,1
Physical,Hindu,China,Yes,-62.65805161532215,-42.261734169167845,-22.415511271712695,B,D,A,E,1
Mental,Other,Mexico,Yes,4.977166213743166,83.86543022767758,146.41415797615883,E,C,A,C,1
Both,Jewish,UK,No,-82.15363837270448,192.6198690226976,84.30064894664446,A,B,D,A,1
None,Other,Mexico,Yes,81.75454938527422,61.2816507391484,-43.835599501671865,A,E,D,B,0
Mental,Jewish,India,No,-1.590629424035447,37.61511561971284,63.01420246510101,C,A,D,D,1
None,Jewish,Germany,Veteran,-30.046535726719803,-196.84975404066984,-111.20685592747938,A,D,C,E,0
Both,Buddhist,Brazil,Veteran,-18.3988424851005,-14.57475839573128,66.32662620334077,E,B,C,E,1
No,Jewish,Germany,No,-48.864670588815514,123.96754626496616,-124.7827545066275,C,E,C,A,0
No,Hindu,Other,Non-Veteran,-200.65474838433897,-4.008246916175126,6.871338869907119,A,C,E,D,1
Mental,Buddhist,Other,Yes,-246.4801889632579,32.74840964925182,-57.8460581125367,B,B,C,D,0
None,Buddhist,Mexico,Veteran,72.33951537341734,-54.63307360074796,155.93022420701107,B,E,B,A,0
Mental,None,Brazil,Non-Veteran,65.33938022741552,-59.059682507657726,-82.8817478930667,A,E,A,C,1
None,Jewish,US,Yes,1.0963332056376107,40.11123371255627,105.89508732456869,D,C,D,E,1
Yes,Buddhist,China,Non-Veteran,-19.408966641265874,-34.283802027120075,179.0487260631058,A,C,C,E,0
Physical,Christian,UK,Veteran,-110.41910096022684,157.97889525270742,57.97243571482317,D,D,C,B,0
None,Jewish,China,Non-Veteran,6.102035579407204,-202.1378211578852,120.32818626178768,B,E,A,B,1
Mental,None,Germany,No,26.338959515535105,-20.019893557871107,73.30579965429561,B,E,B,D,0
Mental,Jewish,India,No,-27.849612542870165,-74.96151693608054,32.63403900357149,C,C,D,E,1
Both,Muslim,Mexico,Non-Veteran,-1.150118989358215,-144.92958122053537,-18.18251603073294,A,D,A,D,0
Mental,Jewish,US,Veteran,-307.4339569080789,-9.776526913489452,170.4157786907657,D,C,D,B,1
Both,Buddhist,Other,Non-Veteran,-57.29444122217517,-39.53070250017485,-177.42950709556243,D,B,B,A,1
Physical,Muslim,US,No,164.30249739506849,-18.77440733040479,100.205446062771,A,C,E,B,1
Physical,Jewish,US,Yes,130.47186497060068,3.3561862452567848,-164.04991812659094,C,C,D,A,1
Both,Hindu,Other,Veteran,-70.52488051685947,-111.02833680151764,90.3458831339592,D,C,D,E,0
Yes,Other,UK,Yes,6.924736518730688,155.5270455141606,-69.59339981250524,C,E,C,E,0
Both,Hindu,Other,Non-Veteran,-31.309142125166783,88.23410708181405,-73.36044643219086,D,E,B,D,1
Physical,None,Brazil,Non-Veteran,-37.922624046405005,-100.16476115422239,14.799309716100442,C,D,A,E,1
Yes,Other,Other,No,37.838605194294885,57.90947322351162,-9.773656102663733,B,B,E,D,1
Mental,Jewish,Germany,Non-Veteran,-153.2879875021262,-12.398920884311938,111.45713923118244,B,D,E,D,0
No,Other,UK,Veteran,-37.13622492401529,-11.557774645336984,-225.3655580350641,A,B,A,E,0
No,Christian,India,Non-Veteran,300.2645538170397,116.52106227042994,22.563209778574013,C,A,A,E,1
No,Jewish,China,No,45.16776060390818,88.03318094545659,11.369948432094715,C,B,D,C,1
None,Other,Germany,No,115.6486309703691,-92.31958497592,42.44411862290748,E,A,E,D,0
None,None,Mexico,No,-66.22295223070053,58.253733911906146,-47.17846520978395,E,A,C,C,1
Both,Hindu,India,No,-100.55320050186698,-1.1312467370461412,-248.46628743911575,C,B,E,D,0
Physical,Jewish,Mexico,Non-Veteran,-45.01140037865732,-25.938786323620338,-21.185035887153653,D,C,A,D,1
Yes,Buddhist,Germany,No,-107.3633864244172,-126.93467275130523,-205.43738538447457,A,A,C,A,0
Mental,Muslim,India,Yes,55.00652341139012,71.94962233086997,25.333560913464375,E,A,C,B,0
Mental,Other,India,Veteran,-19.695320330254017,-41.56947515629774,-116.40356562607104,D,E,B,B,0
Both,Muslim,China,Yes,127.96144354204915,-29.85960033408528,-95.20393631013418,E,D,B,B,1
No,Hindu,India,Yes,-52.65764608096495,46.59144866095147,-120.44976781896723,B,B,C,E,1
None,Muslim,Germany,Yes,-176.5988645296572,67.97969700052778,-90.97652680891555,E,C,A,E,1
Both,Muslim,US,Veteran,35.84404603793796,-133.6903202786688,-24.161619129616575,E,E,C,C,0
None,None,China,No,-157.948335242632,-306.69004691067454,-2.0265054464301637,B,A,A,B,1
None,Buddhist,Germany,Veteran,146.7415231051441,-41.809736366644934,28.434102858408792,A,D,C,C,1
None,Muslim,Germany,No,109.83668918031503,-47.337580932172266,94.7985518871932,D,C,C,C,1
Yes,Muslim,Mexico,No,-62.933807355559544,-157.15145075883825,153.63748887008123,D,B,B,C,0
Mental,Muslim,Other,Yes,179.62148695616628,228.20706468550972,88.76701427698136,C,D,A,D,0
No,Christian,Other,No,85.13341869357625,42.51662764797545,-43.26729861482031,A,B,E,C,0
None,Muslim,US,Yes,-3.305907070590075,118.90150320028832,-32.67770096132113,C,B,E,B,0
Physical,Jewish,UK,Veteran,-136.46363142390092,176.58144361389319,-72.40541240001707,B,A,E,C,1
