genero,religious_affiliation,country,married,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,target
Female,Buddhist,UK,Married,E,-210.41666692742123,40.989547083058866,20.544145333934384,D,108.22460914209076,A,E,-117.06557977411556,11.113612760713478,1
Non-binary,Buddhist,UK,Widowed,C,118.6459714969076,-19.444768662291054,-84.17820622377155,B,-0.8390935671946259,B,B,-89.55286419157126,-15.619800239954943,1
M,None,Brazil,Divorced,D,64.5497293642728,90.89679672807274,-172.9937497672805,A,-12.506411499995307,C,A,-87.4706458887121,-76.29270004273646,1
Other,Muslim,UK,Single,D,190.654650929746,78.33230525617113,1.1897235771441317,E,-58.42261641213348,D,E,8.02960666415102,-41.46681804154548,0
M,Other,Other,Divorced,D,42.63371233241146,57.380123715412466,-27.030468638710953,E,-178.6137650812519,E,A,-42.756312436822384,-106.78299431073204,1
M,Christian,China,Single,C,-54.854076943654185,44.49019740231139,69.7002702768095,D,-12.291161215608364,C,D,12.960004423169732,6.196863106651366,1
Other,None,Brazil,Divorced,D,155.90470660738256,-40.046681862539735,-139.05390610193032,E,175.1202120348854,E,D,14.158420500853664,34.96085350792051,0
F,None,US,Widowed,B,27.733143859570664,94.45505723166522,-71.477509985641,C,55.367145475923564,D,A,105.2856369888164,-37.40406218972526,1
F,Muslim,India,Widowed,D,87.97846178432032,-7.075045650026568,-58.40250240337663,C,-8.01635151321913,A,A,-184.8873383328672,86.13642910129258,1
Non-binary,Hindu,Germany,Married,D,-60.19023560875845,72.33771349832388,-3.3712294531225275,A,-2.1834690778303703,D,C,92.2559403227168,67.7730615002815,1
Other,None,China,Single,E,-143.39968379377314,-44.54730977562332,-164.37102708025967,E,8.507347015527124,B,E,-42.10930950953124,67.04542509619333,1
Female,Muslim,India,Divorced,A,72.30012250754268,146.7200171874064,-27.290183130677992,A,-104.8816128983422,A,E,126.43513144659376,44.661932286600816,1
Other,Muslim,Other,Married,A,-127.38987707174726,201.2873435922664,-62.556489109019154,C,118.49581724768979,C,A,-33.0362478648629,44.4265599186035,0
F,Hindu,UK,Married,C,24.479551443403114,-112.32905282355743,-142.92530826070615,A,-25.707164879728357,C,A,4.9672286998485555,25.259473944526405,0
F,Buddhist,Brazil,Divorced,A,-250.34568191930094,78.02866313182992,28.108949360580315,D,-26.682672944817888,C,D,187.91991177879598,51.89173531802371,1
Other,Other,UK,Widowed,D,31.46752600623801,-58.23177314096303,66.74123670091858,D,180.99906617899143,B,C,77.99413416772182,113.53827010012456,0
Male,Muslim,Other,Single,C,-132.3512197771454,99.06716862193328,-83.29238885237103,A,36.85842919031451,A,E,198.02501845623055,-49.768409729885775,1
Female,Other,Mexico,Widowed,C,30.105533527164614,26.14176544942698,35.967964264340715,C,-2.433740434914254,A,A,-91.03678238988678,-38.49606574303113,1
M,Christian,UK,Divorced,B,-94.90104557477136,80.48200081021287,26.694768675285218,E,-62.620281136128156,A,C,33.45984949328547,95.40224320954613,0
Female,Jewish,Germany,Divorced,C,51.37247843119056,65.9387033247097,99.91333531334433,E,-73.25595979051806,E,E,-57.89216254072051,-68.39896257063808,0
F,Muslim,Other,Single,B,3.4580404549841117,-206.2504057926863,-73.78869564361194,C,140.46237162618652,A,D,5.149943674470137,-3.3801220366406675,1
Female,Jewish,Other,Single,B,46.67966078892121,-118.65541913099469,-8.615215125581765,E,86.9696808764872,C,D,-13.26334710025302,93.31861107905752,1
Male,Other,Other,Single,E,-30.99812103240024,178.04448878070724,8.901217778157791,D,-166.7275805081827,C,E,-73.1204496547587,-33.33330466334339,1
Other,Muslim,Germany,Married,A,37.881772097231746,5.518837104549259,-29.862672266569255,E,31.84350946599299,A,A,148.82436047038524,-62.933524515816075,0
Non-binary,Other,Other,Married,C,-25.824664075860483,-18.775400744624214,-108.9321799775043,A,-91.96433697779192,A,C,-165.6762615057109,-39.08501118085178,0
Non-binary,Jewish,China,Divorced,A,40.04148499018155,-14.810537010444808,-64.28213156219125,E,67.49004503194288,A,B,103.13727356094648,138.88848603631718,0
Male,Other,China,Married,A,-7.674104784715284,-0.43119068699760493,84.81685975289737,D,134.8207165565904,E,C,54.364258188682705,-154.8508720376677,0
F,Hindu,Other,Widowed,A,80.44008329947238,145.77459917726878,80.82682571413974,B,10.221451336657024,E,D,-95.73777181417631,-22.259056044515006,1
Female,Other,Brazil,Single,E,-154.63229735899498,-117.1418035976934,-124.60604491919749,D,-40.35735422148235,D,B,-99.29048728098786,-326.3943697300805,0
Non-binary,Muslim,Brazil,Divorced,E,163.46240975044623,-66.63542824399255,139.39561953720758,A,105.37979051141708,C,C,112.0004339382744,32.17993337020219,0
F,Christian,US,Divorced,C,70.27327948603116,-182.80184067899557,-5.781038451568535,C,-209.4076897282313,B,A,25.137453771448403,-29.236654239067946,1
M,Christian,Germany,Widowed,D,26.53062056222295,-69.99647009052106,-82.80347934285903,C,5.394840481054266,A,B,43.46499915660083,-66.86610377682686,1
F,Muslim,Brazil,Single,D,-58.62251781367986,29.037643645709572,-30.853013740022394,D,48.258213158974115,A,E,-123.96042257039737,106.97223716167122,1
Non-binary,Muslim,China,Married,D,55.890061807451744,-232.0637909019288,-59.05395635628352,C,83.63316432118248,D,A,-30.337371845280654,-5.038922063559692,1
Non-binary,Other,China,Divorced,B,212.53815902718736,160.26105692099728,-11.767959386259456,D,55.29930115212668,C,C,63.754272576172475,-3.8923707646737125,0
F,Hindu,US,Single,E,40.686647093971786,-178.04918001022617,27.10894329150639,E,69.74557625772462,A,A,37.3715931207836,-67.64415535614316,0
Other,Buddhist,India,Widowed,B,38.860595174544784,56.147907260006434,39.93123166723009,C,146.07816230023886,A,D,353.00503789136445,-205.08519948703125,0
M,Buddhist,Mexico,Divorced,D,65.58939598986704,-4.588167308859055,82.09768646094206,A,82.6257729058282,A,D,14.123290211515974,62.36061367297682,0
Other,Other,Other,Widowed,D,3.3327356850362357,206.70458185458483,240.1007644324006,B,-62.09240155675999,D,D,-124.845332857851,102.52559382037852,1
Non-binary,Muslim,UK,Divorced,A,93.19434786381407,44.05814326528497,-36.571003726562324,A,-135.73868600782956,B,B,-66.55719528155005,-110.20494287675433,1
F,Hindu,China,Divorced,C,-84.5648899016698,-83.76827662893889,39.978341140633965,C,-47.790883380192,A,C,-39.266433902103685,89.24320060281454,0
Non-binary,Muslim,UK,Married,C,99.34505802876788,-106.17608416195017,-76.36685805724535,C,6.927860576677541,A,B,50.8011598675014,-77.09215795179244,0
Male,Jewish,Other,Married,B,-149.14139814626816,111.24940527736484,-123.77246339103208,E,31.243885421689832,D,B,36.349425492819506,-216.48864088747303,0
Female,Christian,US,Married,A,11.501242301302616,-135.70999623396932,86.05643804469078,E,-189.5054061558037,C,E,20.082980029760915,133.31970529171286,0
Non-binary,Hindu,UK,Single,A,5.0884220204937005,223.56279641796823,208.83377416457728,E,75.83075373862405,D,E,0.23623639163189283,95.94025300242231,1
Female,Jewish,Other,Widowed,E,179.96912408021925,-10.528761930338526,112.41263669914441,B,68.69583632947221,B,E,99.91322112882233,-52.36524523909528,1
F,Christian,UK,Single,E,122.33005334781393,85.12959077005033,-96.32139996282989,C,-17.853201698948805,C,E,24.353324561298404,-99.04942658934642,1
Female,Christian,China,Single,B,-108.63023053964827,136.01529745986963,21.929303703615428,C,-31.294275757395813,A,B,-110.41094028641665,111.26501162951534,1
F,Muslim,UK,Single,C,98.72087069263299,-69.80758153563305,2.344918066357879,E,-64.34247308755589,E,A,85.69209794808596,-17.027988227818753,1
Non-binary,None,UK,Widowed,E,108.07654809370368,-110.11246971976271,-53.14200339351663,B,169.61826897169541,C,E,149.3532200862824,91.79987965450982,1
Female,Buddhist,India,Married,A,56.68032710836412,-77.22999409028508,0.45026920702111667,B,83.40198589556677,A,B,-29.111414793651285,46.76969611256296,1
Male,None,Germany,Widowed,E,-92.59431145612584,-41.497210867188414,61.34677098530531,D,-86.49122996880222,B,B,-148.34848925469294,-0.31100735476804053,0
F,Christian,Other,Widowed,C,-8.071952873453851,42.28013617499884,-108.46462450086203,E,-6.709509595512002,B,A,-43.349358050856694,-39.07614455282004,0
Female,Buddhist,Other,Single,B,85.9723159859778,-33.42036178557597,-70.34757719647752,D,-52.58293079140258,B,A,-68.21028500817778,74.71659470434247,1
Male,Muslim,Brazil,Widowed,D,51.313809483352976,67.42129591788199,27.384180233997572,B,-49.75904214376743,B,A,30.542793506730288,37.4567822574519,1
Other,Muslim,Brazil,Widowed,B,21.336835277566625,-59.237479908465765,-54.852734223558905,D,-99.7138064690681,C,B,-43.802688119183216,-25.720664405864984,0
Non-binary,None,Other,Single,B,-177.15219132376382,183.8363456733294,-10.182642149473974,A,-36.84493277927772,E,C,132.44422497047924,164.99243976258867,1
Other,None,UK,Divorced,C,161.17171215624646,86.08725948861064,151.3551355161112,D,81.9349591867275,B,E,-41.38693826720157,-58.22952760064793,0
Other,None,UK,Divorced,E,119.788635739624,-70.59881931752872,-31.21767061458622,D,-86.41898776778297,C,B,-108.54490548680242,-43.571357995567176,1
Non-binary,Christian,Mexico,Married,A,-198.3950482976356,223.12051744885807,87.53650462417748,B,185.34896924815197,A,D,-36.42098771330184,52.86747840932529,1
Male,Christian,Brazil,Widowed,C,158.05793227454893,-35.206756647873824,-21.194973696911184,A,172.13158178689338,D,C,62.01590862597573,37.97823809445941,0
Other,None,India,Single,C,-87.57508029646665,-10.23935842415707,-184.0448922776801,C,-4.029359317877794,A,E,-42.94164535220989,-47.46732797704289,0
Non-binary,Jewish,China,Married,E,17.449447899615713,56.54029164196947,-112.59616467476012,D,19.24939753272657,C,E,111.9210650123222,85.35219826433745,1
F,None,US,Single,D,-123.66346775244992,-52.043016394007694,24.98879305259154,B,-83.99340238050779,B,D,-104.40895440965765,39.133787317765545,1
M,Christian,India,Widowed,B,1.7290411016065754,-39.89930533017881,0.28421244733922474,B,28.729582334005865,C,C,-0.25333678382293545,-42.69115295101847,1
Non-binary,Other,US,Single,B,-88.15884043073736,134.49807267229187,158.4456529682306,C,-4.861285495599047,E,C,105.29726564837193,78.10327262122343,0
Female,Jewish,UK,Divorced,D,-23.491373922391098,-89.0596563454045,15.88169639213031,E,24.194661351308568,B,C,-7.365054917443836,1.911162146279245,1
Female,Muslim,US,Married,A,-32.733129985355305,-83.0426782409259,59.04686386911396,B,22.41817361317141,B,D,64.97826975329694,-149.15298930540735,1
Other,None,Mexico,Divorced,A,-155.53599317125918,98.66373280067428,-56.21041787159502,C,-67.19002558368594,B,B,72.48385877614182,-63.904059548576974,0
M,None,China,Divorced,A,92.4329357441937,-183.25359008230106,153.68752093530406,A,14.231679489324462,E,B,-74.2493448997294,57.45596319184182,1
Male,Christian,US,Married,C,56.46211169705245,-146.57094802501877,-35.995245077988635,B,161.9939633900928,B,E,81.047639693581,-28.761252222126256,1
Male,Hindu,Other,Married,A,150.96340230242862,-55.81137589427069,86.49908809348655,E,121.86374923650843,D,B,139.49903321790907,15.619380199471047,1
M,Hindu,UK,Married,B,-214.20620415994458,-56.43428600908119,159.68917084992722,A,146.18948254157704,E,C,-42.16690152593284,-32.80375959130382,1
Non-binary,Jewish,Mexico,Widowed,D,-7.0508134858526015,120.51485355869656,26.983530148856964,D,20.846432840585404,B,D,-22.38695426819232,129.86549104508342,0
Female,Other,Brazil,Single,E,49.35618402272898,32.612320895249944,-214.77408877476773,C,-95.6963737997244,C,A,153.54098084307003,76.72226325013546,0
Non-binary,Jewish,Brazil,Divorced,A,103.03008296740445,35.50516971366855,128.87764536557066,A,113.64932723009777,C,D,-94.44898125381266,53.3466204910516,0
Non-binary,Christian,China,Widowed,E,177.21553440255096,-79.16357588024452,-89.05563548579956,B,-30.873885732042428,B,A,69.43068440063544,-135.45039994015838,1
Male,Muslim,Germany,Married,C,3.1532283829833996,-26.02613159070953,-31.11665577896472,B,-0.8728462553963355,C,C,26.129374337102647,-36.59493842861947,1
Male,Muslim,China,Divorced,B,137.26717870152564,-57.33072929375207,-142.72163674256964,B,-78.33598077623915,D,B,-137.2793107483832,78.31629435541258,0
F,Hindu,Mexico,Single,E,68.11426229833846,198.91753235248234,-64.20435860820908,B,83.90924595830231,C,A,-46.66626424400507,-6.150893929591191,0
Non-binary,Jewish,Brazil,Divorced,E,53.05902446867813,108.786266334841,-3.3543371540006883,A,-33.72084086562264,B,A,-65.48166445013185,33.12995945831408,0
Female,Muslim,Mexico,Widowed,D,71.29137523460294,-73.17180121370754,-39.94721498497852,A,121.94286023693866,A,E,68.20604225466727,77.34801648552578,0
M,Muslim,Germany,Widowed,B,-92.99983999328408,89.0717685006242,102.69935712910569,E,-22.609712464668043,E,C,-69.35614315539718,-118.30297185262464,0
Other,Muslim,Germany,Single,E,-10.831248053497948,154.1153660488536,23.126279413779997,A,89.35571816869187,A,E,-98.62680630655383,195.8455499439733,0
Other,Christian,China,Married,A,-2.2873235468635555,211.79994732491173,21.421474062653388,D,-13.887629787651164,B,D,64.03473466841064,52.06515950674317,0
Other,None,UK,Widowed,B,108.76772931102519,89.43344087660286,95.60693495300958,E,48.365916714395574,B,E,144.1405605797181,-79.98992487162012,0
Female,Muslim,Other,Widowed,A,80.14423182239146,63.23065366184826,162.11373121145618,B,288.90973691858153,E,E,-59.83517112331529,99.75633017928335,1
Other,Muslim,UK,Single,D,137.02862077678654,77.69346588028868,-13.626689071343845,E,247.98180661763388,C,E,-14.805792998126513,24.012968135307705,1
Female,Jewish,US,Divorced,C,-166.2482681948039,61.30750371215981,-37.471622987385075,A,-255.40848693572903,D,D,131.75908957415066,-100.420651407993,1
F,Jewish,Germany,Married,A,96.26091141920327,-45.48469351096097,10.742026035066816,D,-115.40417352719929,E,A,-64.4283304709379,147.05951704288697,1
Female,Buddhist,China,Divorced,C,123.99369466189658,118.0189949918119,95.03336192935062,A,170.4558844913372,E,A,49.25423471687878,-87.92583471955516,1
F,Hindu,Germany,Widowed,C,-20.703587218829885,-32.206063843144555,208.80365418572543,C,128.03157443907162,C,E,-66.05144728111492,-292.31887688086806,1
Female,Other,Brazil,Divorced,A,82.96002082641026,-46.55546990780624,64.06498491265327,E,-179.0283117189126,D,A,-95.0991765164241,115.04700681229434,1
F,Other,Germany,Married,E,178.26550464412423,107.34417312698848,-38.30377880315629,D,-109.14674966188905,B,E,25.38106437445939,-149.53952077982848,1
Female,None,US,Widowed,E,-84.48035158101538,14.945679434567511,-20.654403578716373,B,112.59114074809598,B,E,5.783482317049781,6.974737089944115,0
Other,Christian,Brazil,Widowed,E,-10.756683612298575,7.954131158127585,-23.338930073366303,D,3.3648497147426335,C,C,10.695813342370638,-180.32425568656535,0
Other,Other,US,Married,C,-152.62715729731718,162.65454018919715,230.49216218296272,B,-5.553379407296422,B,A,-1.3660945835167648,4.084549586674498,0
Male,Jewish,UK,Married,E,-13.156949545425409,42.291309717704166,-0.03127570209754684,C,38.56684712302745,E,C,-91.11892480170658,-88.38384985133571,1
Other,Other,Other,Widowed,C,83.26676219165465,-34.755761160180356,171.7845247199292,D,32.11281552631796,A,E,14.517107401759736,-18.39606507733948,1
Male,Christian,Mexico,Divorced,C,42.84395524483261,-23.868377462721813,-209.9780213926784,A,-109.66742926559468,E,C,81.6211577870661,-89.09914557134353,1
M,Other,Germany,Divorced,C,-33.474338883753965,-24.632912423514757,-67.9174869107211,C,-38.571284770355874,C,E,19.620180735710967,34.812596756302284,0
Other,Muslim,China,Divorced,C,18.451809934777998,30.93604503111561,-150.72089243942207,B,-84.64658986509113,D,A,95.82080388026067,-5.665276709812511,0
F,Other,Mexico,Widowed,B,101.8930264725987,-168.88993952776613,-46.06136467400633,B,29.968984801753386,A,C,8.499639166901538,36.52702192150405,0
Male,Muslim,UK,Married,A,-19.967735277434993,-119.79744123090519,-139.46603077111283,A,-48.90893047439795,B,A,4.616111783485389,163.65804896101199,0
M,Hindu,China,Widowed,A,116.64144750966517,-26.748092879087192,95.79986589274615,B,23.121161624017162,B,B,115.72549838092728,81.60176483215899,0
Male,Hindu,China,Widowed,C,-17.041429589993946,-68.12052051601337,5.644385394120388,A,218.3897616161555,B,C,-57.89177537584118,21.092838120698712,0
Non-binary,Other,UK,Widowed,D,-7.94711862405642,53.801444505180804,2.166183691035058,C,-68.53247681116372,C,E,-149.36016900970168,9.709877143779543,0
M,Hindu,Brazil,Married,B,17.260061556181498,161.97044986851793,-308.9609577798914,B,-71.26850966521377,D,A,-18.104512981346115,178.93707809727042,0
F,Buddhist,China,Married,E,55.58312674088663,-42.23877058907705,-26.90692656775216,B,19.843002108382155,A,D,-175.30755366249758,-87.58277789609068,1
Non-binary,Muslim,India,Divorced,C,-266.60151233747786,151.54550689720617,-130.8304022454926,D,-84.85031255191728,C,D,69.33370642183169,38.43182262241155,0
Non-binary,Buddhist,Brazil,Widowed,D,-36.442015773696454,44.76137585743027,53.326887787389744,C,61.67782941315711,E,A,-158.18912976621598,-121.94217343087557,1
Non-binary,Hindu,Mexico,Single,D,-228.94212080261244,-79.62309965528146,120.00234683577176,C,151.6241058733764,A,E,57.711747577958384,-2.191464186049529,0
Other,Christian,China,Married,C,-42.9095367116329,-150.2902505859318,55.21890350658383,D,-107.31797806569612,D,D,-71.0311116465928,70.89976952135885,0
Other,Jewish,UK,Widowed,B,-133.47945079137907,-23.52194876590302,-143.5683247644577,E,155.19291114384546,D,C,128.66078851621648,51.983272164304296,0
Other,Muslim,Mexico,Married,B,143.9701772077708,241.8076860524128,-133.72693840434465,E,106.31519260057006,B,C,-133.08001139827937,122.0638025532123,0
F,Jewish,China,Single,E,60.00112555210344,69.27568062244288,63.407118252335536,A,141.6960050624518,E,C,-87.68167244415976,116.78732765531619,1
M,Hindu,Other,Divorced,C,-22.917576570630132,113.0790223999041,-36.171371604403184,D,-54.7024373729282,C,C,65.62708643377938,9.812480137940616,1
F,Hindu,US,Married,E,-103.92394590427779,-82.90023367899512,-59.01716685102865,E,-163.39837213174934,A,E,-31.439034299933933,-53.775177048324664,0
