country,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
Mexico,D,C,D,D,E,D,A,1
Mexico,A,A,C,E,A,E,C,0
Mexico,D,C,B,B,B,C,C,1
US,A,A,D,B,D,B,B,0
India,A,C,A,C,D,E,D,1
Brazil,D,D,E,B,A,B,A,0
Brazil,E,E,D,B,A,D,D,0
Brazil,C,D,A,D,B,C,A,0
China,B,D,A,E,A,A,D,1
India,D,A,B,B,D,D,C,1
Germany,D,C,C,B,E,E,A,1
Germany,C,C,C,A,B,D,D,0
India,E,C,C,E,C,C,B,1
Other,B,B,C,D,A,D,A,1
Other,C,C,E,E,C,E,A,1
Mexico,E,C,B,D,B,B,C,0
China,C,A,B,B,E,E,D,0
Mexico,E,B,A,C,E,A,C,1
Brazil,C,D,A,A,E,E,E,1
US,C,E,A,B,C,D,A,0
Mexico,B,C,A,E,B,E,B,1
China,C,A,C,E,E,B,B,0
Mexico,A,A,D,E,B,C,E,1
China,E,C,B,D,D,A,E,1
India,C,D,A,B,D,B,A,1
US,B,A,E,E,C,C,B,0
Brazil,B,B,E,A,A,B,B,1
China,B,A,A,B,B,E,B,1
UK,B,D,D,D,E,A,B,0
UK,E,D,A,B,C,E,A,1
Germany,C,A,B,C,E,D,A,1
Other,A,C,D,B,B,E,A,1
China,C,D,A,A,D,E,A,0
UK,E,D,D,B,A,A,E,0
Brazil,A,E,B,B,E,E,E,1
India,A,A,D,B,D,A,D,0
Brazil,A,D,C,D,C,B,B,1
China,C,C,E,A,E,E,E,0
UK,C,B,C,E,C,C,E,0
Mexico,C,D,C,A,D,D,D,0
China,B,E,E,D,A,C,D,1
Germany,E,A,C,E,C,D,E,1
Other,B,B,E,E,D,A,B,1
India,D,A,D,D,A,C,A,1
UK,E,E,D,B,D,A,B,0
China,E,A,D,E,A,A,E,1
US,A,B,B,D,E,A,D,0
China,C,C,C,E,D,A,C,1
Other,D,A,B,E,A,B,D,1
UK,D,B,D,B,A,E,E,0
China,D,B,D,E,A,C,C,0
Mexico,B,D,E,B,C,A,A,1
Mexico,C,E,A,B,B,E,E,1
UK,A,A,B,A,C,B,C,1
UK,D,B,D,C,A,A,C,0
Mexico,D,A,D,D,D,E,A,0
Mexico,C,D,B,E,A,C,A,1
Mexico,D,C,E,C,B,B,E,0
Other,D,C,A,A,B,D,D,1
UK,E,A,E,B,D,C,B,0
China,D,B,B,E,B,E,D,0
India,A,D,D,D,B,E,A,1
Other,D,E,C,C,B,A,E,1
Germany,E,D,B,D,B,D,D,1
UK,B,C,E,B,C,A,A,1
Mexico,D,D,A,D,D,E,A,0
Other,C,E,E,E,A,E,E,0
Germany,A,E,E,E,A,B,C,1
Brazil,C,A,D,B,A,A,A,0
UK,D,A,D,E,D,D,C,1
UK,D,C,E,E,C,C,A,1
Brazil,D,E,C,D,D,A,D,1
Mexico,D,E,E,D,A,A,C,0
China,A,C,E,B,A,E,E,0
Other,E,C,D,B,A,E,D,1
Other,A,B,A,E,B,B,C,0
Brazil,E,E,D,B,B,A,E,0
Other,C,A,A,A,B,C,E,1
India,E,D,C,D,A,D,D,1
US,C,B,D,B,D,E,B,0
Brazil,C,B,A,E,B,C,A,1
US,D,B,C,A,C,D,D,0
Germany,C,C,C,C,A,E,C,1
China,A,D,E,A,B,C,E,0
UK,B,A,A,B,E,D,C,1
Mexico,C,B,A,C,E,D,D,1
Other,C,A,C,A,C,B,E,1
Brazil,D,D,A,A,D,C,E,1
US,A,B,A,C,E,A,E,1
Other,A,D,C,C,D,C,C,0
Other,A,A,A,A,C,B,E,1
China,B,C,A,A,D,A,C,1
Germany,E,D,D,B,B,D,C,1
UK,E,B,A,C,B,C,D,1
UK,D,A,B,B,A,E,A,0
US,C,A,C,E,A,E,C,0
Other,B,A,C,A,B,E,B,1
US,D,C,A,C,E,B,B,1
India,E,E,B,D,E,B,C,1
India,C,B,A,C,E,B,A,0
UK,C,E,B,B,A,D,A,1
Mexico,E,D,E,C,D,C,B,1
Mexico,A,D,E,D,A,B,E,0
Brazil,E,B,E,D,A,D,D,1
Other,E,B,A,C,D,D,A,1
Mexico,D,E,E,E,B,D,B,0
Mexico,B,A,C,B,D,B,D,1
Other,D,D,D,E,D,A,B,1
India,C,C,A,A,C,E,A,0
Mexico,A,B,C,B,E,C,E,1
Brazil,B,C,A,C,C,C,A,0
US,C,C,C,D,E,A,D,0
Mexico,E,E,E,B,D,A,B,0
Germany,A,B,B,C,A,B,E,1
UK,B,D,D,A,E,E,E,1
India,E,E,C,C,E,D,C,0
Brazil,B,A,C,E,C,B,A,0
China,C,C,C,B,E,B,A,1
India,C,A,B,D,C,E,D,0
Germany,D,B,A,A,D,A,E,1
Germany,C,C,A,A,C,A,B,0
Mexico,C,C,D,C,C,D,D,1
India,E,C,A,E,E,D,E,0
India,B,C,E,D,D,A,B,1
Other,C,D,E,E,A,D,E,1
Mexico,B,B,C,D,D,D,C,0
Brazil,C,B,D,B,B,C,B,1
India,C,C,C,A,C,A,E,1
Other,D,C,A,D,B,C,D,0
Germany,A,E,A,D,D,E,D,0
Mexico,C,E,D,B,B,B,E,1
Germany,A,A,C,A,C,A,A,0
India,D,C,C,B,B,E,C,1
UK,D,E,D,B,E,B,C,0
India,C,E,E,A,D,C,A,1
Brazil,A,E,B,B,A,B,E,0
Mexico,A,D,B,A,D,E,E,1
China,D,D,D,A,A,A,B,0
China,C,C,C,B,E,B,A,1
UK,B,C,D,B,C,B,B,1
UK,A,E,A,E,B,D,A,1
US,D,C,A,A,C,A,D,0
China,C,C,A,B,B,A,E,0
Germany,B,A,E,B,C,A,B,0
Other,D,A,E,D,A,D,C,1
US,C,D,E,B,D,D,A,1
Germany,A,B,C,E,C,A,D,1
India,E,E,A,E,C,A,B,0
US,C,A,B,B,C,C,E,0
Brazil,D,B,B,C,C,D,B,1
UK,D,D,A,E,C,A,A,1
China,C,C,C,C,E,B,B,0
US,B,B,A,A,C,E,B,0
China,C,D,E,B,B,A,B,1
China,D,C,A,A,D,D,A,0
UK,B,C,B,A,B,C,C,1
China,B,B,E,D,E,C,B,1
China,D,E,A,E,A,A,E,0
US,D,C,A,D,C,A,A,1
China,B,D,A,B,C,D,D,0
UK,E,B,E,C,C,A,E,1
Other,B,E,B,B,C,D,D,0
Other,A,E,A,B,D,B,D,0
China,E,C,C,A,E,B,C,1
Germany,A,C,D,E,D,E,A,0
US,C,E,C,C,B,C,C,1
Brazil,E,D,A,B,E,A,E,1
US,C,E,B,C,B,E,B,1
Brazil,E,D,B,E,A,A,B,0
India,A,B,E,D,E,A,D,1
UK,A,D,E,B,A,B,D,1
India,E,C,B,B,B,D,B,0
India,A,A,C,A,A,D,B,0
Brazil,C,D,B,A,C,C,E,0
Germany,A,A,C,C,B,D,C,0
China,E,A,D,D,D,E,B,1
India,B,E,A,D,E,C,E,0
UK,A,E,D,A,E,A,E,0
Other,C,C,C,E,C,E,E,0
Other,E,A,C,B,A,E,E,0
UK,B,A,E,A,A,D,D,1
US,C,C,E,E,D,E,E,0
China,B,C,A,C,D,B,A,1
Brazil,B,D,C,D,C,A,C,0
Germany,D,C,D,A,C,B,B,1
Mexico,E,A,D,C,B,C,E,0
India,B,B,B,C,B,A,E,1
Other,D,C,C,B,D,E,D,1
Mexico,D,C,E,C,D,E,C,1
Mexico,C,A,C,A,A,D,B,0
UK,C,D,A,C,A,A,C,0
Other,E,C,A,B,D,A,D,0
Mexico,A,A,A,C,B,B,C,0
US,B,E,E,E,C,E,C,0
US,A,E,C,E,B,B,A,0
Mexico,D,E,A,A,A,A,B,1
Other,D,E,A,A,E,E,C,1
China,D,E,E,E,E,C,D,1
India,B,E,A,E,E,C,B,1
India,A,E,D,D,D,C,E,1
UK,C,A,E,C,D,C,C,0
UK,E,D,C,A,A,E,C,1
Brazil,B,D,B,E,D,A,E,0
Germany,B,A,A,B,A,E,D,0
US,E,D,B,A,B,D,D,1
China,C,B,D,D,A,B,D,1
China,B,C,B,E,C,B,C,1
UK,A,A,E,A,E,E,E,0
India,B,D,A,C,D,D,C,0
Mexico,E,E,D,D,B,E,E,1
Germany,E,D,A,B,C,E,E,1
Other,C,B,C,C,B,C,A,1
Mexico,C,D,A,D,D,E,D,1
Mexico,B,A,E,B,D,B,B,1
China,C,A,C,A,B,B,C,0
India,C,A,D,B,A,B,A,0
Mexico,D,B,E,E,D,C,A,1
Other,E,D,A,C,B,C,B,0
US,E,B,E,A,E,E,C,0
UK,B,B,D,B,D,B,A,1
Other,E,B,E,D,C,D,C,1
Other,B,D,C,D,E,D,C,0
UK,C,A,B,A,C,B,C,0
India,B,A,D,B,B,C,B,1
UK,C,E,E,C,D,A,C,1
India,A,B,D,E,D,D,C,1
Brazil,A,C,C,A,C,E,A,0
Germany,E,E,E,A,E,E,D,1
China,E,A,B,E,B,D,B,0
Other,C,A,C,C,B,C,C,0
India,D,A,B,D,D,D,D,1
India,E,D,D,C,C,C,D,0
Other,D,E,B,E,B,C,D,0
China,E,E,B,A,D,E,B,1
UK,B,C,C,C,B,E,B,0
India,B,B,C,E,A,B,D,0
Brazil,B,C,E,B,E,C,C,1
Germany,E,C,E,A,A,C,C,1
Other,E,C,C,A,E,D,C,0
Mexico,E,C,B,C,B,B,A,1
UK,C,D,E,E,A,D,B,1
Mexico,C,A,B,E,D,E,C,1
Other,A,A,A,E,C,A,D,1
Germany,D,E,B,A,E,B,E,0
India,C,A,B,A,E,C,C,0
Germany,E,B,C,D,E,A,C,0
Other,E,C,C,B,E,A,B,0
China,A,E,C,D,D,D,E,0
Mexico,C,B,D,E,A,C,D,0
US,D,B,E,B,B,C,B,1
India,E,C,B,D,B,D,A,0
India,D,E,C,B,D,D,D,1
China,E,A,C,B,B,E,C,1
Brazil,E,C,C,C,C,C,A,0
Mexico,D,C,B,C,E,E,B,0
India,A,B,A,A,D,B,C,0
China,E,E,B,B,C,C,C,0
Other,A,D,D,E,A,B,C,0
US,C,B,D,A,B,A,B,1
UK,E,A,E,C,E,B,B,0
UK,A,E,B,A,B,C,B,1
Mexico,E,D,C,A,B,B,C,1
Other,B,E,B,D,A,E,B,0
US,C,E,E,A,E,B,D,1
US,B,B,C,E,D,E,D,1
India,E,C,D,E,D,E,D,1
Germany,A,B,A,A,B,B,D,0
Brazil,B,E,E,B,E,D,D,0
US,E,E,C,B,C,D,D,0
Germany,D,C,C,A,A,A,E,1
Mexico,D,D,A,D,C,E,E,0
Brazil,E,A,E,E,D,C,E,0
US,D,E,A,B,A,D,A,1
US,D,E,A,A,A,C,A,0
Other,A,A,C,E,C,A,E,0
UK,D,B,B,B,A,A,B,1
US,C,E,C,D,B,E,C,1
Other,E,B,E,C,A,B,B,0
UK,E,B,E,D,C,C,E,1
Other,A,A,B,A,A,A,C,0
Mexico,B,E,D,C,E,D,C,0
Brazil,C,B,E,C,B,A,D,1
China,A,C,B,B,C,B,E,0
Other,C,D,D,B,E,A,A,1
Mexico,B,D,D,C,B,C,A,0
Brazil,A,B,A,B,E,C,C,1
Other,D,B,A,C,A,D,E,0
Brazil,D,A,B,B,D,A,D,0
China,C,C,D,A,D,A,B,1
India,D,C,D,D,E,A,E,0
Mexico,C,C,C,B,B,C,E,0
Brazil,D,E,E,E,E,D,E,1
UK,B,A,B,E,A,A,B,1
Germany,C,E,B,E,D,C,D,0
UK,A,C,D,C,A,D,A,0
China,C,D,A,A,E,A,B,1
Other,A,A,C,A,C,E,B,1
India,C,C,D,D,B,C,A,1
Other,B,D,B,E,E,B,B,1
Germany,D,E,B,E,C,C,C,1
Brazil,A,C,C,C,A,D,A,1
Brazil,B,E,D,A,D,D,D,0
US,A,D,B,B,B,E,B,1
Other,C,C,E,C,C,C,B,1
India,A,E,D,B,C,D,A,0
India,C,C,A,B,C,E,D,1
US,B,E,C,D,B,E,D,0
US,C,A,B,D,A,C,E,0
India,E,C,C,C,A,E,B,1
Germany,D,B,E,C,A,C,D,0
Other,A,E,C,E,E,A,E,1
Other,D,A,D,B,A,B,E,0
Brazil,D,C,B,B,A,E,B,1
Brazil,E,C,C,A,E,B,D,1
China,E,B,C,B,D,B,C,1
US,A,E,C,B,B,A,B,1
Germany,A,C,C,B,A,C,A,0
Germany,A,D,D,A,A,A,C,1
Brazil,D,B,A,A,B,B,B,0
US,D,D,A,E,E,E,A,1
India,A,C,B,B,A,B,D,1
India,B,D,B,E,A,B,A,0
China,A,E,A,A,E,C,A,1
Brazil,E,D,E,D,E,D,C,0
Other,A,C,E,B,B,D,C,0
UK,E,D,E,D,E,D,D,0
US,D,A,D,B,E,B,C,1
UK,D,C,D,D,A,E,B,0
Mexico,B,A,D,D,C,B,A,0
US,D,B,B,A,C,B,E,1
Brazil,A,D,E,D,D,E,B,1
India,B,C,C,B,D,B,D,1
Mexico,C,C,D,C,D,D,A,1
India,D,D,C,C,A,D,D,0
Other,C,E,A,A,E,A,E,0
China,D,B,A,D,A,A,E,0
Mexico,D,D,C,D,C,D,D,1
China,A,C,B,C,C,B,B,0
China,C,C,E,B,B,E,D,0
Germany,A,B,E,A,C,D,D,1
Brazil,C,C,D,A,C,E,C,0
India,A,E,B,B,E,D,E,1
India,C,B,D,C,D,B,D,1
Germany,D,D,B,A,D,C,B,1
Germany,B,A,D,D,C,B,E,0
Brazil,A,C,E,D,C,C,B,1
Germany,A,A,A,A,A,A,B,1
US,C,B,D,D,C,E,C,1
US,C,D,B,A,A,E,C,0
Germany,A,D,D,B,D,D,D,0
UK,D,C,C,C,E,B,C,1
China,D,C,A,D,C,A,B,1
Brazil,D,E,B,C,E,D,C,1
Germany,E,C,A,C,A,E,E,0
Mexico,C,A,A,B,D,D,E,0
Brazil,E,D,D,D,E,C,B,0
Brazil,E,B,C,E,E,C,B,0
UK,D,D,E,D,E,C,E,1
UK,D,D,C,A,D,D,A,1
Brazil,B,A,A,A,B,B,C,0
Other,A,C,A,C,B,A,D,0
US,D,E,D,C,A,E,B,0
UK,E,E,C,C,A,D,D,1
US,D,A,D,A,B,A,D,0
US,B,B,C,C,E,C,A,1
US,C,E,C,B,A,D,D,1
Mexico,E,D,E,A,A,E,B,1
Mexico,A,B,D,E,C,D,A,0
Germany,A,D,B,B,A,C,C,1
UK,C,D,D,B,C,A,B,0
Mexico,E,A,E,E,C,C,E,1
Mexico,A,D,D,A,D,A,E,1
Brazil,D,D,A,A,C,E,A,1
Germany,D,E,C,C,C,E,A,1
India,E,E,C,E,D,D,B,1
US,A,D,A,B,A,D,B,0
India,A,A,D,B,B,D,D,1
US,C,C,D,A,A,E,D,0
US,E,C,A,A,E,B,E,0
Mexico,A,A,A,C,B,E,B,0
China,C,D,C,C,D,C,D,0
UK,C,A,E,D,C,E,C,0
Brazil,C,D,B,E,E,B,D,0
Brazil,C,C,D,C,E,E,D,1
Germany,B,E,D,D,C,B,E,1
Mexico,D,E,E,E,E,A,A,1
UK,C,C,D,E,E,D,C,1
Other,A,B,A,D,B,E,D,0
UK,A,A,A,C,E,B,C,0
Germany,E,B,E,A,D,E,B,0
US,E,C,C,B,B,C,A,0
Brazil,D,C,C,E,E,D,C,0
US,D,B,E,B,A,C,D,0
India,B,E,B,C,C,B,C,0
Mexico,E,D,E,B,D,A,A,0
China,B,B,C,A,A,E,B,0
Brazil,E,B,D,D,E,B,A,1
India,B,E,A,E,E,C,C,0
UK,A,E,D,D,E,B,D,1
Brazil,D,C,E,E,C,E,D,1
Other,E,E,A,E,C,D,E,1
US,A,E,B,D,A,D,C,1
US,B,E,B,A,A,D,B,0
China,A,B,C,B,E,A,C,0
Germany,B,C,E,B,B,A,C,0
China,B,B,E,E,E,E,C,1
Brazil,A,D,D,D,B,C,D,0
Brazil,A,B,B,E,C,E,E,1
India,C,A,A,E,A,C,C,0
China,E,C,B,E,A,D,A,1
Brazil,B,A,B,E,C,E,D,1
UK,A,D,B,B,C,B,E,1
US,D,C,D,E,E,E,A,0
Brazil,C,D,B,C,A,A,B,1
Other,D,A,E,B,E,B,A,0
UK,A,A,C,E,C,E,D,0
US,D,C,A,D,C,E,C,1
Brazil,B,E,D,D,E,E,E,0
US,E,D,A,E,E,B,E,1
US,E,D,B,C,A,C,C,0
UK,A,B,C,E,E,C,D,1
Brazil,E,C,B,E,D,C,B,0
UK,D,C,C,A,A,A,E,1
US,C,C,E,A,D,B,A,1
China,D,A,B,D,B,A,C,0
Mexico,B,E,E,E,D,B,A,0
Other,B,D,B,D,A,B,A,1
UK,A,D,D,B,C,C,A,0
China,B,C,B,D,B,B,C,1
Mexico,B,A,B,D,B,C,D,1
India,E,A,C,A,E,B,B,0
Germany,E,B,E,C,D,D,B,0
UK,E,B,A,C,B,C,D,1
Brazil,D,A,A,C,A,C,E,0
Other,B,C,C,D,D,C,C,1
US,D,E,B,E,C,C,B,1
Germany,A,A,C,C,E,C,A,0
Mexico,E,D,D,C,E,B,E,1
Mexico,D,A,D,C,A,B,C,0
Other,C,D,E,E,C,C,B,0
China,B,E,C,A,A,C,B,0
US,A,D,C,B,B,B,B,0
India,D,A,D,B,E,C,C,1
China,E,B,D,E,D,D,C,1
Brazil,C,A,B,B,D,B,C,0
Other,E,C,A,B,A,A,B,1
US,C,A,B,E,A,B,A,0
Germany,D,D,C,D,E,E,B,0
India,D,B,B,D,E,D,A,0
US,A,A,A,A,C,C,C,0
Germany,E,D,D,C,B,E,A,1
India,C,D,E,D,C,D,A,1
Brazil,B,A,E,A,C,A,D,1
Germany,D,B,D,E,E,D,C,0
China,A,C,E,B,E,C,E,0
US,A,B,C,A,E,B,D,0
India,E,B,C,D,A,B,A,1
US,C,A,C,E,A,E,E,0
China,C,B,A,C,C,E,A,0
Germany,B,C,A,A,A,C,A,1
India,D,B,E,A,A,E,E,0
UK,A,A,D,D,E,B,D,0
Mexico,A,D,B,A,D,C,C,0
US,B,A,E,A,E,D,E,1
UK,B,C,A,B,A,A,E,1
Brazil,D,B,E,C,A,D,C,1
Mexico,D,C,C,A,D,E,E,1
Mexico,A,E,A,E,E,C,C,1
Brazil,E,C,B,C,C,B,A,0
UK,E,E,D,B,C,B,D,0
Mexico,B,C,A,D,A,E,B,1
Mexico,B,D,C,D,A,E,E,0
Mexico,C,C,B,E,D,E,C,1
Other,B,D,B,E,C,A,A,0
US,B,A,C,A,E,D,C,0
Germany,A,E,E,D,D,E,D,1
US,E,A,B,E,A,E,A,1
China,E,C,D,C,B,A,E,0
US,D,C,E,A,E,E,C,1
Mexico,D,E,D,C,E,D,D,0
US,C,C,E,D,C,B,D,0
Germany,D,D,D,E,C,B,C,0
India,B,B,C,D,A,A,C,0
Germany,C,B,D,B,E,E,B,0
UK,D,D,D,B,B,D,D,1
Brazil,C,A,B,C,E,A,B,0
China,C,D,C,C,D,A,B,0
Other,A,A,A,E,C,A,B,1
India,E,E,A,E,C,A,E,0
Brazil,E,E,E,B,A,A,C,1
China,E,B,D,D,A,E,C,1
Mexico,C,B,D,D,C,A,C,0
Brazil,C,B,E,D,C,C,B,1
India,C,A,A,E,B,C,A,0
UK,B,D,A,C,D,D,C,0
US,C,B,D,C,E,B,B,1
Mexico,A,E,E,E,E,C,E,0
US,C,D,C,B,E,B,B,1
India,E,E,E,E,A,C,A,1
US,B,C,E,D,B,E,B,1
Mexico,A,A,E,D,A,D,C,1
US,D,E,B,B,C,D,D,0
UK,E,A,C,D,A,D,B,0
US,B,A,A,A,D,D,B,0
Other,C,B,C,C,B,E,C,1
Mexico,B,C,D,A,E,E,B,1
Brazil,C,D,B,D,C,E,E,1
Other,A,B,A,E,D,A,A,1
Other,D,D,A,B,E,A,E,0
India,B,D,A,A,B,A,B,1
China,D,A,A,E,E,A,A,0
Mexico,E,C,E,A,E,B,B,0
US,C,A,E,A,D,B,E,1
Other,E,A,A,A,C,C,A,1
India,D,B,A,C,E,E,C,0
India,D,E,A,A,C,B,B,0
Germany,D,A,E,D,C,A,E,1
Other,B,C,B,C,E,B,E,0
Mexico,C,E,E,B,B,D,D,0
China,D,E,E,E,D,E,E,1
Mexico,E,B,B,D,C,D,E,0
US,A,A,B,D,C,B,D,1
China,C,A,A,D,A,D,A,0
China,E,D,C,C,E,C,C,1
UK,B,A,B,A,E,E,D,0
Mexico,D,C,C,A,D,E,A,1
Germany,D,B,A,B,A,A,B,0
Mexico,B,E,D,A,D,D,C,1
Other,B,C,E,C,B,A,E,1
Other,E,B,B,D,B,E,E,1
Brazil,B,A,E,D,C,D,B,1
China,D,D,A,D,E,D,E,0
Germany,D,A,A,E,D,B,D,1
Germany,D,C,E,A,C,C,A,1
China,C,E,E,B,B,C,C,1
China,B,D,D,E,B,B,A,1
Other,B,B,A,C,C,D,B,1
US,B,D,C,A,D,A,B,0
Germany,A,A,A,C,A,A,D,1
US,B,A,C,A,D,E,A,1
Germany,C,C,D,D,E,A,C,1
US,E,B,C,E,C,B,B,1
China,E,A,B,E,E,B,A,1
Germany,B,D,B,E,B,B,C,1
China,D,D,B,E,E,B,E,0
Other,B,A,C,E,B,A,A,0
China,E,B,C,C,E,C,A,1
Other,C,E,C,B,E,E,A,0
Other,A,A,C,E,A,D,B,1
US,E,D,B,C,B,D,E,0
US,E,C,D,A,E,B,B,1
Brazil,D,D,C,D,B,B,A,1
US,B,C,B,B,C,A,A,0
India,D,E,A,D,C,B,C,1
China,D,E,C,C,C,B,A,1
Other,B,E,B,B,A,B,E,0
Brazil,D,B,D,A,D,A,C,1
Germany,B,C,A,B,E,B,B,0
China,E,B,E,A,D,C,D,0
Brazil,B,C,A,E,C,C,E,0
US,E,A,C,E,D,C,D,0
China,A,E,C,A,A,E,A,1
China,D,B,D,D,C,C,A,0
Brazil,B,C,E,E,B,B,B,0
China,D,A,E,E,A,C,E,0
US,E,C,C,E,E,A,C,0
India,D,E,D,D,D,B,D,1
US,E,A,E,C,D,B,C,0
India,A,D,E,E,B,A,C,1
Germany,B,A,C,E,C,D,B,0
Other,D,E,B,E,C,D,C,0
China,A,A,A,E,D,B,C,0
Other,C,D,D,A,A,D,A,1
Germany,A,A,A,B,C,D,E,0
Other,D,A,D,E,D,E,B,0
Brazil,A,E,B,E,B,E,D,0
Other,E,A,C,A,A,C,C,0
Other,A,C,E,E,C,E,A,1
India,B,A,A,E,D,C,E,0
India,C,A,C,D,C,C,E,0
UK,C,A,C,E,E,C,D,1
India,E,A,A,E,B,B,A,1
India,C,E,A,E,C,D,A,0
UK,D,A,E,A,D,C,D,1
India,A,A,A,A,D,A,A,1
Other,D,C,D,D,B,E,C,0
Mexico,D,E,D,D,E,B,A,0
Mexico,B,A,A,B,D,E,B,0
UK,D,B,A,C,E,A,A,0
Mexico,D,A,B,D,D,E,D,1
Germany,C,C,B,A,A,A,C,1
Mexico,D,B,A,D,A,D,A,0
China,C,C,D,B,B,A,E,0
UK,B,B,B,D,A,D,B,1
Brazil,C,C,E,A,D,D,B,0
Other,D,A,A,E,D,D,C,0
Germany,E,C,D,D,C,D,A,0
UK,A,D,D,C,B,B,E,1
Germany,E,D,D,B,C,B,D,1
Other,D,D,C,D,A,E,E,1
China,D,E,A,C,B,B,C,0
Mexico,D,A,D,C,E,A,A,1
Germany,B,E,A,B,C,E,A,0
China,C,D,A,A,A,E,A,1
Mexico,C,C,C,E,A,A,C,0
Mexico,A,C,E,D,E,E,C,0
UK,E,D,E,D,C,C,E,0
China,C,C,C,A,B,A,E,0
UK,A,E,C,B,A,D,D,1
US,B,D,B,D,C,A,E,0
Germany,A,B,B,D,D,B,D,0
UK,C,A,C,C,D,D,C,0
Mexico,E,E,D,B,A,A,E,1
China,D,B,E,D,A,C,D,0
Mexico,B,B,D,E,B,A,A,1
UK,C,E,E,C,B,A,B,1
UK,A,D,C,C,A,A,C,1
Mexico,A,A,A,E,C,A,C,0
US,E,E,A,B,B,D,E,1
Mexico,D,E,E,C,C,A,C,1
China,E,E,D,C,C,C,E,1
India,C,B,D,C,A,C,B,0
Mexico,D,A,C,B,A,D,B,1
China,C,E,B,A,B,C,A,1
US,C,C,A,B,D,E,A,1
Brazil,A,D,A,D,D,D,A,0
Germany,D,D,A,D,A,E,A,0
US,A,B,C,A,A,D,B,0
Other,A,D,D,C,B,B,E,0
US,E,A,A,C,B,C,B,1
Brazil,D,C,D,A,E,C,D,0
India,D,B,E,E,E,E,B,1
Germany,C,D,C,C,C,C,A,0
Mexico,A,D,E,A,D,A,B,0
India,B,D,B,D,E,E,B,1
India,D,C,E,E,A,E,C,1
Other,A,B,C,E,C,E,C,1
Brazil,D,B,D,A,E,A,A,0
Other,C,E,E,C,E,C,D,1
China,D,C,A,D,A,A,D,0
Germany,C,A,B,B,A,C,B,0
Other,C,E,E,D,D,A,A,0
Germany,D,B,C,C,B,E,A,1
Brazil,C,B,B,D,E,D,E,1
China,D,E,C,A,D,E,E,1
Other,E,D,E,A,A,C,B,1
UK,D,E,D,D,E,B,A,0
Other,D,A,C,E,E,C,D,1
Brazil,C,E,E,A,E,C,D,0
Germany,C,A,B,D,D,B,B,1
UK,A,E,B,B,C,C,A,1
Germany,E,C,D,C,E,C,C,0
Brazil,B,D,B,D,D,A,B,0
Mexico,C,C,A,C,A,A,B,0
US,A,B,B,A,E,C,E,0
US,E,E,E,B,C,B,B,1
Other,E,B,B,C,A,A,E,1
China,E,B,E,E,D,B,A,1
UK,A,C,C,D,D,C,C,0
UK,B,A,E,B,A,D,E,1
Mexico,C,E,E,C,C,B,D,1
China,B,A,C,D,E,A,A,0
Other,C,E,E,E,E,C,C,1
China,C,B,C,D,C,A,E,0
UK,B,E,C,B,D,C,B,1
Brazil,D,A,D,B,D,D,A,0
Germany,C,D,C,D,D,D,D,1
UK,A,D,E,D,E,E,E,0
Mexico,C,E,B,C,B,E,A,1
Mexico,C,E,B,A,C,A,B,0
Brazil,A,C,A,C,B,A,A,0
Germany,B,A,B,D,B,E,A,0
Mexico,B,E,B,A,D,C,E,0
China,A,B,B,A,E,C,D,0
Germany,B,C,C,B,B,C,D,0
UK,E,E,E,D,B,B,E,1
Other,B,A,B,A,B,D,C,0
UK,C,C,D,D,B,E,E,0
Brazil,D,B,A,C,A,B,D,0
US,C,A,C,E,A,A,B,0
India,A,D,A,B,A,D,D,0
Germany,C,A,D,A,E,A,D,0
US,B,C,D,C,C,B,A,0
Brazil,C,B,B,D,A,D,B,0
Brazil,E,D,E,E,B,B,B,1
India,C,A,B,B,A,A,B,0
Other,A,B,C,C,E,E,E,1
China,B,B,E,A,E,B,B,0
China,D,B,E,E,C,B,B,0
China,B,D,A,E,E,C,A,0
Other,D,A,B,D,D,A,E,0
Germany,B,C,D,B,B,B,E,1
UK,C,E,E,B,A,A,B,0
Mexico,A,A,A,E,C,A,A,0
Brazil,A,D,D,C,A,D,D,0
Brazil,B,D,B,A,D,E,B,0
Mexico,D,D,B,A,B,A,A,1
US,D,B,C,B,C,E,E,0
Germany,D,A,A,B,D,A,A,1
UK,A,D,D,C,B,E,C,1
Brazil,C,D,B,C,A,C,C,0
Mexico,C,E,D,E,B,D,A,0
US,B,C,B,B,B,A,E,0
Mexico,E,A,E,A,E,E,E,0
Other,B,D,B,E,C,D,A,0
Mexico,E,A,B,B,C,B,A,1
Other,A,E,A,B,A,E,E,1
China,B,E,D,E,A,E,D,0
Brazil,C,C,B,A,C,C,D,0
India,B,A,D,B,A,D,C,0
India,D,C,B,C,A,C,D,0
Other,B,B,C,E,A,E,A,0
Mexico,A,D,E,C,B,D,B,0
India,D,E,C,A,C,D,B,0
China,C,D,A,D,B,E,D,1
UK,C,A,A,D,C,C,D,0
China,E,C,B,B,A,B,A,1
India,B,E,E,D,B,A,B,1
UK,A,D,B,A,E,B,D,1
Mexico,E,A,C,B,C,C,C,0
US,E,C,D,D,B,E,B,0
Brazil,C,C,C,D,C,E,D,1
UK,C,E,D,D,E,E,E,0
Brazil,E,D,D,C,E,A,B,1
China,D,A,D,E,A,A,C,1
