orientation,gender,Disability,faith,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,target
Homosexual,M,No,Christian,A,-133.86929972040926,C,D,41.28969343792177,C,26.825011721510144,B,E,-40.043932237261274,12.376567328857654,D,B,20.69305987335491,D,1
Homosexual,F,Mental,None,D,58.185853314701205,B,C,144.01988597777788,D,345.8839865023509,B,D,98.58507433093658,-118.18736646470312,E,C,9.274076770559207,D,1
Homosexual,F,Both,Other,A,41.643694008278906,C,C,-163.6910721837694,B,-7.171182769967112,B,B,186.6845126904819,40.21016891604401,E,E,78.62627658522817,A,1
Bisexual,Female,Physical,None,A,-50.76298402593683,B,C,-16.443103690981737,E,52.738671308458194,C,A,-150.43801119211912,0.8232330028888865,A,A,-19.412888363673364,A,1
Bisexual,Other,Yes,Other,E,32.928585964401776,A,C,-56.237924019258244,E,-115.14354958228046,A,C,-109.14968034737728,105.40715172886148,B,E,142.39855712340605,E,0
Bisexual,Other,Mental,None,A,-168.9466399175352,A,B,10.205113940142645,E,-6.201951491281346,C,C,75.85469067551828,-79.47135008538258,B,D,-75.9512342209175,A,0
Bisexual,Other,Physical,None,E,-74.441615451738,C,D,169.27155044041157,B,-66.94392562189367,A,D,97.36227349174388,123.03101308256974,B,B,-49.63464706269396,A,1
Other,Non-binary,Physical,Buddhist,B,-123.49566601832758,C,D,-32.56615958262128,B,52.10012098188398,C,C,-32.71016822418886,-6.779368270474087,E,E,60.7283156919888,E,1
Homosexual,Female,Mental,Other,E,-58.46216000269708,C,C,-144.99066051529158,C,81.21204301758334,D,C,96.60133345711556,82.34530695980114,A,A,-115.2798179909742,A,0
Other,Non-binary,Yes,Other,C,11.748581128576278,D,A,-24.044269192021616,B,-101.83580671845701,A,B,29.626523734776427,-48.72266606382733,A,A,-103.10109735080384,B,1
Homosexual,M,Both,Muslim,C,202.3865341019723,C,A,-4.753183422857761,E,-0.04905590655156045,C,D,208.7919164768143,76.55144645654727,D,C,40.64267244580855,C,0
Other,Female,None,Christian,D,-17.401958888001708,C,B,-99.20465538136092,A,-60.033100001927906,E,E,76.92805437796291,-45.260783434103345,A,B,98.61626351595652,D,1
Other,Male,Both,Christian,A,-196.15065373057985,D,B,-138.73302540057432,D,150.85187782194723,C,C,-114.35808542972923,-56.49323846176731,A,D,35.116593002930955,C,0
Heterosexual,Non-binary,Mental,Hindu,E,-279.71270877461683,A,A,124.74804587182638,B,-144.91236652671137,D,B,164.65266453227306,47.21941004191419,A,E,-46.52886957888906,D,1
Other,Other,Both,Buddhist,B,-155.25897133960228,B,A,-171.48107930693945,C,88.68188142981718,C,D,5.711190300277595,-54.923303341705235,E,A,-83.5170975142749,D,1
Heterosexual,M,No,Jewish,D,50.180727590710575,D,C,74.20780196312515,C,136.38179697109274,C,C,-151.38542169879577,-144.9617260867623,A,C,-149.01574782919567,C,0
Homosexual,Female,Both,Christian,B,-63.141736493726675,D,C,16.950697828554954,B,-24.809271333179897,D,B,-155.33093031325748,104.66618755645607,D,E,185.16541749767524,C,1
Homosexual,Male,None,Buddhist,B,-202.50276656519293,C,E,-39.07835504383494,B,42.72341862176533,C,A,137.51584779450894,-175.62534622209904,D,E,58.64356000378466,C,0
Heterosexual,Non-binary,Yes,Muslim,B,90.78221257228776,D,C,-152.84900555115138,D,103.17658975154957,A,B,-94.05700976417049,44.381275399606665,E,D,-60.26465276147249,D,0
Bisexual,Non-binary,Both,Jewish,D,-4.268574338687867,B,A,-60.207731972374745,A,127.79541572557471,D,C,-10.70399547924121,184.84078963665755,A,B,131.09565614319567,B,1
Other,Non-binary,No,Jewish,D,-50.994290573764935,C,E,-118.54677709198309,E,-51.638641359829826,C,B,111.78233463578484,-47.78944620236828,E,E,81.8760320429292,E,0
Other,F,No,None,B,-96.27994716849814,C,B,107.62685375216587,B,-146.738493933826,B,E,44.46569991538924,119.31784929260702,E,B,103.38849089445623,E,1
Heterosexual,F,Both,Christian,B,-0.6225906573053468,A,A,-81.16752423242588,C,1.425123001767781,E,C,-38.04170079433445,-27.5374059972386,C,E,-8.02547500858672,C,1
Other,Male,Yes,Other,C,-63.20646380380145,D,B,133.6752149612395,B,127.2483547723709,B,C,-34.837505951631286,-38.1691309148267,A,D,18.892332690241815,D,1
Heterosexual,M,Yes,Other,D,-35.24295591333525,A,D,130.02019860086486,B,8.435229833710958,E,C,-90.17265923519213,-102.27464835501236,B,E,-10.503994279076664,E,1
Heterosexual,F,None,Hindu,E,22.54539239248213,C,E,70.50695421618308,A,-96.93657394178094,E,A,89.81689511359424,14.60894973721382,E,B,126.6972833360126,A,0
Other,Other,Yes,Hindu,B,89.91077845653035,D,D,10.718023204842032,A,-134.85356999434424,B,D,129.9199904847439,-173.5384321139951,B,A,-78.2605211375644,C,0
Heterosexual,Other,None,Buddhist,B,-15.334385303775916,B,B,127.66479025420571,E,-4.725467037462697,A,B,-85.61918699349997,122.50037145066854,A,A,136.70426634413192,E,0
Bisexual,M,Both,Other,B,-13.965732784643823,B,D,-128.2320416944746,C,85.55711527155077,C,D,-35.006822968809324,-56.74417623432079,C,A,45.92144301993229,E,1
Heterosexual,M,No,Buddhist,A,5.912176898409668,B,C,-29.916050808404588,B,91.05128651536738,C,B,74.44311851188408,-43.59208834319404,B,B,-49.25045567368372,A,0
Bisexual,Non-binary,Mental,Christian,E,-73.54065048558238,D,A,98.22720053278819,B,-106.51563013497251,A,A,-49.845144033606786,-38.64432632694583,B,E,98.60077171458276,E,1
Other,Male,No,Hindu,D,85.79998840074367,C,C,20.08168337414042,A,-103.5998157979793,C,B,-11.234639078921951,-81.14949063690796,A,B,237.2524521901742,D,1
Bisexual,F,No,Buddhist,B,32.22802212337323,A,B,51.24091305351441,A,209.81414419716597,A,E,64.93181184826994,59.51110677968888,B,A,2.4508047211788906,A,0
Other,Male,Mental,Hindu,D,-122.66081527258963,B,E,-69.02740028638236,D,-163.49159986875506,C,D,84.57627177932801,70.06120189236536,D,D,134.50031390627245,B,1
Bisexual,F,Mental,Jewish,D,-68.5809314629437,B,D,-40.299635571814775,B,8.139716718050925,B,A,-60.30529773146438,251.2725540791453,A,A,-94.50523372902119,C,1
Bisexual,Female,Mental,Buddhist,E,-41.81037543678574,D,E,96.06912738423983,E,19.026238362489288,A,D,-114.23676841127543,93.15305977899726,A,C,-6.313301720285039,C,0
Other,M,Physical,Muslim,A,150.33103379676027,D,A,-24.762949465824043,C,-10.306588360790869,D,E,-168.6392968596357,-151.69755215447523,E,D,-64.70978993203421,E,0
Bisexual,Female,Physical,Christian,C,-57.55926157799976,A,D,16.248640340697555,C,-152.39799552217252,D,A,-120.07972644578042,11.668362880639028,B,A,-174.3689158572317,B,1
Homosexual,F,Both,Jewish,D,137.85835137865482,A,C,59.63094441435999,C,-47.96305340536321,D,D,-125.0678621974728,51.565589035547745,B,B,-12.522232518920267,A,1
Other,Non-binary,Mental,Hindu,E,180.09833807101143,D,A,56.265676839158296,A,-12.206007283342988,D,C,38.54984828613961,2.675556186031295,D,D,-70.00302748920271,D,1
Homosexual,Female,None,Hindu,B,-2.9678837527481763,A,D,120.97545066748,A,-17.660839222929496,E,E,-30.009873696761634,-213.5553651897316,E,E,153.79803403816152,A,0
Bisexual,Other,Both,Muslim,A,-34.094920287545186,A,C,44.52789685663511,C,23.675446496226648,B,B,-73.7589182263908,-28.6907548254313,A,A,134.96017459680823,A,1
Other,M,Yes,Hindu,E,-100.05440678095454,D,A,81.81453430553411,C,119.18594319019265,D,C,-32.43721533188168,8.72459930602196,B,B,-45.53531114484104,A,1
Other,Non-binary,Physical,Other,C,141.45348636442893,B,C,43.691500096734465,B,0.7821216038429382,D,D,13.925804860544183,189.0174528606068,D,E,24.774430545180735,E,1
Homosexual,Female,Both,Christian,C,181.05723565360458,A,C,66.1749078660385,D,-106.40613460853365,A,B,-88.38860156501059,124.73779655290231,E,C,-3.220220484883688,C,0
Homosexual,Male,None,Buddhist,A,-21.415366453789105,E,B,186.51475216641938,C,95.15912595004853,E,C,77.95202459849841,-67.07615189818964,D,A,107.54679464419988,E,1
Heterosexual,Female,Mental,Other,E,30.76429758403531,C,A,-86.86872020746797,B,103.78803830422186,A,C,38.37658301606671,-8.799845454378886,A,D,105.12933906410902,D,1
Homosexual,Non-binary,Mental,Jewish,A,-135.00681708426535,E,C,115.47332148405145,A,-6.160959697722061,E,D,11.40757109246649,132.92214717690877,B,A,112.23496987615323,A,0
Heterosexual,M,None,Christian,C,-98.06870820950768,E,D,-60.32112179063102,E,43.65589933417144,A,E,42.58590025831265,-189.11375169574765,C,B,45.7046672297878,E,0
Other,Male,Mental,None,A,49.07718938087529,D,C,76.92049277906304,E,95.16054462142534,B,D,-171.60554869925437,-150.71936514235293,C,E,-27.4140620850121,D,1
Homosexual,Female,Both,Buddhist,A,-24.28355760271065,B,A,199.22752940012893,E,26.88653003319751,E,E,239.31654238836114,-69.9069781006045,A,E,-38.174659200135316,E,0
Homosexual,Non-binary,Both,Jewish,B,37.27994200102803,D,D,85.80065633613427,A,-88.93851464056873,E,A,-76.89169857665689,62.36089677257125,A,B,-80.12228507953864,D,1
Bisexual,Non-binary,Yes,None,E,-34.370161243499034,A,E,196.30807138441372,D,-119.82181569789327,A,E,144.84540687421884,-204.31932468652673,A,D,156.09917481943245,E,0
Heterosexual,Male,Both,Other,A,-74.41122629913399,C,C,39.1379404169544,A,-20.25656381273468,A,B,-1.0272845959310595,58.028267504707166,D,E,-100.39868753022903,B,0
Homosexual,Female,Mental,Buddhist,C,-25.489437916525475,C,D,19.88696107976648,D,54.41841648954501,A,B,189.4679646819758,-239.48365322914765,C,A,-82.16495590997523,B,1
Other,F,Physical,Buddhist,B,-81.39210788670887,A,E,2.7656387866640735,E,24.09351787150268,A,E,-245.91000713432626,32.13741774389767,B,E,42.278582481192615,A,0
Homosexual,F,None,Buddhist,E,-42.97138224854812,A,E,178.97264995352273,D,-188.47480902783184,D,B,54.09477785932939,-248.92184422616572,E,D,14.013281282627599,A,1
Heterosexual,Male,Physical,Other,D,44.20962283162828,B,C,-2.714899661923291,E,-94.83080246634292,D,A,-43.66155993119514,10.266794640792602,C,B,-11.37316225392037,B,1
Other,F,Mental,Buddhist,A,-35.264715850254596,A,B,-129.17521074783537,C,-12.893832291446806,C,C,36.31912064564563,-131.6645991273627,B,B,143.03616171092358,E,0
Bisexual,Other,Mental,Christian,C,-84.84351588927596,C,C,96.46300432011212,D,151.54016810646795,E,A,-70.44630280199885,-5.607577490857022,E,A,78.73397411763428,C,0
Heterosexual,Female,Yes,Buddhist,C,-34.555143530969325,A,C,76.61769547179867,E,110.38588377775416,D,E,-99.2843721896851,216.47402823559418,C,D,117.3535480254896,E,0
Homosexual,Non-binary,Physical,Jewish,D,47.93839050020903,E,E,-25.375562821737102,B,55.53111503825794,C,C,-18.700102004283913,-48.708431512626944,C,A,-56.7611955802869,C,1
Other,Other,Yes,Buddhist,C,-40.73262695573567,A,B,-80.04941849889002,B,-20.17780594732395,B,C,-13.320684022738757,-82.67319006042003,B,A,-163.1908881384814,B,1
Homosexual,Male,Yes,Hindu,C,47.37077684790225,D,C,-119.90611129770453,A,-50.697628553690855,B,B,152.1497209363745,-212.96420433361382,E,C,24.574512299657847,C,0
Heterosexual,M,Yes,Christian,B,-96.87286411900148,D,A,-36.37179410905082,E,35.86238244117431,A,C,166.5706576730217,-75.04885829531904,E,C,-33.16121561768813,C,0
Other,Female,Both,None,D,84.7803087405725,E,A,-128.6078203616279,D,-40.00496346829209,A,A,60.88119468768974,69.00873365987886,A,A,-61.06824386420852,B,0
Bisexual,M,Yes,Buddhist,A,-190.4065732373916,A,E,-40.72793031092805,E,-200.5746635594055,D,D,142.85547764484693,-52.056432617250735,B,D,31.007713346497447,E,1
Bisexual,M,Physical,Hindu,E,122.09937863797606,D,B,20.934624264694246,E,-170.43638300459094,A,E,-53.39175904166552,1.2723320571859034,C,E,-8.994161159242607,B,0
Other,Female,Mental,Buddhist,A,120.18886676865208,D,C,152.87954032601309,B,81.19616188584897,B,E,-176.71220266541673,-98.74352183354873,E,C,-149.9465224169737,D,1
Homosexual,Non-binary,Physical,Muslim,D,195.6104677029641,A,A,25.821849966338405,A,-162.35757286158366,C,E,-108.35740701031472,-188.6645366551593,B,E,-121.59336042464885,A,0
Heterosexual,Male,Both,Muslim,A,-126.56511730070324,B,C,-84.42056269955194,D,-22.609316154208948,A,C,-152.26048759809706,-69.77512982903741,B,A,149.1587210254668,A,0
Bisexual,Other,None,None,A,3.8750247075254753,B,A,68.6279447134778,A,-40.30067838057537,E,E,25.202127931441826,50.23463117299143,A,E,168.131841454875,C,0
Other,Other,Mental,Christian,B,-204.18272717560865,D,E,-11.7874003945079,E,3.428179141106184,D,E,-9.457731461202366,84.33507772267933,A,B,-281.37408769648937,B,0
Other,Other,Both,Muslim,C,-31.702955545042087,D,E,4.885988024674473,A,-93.26089905802382,A,A,-7.166347443265766,43.421460387642,A,C,89.87491749569413,D,1
Heterosexual,Male,Physical,None,E,-27.740417540066975,E,B,-14.780699277754069,D,-18.500785536034883,B,E,-85.10623672798098,-202.7410574020824,D,C,40.22806011734713,B,1
Bisexual,M,Physical,None,C,-29.61795437101773,D,E,189.47831777835287,E,-34.75842170052354,D,A,61.38230695825072,73.0797976854967,B,D,12.603864931460201,D,1
Homosexual,F,Both,Buddhist,E,-40.62825120800069,D,D,-121.61460025017891,D,-4.57379607081604,E,E,-10.099982618314248,70.38579970060717,A,C,70.64967372552306,E,0
Other,M,Both,Buddhist,E,-41.435295778202345,C,B,-111.60068747857204,D,-63.73228880298323,D,D,12.107315902889018,-48.582773984419035,C,E,-99.29740742897008,A,1
Homosexual,M,None,None,A,84.29635116088032,B,A,-72.54801243450778,A,-45.500514770833014,E,B,27.611413451394835,-55.67413897901986,E,B,108.74564802080215,A,1
Other,F,Both,Muslim,B,62.49659184115115,D,D,-76.42031148792508,E,-34.22373714620538,C,C,-100.56719141783307,-97.32378739269534,C,A,130.9852427719248,C,0
Homosexual,M,Mental,Other,D,-97.30663870032663,B,D,200.99281907789188,B,-202.50382289042054,D,D,1.8282277213601223,78.64025891676368,C,B,-80.83327363666923,B,0
Bisexual,Non-binary,None,None,D,-42.685317089075554,A,D,-93.3010641618256,B,151.8812671557962,D,E,-4.332214844739655,40.772042667959155,B,A,-58.364527878511254,C,0
Heterosexual,Other,None,None,C,0.43180081336825926,E,D,-39.60964581723968,C,-19.84552225728318,C,A,-15.3941121013737,-95.09331076858743,A,A,197.57790376584424,E,0
Other,M,Both,None,E,-144.0989262938849,A,C,-238.90132927281678,E,-179.6658707680812,C,A,-160.47917259802685,-51.85053930452117,A,B,15.59822359034916,E,1
Homosexual,Female,Physical,Other,E,3.8789767110823923,E,D,-8.728982253309253,D,-26.429262354387404,E,B,158.79255105237306,-96.53047348048804,C,E,29.221124875847295,A,1
Heterosexual,M,None,Other,A,-68.73797021044045,D,C,-35.44661653448272,E,87.01818900963296,D,A,142.29212584348636,134.93505056726372,A,D,-61.21405418306115,D,0
Heterosexual,Male,Yes,None,A,-86.51283389673405,A,D,78.05378225712055,B,-55.507221136661165,C,E,-141.08648936716958,-106.13220555270667,A,D,-15.304356878657302,B,1
Other,Other,Yes,Muslim,D,-111.60742031603574,C,C,-56.372784284430765,D,-38.26516188473278,B,A,-40.58797948967108,50.460749550655294,C,E,-200.60691260347645,B,1
Heterosexual,Other,No,Hindu,C,52.62471795676342,C,C,-285.1995334395176,A,-67.69636248398395,D,B,-38.77444407705244,75.40571957124061,B,A,-3.5030434980899625,B,1
Homosexual,Male,Both,Other,E,-55.094736430763604,B,B,-115.39268281868675,B,-113.09260160655239,E,B,155.16305493460112,82.16422119505066,C,E,77.84121393561621,D,0
Bisexual,Other,None,Jewish,B,-1.8492238329697899,D,E,116.31328128691321,B,-42.00834563016582,B,D,90.48331679520129,-161.00999525741037,E,A,119.36431302935375,B,0
Homosexual,M,Physical,Christian,A,78.27151794558043,A,A,13.564252642876603,A,100.36951065673311,C,E,1.9601466310923201,16.598329523288434,B,C,-121.99211915389878,A,0
Homosexual,Other,No,Christian,C,-128.6165499071517,E,D,-139.86719084245348,D,-15.189587310410769,A,C,-156.36245267590144,-24.860652086809335,D,E,-68.77127136550712,A,0
Bisexual,Non-binary,Yes,Other,C,15.225079593199355,D,B,-130.22855807540253,B,88.74382935019281,B,B,122.53103001123988,-225.88565697381148,B,D,-39.65117299293569,E,1
Bisexual,Female,Physical,Other,C,-52.90551163415339,E,D,-253.49159889705928,B,-70.89314469320081,A,A,153.48582960773192,20.872131904812925,A,E,9.948202073771368,B,1
Bisexual,Female,No,Christian,B,88.58346114258589,E,E,105.1310691158905,B,-104.45191717225035,E,A,131.37752230228864,-209.93247731657706,B,D,69.38217772410789,E,1
Heterosexual,Female,Mental,Other,C,80.36367482428489,D,A,-96.59498131331826,E,72.5546658141754,B,A,172.97989837940136,-117.75654162197083,E,D,-109.76214356218894,C,0
Other,Other,Physical,Other,B,105.36165080911748,A,D,-69.49785067420716,E,62.44165415550034,A,A,-129.99280249935572,-32.13108113168051,E,E,157.8496057320066,A,0
Other,M,None,Muslim,B,-51.036815111887535,A,D,63.94990087776107,A,157.36949289829053,A,A,80.82446743153541,-87.83514880164014,D,C,-22.304026669151124,D,0
Homosexual,Non-binary,Both,Buddhist,E,-65.36111472449659,B,D,-122.30976057750426,C,133.7746397034224,D,B,145.36332542490175,-174.28610795214414,A,B,-17.61422006097291,C,1
Homosexual,Female,Both,Other,B,-38.75137018962739,C,E,-73.51147815745597,A,-153.81457405248545,A,C,-99.56994071575092,172.62671239678,C,E,53.39079886507444,A,1
Homosexual,Female,Physical,None,E,24.366860091947544,B,D,-5.000979342521376,E,128.94969041758296,E,E,26.30902379818702,86.70725147921395,C,A,51.80749762220367,D,1
Bisexual,M,Physical,Muslim,E,-179.52121955150807,E,B,98.94033427190337,C,61.1407431989238,E,C,243.32908686990717,162.53499398114135,A,D,156.89429397781154,E,1
Bisexual,M,Both,None,C,69.79758952168724,A,B,20.617540374131824,E,-110.8454094868998,A,D,14.239551858603935,-94.2626722709415,E,D,-56.34905902136214,D,0
Homosexual,Non-binary,Both,Hindu,C,54.82816210607081,A,D,147.49087572368674,B,-100.4306510674131,A,E,19.598913745484538,-213.28158185764684,B,E,-6.421195858057898,B,0
Other,F,Yes,Buddhist,B,31.36325710304802,B,D,-39.14758230586309,B,-54.487914688911395,D,C,-7.119921316911064,54.53218807669331,E,A,56.30200550383936,E,1
Heterosexual,M,Yes,Jewish,D,-19.87313222734214,B,C,57.4920870475806,B,53.776948968527925,B,B,-84.0669457061854,-82.49020862475726,D,B,20.942241108514207,C,0
Bisexual,Other,Both,Hindu,D,51.55615608865146,E,E,86.95050689791017,E,-115.96339571479359,D,B,-73.00023849776642,29.016393687958903,B,B,-6.447114350532146,A,0
Bisexual,Male,No,Jewish,A,-81.90416722207965,D,B,80.40813730083663,B,183.83958905306906,B,A,-30.545019747817005,-183.008433229319,A,D,-48.9838771252952,A,0
Other,Other,Yes,Jewish,E,67.92950573358726,E,B,34.911829901687746,B,84.70426808186501,C,B,-109.12569732779356,-287.6820618869641,D,D,-32.06775656463735,D,0
Homosexual,M,Yes,Christian,A,50.634603526356216,E,D,-109.95466828262957,D,-21.004132531280682,D,C,87.82485992020818,-73.14842739474214,A,E,-75.83741442920719,E,1
Homosexual,Non-binary,Both,Hindu,B,-33.38247646774023,E,B,296.1546529884473,E,-9.054499154952266,E,C,-46.63252992679139,77.11156021289719,C,C,73.95501769910979,B,1
Heterosexual,Non-binary,No,Hindu,A,-99.78150136455,C,C,-7.593537785997917,D,18.97284499652851,E,E,138.174925975114,69.62785240261735,E,A,291.00169374218075,C,1
Homosexual,F,Both,Buddhist,C,-67.02165904132652,A,D,63.90565899069416,A,85.33087073860715,B,B,63.85877467301037,104.26470868151195,E,B,-118.02387361021236,D,1
Bisexual,M,Both,Muslim,C,63.78049918988491,D,C,48.87839492742055,E,28.589507223589944,C,E,40.65129259866256,-3.5668121565596884,D,A,10.871140443993404,C,0
Bisexual,Female,Yes,Other,E,58.49075066665602,D,C,-169.7343951439695,C,-15.473093205383378,C,E,102.95535585862656,191.27251009448943,B,D,-49.598598757026956,E,1
Homosexual,Male,Yes,Jewish,A,-131.6728922493564,C,D,71.2122198634592,D,-28.539104835947178,E,E,-81.17502687316063,-69.97053341472925,C,A,24.33050243928321,D,0
Heterosexual,Non-binary,No,Other,E,-9.674858603732444,B,B,88.68464108394369,C,-81.25620805754704,B,A,229.32287604204197,86.85034836611764,D,D,12.771757738067599,E,1
Other,Male,Mental,Muslim,A,-6.29566134168213,C,D,-46.387173094881334,A,185.86906409214743,A,A,-173.6405182358253,61.31158564773622,C,A,43.14543022098968,E,1
Heterosexual,Non-binary,Both,Other,C,62.14267596471057,A,D,-91.7878495638788,A,-92.32971268086068,D,A,13.173839761465695,-20.304278020505414,A,C,-165.57368373762964,D,0
Heterosexual,Other,Yes,Hindu,D,-140.76526512988113,C,B,-273.9641624332671,C,9.366366467006792,B,C,27.24234655550541,-180.13130521115937,C,E,-178.25271767611144,E,1
