marital_status,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
Widowed,D,B,A,D,-101.53958258442024,B,E,B,E,-251.35857017316408,45.125003616237834,116.88532237209782,0
Married,B,E,E,A,96.41280898223606,B,E,C,D,-31.944309215688087,-169.59494767361872,-188.95432820243244,0
Single,D,B,E,C,-50.60746067622327,A,A,A,B,-43.189628974107826,-21.917542772507435,6.934357571514525,1
Married,B,B,A,A,-20.523364476927004,C,D,D,B,90.92240847574008,37.95588436534317,48.016659684506635,0
Single,D,B,B,A,72.56321420833368,C,D,A,D,201.81975577134455,7.748425659205535,-38.214551052201614,0
Single,D,C,B,A,107.96957488146923,C,A,D,A,-129.4019974074305,-8.283508161491996,-70.49583001796822,0
Widowed,D,E,E,C,233.3265412282622,C,A,B,E,-83.64133507290869,150.10420313151474,-195.5578104241655,0
Widowed,D,D,C,B,-97.20862311920885,D,B,C,B,209.79954734592496,9.527698996751285,27.326786989368955,1
Married,D,E,B,D,-59.28439388441461,C,C,A,E,-41.29374547349386,82.03026542760851,106.52952278116447,1
Divorced,D,A,C,B,36.40858598499237,A,A,E,E,124.78114740605658,-12.756802934969135,69.61493698247016,1
Divorced,D,D,C,E,-16.492205302383475,E,B,E,B,-31.131006065612272,17.344932224037684,-103.39242372734144,0
Single,B,C,D,B,14.39433145129924,C,C,B,D,71.65764198310407,-53.75395248976884,-181.8668397431839,1
Married,D,D,E,E,170.35751290482386,D,C,B,D,-180.93559381087957,114.82240999013655,-38.77509045826442,0
Divorced,C,C,C,B,11.564644123299853,A,D,C,D,-62.39806323767407,-124.84038135529774,-76.17116352497409,0
Widowed,A,C,A,E,-230.49621192649622,E,E,A,C,-147.13383996067728,-1.6775345856139485,17.462124557848497,1
Divorced,B,E,D,D,-58.83641055463711,C,C,A,A,-91.52294770924414,41.88647194999376,25.90299680143362,0
Single,D,D,B,C,175.58647064253873,B,B,E,E,139.65787330760259,-137.64489237033965,-6.165169417961879,0
Divorced,D,A,A,C,50.81070868860791,C,E,A,C,203.2145186517504,-170.29061857337942,98.95434229645291,0
Divorced,B,C,C,A,-108.08800455506554,A,A,C,D,-69.0120792904824,149.84870150606818,308.76782558278427,1
Single,D,A,A,C,23.38754157120917,D,E,E,B,29.399426403520284,5.571511043225462,-106.06885942240424,1
Single,B,E,D,E,13.029295537016111,A,A,D,B,-7.3845625973255755,-1.8804925629065785,-179.8698442376101,1
Married,B,C,A,B,-106.30555843160825,E,E,E,D,128.03355960093648,7.9703132158427215,113.01503520478366,1
Widowed,E,E,B,A,240.7743816523662,C,E,D,A,16.204536449180885,-82.90115205890596,-36.33677292571492,1
Married,D,A,E,B,-5.719675937041339,E,E,C,C,71.25476313288749,-44.42035035734871,-184.19907236370418,0
Single,C,A,C,B,-178.56327006123192,D,C,E,A,33.40184508116686,-39.285953953475314,-60.63260133631627,1
Single,C,B,A,A,-28.82940630018234,C,E,C,C,41.423482367395046,-32.42810069994583,-56.9455446059371,1
Single,E,E,B,B,13.456933805487619,D,A,A,D,35.207108723459754,-29.383517042194086,41.17839521306556,1
Married,D,C,D,B,-60.42828872802907,C,A,C,E,30.6815037737127,-41.19418593820306,36.25267371495248,0
Married,E,B,C,D,184.39648712397647,C,E,E,C,70.25562099436515,94.94645407185364,86.44494255590412,0
Divorced,E,E,D,A,86.86706851197007,B,E,A,B,-58.60727974720612,-85.39415008282157,202.89580723758536,1
Married,C,A,B,C,107.47710676518354,B,B,E,C,157.39935329095934,-29.812240150362474,43.492910932960676,1
Divorced,E,E,C,E,-43.72203410783937,C,E,D,B,124.35569642715598,12.382013931208768,55.940681476062245,1
Divorced,A,C,C,D,-69.98702701948676,E,B,A,C,-38.13965248451549,-110.68113295238157,-103.91420449808857,1
Widowed,D,D,B,B,-91.41012613532759,B,D,B,D,69.72051473697583,170.0200664478592,82.75499243585581,1
Widowed,A,D,C,D,90.00161721147964,B,C,C,C,56.46362792846185,275.10530962060864,-58.3212325601539,0
Divorced,D,B,E,B,-138.11571213664934,A,D,E,A,-1.9067172256338756,-68.45209761414914,-24.303450442858733,0
Widowed,C,D,B,E,-182.52391393934505,B,B,E,B,200.7516353660678,-9.663780097203714,109.27403839974994,0
Single,D,E,B,A,150.8282301364839,A,D,B,E,12.65180692650586,10.887439510930905,-91.08516142334167,1
Married,E,C,A,A,36.65280402386246,C,E,C,A,74.25267744805726,-15.42536775120203,130.09826924708722,1
Single,E,C,C,E,-135.9155029016029,E,A,E,E,-200.91528666727157,-94.19614564004199,199.54199930238227,0
Single,D,D,E,A,-6.842639534599153,E,E,C,B,-123.58247402671978,-1.7444072523375007,-0.780523260459928,1
Married,D,D,D,C,57.81420277223114,E,D,D,E,-38.33391957696261,-90.63511572187765,59.17902386209214,1
Married,B,E,C,E,-30.459568063721264,B,B,B,E,-83.23280892644713,-60.09735617239955,-129.7164899577902,1
Single,B,D,A,A,-42.590910815863346,A,E,B,C,62.400344996159795,-34.877956400189774,135.9450771569836,0
Single,B,C,D,A,175.59137032254205,B,E,B,C,69.20124863656257,-22.229798883521667,0.9477394847663242,1
Single,B,E,E,D,110.9513797570751,D,C,A,E,-77.97489418946594,43.29292122975457,138.90242408791914,1
Divorced,E,B,D,E,-56.279145166249855,B,D,B,A,20.755400935979626,-176.51522059127427,-33.13816617365086,0
Single,B,D,C,C,-59.17161203259514,D,C,C,D,-27.437798840010764,-87.55906541452623,-59.25838546932011,0
Single,A,A,A,E,-39.81957028474858,A,B,B,C,2.713406048960836,4.887005898603219,8.49694015396076,0
Single,D,B,E,E,-102.67625953566697,E,C,A,D,83.906973373095,-179.20997379169506,124.97379476248413,0
Married,E,B,C,B,63.32903576268486,D,D,B,C,27.4841875162937,93.33728162901149,5.242254059482441,0
Married,D,A,E,E,-141.04457783937121,A,A,E,B,87.90463793460955,103.97034192256494,-53.31982359661968,1
Widowed,C,E,D,C,53.35835641512945,A,B,A,C,88.38891606132916,169.54745453086602,-46.2154342579551,0
Married,C,D,D,D,-21.51104748649416,B,D,C,D,17.72070946062572,37.159599949556146,-0.3236372021873968,1
Single,C,D,C,D,-47.758943963007695,D,C,C,C,19.922330341571275,48.11367041808733,201.51291124607963,0
Single,D,B,E,D,57.83743858428547,B,C,A,D,98.49832948864025,24.818040156753025,58.185308524405,1
Widowed,A,D,D,B,-85.89134671752838,D,B,A,D,-118.82155826701937,66.99632752530611,-91.938505078482,0
Single,D,C,A,D,63.885356774475454,A,E,E,E,-79.86265964923528,-90.90753563216816,-78.14637069323119,0
Widowed,B,E,C,B,72.31609607260704,C,A,D,B,110.79281002874792,58.34117832232639,-13.812199787888495,1
Married,A,B,A,A,118.40265486178252,C,A,A,C,-94.66351568293183,122.51764874677119,-180.28250414423073,1
Married,C,E,B,E,-53.02693996436394,B,E,E,D,224.88031663456613,-41.14654525691875,-4.176552757805018,1
Widowed,C,B,D,A,-64.23630899021771,D,C,C,B,-116.41946135540076,-84.34985142358885,-90.82079693835871,1
Divorced,C,E,A,D,66.61176252026736,B,D,C,B,26.721229347796317,-15.544044347042545,212.15167204051605,1
Divorced,D,C,E,E,111.14024574174191,E,A,D,D,135.6858522859396,-5.366093798406374,-54.458279528319885,0
Widowed,B,B,B,B,47.6826498262568,E,E,E,B,-122.98803336265813,-61.327206357798225,-241.4184509645252,1
Divorced,E,A,E,A,123.19087421719776,B,B,E,C,192.03917440055326,-43.99956114374437,93.37536818322208,1
Married,C,A,E,B,-142.46922919380808,C,A,A,A,-108.76001542939684,-142.93769357402195,-48.15487826929375,0
Married,D,B,D,E,-45.699705352163924,B,B,A,C,-53.48445562376174,-35.459353455677565,-91.43010972103144,0
Widowed,A,D,D,C,-47.30057623148673,C,C,C,E,-134.70390134261459,-56.21621207801911,-108.40521161753335,0
Divorced,D,B,E,A,4.5593775663970595,D,D,C,E,-63.052300003405335,-9.914996249888276,-52.57778373933172,1
Divorced,C,E,A,E,135.44747165985422,D,A,B,E,48.3555359894585,-34.26502141187048,-135.3723280106052,0
Married,C,A,E,A,96.33162663374371,B,A,C,C,80.8133171009483,56.63805504806431,9.603782434989034,0
Single,A,E,E,E,20.62042157413726,E,D,D,E,161.30519075860087,102.65536348684243,-33.95423004632461,0
Divorced,C,B,D,C,63.61168998986809,B,E,B,D,69.06024371263867,-102.68744782321247,-205.24325135554218,0
Married,A,A,A,E,-106.02959722422109,A,A,B,C,151.7385759263674,-54.6648321997546,128.1382933067383,1
Single,C,B,A,A,23.708558174565596,A,B,B,B,-142.12453708209202,177.5750183327609,78.11361419104695,1
Widowed,A,D,E,B,-64.7594907901117,E,A,B,B,-50.91433697712478,135.00484518093228,-61.88754925372303,0
Divorced,A,B,D,B,-6.846843375104314,A,E,D,D,-60.712176114957884,-23.182329604081623,-164.7782842302408,1
Single,D,E,E,E,-6.032315527474094,C,E,A,B,81.50405858907848,-277.69894170751235,70.21487004214333,0
Widowed,A,E,D,D,-90.78803315061178,A,D,C,D,-142.39957758994368,46.780645254719275,203.01337079148044,1
Single,C,E,C,A,-133.7719233362532,B,A,D,C,-37.683062607619924,-13.796920655445952,-47.36906180203,1
Married,E,D,E,C,-47.65399539926538,E,B,B,B,81.22014917481295,-97.95132782253937,60.730752101767834,0
Married,C,B,B,C,-72.28115234269374,C,E,E,E,-63.10728963669378,-21.617711851451265,-6.169172511071304,0
Widowed,A,B,E,E,-43.914747110585196,A,D,D,E,3.105894415426525,26.194593146719562,-20.57748186010057,0
Married,B,B,D,D,-15.186812254452455,A,E,B,E,36.38562658145763,-330.76802898562323,-173.84392748800772,0
Married,E,A,B,B,-27.059269228242044,A,E,D,E,68.33003554955961,-86.04268694499632,-71.5553847822016,1
Widowed,D,A,B,A,-25.350489175825043,E,A,A,D,117.06846414921557,-83.05107134827779,17.62509364746649,1
Single,C,A,B,B,-85.05682349012974,E,B,A,D,-9.86975247693624,23.469653039478782,39.11036531603624,0
Widowed,E,D,E,B,18.52526599516947,A,C,D,B,-98.95966597342203,-85.81106852823756,105.01874463961896,0
Single,D,E,B,D,6.47120659591988,A,E,C,C,-37.71618606335521,-5.7736337392568355,-16.168191859202267,1
Widowed,B,E,C,D,29.43898202716366,B,A,C,A,90.14862304409986,-25.442605207927393,85.87397549743515,0
Widowed,B,C,C,D,188.17639288590354,D,C,C,E,98.95164883518989,-60.044859919423146,-81.40468966653448,1
Married,B,A,E,B,199.7128150460247,C,E,A,A,81.73098671354015,-89.29311355292606,55.30876031834452,0
Divorced,A,C,D,D,86.08220465799741,A,A,C,A,168.75934147225408,38.781065641791336,-176.38532804256738,1
Divorced,B,C,C,D,100.87908848285394,A,D,A,A,-10.384570634615645,-160.6751027007356,-61.571817016837514,0
Single,D,B,D,D,6.8406407388642,B,E,C,B,6.141996611641433,-36.50732006392631,-18.639812790203756,0
Widowed,D,C,A,A,-9.864928575198109,A,E,C,B,129.2705303472671,-115.44898576550895,-159.36798370703593,0
Married,B,A,B,B,-139.81414510737474,E,E,D,D,-113.84533373424246,-223.91430479334505,7.118556861322715,0
Married,A,B,B,E,94.44668063873321,D,C,B,A,146.0050532778874,-11.652448857307125,116.93077356535436,1
Divorced,A,B,E,B,60.54229038382303,A,E,E,D,-0.9834874020996544,-28.088519488147917,-66.93916678395536,0
Divorced,A,D,C,A,166.56136169123178,B,E,C,D,-42.970588736057316,-116.62669375828779,21.19734101680448,0
Single,D,B,D,D,15.371588878625579,A,B,D,E,-45.73064395009824,-87.99678134115987,105.52706630718929,0
Single,C,E,E,D,-69.67171499009844,B,C,C,E,-22.101551139217392,-24.126609503962747,101.95659526392544,0
Married,A,E,E,A,-68.629567367115,C,E,D,A,41.421935913302846,110.02359349384146,-40.6550661747703,0
Single,C,A,D,C,14.28772978222979,B,B,B,C,27.99666450401092,36.656181960622504,-48.56290638747504,0
Widowed,A,C,D,A,-153.70290634426675,C,D,E,A,138.32313734536768,53.62722228454596,-52.61365988250161,0
Widowed,B,D,C,E,159.5289689618292,B,C,C,A,-56.23098260231403,-87.18896734965999,11.389760490480445,0
Single,B,D,B,C,-112.73183814171735,E,E,E,E,4.083011624431617,75.43388360632206,-135.84382005518475,1
Divorced,C,D,A,E,164.14110803937825,C,A,C,B,-82.76708993161847,39.63448376540353,-97.19953376888122,1
Married,D,C,A,C,-114.0845485664624,E,D,A,C,-88.63415813678847,6.5080335962928855,38.293612861894474,0
Single,C,E,B,E,64.24765030809479,D,B,A,B,-108.59677005843776,37.166699331714376,-82.42114994738535,1
Single,A,E,C,D,105.89264519428623,D,C,D,E,7.645072770975232,-1.9118952545989973,-62.76267562218204,0
Single,A,C,E,A,76.26502559755451,D,E,C,E,398.49086257818703,-17.03707911540405,-30.66787247691022,0
Divorced,B,E,D,D,-76.82517301883159,A,D,E,A,16.60912442557569,-141.83570896788257,78.10111518095005,1
Married,B,A,D,D,122.02188729507122,E,C,D,E,-50.993185759244206,-6.255238729111344,-88.84169374075407,0
Divorced,E,E,D,E,3.7553489796529655,C,B,D,B,-68.21906884745536,156.77379155447622,2.3402053531159486,0
Widowed,C,D,C,C,67.32694114216952,C,E,B,B,-22.16117191355344,103.57638733932588,-223.83174654630292,1
Divorced,E,E,A,C,-29.6283796776816,A,D,E,D,-35.23706644669399,19.315865788442533,-59.070555211790264,0
Divorced,B,E,D,E,191.66142822088045,E,A,B,D,-71.6042286499966,65.57736362670713,-61.42720404420745,1
Single,E,C,E,B,-57.362288070083224,E,B,B,A,-98.79137905677345,98.37237728561378,-34.05092511794495,0
Single,D,B,C,E,-47.99525587699351,A,D,A,E,141.17735484520057,-58.459313851352455,-90.4840545655581,1
Married,A,A,C,C,209.55151274336407,E,D,E,D,24.588440096711036,21.66977142458862,-63.76390378411643,0
Single,B,B,B,C,15.32495136514363,C,C,D,A,61.71295443711848,-92.88192878118899,39.640463618827354,1
Divorced,E,A,C,C,-9.308529771592957,E,C,E,A,19.88254350611538,-54.060544423026926,122.25508209671159,1
Divorced,E,E,B,E,27.275920780353967,B,D,D,D,-63.84668206987272,-68.40311624215946,-19.754656656902082,1
Married,A,E,E,C,-62.30783517904005,B,A,E,E,43.09763186919357,134.2181693008654,36.810993412419805,1
Married,C,C,B,E,-22.347697518257284,E,D,C,D,80.74442873033512,2.3425227500718275,-289.61102717986927,1
Widowed,D,C,E,A,-72.4796961560938,B,B,A,C,-150.72290480930016,71.86746642144651,-238.54666303065218,1
Widowed,B,D,D,D,-69.76143932262754,D,D,E,E,36.75851589437392,59.75992855666061,40.170338124723905,1
Widowed,A,A,A,A,-68.70558517668972,E,C,A,C,188.44701806124598,-37.255759615101105,-130.11333261277076,0
Single,D,C,A,D,55.96618585386774,E,C,C,E,70.81721373884922,-67.37715270968174,-44.158094380011306,1
Single,B,B,C,A,14.058427890134794,C,C,A,B,-19.731647884065307,19.867142350078527,-31.075451252198267,0
Widowed,D,B,C,B,98.60651055292887,C,B,B,E,-54.79252431782078,84.44866071250725,-95.27597017564125,1
Divorced,D,B,E,C,59.59429469392499,C,C,D,A,-28.563287900553924,-234.26972527856282,27.52304027489025,1
Single,A,D,E,B,-60.103651401927124,D,C,C,B,-21.970726275945427,-128.49623161325178,100.04597231003049,1
Widowed,A,C,B,A,102.34879790302489,A,B,B,E,70.20905432888229,0.7208820712435521,138.5942163522461,0
Divorced,B,D,E,E,-5.953051351778017,D,A,D,D,-6.238233090268281,63.67875410630551,214.28744779912336,1
Widowed,A,E,E,A,-59.0362835545618,A,D,C,C,70.7600635866672,-10.050995521289025,-170.14377580716553,1
Divorced,D,A,E,C,-41.76069452698819,E,B,D,E,-226.30276385281465,-45.47646901591002,-318.31144599781334,0
Divorced,E,B,D,D,46.66948843158052,C,B,B,B,14.991290255835727,-11.324966999570469,-65.551656177481,0
Single,A,B,C,B,-19.987926964921616,A,A,C,B,22.524871013269987,-36.69631027674371,-86.25459989593082,1
Single,B,A,D,E,-109.78221656656018,B,C,C,D,-19.87947296702734,-108.53755846969865,-67.93887376380796,0
Widowed,E,E,E,E,118.7943482916178,E,E,E,A,9.28462108760333,63.10823748757917,-20.385126854838997,1
Married,A,A,E,C,-100.87677082934876,E,B,C,C,-73.96731830285476,-142.33735113331946,-84.68711517794667,1
Widowed,C,D,D,E,121.13256879085559,D,C,B,E,86.45634210230573,47.2583233978778,-28.734462272926592,0
Single,C,A,C,C,-93.4489655267443,B,D,C,A,24.326544070341587,-161.51514740862615,64.11695517288246,1
Widowed,C,B,C,A,-7.700815964598477,D,D,A,A,154.28484293956,36.733115361778154,-42.860041230508145,0
Married,D,B,A,C,43.88781076739052,C,C,A,D,-175.34967725194446,-134.06354629394514,-11.315119689376003,0
Divorced,A,C,A,A,-55.48541865950652,B,E,C,E,-41.611347641236556,28.68090378126251,66.236459262981,1
Married,D,A,A,E,4.978238167753545,B,E,C,C,123.9611863721273,29.943702100525442,-48.019794190289105,0
Married,E,C,D,C,-57.13250973481223,E,C,A,E,-27.010788927010086,11.654558167004987,-29.378105251501864,1
Married,E,D,B,D,-137.19579705160407,A,B,B,B,-39.593554005279174,8.504925386333593,-154.088418721663,1
Single,B,E,D,E,-101.1278689673312,D,E,A,B,169.92223522822133,-118.06783580780495,1.1366673138022196,0
Married,D,C,B,D,54.6895340394003,C,C,C,D,17.252872872743623,206.2277910227131,5.692878389464176,1
Divorced,B,A,D,E,47.61614852301669,A,B,B,C,-68.42610724145938,-138.01039391402787,73.47062029232875,1
Widowed,C,C,D,D,23.063506248613695,D,D,D,D,-35.73186244884338,16.562847308680094,-147.83610667826352,0
Single,D,B,E,B,-11.141152199219254,C,D,C,B,10.925887728595692,290.27922046082165,27.55625475504832,0
Married,C,D,A,E,-1.8726100213513772,E,C,C,D,77.802482609091,66.13783219391442,-59.96790612395978,1
Widowed,C,B,D,C,-0.2908582926423743,D,C,E,B,101.91115206383856,44.5007815522959,-99.87211922326085,0
Single,C,B,D,E,-19.707251272519493,D,C,A,B,-70.13969252740911,-107.67412910572234,-21.943014931436412,1
Divorced,B,B,B,D,-65.1452014349728,E,C,A,D,65.10618721845488,134.63717521841812,-13.149388924461894,0
Divorced,E,D,A,D,-44.904037351466634,C,A,A,A,-1.8298300771472102,-21.691195850513225,13.645396963935932,0
Widowed,E,A,D,C,-98.41782284067877,B,C,C,E,199.05148177187087,50.931699301403924,155.0579373287341,0
Married,D,E,B,E,64.91815919481789,A,B,B,D,80.97393833900036,-79.31573178884477,-69.05103771705474,1
Married,A,D,E,D,163.16420669878374,D,A,B,B,-56.76357737945678,-67.112527952581,-173.59362746843652,0
Divorced,C,D,B,A,28.037368361570618,A,E,A,C,65.04052758804332,12.044219365468122,5.417584609193592,0
Widowed,D,A,E,E,-93.87496552252863,E,C,E,E,198.4365060425103,31.72645372060226,-198.00124594539318,0
Single,A,D,E,E,217.170995476865,B,D,C,B,46.8826709289293,117.42570469638669,24.794149335818915,1
Divorced,B,E,E,E,99.02938911286934,E,A,D,B,46.531148715905594,-109.52423141083982,-67.88212063095229,0
Divorced,A,C,B,D,-18.25640923634385,B,B,E,E,76.83230910345554,-19.12830272797862,-56.46766432677883,1
Married,A,A,D,E,109.88072755570826,D,B,A,A,-1.9273915055963553,-187.22873587449587,-15.896887277122069,0
Divorced,B,B,B,A,193.91213720429067,B,C,A,D,62.24391641800189,156.9932362343964,-77.16933061300297,1
Widowed,C,A,B,C,-23.64758071821155,E,C,E,B,-97.44327849701399,-38.553155061308715,-96.98766414664767,1
Widowed,E,E,E,B,-101.39210312855236,D,E,A,B,94.15568016646459,-30.13117917063461,-72.28923564016996,1
Widowed,B,B,E,C,-16.71239765308685,E,A,C,C,-99.91368029232125,-251.96543594487935,107.40713191389347,1
Married,E,D,B,D,-48.65658472717226,C,D,B,D,4.721303343567155,99.42714494809881,-4.072361746140525,0
Single,E,A,E,C,195.97763870450208,A,A,C,A,33.839127532477114,0.22563899019946107,43.21673074779559,0
Divorced,B,C,B,C,-116.80080346379272,B,D,B,A,-64.56691574557016,-44.38469244091212,-6.748482908809617,0
Divorced,E,C,E,B,45.99335377021951,A,C,D,B,-47.91485274693286,-167.29064340633607,-96.8937153244641,1
Widowed,D,C,D,C,-77.23284865968819,C,C,B,D,-14.54671662550688,-221.20511152247192,149.8430035210886,1
Widowed,C,C,B,E,90.59101206706418,D,A,B,A,-41.66415284739516,-149.1824395271256,58.643320292187916,1
Married,B,E,C,E,120.62609886345241,B,C,D,E,110.66045793424637,-143.081197330477,16.69519641893209,0
Divorced,D,D,C,A,-38.904680227061974,B,E,D,D,98.01162628370083,110.8347791333274,-90.83773315229806,0
Married,D,E,B,A,109.47121056439401,C,B,D,C,16.310175040750707,40.98972441409417,45.68827688246257,1
Divorced,A,E,C,A,30.18075055214171,E,D,B,D,84.52534652928149,34.11365851819652,-11.622284866264701,0
Widowed,E,C,E,C,78.29204267798559,E,E,E,D,-24.579984103323888,-67.58032265442925,116.67646721834097,0
Married,A,A,D,D,18.09958551849917,E,C,B,C,85.88338604336633,-93.9103422153386,55.485957093831,0
Widowed,C,A,D,E,-105.5347391117992,D,E,A,C,67.38545285505676,153.77927737332294,-87.94071183766079,0
Divorced,C,A,C,C,-156.82312533930838,E,C,B,B,-52.80923668701155,44.45746379620088,155.9101934497734,0
Married,E,A,E,E,-25.6312970739519,A,B,B,B,-6.794642873396926,-21.362015554623763,-98.15900576038663,1
Single,A,B,E,B,93.33290987967419,E,E,D,B,6.317510273383951,143.4096909505483,4.191241540247204,0
Divorced,C,E,E,B,-52.823161167586875,B,D,B,E,43.963321204021014,120.67393215366728,53.66677477532438,1
Divorced,A,D,A,E,-84.82970890090434,C,B,C,B,-19.047179062606826,55.15303820617803,89.24391034070621,1
Married,E,D,B,C,67.56364323745467,B,E,D,D,-61.85670041513704,110.355643114656,71.61200001075964,1
Widowed,A,C,B,E,33.71994791737331,C,A,B,C,-182.5200385493038,-98.6456786894174,-122.74396520894135,0
Widowed,D,D,A,B,102.12590937245692,A,A,E,E,-97.84906830180576,-116.79752283072146,-152.12952841925883,0
